aphelion,0.0001,0.478897,0.00161836,0.4789
perihelion,0.1207,-0.267719,-0.0719346,0.277215
aphelion,0.2414,0.413815,0.241043,0.478899
perihelion,0.2415,0.413407,0.241742,0.478899
aphelion,0.2416,0.412999,0.242441,0.478901
perihelion,0.3625,-0.193621,-0.198391,0.277215
aphelion,0.4834,0.232724,0.418551,0.4789
perihelion,0.6042,-0.0667555,-0.269057,0.277215
aphelion,0.725,-0.010381,0.478788,0.478901
perihelion,0.8459,0.0784285,-0.265889,0.277215
