0 10 273 44 0
1 20 273 44 0
2 30 273 44 0
3 40 273 44 0
4 50 273.003 44 0
5 60 273.01 44 0
6 70 273.023 44 0
7 80 273.045 44 0
8 90 273.077 44 0
9 100 273.119 44 0
10 110 273.171 44 0
11 120 273.234 44 0
12 130 273.309 44 0
13 140 273.395 44 0
14 150 273.492 44 0
15 160 273.601 44 0
16 170 273.72 44 0
17 180 273.849 44 0
18 190 273.989 44 0
19 200 274.139 44 0
20 210 274.297 44 0
21 220 274.465 44 0
22 230 274.642 44 0
23 240 274.827 44 0
24 250 275.019 44 0
25 260 275.219 44 0
26 270 275.426 44 0
27 280 275.64 44 0
28 290 275.859 44 0
29 300 276.085 44 0
30 310 276.316 44 0
31 320 276.553 44 0
32 330 276.794 44 0
33 340 277.04 44 0
34 350 277.291 44 0
35 360 277.546 44 0
36 370 277.804 44 0
37 380 278.066 44 0
38 390 278.332 44 0
39 400 278.6 44 0
40 410 278.872 44 0
41 420 279.146 44 0
42 430 279.423 44 0
43 440 279.703 44 0
44 450 279.984 44 0
45 460 280.268 44 0
46 470 280.554 44 0
47 480 280.842 44 0
48 490 281.131 44 0
49 500 281.422 44 0
50 510 281.714 44 0
51 520 282.008 44 0
52 530 282.304 44 0
53 540 282.6 44 0
54 550 282.898 44 0
55 560 283.197 44 0
56 570 283.496 44 0
57 580 283.797 44 0
58 590 284.099 44 0
59 600 284.401 44 0
60 610 284.704 44 0
61 620 285.008 44 0
62 630 285.313 44 0
63 640 285.618 44 0
64 650 285.923 44 0
65 660 286.23 44 0
66 670 286.536 44 0
67 680 286.844 44 0
68 690 287.151 44 0
69 700 287.459 44 0
70 710 287.768 44 0
71 720 288.076 44 0
72 730 288.386 44 0
73 740 288.695 44 0
74 750 289.005 44 0
75 760 289.315 44 0
76 770 289.625 44 0
77 780 289.935 44 0
78 790 290.246 44 0
79 800 290.557 44 0
80 810 290.868 44 0
81 820 291.179 44 0
82 830 291.49 44 0
83 840 291.802 44 0
84 850 292.114 44 0
85 860 292.425 44 0
86 870 292.737 44 0
87 880 293.049 44 0
88 890 293.361 44 0
89 900 293.674 44 0
90 910 293.986 44 0
91 920 294.298 44 0
92 930 294.611 44 0
93 940 294.924 44 0
94 950 295.236 44 0
95 960 295.549 44 0
96 970 295.862 44 0
97 980 296.174 44 0
98 990 296.487 44 0
99 1000 296.8 44 0
100 1010 297.113 44 0
101 1020 297.426 44 0
102 1030 297.739 44 0
103 1040 298.052 44 0
104 1050 298.366 44 0
105 1060 298.679 44 0
106 1070 298.992 44 0
107 1080 299.305 44 0
108 1090 299.618 44 0
109 1100 299.932 44 0
110 1110 300.245 44 0
111 1120 300.558 44 0
112 1130 300.872 44 0
113 1140 301.185 44 0
114 1150 301.498 44 0
115 1160 301.812 44 0
116 1170 302.125 44 0
117 1180 302.438 44 0
118 1190 302.752 44 0
119 1200 303.065 44 0
120 1210 303.379 44 0
121 1220 303.692 44 0
122 1230 304.006 44 0
123 1240 304.319 44 0
