581.519 581.519 581.517 581.509 581.495 581.474 581.448 581.417 581.379 581.335 581.286 581.232 581.172 581.108 581.038 580.965 580.887 580.805 580.719 580.63 580.538 580.444 580.348 580.25 580.15 580.05 579.949 579.849 579.748 579.649 579.551 579.455 579.361 579.269 579.181 579.096 579.015 578.938 578.866 578.798 578.736 578.679 578.628 578.582 578.543 578.51 578.483 578.463 578.45 578.443 578.443
581.519 581.519 581.517 581.509 581.495 581.474 581.448 581.417 581.379 581.335 581.286 581.232 581.172 581.108 581.038 580.965 580.887 580.805 580.719 580.63 580.538 580.444 580.348 580.25 580.15 580.05 579.949 579.849 579.748 579.649 579.551 579.455 579.361 579.269 579.181 579.096 579.015 578.938 578.866 578.798 578.736 578.679 578.628 578.582 578.543 578.51 578.483 578.463 578.45 578.443 578.443
581.547 581.547 581.545 581.537 581.522 581.502 581.476 581.444 581.406 581.363 581.314 581.259 581.199 581.134 581.065 580.991 580.912 580.83 580.744 580.655 580.563 580.468 580.371 580.273 580.173 580.072 579.971 579.87 579.769 579.669 579.571 579.474 579.38 579.288 579.199 579.114 579.032 578.955 578.883 578.815 578.752 578.695 578.643 578.598 578.558 578.525 578.499 578.478 578.465 578.458 578.458
581.6 581.6 581.598 581.589 581.575 581.555 581.528 581.496 581.458 581.414 581.365 581.31 581.249 581.184 581.114 581.039 580.96 580.877 580.791 580.701 580.608 580.513 580.415 580.316 580.215 580.113 580.011 579.909 579.808 579.707 579.608 579.51 579.415 579.322 579.233 579.147 579.064 578.986 578.913 578.845 578.781 578.724 578.672 578.626 578.586 578.553 578.526 578.505 578.492 578.485 578.485
581.678 581.678 581.675 581.667 581.652 581.632 581.605 581.572 581.534 581.49 581.44 581.384 581.323 581.257 581.186 581.111 581.031 580.947 580.859 580.768 580.674 580.578 580.479 580.378 580.276 580.173 580.07 579.966 579.864 579.761 579.661 579.562 579.465 579.372 579.281 579.194 579.11 579.031 578.957 578.888 578.824 578.765 578.713 578.666 578.626 578.592 578.565 578.544 578.53 578.523 578.523
581.78 581.78 581.777 581.768 581.754 581.733 581.706 581.673 581.634 581.589 581.538 581.482 581.42 581.353 581.281 581.205 581.124 581.039 580.95 580.857 580.762 580.663 580.563 580.46 580.357 580.252 580.147 580.042 579.937 579.833 579.731 579.63 579.532 579.436 579.344 579.255 579.17 579.09 579.014 578.944 578.879 578.819 578.766 578.718 578.677 578.643 578.615 578.594 578.58 578.573 578.573
581.906 581.906 581.904 581.895 581.88 581.859 581.831 581.798 581.758 581.712 581.661 581.604 581.541 581.473 581.4 581.322 581.239 581.152 581.061 580.967 580.87 580.769 580.667 580.562 580.456 580.349 580.242 580.135 580.028 579.921 579.817 579.714 579.614 579.516 579.422 579.331 579.244 579.162 579.085 579.013 578.946 578.886 578.831 578.782 578.741 578.705 578.677 578.656 578.641 578.634 578.634
582.058 582.058 582.055 582.046 582.03 582.009 581.981 581.947 581.906 581.86 581.807 581.749 581.685 581.616 581.541 581.461 581.377 581.288 581.195 581.099 580.999 580.896 580.791 580.684 580.575 580.466 580.355 580.245 580.135 580.027 579.919 579.814 579.711 579.611 579.514 579.421 579.332 579.248 579.168 579.095 579.026 578.964 578.908 578.858 578.815 578.779 578.75 578.728 578.714 578.706 578.706
582.234 582.234 582.231 582.221 582.206 582.184 582.155 582.12 582.079 582.032 581.978 581.918 581.853 581.782 581.705 581.623 581.537 581.446 581.351 581.251 581.149 581.043 580.935 580.825 580.713 580.601 580.487 580.374 580.261 580.148 580.038 579.929 579.823 579.72 579.62 579.525 579.433 579.346 579.265 579.189 579.118 579.054 578.997 578.946 578.901 578.864 578.834 578.812 578.797 578.789 578.789
582.434 582.434 582.431 582.422 582.406 582.383 582.354 582.318 582.276 582.228 582.173 582.111 582.044 581.971 581.893 581.809 581.72 581.626 581.528 581.426 581.32 581.211 581.1 580.986 580.871 580.754 580.637 580.52 580.403 580.287 580.173 580.06 579.951 579.844 579.741 579.642 579.548 579.458 579.374 579.295 579.223 579.156 579.097 579.044 578.999 578.96 578.929 578.906 578.891 578.883 578.883
