# step time Ekin Epot Etot T
5570 11.14 554.429 -105.226 449.204 2.75836
5580 11.16 550.519 -101.277 449.242 2.7389
5590 11.18 560.938 -111.717 449.221 2.79073
5600 11.2 561.452 -112.223 449.228 2.79329
5610 11.22 560.714 -111.479 449.235 2.78962
5620 11.24 564.146 -114.919 449.227 2.8067
5630 11.26 564.483 -115.255 449.227 2.80837
5640 11.28 561.491 -112.258 449.233 2.79349
5650 11.3 556.841 -107.637 449.204 2.77035
5660 11.32 529.47 -80.2377 449.232 2.63418
5670 11.34 523.233 -73.9943 449.239 2.60315
5680 11.36 546.008 -96.8017 449.206 2.71646
5690 11.38 550.341 -101.13 449.21 2.73801
5700 11.4 543.813 -94.5635 449.249 2.70554
5710 11.42 557.811 -108.606 449.205 2.77518
5720 11.44 553.052 -103.824 449.228 2.7515
5730 11.46 548.357 -99.1265 449.231 2.72814
5740 11.48 552.159 -102.933 449.227 2.74706
5750 11.5 555.258 -106.03 449.228 2.76248
5760 11.52 561.204 -111.97 449.234 2.79206
5770 11.54 571.297 -122.076 449.221 2.84227
5780 11.56 568.421 -119.196 449.226 2.82797
5790 11.58 561.13 -111.896 449.234 2.79169
5800 11.6 558.646 -109.424 449.222 2.77933
5810 11.62 553.641 -104.398 449.243 2.75443
5820 11.64 563.951 -114.728 449.223 2.80573
5830 11.66 567.766 -118.554 449.212 2.82471
5840 11.68 555.104 -105.866 449.238 2.76171
5850 11.7 553.318 -104.107 449.21 2.75282
5860 11.72 545.114 -95.8834 449.231 2.71201
5870 11.74 545.864 -96.6417 449.222 2.71574
5880 11.76 555.086 -105.865 449.221 2.76162
5890 11.78 563.925 -114.699 449.226 2.8056
5900 11.8 566.365 -117.153 449.211 2.81773
5910 11.82 544.443 -95.2255 449.218 2.70867
5920 11.84 538.596 -89.386 449.21 2.67958
5930 11.86 548.338 -99.1186 449.219 2.72805
5940 11.88 551.424 -102.203 449.221 2.7434
5950 11.9 551.034 -101.81 449.225 2.74146
5960 11.92 554.595 -105.369 449.226 2.75918
5970 11.94 561.334 -112.139 449.195 2.79271
5980 11.96 539.061 -89.792 449.269 2.68189
5990 11.98 552.155 -102.967 449.188 2.74704
6000 12 547.802 -98.5589 449.243 2.72538
6010 12.02 558.417 -109.196 449.221 2.7782
6020 12.04 567.753 -118.525 449.228 2.82464
6030 12.06 568.57 -119.354 449.216 2.8287
6040 12.08 549.633 -100.407 449.226 2.73449
6050 12.1 545.864 -96.6253 449.239 2.71574
6060 12.12 564.884 -115.679 449.205 2.81037
6070 12.14 561.028 -111.815 449.213 2.79118
6080 12.16 548.68 -99.4486 449.231 2.72975
6090 12.18 550.842 -101.624 449.218 2.74051
6100 12.2 562.539 -113.321 449.218 2.7987
6110 12.22 565.035 -115.842 449.193 2.81112
6120 12.24 539.667 -90.4081 449.259 2.68491
6130 12.26 543.455 -94.2273 449.228 2.70376
6140 12.28 553.223 -104.025 449.199 2.75235
6150 12.3 536.488 -87.2716 449.216 2.66909
6160 12.32 523.832 -74.6082 449.223 2.60613
6170 12.34 547.552 -98.3502 449.202 2.72414
6180 12.36 562.03 -112.825 449.205 2.79617
6190 12.38 550.147 -100.919 449.228 2.73705
6200 12.4 544.064 -94.8729 449.191 2.70679
6210 12.42 530.783 -81.5407 449.243 2.64071
6220 12.44 557.747 -108.557 449.191 2.77486
6230 12.46 567.748 -118.527 449.221 2.82461
6240 12.48 562.018 -112.783 449.235 2.79611
6250 12.5 556.619 -107.408 449.211 2.76925
6260 12.52 541.328 -92.097 449.231 2.69318
6270 12.54 547.247 -98.0289 449.218 2.72262
6280 12.56 557.975 -108.757 449.218 2.77599
6290 12.58 556.934 -107.712 449.222 2.77082
6300 12.6 551.325 -102.094 449.231 2.74291
6310 12.62 549.616 -100.384 449.232 2.73441
6320 12.64 553.356 -104.139 449.217 2.75302
6330 12.66 548.003 -98.7817 449.221 2.72638
6340 12.68 547.166 -97.9392 449.227 2.72222
6350 12.7 558.316 -109.102 449.213 2.77769
6360 12.72 561.511 -112.278 449.233 2.79359
6370 12.74 571.672 -122.455 449.217 2.84414
6380 12.76 572.601 -123.372 449.229 2.84876
6390 12.78 574.064 -124.84 449.224 2.85604
6400 12.8 575.53 -126.308 449.222 2.86333
6410 12.82 569.155 -119.927 449.227 2.83161
6420 12.84 558.193 -108.971 449.222 2.77708
6430 12.86 551.89 -102.655 449.234 2.74572
6440 12.88 556.067 -106.858 449.209 2.7665
6450 12.9 554.732 -105.511 449.22 2.75986
6460 12.92 559.451 -110.216 449.235 2.78334
6470 12.94 573.46 -124.27 449.19 2.85303
6480 12.96 563.858 -114.629 449.229 2.80526
6490 12.98 557.647 -108.422 449.225 2.77436
6500 13 558.246 -109.031 449.215 2.77735
6510 13.02 552.157 -102.935 449.222 2.74705
6520 13.04 552.747 -103.508 449.239 2.74998
6530 13.06 576.203 -126.986 449.217 2.86668
6540 13.08 588.696 -139.476 449.219 2.92883
6550 13.1 582.375 -133.15 449.224 2.89739
6560 13.12 566.454 -117.221 449.233 2.81818
6570 13.14 559.607 -110.383 449.224 2.78411
6580 13.16 555.969 -106.746 449.223 2.76602
6590 13.18 553.787 -104.557 449.23 2.75516
6600 13.2 563.746 -114.52 449.226 2.80471
6610 13.22 575.9 -126.681 449.219 2.86518
6620 13.24 576.501 -127.275 449.225 2.86816
6630 13.26 571.273 -122.05 449.224 2.84216
6640 13.28 562.193 -112.974 449.218 2.79698
6650 13.3 557.777 -108.543 449.234 2.77501
6660 13.32 568.254 -119.044 449.21 2.82713
6670 13.34 560.022 -110.806 449.216 2.78618
6680 13.36 554.98 -105.755 449.225 2.7611
6690 13.38 566.058 -116.847 449.211 2.81621
6700 13.4 560.626 -111.407 449.219 2.78918
6710 13.42 553.997 -104.761 449.236 2.75621
6720 13.44 567.349 -118.131 449.218 2.82263
6730 13.46 572.617 -123.398 449.219 2.84884
6740 13.48 565.011 -115.775 449.237 2.811
6750 13.5 566.015 -116.789 449.226 2.81599
6760 13.52 566.839 -117.624 449.214 2.82009
6770 13.54 548.186 -98.9779 449.208 2.72729
6780 13.56 539.12 -89.8714 449.249 2.68219
6790 13.58 571.833 -122.635 449.198 2.84494
6800 13.6 573.912 -124.689 449.223 2.85528
6810 13.62 570.257 -121.031 449.225 2.8371
6820 13.64 568.43 -119.202 449.228 2.82801
6830 13.66 567.223 -117.989 449.234 2.82201
6840 13.68 574.768 -125.541 449.227 2.85954
6850 13.7 577.741 -128.512 449.229 2.87433
6860 13.72 576.57 -127.346 449.224 2.86851
6870 13.74 566.84 -117.62 449.22 2.8201
6880 13.76 548.422 -99.1973 449.224 2.72847
6890 13.78 531.81 -82.5936 449.217 2.64582
6900 13.8 525.361 -76.1312 449.23 2.61374
6910 13.82 546.974 -97.7524 449.221 2.72126
6920 13.84 574.798 -125.593 449.205 2.85969
6930 13.86 579.044 -129.82 449.224 2.88081
6940 13.88 571.89 -122.659 449.231 2.84522
6950 13.9 566.191 -116.961 449.23 2.81687
6960 13.92 562.73 -113.514 449.216 2.79965
6970 13.94 548.097 -98.8886 449.209 2.72685
6980 13.96 532.84 -83.5957 449.244 2.65094
6990 13.98 556.573 -107.358 449.215 2.76902
7000 14 581.347 -132.134 449.213 2.89228
7010 14.02 586.744 -137.517 449.227 2.91913
7020 14.04 582.787 -133.559 449.228 2.89944
7030 14.06 573.404 -124.172 449.231 2.85276
7040 14.08 564.12 -114.895 449.226 2.80657
7050 14.1 562.928 -113.69 449.238 2.80064
7060 14.12 572.487 -123.277 449.21 2.84819
7070 14.14 561.924 -112.696 449.228 2.79564
7080 14.16 554.303 -105.068 449.236 2.75773
7090 14.18 562.592 -113.377 449.215 2.79897
7100 14.2 566.992 -117.778 449.214 2.82085
7110 14.22 560.686 -111.452 449.234 2.78948
7120 14.24 564.917 -115.692 449.225 2.81053
7130 14.26 574.38 -125.16 449.219 2.85761
7140 14.28 574.294 -125.082 449.212 2.85718
7150 14.3 562.073 -112.823 449.251 2.79638
7160 14.32 579.423 -130.211 449.212 2.8827
7170 14.34 590.151 -140.95 449.201 2.93607
7180 14.36 568.419 -119.185 449.234 2.82796
7190 14.38 556.278 -107.056 449.221 2.76755
7200 14.4 554.292 -105.077 449.215 2.75767
7210 14.42 560.689 -111.462 449.227 2.7895
7220 14.44 577.016 -127.799 449.217 2.87073
7230 14.46 578.876 -129.651 449.225 2.87998
7240 14.48 576.05 -126.826 449.224 2.86592
7250 14.5 568.265 -119.048 449.217 2.82719
7260 14.52 560.059 -110.818 449.241 2.78636
7270 14.54 573.95 -124.738 449.212 2.85547
7280 14.56 577.768 -128.545 449.223 2.87447
7290 14.58 570.168 -120.954 449.215 2.83666
7300 14.6 557.758 -108.513 449.245 2.77492
7310 14.62 564.093 -114.902 449.191 2.80643
7320 14.64 548.026 -98.7873 449.239 2.7265
7330 14.66 554.43 -105.219 449.211 2.75836
7340 14.68 563.736 -114.511 449.225 2.80466
7350 14.7 568.226 -119.002 449.223 2.82699
7360 14.72 571.005 -121.782 449.223 2.84082
7370 14.74 570.273 -121.036 449.237 2.83718
7380 14.76 575.274 -126.045 449.23 2.86206
7390 14.78 580.779 -131.547 449.232 2.88945
7400 14.8 581.327 -132.11 449.216 2.89217
7410 14.82 559.681 -110.476 449.204 2.78448
7420 14.84 533.549 -84.2815 449.267 2.65447
7430 14.86 562.8 -113.602 449.198 2.8
7440 14.88 570.097 -120.893 449.204 2.8363
7450 14.9 557.494 -108.245 449.249 2.7736
7460 14.92 565.371 -116.154 449.217 2.81279
7470 14.94 563.773 -114.546 449.227 2.80484
7480 14.96 559.271 -110.048 449.223 2.78244
7490 14.98 557.937 -108.695 449.241 2.7758
7500 15 574.306 -125.098 449.208 2.85724
7510 15.02 572.203 -122.979 449.223 2.84678
7520 15.04 562.212 -112.987 449.225 2.79707
7530 15.06 561.731 -112.496 449.235 2.79468
7540 15.08 573.11 -123.903 449.207 2.8513
7550 15.1 565.204 -115.97 449.234 2.81196
7560 15.12 563.363 -114.129 449.234 2.8028
7570 15.14 571.345 -122.122 449.223 2.84251
7580 15.16 569.901 -120.685 449.216 2.83533
7590 15.18 553.453 -104.225 449.228 2.7535
7600 15.2 547.748 -98.5272 449.221 2.72511
7610 15.22 550.217 -100.985 449.232 2.7374
7620 15.24 563.572 -114.348 449.224 2.80384
7630 15.26 578.335 -129.122 449.213 2.87729
7640 15.28 571.569 -122.356 449.213 2.84363
7650 15.3 551.699 -102.472 449.226 2.74477
7660 15.32 543.808 -94.5846 449.224 2.70551
7670 15.34 545.048 -95.8345 449.214 2.71168
7680 15.36 540.639 -91.4207 449.218 2.68974
7690 15.38 543.225 -93.9979 449.227 2.70261
7700 15.4 561.12 -111.9 449.219 2.79164
7710 15.42 569.391 -120.178 449.212 2.83279
7720 15.44 560.827 -111.584 449.243 2.79018
7730 15.46 566.101 -116.892 449.209 2.81642
7740 15.48 555.561 -106.343 449.217 2.76398
7750 15.5 540.185 -90.9496 449.236 2.68749
7760 15.52 549.57 -100.348 449.222 2.73418
7770 15.54 559.788 -110.58 449.208 2.78502
7780 15.56 548.477 -99.2618 449.215 2.72874
7790 15.58 530.617 -81.3844 449.233 2.63989
7800 15.6 542.997 -93.7906 449.207 2.70148
7810 15.62 562.588 -113.371 449.217 2.79894
7820 15.64 570.043 -120.826 449.218 2.83604
7830 15.66 562.506 -113.27 449.236 2.79854
7840 15.68 561.354 -112.116 449.238 2.7928
7850 15.7 569.112 -119.883 449.229 2.8314
7860 15.72 572.365 -123.14 449.225 2.84759
7870 15.74 567.059 -117.821 449.238 2.82119
7880 15.76 565.916 -116.701 449.215 2.8155
7890 15.78 553.951 -104.713 449.238 2.75598
7900 15.8 563.345 -114.126 449.219 2.80271
7910 15.82 574.364 -125.157 449.207 2.85753
7920 15.84 555.553 -106.312 449.241 2.76394
7930 15.86 553.005 -103.788 449.217 2.75127
7940 15.88 555.416 -106.188 449.228 2.76326
7950 15.9 560.17 -110.946 449.224 2.78692
7960 15.92 560.896 -111.672 449.223 2.79053
7970 15.94 562.225 -113.012 449.212 2.79714
7980 15.96 563.632 -114.413 449.219 2.80414
7990 15.98 562.531 -113.302 449.23 2.79866
8000 16 568.09 -118.863 449.227 2.82632
8010 16.02 574.964 -125.75 449.214 2.86052
8020 16.04 566.705 -117.487 449.218 2.81943
8030 16.06 553.978 -104.741 449.237 2.75611
8040 16.08 558.236 -109.017 449.219 2.77729
8050 16.1 563.742 -114.525 449.216 2.80468
8060 16.12 557.092 -107.875 449.217 2.7716
8070 16.14 542.006 -92.7741 449.232 2.69655
8080 16.16 543.359 -94.1289 449.23 2.70328
8090 16.18 558.829 -109.614 449.214 2.78024
8100 16.2 568.21 -118.983 449.227 2.82692
8110 16.22 574.305 -125.081 449.225 2.85724
8120 16.24 572.874 -123.661 449.214 2.85012
8130 16.26 552.262 -103.042 449.22 2.74757
8140 16.28 537.872 -88.6728 449.199 2.67598
8150 16.3 534.663 -85.4219 449.242 2.66002
8160 16.32 557.113 -107.894 449.219 2.77171
8170 16.34 574.101 -124.877 449.224 2.85622
8180 16.36 581.059 -131.834 449.224 2.89084
8190 16.38 576.513 -127.291 449.222 2.86822
8200 16.4 561.276 -112.054 449.222 2.79242
8210 16.42 544.646 -95.4142 449.232 2.70968
8220 16.44 542.44 -93.2305 449.21 2.69871
8230 16.46 535.076 -85.8589 449.217 2.66207
8240 16.48 535.196 -85.9615 449.234 2.66267
8250 16.5 559.234 -110.026 449.209 2.78226
8260 16.52 568.735 -119.522 449.212 2.82953
8270 16.54 560.399 -111.173 449.226 2.78805
8280 16.56 556.824 -107.616 449.208 2.77027
8290 16.58 551.651 -102.414 449.237 2.74453
8300 16.6 559.642 -110.422 449.22 2.78429
8310 16.62 564.474 -115.248 449.226 2.80833
8320 16.64 561.809 -112.593 449.216 2.79507
8330 16.66 550.997 -101.754 449.244 2.74128
8340 16.68 559.642 -110.413 449.229 2.78429
8350 16.7 572.299 -123.092 449.207 2.84726
8360 16.72 552.066 -102.861 449.205 2.7466
8370 16.74 542.113 -92.9111 449.202 2.69708
8380 16.76 547.123 -97.9007 449.223 2.72201
8390 16.78 550.954 -101.742 449.212 2.74107
8400 16.8 545.236 -96.0011 449.235 2.71262
8410 16.82 547.604 -98.3813 449.222 2.7244
8420 16.84 550.439 -101.234 449.206 2.7385
8430 16.86 536.01 -86.7888 449.221 2.66672
8440 16.88 539.756 -90.5282 449.227 2.68535
8450 16.9 562.687 -113.489 449.198 2.79944
8460 16.92 562.558 -113.325 449.233 2.79879
8470 16.94 561.32 -112.108 449.212 2.79264
8480 16.96 547.976 -98.7278 449.248 2.72625
8490 16.98 559.691 -110.494 449.197 2.78453
8500 17 544.181 -94.9671 449.214 2.70737
8510 17.02 540.886 -91.6933 449.193 2.69098
8520 17.04 548.03 -98.8065 449.224 2.72652
8530 17.06 554.421 -105.197 449.224 2.75831
8540 17.08 557.555 -108.338 449.217 2.7739
8550 17.1 550.145 -100.915 449.23 2.73704
8560 17.12 546.326 -97.1112 449.214 2.71804
8570 17.14 545.178 -95.9555 449.223 2.71233
8580 17.16 550.183 -100.97 449.213 2.73723
8590 17.18 543.817 -94.6056 449.212 2.70556
8600 17.2 530.063 -80.8329 449.23 2.63713
8610 17.22 529.164 -79.9416 449.223 2.63266
8620 17.24 535.345 -86.1277 449.217 2.66341
8630 17.26 535.421 -86.2006 449.22 2.66378
8640 17.28 546.43 -97.1991 449.231 2.71856
8650 17.3 571.681 -122.472 449.208 2.84418
8660 17.32 568.969 -119.766 449.203 2.83069
8670 17.34 534.329 -85.0465 449.282 2.65835
8680 17.36 545.056 -95.8634 449.193 2.71172
8690 17.38 541.171 -91.9386 449.232 2.69239
8700 17.4 546.223 -97.0097 449.213 2.71753
8710 17.42 544.395 -95.1869 449.208 2.70843
8720 17.44 536.49 -87.2617 449.229 2.66911
8730 17.46 544.822 -95.592 449.23 2.71056
8740 17.48 560.468 -111.266 449.203 2.7884
8750 17.5 552.243 -103.035 449.208 2.74748
8760 17.52 532.261 -83.0238 449.238 2.64807
8770 17.54 537.938 -88.7177 449.22 2.67631
8780 17.56 548.23 -98.9997 449.23 2.72751
8790 17.58 563.1 -113.879 449.221 2.80149
8800 17.6 569.115 -119.891 449.224 2.83142
8810 17.62 564.528 -115.312 449.215 2.8086
8820 17.64 545.991 -96.7585 449.232 2.71637
8830 17.66 536.448 -87.2397 449.208 2.66889
8840 17.68 532.695 -83.4505 449.244 2.65022
8850 17.7 554.393 -105.181 449.212 2.75818
8860 17.72 564.067 -114.852 449.215 2.8063
8870 17.74 554.941 -105.709 449.232 2.7609
8880 17.76 550.949 -101.725 449.224 2.74104
8890 17.78 551.232 -101.995 449.237 2.74245
8900 17.8 559.838 -110.621 449.216 2.78526
8910 17.82 557.763 -108.538 449.225 2.77494
8920 17.84 551.607 -102.377 449.23 2.74431
8930 17.86 549.742 -100.518 449.225 2.73504
8940 17.88 553.55 -104.322 449.228 2.75398
8950 17.9 559.262 -110.053 449.21 2.7824
8960 17.92 551.304 -102.069 449.236 2.74281
8970 17.94 553.89 -104.667 449.222 2.75567
8980 17.96 557.535 -108.312 449.223 2.7738
8990 17.98 555.484 -106.273 449.211 2.7636
9000 18 541.074 -91.8419 449.232 2.69191
9010 18.02 545.396 -96.1726 449.224 2.71341
9020 18.04 555.247 -106.041 449.205 2.76242
9030 18.06 556.098 -106.891 449.207 2.76666
9040 18.08 558.344 -109.107 449.238 2.77783
9050 18.1 568.664 -119.451 449.213 2.82917
9060 18.12 564.984 -115.757 449.227 2.81086
9070 18.14 557.451 -108.229 449.222 2.77339
9080 18.16 547.749 -98.5308 449.218 2.72512
9090 18.18 542.218 -93.0078 449.21 2.6976
9100 18.2 533.889 -84.6576 449.231 2.65616
9110 18.22 537.731 -88.5142 449.216 2.67528
9120 18.24 548.613 -99.4123 449.2 2.72942
9130 18.26 546.56 -97.3236 449.236 2.7192
9140 18.28 556.748 -107.526 449.222 2.76989
9150 18.3 565.486 -116.269 449.217 2.81336
9160 18.32 560.846 -111.617 449.229 2.79028
9170 18.34 556.365 -107.133 449.232 2.76798
9180 18.36 557.482 -108.264 449.218 2.77354
9190 18.38 556.85 -107.624 449.226 2.7704
9200 18.4 555.003 -105.794 449.209 2.76121
9210 18.42 537.433 -88.2086 449.224 2.67379
9220 18.44 537.667 -88.4354 449.232 2.67496
9230 18.46 560.269 -111.05 449.219 2.78741
9240 18.48 572.413 -123.199 449.214 2.84782
9250 18.5 560.161 -110.957 449.204 2.78687
9260 18.52 534.351 -85.0969 449.254 2.65846
9270 18.54 545.452 -96.2344 449.218 2.71369
9280 18.56 554.954 -105.73 449.223 2.76096
9290 18.58 557.851 -108.623 449.228 2.77538
9300 18.6 559.582 -110.349 449.232 2.78399
9310 18.62 564.086 -114.872 449.214 2.8064
9320 18.64 555.402 -106.166 449.235 2.76319
9330 18.66 555.617 -106.394 449.223 2.76427
9340 18.68 559.845 -110.623 449.222 2.7853
9350 18.7 557.33 -108.138 449.192 2.77278
9360 18.72 537.917 -88.6519 449.265 2.6762
9370 18.74 558.83 -109.632 449.197 2.78025
9380 18.76 559.173 -109.961 449.212 2.78196
9390 18.78 546.846 -97.6014 449.244 2.72063
9400 18.8 559.081 -109.872 449.209 2.7815
9410 18.82 558.355 -109.147 449.208 2.77789
9420 18.84 544.904 -95.6504 449.253 2.71096
9430 18.86 561.489 -112.284 449.205 2.79348
9440 18.88 560.093 -110.872 449.221 2.78653
9450 18.9 553.486 -104.255 449.23 2.75366
9460 18.92 555.203 -105.988 449.215 2.7622
9470 18.94 548.537 -99.2945 449.243 2.72904
9480 18.96 558.283 -109.095 449.189 2.77753
9490 18.98 546.196 -96.978 449.218 2.7174
9500 19 535.782 -86.5505 449.232 2.66558
9510 19.02 547.127 -97.9284 449.199 2.72203
9520 19.04 543.255 -94.038 449.217 2.70276
9530 19.06 543.295 -94.0663 449.229 2.70296
9540 19.08 559.13 -109.913 449.217 2.78174
9550 19.1 569.448 -120.217 449.231 2.83307
9560 19.12 579.552 -130.34 449.212 2.88334
9570 19.14 569.15 -119.92 449.23 2.83159
9580 19.16 560.28 -111.052 449.228 2.78746
9590 19.18 557.862 -108.641 449.221 2.77543
9600 19.2 550.035 -100.819 449.216 2.73649
9610 19.22 543.794 -94.5635 449.231 2.70544
9620 19.24 552.151 -102.936 449.215 2.74702
9630 19.26 548.645 -99.4372 449.207 2.72958
9640 19.28 542.155 -92.9161 449.238 2.69729
9650 19.3 563.068 -113.855 449.214 2.80134
9660 19.32 571.178 -121.971 449.207 2.84168
9670 19.34 554.172 -104.923 449.249 2.75708
9680 19.36 562.598 -113.391 449.207 2.79899
9690 19.38 564.46 -115.225 449.235 2.80826
9700 19.4 568.093 -118.865 449.228 2.82633
9710 19.42 570.1 -120.878 449.222 2.83632
9720 19.44 558.427 -109.21 449.217 2.77824
9730 19.46 533.633 -84.398 449.235 2.65489
9740 19.48 538.41 -89.1807 449.229 2.67866
9750 19.5 570.745 -121.542 449.203 2.83953
9760 19.52 578.433 -129.215 449.218 2.87778
9770 19.54 569.107 -119.871 449.236 2.83138
9780 19.56 566.899 -117.676 449.223 2.82039
9790 19.58 562.106 -112.89 449.215 2.79655
9800 19.6 551.925 -102.689 449.236 2.74589
9810 19.62 557.969 -108.774 449.195 2.77596
9820 19.64 548.678 -99.4235 449.254 2.72974
9830 19.66 565.726 -116.531 449.195 2.81456
9840 19.68 564.236 -115.024 449.212 2.80714
9850 19.7 552.091 -102.861 449.231 2.74672
9860 19.72 563.066 -113.863 449.204 2.80132
9870 19.74 571.91 -122.696 449.215 2.84533
9880 19.76 571.456 -122.233 449.223 2.84307
9890 19.78 566.805 -117.601 449.204 2.81993
9900 19.8 553.043 -103.801 449.242 2.75146
9910 19.82 565.416 -116.199 449.216 2.81301
9920 19.84 572.987 -123.773 449.214 2.85068
9930 19.86 566.124 -116.915 449.209 2.81654
9940 19.88 558.332 -109.085 449.247 2.77777
9950 19.9 575.207 -125.992 449.215 2.86173
9960 19.92 582.29 -133.062 449.228 2.89697
9970 19.94 583.524 -134.297 449.227 2.9031
9980 19.96 575.436 -126.206 449.23 2.86286
9990 19.98 564.579 -115.348 449.231 2.80885
10000 20 558.306 -109.076 449.23 2.77764
