# step time Ekin Epot Etot T
480 0.96 522.868 -79.0122 443.856 2.61434
490 0.98 522.599 -94.4743 428.125 2.613
500 1 473.895 -108.247 365.649 2.36948
510 1.02 509.48 -118.042 391.438 2.5474
520 1.04 523.329 -124.214 399.115 2.61664
530 1.06 482.558 -126.887 355.671 2.41279
540 1.08 503.8 -128.047 375.753 2.519
550 1.1 520.929 -126.198 394.731 2.60464
560 1.12 487.874 -118.344 369.53 2.43937
570 1.14 506.508 -116.186 390.322 2.53254
580 1.16 520.756 -122.935 397.821 2.60378
590 1.18 476.638 -109.789 366.849 2.38319
600 1.2 499.96 -77.683 422.277 2.4998
610 1.22 556.756 -86.7073 470.048 2.78378
620 1.24 474.795 -108.087 366.708 2.37398
630 1.26 474.166 -114.27 359.896 2.37083
640 1.28 550.276 -116.906 433.37 2.75138
650 1.3 487.316 -110.967 376.35 2.43658
660 1.32 476.126 -98.9287 377.197 2.38063
670 1.34 553.567 -111.386 442.181 2.76784
680 1.36 480.397 -107.026 373.371 2.40199
690 1.38 482.647 -105.939 376.707 2.41323
700 1.4 542.648 -106.471 436.177 2.71324
710 1.42 494.236 -110.138 384.098 2.47118
720 1.44 484.329 -121.243 363.086 2.42164
730 1.46 522.541 -123.966 398.574 2.6127
740 1.48 500.735 -117.348 383.386 2.50367
750 1.5 489.578 -107.988 381.591 2.44789
760 1.52 523.788 -105.9 417.888 2.61894
770 1.54 508.572 -116.912 391.66 2.54286
780 1.56 480.57 -121.436 359.133 2.40285
790 1.58 510.922 -113.858 397.064 2.55461
800 1.6 519.745 -106.427 413.318 2.59873
810 1.62 488.454 -103.043 385.412 2.44227
820 1.64 503.812 -101.188 402.624 2.51906
830 1.66 515.767 -94.9878 420.78 2.57884
840 1.68 499.963 -95.9275 404.036 2.49982
850 1.7 507.221 -111.108 396.112 2.5361
860 1.72 503.036 -124.518 378.518 2.51518
870 1.74 494.996 -124.16 370.836 2.47498
880 1.76 514.671 -128.332 386.339 2.57335
890 1.78 500.164 -126.828 373.336 2.50082
900 1.8 495.133 -120.527 374.606 2.47567
910 1.82 511.954 -108.865 403.089 2.55977
920 1.84 513.431 -109.795 403.636 2.56716
930 1.86 497.007 -121.29 375.716 2.48503
940 1.88 498.808 -127.842 370.966 2.49404
950 1.9 506.527 -121.785 384.742 2.53263
960 1.92 505.428 -112.572 392.855 2.52714
970 1.94 506.913 -113.407 393.506 2.53456
980 1.96 500.175 -112.579 387.596 2.50087
990 1.98 503.427 -108.191 395.236 2.51713
1000 2 511.986 -111.293 400.693 2.55993
1010 2.02 499.026 -113.655 385.371 2.49513
1020 2.04 502.9 -119.761 383.139 2.5145
1030 2.06 496.318 -104.209 392.109 2.48159
1040 2.08 512.204 -88.1287 424.075 2.56102
1050 2.1 519.937 -99.6728 420.265 2.59969
1060 2.12 485.235 -109.573 375.662 2.42618
1070 2.14 502.531 -115.382 387.149 2.51265
1080 2.16 516.198 -111.467 404.731 2.58099
1090 2.18 501.987 -117.428 384.56 2.50994
1100 2.2 497.408 -127.001 370.407 2.48704
1110 2.22 498.17 -115.292 382.878 2.49085
1120 2.24 514.344 -100.632 413.711 2.57172
1130 2.26 511.332 -102.832 408.5 2.55666
1140 2.28 492.768 -109.886 382.882 2.46384
1150 2.3 507.8 -117.249 390.551 2.539
1160 2.32 511.593 -126.693 384.9 2.55796
1170 2.34 489.884 -126.87 363.013 2.44942
1180 2.36 507.142 -124.219 382.923 2.53571
1190 2.38 513.968 -121.251 392.716 2.56984
1200 2.4 492.711 -116.543 376.168 2.46355
1210 2.42 502.073 -107.493 394.58 2.51036
1220 2.44 518.021 -101.484 416.537 2.5901
1230 2.46 497.848 -101.348 396.5 2.48924
1240 2.48 493.218 -91.7856 401.433 2.46609
1250 2.5 530.754 -107.12 423.634 2.65377
1260 2.52 490.231 -117.215 373.016 2.45115
1270 2.54 487.479 -118.927 368.553 2.4374
1280 2.56 524.029 -112.897 411.132 2.62015
1290 2.58 509.757 -117.217 392.54 2.54879
1300 2.6 486.886 -126.609 360.277 2.43443
1310 2.62 508.731 -129.516 379.216 2.54366
1320 2.64 514.139 -130.857 383.283 2.5707
1330 2.66 488.382 -125.676 362.706 2.44191
1340 2.68 504.136 -114.372 389.764 2.52068
1350 2.7 519.807 -105.918 413.89 2.59904
1360 2.72 496.92 -105.246 391.673 2.4846
1370 2.74 501.653 -112.118 389.536 2.50827
1380 2.76 513.192 -120.941 392.25 2.56596
1390 2.78 494.141 -121.375 372.766 2.4707
1400 2.8 501.478 -117.266 384.212 2.50739
1410 2.82 515.554 -113.94 401.614 2.57777
1420 2.84 499.195 -113.553 385.642 2.49597
1430 2.86 497.762 -111.701 386.061 2.48881
1440 2.88 516.198 -114.558 401.64 2.58099
1450 2.9 494.567 -108.216 386.351 2.47284
1460 2.92 503.764 -103.913 399.851 2.51882
1470 2.94 523.719 -119.501 404.218 2.61859
1480 2.96 480.062 -119.521 360.541 2.40031
1490 2.98 500.881 -110.835 390.046 2.50441
1500 3 530.791 -107.284 423.507 2.65395
1510 3.02 486.664 -105.006 381.659 2.43332
1520 3.04 490.826 -96.0197 394.806 2.45413
1530 3.06 542.473 -107.066 435.408 2.71237
1540 3.08 482.473 -110.493 371.98 2.41237
1550 3.1 480.018 -100.28 379.737 2.40009
1560 3.12 552.243 -106.133 446.11 2.76121
1570 3.14 490.37 -118.708 371.663 2.45185
1580 3.16 468.747 -120.928 347.819 2.34374
1590 3.18 540.003 -117.697 422.306 2.70002
1600 3.2 507.181 -116.097 391.084 2.53591
1610 3.22 473.366 -117.268 356.097 2.36683
1620 3.24 524.858 -117.115 407.743 2.62429
1630 3.26 513.624 -116.937 396.687 2.56812
1640 3.28 473.081 -106.121 366.96 2.36541
1650 3.3 523.324 -100.333 422.991 2.61662
1660 3.32 519.161 -99.8546 419.306 2.5958
1670 3.34 470.698 -91.2482 379.449 2.35349
1680 3.36 525.49 -91.0447 434.446 2.62745
1690 3.38 528.306 -114.46 413.846 2.64153
1700 3.4 458.038 -121.7 336.338 2.29019
1710 3.42 509.463 -114.763 394.7 2.54731
1720 3.44 542.294 -109.275 433.02 2.71147
1730 3.46 480.677 -122.908 357.769 2.40338
1740 3.48 489.908 -134.932 354.976 2.44954
1750 3.5 526.981 -134.186 392.794 2.6349
1760 3.52 493.165 -125.015 368.15 2.46583
1770 3.54 490.832 -112.755 378.077 2.45416
1780 3.56 521.805 -95.0612 426.743 2.60902
1790 3.58 509.285 -90.5031 418.781 2.54642
1800 3.6 489.997 -93.773 396.224 2.44998
1810 3.62 512.267 -97.6238 414.644 2.56134
1820 3.64 516.873 -114.844 402.029 2.58437
1830 3.66 483.793 -123.947 359.846 2.41896
1840 3.68 504.216 -126.488 377.728 2.52108
1850 3.7 516.116 -119.111 397.005 2.58058
1860 3.72 498.581 -119.352 379.228 2.4929
1870 3.74 498.051 -117.713 380.339 2.49026
1880 3.76 516.208 -120.646 395.563 2.58104
1890 3.78 499.27 -121.626 377.644 2.49635
1900 3.8 501.146 -128.307 372.839 2.50573
1910 3.82 511.312 -136.057 375.256 2.55656
1920 3.84 493.489 -132.254 361.235 2.46745
1930 3.86 498.573 -114.063 384.51 2.49286
1940 3.88 528.682 -114.94 413.741 2.64341
1950 3.9 492.566 -120.98 371.586 2.46283
1960 3.92 486.097 -116.31 369.787 2.43049
1970 3.94 526.257 -108.223 418.034 2.63128
1980 3.96 505.536 -105.835 399.701 2.52768
1990 3.98 485.445 -103.881 381.564 2.42722
2000 4 513.929 -98.2923 415.637 2.56965
2010 4.02 520.021 -100.447 419.574 2.6001
2020 4.04 494.335 -122.652 371.683 2.47168
2030 4.06 483.939 -120.471 363.468 2.4197
2040 4.08 524.73 -113.01 411.72 2.62365
2050 4.1 514.279 -121.116 393.162 2.57139
2060 4.12 478.414 -126.336 352.078 2.39207
2070 4.14 508.188 -120.446 387.743 2.54094
2080 4.16 522.849 -113.456 409.393 2.61425
2090 4.18 489.685 -112.331 377.354 2.44842
2100 4.2 499.598 -111.395 388.203 2.49799
2110 4.22 518.242 -106.725 411.517 2.59121
2120 4.24 502.127 -109.997 392.13 2.51063
2130 4.26 498.424 -120.849 377.575 2.49212
2140 4.28 506.298 -124.933 381.366 2.53149
2150 4.3 503.633 -123.271 380.361 2.51816
2160 4.32 500.535 -117.672 382.863 2.50267
2170 4.34 509.933 -116.28 393.653 2.54966
2180 4.36 498.945 -108.605 390.339 2.49472
2190 4.38 498.32 -92.6768 405.643 2.4916
2200 4.4 526.351 -97.2506 429.1 2.63176
2210 4.42 496.916 -110.232 386.685 2.48458
2220 4.44 484.15 -112 372.151 2.42075
2230 4.46 519.426 -103.452 415.974 2.59713
2240 4.48 511.133 -96.3588 414.774 2.55567
2250 4.5 494.849 -105.072 389.777 2.47425
2260 4.52 507.563 -116.008 391.555 2.53781
2270 4.54 507.182 -124.219 382.963 2.53591
2280 4.56 492.289 -121.226 371.063 2.46145
2290 4.58 513.471 -122.069 391.401 2.56735
2300 4.6 510.864 -129.509 381.355 2.55432
2310 4.62 488.453 -132.558 355.894 2.44226
2320 4.64 504.369 -125.994 378.374 2.52184
2330 4.66 512.297 -110.044 402.253 2.56148
2340 4.68 506.507 -108.764 397.743 2.53253
2350 4.7 501.334 -116.69 384.644 2.50667
2360 4.72 496.276 -112.03 384.246 2.48138
2370 4.74 515.391 -109.798 405.594 2.57696
2380 4.76 495.188 -97.8886 397.299 2.47594
2390 4.78 510.063 -101.526 408.537 2.55031
2400 4.8 514.099 -112.956 401.143 2.5705
2410 4.82 489.604 -121.322 368.282 2.44802
2420 4.84 507.281 -130.623 376.658 2.5364
2430 4.86 504.984 -125.254 379.73 2.52492
2440 4.88 499.58 -116.886 382.694 2.4979
2450 4.9 514.884 -121.622 393.263 2.57442
2460 4.92 500.347 -126.943 373.404 2.50174
2470 4.94 496.384 -129.902 366.482 2.48192
2480 4.96 506.155 -121.329 384.826 2.53077
2490 4.98 507.353 -107.912 399.441 2.53676
2500 5 505.221 -105.303 399.918 2.52611
2510 5.02 504.932 -107.355 397.577 2.52466
2520 5.04 509.618 -121.287 388.332 2.54809
2530 5.06 494.171 -126.907 367.264 2.47085
2540 5.08 499.967 -120.798 379.169 2.49984
2550 5.1 513.198 -109.585 403.613 2.56599
2560 5.12 508.257 -110.104 398.153 2.54129
2570 5.14 500.476 -122.736 377.741 2.50238
2580 5.16 498.759 -126.602 372.157 2.49379
2590 5.18 509.921 -129.277 380.644 2.5496
2600 5.2 498.441 -121.564 376.877 2.4922
2610 5.22 505.156 -116.864 388.292 2.52578
2620 5.24 508.696 -114.059 394.637 2.54348
2630 5.26 498.611 -104.886 393.725 2.49306
2640 5.28 512.674 -107.254 405.42 2.56337
2650 5.3 504.225 -115.121 389.104 2.52113
2660 5.32 492.868 -115.229 377.64 2.46434
2670 5.34 511.809 -114.9 396.909 2.55905
2680 5.36 501.259 -102.027 399.232 2.50629
2690 5.38 508.474 -105.56 402.914 2.54237
2700 5.4 503.717 -107.351 396.367 2.51859
2710 5.42 501.881 -112.066 389.815 2.5094
2720 5.44 499.901 -106.054 393.847 2.4995
2730 5.46 509.309 -99.2832 410.025 2.54654
2740 5.48 509.208 -101.028 408.179 2.54604
2750 5.5 501.139 -111.235 389.905 2.5057
2760 5.52 502.662 -121.997 380.665 2.51331
2770 5.54 503.348 -125.795 377.554 2.51674
2780 5.56 499.263 -118.407 380.856 2.49632
2790 5.58 505.959 -107.149 398.811 2.5298
2800 5.6 505.724 -92.753 412.971 2.52862
2810 5.62 506.6 -87.5535 419.047 2.533
2820 5.64 504.407 -86.6697 417.737 2.52204
2830 5.66 505.781 -91.8244 413.956 2.5289
2840 5.68 506.235 -102.642 403.593 2.53118
2850 5.7 501.251 -113.916 387.335 2.50626
2860 5.72 496.932 -112.71 384.221 2.48466
2870 5.74 508.153 -104.611 403.542 2.54077
2880 5.76 508.4 -98.8205 409.58 2.542
2890 5.78 497.42 -93.4326 403.987 2.4871
2900 5.8 506.552 -85.7052 420.847 2.53276
2910 5.82 529.069 -117.651 411.417 2.64534
2920 5.84 472.8 -130.769 342.031 2.364
2930 5.86 489.666 -116.046 373.62 2.44833
2940 5.88 549.678 -111.572 438.105 2.74839
2950 5.9 485.792 -118.229 367.563 2.42896
2960 5.92 475.714 -116.425 359.289 2.37857
2970 5.94 545.261 -120.049 425.212 2.72631
2980 5.96 493.662 -119.973 373.689 2.46831
2990 5.98 474.123 -113.929 360.194 2.37062
3000 6 537.892 -109.76 428.132 2.68946
3010 6.02 501.328 -102.501 398.827 2.50664
3020 6.04 484.77 -104.762 380.008 2.42385
3030 6.06 531.195 -123.613 407.582 2.65598
3040 6.08 492.105 -130.378 361.727 2.46052
3050 6.1 479.362 -120.189 359.173 2.39681
3060 6.12 527.579 -97.3622 430.217 2.6379
3070 6.14 523.786 -103.043 420.743 2.61893
3080 6.16 479.312 -125.607 353.705 2.39656
3090 6.18 500.091 -136.197 363.894 2.50046
3100 6.2 523.89 -140.051 383.839 2.61945
3110 6.22 483.735 -131.24 352.496 2.41868
3120 6.24 499.896 -115.73 384.167 2.49948
3130 6.26 529.075 -107.474 421.601 2.64538
3140 6.28 485.603 -91.6214 393.982 2.42802
3150 6.3 512.153 -102.824 409.329 2.56077
3160 6.32 508.383 -104.043 404.339 2.54191
3170 6.34 497.473 -112.027 385.447 2.48737
3180 6.36 506.803 -119.127 387.677 2.53402
3190 6.38 508.154 -127.469 380.685 2.54077
3200 6.4 497.655 -133.768 363.887 2.48827
3210 6.42 503.685 -136.932 366.753 2.51842
3220 6.44 502.39 -128.158 374.231 2.51195
3230 6.46 498.494 -107.123 391.371 2.49247
3240 6.48 519.996 -100.143 419.854 2.59998
3250 6.5 506.525 -110.751 395.774 2.53262
3260 6.52 484.012 -112.154 371.858 2.42006
3270 6.54 519.287 -116.677 402.611 2.59644
3280 6.56 509.22 -120.788 388.432 2.5461
3290 6.58 478.955 -111.819 367.136 2.39478
3300 6.6 516.6 -96.9241 419.676 2.583
3310 6.62 524.466 -95.8973 428.569 2.62233
3320 6.64 482.173 -100.738 381.435 2.41087
3330 6.66 507.981 -113.286 394.695 2.5399
3340 6.68 514.944 -118.029 396.915 2.57472
3350 6.7 488.767 -115.691 373.076 2.44383
3360 6.72 510.665 -120.695 389.97 2.55332
3370 6.74 509.932 -121.145 388.787 2.54966
3380 6.76 493.135 -120.02 373.115 2.46567
3390 6.78 508.748 -120.328 388.419 2.54374
3400 6.8 506.932 -115.878 391.054 2.53466
3410 6.82 493.406 -103.829 389.577 2.46703
3420 6.84 513.588 -95.9956 417.592 2.56794
3430 6.86 516.845 -106.478 410.368 2.58423
3440 6.88 488.878 -120.366 368.513 2.44439
3450 6.9 501.361 -127.917 373.444 2.5068
3460 6.92 513.203 -125.914 387.289 2.56602
3470 6.94 495.514 -117.25 378.264 2.47757
3480 6.96 504.506 -110.976 393.53 2.52253
3490 6.98 514.576 -109.52 405.056 2.57288
3500 7 494.983 -103.112 391.872 2.47492
3510 7.02 507.445 -112.269 395.175 2.53722
3520 7.04 495.826 -96.3677 399.458 2.47913
3530 7.06 519.077 -100.771 418.306 2.59538
3540 7.08 499.506 -103.07 396.435 2.49753
3550 7.1 496.4 -109.076 387.324 2.482
3560 7.12 512.362 -110.014 402.348 2.56181
3570 7.14 505.989 -114.466 391.523 2.52994
3580 7.16 489.662 -110.162 379.5 2.44831
3590 7.18 511.456 -98.7633 412.692 2.55728
3600 7.2 522.795 -109.396 413.399 2.61397
3610 7.22 483.71 -119.875 363.835 2.41855
3620 7.24 498.521 -121.45 377.071 2.49261
3630 7.26 518.806 -110.814 407.991 2.59403
3640 7.28 496.357 -99.0344 397.323 2.48179
3650 7.3 501.618 -92.5615 409.056 2.50809
3660 7.32 521.903 -99.9612 421.942 2.60952
3670 7.34 495.772 -112.953 382.819 2.47886
3680 7.36 493.311 -121.482 371.829 2.46655
3690 7.38 514.513 -122.76 391.753 2.57256
3700 7.4 495.512 -106.213 389.3 2.47756
3710 7.42 511.448 -108.534 402.914 2.55724
3720 7.44 509.104 -115.73 393.374 2.54552
3730 7.46 490.727 -116.596 374.13 2.45363
3740 7.48 508.077 -114.541 393.537 2.54039
3750 7.5 516.282 -115.779 400.503 2.58141
3760 7.52 495.555 -124.556 370.999 2.47777
3770 7.54 493.978 -122.983 370.995 2.46989
3780 7.56 513.713 -112.016 401.698 2.56857
3790 7.58 508.692 -105.402 403.291 2.54346
3800 7.6 500.164 -111.87 388.294 2.50082
3810 7.62 502.901 -116.529 386.372 2.51451
3820 7.64 504.209 -114.773 389.436 2.52104
3830 7.66 504.766 -110.902 393.864 2.52383
3840 7.68 509.942 -118.925 391.017 2.54971
3850 7.7 495.093 -118.445 376.647 2.47546
3860 7.72 508.215 -122.438 385.777 2.54107
3870 7.74 499.766 -111.81 387.956 2.49883
3880 7.76 509.705 -107.17 402.534 2.54852
3890 7.78 515.66 -126.001 389.659 2.5783
3900 7.8 476.554 -120.853 355.701 2.38277
3910 7.82 512.176 -110.815 401.361 2.56088
3920 7.84 522.636 -100.398 422.238 2.61318
3930 7.86 492.121 -105.496 386.625 2.4606
3940 7.88 503.467 -119.243 384.225 2.51734
3950 7.9 508.392 -122.81 385.582 2.54196
3960 7.92 496.351 -117.706 378.645 2.48175
3970 7.94 503.927 -109.025 394.901 2.51963
3980 7.96 513.946 -103.451 410.495 2.56973
3990 7.98 504.558 -111.187 393.371 2.52279
4000 8 494.656 -117.112 377.544 2.47328
4010 8.02 507.263 -116.624 390.639 2.53631
4020 8.04 509.749 -115.708 394.041 2.54874
4030 8.06 499.157 -118.389 380.768 2.49579
4040 8.08 502.391 -118.939 383.452 2.51195
4050 8.1 508.942 -118.672 390.27 2.54471
4060 8.12 497.948 -111.049 386.899 2.48974
4070 8.14 510.053 -112.266 397.787 2.55026
4080 8.16 504.107 -110.054 394.053 2.52054
4090 8.18 500.793 -115.089 385.704 2.50397
4100 8.2 498.484 -105.093 393.391 2.49242
4110 8.22 515.219 -101.039 414.18 2.5761
4120 8.24 506.051 -107.274 398.777 2.53026
4130 8.26 495.471 -115.453 380.018 2.47736
4140 8.28 505.765 -118.648 387.117 2.52883
4150 8.3 504.308 -111.373 392.935 2.52154
4160 8.32 509.645 -114.443 395.202 2.54823
4170 8.34 502.014 -121.943 380.071 2.51007
4180 8.36 495.265 -119.062 376.203 2.47632
4190 8.38 516.433 -123.436 392.998 2.58217
4200 8.4 493.657 -112.886 380.771 2.46828
4210 8.42 501.993 -101.542 400.451 2.50996
4220 8.44 530.462 -119.261 411.201 2.65231
4230 8.46 476.391 -120.051 356.34 2.38195
4240 8.48 505.111 -122.714 382.396 2.52555
4250 8.5 529.021 -128.829 400.191 2.6451
4260 8.52 476.319 -122.335 353.984 2.38159
4270 8.54 508.849 -122.559 386.289 2.54424
4280 8.56 525.192 -124.164 401.029 2.62596
4290 8.58 481.229 -121.709 359.52 2.40614
4300 8.6 500.841 -114.571 386.27 2.50421
4310 8.62 529.273 -110.128 419.144 2.64636
4320 8.64 494.448 -117.592 376.856 2.47224
4330 8.66 490.259 -123.861 366.398 2.45129
4340 8.68 523.274 -130.354 392.921 2.61637
4350 8.7 497.258 -131.446 365.812 2.48629
4360 8.72 483.485 -116.897 366.588 2.41743
4370 8.74 530.174 -106.849 423.325 2.65087
4380 8.76 509.152 -112.114 397.038 2.54576
4390 8.78 473.633 -107.256 366.377 2.36816
4400 8.8 532.842 -118.65 414.192 2.66421
4410 8.82 503.604 -122.82 380.784 2.51802
4420 8.84 474.639 -117.168 357.471 2.37319
4430 8.86 534.163 -122.705 411.458 2.67081
4440 8.88 504.843 -126.647 378.196 2.52421
4450 8.9 472.5 -120.978 351.523 2.3625
4460 8.92 528.639 -115.794 412.846 2.6432
4470 8.94 517.481 -119.469 398.012 2.5874
4480 8.96 475.762 -126.725 349.036 2.37881
4490 8.98 513.987 -132.765 381.222 2.56993
4500 9 517.286 -133.348 383.939 2.58643
4510 9.02 483.026 -129.73 353.296 2.41513
4520 9.04 511.853 -129.705 382.147 2.55926
4530 9.06 515.783 -129.601 386.181 2.57891
4540 9.08 483.086 -120.115 362.971 2.41543
4550 9.1 510.364 -109.986 400.378 2.55182
4560 9.12 526.562 -115.978 410.584 2.63281
4570 9.14 475.175 -109.435 365.74 2.37587
4580 9.16 513.93 -113.614 400.316 2.56965
4590 9.18 528.903 -130.155 398.748 2.64452
4600 9.2 471.738 -138.523 333.216 2.35869
4610 9.22 500.066 -134.309 365.758 2.50033
4620 9.24 530.559 -121.754 408.805 2.65279
4630 9.26 490.667 -115.524 375.143 2.45333
4640 9.28 497.028 -116.451 380.577 2.48514
4650 9.3 520.475 -116.111 404.364 2.60238
4660 9.32 497.515 -115.301 382.214 2.48757
4670 9.34 499.136 -120.493 378.643 2.49568
4680 9.36 511.203 -121.337 389.866 2.55601
4690 9.38 503.576 -122.741 380.835 2.51788
4700 9.4 502.023 -129.957 372.066 2.51012
4710 9.42 502.784 -131.184 371.601 2.51392
4720 9.44 503.439 -126.721 376.718 2.51719
4730 9.46 505.214 -121.012 384.202 2.52607
4740 9.48 503.897 -115.359 388.538 2.51949
4750 9.5 504.737 -109.349 395.387 2.52368
4760 9.52 509.5 -114.899 394.602 2.5475
4770 9.54 494.169 -111.132 383.037 2.47085
4780 9.56 509.037 -109.269 399.768 2.54518
4790 9.58 515.418 -118.706 396.712 2.57709
4800 9.6 486.988 -120.694 366.294 2.43494
4810 9.62 507.569 -121.382 386.187 2.53785
4820 9.64 519.494 -128.332 391.162 2.59747
4830 9.66 483.78 -126.421 357.359 2.4189
4840 9.68 499.467 -112.597 386.87 2.49734
4850 9.7 530.114 -104.519 425.595 2.65057
4860 9.72 501.558 -120.624 380.933 2.50779
4870 9.74 483.087 -133.228 349.859 2.41543
4880 9.76 512.344 -129.917 382.427 2.56172
4890 9.78 509.517 -116.507 393.01 2.54758
4900 9.8 500.049 -114.561 385.487 2.50024
4910 9.82 503.524 -112.059 391.465 2.51762
4920 9.84 508.123 -109.568 398.555 2.54061
4930 9.86 504.674 -111.841 392.833 2.52337
4940 9.88 501.93 -116.589 385.341 2.50965
4950 9.9 502.719 -116.799 385.919 2.51359
4960 9.92 505.096 -113.321 391.775 2.52548
4970 9.94 505.491 -111.58 393.911 2.52746
4980 9.96 496.98 -101.445 395.535 2.4849
4990 9.98 512.932 -96.8247 416.107 2.56466
5000 10 507.579 -99.543 408.036 2.5379
5010 10.02 498.112 -106.797 391.315 2.49056
5020 10.04 510.749 -123.064 387.685 2.55375
5030 10.06 489.753 -116.168 373.586 2.44877
5040 10.08 500.684 -94.9903 405.693 2.50342
5050 10.1 530.781 -89.9101 440.871 2.6539
5060 10.12 495.856 -103.318 392.538 2.47928
5070 10.14 475.583 -94.5519 381.031 2.37791
5080 10.16 543.393 -103.458 439.935 2.71697
5090 10.18 496.203 -108.689 387.514 2.48101
5100 10.2 468.759 -99.3783 369.381 2.34379
5110 10.22 549.209 -108.313 440.896 2.74605
5120 10.24 499.176 -116.862 382.314 2.49588
5130 10.26 467.064 -119.607 347.457 2.33532
5140 10.28 534.539 -119.168 415.372 2.6727
5150 10.3 509.214 -112.315 396.9 2.54607
5160 10.32 478.129 -112.456 365.672 2.39064
5170 10.34 520.15 -114.142 406.008 2.60075
5180 10.36 506.887 -102.135 404.752 2.53443
5190 10.38 492.294 -97.1703 395.124 2.46147
5200 10.4 516.558 -101.537 415.021 2.58279
5210 10.42 502.856 -101.553 401.302 2.51428
5220 10.44 494.628 -101.829 392.798 2.47314
5230 10.46 517.171 -109.195 407.976 2.58585
5240 10.48 500.266 -114.755 385.511 2.50133
5250 10.5 481.334 -96.0155 385.318 2.40667
5260 10.52 537.447 -98.4034 439.043 2.68723
5270 10.54 496.074 -96.5784 399.495 2.48037
5280 10.56 472.974 -81.2184 391.755 2.36487
5290 10.58 553.173 -95.1409 458.032 2.76586
5300 10.6 492.912 -107.217 385.695 2.46456
5310 10.62 460.334 -100.993 359.341 2.30167
5320 10.64 544.324 -89.0845 455.24 2.72162
5330 10.66 517.593 -83.1596 434.434 2.58797
5340 10.68 477.754 -116.379 361.374 2.38877
5350 10.7 501.312 -129.497 371.815 2.50656
5360 10.72 522.3 -132.515 389.785 2.6115
5370 10.74 486.997 -127.009 359.988 2.43499
5380 10.76 501.129 -120.023 381.106 2.50565
5390 10.78 524.915 -117.916 406.998 2.62457
5400 10.8 493.801 -121.675 372.127 2.46901
5410 10.82 494.317 -124.142 370.175 2.47158
5420 10.84 518.265 -123.559 394.706 2.59133
5430 10.86 499.467 -118.236 381.231 2.49733
5440 10.88 498.97 -118.193 380.777 2.49485
5450 10.9 516.338 -124.448 391.89 2.58169
5460 10.92 498.236 -129.397 368.839 2.49118
5470 10.94 493.607 -126.503 367.104 2.46804
5480 10.96 521.825 -130.531 391.294 2.60913
5490 10.98 494.941 -127.39 367.552 2.47471
5500 11 487.036 -109.712 377.324 2.43518
5510 11.02 531.106 -99.3739 431.732 2.65553
5520 11.04 509.179 -108.601 400.577 2.54589
5530 11.06 480.496 -121.515 358.981 2.40248
5540 11.08 512.781 -126.136 386.645 2.56391
5550 11.1 512.584 -122.218 390.365 2.56292
5560 11.12 494.34 -124.894 369.446 2.4717
5570 11.14 504.836 -128.265 376.571 2.52418
5580 11.16 507.263 -122.815 384.448 2.53632
5590 11.18 504.769 -124.272 380.497 2.52385
5600 11.2 503.129 -127.406 375.723 2.51565
