# it time Tinst Tset
8280 16.56 0.574468 0.468403
8290 16.58 0.518833 0.468403
8300 16.6 0.435192 0.463445
8310 16.62 0.381192 0.463445
8320 16.64 0.373088 0.458487
8330 16.66 0.409956 0.458487
8340 16.68 0.481843 0.453529
8350 16.7 0.544519 0.453529
8360 16.72 0.534793 0.448571
8370 16.74 0.465019 0.448571
8380 16.76 0.39973 0.443613
8390 16.78 0.370965 0.443613
8400 16.8 0.381334 0.438655
8410 16.82 0.420949 0.438655
8420 16.84 0.465619 0.433697
8430 16.86 0.486396 0.433697
8440 16.88 0.481641 0.428739
8450 16.9 0.453061 0.428739
8460 16.92 0.4082 0.423782
8470 16.94 0.369917 0.423782
8480 16.96 0.358712 0.418824
8490 16.98 0.382901 0.418824
8500 17 0.430749 0.413866
8510 17.02 0.467672 0.413866
8520 17.04 0.461502 0.408908
8530 17.06 0.419284 0.408908
8540 17.08 0.377113 0.40395
8550 17.1 0.361839 0.40395
8560 17.12 0.37423 0.398992
8570 17.14 0.397943 0.398992
8580 17.16 0.414613 0.394034
8590 17.18 0.414631 0.394034
8600 17.2 0.402437 0.389076
8610 17.22 0.386011 0.389076
8620 17.24 0.374757 0.384118
8630 17.26 0.37402 0.384118
8640 17.28 0.379426 0.37916
8650 17.3 0.38106 0.37916
8660 17.32 0.374828 0.374202
8670 17.34 0.366113 0.374202
8680 17.36 0.365369 0.369244
8690 17.38 0.37344 0.369244
8700 17.4 0.377462 0.364286
8710 17.42 0.370462 0.364286
8720 17.44 0.357852 0.359328
8730 17.46 0.347015 0.359328
8740 17.48 0.341175 0.35437
8750 17.5 0.341699 0.35437
8760 17.52 0.347691 0.349412
8770 17.54 0.353284 0.349412
8780 17.56 0.355847 0.344454
8790 17.58 0.354275 0.344454
8800 17.6 0.34804 0.339496
8810 17.62 0.339373 0.339496
8820 17.64 0.33104 0.334538
8830 17.66 0.324632 0.334538
8840 17.68 0.322494 0.32958
8850 17.7 0.322959 0.32958
8860 17.72 0.323608 0.324622
8870 17.74 0.323571 0.324622
8880 17.76 0.323365 0.319664
8890 17.78 0.321261 0.319664
8900 17.8 0.317385 0.314706
8910 17.82 0.315787 0.314706
8920 17.84 0.31435 0.309748
8930 17.86 0.306332 0.309748
8940 17.88 0.295916 0.30479
8950 17.9 0.290991 0.30479
8960 17.92 0.294788 0.299832
8970 17.94 0.303118 0.299832
8980 17.96 0.3098 0.294874
8990 17.98 0.309913 0.294874
9000 18 0.301709 0.289916
9010 18.02 0.288142 0.289916
9020 18.04 0.277604 0.284958
9030 18.06 0.273817 0.284958
9040 18.08 0.273442 0.28
9050 18.1 0.27265 0.28
9060 18.12 0.271664 0.275042
9070 18.14 0.271882 0.275042
9080 18.16 0.274636 0.270084
9090 18.18 0.279928 0.270084
9100 18.2 0.284467 0.265126
9110 18.22 0.281096 0.265126
9120 18.24 0.266346 0.260168
9130 18.26 0.2445 0.260168
9140 18.28 0.228755 0.25521
9150 18.3 0.229078 0.25521
9160 18.32 0.239329 0.250252
9170 18.34 0.251167 0.250252
9180 18.36 0.263592 0.245294
9190 18.38 0.275389 0.245294
9200 18.4 0.279328 0.240336
9210 18.42 0.265911 0.240336
9220 18.44 0.240535 0.235378
9230 18.46 0.214679 0.235378
9240 18.48 0.195911 0.23042
9250 18.5 0.188248 0.23042
9260 18.52 0.194586 0.225462
9270 18.54 0.213895 0.225462
9280 18.56 0.238631 0.220504
9290 18.58 0.255532 0.220504
9300 18.6 0.254798 0.215546
9310 18.62 0.237298 0.215546
9320 18.64 0.213462 0.210588
9330 18.66 0.194056 0.210588
9340 18.68 0.185164 0.20563
9350 18.7 0.187117 0.20563
9360 18.72 0.195487 0.200672
9370 18.74 0.201927 0.200672
9380 18.76 0.20021 0.195714
9390 18.78 0.191274 0.195714
9400 18.8 0.183084 0.190756
9410 18.82 0.182979 0.190756
9420 18.84 0.192395 0.185798
9430 18.86 0.205102 0.185798
9440 18.88 0.210663 0.18084
9450 18.9 0.202086 0.18084
9460 18.92 0.183057 0.175882
9470 18.94 0.163356 0.175882
9480 18.96 0.150478 0.170924
9490 18.98 0.146029 0.170924
9500 19 0.148739 0.165966
9510 19.02 0.155692 0.165966
9520 19.04 0.163018 0.161008
9530 19.06 0.166922 0.161008
9540 19.08 0.166207 0.15605
9550 19.1 0.161942 0.15605
9560 19.12 0.156559 0.151092
9570 19.14 0.15239 0.151092
9580 19.16 0.151422 0.146134
9590 19.18 0.153682 0.146134
9600 19.2 0.156669 0.141176
9610 19.22 0.155987 0.141176
9620 19.24 0.149468 0.136218
9630 19.26 0.138706 0.136218
9640 19.28 0.126974 0.131261
9650 19.3 0.116586 0.131261
9660 19.32 0.109775 0.126303
9670 19.34 0.108012 0.126303
9680 19.36 0.111294 0.121345
9690 19.38 0.117546 0.121345
9700 19.4 0.123605 0.116387
9710 19.42 0.126424 0.116387
9720 19.44 0.12509 0.111429
9730 19.46 0.120758 0.111429
9740 19.48 0.115365 0.106471
9750 19.5 0.109288 0.106471
9760 19.52 0.102246 0.101513
9770 19.54 0.0948134 0.101513
9780 19.56 0.0886941 0.0965546
9790 19.58 0.0850473 0.0965546
9800 19.6 0.0840459 0.0915966
9810 19.62 0.0848917 0.0915966
9820 19.64 0.0864568 0.0866387
9830 19.66 0.0874321 0.0866387
9840 19.68 0.0873502 0.0816807
9850 19.7 0.0868137 0.0816807
9860 19.72 0.0870302 0.0767227
9870 19.74 0.0879923 0.0767227
9880 19.76 0.0881505 0.0717647
9890 19.78 0.0856504 0.0717647
9900 19.8 0.0805087 0.0668067
9910 19.82 0.0743336 0.0668067
9920 19.84 0.0688435 0.0618487
9930 19.86 0.0644496 0.0618487
9940 19.88 0.0607998 0.0568908
9950 19.9 0.0573917 0.0568908
9960 19.92 0.0541242 0.0519328
9970 19.94 0.0510325 0.0519328
9980 19.96 0.0482628 0.0469748
9990 19.98 0.0458135 0.0469748
10000 20 0.0436623 0.0420168
