# x y
16.8469 1.71441
3.58544 21.1978
5.72739 15.3135
6.79757 21.3445
7.29654 9.39563
7.16765 1.49524
2.77852 24.8481
20.5859 6.7593
13.0774 6.07057
17.8899 1.38274
17.7833 15.7494
16.4939 22.1956
1.89065 24.1551
0.808283 24.4889
18.7766 2.11957
22.2849 9.59744
0.828501 15.7637
8.80324 24.2917
16.7122 2.85234
9.87882 7.20077
19.8593 1.64534
20.7445 19.7081
6.3542 4.67237
14.1455 12.2629
14.3832 20.1731
20.7187 8.52351
13.0183 7.19751
2.0603 7.02332
12.195 9.93736
1.3611 4.94645
24.0382 18.0748
2.64285 0.97129
24.0075 0.309774
9.62367 1.07668
6.89408 5.66919
12.9546 18.6963
15.1372 1.57282
12.6498 3.66966
17.5531 3.63073
21.6962 10.577
23.003 6.71656
15.0834 6.2957
18.3079 4.43072
19.7253 2.77819
0.568141 5.77233
2.50935 16.8136
6.16079 6.53589
23.6195 19.1253
12.0268 7.59331
1.66707 5.98902
4.98841 24.1553
14.7635 2.65025
6.57314 7.60133
19.8561 9.20701
14.6402 17.1307
18.5036 14.8592
23.8131 7.46552
21.2925 7.5904
3.67484 14.9705
2.84264 22.0828
5.50709 7.98869
1.74988 21.831
24.805 6.77954
7.15608 10.4971
11.1825 9.3815
18.0984 6.58349
21.9439 11.7021
9.77093 24.9543
19.6489 20.062
19.8882 7.81753
15.1313 14.0815
15.7104 21.3945
24.7077 24.1782
23.985 8.5496
0.128779 0.335022
7.25216 6.73698
24.929 7.87166
4.34209 9.3247
3.93395 11.3446
13.3255 15.751
11.1117 8.29286
20.6817 13.1323
19.1766 7.00865
17.752 2.50615
14.0834 13.6582
1.11734 3.84832
24.8255 9.32366
19.1646 17.4378
1.27204 7.87176
5.39956 9.09487
22.898 8.6649
6.26524 9.7767
10.3542 6.2011
6.09072 10.8479
3.04257 15.8817
13.5589 14.6471
17.9587 5.46707
22.4077 7.6783
12.1614 8.76247
22.1924 15.009
14.9699 12.9868
21.8 8.61721
19.8011 12.4013
6.62349 11.8047
3.75587 0.784774
3.42115 4.62575
5.16554 10.1852
21.6902 23.7507
3.34876 17.5309
8.40135 7.68139
13.0452 11.7626
18.154 16.8155
5.12508 22.1501
21.605 18.1852
12.0293 6.53074
15.4703 16.0028
15.4729 20.3271
21.0695 9.58532
23.0206 14.1604
7.4299 12.5164
7.69047 11.4498
21.144 17.1797
8.72928 0.398119
0.913974 6.82757
3.14725 14.0042
7.10776 13.5796
6.79201 15.7223
8.17048 13.3321
6.61769 14.5735
2.07233 13.8165
14.6187 15.0715
12.4769 16.4882
18.6097 3.23244
20.8611 11.9884
10.8925 11.6431
22.4278 22.8558
7.01474 19.2847
7.57185 16.5649
12.6452 13.8718
5.07586 11.3255
11.0057 7.12121
2.52344 14.8875
9.53398 20.9024
13.2273 19.8052
12.706 17.5836
15.1116 19.2749
23.5966 22.8232
0.289446 4.66563
23.4786 9.56599
11.9509 11.3082
22.2678 17.3405
7.47116 8.26228
1.70163 0.247332
19.8835 19.0163
1.93031 15.8228
3.92471 16.5464
1.36131 16.8163
11.257 10.4692
11.8393 18.4574
19.0053 5.92469
14.0236 19.0271
14.8723 18.1947
6.2739 20.1752
13.8153 17.921
4.54607 12.3078
20.4225 18.0053
22.7774 23.9495
23.0456 21.8232
4.59095 18.3515
8.52208 12.247
7.7211 14.4995
3.9914 22.2469
1.41271 14.8013
14.3614 16.0904
15.3962 22.4861
13.2388 12.9183
15.1991 0.100274
5.62199 23.2049
0.904014 11.1936
21.851 6.63068
1.77567 11.8868
23.3542 17.2467
22.8792 18.2731
9.79564 3.67956
6.33728 22.372
10.908 24.6158
6.43748 8.67406
10.6547 0.670709
13.5563 16.8468
8.42187 20.7128
15.5043 23.8716
17.097 0.58234
1.96269 10.7882
16.0181 0.840461
2.50008 20.9978
19.9362 21.7405
2.20921 17.9282
16.2421 24.7021
7.36489 20.3443
5.93714 19.1055
14.5951 21.6766
