# step time x y
16610 33.22 22.0472 24.4775
16620 33.24 22.09 24.43
16630 33.26 22.1326 24.3832
16640 33.28 22.1753 24.3372
16650 33.3 22.2184 24.2918
16660 33.32 22.262 24.247
16670 33.34 22.3058 24.2029
16680 33.36 22.3487 24.1589
16690 33.38 22.3876 24.1138
16700 33.4 22.4184 24.0649
16710 33.42 22.4398 24.0105
16720 33.44 22.455 23.9516
16730 33.46 22.4681 23.8908
16740 33.48 22.4809 23.8295
16750 33.5 22.4945 23.7686
16760 33.52 22.5091 23.7082
16770 33.54 22.525 23.6486
16780 33.56 22.5421 23.5897
16790 33.58 22.5604 23.5316
16800 33.6 22.579 23.4741
16810 33.62 22.597 23.4168
16820 33.64 22.6129 23.359
16830 33.66 22.6249 23.3001
16840 33.68 22.6312 23.2391
16850 33.7 22.6317 23.1756
16860 33.72 22.6275 23.1097
16870 33.74 22.6201 23.0423
16880 33.76 22.6097 22.9773
16890 33.78 22.5916 22.9264
16900 33.8 22.5567 22.9045
16910 33.82 22.5072 22.9053
16920 33.84 22.4526 22.9135
16930 33.86 22.3986 22.923
16940 33.88 22.3508 22.9334
16950 33.9 22.3199 22.948
16960 33.92 22.3131 22.9706
16970 33.94 22.3225 22.9994
16980 33.96 22.3377 23.0302
16990 33.98 22.3543 23.0607
17000 34 22.3712 23.0903
17010 34.02 22.3883 23.119
17020 34.04 22.4057 23.1468
17030 34.06 22.4234 23.1739
17040 34.08 22.4415 23.2003
17050 34.1 22.4601 23.2263
17060 34.12 22.4792 23.2519
17070 34.14 22.4986 23.2771
17080 34.16 22.5184 23.3021
17090 34.18 22.5385 23.327
17100 34.2 22.559 23.3516
17110 34.22 22.5797 23.3763
17120 34.24 22.6007 23.4009
17130 34.26 22.6219 23.4255
17140 34.28 22.6435 23.4502
17150 34.3 22.6652 23.4751
17160 34.32 22.6873 23.5002
17170 34.34 22.7098 23.5257
17180 34.36 22.7326 23.5516
17190 34.38 22.756 23.5783
17200 34.4 22.7799 23.606
17210 34.42 22.8046 23.6345
17220 34.44 22.8298 23.6635
17230 34.46 22.855 23.6901
17240 34.48 22.8776 23.7053
17250 34.5 22.8938 23.6961
17260 34.52 22.9039 23.6639
17270 34.54 22.9122 23.6224
17280 34.56 22.9209 23.5795
17290 34.58 22.9305 23.5377
17300 34.6 22.941 23.4971
17310 34.62 22.9522 23.4577
17320 34.64 22.9639 23.419
17330 34.66 22.9762 23.3809
17340 34.68 22.9889 23.3434
17350 34.7 23.0021 23.3063
17360 34.72 23.0155 23.2694
17370 34.74 23.0291 23.2329
17380 34.76 23.0428 23.1966
17390 34.78 23.0565 23.1604
17400 34.8 23.0702 23.1242
17410 34.82 23.0835 23.0879
17420 34.84 23.0965 23.0514
17430 34.86 23.1092 23.0147
17440 34.88 23.1216 22.9779
17450 34.9 23.1348 22.9417
17460 34.92 23.151 22.9077
17470 34.94 23.1743 22.8796
17480 34.96 23.2085 22.8611
17490 34.98 23.2531 22.8522
17500 35 23.3037 22.8492
17510 35.02 23.3569 22.8483
17520 35.04 23.411 22.8478
17530 35.06 23.4657 22.847
17540 35.08 23.5206 22.8457
17550 35.1 23.5752 22.8437
17560 35.12 23.6269 22.841
17570 35.14 23.6695 22.8376
17580 35.16 23.6939 22.8333
17590 35.18 23.6981 22.8285
17600 35.2 23.6906 22.8232
17610 35.22 23.6794 22.8174
17620 35.24 23.6681 22.8108
17630 35.26 23.6579 22.8035
17640 35.28 23.6488 22.7952
17650 35.3 23.6409 22.7859
17660 35.32 23.6338 22.7758
17670 35.34 23.6274 22.765
17680 35.36 23.6215 22.7539
17690 35.38 23.6157 22.7429
17700 35.4 23.6097 22.7326
17710 35.42 23.6032 22.7233
17720 35.44 23.5956 22.7153
17730 35.46 23.5869 22.7086
17740 35.48 23.5776 22.703
17750 35.5 23.5739 22.6961
17760 35.52 23.6002 22.6775
17770 35.54 23.673 22.6386
17780 35.56 23.7627 22.5925
17790 35.58 23.844 22.5516
17800 35.6 23.9019 22.5229
17810 35.62 23.9373 22.5046
17820 35.64 23.962 22.4913
17830 35.66 23.9834 22.4799
17840 35.68 24.0051 22.469
17850 35.7 24.03 22.4567
17860 35.72 24.0618 22.4415
17870 35.74 24.1029 22.4221
17880 35.76 24.1528 22.3995
17890 35.78 24.2083 22.3751
17900 35.8 24.2663 22.3503
17910 35.82 24.3252 22.3255
17920 35.84 24.3843 22.3008
17930 35.86 24.4433 22.2762
17940 35.88 24.5022 22.2517
17950 35.9 24.5611 22.2271
17960 35.92 24.6201 22.2025
17970 35.94 24.6794 22.1778
17980 35.96 24.739 22.1529
17990 35.98 24.799 22.1278
18000 36 24.8594 22.1025
18010 36.02 24.9202 22.0771
18020 36.04 24.9812 22.0516
18030 36.06 0.0424737 22.026
18040 36.08 0.103661 22.0004
18050 36.1 0.164529 21.9749
18060 36.12 0.224747 21.9496
18070 36.14 0.283962 21.9246
18080 36.16 0.341863 21.9001
18090 36.18 0.398254 21.8761
18100 36.2 0.453113 21.8526
18110 36.22 0.506603 21.8296
18120 36.24 0.55902 21.8069
18130 36.26 0.610694 21.7845
18140 36.28 0.661871 21.7623
18150 36.3 0.712598 21.7402
18160 36.32 0.762653 21.7185
18170 36.34 0.811567 21.6972
18180 36.36 0.858785 21.6768
18190 36.38 0.903901 21.6573
18200 36.4 0.946871 21.6391
18210 36.42 0.988052 21.622
18220 36.44 1.02807 21.6058
18230 36.46 1.06762 21.5901
18240 36.48 1.10734 21.5747
18250 36.5 1.14773 21.5592
18260 36.52 1.18918 21.5436
18270 36.54 1.23201 21.5277
18280 36.56 1.27643 21.5115
18290 36.58 1.32251 21.495
18300 36.6 1.36975 21.4782
18310 36.62 1.41593 21.4604
18320 36.64 1.45424 21.4396
18330 36.66 1.47295 21.4117
18340 36.68 1.46877 21.3755
18350 36.7 1.45239 21.3349
18360 36.72 1.43303 21.2932
18370 36.74 1.41422 21.2519
18380 36.76 1.39683 21.2112
18390 36.78 1.38093 21.1711
18400 36.8 1.36632 21.1314
18410 36.82 1.35279 21.0918
18420 36.84 1.34017 21.0519
18430 36.86 1.32833 21.0111
18440 36.88 1.31721 20.969
18450 36.9 1.3068 20.9251
18460 36.92 1.29729 20.8778
18470 36.94 1.28947 20.8226
18480 36.96 1.28486 20.7524
18490 36.98 1.28409 20.6638
18500 37 1.28519 20.5632
18510 37.02 1.28545 20.4581
18520 37.04 1.28348 20.3523
18530 37.06 1.27946 20.247
18540 37.08 1.27437 20.1424
18550 37.1 1.26916 20.0386
18560 37.12 1.26434 19.9355
18570 37.14 1.26007 19.833
18580 37.16 1.25629 19.7308
18590 37.18 1.25285 19.6287
18600 37.2 1.24962 19.5263
18610 37.22 1.24649 19.4232
18620 37.24 1.24325 19.3205
18630 37.26 1.23763 19.2269
18640 37.28 1.21974 19.1698
18650 37.3 1.18472 19.1533
18660 37.32 1.14339 19.1491
18670 37.34 1.10134 19.1457
18680 37.36 1.05946 19.1417
18690 37.38 1.01764 19.1372
18700 37.4 0.975644 19.1325
18710 37.42 0.933284 19.1278
18720 37.44 0.890423 19.1232
18730 37.46 0.84696 19.119
18740 37.48 0.802825 19.1151
18750 37.5 0.757975 19.1118
18760 37.52 0.712399 19.1092
18770 37.54 0.666111 19.1072
18780 37.56 0.619131 19.106
18790 37.58 0.571485 19.1055
18800 37.6 0.523195 19.1058
18810 37.62 0.474282 19.1069
18820 37.64 0.424761 19.1089
18830 37.66 0.374647 19.1117
18840 37.68 0.323961 19.1155
18850 37.7 0.272724 19.1202
18860 37.72 0.220964 19.1259
18870 37.74 0.168712 19.1326
18880 37.76 0.116005 19.1402
18890 37.78 0.0628886 19.1487
18900 37.8 0.00942576 19.1582
18910 37.82 24.9557 19.1688
18920 37.84 24.9019 19.1804
18930 37.86 24.8481 19.193
18940 37.88 24.7951 19.2063
18950 37.9 24.7442 19.218
18960 37.92 24.6995 19.2207
18970 37.94 24.6675 19.2018
18980 37.96 24.6485 19.1591
18990 37.98 24.6352 19.1049
19000 38 24.6227 19.0478
19010 38.02 24.6094 18.9906
19020 38.04 24.5948 18.9337
19030 38.06 24.579 18.8769
19040 38.08 24.562 18.8203
19050 38.1 24.545 18.7691
19060 38.12 24.5356 18.7483
19070 38.14 24.5431 18.7806
19080 38.16 24.5588 18.8353
19090 38.18 24.5751 18.8929
19100 38.2 24.5905 18.9503
19110 38.22 24.6052 19.0074
19120 38.24 24.6192 19.0644
19130 38.26 24.6329 19.1215
19140 38.28 24.6462 19.1787
19150 38.3 24.6593 19.2362
19160 38.32 24.6723 19.2938
19170 38.34 24.6852 19.3516
19180 38.36 24.6982 19.4096
19190 38.38 24.7112 19.4678
19200 38.4 24.724 19.5263
19210 38.42 24.7367 19.5849
19220 38.44 24.7504 19.6432
19230 38.46 24.7693 19.7004
19240 38.48 24.8015 19.756
19250 38.5 24.8506 19.8115
19260 38.52 24.9098 19.8681
19270 38.54 24.9702 19.9259
19280 38.56 0.0268255 19.986
19290 38.58 0.0769874 20.0499
19300 38.6 0.121057 20.1184
19310 38.62 0.161349 20.19
19320 38.64 0.200024 20.2625
19330 38.66 0.238224 20.3345
19340 38.68 0.276363 20.4055
19350 38.7 0.314531 20.4754
19360 38.72 0.352713 20.5442
19370 38.74 0.390878 20.6122
19380 38.76 0.429004 20.6795
19390 38.78 0.467075 20.7462
19400 38.8 0.50509 20.8124
19410 38.82 0.543051 20.8784
19420 38.84 0.580963 20.944
19430 38.86 0.618837 21.0095
19440 38.88 0.656684 21.0747
19450 38.9 0.694513 21.1398
19460 38.92 0.732335 21.2048
19470 38.94 0.770159 21.2697
19480 38.96 0.807994 21.3346
19490 38.98 0.845846 21.3994
19500 39 0.883726 21.4642
19510 39.02 0.921644 21.5291
19520 39.04 0.959616 21.594
19530 39.06 0.997668 21.6589
19540 39.08 1.03583 21.7241
19550 39.1 1.07417 21.7895
19560 39.12 1.11274 21.8555
19570 39.14 1.15163 21.9221
19580 39.16 1.19085 21.9895
19590 39.18 1.2297 22.0555
19600 39.2 1.26461 22.106
19610 39.22 1.2897 22.1089
19620 39.24 1.30869 22.0735
19630 39.26 1.32676 22.0295
19640 39.28 1.34487 21.9853
19650 39.3 1.36308 21.942
19660 39.32 1.38136 21.8994
19670 39.34 1.39973 21.8572
19680 39.36 1.4182 21.8152
19690 39.38 1.43678 21.7734
19700 39.4 1.45549 21.7315
19710 39.42 1.47434 21.6897
19720 39.44 1.49337 21.6477
19730 39.46 1.51258 21.6056
19740 39.48 1.53199 21.5632
19750 39.5 1.5516 21.5204
19760 39.52 1.57144 21.4773
19770 39.54 1.59151 21.4336
19780 39.56 1.61179 21.3893
19790 39.58 1.63231 21.3442
19800 39.6 1.65307 21.2982
19810 39.62 1.67419 21.2515
19820 39.64 1.69608 21.2045
19830 39.66 1.71983 21.1584
19840 39.68 1.7477 21.1158
19850 39.7 1.78178 21.0799
19860 39.72 1.81832 21.0533
19870 39.74 1.84527 21.0369
19880 39.76 1.85636 21.0301
19890 39.78 1.85891 21.0296
19900 39.8 1.86039 21.032
19910 39.82 1.86324 21.0351
19920 39.84 1.86747 21.038
19930 39.86 1.87256 21.0401
19940 39.88 1.87804 21.0414
19950 39.9 1.88362 21.0416
19960 39.92 1.88913 21.0407
19970 39.94 1.89446 21.0388
19980 39.96 1.89956 21.0359
19990 39.98 1.90441 21.032
20000 40 1.90901 21.027
20010 40.02 1.91336 21.0211
20020 40.04 1.91755 21.0141
20030 40.06 1.92175 21.006
20040 40.08 1.92616 20.9967
20050 40.1 1.93096 20.9863
20060 40.12 1.93615 20.9748
20070 40.14 1.94103 20.9622
20080 40.16 1.94358 20.9485
20090 40.18 1.94026 20.933
20100 40.2 1.92835 20.9143
20110 40.22 1.90896 20.8922
20120 40.24 1.88563 20.8676
20130 40.26 1.861 20.842
20140 40.28 1.83619 20.8168
20150 40.3 1.81162 20.793
20160 40.32 1.78767 20.7719
20170 40.34 1.76484 20.7547
20180 40.36 1.74355 20.7422
20190 40.38 1.72383 20.734
20200 40.4 1.70521 20.729
20210 40.42 1.68704 20.7259
20220 40.44 1.66882 20.7236
20230 40.46 1.65051 20.7215
20240 40.48 1.63279 20.7194
20250 40.5 1.6181 20.717
20260 40.52 1.61293 20.7134
20270 40.54 1.62732 20.7073
20280 40.56 1.66308 20.6981
20290 40.58 1.71052 20.6869
20300 40.6 1.76116 20.675
20310 40.62 1.81007 20.6608
20320 40.64 1.84965 20.6355
20330 40.66 1.8675 20.5811
20340 40.68 1.86547 20.4986
20350 40.7 1.85596 20.4063
20360 40.72 1.84439 20.3128
20370 40.74 1.83225 20.2199
20380 40.76 1.82056 20.1283
20390 40.78 1.81114 20.0385
20400 40.8 1.80672 19.9513
20410 40.82 1.80978 19.8667
20420 40.84 1.82049 19.7842
20430 40.86 1.83654 19.7028
20440 40.88 1.85509 19.6218
20450 40.9 1.87418 19.5406
20460 40.92 1.89278 19.459
20470 40.94 1.91048 19.377
20480 40.96 1.92716 19.2942
20490 40.98 1.94282 19.2107
20500 41 1.95765 19.127
20510 41.02 1.97259 19.0452
20520 41.04 1.99067 18.9715
20530 41.06 2.01724 18.9138
20540 41.08 2.05377 18.8713
20550 41.1 2.09572 18.8359
20560 41.12 2.139 18.802
20570 41.14 2.18202 18.7677
20580 41.16 2.22449 18.7328
20590 41.18 2.26655 18.6972
20600 41.2 2.30852 18.6612
20610 41.22 2.35072 18.6246
20620 41.24 2.3935 18.5876
20630 41.26 2.43721 18.5501
20640 41.28 2.48218 18.5122
20650 41.3 2.52848 18.4741
20660 41.32 2.57527 18.4365
20670 41.34 2.61925 18.4007
20680 41.36 2.65381 18.3683
20690 41.38 2.67434 18.3394
20700 41.4 2.68394 18.3121
20710 41.42 2.6885 18.285
20720 41.44 2.69195 18.2578
20730 41.46 2.69609 18.2307
20740 41.48 2.70154 18.2039
20750 41.5 2.70839 18.1775
20760 41.52 2.71653 18.1516
20770 41.54 2.72575 18.1261
20780 41.56 2.7359 18.101
20790 41.58 2.74679 18.0761
20800 41.6 2.75829 18.0516
20810 41.62 2.77029 18.0272
20820 41.64 2.7827 18.0029
20830 41.66 2.79545 17.9788
20840 41.68 2.80847 17.9547
20850 41.7 2.82172 17.9307
20860 41.72 2.83516 17.9067
20870 41.74 2.84876 17.8828
20880 41.76 2.8625 17.8588
20890 41.78 2.87634 17.8349
20900 41.8 2.89028 17.811
20910 41.82 2.9043 17.787
20920 41.84 2.9184 17.7631
20930 41.86 2.93259 17.7391
20940 41.88 2.94688 17.7151
20950 41.9 2.96129 17.6911
20960 41.92 2.97583 17.667
20970 41.94 2.99052 17.6428
20980 41.96 3.00539 17.6185
20990 41.98 3.02045 17.5942
21000 42 3.03574 17.5696
21010 42.02 3.05129 17.545
21020 42.04 3.06717 17.52
21030 42.06 3.08342 17.4947
21040 42.08 3.10015 17.469
21050 42.1 3.11748 17.4426
21060 42.12 3.13553 17.4154
21070 42.14 3.15427 17.3876
21080 42.16 3.17241 17.3608
21090 42.18 3.18154 17.3453
21100 42.2 3.1584 17.3683
21110 42.22 3.10501 17.4266
21120 42.24 3.044 17.4936
21130 42.26 2.98262 17.5611
21140 42.28 2.92193 17.6278
21150 42.3 2.86187 17.6938
21160 42.32 2.80229 17.7593
21170 42.34 2.74304 17.8244
21180 42.36 2.68402 17.8893
21190 42.38 2.62514 17.954
21200 42.4 2.5663 18.0186
21210 42.42 2.5074 18.0832
21220 42.44 2.44833 18.148
21230 42.46 2.38888 18.2132
21240 42.48 2.32886 18.2789
21250 42.5 2.26898 18.3445
21260 42.52 2.21786 18.4011
21270 42.54 2.20789 18.415
21280 42.56 2.23694 18.3881
21290 42.58 2.27357 18.3533
21300 42.6 2.3102 18.3185
21310 42.62 2.34627 18.2843
21320 42.64 2.38199 18.2505
21330 42.66 2.41752 18.2169
21340 42.68 2.45299 18.1834
21350 42.7 2.48846 18.1499
21360 42.72 2.52399 18.1164
21370 42.74 2.55962 18.0829
21380 42.76 2.59538 18.0493
21390 42.78 2.63132 18.0156
21400 42.8 2.66746 17.9818
21410 42.82 2.70384 17.9479
21420 42.84 2.74049 17.9139
21430 42.86 2.77743 17.8797
21440 42.88 2.81471 17.8455
21450 42.9 2.85232 17.8111
21460 42.92 2.8903 17.7767
21470 42.94 2.92862 17.7421
21480 42.96 2.96728 17.7075
21490 42.98 3.00625 17.6727
21500 43 3.04549 17.6379
21510 43.02 3.08495 17.6029
21520 43.04 3.12456 17.5677
21530 43.06 3.16425 17.5323
21540 43.08 3.20391 17.4967
21550 43.1 3.24344 17.4607
21560 43.12 3.28274 17.4244
21570 43.14 3.32175 17.3875
21580 43.16 3.36055 17.3502
21590 43.18 3.3995 17.3123
21600 43.2 3.43951 17.2739
21610 43.22 3.48223 17.2349
21620 43.24 3.52978 17.1956
21630 43.26 3.58343 17.1576
21640 43.28 3.64182 17.1261
21650 43.3 3.70093 17.1127
21660 43.32 3.75818 17.1235
21670 43.34 3.81489 17.1498
21680 43.36 3.87274 17.1812
21690 43.38 3.93215 17.2134
21700 43.4 3.99299 17.2453
21710 43.42 4.05497 17.2769
21720 43.44 4.11787 17.3083
21730 43.46 4.18146 17.3396
21740 43.48 4.24532 17.3704
21750 43.5 4.30827 17.399
21760 43.52 4.36752 17.4214
21770 43.54 4.41908 17.4319
21780 43.56 4.45924 17.4331
21790 43.58 4.48234 17.4386
21800 43.6 4.4858 17.4587
21810 43.62 4.47754 17.4899
21820 43.64 4.46636 17.5251
21830 43.66 4.45831 17.5601
21840 43.68 4.46288 17.59
21850 43.7 4.49938 17.6062
21860 43.72 4.57296 17.6081
21870 43.74 4.66273 17.605
21880 43.76 4.75552 17.6015
21890 43.78 4.84327 17.5989
21900 43.8 4.90556 17.597
21910 43.82 4.92469 17.5953
21920 43.84 4.9219 17.5932
21930 43.86 4.915 17.5904
21940 43.88 4.90836 17.587
21950 43.9 4.90263 17.5832
21960 43.92 4.89771 17.5791
21970 43.94 4.89342 17.5748
21980 43.96 4.88958 17.5703
21990 43.98 4.88608 17.5658
22000 44 4.88279 17.5612
22010 44.02 4.87962 17.5565
22020 44.04 4.87651 17.5518
22030 44.06 4.87339 17.5471
22040 44.08 4.87021 17.5424
22050 44.1 4.86693 17.5377
22060 44.12 4.86351 17.5329
22070 44.14 4.85991 17.5282
22080 44.16 4.85613 17.5235
22090 44.18 4.85213 17.5188
22100 44.2 4.84788 17.5141
22110 44.22 4.84331 17.5095
22120 44.24 4.83832 17.5048
22130 44.26 4.83273 17.5002
22140 44.28 4.82636 17.4956
22150 44.3 4.81913 17.4909
22160 44.32 4.81143 17.4863
22170 44.34 4.80527 17.4818
22180 44.36 4.80679 17.4781
22190 44.38 4.82699 17.4772
22200 44.4 4.87029 17.4802
22210 44.42 4.92737 17.4861
22220 44.44 4.98883 17.493
22230 44.46 5.05072 17.4999
22240 44.48 5.11194 17.5067
22250 44.5 5.17239 17.5131
22260 44.52 5.23219 17.5192
22270 44.54 5.29154 17.525
22280 44.56 5.35061 17.5306
22290 44.58 5.40954 17.5358
22300 44.6 5.46846 17.5407
22310 44.62 5.52747 17.5453
22320 44.64 5.58666 17.5495
22330 44.66 5.64609 17.5532
22340 44.68 5.70582 17.5563
22350 44.7 5.76589 17.5587
22360 44.72 5.82632 17.5604
22370 44.74 5.88711 17.5612
22380 44.76 5.94827 17.5613
22390 44.78 6.00978 17.5606
22400 44.8 6.07167 17.5591
22410 44.82 6.13396 17.557
22420 44.84 6.1967 17.5546
22430 44.86 6.25994 17.5519
22440 44.88 6.32353 17.549
22450 44.9 6.38689 17.544
22460 44.92 6.44915 17.5313
22470 44.94 6.51081 17.5038
22480 44.96 6.57365 17.4627
22490 44.98 6.63802 17.4158
22500 45 6.70291 17.3681
22510 45.02 6.7662 17.3215
22520 45.04 6.82263 17.2779
22530 45.06 6.86269 17.2396
22540 45.08 6.88165 17.2071
22550 45.1 6.88698 17.1781
22560 45.12 6.88758 17.1503
22570 45.14 6.88765 17.1232
22580 45.16 6.88848 17.0964
22590 45.18 6.89028 17.0701
22600 45.2 6.89297 17.0442
22610 45.22 6.8964 17.0189
22620 45.24 6.90044 16.9941
22630 45.26 6.90496 16.9699
22640 45.28 6.90988 16.9463
22650 45.3 6.91516 16.9233
22660 45.32 6.92074 16.901
22670 45.34 6.92662 16.8795
22680 45.36 6.93279 16.8587
22690 45.38 6.93924 16.8387
22700 45.4 6.94596 16.8196
22710 45.42 6.95295 16.8014
22720 45.44 6.96017 16.7841
22730 45.46 6.96761 16.7679
22740 45.48 6.97525 16.7527
22750 45.5 6.98305 16.7384
22760 45.52 6.991 16.7251
22770 45.54 6.99907 16.7124
22780 45.56 7.00728 16.6998
22790 45.58 7.01575 16.6865
22800 45.6 7.0247 16.6709
22810 45.62 7.03453 16.6511
22820 45.64 7.04573 16.6253
22830 45.66 7.05854 16.5932
22840 45.68 7.07285 16.5558
22850 45.7 7.08822 16.5151
22860 45.72 7.10413 16.4727
22870 45.74 7.12022 16.4296
22880 45.76 7.13622 16.3866
22890 45.78 7.15201 16.3437
22900 45.8 7.16752 16.3011
22910 45.82 7.18273 16.2587
22920 45.84 7.19765 16.2164
22930 45.86 7.21229 16.174
22940 45.88 7.22667 16.1314
22950 45.9 7.24077 16.0885
22960 45.92 7.25449 16.0453
22970 45.94 7.26767 16.002
22980 45.96 7.27991 15.9589
22990 45.98 7.29058 15.9171
23000 46 7.29879 15.878
23010 46.02 7.3036 15.8433
23020 46.04 7.30453 15.8142
23030 46.06 7.30184 15.7907
23040 46.08 7.29638 15.7712
23050 46.1 7.28899 15.7542
23060 46.12 7.28026 15.7382
23070 46.14 7.27048 15.7223
23080 46.16 7.25976 15.7062
23090 46.18 7.24812 15.6897
23100 46.2 7.23551 15.6727
23110 46.22 7.22192 15.6552
23120 46.24 7.20735 15.6372
23130 46.26 7.1919 15.6187
23140 46.28 7.17576 15.5998
23150 46.3 7.15924 15.5804
23160 46.32 7.14271 15.5603
23170 46.34 7.12651 15.5393
23180 46.36 7.11083 15.5173
23190 46.38 7.09567 15.4942
23200 46.4 7.08079 15.4702
23210 46.42 7.06584 15.4454
23220 46.44 7.0505 15.4201
23230 46.46 7.03451 15.3947
23240 46.48 7.01772 15.3692
23250 46.5 7.00006 15.3437
23260 46.52 6.98154 15.3182
23270 46.54 6.96218 15.2924
23280 46.56 6.94202 15.2664
23290 46.58 6.9211 15.2397
23300 46.6 6.89943 15.2123
23310 46.62 6.87702 15.184
23320 46.64 6.85386 15.1547
23330 46.66 6.82993 15.1246
23340 46.68 6.80527 15.0942
23350 46.7 6.77996 15.0647
23360 46.72 6.75403 15.0378
23370 46.74 6.72737 15.0149
23380 46.76 6.69973 14.9967
23390 46.78 6.67095 14.9827
23400 46.8 6.64116 14.9716
23410 46.82 6.61083 14.9623
23420 46.84 6.58078 14.9543
23430 46.86 6.55222 14.9476
23440 46.88 6.52664 14.9428
23450 46.9 6.50542 14.9407
23460 46.92 6.48927 14.9416
23470 46.94 6.47785 14.9449
23480 46.96 6.47021 14.9498
23490 46.98 6.46526 14.9549
23500 47 6.46197 14.9597
23510 47.02 6.45863 14.9637
23520 47.04 6.45085 14.9675
23530 47.06 6.42905 14.9729
23540 47.08 6.38397 14.9815
23550 47.1 6.31991 14.9924
23560 47.12 6.24809 15.0045
23570 47.14 6.1754 15.0176
23580 47.16 6.10486 15.033
23590 47.18 6.03784 15.0519
23600 47.2 5.97463 15.0755
23610 47.22 5.91458 15.1035
23620 47.24 5.85657 15.135
23630 47.26 5.79954 15.1687
23640 47.28 5.74289 15.2032
23650 47.3 5.68663 15.2367
23660 47.32 5.6316 15.2648
23670 47.34 5.57918 15.279
23680 47.36 5.52961 15.273
23690 47.38 5.48139 15.2512
23700 47.4 5.43333 15.2226
23710 47.42 5.38517 15.192
23720 47.44 5.33695 15.1613
23730 47.46 5.28879 15.1309
23740 47.48 5.24078 15.1012
23750 47.5 5.19304 15.0726
23760 47.52 5.1457 15.0455
23770 47.54 5.0989 15.0207
23780 47.56 5.05275 14.9991
23790 47.58 5.00728 14.981
23800 47.6 4.96243 14.9664
23810 47.62 4.91804 14.9548
23820 47.64 4.87397 14.9452
23830 47.66 4.83006 14.9368
23840 47.68 4.78624 14.9288
23850 47.7 4.74242 14.9207
23860 47.72 4.69859 14.9122
23870 47.74 4.65472 14.903
23880 47.76 4.6108 14.893
23890 47.78 4.56684 14.882
23900 47.8 4.52283 14.8702
23910 47.82 4.47877 14.8573
23920 47.84 4.43465 14.8435
23930 47.86 4.39046 14.8288
23940 47.88 4.3462 14.8131
23950 47.9 4.30185 14.7965
23960 47.92 4.25739 14.7789
23970 47.94 4.21281 14.7605
23980 47.96 4.16807 14.7411
23990 47.98 4.12315 14.7208
24000 48 4.07802 14.6997
24010 48.02 4.03265 14.6776
24020 48.04 3.98697 14.6546
24030 48.06 3.94095 14.6307
24040 48.08 3.8945 14.6058
24050 48.1 3.84756 14.5799
24060 48.12 3.80002 14.553
24070 48.14 3.75179 14.5251
24080 48.16 3.70272 14.496
24090 48.18 3.65273 14.4657
24100 48.2 3.60203 14.4345
24110 48.22 3.55203 14.4027
24120 48.24 3.50722 14.3708
24130 48.26 3.47562 14.339
24140 48.28 3.46043 14.3082
24150 48.3 3.4535 14.2841
24160 48.32 3.44522 14.2735
24170 48.34 3.43235 14.2763
24180 48.36 3.41602 14.2866
24190 48.38 3.39775 14.2994
24200 48.4 3.37837 14.3125
24210 48.42 3.35821 14.325
24220 48.44 3.3374 14.3368
24230 48.46 3.31602 14.3479
24240 48.48 3.29416 14.3584
24250 48.5 3.27186 14.3685
24260 48.52 3.24916 14.3783
24270 48.54 3.22611 14.3879
24280 48.56 3.20272 14.3975
24290 48.58 3.17901 14.407
24300 48.6 3.15501 14.4164
24310 48.62 3.13074 14.4259
24320 48.64 3.10621 14.4355
24330 48.66 3.08145 14.445
24340 48.68 3.05649 14.4546
24350 48.7 3.03133 14.4643
24360 48.72 3.006 14.474
24370 48.74 2.98052 14.4838
24380 48.76 2.95488 14.4936
24390 48.78 2.92906 14.5035
24400 48.8 2.90302 14.5135
24410 48.82 2.87669 14.5236
24420 48.84 2.84998 14.5339
24430 48.86 2.82275 14.5444
24440 48.88 2.79485 14.5552
24450 48.9 2.76612 14.5663
24460 48.92 2.73651 14.5778
24470 48.94 2.70664 14.5895
24480 48.96 2.67968 14.6001
24490 48.98 2.66666 14.606
24500 49 2.68494 14.6018
24510 49.02 2.73195 14.5889
24520 49.04 2.79081 14.5726
24530 49.06 2.85296 14.5556
24540 49.08 2.91577 14.5384
24550 49.1 2.97838 14.5213
24560 49.12 3.0404 14.5043
24570 49.14 3.1016 14.4876
24580 49.16 3.1619 14.4711
24590 49.18 3.22125 14.4548
24600 49.2 3.27967 14.4387
24610 49.22 3.33717 14.4227
24620 49.24 3.39382 14.4069
24630 49.26 3.44968 14.3912
24640 49.28 3.5048 14.3757
24650 49.3 3.55927 14.3603
24660 49.32 3.61316 14.345
24670 49.34 3.66655 14.3298
24680 49.36 3.71955 14.3148
24690 49.38 3.77226 14.3
24700 49.4 3.82483 14.2853
24710 49.42 3.87744 14.2709
24720 49.44 3.93028 14.2568
24730 49.46 3.98356 14.2431
24740 49.48 4.03734 14.2299
24750 49.5 4.09084 14.2166
24760 49.52 4.14036 14.2014
24770 49.54 4.17527 14.1781
24780 49.56 4.18443 14.1397
24790 49.58 4.17453 14.0898
24800 49.6 4.15818 14.0359
24810 49.62 4.14081 13.9815
24820 49.64 4.12375 13.9276
24830 49.66 4.10712 13.8742
24840 49.68 4.0908 13.8215
24850 49.7 4.07463 13.7694
24860 49.72 4.05846 13.7178
24870 49.74 4.04215 13.6669
24880 49.76 4.02555 13.6164
24890 49.78 4.0085 13.5665
24900 49.8 3.99089 13.5171
24910 49.82 3.97258 13.4682
