# step time x y
8340 16.68 0.329388 6.07044
8350 16.7 0.25686 6.06729
8360 16.72 0.184193 6.06424
8370 16.74 0.111349 6.06132
8380 16.76 0.038283 6.0585
8390 16.78 24.9649 6.05581
8400 16.8 24.8912 6.05323
8410 16.82 24.8171 6.05079
8420 16.84 24.7423 6.04849
8430 16.86 24.6668 6.04636
8440 16.88 24.5903 6.04441
8450 16.9 24.5134 6.04244
8460 16.92 24.4421 6.0383
8470 16.94 24.405 6.02165
8480 16.96 24.4227 5.98421
8490 16.98 24.4606 5.93824
8500 17 24.5001 5.89056
8510 17.02 24.5389 5.84279
8520 17.04 24.5779 5.79965
8530 17.06 24.6241 5.77885
8540 17.08 24.6861 5.79716
8550 17.1 24.758 5.83633
8560 17.12 24.8317 5.87938
8570 17.14 24.905 5.92221
8580 17.16 24.9776 5.96441
8590 17.18 0.0497558 6.0062
8600 17.2 0.121617 6.0478
8610 17.22 0.193362 6.08939
8620 17.24 0.265136 6.13111
8630 17.26 0.337089 6.17309
8640 17.28 0.409398 6.21549
8650 17.3 0.482261 6.25849
8660 17.32 0.555802 6.3022
8670 17.34 0.62948 6.34638
8680 17.36 0.69945 6.38888
8690 17.38 0.751226 6.42175
8700 17.4 0.767211 6.43587
8710 17.42 0.759505 6.4383
8720 17.44 0.745775 6.43849
8730 17.46 0.731739 6.43943
8740 17.48 0.718406 6.44167
8750 17.5 0.705769 6.44521
8760 17.52 0.693691 6.45
8770 17.54 0.682073 6.45591
8780 17.56 0.670868 6.46276
8790 17.58 0.660038 6.47018
8800 17.6 0.649479 6.47752
8810 17.62 0.638933 6.48368
8820 17.64 0.627909 6.48723
8830 17.66 0.615726 6.48669
8840 17.68 0.601768 6.48121
8850 17.7 0.585851 6.4711
8860 17.72 0.568362 6.45756
8870 17.74 0.550042 6.44207
8880 17.76 0.531672 6.42579
8890 17.78 0.513883 6.40943
8900 17.8 0.497115 6.39333
8910 17.82 0.481651 6.37759
8920 17.84 0.46764 6.3622
8930 17.86 0.455087 6.34712
8940 17.88 0.443695 6.33238
8950 17.9 0.432415 6.31829
8960 17.92 0.418415 6.30564
8970 17.94 0.395887 6.29599
8980 17.96 0.358063 6.29093
8990 17.98 0.304445 6.28991
9000 18 0.243754 6.28395
9010 18.02 0.191762 6.23165
9020 18.04 0.148667 6.11948
9030 18.06 0.105432 5.99381
9040 18.08 0.061584 5.86831
9050 18.1 0.0174947 5.74406
9060 18.12 24.9731 5.62091
9070 18.14 24.9282 5.49868
9080 18.16 24.8826 5.37722
9090 18.18 24.8362 5.25644
9100 18.2 24.789 5.13629
9110 18.22 24.7411 5.01674
9120 18.24 24.6925 4.89775
9130 18.26 24.6433 4.77927
9140 18.28 24.5936 4.66114
9150 18.3 24.5435 4.54319
9160 18.32 24.4928 4.42518
9170 18.34 24.4413 4.30692
9180 18.36 24.3892 4.18836
9190 18.38 24.3386 4.06968
9200 18.4 24.2981 3.9502
9210 18.42 24.2768 3.82651
9220 18.44 24.2686 3.69761
9230 18.46 24.2632 3.56635
9240 18.48 24.2575 3.43458
9250 18.5 24.2513 3.30403
9260 18.52 24.246 3.18145
9270 18.54 24.245 3.08434
9280 18.56 24.2508 3.0216
9290 18.58 24.2605 2.97622
9300 18.6 24.2712 2.93459
9310 18.62 24.2819 2.89274
9320 18.64 24.2924 2.84999
9330 18.66 24.3028 2.80641
9340 18.68 24.3131 2.76218
9350 18.7 24.3233 2.71746
9360 18.72 24.3335 2.67234
9370 18.74 24.3438 2.62687
9380 18.76 24.3541 2.5811
9390 18.78 24.3645 2.53505
9400 18.8 24.3751 2.48875
9410 18.82 24.3857 2.44221
9420 18.84 24.3966 2.39546
9430 18.86 24.4077 2.34848
9440 18.88 24.419 2.30129
9450 18.9 24.4305 2.25389
9460 18.92 24.4424 2.20626
9470 18.94 24.4547 2.15841
9480 18.96 24.4673 2.11032
9490 18.98 24.4803 2.06198
9500 19 24.4939 2.01339
9510 19.02 24.5079 1.96453
9520 19.04 24.5226 1.91538
9530 19.06 24.5379 1.86593
9540 19.08 24.5539 1.81616
9550 19.1 24.5706 1.76604
9560 19.12 24.5882 1.71552
9570 19.14 24.6068 1.66454
9580 19.16 24.6263 1.61304
9590 19.18 24.6469 1.56093
9600 19.2 24.6687 1.50814
9610 19.22 24.6917 1.4547
9620 19.24 24.7157 1.40102
9630 19.26 24.7399 1.34863
9640 19.28 24.762 1.30195
9650 19.3 24.7778 1.26947
9660 19.32 24.7845 1.25705
9670 19.34 24.7848 1.25947
9680 19.36 24.7827 1.26825
9690 19.38 24.7804 1.2789
9700 19.4 24.7786 1.2899
9710 19.42 24.7777 1.30055
9720 19.44 24.7787 1.30916
9730 19.46 24.785 1.30996
9740 19.48 24.8023 1.29191
9750 19.5 24.8321 1.25093
9760 19.52 24.8682 1.19693
9770 19.54 24.9046 1.13899
9780 19.56 24.9372 1.0806
9790 19.58 24.9621 1.0226
9800 19.6 24.9773 0.964913
9810 19.62 24.9836 0.907301
9820 19.64 24.9843 0.849657
9830 19.66 24.9824 0.792006
9840 19.68 24.9797 0.734411
9850 19.7 24.9772 0.676933
9860 19.72 24.9753 0.619616
9870 19.74 24.974 0.562499
9880 19.76 24.9737 0.505619
9890 19.78 24.9743 0.449008
9900 19.8 24.976 0.392692
9910 19.82 24.9788 0.336684
9920 19.84 24.9829 0.280973
9930 19.86 24.9884 0.225514
9940 19.88 24.9952 0.170213
9950 19.9 0.00344992 0.114918
9960 19.92 0.0132011 0.0594136
9970 19.94 0.0244293 0.0034328
9980 19.96 0.0370151 24.9467
9990 19.98 0.050631 24.889
10000 20 0.0645828 24.8302
10010 20.02 0.0776084 24.7707
10020 20.04 0.0878509 24.7111
10030 20.06 0.0935059 24.652
10040 20.08 0.0941068 24.5933
10050 20.1 0.0910075 24.5349
10060 20.12 0.0863174 24.4765
10070 20.14 0.0816965 24.4181
10080 20.16 0.0780275 24.3599
10090 20.18 0.0756312 24.3018
10100 20.2 0.0745267 24.2438
10110 20.22 0.0745659 24.1859
10120 20.24 0.0754412 24.1282
10130 20.26 0.0765676 24.0711
10140 20.28 0.0768305 24.0156
10150 20.3 0.0744018 23.9638
10160 20.32 0.067972 23.9199
10170 20.34 0.0637314 23.8922
10180 20.36 0.0841855 23.8978
10190 20.38 0.133453 23.9368
10200 20.4 0.190829 23.9879
10210 20.42 0.249099 24.0377
10220 20.44 0.310913 24.0748
10230 20.46 0.373241 24.1048
10240 20.48 0.430364 24.1435
10250 20.5 0.486155 24.1865
10260 20.52 0.542823 24.229
10270 20.54 0.600335 24.2707
10280 20.56 0.658472 24.312
10290 20.58 0.717192 24.3533
10300 20.6 0.776569 24.3947
10310 20.62 0.836726 24.4364
10320 20.64 0.8978 24.4784
10330 20.66 0.959924 24.5207
10340 20.68 1.02321 24.5634
10350 20.7 1.08767 24.6065
10360 20.72 1.15308 24.6494
10370 20.74 1.21855 24.6907
10380 20.76 1.2817 24.7261
10390 20.78 1.33842 24.748
10400 20.8 1.3865 24.7514
10410 20.82 1.42878 24.7412
10420 20.84 1.46926 24.7251
10430 20.86 1.51001 24.7073
10440 20.88 1.55174 24.6893
10450 20.9 1.59458 24.6715
10460 20.92 1.6384 24.6539
10470 20.94 1.68282 24.6367
10480 20.96 1.72713 24.6206
10490 20.98 1.77007 24.6067
10500 21 1.80986 24.5969
10510 21.02 1.8446 24.5931
10520 21.04 1.87285 24.5971
10530 21.06 1.89325 24.6103
10540 21.08 1.90408 24.6344
10550 21.1 1.90505 24.6697
10560 21.12 1.89886 24.713
10570 21.14 1.88919 24.7603
10580 21.16 1.87851 24.809
10590 21.18 1.868 24.858
10600 21.2 1.85805 24.907
10610 21.22 1.84868 24.9562
10620 21.24 1.83981 0.00570582
10630 21.26 1.83189 0.0549673
10640 21.28 1.82864 0.099312
10650 21.3 1.84448 0.122282
10660 21.32 1.89153 0.112478
10670 21.34 1.9547 0.0875147
10680 21.36 2.02153 0.0599003
10690 21.38 2.08878 0.032056
10700 21.4 2.15566 0.0035952
10710 21.42 2.22155 24.9735
10720 21.44 2.28553 24.9409
10730 21.46 2.346 24.9065
10740 21.48 2.39953 24.8732
10750 21.5 2.44096 24.8455
10760 21.52 2.46803 24.8256
10770 21.54 2.48476 24.8109
10780 21.56 2.49665 24.7978
10790 21.58 2.50687 24.7847
10800 21.6 2.51666 24.7711
10810 21.62 2.52642 24.7575
10820 21.64 2.53649 24.7461
10830 21.66 2.54777 24.7412
10840 21.68 2.56203 24.749
10850 21.7 2.58065 24.7722
10860 21.72 2.60319 24.8063
10870 21.74 2.62824 24.8456
10880 21.76 2.65483 24.8864
10890 21.78 2.68265 24.9271
10900 21.8 2.71177 24.967
10910 21.82 2.74244 0.00579837
10920 21.84 2.7749 0.0429981
10930 21.86 2.80923 0.0784532
10940 21.88 2.84517 0.112253
10950 21.9 2.882 0.144825
10960 21.92 2.91868 0.176761
10970 21.94 2.95434 0.208535
10980 21.96 2.98843 0.240377
10990 21.98 3.02078 0.272342
11000 22 3.05136 0.304397
11010 22.02 3.08025 0.336478
11020 22.04 3.10754 0.36851
11030 22.06 3.13335 0.400426
11040 22.08 3.15781 0.432164
11050 22.1 3.18102 0.463673
11060 22.12 3.20309 0.494911
11070 22.14 3.22414 0.525847
11080 22.16 3.24424 0.556456
11090 22.18 3.26346 0.586735
11100 22.2 3.28184 0.616719
11110 22.22 3.29938 0.646485
11120 22.24 3.31607 0.676146
11130 22.26 3.33187 0.705821
11140 22.28 3.34675 0.735611
11150 22.3 3.36069 0.765587
11160 22.32 3.3737 0.795779
11170 22.34 3.38591 0.826139
11180 22.36 3.39763 0.856478
11190 22.38 3.40955 0.886387
11200 22.4 3.42288 0.915172
11210 22.42 3.43942 0.941993
11220 22.44 3.46098 0.966347
11230 22.46 3.48834 0.988686
11240 22.48 3.52081 1.01047
11250 22.5 3.55685 1.03351
11260 22.52 3.59505 1.05934
11270 22.54 3.63449 1.08875
11280 22.56 3.67442 1.12173
11290 22.58 3.71315 1.15741
11300 22.6 3.7458 1.19443
11310 22.62 3.76385 1.23213
11320 22.64 3.76403 1.27135
11330 22.66 3.75353 1.31218
11340 22.68 3.73983 1.35343
11350 22.7 3.7261 1.39412
11360 22.72 3.7131 1.43381
11370 22.74 3.70085 1.47241
11380 22.76 3.68918 1.51
11390 22.78 3.67788 1.54669
11400 22.8 3.66673 1.58261
11410 22.82 3.65556 1.61784
11420 22.84 3.6442 1.65247
11430 22.86 3.6325 1.68654
11440 22.88 3.62036 1.72008
11450 22.9 3.60767 1.7531
11460 22.92 3.59437 1.78559
11470 22.94 3.58038 1.81756
11480 22.96 3.56567 1.849
11490 22.98 3.55021 1.87992
11500 23 3.53401 1.91035
11510 23.02 3.51712 1.94033
11520 23.04 3.49964 1.96999
11530 23.06 3.48177 1.99949
11540 23.08 3.4638 2.02913
11550 23.1 3.44612 2.05933
11560 23.12 3.42921 2.09062
11570 23.14 3.41351 2.12361
11580 23.16 3.39929 2.15883
11590 23.18 3.38652 2.19656
11600 23.2 3.37479 2.23671
11610 23.22 3.36359 2.27891
11620 23.24 3.35271 2.32245
11630 23.26 3.34389 2.36579
11640 23.28 3.34684 2.40404
11650 23.3 3.38433 2.42712
11660 23.32 3.45731 2.43475
11670 23.34 3.54245 2.43657
11680 23.36 3.62886 2.43696
11690 23.38 3.71424 2.43689
11700 23.4 3.79843 2.43657
11710 23.42 3.88171 2.43606
11720 23.44 3.96455 2.43538
11730 23.46 4.04744 2.43455
11740 23.48 4.13062 2.43378
11750 23.5 4.21233 2.4343
11760 23.52 4.2815 2.44228
11770 23.54 4.31289 2.47031
11780 23.56 4.30431 2.49999
11790 23.58 4.26404 2.47998
11800 23.6 4.20685 2.42349
11810 23.62 4.14693 2.36035
11820 23.64 4.08721 2.29703
11830 23.66 4.02763 2.23407
11840 23.68 3.96772 2.17133
11850 23.7 3.90716 2.10862
11860 23.72 3.84606 2.04586
11870 23.74 3.78544 1.9829
11880 23.76 3.72795 1.91925
11890 23.78 3.67729 1.85363
11900 23.8 3.63515 1.7846
11910 23.82 3.59913 1.71224
11920 23.84 3.56542 1.63827
11930 23.86 3.53103 1.56552
11940 23.88 3.49264 1.49874
11950 23.9 3.44529 1.44452
11960 23.92 3.386 1.40489
11970 23.94 3.31826 1.37387
11980 23.96 3.24734 1.3453
11990 23.98 3.17602 1.31666
12000 24 3.1051 1.28736
12010 24.02 3.03461 1.2574
12020 24.04 2.96435 1.22688
12030 24.06 2.89408 1.1959
12040 24.08 2.82357 1.16456
12050 24.1 2.75267 1.13295
12060 24.12 2.68136 1.10111
12070 24.14 2.61019 1.06877
12080 24.16 2.54101 1.03477
12090 24.18 2.47805 0.995906
12100 24.2 2.42655 0.94738
12110 24.22 2.38703 0.887609
12120 24.24 2.35453 0.820442
12130 24.26 2.32463 0.750244
12140 24.28 2.29542 0.679252
12150 24.3 2.26642 0.608221
12160 24.32 2.2376 0.537288
12170 24.34 2.20906 0.466398
12180 24.36 2.18084 0.39547
12190 24.38 2.15293 0.324445
12200 24.4 2.12519 0.253298
12210 24.42 2.09733 0.18202
12220 24.44 2.06894 0.110598
12230 24.46 2.03941 0.038978
12240 24.48 2.008 24.967
12250 24.5 1.97406 24.8945
12260 24.52 1.93757 24.8212
12270 24.54 1.90099 24.7489
12280 24.56 1.876 24.6852
12290 24.58 1.88375 24.6437
12300 24.6 1.91605 24.6208
12310 24.62 1.94485 24.6075
12320 24.64 1.953 24.6049
12330 24.66 1.93909 24.6143
12340 24.68 1.91258 24.6322
12350 24.7 1.88147 24.6539
12360 24.72 1.84939 24.6761
12370 24.74 1.81764 24.6977
12380 24.76 1.78661 24.7181
12390 24.78 1.7564 24.7374
12400 24.8 1.72701 24.7555
12410 24.82 1.69838 24.7727
12420 24.84 1.67047 24.789
12430 24.86 1.64327 24.8045
12440 24.88 1.61675 24.819
12450 24.9 1.59087 24.8328
12460 24.92 1.56556 24.8459
12470 24.94 1.5407 24.8584
12480 24.96 1.51615 24.8703
12490 24.98 1.49171 24.8819
12500 25 1.46726 24.8933
12510 25.02 1.44285 24.9045
12520 25.04 1.41942 24.9142
12530 25.06 1.40047 24.9171
12540 25.08 1.39276 24.9013
12550 25.1 1.39813 24.8615
12560 25.12 1.40894 24.8109
12570 25.14 1.41631 24.7692
12580 25.16 1.41332 24.7556
12590 25.18 1.4014 24.7682
12600 25.2 1.38629 24.7912
12610 25.22 1.3706 24.8164
12620 25.24 1.35495 24.8416
12630 25.26 1.33943 24.8665
12640 25.28 1.32407 24.8909
12650 25.3 1.3089 24.9142
12660 25.32 1.29396 24.9352
12670 25.34 1.27921 24.9523
12680 25.36 1.26454 24.964
12690 25.38 1.24972 24.9699
12700 25.4 1.23463 24.9711
12710 25.42 1.21927 24.9693
12720 25.44 1.20372 24.9659
12730 25.46 1.18808 24.9619
12740 25.48 1.17234 24.9574
12750 25.5 1.15637 24.9521
12760 25.52 1.13984 24.9453
12770 25.54 1.1223 24.9359
12780 25.56 1.10327 24.9232
12790 25.58 1.08252 24.9073
12800 25.6 1.06046 24.889
12810 25.62 1.03944 24.8721
12820 25.64 1.02819 24.8719
12830 25.66 1.03797 24.9116
12840 25.68 1.05988 24.9779
12850 25.7 1.08045 0.0466978
12860 25.72 1.09176 0.108199
12870 25.74 1.09084 0.160849
12880 25.76 1.08142 0.208044
12890 25.78 1.06874 0.253142
12900 25.8 1.05573 0.297656
12910 25.82 1.04343 0.342031
12920 25.84 1.03201 0.386352
12930 25.86 1.0214 0.430638
12940 25.88 1.01146 0.474934
12950 25.9 1.00209 0.519321
12960 25.92 0.993267 0.56391
12970 25.94 0.984984 0.608803
12980 25.96 0.977249 0.654022
12990 25.98 0.969935 0.699396
13000 26 0.962569 0.744428
13010 26.02 0.954124 0.788304
13020 26.04 0.943196 0.830251
13030 26.06 0.928859 0.870088
13040 26.08 0.911275 0.908249
13050 26.1 0.890868 0.945155
13060 26.12 0.867009 0.980883
13070 26.14 0.837993 1.01541
13080 26.16 0.802475 1.04892
13090 26.18 0.760945 1.08179
13100 26.2 0.715459 1.11424
13110 26.22 0.668211 1.14625
13120 26.24 0.620694 1.17768
13130 26.26 0.573684 1.20841
13140 26.28 0.5275 1.2384
13150 26.3 0.482213 1.26767
13160 26.32 0.437786 1.29627
13170 26.34 0.39414 1.3243
13180 26.36 0.3512 1.35183
13190 26.38 0.308919 1.37897
13200 26.4 0.267263 1.40576
13210 26.42 0.226202 1.43228
13220 26.44 0.185706 1.45857
13230 26.46 0.145745 1.48466
13240 26.48 0.106286 1.51057
13250 26.5 0.0673 1.53634
13260 26.52 0.0287581 1.56199
13270 26.54 24.9906 1.58751
13280 26.56 24.9529 1.61294
13290 26.58 24.9155 1.63828
13300 26.6 24.8785 1.66354
13310 26.62 24.8418 1.68872
13320 26.64 24.8053 1.71385
13330 26.66 24.7691 1.73891
13340 26.68 24.7332 1.76393
13350 26.7 24.6974 1.78891
13360 26.72 24.6617 1.81385
13370 26.74 24.6262 1.83876
13380 26.76 24.5906 1.86364
13390 26.78 24.555 1.88849
13400 26.8 24.5191 1.91332
13410 26.82 24.4829 1.93811
13420 26.84 24.4461 1.96286
13430 26.86 24.4086 1.98753
13440 26.88 24.3703 2.01209
13450 26.9 24.3316 2.03657
13460 26.92 24.2946 2.06128
13470 26.94 24.266 2.08758
13480 26.96 24.2562 2.11846
13490 26.98 24.2685 2.15569
13500 27 24.2937 2.19715
13510 27.02 24.3231 2.24017
13520 27.04 24.3531 2.28346
13530 27.06 24.3826 2.32657
13540 27.08 24.4113 2.36939
13550 27.1 24.4394 2.41192
13560 27.12 24.467 2.45418
13570 27.14 24.4944 2.49622
13580 27.16 24.5219 2.53809
13590 27.18 24.5496 2.57982
13600 27.2 24.5776 2.62147
13610 27.22 24.6055 2.66301
13620 27.24 24.632 2.70427
13630 27.26 24.6536 2.74474
13640 27.28 24.6649 2.78343
13650 27.3 24.6613 2.8194
13660 27.32 24.6447 2.85279
13670 27.34 24.6207 2.88464
13680 27.36 24.594 2.91591
13690 27.38 24.5668 2.94709
13700 27.4 24.5399 2.9784
13710 27.42 24.5135 3.00992
13720 27.44 24.4875 3.04164
13730 27.46 24.4618 3.07356
13740 27.48 24.4361 3.10566
13750 27.5 24.4103 3.1379
13760 27.52 24.3843 3.17028
13770 27.54 24.3577 3.20275
13780 27.56 24.3306 3.23531
13790 27.58 24.3028 3.26793
13800 27.6 24.2742 3.3006
13810 27.62 24.2452 3.3333
13820 27.64 24.2161 3.36605
13830 27.66 24.1884 3.39895
13840 27.68 24.1643 3.43221
13850 27.7 24.147 3.46619
13860 27.72 24.1387 3.50128
13870 27.74 24.139 3.53755
13880 27.76 24.1451 3.57475
13890 27.78 24.1541 3.61248
13900 27.8 24.1639 3.65044
13910 27.82 24.1735 3.68845
13920 27.84 24.1825 3.72646
13930 27.86 24.1908 3.76443
13940 27.88 24.1985 3.80238
13950 27.9 24.2057 3.84036
13960 27.92 24.2125 3.87841
13970 27.94 24.2193 3.91658
13980 27.96 24.2261 3.95494
13990 27.98 24.2333 3.99352
14000 28 24.2409 4.03237
14010 28.02 24.249 4.07151
14020 28.04 24.2572 4.11091
14030 28.06 24.2641 4.15046
14040 28.08 24.2664 4.19002
14050 28.1 24.2583 4.2296
14060 28.12 24.2353 4.26962
14070 28.14 24.1991 4.31058
14080 28.16 24.1556 4.35256
14090 28.18 24.1096 4.39542
14100 28.2 24.063 4.43902
14110 28.22 24.0167 4.48329
14120 28.24 23.9708 4.52808
14130 28.26 23.9256 4.57285
14140 28.28 23.8816 4.61599
14150 28.3 23.8402 4.65382
14160 28.32 23.8036 4.68048
14170 28.34 23.7733 4.69228
14180 28.36 23.7481 4.69219
14190 28.38 23.7254 4.68613
14200 28.4 23.7035 4.67818
14210 28.42 23.6819 4.67019
14220 28.44 23.66 4.6628
14230 28.46 23.638 4.65615
14240 28.48 23.6158 4.65023
14250 28.5 23.5935 4.64493
14260 28.52 23.5709 4.64015
14270 28.54 23.5483 4.63579
14280 28.56 23.5255 4.63178
14290 28.58 23.5027 4.62806
14300 28.6 23.4797 4.62456
14310 28.62 23.4568 4.62124
14320 28.64 23.4337 4.61807
14330 28.66 23.4107 4.61501
14340 28.68 23.3875 4.61205
14350 28.7 23.3644 4.60917
14360 28.72 23.3412 4.60634
14370 28.74 23.318 4.60356
14380 28.76 23.2947 4.60081
14390 28.78 23.2713 4.59807
14400 28.8 23.2478 4.59534
14410 28.82 23.2242 4.59261
14420 28.84 23.2005 4.58987
14430 28.86 23.1766 4.5871
14440 28.88 23.1525 4.58431
14450 28.9 23.1281 4.58149
14460 28.92 23.1035 4.57863
14470 28.94 23.0786 4.57573
14480 28.96 23.0533 4.57277
14490 28.98 23.0276 4.56976
14500 29 23.0013 4.56668
14510 29.02 22.9744 4.56351
14520 29.04 22.9468 4.56025
14530 29.06 22.9181 4.55686
14540 29.08 22.8884 4.55331
14550 29.1 22.8583 4.54962
14560 29.12 22.8319 4.54611
14570 29.14 22.823 4.54383
14580 29.16 22.8492 4.54395
14590 29.18 22.9015 4.54552
14600 29.2 22.9615 4.54727
14610 29.22 23.0219 4.54883
14620 29.24 23.0812 4.55014
14630 29.26 23.1395 4.55124
14640 29.28 23.1969 4.55213
14650 29.3 23.2536 4.55281
14660 29.32 23.3097 4.55329
14670 29.34 23.3654 4.55358
14680 29.36 23.4207 4.55367
14690 29.38 23.4758 4.55356
14700 29.4 23.5307 4.55327
14710 29.42 23.5856 4.55279
14720 29.44 23.6407 4.55213
14730 29.46 23.6959 4.55128
14740 29.48 23.7516 4.55025
14750 29.5 23.8079 4.54903
14760 29.52 23.8648 4.54762
14770 29.54 23.9225 4.54604
14780 29.56 23.9805 4.54431
14790 29.58 24.0374 4.54254
14800 29.6 24.0888 4.54098
14810 29.62 24.1268 4.54005
14820 29.64 24.1457 4.53997
14830 29.66 24.1498 4.54045
14840 29.68 24.1472 4.54108
14850 29.7 24.143 4.54166
14860 29.72 24.139 4.54208
14870 29.74 24.1357 4.54233
14880 29.76 24.1331 4.54238
14890 29.78 24.1313 4.54219
14900 29.8 24.1299 4.54176
14910 29.82 24.1288 4.54105
14920 29.84 24.1275 4.54006
14930 29.86 24.1254 4.53876
14940 29.88 24.1217 4.53715
14950 29.9 24.1156 4.5352
14960 29.92 24.1065 4.53288
14970 29.94 24.0938 4.53015
14980 29.96 24.0775 4.52695
14990 29.98 24.0576 4.52324
15000 30 24.0345 4.51903
15010 30.02 24.0081 4.51438
15020 30.04 23.9791 4.5094
15030 30.06 23.9479 4.50434
15040 30.08 23.9154 4.49967
15050 30.1 23.8824 4.49614
15060 30.12 23.8494 4.49484
15070 30.14 23.817 4.4969
15080 30.16 23.7851 4.50303
15090 30.18 23.7539 4.5131
15100 30.2 23.7234 4.52609
15110 30.22 23.6935 4.54028
15120 30.24 23.664 4.5529
15130 30.26 23.6335 4.55926
15140 30.28 23.5995 4.55336
15150 30.3 23.5602 4.53299
15160 30.32 23.517 4.50231
15170 30.34 23.4725 4.46674
15180 30.36 23.4283 4.42932
15190 30.38 23.3853 4.39119
15200 30.4 23.3436 4.3526
15210 30.42 23.3032 4.31352
15220 30.44 23.2639 4.27379
15230 30.46 23.2256 4.23328
15240 30.48 23.1881 4.19187
15250 30.5 23.1514 4.1495
15260 30.52 23.1154 4.10614
15270 30.54 23.0799 4.06175
15280 30.56 23.0446 4.01638
15290 30.58 23.0092 3.97026
15300 30.6 22.9725 3.92414
15310 30.62 22.9335 3.87955
15320 30.64 22.8968 3.83894
15330 30.66 22.8871 3.80626
15340 30.68 22.9142 3.7832
15350 30.7 22.9374 3.76702
15360 30.72 22.941 3.75421
15370 30.74 22.9362 3.74237
15380 30.76 22.9319 3.73117
15390 30.78 22.9318 3.72094
15400 30.8 22.9376 3.71188
15410 30.82 22.9493 3.70329
15420 30.84 22.9647 3.69197
15430 30.86 22.9801 3.66973
15440 30.88 22.9927 3.62687
15450 30.9 23.0033 3.56525
15460 30.92 23.0137 3.49507
15470 30.94 23.0247 3.42282
15480 30.96 23.0359 3.3507
15490 30.98 23.0472 3.27907
15500 31 23.0583 3.20779
15510 31.02 23.0691 3.13658
15520 31.04 23.0797 3.0652
15530 31.06 23.0902 2.99351
15540 31.08 23.1004 2.92153
15550 31.1 23.1099 2.84969
15560 31.12 23.117 2.77902
15570 31.14 23.1188 2.71126
15580 31.16 23.1112 2.6481
15590 31.18 23.0927 2.5896
15600 31.2 23.0661 2.53414
15610 31.22 23.035 2.48
15620 31.24 23.0024 2.42625
15630 31.26 22.9695 2.37252
15640 31.28 22.9369 2.31864
15650 31.3 22.905 2.26448
15660 31.32 22.874 2.20986
15670 31.34 22.8444 2.15444
15680 31.36 22.8166 2.0978
15690 31.38 22.791 2.03948
15700 31.4 22.7676 1.97912
15710 31.42 22.7465 1.91657
15720 31.44 22.7272 1.85195
15730 31.46 22.7092 1.78553
15740 31.48 22.692 1.71764
15750 31.5 22.6752 1.64852
15760 31.52 22.6587 1.57837
15770 31.54 22.6422 1.50742
15780 31.56 22.6259 1.43622
15790 31.58 22.6102 1.36655
15800 31.6 22.596 1.30321
15810 31.62 22.585 1.25486
15820 31.64 22.5778 1.22694
15830 31.66 22.5731 1.21392
15840 31.68 22.5694 1.2072
15850 31.7 22.5659 1.20209
15860 31.72 22.5626 1.19691
15870 31.74 22.5592 1.19119
15880 31.76 22.556 1.18484
15890 31.78 22.553 1.17776
15900 31.8 22.5504 1.16976
15910 31.82 22.5487 1.16028
15920 31.84 22.5486 1.14812
15930 31.86 22.5521 1.13097
15940 31.88 22.5612 1.1055
15950 31.9 22.5775 1.0695
15960 31.92 22.5994 1.02422
15970 31.94 22.624 0.973215
15980 31.96 22.6475 0.919621
15990 31.98 22.6655 0.865159
16000 32 22.6727 0.810294
16010 32.02 22.6667 0.754796
16020 32.04 22.6506 0.698612
16030 32.06 22.6312 0.64209
16040 32.08 22.6158 0.58523
16050 32.1 22.6106 0.527032
16060 32.12 22.6165 0.466412
16070 32.14 22.6291 0.403758
16080 32.16 22.6438 0.340924
16090 32.18 22.6556 0.282526
16100 32.2 22.6548 0.24079
16110 32.22 22.6321 0.227453
16120 32.24 22.5951 0.232788
16130 32.26 22.5537 0.243725
16140 32.28 22.5113 0.255663
16150 32.3 22.4683 0.267702
16160 32.32 22.4248 0.279758
16170 32.34 22.381 0.291497
16180 32.36 22.3384 0.301332
16190 32.38 22.3005 0.305272
16200 32.4 22.2706 0.298233
16210 32.42 22.2482 0.279688
16220 32.44 22.2296 0.254426
16230 32.46 22.2121 0.227017
16240 32.48 22.1951 0.199667
16250 32.5 22.1786 0.17306
16260 32.52 22.1631 0.147238
16270 32.54 22.149 0.122035
16280 32.56 22.1365 0.0972799
16290 32.58 22.1256 0.0728832
16300 32.6 22.116 0.0488641
16310 32.62 22.1072 0.0253399
16320 32.64 22.0987 0.00249485
16330 32.66 22.09 24.9805
16340 32.68 22.0808 24.9597
16350 32.7 22.0709 24.94
16360 32.72 22.06 24.9217
16370 32.74 22.0483 24.9047
16380 32.76 22.0356 24.8891
16390 32.78 22.0221 24.8749
16400 32.8 22.0079 24.8621
16410 32.82 21.993 24.8505
16420 32.84 21.9775 24.8402
16430 32.86 21.9615 24.8312
16440 32.88 21.945 24.8234
16450 32.9 21.9282 24.8168
16460 32.92 21.911 24.8114
16470 32.94 21.8934 24.8073
16480 32.96 21.8754 24.8045
16490 32.98 21.8569 24.803
16500 33 21.8381 24.803
16510 33.02 21.8189 24.8042
16520 33.04 21.8004 24.8059
16530 33.06 21.7855 24.8056
16540 33.08 21.7815 24.7961
16550 33.1 21.7977 24.7688
16560 33.12 21.8315 24.7258
16570 33.14 21.8732 24.6762
16580 33.16 21.9169 24.6254
16590 33.18 21.9607 24.5752
16600 33.2 22.0042 24.5258
