# v_center vhist f_exact(T=2.52101)
0.0374240594283 0.0115213970021 0.0148407539023
0.112272178285 0.0265878392356 0.0444234331976
0.187120297141 0.0453470369185 0.0737107230291
0.261968415998 0.0800589381427 0.102509333627
0.336816534854 0.117577333509 0.130631370852
0.411664653711 0.131166673562 0.157896377293
0.486512772567 0.159674745632 0.18413325902
0.561360891424 0.186484150194 0.209182069228
0.63620901028 0.198744098286 0.232895622838
0.711057129137 0.204947927441 0.25514091941
0.785905247993 0.212702713885 0.275800355405
0.86075336685 0.250811950122 0.294772710872
0.935601485706 0.278507615993 0.311973899863
1.01044960456 0.329393786085 0.327337478246
1.08529772342 0.393500020687 0.340814906982
1.16014584228 0.396306514828 0.35237557327
1.23499396113 0.37939369487 0.362006576119
1.30984207999 0.359600525661 0.369712286828
1.38469019885 0.395567963739 0.375513698464
1.4595383177 0.462480692481 0.379447581601
1.53438643656 0.393204600251 0.381565466363
1.60923455542 0.376587200729 0.381932473046
1.68408267427 0.403544315509 0.380626015347
1.75893079313 0.401476372458 0.377734401405
1.83377891198 0.367059891669 0.373355358526
1.90862703084 0.362924005566 0.367594507549
1.9834751497 0.35605548043 0.360563812459
2.05832326855 0.376661055838 0.352380029938
2.13317138741 0.405907678997 0.343163182274
2.20801950627 0.38087079705 0.333035075321
2.28286762512 0.382569464557 0.322117881231
2.35771574398 0.355095364013 0.310532803352
2.43256386284 0.317946244192 0.298398838248
2.50741198169 0.263662739086 0.285831647162
2.58226010055 0.268315610953 0.272942546557
2.65710821941 0.251107370558 0.259837624699
2.73195633826 0.246232933365 0.24661698859
2.80680445712 0.249925688815 0.233374143035
2.88165257598 0.247488470218 0.220195501225
2.95650069483 0.243131018788 0.207160024045
3.03134881369 0.192909544676 0.194338983319
3.10619693255 0.184416207142 0.181795842501
3.1810450514 0.157902223016 0.169586246838
3.25589317026 0.152584655169 0.157758113843
3.33074128911 0.13131438378 0.146351814032
3.40558940797 0.111742779898 0.135400431186
3.48043752683 0.132274500197 0.124930091071
3.55528564568 0.12474127908 0.11496034737
3.63013376454 0.114327708713 0.105504613694
3.7049818834 0.0827177220663 0.0965706308382
3.77983000225 0.0943129741774 0.0881609588857
3.85467812111 0.078581835963 0.0802734844285
3.92952623997 0.0652140612362 0.0729019338739
4.00437435882 0.0632199732935 0.0660363846665
4.07922247768 0.0469718493162 0.0596637671487
4.15407059654 0.0441653551747 0.0537683507251
4.22891871539 0.0332347990445 0.0483322089576
4.30376683425 0.023929055312 0.0433356591708
4.37861495311 0.0191284732278 0.0387576730762
4.45346307196 0.0176513710481 0.0345762558116
4.52831119082 0.011890672547 0.0307687916269
4.60315930968 0.0163219790863 0.0273123552109
4.67800742853 0.0171343852852 0.0241839883509
4.75285554739 0.012038382765 0.0213609422287
4.82770366625 0.0150664422335 0.0188208861883
4.9025517851 0.0130723542908 0.0165420842611
4.97739990396 0.012038382765 0.0145035410996
5.05224802281 0.00945345395043 0.0126851192606
5.12709614167 0.00487443719319 0.0110676299925
5.20194426053 0.00583455361003 0.00963289982867
5.27679237938 0.0126292236369 0.0083638153674
5.35164049824 0.00871490286056 0.0072443486529
5.4264886171 0.00930574373246 0.00625956554478
5.50133673595 0.00790249666169 0.00539561940495
5.57618485481 0.00760707622574 0.00463973233322
5.65103297367 0.00694238024485 0.00398016605971
5.72588109252 0.00738551089878 0.00340618445835
5.80072921138 0.00709009046283 0.00290800948709
5.87557733024 0.00753322111675 0.00247677219252
5.95042544909 0.00649924959092 0.00210446024481
6.02527356795 0.00347119012243 0.0017838632961
6.10012168681 0.00199408794267 0.00150851728703
6.17496980566 0.00125553685279 0.00127264866306
6.24981792452 0.000369275544939 0.00107111930831
6.32466604338 0.000443130653927 0.000899372860767
6.39951416223 0.000369275544939 0.000753382940576
6.47436228109 0.00066469598089 0.000629603703024
6.54921039994 0.000590840871902 0.000524923020766
6.6240585188 0.000738551089878 0.000436618505119
6.69890663766 0.000886261307853 0.000362316494232
6.77375475651 0.000516985762914 0.000299954065741
6.84860287537 0.000443130653927 0.000247744072623
6.92345099423 0.00140324707077 0.00020414315254
6.99829911308 0.0011816817438 0.000167822622133
7.07314723194 0.0011816817438 0.00013764213748
7.1479953508 0.00199408794267 0.00011262597942
7.22284346965 0.00125553685279 9.19418065773e-05
7.29769158851 0.000812406198865 7.48817089042e-05
7.37253970737 0 6.0845389374e-05
7.44738782622 0 4.93253004044e-05
7.52223594508 0 3.98935638277e-05
7.59708406394 0 3.21905081082e-05
7.67193218279 0 2.59146634087e-05
7.74678030165 0 2.08140635098e-05
7.82162842051 0 1.66787130071e-05
7.89647653936 0 1.33340882725e-05
7.97132465822 0 1.06355510382e-05
8.04617277708 0 8.46356386541e-06
8.12102089593 0 6.71960700222e-06
8.19586901479 0 5.32270602349e-06
8.27071713364 0 4.20648908126e-06
8.3455652525 0 3.31670146895e-06
8.42041337136 0 2.60911347127e-06
8.49526149021 0 2.04776509649e-06
8.57010960907 0 1.60349825893e-06
8.64495772793 0 1.2527333021e-06
8.71980584678 0 9.76452445318e-07
8.79465396564 0 7.59357826222e-07
8.8695020845 0 5.8917633277e-07
8.94435020335 0 4.56087410902e-07
