# it time Tinst Tset
28190 56.38 1.77462 1.82689
28200 56.4 1.87012 1.82193
28210 56.42 1.87102 1.82193
28220 56.44 1.70428 1.82193
28230 56.46 1.78568 1.82193
28240 56.48 1.9384 1.82193
28250 56.5 1.79154 1.82193
28260 56.52 1.70308 1.82193
28270 56.54 1.88446 1.82193
28280 56.56 1.88958 1.82193
28290 56.58 1.69486 1.82193
28300 56.6 1.75322 1.82193
28310 56.62 1.96922 1.82193
28320 56.64 1.87706 1.82193
28330 56.66 1.62957 1.82193
28340 56.68 1.74197 1.82193
28350 56.7 2.04095 1.82193
28360 56.72 1.81906 1.82193
28370 56.74 1.62424 1.82193
28380 56.76 1.8215 1.82193
28390 56.78 1.95654 1.82193
28400 56.8 1.72005 1.81697
28410 56.82 1.8013 1.81697
28420 56.84 1.8839 1.81697
28430 56.86 1.80942 1.81697
28440 56.88 1.72378 1.81697
28450 56.9 1.83577 1.81697
28460 56.92 1.81461 1.81697
28470 56.94 1.78051 1.81697
28480 56.96 1.86469 1.81697
28490 56.98 1.83044 1.81697
28500 57 1.7088 1.81697
28510 57.02 1.77988 1.81697
28520 57.04 1.95565 1.81697
28530 57.06 1.77774 1.81697
28540 57.08 1.69264 1.81697
28550 57.1 1.88416 1.81697
28560 57.12 1.90153 1.81697
28570 57.14 1.68978 1.81697
28580 57.16 1.72894 1.81697
28590 57.18 1.89807 1.81697
28600 57.2 1.8797 1.81202
28610 57.22 1.76306 1.81202
28620 57.24 1.71364 1.81202
28630 57.26 1.87827 1.81202
28640 57.28 1.87759 1.81202
28650 57.3 1.68296 1.81202
28660 57.32 1.75293 1.81202
28670 57.34 1.93254 1.81202
28680 57.36 1.80822 1.81202
28690 57.38 1.70367 1.81202
28700 57.4 1.84313 1.81202
28710 57.42 1.87425 1.81202
28720 57.44 1.75463 1.81202
28730 57.46 1.75534 1.81202
28740 57.48 1.83365 1.81202
28750 57.5 1.81673 1.81202
28760 57.52 1.8001 1.81202
28770 57.54 1.80243 1.81202
28780 57.56 1.77543 1.81202
28790 57.58 1.82341 1.81202
28800 57.6 1.81381 1.80706
28810 57.62 1.77094 1.80706
28820 57.64 1.80509 1.80706
28830 57.66 1.84339 1.80706
28840 57.68 1.77428 1.80706
28850 57.7 1.74638 1.80706
28860 57.72 1.82931 1.80706
28870 57.74 1.83624 1.80706
28880 57.76 1.77576 1.80706
28890 57.78 1.74562 1.80706
28900 57.8 1.80608 1.80706
28910 57.82 1.89109 1.80706
28920 57.84 1.77024 1.80706
28930 57.86 1.68239 1.80706
28940 57.88 1.92017 1.80706
28950 57.9 1.83561 1.80706
28960 57.92 1.64444 1.80706
28970 57.94 1.82407 1.80706
28980 57.96 1.9636 1.80706
28990 57.98 1.67482 1.80706
29000 58 1.68972 1.8021
29010 58.02 1.95544 1.8021
29020 58.04 1.82825 1.8021
29030 58.06 1.65884 1.8021
29040 58.08 1.79625 1.8021
29050 58.1 1.90931 1.8021
29060 58.12 1.7792 1.8021
29070 58.14 1.67448 1.8021
29080 58.16 1.81553 1.8021
29090 58.18 1.89454 1.8021
29100 58.2 1.74818 1.8021
29110 58.22 1.70513 1.8021
29120 58.24 1.8449 1.8021
29130 58.26 1.88852 1.8021
29140 58.28 1.74818 1.8021
29150 58.3 1.70346 1.8021
29160 58.32 1.84876 1.8021
29170 58.34 1.86151 1.8021
29180 58.36 1.7279 1.8021
29190 58.38 1.73765 1.8021
29200 58.4 1.85111 1.79714
29210 58.42 1.81587 1.79714
29220 58.44 1.73365 1.79714
29230 58.46 1.79679 1.79714
29240 58.48 1.8355 1.79714
29250 58.5 1.77342 1.79714
29260 58.52 1.73651 1.79714
29270 58.54 1.78139 1.79714
29280 58.56 1.86006 1.79714
29290 58.58 1.819 1.79714
29300 58.6 1.71109 1.79714
29310 58.62 1.76727 1.79714
29320 58.64 1.84816 1.79714
29330 58.66 1.77365 1.79714
29340 58.68 1.74813 1.79714
29350 58.7 1.82459 1.79714
29360 58.72 1.79117 1.79714
29370 58.74 1.74375 1.79714
29380 58.76 1.83557 1.79714
29390 58.78 1.83748 1.79714
29400 58.8 1.70212 1.79218
29410 58.82 1.74447 1.79218
29420 58.84 1.88723 1.79218
29430 58.86 1.78946 1.79218
29440 58.88 1.67502 1.79218
29450 58.9 1.7841 1.79218
29460 58.92 1.91268 1.79218
29470 58.94 1.7619 1.79218
29480 58.96 1.67741 1.79218
29490 58.98 1.79888 1.79218
29500 59 1.87813 1.79218
29510 59.02 1.76091 1.79218
29520 59.04 1.70146 1.79218
29530 59.06 1.80991 1.79218
29540 59.08 1.85018 1.79218
29550 59.1 1.74 1.79218
29560 59.12 1.75135 1.79218
29570 59.14 1.82915 1.79218
29580 59.16 1.79725 1.79218
29590 59.18 1.73684 1.79218
29600 59.2 1.78392 1.78723
29610 59.22 1.82482 1.78723
29620 59.24 1.74467 1.78723
29630 59.26 1.74692 1.78723
29640 59.28 1.82691 1.78723
29650 59.3 1.7831 1.78723
29660 59.32 1.7398 1.78723
29670 59.34 1.79304 1.78723
29680 59.36 1.80332 1.78723
29690 59.38 1.75635 1.78723
29700 59.4 1.76937 1.78723
29710 59.42 1.77629 1.78723
29720 59.44 1.76326 1.78723
29730 59.46 1.82133 1.78723
29740 59.48 1.79326 1.78723
29750 59.5 1.73033 1.78723
29760 59.52 1.77187 1.78723
29770 59.54 1.81588 1.78723
29780 59.56 1.77102 1.78723
29790 59.58 1.7682 1.78723
29800 59.6 1.76546 1.78227
29810 59.62 1.78715 1.78227
29820 59.64 1.7903 1.78227
29830 59.66 1.75424 1.78227
29840 59.68 1.76722 1.78227
29850 59.7 1.77068 1.78227
29860 59.72 1.75284 1.78227
29870 59.74 1.80616 1.78227
29880 59.76 1.82513 1.78227
29890 59.78 1.7351 1.78227
29900 59.8 1.73897 1.78227
29910 59.82 1.79769 1.78227
29920 59.84 1.78085 1.78227
29930 59.86 1.73908 1.78227
29940 59.88 1.76104 1.78227
29950 59.9 1.79277 1.78227
29960 59.92 1.7986 1.78227
29970 59.94 1.79181 1.78227
29980 59.96 1.73275 1.78227
29990 59.98 1.76058 1.78227
30000 60 1.80479 1.77731
30010 60.02 1.79382 1.77731
30020 60.04 1.72674 1.77731
30030 60.06 1.74577 1.77731
30040 60.08 1.82365 1.77731
30050 60.1 1.76152 1.77731
30060 60.12 1.71314 1.77731
30070 60.14 1.80159 1.77731
30080 60.16 1.80224 1.77731
30090 60.18 1.70527 1.77731
30100 60.2 1.75935 1.77731
30110 60.22 1.85437 1.77731
30120 60.24 1.77038 1.77731
30130 60.26 1.69349 1.77731
30140 60.28 1.76558 1.77731
30150 60.3 1.81419 1.77731
30160 60.32 1.76242 1.77731
30170 60.34 1.70837 1.77731
30180 60.36 1.84635 1.77731
30190 60.38 1.78394 1.77731
30200 60.4 1.6773 1.77235
30210 60.42 1.78297 1.77235
30220 60.44 1.85747 1.77235
30230 60.46 1.72577 1.77235
30240 60.48 1.67055 1.77235
30250 60.5 1.79507 1.77235
30260 60.52 1.85217 1.77235
30270 60.54 1.72142 1.77235
30280 60.56 1.68869 1.77235
30290 60.58 1.82806 1.77235
30300 60.6 1.81351 1.77235
30310 60.62 1.69315 1.77235
30320 60.64 1.71679 1.77235
30330 60.66 1.85573 1.77235
30340 60.68 1.78484 1.77235
30350 60.7 1.66329 1.77235
30360 60.72 1.75982 1.77235
30370 60.74 1.88275 1.77235
30380 60.76 1.7514 1.77235
30390 60.78 1.63605 1.77235
30400 60.8 1.76188 1.76739
30410 60.82 1.84226 1.76739
30420 60.84 1.80063 1.76739
30430 60.86 1.76301 1.76739
30440 60.88 1.6654 1.76739
30450 60.9 1.75193 1.76739
30460 60.92 1.8392 1.76739
30470 60.94 1.74 1.76739
30480 60.96 1.70336 1.76739
30490 60.98 1.77646 1.76739
30500 61 1.80739 1.76739
30510 61.02 1.74158 1.76739
30520 61.04 1.72301 1.76739
30530 61.06 1.77839 1.76739
30540 61.08 1.76974 1.76739
30550 61.1 1.72274 1.76739
30560 61.12 1.73464 1.76739
30570 61.14 1.86057 1.76739
30580 61.16 1.75744 1.76739
30590 61.18 1.66055 1.76739
30600 61.2 1.75918 1.76244
30610 61.22 1.83764 1.76244
30620 61.24 1.73809 1.76244
30630 61.26 1.697 1.76244
30640 61.28 1.76362 1.76244
30650 61.3 1.79209 1.76244
30660 61.32 1.75499 1.76244
30670 61.34 1.71396 1.76244
30680 61.36 1.76131 1.76244
30690 61.38 1.79386 1.76244
30700 61.4 1.72718 1.76244
30710 61.42 1.70636 1.76244
30720 61.44 1.79146 1.76244
30730 61.46 1.8092 1.76244
30740 61.48 1.72279 1.76244
30750 61.5 1.70361 1.76244
30760 61.52 1.79091 1.76244
30770 61.54 1.81104 1.76244
30780 61.56 1.68287 1.76244
30790 61.58 1.6963 1.76244
30800 61.6 1.81386 1.75748
30810 61.62 1.80614 1.75748
30820 61.64 1.68602 1.75748
30830 61.66 1.68783 1.75748
30840 61.68 1.83315 1.75748
30850 61.7 1.84216 1.75748
30860 61.72 1.62429 1.75748
30870 61.74 1.64931 1.75748
30880 61.76 1.91471 1.75748
30890 61.78 1.79367 1.75748
30900 61.8 1.58257 1.75748
30910 61.82 1.73139 1.75748
30920 61.84 1.87599 1.75748
30930 61.86 1.78154 1.75748
30940 61.88 1.6844 1.75748
30950 61.9 1.68828 1.75748
30960 61.92 1.7958 1.75748
30970 61.94 1.7804 1.75748
30980 61.96 1.74459 1.75748
30990 61.98 1.73057 1.75748
31000 62 1.72175 1.75252
31010 62.02 1.75546 1.75252
31020 62.04 1.78174 1.75252
31030 62.06 1.70563 1.75252
31040 62.08 1.66404 1.75252
31050 62.1 1.90226 1.75252
31060 62.12 1.77587 1.75252
31070 62.14 1.56696 1.75252
31080 62.16 1.74254 1.75252
31090 62.18 1.89751 1.75252
31100 62.2 1.68805 1.75252
31110 62.22 1.63837 1.75252
31120 62.24 1.82256 1.75252
31130 62.26 1.8107 1.75252
31140 62.28 1.68283 1.75252
31150 62.3 1.70744 1.75252
31160 62.32 1.81262 1.75252
31170 62.34 1.76048 1.75252
31180 62.36 1.66068 1.75252
31190 62.38 1.72882 1.75252
31200 62.4 1.82355 1.74756
31210 62.42 1.7363 1.74756
31220 62.44 1.65652 1.74756
31230 62.46 1.76627 1.74756
31240 62.48 1.82482 1.74756
31250 62.5 1.66991 1.74756
31260 62.52 1.65646 1.74756
31270 62.54 1.83847 1.74756
31280 62.56 1.82943 1.74756
31290 62.58 1.64545 1.74756
31300 62.6 1.60788 1.74756
31310 62.62 1.86173 1.74756
31320 62.64 1.87155 1.74756
31330 62.66 1.61075 1.74756
31340 62.68 1.63739 1.74756
31350 62.7 1.86872 1.74756
31360 62.72 1.78475 1.74756
31370 62.74 1.60191 1.74756
31380 62.76 1.72406 1.74756
31390 62.78 1.88972 1.74756
31400 62.8 1.71976 1.74261
31410 62.82 1.61504 1.74261
31420 62.84 1.75895 1.74261
31430 62.86 1.83112 1.74261
31440 62.88 1.66817 1.74261
31450 62.9 1.64019 1.74261
31460 62.92 1.86089 1.74261
31470 62.94 1.77837 1.74261
31480 62.96 1.63744 1.74261
31490 62.98 1.66815 1.74261
31500 63 1.81641 1.74261
31510 63.02 1.80515 1.74261
31520 63.04 1.68025 1.74261
31530 63.06 1.68006 1.74261
31540 63.08 1.76601 1.74261
31550 63.1 1.77195 1.74261
31560 63.12 1.71683 1.74261
31570 63.14 1.70336 1.74261
31580 63.16 1.75372 1.74261
31590 63.18 1.74344 1.74261
31600 63.2 1.69676 1.73765
31610 63.22 1.73013 1.73765
31620 63.24 1.75791 1.73765
31630 63.26 1.72643 1.73765
31640 63.28 1.73943 1.73765
31650 63.3 1.677 1.73765
31660 63.32 1.76385 1.73765
31670 63.34 1.76977 1.73765
31680 63.36 1.65619 1.73765
31690 63.38 1.70675 1.73765
31700 63.4 1.81824 1.73765
31710 63.42 1.76431 1.73765
31720 63.44 1.63326 1.73765
31730 63.46 1.70295 1.73765
31740 63.48 1.83126 1.73765
31750 63.5 1.72229 1.73765
31760 63.52 1.62616 1.73765
31770 63.54 1.74549 1.73765
31780 63.56 1.83023 1.73765
31790 63.58 1.6912 1.73765
31800 63.6 1.62399 1.73269
31810 63.62 1.78738 1.73269
31820 63.64 1.83656 1.73269
31830 63.66 1.61034 1.73269
31840 63.68 1.64254 1.73269
31850 63.7 1.87674 1.73269
31860 63.72 1.76214 1.73269
31870 63.74 1.5791 1.73269
31880 63.76 1.70142 1.73269
31890 63.78 1.86749 1.73269
31900 63.8 1.7135 1.73269
31910 63.82 1.60043 1.73269
31920 63.84 1.74313 1.73269
31930 63.86 1.84936 1.73269
31940 63.88 1.67781 1.73269
31950 63.9 1.60026 1.73269
31960 63.92 1.80472 1.73269
31970 63.94 1.85735 1.73269
31980 63.96 1.60346 1.73269
31990 63.98 1.62572 1.73269
32000 64 1.82235 1.72773
32010 64.02 1.75282 1.72773
32020 64.04 1.66031 1.72773
32030 64.06 1.73369 1.72773
32040 64.08 1.78312 1.72773
32050 64.1 1.68442 1.72773
32060 64.12 1.65853 1.72773
32070 64.14 1.74654 1.72773
32080 64.16 1.75 1.72773
32090 64.18 1.70637 1.72773
32100 64.2 1.69891 1.72773
32110 64.22 1.71326 1.72773
32120 64.24 1.74618 1.72773
32130 64.26 1.72166 1.72773
32140 64.28 1.70655 1.72773
32150 64.3 1.72727 1.72773
32160 64.32 1.72177 1.72773
32170 64.34 1.70335 1.72773
32180 64.36 1.72915 1.72773
32190 64.38 1.73503 1.72773
32200 64.4 1.6922 1.72277
32210 64.42 1.70165 1.72277
32220 64.44 1.75357 1.72277
32230 64.46 1.69302 1.72277
32240 64.48 1.6608 1.72277
32250 64.5 1.75057 1.72277
32260 64.52 1.78622 1.72277
32270 64.54 1.68773 1.72277
32280 64.56 1.65149 1.72277
32290 64.58 1.72989 1.72277
32300 64.6 1.75958 1.72277
32310 64.62 1.6973 1.72277
32320 64.64 1.70313 1.72277
32330 64.66 1.72127 1.72277
32340 64.68 1.6895 1.72277
32350 64.7 1.71035 1.72277
32360 64.72 1.72632 1.72277
32370 64.74 1.71235 1.72277
32380 64.76 1.7775 1.72277
32390 64.78 1.69522 1.72277
32400 64.8 1.63256 1.71782
32410 64.82 1.71117 1.71782
32420 64.84 1.77834 1.71782
32430 64.86 1.71403 1.71782
32440 64.88 1.66902 1.71782
32450 64.9 1.69831 1.71782
32460 64.92 1.74481 1.71782
32470 64.94 1.7069 1.71782
32480 64.96 1.69903 1.71782
32490 64.98 1.70257 1.71782
32500 65 1.71962 1.71782
32510 65.02 1.71899 1.71782
32520 65.04 1.69662 1.71782
32530 65.06 1.68757 1.71782
32540 65.08 1.70886 1.71782
32550 65.1 1.72766 1.71782
32560 65.12 1.71245 1.71782
32570 65.14 1.69228 1.71782
32580 65.16 1.7145 1.71782
32590 65.18 1.7585 1.71782
32600 65.2 1.69229 1.71286
32610 65.22 1.65589 1.71286
32620 65.24 1.70851 1.71286
32630 65.26 1.75673 1.71286
32640 65.28 1.68221 1.71286
32650 65.3 1.66505 1.71286
32660 65.32 1.72942 1.71286
32670 65.34 1.74437 1.71286
32680 65.36 1.66225 1.71286
32690 65.38 1.65878 1.71286
32700 65.4 1.74284 1.71286
32710 65.42 1.77014 1.71286
32720 65.44 1.65671 1.71286
32730 65.46 1.63136 1.71286
32740 65.48 1.75939 1.71286
32750 65.5 1.75571 1.71286
32760 65.52 1.65826 1.71286
32770 65.54 1.71614 1.71286
32780 65.56 1.69645 1.71286
32790 65.58 1.7249 1.71286
32800 65.6 1.71887 1.7079
32810 65.62 1.64322 1.7079
32820 65.64 1.67546 1.7079
32830 65.66 1.75792 1.7079
32840 65.68 1.70613 1.7079
32850 65.7 1.66645 1.7079
32860 65.72 1.71246 1.7079
32870 65.74 1.71267 1.7079
32880 65.76 1.65372 1.7079
32890 65.78 1.68692 1.7079
32900 65.8 1.79127 1.7079
32910 65.82 1.69376 1.7079
32920 65.84 1.62388 1.7079
32930 65.86 1.71406 1.7079
32940 65.88 1.74424 1.7079
32950 65.9 1.66774 1.7079
32960 65.92 1.66983 1.7079
32970 65.94 1.73594 1.7079
32980 65.96 1.72637 1.7079
32990 65.98 1.67786 1.7079
33000 66 1.68824 1.70294
33010 66.02 1.69733 1.70294
33020 66.04 1.67717 1.70294
33030 66.06 1.69213 1.70294
33040 66.08 1.70683 1.70294
33050 66.1 1.68104 1.70294
33060 66.12 1.70319 1.70294
33070 66.14 1.7363 1.70294
33080 66.16 1.6888 1.70294
33090 66.18 1.64698 1.70294
33100 66.2 1.69717 1.70294
33110 66.22 1.73113 1.70294
33120 66.24 1.68713 1.70294
33130 66.26 1.67686 1.70294
33140 66.28 1.68173 1.70294
33150 66.3 1.67708 1.70294
33160 66.32 1.75161 1.70294
33170 66.34 1.71204 1.70294
33180 66.36 1.65004 1.70294
33190 66.38 1.69496 1.70294
33200 66.4 1.70644 1.69798
33210 66.42 1.68188 1.69798
33220 66.44 1.65018 1.69798
33230 66.46 1.74889 1.69798
33240 66.48 1.68794 1.69798
33250 66.5 1.62471 1.69798
33260 66.52 1.72293 1.69798
33270 66.54 1.72584 1.69798
33280 66.56 1.67744 1.69798
33290 66.58 1.67788 1.69798
33300 66.6 1.688 1.69798
33310 66.62 1.70521 1.69798
33320 66.64 1.66863 1.69798
33330 66.66 1.66644 1.69798
33340 66.68 1.73068 1.69798
33350 66.7 1.69635 1.69798
33360 66.72 1.64652 1.69798
33370 66.74 1.6931 1.69798
33380 66.76 1.72618 1.69798
33390 66.78 1.66557 1.69798
33400 66.8 1.70674 1.69303
33410 66.82 1.72013 1.69303
33420 66.84 1.62776 1.69303
33430 66.86 1.61292 1.69303
33440 66.88 1.76391 1.69303
33450 66.9 1.78104 1.69303
33460 66.92 1.58655 1.69303
33470 66.94 1.58746 1.69303
33480 66.96 1.80396 1.69303
33490 66.98 1.75646 1.69303
33500 67 1.55655 1.69303
33510 67.02 1.63197 1.69303
33520 67.04 1.8254 1.69303
33530 67.06 1.69297 1.69303
33540 67.08 1.56928 1.69303
33550 67.1 1.71106 1.69303
33560 67.12 1.76884 1.69303
33570 67.14 1.64915 1.69303
33580 67.16 1.61641 1.69303
33590 67.18 1.70023 1.69303
33600 67.2 1.74192 1.68807
33610 67.22 1.69085 1.68807
33620 67.24 1.61727 1.68807
33630 67.26 1.62071 1.68807
33640 67.28 1.75457 1.68807
33650 67.3 1.77897 1.68807
33660 67.32 1.63876 1.68807
33670 67.34 1.55961 1.68807
33680 67.36 1.69982 1.68807
33690 67.38 1.77162 1.68807
33700 67.4 1.65337 1.68807
33710 67.42 1.60988 1.68807
33720 67.44 1.72371 1.68807
33730 67.46 1.74442 1.68807
33740 67.48 1.61086 1.68807
33750 67.5 1.62813 1.68807
33760 67.52 1.76046 1.68807
33770 67.54 1.73405 1.68807
33780 67.56 1.61175 1.68807
33790 67.58 1.61769 1.68807
33800 67.6 1.74626 1.68311
33810 67.62 1.71123 1.68311
33820 67.64 1.5788 1.68311
33830 67.66 1.63529 1.68311
33840 67.68 1.82755 1.68311
33850 67.7 1.70067 1.68311
33860 67.72 1.51402 1.68311
33870 67.74 1.65081 1.68311
33880 67.76 1.83081 1.68311
33890 67.78 1.71004 1.68311
33900 67.8 1.54471 1.68311
33910 67.82 1.63547 1.68311
33920 67.84 1.77735 1.68311
33930 67.86 1.67405 1.68311
33940 67.88 1.5876 1.68311
33950 67.9 1.69808 1.68311
33960 67.92 1.77301 1.68311
33970 67.94 1.64402 1.68311
33980 67.96 1.59 1.68311
33990 67.98 1.6979 1.68311
34000 68 1.72641 1.67815
34010 68.02 1.65698 1.67815
34020 68.04 1.65502 1.67815
34030 68.06 1.66959 1.67815
34040 68.08 1.66847 1.67815
34050 68.1 1.66788 1.67815
34060 68.12 1.67219 1.67815
34070 68.14 1.66805 1.67815
34080 68.16 1.67323 1.67815
34090 68.18 1.66593 1.67815
34100 68.2 1.66264 1.67815
34110 68.22 1.64872 1.67815
34120 68.24 1.70533 1.67815
34130 68.26 1.71656 1.67815
34140 68.28 1.60632 1.67815
34150 68.3 1.63817 1.67815
34160 68.32 1.72248 1.67815
34170 68.34 1.69634 1.67815
34180 68.36 1.65876 1.67815
34190 68.38 1.62275 1.67815
34200 68.4 1.63748 1.67319
34210 68.42 1.73104 1.67319
34220 68.44 1.69104 1.67319
34230 68.46 1.62626 1.67319
34240 68.48 1.63207 1.67319
34250 68.5 1.68252 1.67319
34260 68.52 1.71102 1.67319
34270 68.54 1.65811 1.67319
34280 68.56 1.62572 1.67319
34290 68.58 1.66866 1.67319
34300 68.6 1.68653 1.67319
34310 68.62 1.63995 1.67319
34320 68.64 1.64526 1.67319
34330 68.66 1.71713 1.67319
34340 68.68 1.68181 1.67319
34350 68.7 1.60817 1.67319
34360 68.72 1.63502 1.67319
34370 68.74 1.72555 1.67319
34380 68.76 1.70511 1.67319
34390 68.78 1.60977 1.67319
34400 68.8 1.63272 1.66824
34410 68.82 1.70576 1.66824
34420 68.84 1.66971 1.66824
34430 68.86 1.61677 1.66824
34440 68.88 1.64484 1.66824
34450 68.9 1.69041 1.66824
34460 68.92 1.6615 1.66824
34470 68.94 1.64596 1.66824
34480 68.96 1.71433 1.66824
34490 68.98 1.67378 1.66824
34500 69 1.58134 1.66824
34510 69.02 1.64733 1.66824
34520 69.04 1.72395 1.66824
34530 69.06 1.66278 1.66824
34540 69.08 1.61367 1.66824
34550 69.1 1.65864 1.66824
34560 69.12 1.70601 1.66824
34570 69.14 1.65712 1.66824
34580 69.16 1.60994 1.66824
34590 69.18 1.64438 1.66824
34600 69.2 1.70424 1.66328
34610 69.22 1.66445 1.66328
34620 69.24 1.6117 1.66328
34630 69.26 1.71244 1.66328
34640 69.28 1.70555 1.66328
34650 69.3 1.54593 1.66328
34660 69.32 1.58971 1.66328
34670 69.34 1.76489 1.66328
34680 69.36 1.74865 1.66328
34690 69.38 1.55624 1.66328
34700 69.4 1.559 1.66328
34710 69.42 1.73768 1.66328
34720 69.44 1.73478 1.66328
34730 69.46 1.57303 1.66328
34740 69.48 1.58883 1.66328
34750 69.5 1.73775 1.66328
34760 69.52 1.70294 1.66328
34770 69.54 1.57812 1.66328
34780 69.56 1.60181 1.66328
34790 69.58 1.72254 1.66328
34800 69.6 1.74516 1.65832
34810 69.62 1.56212 1.65832
34820 69.64 1.5838 1.65832
34830 69.66 1.74348 1.65832
34840 69.68 1.68051 1.65832
34850 69.7 1.5668 1.65832
34860 69.72 1.62327 1.65832
34870 69.74 1.71352 1.65832
34880 69.76 1.66815 1.65832
34890 69.78 1.59649 1.65832
34900 69.8 1.65557 1.65832
34910 69.82 1.69378 1.65832
34920 69.84 1.62582 1.65832
34930 69.86 1.62195 1.65832
34940 69.88 1.68234 1.65832
34950 69.9 1.65647 1.65832
34960 69.92 1.63395 1.65832
34970 69.94 1.66247 1.65832
34980 69.96 1.63953 1.65832
34990 69.98 1.60948 1.65832
35000 70 1.73238 1.65336
35010 70.02 1.66542 1.65336
35020 70.04 1.53114 1.65336
35030 70.06 1.61195 1.65336
35040 70.08 1.76486 1.65336
35050 70.1 1.66889 1.65336
35060 70.12 1.54105 1.65336
35070 70.14 1.63821 1.65336
35080 70.16 1.72633 1.65336
35090 70.18 1.68382 1.65336
35100 70.2 1.5597 1.65336
35110 70.22 1.62226 1.65336
35120 70.24 1.72469 1.65336
35130 70.26 1.63078 1.65336
35140 70.28 1.54247 1.65336
35150 70.3 1.67667 1.65336
35160 70.32 1.73133 1.65336
35170 70.34 1.63736 1.65336
35180 70.36 1.6128 1.65336
35190 70.38 1.6341 1.65336
35200 70.4 1.63609 1.6484
35210 70.42 1.63279 1.6484
35220 70.44 1.67897 1.6484
35230 70.46 1.68002 1.6484
35240 70.48 1.58616 1.6484
35250 70.5 1.59338 1.6484
35260 70.52 1.70133 1.6484
35270 70.54 1.65535 1.6484
35280 70.56 1.55654 1.6484
35290 70.58 1.66962 1.6484
35300 70.6 1.71578 1.6484
35310 70.62 1.60997 1.6484
35320 70.64 1.58566 1.6484
35330 70.66 1.63881 1.6484
35340 70.68 1.67296 1.6484
35350 70.7 1.68065 1.6484
35360 70.72 1.63417 1.6484
35370 70.74 1.57642 1.6484
35380 70.76 1.63186 1.6484
35390 70.78 1.69334 1.6484
35400 70.8 1.6509 1.64345
35410 70.82 1.59388 1.64345
35420 70.84 1.61593 1.64345
35430 70.86 1.6869 1.64345
35440 70.88 1.64297 1.64345
35450 70.9 1.5861 1.64345
35460 70.92 1.65249 1.64345
35470 70.94 1.67143 1.64345
35480 70.96 1.5984 1.64345
35490 70.98 1.58407 1.64345
35500 71 1.68382 1.64345
35510 71.02 1.73793 1.64345
35520 71.04 1.56003 1.64345
35530 71.06 1.52667 1.64345
35540 71.08 1.69163 1.64345
35550 71.1 1.74149 1.64345
35560 71.12 1.58431 1.64345
35570 71.14 1.54428 1.64345
35580 71.16 1.69474 1.64345
35590 71.18 1.70551 1.64345
35600 71.2 1.57124 1.63849
35610 71.22 1.57366 1.63849
35620 71.24 1.69977 1.63849
35630 71.26 1.68923 1.63849
35640 71.28 1.53306 1.63849
35650 71.3 1.56751 1.63849
35660 71.32 1.75863 1.63849
35670 71.34 1.67724 1.63849
35680 71.36 1.51431 1.63849
35690 71.38 1.58528 1.63849
35700 71.4 1.7138 1.63849
35710 71.42 1.65489 1.63849
35720 71.44 1.58716 1.63849
35730 71.46 1.59746 1.63849
35740 71.48 1.65943 1.63849
35750 71.5 1.70176 1.63849
35760 71.52 1.60804 1.63849
35770 71.54 1.55755 1.63849
35780 71.56 1.64635 1.63849
35790 71.58 1.68783 1.63849
35800 71.6 1.59816 1.63353
35810 71.62 1.56305 1.63353
35820 71.64 1.67397 1.63353
35830 71.66 1.67869 1.63353
35840 71.68 1.57299 1.63353
35850 71.7 1.60518 1.63353
35860 71.72 1.66434 1.63353
35870 71.74 1.64536 1.63353
35880 71.76 1.58105 1.63353
35890 71.78 1.60998 1.63353
35900 71.8 1.66504 1.63353
35910 71.82 1.60978 1.63353
35920 71.84 1.60041 1.63353
35930 71.86 1.68251 1.63353
35940 71.88 1.63998 1.63353
35950 71.9 1.55915 1.63353
35960 71.92 1.61015 1.63353
35970 71.94 1.67538 1.63353
35980 71.96 1.61246 1.63353
35990 71.98 1.57608 1.63353
36000 72 1.69632 1.62857
36010 72.02 1.64846 1.62857
36020 72.04 1.54931 1.62857
36030 72.06 1.59846 1.62857
36040 72.08 1.68662 1.62857
36050 72.1 1.64108 1.62857
36060 72.12 1.54033 1.62857
36070 72.14 1.58635 1.62857
36080 72.16 1.69923 1.62857
36090 72.18 1.65449 1.62857
36100 72.2 1.59461 1.62857
36110 72.22 1.58393 1.62857
36120 72.24 1.6137 1.62857
36130 72.26 1.64876 1.62857
36140 72.28 1.60859 1.62857
36150 72.3 1.61748 1.62857
36160 72.32 1.6683 1.62857
36170 72.34 1.59712 1.62857
36180 72.36 1.58534 1.62857
36190 72.38 1.63236 1.62857
36200 72.4 1.63181 1.62361
36210 72.42 1.61283 1.62361
36220 72.44 1.59518 1.62361
36230 72.46 1.62657 1.62361
36240 72.48 1.64004 1.62361
36250 72.5 1.61672 1.62361
36260 72.52 1.60599 1.62361
36270 72.54 1.57937 1.62361
36280 72.56 1.59715 1.62361
36290 72.58 1.655 1.62361
36300 72.6 1.64494 1.62361
36310 72.62 1.60921 1.62361
36320 72.64 1.61636 1.62361
36330 72.66 1.61056 1.62361
36340 72.68 1.58089 1.62361
36350 72.7 1.59118 1.62361
36360 72.72 1.69222 1.62361
36370 72.74 1.64434 1.62361
36380 72.76 1.51342 1.62361
36390 72.78 1.57323 1.62361
36400 72.8 1.73243 1.61866
36410 72.82 1.65742 1.61866
36420 72.84 1.4946 1.61866
36430 72.86 1.59509 1.61866
