0 10 273 44 0.0543307
1 20 273 44 0.445122
2 30 273 44 1.20558
3 40 273 44 1.98178
4 50 273.003 44 2.70747
5 60 273.009 44 3.40969
6 70 273.023 44 4.0564
7 80 273.045 44 4.67552
8 90 273.076 44 5.2577
9 100 273.116 44 5.81407
10 110 273.166 44 6.34512
11 120 273.225 44 6.85351
12 130 273.294 44 7.3428
13 140 273.373 44 7.81263
14 150 273.46 44 8.26681
15 160 273.557 44 8.70441
16 170 273.661 44 9.12851
17 180 273.773 44 9.53849
18 190 273.893 44 9.93656
19 200 274.019 44 10.3225
20 210 274.153 44 10.6979
21 220 274.292 44 11.0629
22 230 274.437 44 11.4185
23 240 274.587 44 11.7651
24 250 274.741 44 12.1032
25 260 274.901 44 12.4336
26 270 275.064 44 12.7565
27 280 275.231 44 13.0725
28 290 275.402 44 13.3818
29 300 275.575 44 13.6852
30 310 275.751 44 13.9826
31 320 275.93 44 14.2746
32 330 276.111 44 14.5614
33 340 276.294 44 14.8433
34 350 276.478 44 15.1205
35 360 276.664 44 15.3933
36 370 276.851 44 15.6619
37 380 277.04 44 15.9266
38 390 277.229 44 16.1874
39 400 277.419 44 16.4445
40 410 277.609 44 16.6982
41 420 277.8 44 16.9485
42 430 277.991 44 17.1956
43 440 278.182 44 17.4396
44 450 278.373 44 17.6807
45 460 278.564 44 17.9188
46 470 278.755 44 18.1542
47 480 278.946 44 18.3869
48 490 279.136 44 18.6169
49 500 279.326 44 18.8445
50 510 279.515 44 19.0695
51 520 279.704 44 19.2922
52 530 279.892 44 19.5125
53 540 280.079 44 19.7305
54 550 280.265 44 19.9464
55 560 280.451 44 20.16
56 570 280.635 44 20.3715
57 580 280.819 44 20.5809
58 590 281.002 44 20.7882
59 600 281.183 44 20.9935
60 610 281.364 44 21.1969
61 620 281.544 44 21.3983
62 630 281.722 44 21.5978
63 640 281.899 44 21.7954
64 650 282.076 44 21.9912
65 660 282.251 44 22.1851
66 670 282.425 44 22.3772
67 680 282.598 44 22.5676
68 690 282.769 44 22.7562
69 700 282.939 44 22.9431
70 710 283.109 44 23.1282
71 720 283.277 44 23.3117
72 730 283.443 44 23.4936
73 740 283.609 44 23.6737
74 750 283.773 44 23.8523
75 760 283.936 44 24.0293
76 770 284.097 44 24.2046
77 780 284.258 44 24.3784
78 790 284.417 44 24.5506
79 800 284.575 44 24.7213
80 810 284.732 44 24.8905
81 820 284.887 44 25.0582
82 830 285.041 44 25.2244
83 840 285.194 44 25.3891
84 850 285.346 44 25.5523
