total_iter,N,S
1517,128,-22.5934
1518,128,-22.5934
1519,128,-22.5934
1520,128,-22.5934
1521,128,-22.5934
1522,128,-22.5934
1523,128,-22.5934
1524,128,-22.5934
1525,128,-22.5934
1526,128,-22.5934
1527,128,-22.5934
1528,128,-22.5934
1529,128,-22.5934
1530,128,-22.5934
1531,128,-22.5934
1532,128,-22.5934
1533,128,-22.5934
1534,128,-22.5934
1535,128,-22.5934
1536,128,-22.5934
1537,128,-22.5934
1538,128,-22.5934
1539,128,-22.5934
1540,128,-22.5934
1541,128,-22.5934
1542,128,-22.5934
1543,128,-22.5934
1544,128,-22.5934
1545,128,-22.5934
1546,128,-22.5934
1547,128,-22.5934
1548,128,-22.5934
1549,128,-22.5934
1550,128,-22.5934
1551,128,-22.5934
1552,128,-22.5934
1553,128,-22.5934
1554,128,-22.5934
1555,128,-22.5934
1556,128,-22.5934
1557,128,-22.5934
1558,128,-22.5934
1559,128,-22.5934
1560,128,-22.5934
1561,128,-22.5934
1562,128,-22.5934
1563,128,-22.5934
1564,128,-22.5934
1565,128,-22.5934
1566,128,-22.5934
1567,128,-22.5934
1568,128,-22.5934
1569,128,-22.5934
1570,128,-22.5934
1571,128,-22.5934
1572,128,-22.5934
1573,128,-22.5934
1574,128,-22.5934
1575,128,-22.5934
1576,128,-22.5934
1577,128,-22.5934
1578,128,-22.5934
1579,128,-22.5934
1580,128,-22.5934
1581,128,-22.5934
1582,128,-22.5934
1583,128,-22.5934
1584,128,-22.5934
1585,128,-22.5934
1586,128,-22.5934
1587,128,-22.5934
1588,128,-22.5934
