iter,max_change,S,max_abs_res,rms_res
482,3.42063e-10,-24.2173,7.72857e-08,3.14613e-08
483,3.35612e-10,-24.2173,7.58551e-08,3.08607e-08
484,3.29302e-10,-24.2173,7.44552e-08,3.02749e-08
485,3.23128e-10,-24.2173,7.30851e-08,2.97034e-08
486,3.17088e-10,-24.2173,7.17443e-08,2.91458e-08
487,3.11177e-10,-24.2173,7.04319e-08,2.86019e-08
488,3.05394e-10,-24.2173,6.91475e-08,2.80712e-08
489,2.99735e-10,-24.2173,6.78902e-08,2.75534e-08
490,2.94197e-10,-24.2173,6.66596e-08,2.70482e-08
491,2.88777e-10,-24.2173,6.54549e-08,2.65553e-08
492,2.83473e-10,-24.2173,6.42755e-08,2.60744e-08
493,2.78282e-10,-24.2173,6.3121e-08,2.56051e-08
494,2.73201e-10,-24.2173,6.19907e-08,2.51472e-08
495,2.68228e-10,-24.2173,6.0884e-08,2.47004e-08
496,2.6336e-10,-24.2173,5.98005e-08,2.42643e-08
497,2.58596e-10,-24.2173,5.87395e-08,2.38387e-08
498,2.53931e-10,-24.2173,5.77006e-08,2.34234e-08
499,2.49365e-10,-24.2173,5.66832e-08,2.3018e-08
500,2.44894e-10,-24.2173,5.56869e-08,2.26223e-08
501,2.40517e-10,-24.2173,5.47112e-08,2.2236e-08
502,2.36232e-10,-24.2173,5.37557e-08,2.1859e-08
503,2.32118e-10,-24.2173,5.28197e-08,2.14909e-08
504,2.28089e-10,-24.2173,5.1903e-08,2.11315e-08
505,2.24143e-10,-24.2173,5.10051e-08,2.07807e-08
506,2.20278e-10,-24.2173,5.01255e-08,2.04381e-08
507,2.16492e-10,-24.2173,4.92639e-08,2.01035e-08
508,2.12782e-10,-24.2173,4.84197e-08,1.97768e-08
509,2.09148e-10,-24.2173,4.75927e-08,1.94577e-08
510,2.05587e-10,-24.2173,4.67825e-08,1.9146e-08
511,2.02163e-10,-24.2173,4.59886e-08,1.88416e-08
512,1.98822e-10,-24.2173,4.52107e-08,1.85442e-08
513,1.95546e-10,-24.2173,4.44485e-08,1.82536e-08
514,1.92335e-10,-24.2173,4.37015e-08,1.79697e-08
515,1.89187e-10,-24.2173,4.29695e-08,1.76923e-08
516,1.86101e-10,-24.2173,4.22522e-08,1.74211e-08
517,1.83076e-10,-24.2173,4.15491e-08,1.71561e-08
518,1.80109e-10,-24.2173,4.08599e-08,1.68971e-08
519,1.772e-10,-24.2173,4.01845e-08,1.66438e-08
520,1.74348e-10,-24.2173,3.95223e-08,1.63963e-08
521,1.71551e-10,-24.2173,3.88733e-08,1.61542e-08
522,1.68808e-10,-24.2173,3.8237e-08,1.59174e-08
523,1.66118e-10,-24.2173,3.76132e-08,1.56859e-08
524,1.6348e-10,-24.2173,3.70016e-08,1.54594e-08
525,1.60892e-10,-24.2173,3.6402e-08,1.52378e-08
526,1.58353e-10,-24.2173,3.5814e-08,1.5021e-08
527,1.55863e-10,-24.2173,3.52374e-08,1.48088e-08
528,1.53421e-10,-24.2173,3.4676e-08,1.46012e-08
529,1.51025e-10,-24.2173,3.41348e-08,1.4398e-08
530,1.48674e-10,-24.2173,3.36038e-08,1.4199e-08
531,1.46367e-10,-24.2173,3.30828e-08,1.40043e-08
532,1.44104e-10,-24.2173,3.25717e-08,1.38135e-08
533,1.41883e-10,-24.2173,3.20701e-08,1.36267e-08
534,1.39704e-10,-24.2173,3.15779e-08,1.34437e-08
535,1.37566e-10,-24.2173,3.11065e-08,1.32645e-08
536,1.35467e-10,-24.2173,3.06451e-08,1.30889e-08
537,1.33407e-10,-24.2173,3.0192e-08,1.29168e-08
538,1.31385e-10,-24.2173,2.97471e-08,1.27481e-08
539,1.29401e-10,-24.2173,2.93103e-08,1.25828e-08
540,1.27453e-10,-24.2173,2.88812e-08,1.24207e-08
541,1.25541e-10,-24.2173,2.84598e-08,1.22617e-08
542,1.23664e-10,-24.2173,2.8046e-08,1.21059e-08
543,1.21821e-10,-24.2173,2.76395e-08,1.1953e-08
544,1.20011e-10,-24.2173,2.72402e-08,1.1803e-08
545,1.18235e-10,-24.2173,2.6848e-08,1.16558e-08
546,1.1649e-10,-24.2173,2.64627e-08,1.15114e-08
547,1.14777e-10,-24.2173,2.60841e-08,1.13697e-08
548,1.13095e-10,-24.2173,2.57122e-08,1.12306e-08
549,1.11442e-10,-24.2173,2.53468e-08,1.1094e-08
550,1.0982e-10,-24.2173,2.49877e-08,1.09598e-08
551,1.08259e-10,-24.2173,2.46349e-08,1.08281e-08
552,1.06735e-10,-24.2173,2.42882e-08,1.06987e-08
553,1.05238e-10,-24.2173,2.39474e-08,1.05716e-08
554,1.03766e-10,-24.2173,2.36126e-08,1.04467e-08
555,1.0232e-10,-24.2173,2.32834e-08,1.0324e-08
556,1.0093e-10,-24.2173,2.29599e-08,1.02033e-08
557,9.95741e-11,-24.2173,2.26419e-08,1.00848e-08
558,9.82401e-11,-24.2173,2.23293e-08,9.96817e-09
559,9.6928e-11,-24.2173,2.20219e-08,9.85353e-09
560,9.56373e-11,-24.2173,2.17198e-08,9.74077e-09
561,9.43677e-11,-24.2173,2.14228e-08,9.62987e-09
562,9.31187e-11,-24.2173,2.11307e-08,9.52076e-09
563,9.189e-11,-24.2173,2.08435e-08,9.41341e-09
564,9.06811e-11,-24.2173,2.05611e-08,9.30776e-09
565,8.94915e-11,-24.2173,2.02834e-08,9.20379e-09
566,8.83211e-11,-24.2173,2.00103e-08,9.10144e-09
567,8.71695e-11,-24.2173,1.97416e-08,9.00068e-09
568,8.60361e-11,-24.2173,1.94774e-08,8.90146e-09
569,8.49207e-11,-24.2173,1.92175e-08,8.80376e-09
570,8.38231e-11,-24.2173,1.89629e-08,8.70752e-09
571,8.27426e-11,-24.2173,1.87186e-08,8.61273e-09
572,8.16792e-11,-24.2173,1.84781e-08,8.51934e-09
573,8.06325e-11,-24.2173,1.82415e-08,8.42733e-09
574,7.9602e-11,-24.2173,1.80085e-08,8.33665e-09
575,7.85877e-11,-24.2173,1.77859e-08,8.24729e-09
576,7.7589e-11,-24.2173,1.7567e-08,8.1592e-09
577,7.66059e-11,-24.2173,1.73514e-08,8.07236e-09
578,7.56378e-11,-24.2173,1.7139e-08,7.98674e-09
579,7.46847e-11,-24.2173,1.69297e-08,7.90231e-09
580,7.37461e-11,-24.2173,1.67235e-08,7.81905e-09
581,7.28219e-11,-24.2173,1.65203e-08,7.73693e-09
582,7.19117e-11,-24.2173,1.63201e-08,7.65593e-09
583,7.10152e-11,-24.2173,1.61228e-08,7.57602e-09
584,7.01324e-11,-24.2173,1.59284e-08,7.49718e-09
585,6.92628e-11,-24.2173,1.57368e-08,7.41939e-09
586,6.84064e-11,-24.2173,1.55479e-08,7.34262e-09
587,6.75625e-11,-24.2173,1.53618e-08,7.26685e-09
588,6.67315e-11,-24.2173,1.51783e-08,7.19206e-09
589,6.59127e-11,-24.2173,1.49975e-08,7.11824e-09
590,6.51237e-11,-24.2173,1.48192e-08,7.04535e-09
591,6.43515e-11,-24.2173,1.46436e-08,6.9734e-09
592,6.35901e-11,-24.2173,1.44702e-08,6.90234e-09
593,6.28478e-11,-24.2173,1.42995e-08,6.83217e-09
594,6.21304e-11,-24.2173,1.41311e-08,6.76287e-09
595,6.14226e-11,-24.2173,1.3965e-08,6.69443e-09
596,6.07243e-11,-24.2173,1.38014e-08,6.62682e-09
597,6.00353e-11,-24.2173,1.36399e-08,6.56003e-09
598,5.93555e-11,-24.2173,1.34807e-08,6.49405e-09
599,5.86847e-11,-24.2173,1.33237e-08,6.42886e-09
600,5.80227e-11,-24.2173,1.31689e-08,6.36445e-09
601,5.73693e-11,-24.2173,1.30162e-08,6.30079e-09
602,5.67246e-11,-24.2173,1.28656e-08,6.23789e-09
603,5.60884e-11,-24.2173,1.2717e-08,6.17572e-09
604,5.54604e-11,-24.2173,1.25706e-08,6.11427e-09
605,5.48405e-11,-24.2173,1.2426e-08,6.05353e-09
606,5.42288e-11,-24.2173,1.22834e-08,5.99349e-09
607,5.36249e-11,-24.2173,1.21428e-08,5.93414e-09
608,5.30287e-11,-24.2173,1.20041e-08,5.87546e-09
609,5.24405e-11,-24.2173,1.18704e-08,5.81744e-09
610,5.18595e-11,-24.2173,1.17389e-08,5.76007e-09
611,5.1286e-11,-24.2173,1.16091e-08,5.70335e-09
612,5.07199e-11,-24.2173,1.14844e-08,5.64725e-09
613,5.0161e-11,-24.2173,1.13615e-08,5.59178e-09
614,4.96092e-11,-24.2173,1.124e-08,5.53692e-09
615,4.90641e-11,-24.2173,1.11201e-08,5.48266e-09
616,4.85263e-11,-24.2173,1.10016e-08,5.42899e-09
617,4.79949e-11,-24.2173,1.08844e-08,5.3759e-09
618,4.74704e-11,-24.2173,1.07687e-08,5.32339e-09
619,4.69523e-11,-24.2173,1.06544e-08,5.27145e-09
620,4.64406e-11,-24.2173,1.05415e-08,5.22006e-09
621,4.59355e-11,-24.2173,1.04298e-08,5.16922e-09
622,4.54367e-11,-24.2173,1.03195e-08,5.11892e-09
623,4.49437e-11,-24.2173,1.02105e-08,5.06916e-09
624,4.44571e-11,-24.2173,1.01027e-08,5.01992e-09
625,4.39764e-11,-24.2173,9.99633e-09,4.97119e-09
