iter,max_change,S,max_abs_res,rms_res
189,4.52362e-08,-23.0586,1.47098e-05,1.70115e-06
190,4.21995e-08,-23.0586,1.31927e-05,1.59609e-06
191,4.05088e-08,-23.0586,1.23642e-05,1.49785e-06
192,3.93962e-08,-23.0586,1.10632e-05,1.40532e-06
193,3.83657e-08,-23.0586,1.06121e-05,1.31602e-06
194,3.72319e-08,-23.0586,9.45944e-06,1.22597e-06
195,3.59981e-08,-23.0586,8.60211e-06,1.13073e-06
196,3.47598e-08,-23.0586,8.23573e-06,1.02849e-06
197,3.35358e-08,-23.0586,7.48002e-06,9.23451e-07
198,3.20102e-08,-23.0586,6.91102e-06,8.27245e-07
199,2.95639e-08,-23.0586,6.11767e-06,7.45603e-07
200,2.57327e-08,-23.0586,5.04849e-06,6.71727e-07
201,2.14067e-08,-23.0586,4.05572e-06,6.03326e-07
202,1.82774e-08,-23.0586,2.85199e-06,5.46453e-07
203,1.63833e-08,-23.0586,1.87782e-06,5.01772e-07
204,1.52697e-08,-23.0586,1.61957e-06,4.62954e-07
205,1.45743e-08,-23.0586,1.41966e-06,4.25468e-07
206,1.39316e-08,-23.0586,1.35616e-06,3.90152e-07
207,1.3123e-08,-23.0586,1.2987e-06,3.59086e-07
208,1.21246e-08,-23.0586,1.24282e-06,3.31999e-07
209,1.10865e-08,-23.0586,1.19712e-06,3.07572e-07
210,1.01826e-08,-23.0586,1.14962e-06,2.85293e-07
211,9.58357e-09,-23.0586,1.10558e-06,2.64995e-07
212,9.06458e-09,-23.0586,1.05656e-06,2.46349e-07
213,8.53535e-09,-23.0586,1.01236e-06,2.2922e-07
214,8.02219e-09,-23.0586,9.66809e-07,2.1358e-07
215,7.51657e-09,-23.0586,9.25981e-07,1.99296e-07
216,7.0522e-09,-23.0586,8.82968e-07,1.86203e-07
217,6.59583e-09,-23.0586,8.44118e-07,1.7417e-07
218,6.17328e-09,-23.0586,8.04004e-07,1.63087e-07
219,5.76284e-09,-23.0586,7.67458e-07,1.52846e-07
220,5.38587e-09,-23.0586,7.29096e-07,1.43351e-07
221,5.01226e-09,-23.0586,6.94597e-07,1.34523e-07
222,4.67874e-09,-23.0586,6.58941e-07,1.26295e-07
223,4.39263e-09,-23.0586,6.26417e-07,1.18602e-07
224,4.1272e-09,-23.0586,5.9276e-07,1.1139e-07
225,3.86991e-09,-23.0586,5.62426e-07,1.04614e-07
226,3.62939e-09,-23.0586,5.31245e-07,9.82354e-08
227,3.39917e-09,-23.0586,5.02729e-07,9.222e-08
228,3.18406e-09,-23.0586,4.7384e-07,8.6541e-08
229,2.97998e-09,-23.0586,4.47596e-07,8.11751e-08
230,2.79023e-09,-23.0586,4.2085e-07,7.61029e-08
231,2.6135e-09,-23.0586,3.96566e-07,7.13087e-08
232,2.45293e-09,-23.0586,3.72123e-07,6.67793e-08
233,2.30889e-09,-23.0586,3.49894e-07,6.25037e-08
234,2.18357e-09,-23.0586,3.27569e-07,5.84725e-08
235,2.06778e-09,-23.0586,3.07338e-07,5.46775e-08
236,1.95434e-09,-23.0586,2.87227e-07,5.11111e-08
237,1.83248e-09,-23.0586,2.68978e-07,4.77658e-08
238,1.70406e-09,-23.0586,2.51025e-07,4.46338e-08
239,1.57022e-09,-23.0586,2.3473e-07,4.17066e-08
240,1.46455e-09,-23.0586,2.18928e-07,3.89752e-08
241,1.36714e-09,-23.0586,2.04594e-07,3.6429e-08
242,1.26366e-09,-23.0586,1.90828e-07,3.4057e-08
243,1.1635e-09,-23.0586,1.78436e-07,3.1847e-08
244,1.08394e-09,-23.0586,1.66676e-07,2.97861e-08
245,1.01301e-09,-23.0586,1.56098e-07,2.78611e-08
246,9.4998e-10,-23.0586,1.46289e-07,2.60588e-08
247,8.9224e-10,-23.0586,1.37498e-07,2.43662e-08
248,8.37911e-10,-23.0586,1.29604e-07,2.27709e-08
249,7.86614e-10,-23.0586,1.22778e-07,2.12608e-08
250,7.37689e-10,-23.0586,1.16489e-07,1.98246e-08
251,6.89952e-10,-23.0586,1.10833e-07,1.84512e-08
252,6.43958e-10,-23.0586,1.05882e-07,1.71294e-08
253,6.00198e-10,-23.0586,1.04531e-07,1.58475e-08
254,5.57153e-10,-23.0586,1.24137e-07,1.45922e-08
255,5.14994e-10,-23.0586,1.12453e-07,1.36286e-08
256,4.87252e-10,-23.0586,6.49267e-08,1.25808e-08
257,4.45113e-10,-23.0586,4.30747e-08,1.16571e-08
258,4.21552e-10,-23.0586,2.728e-08,1.08856e-08
259,3.92018e-10,-23.0586,2.57171e-08,1.01565e-08
260,3.68899e-10,-23.0586,2.40988e-08,9.49386e-09
261,3.44932e-10,-23.0586,2.26725e-08,8.87377e-09
262,3.23529e-10,-23.0586,2.11355e-08,8.29782e-09
263,3.02588e-10,-23.0586,1.96874e-08,7.76001e-09
264,2.82957e-10,-23.0586,1.82704e-08,7.25874e-09
265,2.64337e-10,-23.0586,1.69599e-08,6.79019e-09
266,2.47179e-10,-23.0586,1.56053e-08,6.35244e-09
267,2.31244e-10,-23.0586,1.44426e-08,5.94275e-09
268,2.16587e-10,-23.0586,1.37591e-08,5.5593e-09
269,2.02856e-10,-23.0586,1.30401e-08,5.20012e-09
270,1.89944e-10,-23.0586,1.23513e-08,4.86369e-09
271,1.77656e-10,-23.0586,1.16321e-08,4.54853e-09
272,1.661e-10,-23.0586,1.09487e-08,4.25343e-09
273,1.55162e-10,-23.0586,1.02305e-08,3.97721e-09
274,1.44804e-10,-23.0586,9.55141e-09,3.71884e-09
