iter,max_change,S,max_abs_res,rms_res
44,0.00810644,-22.3279,9.90579,1.21171
45,0.00796531,-22.3509,9.40853,1.16149
46,0.00781876,-22.3721,8.89269,1.11359
47,0.00767202,-22.3916,8.44722,1.06787
48,0.0075214,-22.4096,7.9854,1.0242
49,0.00736411,-22.4261,7.58625,0.982476
50,0.00720471,-22.4414,7.1727,0.94257
51,0.00704276,-22.4554,6.81498,0.90438
52,0.00687867,-22.4683,6.44457,0.867811
53,0.00671432,-22.4801,6.1239,0.832772
54,0.00654351,-22.4909,5.79205,0.799178
55,0.00637369,-22.5009,5.50453,0.766953
56,0.00620446,-22.51,5.20714,0.736024
57,0.0060311,-22.5183,4.94927,0.706325
58,0.00586002,-22.5259,4.68269,0.677794
59,0.00568398,-22.5328,4.45136,0.650376
60,0.00551029,-22.5391,4.21232,0.624018
61,0.00533993,-22.5449,4.00472,0.598672
62,0.00516406,-22.5501,3.79032,0.574293
63,0.00499231,-22.5548,3.60397,0.550841
64,0.00482122,-22.559,3.4116,0.528277
65,0.00464844,-22.5629,3.24426,0.506567
66,0.00448053,-22.5663,3.0716,0.485678
67,0.00431097,-22.5694,2.92129,0.465579
68,0.00414311,-22.5722,2.76627,0.446244
69,0.00398073,-22.5746,2.63119,0.427645
70,0.00381554,-22.5768,2.49195,0.409758
71,0.00365431,-22.5788,2.37053,0.39256
72,0.00349899,-22.5805,2.24542,0.37603
73,0.00334056,-22.582,2.13622,0.360146
74,0.00318846,-22.5833,2.02377,0.344889
75,0.00304055,-22.5845,1.92553,0.330239
76,0.00289124,-22.5855,1.82442,0.31618
77,0.00274859,-22.5864,1.736,0.302692
78,0.00260985,-22.5871,1.64504,0.28976
79,0.00247085,-22.5878,1.56542,0.277366
80,0.00233867,-22.5883,1.48357,0.265495
81,0.00221043,-22.5888,1.41185,0.25413
82,0.00211357,-22.5892,1.33816,0.243255
83,0.00206343,-22.5895,1.27353,0.232855
84,0.00201586,-22.5897,1.20716,0.222914
85,0.00197247,-22.59,1.1489,0.213416
86,0.00193042,-22.5901,1.08909,0.204347
87,0.00188986,-22.5903,1.03655,0.195691
88,0.00185093,-22.5904,0.982642,0.187433
89,0.00181226,-22.5904,0.935232,0.179558
90,0.00177418,-22.5905,0.886623,0.172049
91,0.00173699,-22.5905,0.84383,0.164893
92,0.00170104,-22.5905,0.799981,0.158075
93,0.00166569,-22.5905,0.76134,0.151578
94,0.00163022,-22.5905,0.721771,0.145389
95,0.00159544,-22.5905,0.686866,0.139493
96,0.00156168,-22.5905,0.651146,0.133876
97,0.00152797,-22.5905,0.619607,0.128523
98,0.00149506,-22.5905,0.587351,0.12342
99,0.00146158,-22.5905,0.558842,0.118554
100,0.00142899,-22.5905,0.529705,0.113913
101,0.00139611,-22.5905,0.503929,0.109482
102,0.0013638,-22.5905,0.477603,0.10525
103,0.00133248,-22.5905,0.45429,0.101205
104,0.00130036,-22.5905,0.430497,0.0973352
105,0.00126926,-22.5905,0.409408,0.0936303
106,0.00123737,-22.5905,0.387901,0.0900798
107,0.00120652,-22.5905,0.368819,0.0866739
108,0.00117551,-22.5905,0.349374,0.0834036
109,0.00114471,-22.5905,0.332106,0.0802601
110,0.00111494,-22.5906,0.314522,0.0772356
111,0.00108437,-22.5906,0.298895,0.0743225
112,0.00105485,-22.5906,0.282993,0.0715139
113,0.00102455,-22.5907,0.270571,0.0688036
114,0.000995301,-22.5907,0.262216,0.0661856
115,0.00096651,-22.5908,0.254161,0.0636547
116,0.000937276,-22.5908,0.24599,0.0612061
117,0.000909064,-22.5909,0.238124,0.0588354
118,0.000880131,-22.5909,0.2305,0.0565385
119,0.000852232,-22.591,0.222778,0.0543121
120,0.000824697,-22.591,0.215368,0.0521529
121,0.00079688,-22.5911,0.207827,0.0500581
122,0.00077008,-22.5912,0.200594,0.0480252
123,0.000742798,-22.5912,0.193479,0.046052
124,0.00071624,-22.5913,0.186389,0.0441366
125,0.00069053,-22.5914,0.179588,0.0422772
126,0.000664318,-22.5914,0.17269,0.0404724
127,0.000639128,-22.5915,0.166073,0.0387208
128,0.000614142,-22.5916,0.15963,0.0370212
129,0.000589241,-22.5916,0.153197,0.0353725
130,0.00056535,-22.5917,0.14702,0.0337739
131,0.000541417,-22.5918,0.140876,0.0322244
132,0.000517912,-22.5918,0.134898,0.0307233
133,0.000495405,-22.5919,0.129156,0.0292701
134,0.00047279,-22.592,0.123371,0.027864
135,0.000450763,-22.592,0.117836,0.0265048
136,0.000429723,-22.5921,0.112517,0.0251919
137,0.000408629,-22.5922,0.107163,0.0239249
138,0.000388154,-22.5922,0.102035,0.0227037
139,0.000368652,-22.5923,0.0971307,0.0215277
140,0.000349227,-22.5924,0.0922058,0.0203969
141,0.000330366,-22.5924,0.0875086,0.0193108
142,0.00031246,-22.5925,0.0830087,0.0182691
143,0.000294799,-22.5925,0.0785251,0.0172716
144,0.000277598,-22.5926,0.0742488,0.0163178
145,0.00026133,-22.5926,0.0701436,0.0154074
146,0.000245482,-22.5927,0.066121,0.01454
147,0.000229967,-22.5927,0.0622419,0.0137151
148,0.000215359,-22.5928,0.0585221,0.0129321
149,0.000201327,-22.5928,0.0549577,0.0121905
150,0.0001876,-22.5929,0.0514648,0.0114895
151,0.000174556,-22.5929,0.0481534,0.0108285
152,0.000162312,-22.593,0.0450048,0.0102065
153,0.000150398,-22.593,0.0419462,0.00962266
154,0.000138982,-22.593,0.0390248,0.00907601
155,0.000128362,-22.5931,0.0362332,0.00856543
156,0.000118196,-22.5931,0.0336175,0.00808972
157,0.000108396,-22.5931,0.031074,0.00764759
158,9.93404e-05,-22.5932,0.0286874,0.00723768
159,9.08281e-05,-22.5932,0.0264124,0.0068585
160,8.26673e-05,-22.5932,0.0242875,0.00650852
161,7.50248e-05,-22.5932,0.0222391,0.00618609
162,6.80345e-05,-22.5932,0.0203409,0.00588953
163,6.1376e-05,-22.5933,0.0185373,0.00561711
164,5.51312e-05,-22.5933,0.0168698,0.00536705
165,5.42324e-05,-22.5933,0.0154487,0.00513758
166,5.34261e-05,-22.5933,0.0149691,0.00492694
167,5.26081e-05,-22.5933,0.0145128,0.00473338
168,5.17919e-05,-22.5933,0.0140601,0.00455523
169,5.09719e-05,-22.5934,0.0136322,0.00439087
170,5.01523e-05,-22.5934,0.0132197,0.0042388
171,4.93308e-05,-22.5934,0.0128133,0.00409758
172,4.85068e-05,-22.5934,0.0124233,0.00396591
173,4.76836e-05,-22.5934,0.0120459,0.0038426
174,4.68723e-05,-22.5934,0.0116792,0.00372657
175,4.60793e-05,-22.5934,0.0113191,0.00361688
176,4.53167e-05,-22.5934,0.0109707,0.00351267
177,4.45703e-05,-22.5934,0.0106376,0.00341322
178,4.37905e-05,-22.5934,0.0103072,0.0033179
179,4.301e-05,-22.5934,0.00998596,0.00322618
180,4.2189e-05,-22.5934,0.00967408,0.0031376
181,4.13708e-05,-22.5934,0.00937448,0.0030518
182,4.05144e-05,-22.5934,0.00907976,0.00296846
183,3.96643e-05,-22.5934,0.00879147,0.00288734
184,3.87786e-05,-22.5934,0.00851196,0.00280823
185,3.79025e-05,-22.5934,0.00824202,0.00273098
186,3.69935e-05,-22.5934,0.00798026,0.00265547
187,3.60973e-05,-22.5934,0.00776412,0.0025816
188,3.5171e-05,-22.5934,0.0076398,0.00250931
189,3.42606e-05,-22.5934,0.00749675,0.00243855
190,3.3323e-05,-22.5934,0.00736846,0.00236928
191,3.24041e-05,-22.5934,0.00722316,0.00230148
192,3.14609e-05,-22.5934,0.00709142,0.00223514
193,3.05392e-05,-22.5934,0.00694425,0.00217025
194,2.95962e-05,-22.5934,0.00680959,0.0021068
195,2.8677e-05,-22.5934,0.00666093,0.00204478
196,2.77395e-05,-22.5934,0.00652386,0.0019842
197,2.69227e-05,-22.5934,0.00637413,0.00192506
198,2.61515e-05,-22.5934,0.00623517,0.00186734
199,2.53985e-05,-22.5934,0.00608477,0.00181105
200,2.46618e-05,-22.5934,0.00594445,0.00175618
201,2.39428e-05,-22.5934,0.00579382,0.00170272
202,2.32428e-05,-22.5934,0.00565265,0.00165065
203,2.25615e-05,-22.5934,0.0055022,0.00159996
204,2.18981e-05,-22.5934,0.00536069,0.00155064
205,2.12539e-05,-22.5934,0.00521085,0.00150267
206,2.06259e-05,-22.5934,0.0050695,0.00145602
207,2.00143e-05,-22.5934,0.0049207,0.00141068
208,1.94185e-05,-22.5934,0.00478,0.00136662
209,1.88384e-05,-22.5934,0.00463266,0.00132381
210,1.82736e-05,-22.5934,0.00449308,0.00128224
211,1.77237e-05,-22.5934,0.00434761,0.00124187
212,1.71883e-05,-22.5934,0.0042096,0.00120267
213,1.66671e-05,-22.5934,0.0040664,0.00116462
214,1.61594e-05,-22.5934,0.00393041,0.00112769
215,1.56651e-05,-22.5934,0.00378984,0.00109185
216,1.51835e-05,-22.5934,0.00365628,0.00105707
217,1.47163e-05,-22.5934,0.00351871,0.00102333
218,1.42613e-05,-22.5934,0.00338797,0.000990587
219,1.38198e-05,-22.5934,0.00325375,0.000958825
220,1.33893e-05,-22.5934,0.00312618,0.000928014
221,1.29693e-05,-22.5934,0.00299561,0.000898127
222,1.25596e-05,-22.5934,0.00287155,0.000869138
223,1.21598e-05,-22.5934,0.00274491,0.000841022
224,1.17696e-05,-22.5934,0.00262467,0.000813754
225,1.13885e-05,-22.5934,0.00253729,0.00078731
226,1.10121e-05,-22.5934,0.00245487,0.000761667
227,1.06532e-05,-22.5934,0.00237458,0.000736802
228,1.03109e-05,-22.5934,0.00229627,0.000712692
229,9.98071e-06,-22.5934,0.00221953,0.000689318
230,9.6592e-06,-22.5934,0.00214462,0.000666658
231,9.34491e-06,-22.5934,0.00207126,0.000644693
232,9.03843e-06,-22.5934,0.0020046,0.000623402
233,8.74086e-06,-22.5934,0.00194422,0.000602769
234,8.45265e-06,-22.5934,0.00189287,0.000582773
235,8.1736e-06,-22.5934,0.00183774,0.0005634
236,7.90292e-06,-22.5934,0.00177608,0.00054463
237,7.64104e-06,-22.5934,0.0017084,0.000526448
238,7.38715e-06,-22.5934,0.00164393,0.000508839
239,7.14094e-06,-22.5934,0.00158965,0.000491786
240,6.90221e-06,-22.5934,0.00153754,0.000475274
241,6.67078e-06,-22.5934,0.00148618,0.00045929
242,6.44644e-06,-22.5934,0.00143663,0.000443819
243,6.22903e-06,-22.5934,0.00138851,0.000428846
244,6.01837e-06,-22.5934,0.00134172,0.000414359
245,5.81427e-06,-22.5934,0.00129649,0.000400344
246,5.61658e-06,-22.5934,0.00125268,0.000386788
247,5.42512e-06,-22.5934,0.00121029,0.000373678
248,5.23972e-06,-22.5934,0.00116925,0.000361002
249,5.06024e-06,-22.5934,0.00112949,0.000348747
250,4.88651e-06,-22.5934,0.00109099,0.000336902
251,4.71837e-06,-22.5934,0.00105372,0.000325453
252,4.55567e-06,-22.5934,0.00101765,0.000314389
253,4.39828e-06,-22.5934,0.000982809,0.000303699
254,4.24603e-06,-22.5934,0.000949081,0.00029337
255,4.0988e-06,-22.5934,0.000916437,0.000283287
256,3.95458e-06,-22.5934,0.000884844,0.000273609
257,3.81685e-06,-22.5934,0.000854232,0.000264258
258,3.68305e-06,-22.5934,0.000824628,0.000255219
259,3.55374e-06,-22.5934,0.000795972,0.000246484
260,3.42882e-06,-22.5934,0.00076825,0.000238042
261,3.30799e-06,-22.5934,0.000741424,0.000229886
262,3.19139e-06,-22.5934,0.000715473,0.000222007
263,3.07861e-06,-22.5934,0.000690368,0.000214396
264,2.96952e-06,-22.5934,0.000666084,0.000207044
265,2.86403e-06,-22.5934,0.000642596,0.000199944
266,2.762e-06,-22.5934,0.000619879,0.000193086
267,2.66335e-06,-22.5934,0.00059791,0.000186465
268,2.56796e-06,-22.5934,0.000576665,0.000180072
269,2.47573e-06,-22.5934,0.000556123,0.0001739
270,2.38657e-06,-22.5934,0.000536261,0.000167941
271,2.30038e-06,-22.5934,0.000517058,0.00016219
272,2.21706e-06,-22.5934,0.000498497,0.00015664
273,2.13653e-06,-22.5934,0.000480602,0.000151283
274,2.05869e-06,-22.5934,0.000463304,0.000146114
275,1.98347e-06,-22.5934,0.000446583,0.000141128
276,1.91078e-06,-22.5934,0.000430421,0.000136317
277,1.84054e-06,-22.5934,0.000414801,0.000131676
278,1.77266e-06,-22.5934,0.000399705,0.000127201
279,1.70709e-06,-22.5934,0.00038516,0.000122884
280,1.64373e-06,-22.5934,0.000371105,0.000118723
281,1.58253e-06,-22.5934,0.000357523,0.00011471
282,1.52354e-06,-22.5934,0.0003444,0.000110842
283,1.46661e-06,-22.5934,0.00033172,0.000107114
284,1.41176e-06,-22.5934,0.00031947,0.000103521
285,1.35881e-06,-22.5934,0.000307635,0.000100059
286,1.30766e-06,-22.5934,0.000296202,9.67236e-05
287,1.25827e-06,-22.5934,0.000285159,9.35105e-05
288,1.21057e-06,-22.5934,0.000274492,9.04159e-05
289,1.16451e-06,-22.5934,0.00026419,8.74357e-05
290,1.12003e-06,-22.5934,0.00025424,8.45664e-05
291,1.07708e-06,-22.5934,0.000244631,8.18041e-05
292,1.03561e-06,-22.5934,0.000235352,7.91453e-05
293,9.95577e-07,-22.5934,0.000226392,7.65867e-05
294,9.56929e-07,-22.5934,0.000217741,7.41248e-05
295,9.19622e-07,-22.5934,0.000209418,7.17564e-05
296,8.83611e-07,-22.5934,0.000201386,6.94784e-05
297,8.48854e-07,-22.5934,0.000193631,6.72878e-05
298,8.15308e-07,-22.5934,0.000186145,6.51815e-05
299,7.83053e-07,-22.5934,0.000178924,6.31568e-05
300,7.51987e-07,-22.5934,0.000171979,6.12108e-05
301,7.22104e-07,-22.5934,0.000165275,5.93408e-05
302,6.93267e-07,-22.5934,0.000158804,5.75442e-05
303,6.65441e-07,-22.5934,0.000152559,5.58185e-05
304,6.38593e-07,-22.5934,0.000146531,5.41611e-05
305,6.1269e-07,-22.5934,0.000140715,5.25697e-05
306,5.87701e-07,-22.5934,0.000135102,5.10419e-05
307,5.63594e-07,-22.5934,0.000129687,4.95754e-05
308,5.40341e-07,-22.5934,0.000124461,4.81681e-05
309,5.17913e-07,-22.5934,0.00011942,4.68177e-05
310,4.96282e-07,-22.5934,0.000114557,4.55222e-05
311,4.75436e-07,-22.5934,0.000109884,4.42795e-05
312,4.55439e-07,-22.5934,0.000105384,4.30877e-05
313,4.36246e-07,-22.5934,0.000101044,4.19448e-05
314,4.17763e-07,-22.5934,9.68578e-05,4.08489e-05
315,3.9994e-07,-22.5934,9.28441e-05,3.97982e-05
316,3.82756e-07,-22.5934,8.89741e-05,3.8791e-05
317,3.6619e-07,-22.5934,8.5242e-05,3.78255e-05
318,3.56309e-07,-22.5934,8.16431e-05,3.69e-05
319,3.50501e-07,-22.5934,7.81728e-05,3.60129e-05
320,3.44825e-07,-22.5934,7.50584e-05,3.51626e-05
321,3.39319e-07,-22.5934,7.37585e-05,3.43475e-05
322,3.33925e-07,-22.5934,7.24969e-05,3.35663e-05
323,3.28639e-07,-22.5934,7.1263e-05,3.28173e-05
324,3.23459e-07,-22.5934,7.00561e-05,3.20992e-05
325,3.18382e-07,-22.5934,6.88753e-05,3.14107e-05
326,3.13447e-07,-22.5934,6.772e-05,3.07504e-05
327,3.08625e-07,-22.5934,6.6593e-05,3.01171e-05
328,3.03947e-07,-22.5934,6.54982e-05,2.95094e-05
329,2.99363e-07,-22.5934,6.44269e-05,2.89263e-05
330,2.94864e-07,-22.5934,6.33888e-05,2.83664e-05
331,2.9045e-07,-22.5934,6.2372e-05,2.78289e-05
332,2.86118e-07,-22.5934,6.13758e-05,2.73124e-05
333,2.81896e-07,-22.5934,6.03999e-05,2.68161e-05
334,2.77771e-07,-22.5934,5.94436e-05,2.6339e-05
335,2.73765e-07,-22.5934,5.85097e-05,2.588e-05
336,2.69834e-07,-22.5934,5.76012e-05,2.54383e-05
337,2.65971e-07,-22.5934,5.67128e-05,2.50129e-05
338,2.62176e-07,-22.5934,5.58491e-05,2.46031e-05
339,2.58446e-07,-22.5934,5.50019e-05,2.4208e-05
340,2.5481e-07,-22.5934,5.41707e-05,2.38269e-05
341,2.51252e-07,-22.5934,5.33552e-05,2.3459e-05
342,2.47794e-07,-22.5934,5.25549e-05,2.31037e-05
343,2.44392e-07,-22.5934,5.17751e-05,2.27602e-05
344,2.41045e-07,-22.5934,5.10128e-05,2.24279e-05
345,2.37752e-07,-22.5934,5.02702e-05,2.21063e-05
346,2.34511e-07,-22.5934,4.95434e-05,2.17947e-05
347,2.31356e-07,-22.5934,4.88295e-05,2.14926e-05
348,2.28268e-07,-22.5934,4.8128e-05,2.11995e-05
349,2.25252e-07,-22.5934,4.74387e-05,2.09149e-05
350,2.2228e-07,-22.5934,4.67627e-05,2.06383e-05
351,2.19353e-07,-22.5934,4.61045e-05,2.03694e-05
352,2.1647e-07,-22.5934,4.54599e-05,2.01076e-05
353,2.13633e-07,-22.5934,4.4831e-05,1.98526e-05
354,2.10868e-07,-22.5934,4.42123e-05,1.96041e-05
355,2.08165e-07,-22.5934,4.36037e-05,1.93616e-05
356,2.05509e-07,-22.5934,4.30049e-05,1.91249e-05
357,2.02891e-07,-22.5934,4.24158e-05,1.88937e-05
358,2.00309e-07,-22.5934,4.18413e-05,1.86676e-05
359,1.97763e-07,-22.5934,4.12774e-05,1.84464e-05
360,1.95261e-07,-22.5934,4.07283e-05,1.82298e-05
361,1.92813e-07,-22.5934,4.01876e-05,1.80177e-05
362,1.90424e-07,-22.5934,3.9655e-05,1.78097e-05
363,1.88068e-07,-22.5934,3.91305e-05,1.76056e-05
364,1.85741e-07,-22.5934,3.86138e-05,1.74054e-05
365,1.83445e-07,-22.5934,3.81071e-05,1.72087e-05
366,1.81178e-07,-22.5934,3.76111e-05,1.70155e-05
367,1.78951e-07,-22.5934,3.71262e-05,1.68255e-05
368,1.7677e-07,-22.5934,3.66497e-05,1.66385e-05
369,1.74636e-07,-22.5934,3.61798e-05,1.64546e-05
370,1.72528e-07,-22.5934,3.57165e-05,1.62735e-05
371,1.70445e-07,-22.5934,3.52598e-05,1.60951e-05
372,1.68387e-07,-22.5934,3.48094e-05,1.59193e-05
373,1.66355e-07,-22.5934,3.43694e-05,1.5746e-05
374,1.64354e-07,-22.5934,3.39372e-05,1.5575e-05
375,1.62393e-07,-22.5934,3.3514e-05,1.54064e-05
376,1.60472e-07,-22.5934,3.30963e-05,1.524e-05
377,1.58573e-07,-22.5934,3.26841e-05,1.50757e-05
378,1.56696e-07,-22.5934,3.22773e-05,1.49134e-05
379,1.54841e-07,-22.5934,3.18758e-05,1.47531e-05
380,1.53006e-07,-22.5934,3.14803e-05,1.45948e-05
381,1.51193e-07,-22.5934,3.1093e-05,1.44383e-05
382,1.49416e-07,-22.5934,3.07129e-05,1.42836e-05
383,1.47673e-07,-22.5934,3.0339e-05,1.41307e-05
384,1.45953e-07,-22.5934,2.99698e-05,1.39795e-05
385,1.44252e-07,-22.5934,2.9605e-05,1.38299e-05
386,1.42569e-07,-22.5934,2.92448e-05,1.36819e-05
387,1.40904e-07,-22.5934,2.8889e-05,1.35355e-05
388,1.39258e-07,-22.5934,2.8538e-05,1.33907e-05
389,1.37631e-07,-22.5934,2.81941e-05,1.32473e-05
390,1.36034e-07,-22.5934,2.78559e-05,1.31055e-05
391,1.34467e-07,-22.5934,2.75231e-05,1.2965e-05
392,1.32918e-07,-22.5934,2.71942e-05,1.2826e-05
393,1.31385e-07,-22.5934,2.68692e-05,1.26884e-05
394,1.29867e-07,-22.5934,2.6548e-05,1.25521e-05
395,1.28366e-07,-22.5934,2.62305e-05,1.24172e-05
396,1.26881e-07,-22.5934,2.59168e-05,1.22835e-05
397,1.25411e-07,-22.5934,2.5608e-05,1.21512e-05
398,1.23963e-07,-22.5934,2.5304e-05,1.20202e-05
399,1.22541e-07,-22.5934,2.50057e-05,1.18904e-05
400,1.21138e-07,-22.5934,2.4711e-05,1.17619e-05
401,1.1975e-07,-22.5934,2.44196e-05,1.16346e-05
402,1.18377e-07,-22.5934,2.41315e-05,1.15085e-05
403,1.17017e-07,-22.5934,2.38466e-05,1.13837e-05
404,1.15672e-07,-22.5934,2.3565e-05,1.126e-05
405,1.1434e-07,-22.5934,2.32865e-05,1.11375e-05
406,1.13023e-07,-22.5934,2.30113e-05,1.10161e-05
407,1.11719e-07,-22.5934,2.27411e-05,1.08959e-05
408,1.10438e-07,-22.5934,2.24747e-05,1.07769e-05
409,1.09177e-07,-22.5934,2.22122e-05,1.06589e-05
410,1.07929e-07,-22.5934,2.19526e-05,1.05421e-05
411,1.06694e-07,-22.5934,2.16958e-05,1.04265e-05
412,1.05472e-07,-22.5934,2.14419e-05,1.03119e-05
413,1.04262e-07,-22.5934,2.11907e-05,1.01984e-05
414,1.03065e-07,-22.5934,2.09424e-05,1.0086e-05
415,1.0188e-07,-22.5934,2.06968e-05,9.97467e-06
416,1.00708e-07,-22.5934,2.04539e-05,9.86441e-06
417,9.95473e-08,-22.5934,2.02142e-05,9.75521e-06
418,9.83999e-08,-22.5934,1.9978e-05,9.64707e-06
419,9.72702e-08,-22.5934,1.97455e-05,9.53997e-06
420,9.61575e-08,-22.5934,1.95157e-05,9.43391e-06
421,9.50563e-08,-22.5934,1.92885e-05,9.32888e-06
422,9.39663e-08,-22.5934,1.90638e-05,9.22487e-06
423,9.28876e-08,-22.5934,1.88414e-05,9.12188e-06
424,9.182e-08,-22.5934,1.86215e-05,9.0199e-06
425,9.07635e-08,-22.5934,1.8404e-05,8.91892e-06
426,8.9718e-08,-22.5934,1.81889e-05,8.81894e-06
427,8.86834e-08,-22.5934,1.79762e-05,8.71994e-06
428,8.76597e-08,-22.5934,1.77657e-05,8.62193e-06
429,8.66468e-08,-22.5934,1.75576e-05,8.52488e-06
430,8.56446e-08,-22.5934,1.73526e-05,8.42881e-06
431,8.4653e-08,-22.5934,1.715e-05,8.3337e-06
432,8.36756e-08,-22.5934,1.69505e-05,8.23954e-06
433,8.27124e-08,-22.5934,1.67532e-05,8.14634e-06
434,8.17596e-08,-22.5934,1.6558e-05,8.05407e-06
435,8.08167e-08,-22.5934,1.63649e-05,7.96273e-06
436,7.98838e-08,-22.5934,1.6174e-05,7.87233e-06
437,7.89607e-08,-22.5934,1.59851e-05,7.78284e-06
438,7.80473e-08,-22.5934,1.57983e-05,7.69427e-06
439,7.71437e-08,-22.5934,1.56135e-05,7.60661e-06
440,7.62496e-08,-22.5934,1.54308e-05,7.51985e-06
441,7.53651e-08,-22.5934,1.525e-05,7.43399e-06
442,7.44901e-08,-22.5934,1.50713e-05,7.34901e-06
443,7.36244e-08,-22.5934,1.48946e-05,7.26491e-06
444,7.27681e-08,-22.5934,1.47198e-05,7.18169e-06
445,7.1921e-08,-22.5934,1.45469e-05,7.09933e-06
446,7.10831e-08,-22.5934,1.43765e-05,7.01784e-06
447,7.02543e-08,-22.5934,1.42081e-05,6.9372e-06
448,6.94346e-08,-22.5934,1.4042e-05,6.85741e-06
449,6.86253e-08,-22.5934,1.38778e-05,6.77846e-06
450,6.78272e-08,-22.5934,1.37153e-05,6.70035e-06
451,6.70383e-08,-22.5934,1.35547e-05,6.62306e-06
452,6.6258e-08,-22.5934,1.33958e-05,6.5466e-06
453,6.5486e-08,-22.5934,1.32387e-05,6.47095e-06
454,6.47225e-08,-22.5934,1.30834e-05,6.39611e-06
455,6.39673e-08,-22.5934,1.29297e-05,6.32206e-06
456,6.32203e-08,-22.5934,1.27778e-05,6.24882e-06
457,6.24815e-08,-22.5934,1.26276e-05,6.17636e-06
458,6.17507e-08,-22.5934,1.2479e-05,6.10468e-06
459,6.10281e-08,-22.5934,1.23321e-05,6.03378e-06
460,6.03133e-08,-22.5934,1.21869e-05,5.96364e-06
461,5.96065e-08,-22.5934,1.20433e-05,5.89427e-06
462,5.89075e-08,-22.5934,1.19013e-05,5.82565e-06
463,5.82162e-08,-22.5934,1.17609e-05,5.75778e-06
464,5.75326e-08,-22.5934,1.1622e-05,5.69065e-06
465,5.68566e-08,-22.5934,1.14848e-05,5.62426e-06
466,5.61882e-08,-22.5934,1.13491e-05,5.55859e-06
467,5.55272e-08,-22.5934,1.1215e-05,5.49364e-06
468,5.48736e-08,-22.5934,1.10825e-05,5.42942e-06
469,5.42274e-08,-22.5934,1.09517e-05,5.36589e-06
470,5.35884e-08,-22.5934,1.08224e-05,5.30308e-06
471,5.29566e-08,-22.5934,1.06947e-05,5.24095e-06
472,5.23319e-08,-22.5934,1.05685e-05,5.17952e-06
473,5.17142e-08,-22.5934,1.04437e-05,5.11877e-06
474,5.11036e-08,-22.5934,1.03204e-05,5.05869e-06
475,5.05007e-08,-22.5934,1.01984e-05,4.99929e-06
476,4.99055e-08,-22.5934,1.00778e-05,4.94055e-06
477,4.93173e-08,-22.5934,9.95864e-06,4.88246e-06
478,4.87356e-08,-22.5934,9.84079e-06,4.82503e-06
479,4.81605e-08,-22.5934,9.72428e-06,4.76824e-06
480,4.75919e-08,-22.5934,9.6091e-06,4.71209e-06
481,4.70297e-08,-22.5934,9.49524e-06,4.65658e-06
482,4.64739e-08,-22.5934,9.38268e-06,4.60168e-06
483,4.59244e-08,-22.5934,9.27141e-06,4.54741e-06
484,4.53811e-08,-22.5934,9.16141e-06,4.49375e-06
485,4.48441e-08,-22.5934,9.05268e-06,4.4407e-06
486,4.43131e-08,-22.5934,8.9452e-06,4.38825e-06
487,4.37882e-08,-22.5934,8.83896e-06,4.3364e-06
488,4.32694e-08,-22.5934,8.73394e-06,4.28514e-06
489,4.27564e-08,-22.5934,8.63013e-06,4.23445e-06
490,4.22493e-08,-22.5934,8.52752e-06,4.18435e-06
491,4.17481e-08,-22.5934,8.42609e-06,4.13482e-06
