iter,max_change,S,max_abs_res,rms_res
243,0.0014672,-20.8325,5.33079,2.65986
244,0.00145932,-20.8504,5.30208,2.64551
245,0.00145148,-20.8681,5.27353,2.63124
246,0.00144367,-20.8856,5.24513,2.61704
247,0.00143591,-20.9029,5.21687,2.60293
248,0.0014282,-20.92,5.18877,2.58888
249,0.00142052,-20.937,5.16081,2.57492
250,0.00141288,-20.9538,5.133,2.56103
251,0.00140528,-20.9704,5.10534,2.54721
252,0.00139772,-20.9868,5.07782,2.53347
253,0.0013902,-21.0031,5.05045,2.5198
254,0.00138272,-21.0192,5.02322,2.5062
255,0.00137528,-21.0351,4.99613,2.49268
256,0.00136788,-21.0509,4.96919,2.47924
257,0.00136052,-21.0665,4.94239,2.46586
258,0.0013532,-21.0819,4.91573,2.45256
259,0.00134591,-21.0972,4.88921,2.43932
260,0.00133867,-21.1123,4.86283,2.42616
261,0.00133146,-21.1273,4.83659,2.41307
262,0.00132429,-21.1421,4.81049,2.40006
263,0.00131715,-21.1567,4.78452,2.38711
264,0.00131006,-21.1712,4.75869,2.37423
265,0.001303,-21.1855,4.733,2.36142
266,0.00129598,-21.1997,4.70745,2.34868
267,0.00128899,-21.2138,4.68202,2.33601
268,0.00128205,-21.2277,4.65674,2.3234
269,0.00127514,-21.2415,4.63158,2.31087
270,0.00126826,-21.2551,4.60656,2.2984
271,0.00126142,-21.2685,4.58167,2.286
272,0.00125462,-21.2819,4.55691,2.27366
273,0.00124785,-21.2951,4.53229,2.2614
274,0.00124112,-21.3081,4.50779,2.2492
275,0.00123443,-21.3211,4.48342,2.23706
276,0.00122777,-21.3338,4.45918,2.22499
277,0.00122114,-21.3465,4.43507,2.21298
278,0.00121455,-21.359,4.41109,2.20104
279,0.00120799,-21.3714,4.38723,2.18917
280,0.00120147,-21.3837,4.3635,2.17736
281,0.00119499,-21.3958,4.33989,2.16561
282,0.00118853,-21.4078,4.31641,2.15392
283,0.00118212,-21.4197,4.29305,2.1423
284,0.00117573,-21.4315,4.26982,2.13074
285,0.00116938,-21.4431,4.24671,2.11925
286,0.00116306,-21.4547,4.22372,2.10781
287,0.00115678,-21.4661,4.20085,2.09644
288,0.00115053,-21.4773,4.1781,2.08513
289,0.00114431,-21.4885,4.15548,2.07388
290,0.00113812,-21.4996,4.13297,2.06269
291,0.00113197,-21.5105,4.11058,2.05156
292,0.00112585,-21.5213,4.08831,2.04049
293,0.00111976,-21.532,4.06616,2.02948
294,0.0011137,-21.5427,4.04413,2.01852
295,0.00110768,-21.5531,4.02221,2.00763
296,0.00110169,-21.5635,4.00041,1.9968
297,0.00109573,-21.5738,3.97872,1.98603
298,0.0010898,-21.584,3.95715,1.97531
299,0.0010839,-21.594,3.93569,1.96465
300,0.00107803,-21.604,3.91436,1.95405
301,0.0010722,-21.6139,3.89317,1.9435
302,0.00106639,-21.6236,3.87211,1.93302
303,0.00106062,-21.6333,3.85118,1.92259
304,0.00105487,-21.6428,3.83036,1.91221
305,0.00104916,-21.6523,3.80965,1.90189
306,0.00104348,-21.6616,3.78905,1.89163
307,0.00103782,-21.6709,3.76856,1.88142
308,0.0010322,-21.6801,3.74817,1.87127
309,0.00102661,-21.6892,3.7279,1.86117
310,0.00102104,-21.6981,3.70773,1.85113
311,0.00101551,-21.707,3.68767,1.84114
312,0.00101,-21.7158,3.66771,1.83121
313,0.00100453,-21.7245,3.64786,1.82132
314,0.000999078,-21.7331,3.62811,1.8115
315,0.000993659,-21.7417,3.60847,1.80172
316,0.00098827,-21.7501,3.58893,1.792
317,0.000982908,-21.7585,3.56949,1.78233
318,0.000977575,-21.7667,3.55016,1.77271
319,0.000972271,-21.7749,3.53093,1.76314
320,0.000966994,-21.783,3.5118,1.75363
321,0.000961745,-21.791,3.49277,1.74417
322,0.000956524,-21.7989,3.47384,1.73475
323,0.000951331,-21.8068,3.45502,1.72539
324,0.000946165,-21.8146,3.43629,1.71608
325,0.000941027,-21.8223,3.41766,1.70682
326,0.000935916,-21.8299,3.39913,1.69761
327,0.000930832,-21.8374,3.38069,1.68845
328,0.000925775,-21.8448,3.36236,1.67934
329,0.000920745,-21.8522,3.34412,1.67027
330,0.000915741,-21.8595,3.32598,1.66126
331,0.000910764,-21.8668,3.30793,1.65229
332,0.000905813,-21.8739,3.28998,1.64338
333,0.000900889,-21.881,3.27213,1.63451
334,0.00089599,-21.888,3.25437,1.62569
335,0.000891118,-21.8949,3.2367,1.61692
336,0.000886272,-21.9018,3.21913,1.60819
337,0.000881451,-21.9086,3.20165,1.59951
338,0.000876656,-21.9153,3.18426,1.59088
339,0.000871886,-21.922,3.16696,1.58229
340,0.000867142,-21.9286,3.14976,1.57375
341,0.000862422,-21.9351,3.13264,1.56526
342,0.000857728,-21.9415,3.11562,1.55681
343,0.000853059,-21.9479,3.09869,1.54841
344,0.000848415,-21.9542,3.08185,1.54006
345,0.000843795,-21.9605,3.06509,1.53174
346,0.0008392,-21.9667,3.04843,1.52348
347,0.000834629,-21.9728,3.03185,1.51526
348,0.000830082,-21.9789,3.01537,1.50708
349,0.00082556,-21.9849,2.99897,1.49894
350,0.000821062,-21.9908,2.98265,1.49085
351,0.000816587,-21.9967,2.96642,1.48281
352,0.000812137,-22.0025,2.95028,1.47481
353,0.00080771,-22.0083,2.93423,1.46685
354,0.000803307,-22.014,2.91826,1.45893
355,0.000798927,-22.0197,2.90237,1.45106
356,0.00079457,-22.0252,2.88657,1.44323
357,0.000790237,-22.0308,2.87085,1.43544
358,0.000785926,-22.0363,2.85522,1.42769
359,0.000781639,-22.0417,2.83967,1.41998
360,0.000777374,-22.047,2.8242,1.41232
361,0.000773132,-22.0523,2.80882,1.4047
362,0.000768913,-22.0576,2.79351,1.39712
363,0.000764716,-22.0628,2.77829,1.38958
364,0.000760542,-22.068,2.76315,1.38208
365,0.000756389,-22.0731,2.74809,1.37462
366,0.000752259,-22.0781,2.73311,1.3672
367,0.000748151,-22.0831,2.7182,1.35982
368,0.000744065,-22.088,2.70338,1.35248
369,0.00074,-22.0929,2.68864,1.34518
370,0.000735958,-22.0978,2.67397,1.33792
371,0.000731936,-22.1026,2.65939,1.3307
372,0.000727936,-22.1073,2.64488,1.32352
373,0.000723958,-22.112,2.63045,1.31638
374,0.000720001,-22.1167,2.61609,1.30927
375,0.000716065,-22.1213,2.60181,1.3022
376,0.000712149,-22.1258,2.58761,1.29518
377,0.000708255,-22.1303,2.57348,1.28819
378,0.000704382,-22.1348,2.55943,1.28123
379,0.000700529,-22.1392,2.54545,1.27432
380,0.000696697,-22.1436,2.53155,1.26744
381,0.000692885,-22.1479,2.51772,1.2606
382,0.000689093,-22.1522,2.50397,1.2538
383,0.000685322,-22.1564,2.49028,1.24703
384,0.000681571,-22.1606,2.47667,1.2403
385,0.00067784,-22.1648,2.46314,1.2336
386,0.000674129,-22.1689,2.44967,1.22695
387,0.000670438,-22.173,2.43628,1.22032
388,0.000666766,-22.177,2.42296,1.21374
389,0.000663114,-22.181,2.40971,1.20719
390,0.000659482,-22.185,2.39653,1.20067
391,0.000655869,-22.1889,2.38342,1.19419
392,0.000652275,-22.1927,2.37039,1.18775
393,0.000648701,-22.1966,2.35742,1.18133
394,0.000645146,-22.2004,2.34452,1.17496
395,0.000641609,-22.2041,2.33168,1.16862
396,0.000638092,-22.2078,2.31892,1.16231
397,0.000634593,-22.2115,2.30623,1.15604
398,0.000631114,-22.2152,2.2936,1.1498
399,0.000627652,-22.2188,2.28104,1.14359
400,0.00062421,-22.2223,2.26855,1.13742
401,0.000620785,-22.2259,2.25612,1.13128
402,0.000617379,-22.2294,2.24377,1.12517
403,0.000613992,-22.2328,2.23147,1.1191
404,0.000610622,-22.2363,2.21925,1.11306
405,0.000607271,-22.2397,2.20708,1.10705
406,0.000603937,-22.243,2.19499,1.10108
407,0.000600621,-22.2463,2.18295,1.09513
408,0.000597324,-22.2496,2.17099,1.08922
409,0.000594043,-22.2529,2.15908,1.08334
410,0.000590781,-22.2561,2.14724,1.0775
411,0.000587535,-22.2593,2.13547,1.07168
412,0.000584308,-22.2625,2.12375,1.0659
413,0.000581097,-22.2656,2.1121,1.06014
414,0.000577904,-22.2687,2.10051,1.05442
415,0.000574728,-22.2718,2.08899,1.04873
416,0.000571569,-22.2748,2.07752,1.04307
417,0.000568426,-22.2778,2.06612,1.03744
418,0.000565301,-22.2808,2.05477,1.03184
419,0.000562192,-22.2838,2.04349,1.02627
420,0.000559101,-22.2867,2.03227,1.02073
421,0.000556025,-22.2896,2.02111,1.01522
422,0.000552967,-22.2924,2.01001,1.00974
423,0.000549924,-22.2953,1.99897,1.00429
424,0.000546898,-22.2981,1.98798,0.998871
425,0.000543889,-22.3008,1.97706,0.99348
426,0.000540895,-22.3036,1.9662,0.988118
427,0.000537917,-22.3063,1.95539,0.982784
428,0.000534956,-22.309,1.94464,0.97748
429,0.00053201,-22.3117,1.93395,0.972204
430,0.000529081,-22.3143,1.92331,0.966956
431,0.000526167,-22.3169,1.91274,0.961737
432,0.000523268,-22.3195,1.90222,0.956546
433,0.000520385,-22.3221,1.89175,0.951383
434,0.000517518,-22.3246,1.88135,0.946248
435,0.000514666,-22.3271,1.87099,0.94114
436,0.00051183,-22.3296,1.8607,0.936061
437,0.000509008,-22.3321,1.85046,0.931008
438,0.000506202,-22.3345,1.84027,0.925983
439,0.000503411,-22.3369,1.83014,0.920985
440,0.000500635,-22.3393,1.82006,0.916014
441,0.000497874,-22.3417,1.81023,0.91107
442,0.000495128,-22.344,1.80046,0.906152
443,0.000492397,-22.3463,1.79075,0.901261
444,0.000489707,-22.3486,1.78108,0.896397
445,0.000487053,-22.3509,1.77147,0.891558
446,0.000484432,-22.3531,1.76191,0.886746
447,0.000481824,-22.3554,1.7524,0.88196
448,0.000479231,-22.3576,1.74295,0.877199
449,0.000476651,-22.3598,1.73354,0.872465
450,0.000474085,-22.3619,1.72418,0.867756
451,0.000471534,-22.3641,1.71488,0.863072
452,0.000468995,-22.3662,1.70562,0.858413
453,0.000466471,-22.3683,1.69642,0.85378
454,0.00046396,-22.3704,1.68726,0.849172
455,0.000461462,-22.3724,1.67815,0.844588
456,0.000458978,-22.3745,1.6691,0.84003
457,0.000456507,-22.3765,1.66009,0.835496
458,0.00045405,-22.3785,1.65113,0.830986
459,0.000451605,-22.3805,1.64222,0.826501
460,0.000449174,-22.3824,1.63335,0.82204
461,0.000446756,-22.3844,1.62454,0.817603
462,0.000444351,-22.3863,1.61577,0.81319
463,0.000441958,-22.3882,1.60704,0.808801
464,0.000439579,-22.3901,1.59837,0.804435
465,0.000437212,-22.3919,1.58974,0.800093
466,0.000434859,-22.3938,1.58116,0.795775
467,0.000432517,-22.3956,1.57263,0.791479
468,0.000430189,-22.3974,1.56414,0.787207
469,0.000427872,-22.3992,1.55569,0.782959
470,0.000425569,-22.401,1.54729,0.778733
471,0.000423277,-22.4027,1.53894,0.774529
472,0.000420998,-22.4045,1.53063,0.770349
473,0.000418731,-22.4062,1.52237,0.766191
474,0.000416477,-22.4079,1.51415,0.762056
475,0.000414268,-22.4096,1.50598,0.757942
476,0.000412083,-22.4113,1.49785,0.753851
477,0.00040991,-22.4129,1.48976,0.749783
478,0.000407748,-22.4146,1.48172,0.745736
479,0.000405598,-22.4162,1.47372,0.741711
480,0.00040346,-22.4178,1.46576,0.737707
481,0.000401333,-22.4194,1.45785,0.733726
482,0.000399217,-22.421,1.44998,0.729766
483,0.000397113,-22.4225,1.44227,0.725827
484,0.00039502,-22.4241,1.43466,0.721909
485,0.000392938,-22.4256,1.42709,0.718013
486,0.000390868,-22.4271,1.41956,0.714137
487,0.000388809,-22.4286,1.41207,0.710283
488,0.000386761,-22.4301,1.40462,0.706449
489,0.000384723,-22.4316,1.39722,0.702637
490,0.000382697,-22.433,1.38985,0.698844
491,0.000380682,-22.4345,1.38252,0.695072
492,0.000378677,-22.4359,1.37523,0.691321
493,0.000376684,-22.4373,1.36798,0.68759
494,0.000374701,-22.4387,1.36077,0.683878
495,0.000372728,-22.4401,1.3536,0.680187
496,0.000370766,-22.4415,1.34646,0.676516
497,0.000368815,-22.4428,1.33937,0.672865
498,0.000366874,-22.4442,1.33231,0.669233
499,0.000364944,-22.4455,1.32529,0.665621
500,0.000363024,-22.4469,1.31831,0.662029
501,0.000361114,-22.4482,1.31137,0.658456
502,0.000359215,-22.4495,1.30446,0.654902
503,0.000357326,-22.4508,1.29759,0.651368
504,0.000355447,-22.452,1.29076,0.647852
505,0.000353578,-22.4533,1.28396,0.644355
506,0.000351719,-22.4545,1.2772,0.640878
507,0.00034987,-22.4558,1.27049,0.637419
508,0.000348031,-22.457,1.26381,0.633979
509,0.000346202,-22.4582,1.25717,0.630557
510,0.000344382,-22.4594,1.25057,0.627154
511,0.000342572,-22.4606,1.24401,0.623769
512,0.000340773,-22.4618,1.23748,0.620403
513,0.000338982,-22.4629,1.23099,0.617054
514,0.000337202,-22.4641,1.22453,0.613724
515,0.00033543,-22.4652,1.21811,0.610412
516,0.000333669,-22.4664,1.21172,0.607118
517,0.000331917,-22.4675,1.20536,0.603841
518,0.000330174,-22.4686,1.19904,0.600582
519,0.00032844,-22.4697,1.19276,0.597341
520,0.000326716,-22.4708,1.1865,0.594117
521,0.000325001,-22.4719,1.18028,0.590911
522,0.000323295,-22.4729,1.1741,0.587722
523,0.000321599,-22.474,1.16795,0.58455
524,0.000319911,-22.4751,1.16182,0.581395
525,0.000318233,-22.4761,1.15574,0.578257
526,0.000316563,-22.4771,1.14968,0.575137
527,0.000314902,-22.4781,1.14366,0.572033
528,0.000313251,-22.4792,1.13767,0.568946
529,0.000311608,-22.4802,1.13171,0.565875
530,0.000309974,-22.4811,1.12578,0.562822
531,0.000308349,-22.4821,1.11989,0.559784
532,0.000306732,-22.4831,1.11403,0.556763
533,0.000305124,-22.4841,1.10819,0.553759
534,0.000303525,-22.485,1.10239,0.55077
535,0.000301934,-22.486,1.09662,0.547798
536,0.000300351,-22.4869,1.09088,0.544842
537,0.000298778,-22.4878,1.08517,0.541901
538,0.000297212,-22.4887,1.0795,0.538977
539,0.000295655,-22.4896,1.07385,0.536068
540,0.000294106,-22.4906,1.06823,0.533176
541,0.000292566,-22.4914,1.06264,0.530298
542,0.000291034,-22.4923,1.05709,0.527437
543,0.00028951,-22.4932,1.05156,0.52459
544,0.000287994,-22.4941,1.04606,0.521759
545,0.000286486,-22.4949,1.04059,0.518944
546,0.000284986,-22.4958,1.03515,0.516143
547,0.000283495,-22.4966,1.02974,0.513358
548,0.000282011,-22.4975,1.02436,0.510588
549,0.000280535,-22.4983,1.019,0.507833
550,0.000279067,-22.4991,1.01368,0.505092
551,0.000277607,-22.4999,1.00838,0.502367
552,0.000276155,-22.5007,1.00311,0.499656
553,0.00027471,-22.5015,0.997873,0.49696
554,0.000273273,-22.5023,0.992661,0.494278
555,0.000271844,-22.5031,0.987476,0.491611
556,0.000270423,-22.5039,0.982319,0.488958
557,0.000269009,-22.5046,0.97719,0.48632
558,0.000267602,-22.5054,0.972088,0.483695
559,0.000266203,-22.5061,0.967013,0.481085
560,0.000264812,-22.5069,0.961965,0.478489
561,0.000263428,-22.5076,0.956944,0.475908
562,0.000262051,-22.5084,0.95195,0.47334
563,0.000260682,-22.5091,0.946982,0.470785
564,0.00025932,-22.5098,0.942041,0.468245
565,0.000257965,-22.5105,0.937126,0.465719
566,0.000256618,-22.5112,0.932237,0.463206
567,0.000255277,-22.5119,0.927375,0.460706
568,0.000253944,-22.5126,0.922538,0.458221
569,0.000252618,-22.5133,0.917727,0.455748
570,0.000251299,-22.514,0.912942,0.453289
571,0.000249987,-22.5146,0.908182,0.450843
572,0.000248682,-22.5153,0.903447,0.448411
573,0.000247384,-22.516,0.898737,0.445991
574,0.000246093,-22.5166,0.894053,0.443585
575,0.000244809,-22.5173,0.889394,0.441191
576,0.000243531,-22.5179,0.884759,0.438811
577,0.000242261,-22.5185,0.880149,0.436443
578,0.000240997,-22.5192,0.875563,0.434089
579,0.00023974,-22.5198,0.871002,0.431747
580,0.000238489,-22.5204,0.866465,0.429417
581,0.000237246,-22.521,0.861952,0.4271
582,0.000236009,-22.5216,0.857464,0.424796
583,0.000234778,-22.5222,0.852999,0.422504
584,0.000233554,-22.5228,0.848557,0.420225
