iter,max_change,S,max_abs_res,rms_res
0,0.0213315,-0.933735,19.3209,9.81424
1,0.0208809,-1.82918,18.9113,9.60672
2,0.0204399,-2.68786,18.5103,9.4035
3,0.0200083,-3.51127,18.1177,9.20453
4,0.019586,-4.30087,17.7334,9.00973
5,0.0191729,-5.05805,17.3571,8.81903
6,0.0187689,-5.78415,16.9888,8.63233
7,0.0183739,-6.48044,16.6281,8.44957
8,0.0179876,-7.14817,16.2751,8.27065
9,0.0176099,-7.78852,15.9295,8.09551
10,0.0172406,-8.40261,15.5911,7.92406
11,0.0168795,-8.99154,15.2599,7.75622
12,0.0165264,-9.55634,14.9356,7.59193
13,0.0161811,-10.098,14.6181,7.4311
14,0.0158433,-10.6175,14.3073,7.27366
15,0.0155129,-11.1157,14.0031,7.11955
16,0.0151897,-11.5936,13.7052,6.96869
17,0.0148735,-12.0519,13.4137,6.82102
18,0.014564,-12.4915,13.1351,6.67646
19,0.0142612,-12.9132,12.8659,6.53496
20,0.0139648,-13.3176,12.6023,6.39644
21,0.0136747,-13.7055,12.3441,6.26085
22,0.0133907,-14.0777,12.0913,6.12813
23,0.0131126,-14.4346,11.8437,5.9982
24,0.0128403,-14.777,11.6011,5.87103
25,0.0125737,-15.1055,11.3634,5.74653
26,0.0123126,-15.4205,11.1305,5.62467
27,0.0120569,-15.7228,10.9024,5.50539
28,0.0118065,-16.0128,10.6788,5.38862
29,0.0115612,-16.291,10.4597,5.27432
30,0.0113209,-16.5579,10.2451,5.16244
31,0.0110855,-16.814,10.0347,5.05292
32,0.0108549,-17.0597,9.82845,4.94572
33,0.010629,-17.2955,9.62635,4.84078
34,0.0104076,-17.5217,9.42826,4.73806
35,0.0101908,-17.7387,9.23411,4.63752
36,0.00997836,-17.947,9.0438,4.5391
37,0.0097702,-18.1468,8.85727,4.44276
38,0.00956625,-18.3386,8.67444,4.34845
39,0.00936642,-18.5226,8.49522,4.25615
40,0.00917062,-18.6992,8.31955,4.16579
41,0.00897876,-18.8687,8.14736,4.07735
42,0.00879077,-19.0314,7.97857,3.99077
43,0.00860657,-19.1876,7.81313,3.90603
44,0.00842608,-19.3374,7.65096,3.82308
45,0.00824922,-19.4812,7.492,3.74189
46,0.00807593,-19.6193,7.33618,3.66242
47,0.00790613,-19.7518,7.18346,3.58462
48,0.00773974,-19.8791,7.03376,3.50848
49,0.00757672,-20.0012,6.88703,3.43394
50,0.00741698,-20.1184,6.74321,3.36099
51,0.00726046,-20.231,6.60225,3.28958
52,0.0071071,-20.339,6.46409,3.21968
53,0.00695683,-20.4428,6.32868,3.15126
54,0.0068096,-20.5424,6.19597,3.08429
55,0.00666535,-20.6381,6.06589,3.01874
56,0.00652414,-20.7299,5.93841,2.95457
57,0.00638737,-20.8182,5.81348,2.89177
58,0.00625402,-20.9029,5.69104,2.8303
