total_iter,N,S
334,32,-24.2173
335,32,-24.2173
336,32,-24.2173
337,32,-24.2173
338,32,-24.2173
339,32,-24.2173
340,32,-24.2173
341,32,-24.2173
342,32,-24.2173
343,32,-24.2173
344,32,-24.2173
345,32,-24.2173
346,32,-24.2173
347,32,-24.2173
348,32,-24.2173
349,32,-24.2173
350,32,-24.2173
351,32,-24.2173
352,32,-24.2173
353,32,-24.2173
354,32,-24.2173
355,32,-24.2173
356,32,-24.2173
357,32,-24.2173
358,32,-24.2173
359,32,-24.2173
360,32,-24.2173
361,32,-24.2173
362,32,-24.2173
363,32,-24.2173
364,32,-24.2173
365,32,-24.2173
366,32,-24.2173
367,32,-24.2173
368,32,-24.2173
369,32,-24.2173
370,32,-24.2173
371,32,-24.2173
372,32,-24.2173
373,32,-24.2173
374,32,-24.2173
375,32,-24.2173
376,32,-24.2173
377,32,-24.2173
378,32,-24.2173
379,32,-24.2173
380,32,-24.2173
381,32,-24.2173
382,32,-24.2173
383,32,-24.2173
384,32,-24.2173
385,32,-24.2173
386,32,-24.2173
387,32,-24.2173
388,32,-24.2173
389,32,-24.2173
390,32,-24.2173
391,32,-24.2173
392,32,-24.2173
393,32,-24.2173
394,32,-24.2173
395,32,-24.2173
396,32,-24.2173
397,32,-24.2173
398,32,-24.2173
399,32,-24.2173
400,32,-24.2173
401,32,-24.2173
402,32,-24.2173
403,32,-24.2173
404,32,-24.2173
405,32,-24.2173
406,32,-24.2173
407,32,-24.2173
408,32,-24.2173
409,32,-24.2173
410,32,-24.2173
411,32,-24.2173
412,32,-24.2173
413,32,-24.2173
414,32,-24.2173
415,32,-24.2173
416,32,-24.2173
417,32,-24.2173
418,32,-24.2173
419,32,-24.2173
420,32,-24.2173
421,32,-24.2173
422,32,-24.2173
423,32,-24.2173
424,32,-24.2173
425,32,-24.2173
426,32,-24.2173
427,32,-24.2173
428,32,-24.2173
429,32,-24.2173
430,32,-24.2173
431,32,-24.2173
432,32,-24.2173
433,32,-24.2173
434,32,-24.2173
435,32,-24.2173
436,32,-24.2173
437,64,-23.0613
438,64,-23.0385
439,64,-23.0714
440,64,-23.0368
441,64,-23.0731
442,64,-23.0406
443,64,-23.0696
444,64,-23.0472
445,64,-23.0641
446,64,-23.054
447,64,-23.0592
448,64,-23.0592
449,64,-23.0562
450,64,-23.0619
451,64,-23.0553
452,64,-23.0625
453,64,-23.0561
454,64,-23.0616
455,64,-23.0577
456,64,-23.0602
457,64,-23.0592
458,64,-23.0589
459,64,-23.0603
460,64,-23.0581
461,64,-23.0606
462,64,-23.0578
463,64,-23.0605
464,64,-23.0579
465,64,-23.06
466,64,-23.0582
467,64,-23.0594
468,64,-23.0586
469,64,-23.0589
470,64,-23.0588
471,64,-23.0585
472,64,-23.0588
473,64,-23.0584
474,64,-23.0587
475,64,-23.0583
476,64,-23.0586
477,64,-23.0584
478,64,-23.0585
479,64,-23.0585
480,64,-23.0584
481,64,-23.0585
482,64,-23.0584
483,64,-23.0585
484,64,-23.0584
485,64,-23.0586
486,64,-23.0584
487,64,-23.0586
488,64,-23.0585
489,64,-23.0586
490,64,-23.0585
491,64,-23.0586
492,64,-23.0586
493,64,-23.0586
494,64,-23.0586
495,64,-23.0586
496,64,-23.0586
497,64,-23.0586
498,64,-23.0587
499,64,-23.0587
500,64,-23.0587
501,64,-23.0587
502,64,-23.0587
503,64,-23.0587
504,64,-23.0587
505,64,-23.0587
506,64,-23.0587
507,64,-23.0587
508,64,-23.0587
509,64,-23.0587
510,64,-23.0587
511,64,-23.0587
512,64,-23.0586
513,64,-23.0587
514,64,-23.0586
515,64,-23.0586
516,64,-23.0586
517,64,-23.0586
518,64,-23.0586
519,64,-23.0586
520,64,-23.0586
521,64,-23.0586
522,64,-23.0586
523,64,-23.0586
524,64,-23.0586
525,64,-23.0586
526,64,-23.0586
527,64,-23.0586
528,64,-23.0586
529,64,-23.0586
530,64,-23.0586
531,64,-23.0586
532,64,-23.0586
533,64,-23.0586
534,64,-23.0586
535,64,-23.0586
536,64,-23.0586
537,64,-23.0586
538,64,-23.0586
539,64,-23.0586
540,64,-23.0586
541,64,-23.0586
542,64,-23.0586
543,64,-23.0586
544,64,-23.0586
545,64,-23.0586
546,64,-23.0586
547,64,-23.0586
548,64,-23.0586
549,64,-23.0586
550,64,-23.0586
551,64,-23.0586
552,64,-23.0586
553,64,-23.0586
554,64,-23.0586
555,64,-23.0586
556,64,-23.0586
557,64,-23.0586
558,64,-23.0586
559,64,-23.0586
560,64,-23.0586
561,64,-23.0586
562,64,-23.0586
563,64,-23.0586
564,64,-23.0586
565,64,-23.0586
566,64,-23.0586
567,64,-23.0586
568,64,-23.0586
569,64,-23.0586
570,64,-23.0586
571,64,-23.0586
572,64,-23.0586
573,64,-23.0586
574,64,-23.0586
575,64,-23.0586
576,64,-23.0586
577,64,-23.0586
578,64,-23.0586
579,64,-23.0586
580,64,-23.0586
581,64,-23.0586
582,64,-23.0586
583,64,-23.0586
584,64,-23.0586
585,64,-23.0586
586,64,-23.0586
587,64,-23.0586
588,64,-23.0586
589,64,-23.0586
590,64,-23.0586
591,64,-23.0586
592,64,-23.0586
593,64,-23.0586
594,64,-23.0586
595,64,-23.0586
596,64,-23.0586
597,64,-23.0586
598,64,-23.0586
599,64,-23.0586
600,64,-23.0586
601,64,-23.0586
602,64,-23.0586
603,64,-23.0586
604,64,-23.0586
605,64,-23.0586
606,64,-23.0586
607,64,-23.0586
608,64,-23.0586
609,64,-23.0586
610,64,-23.0586
611,64,-23.0586
612,64,-23.0586
613,64,-23.0586
614,64,-23.0586
615,64,-23.0586
616,64,-23.0586
617,64,-23.0586
618,64,-23.0586
619,64,-23.0586
620,64,-23.0586
621,64,-23.0586
622,64,-23.0586
623,64,-23.0586
624,64,-23.0586
625,64,-23.0586
626,64,-23.0586
627,64,-23.0586
628,64,-23.0586
629,64,-23.0586
630,64,-23.0586
631,64,-23.0586
632,64,-23.0586
633,64,-23.0586
634,64,-23.0586
635,64,-23.0586
636,64,-23.0586
637,64,-23.0586
638,64,-23.0586
639,64,-23.0586
640,64,-23.0586
641,64,-23.0586
642,64,-23.0586
643,64,-23.0586
644,64,-23.0586
645,64,-23.0586
646,64,-23.0586
647,64,-23.0586
648,64,-23.0586
649,64,-23.0586
650,64,-23.0586
651,64,-23.0586
652,64,-23.0586
653,64,-23.0586
654,64,-23.0586
655,64,-23.0586
656,64,-23.0586
657,64,-23.0586
658,64,-23.0586
659,64,-23.0586
660,64,-23.0586
661,64,-23.0586
662,64,-23.0586
663,64,-23.0586
664,64,-23.0586
665,64,-23.0586
666,64,-23.0586
667,64,-23.0586
668,64,-23.0586
669,64,-23.0586
670,64,-23.0586
671,64,-23.0586
672,64,-23.0586
673,64,-23.0586
674,64,-23.0586
675,64,-23.0586
676,64,-23.0586
677,64,-23.0586
678,64,-23.0586
679,64,-23.0586
680,64,-23.0586
681,64,-23.0586
682,64,-23.0586
683,64,-23.0586
684,128,-22.5937
685,128,-22.5907
686,128,-22.5949
687,128,-22.5901
688,128,-22.5955
689,128,-22.59
690,128,-22.5957
691,128,-22.5902
692,128,-22.5955
693,128,-22.5906
694,128,-22.5951
695,128,-22.5911
696,128,-22.5947
697,128,-22.5916
698,128,-22.5943
699,128,-22.5921
700,128,-22.5939
701,128,-22.5926
702,128,-22.5936
703,128,-22.5929
704,128,-22.5934
705,128,-22.5932
706,128,-22.5933
707,128,-22.5933
708,128,-22.5932
709,128,-22.5934
710,128,-22.5932
711,128,-22.5935
712,128,-22.5932
713,128,-22.5935
714,128,-22.5932
715,128,-22.5935
716,128,-22.5932
717,128,-22.5935
718,128,-22.5933
719,128,-22.5935
720,128,-22.5933
721,128,-22.5934
722,128,-22.5934
723,128,-22.5934
724,128,-22.5934
725,128,-22.5934
726,128,-22.5934
727,128,-22.5934
728,128,-22.5934
729,128,-22.5934
730,128,-22.5935
731,128,-22.5934
732,128,-22.5935
733,128,-22.5934
734,128,-22.5935
735,128,-22.5934
736,128,-22.5935
737,128,-22.5934
738,128,-22.5935
739,128,-22.5934
740,128,-22.5935
741,128,-22.5934
742,128,-22.5934
743,128,-22.5934
744,128,-22.5934
745,128,-22.5934
746,128,-22.5934
747,128,-22.5934
748,128,-22.5934
749,128,-22.5934
750,128,-22.5934
751,128,-22.5934
752,128,-22.5934
753,128,-22.5934
754,128,-22.5934
755,128,-22.5934
756,128,-22.5934
757,128,-22.5934
758,128,-22.5934
759,128,-22.5934
760,128,-22.5934
761,128,-22.5934
762,128,-22.5934
763,128,-22.5934
764,128,-22.5934
765,128,-22.5934
766,128,-22.5934
767,128,-22.5934
768,128,-22.5934
769,128,-22.5934
770,128,-22.5934
771,128,-22.5934
772,128,-22.5934
773,128,-22.5934
774,128,-22.5934
775,128,-22.5934
776,128,-22.5934
777,128,-22.5934
778,128,-22.5934
779,128,-22.5934
780,128,-22.5934
781,128,-22.5934
782,128,-22.5934
783,128,-22.5934
784,128,-22.5934
785,128,-22.5934
786,128,-22.5934
787,128,-22.5934
788,128,-22.5934
789,128,-22.5934
790,128,-22.5934
791,128,-22.5934
792,128,-22.5934
793,128,-22.5934
794,128,-22.5934
795,128,-22.5934
796,128,-22.5934
797,128,-22.5934
798,128,-22.5934
799,128,-22.5934
800,128,-22.5934
801,128,-22.5934
802,128,-22.5934
803,128,-22.5934
804,128,-22.5934
805,128,-22.5934
806,128,-22.5934
807,128,-22.5934
808,128,-22.5934
809,128,-22.5934
810,128,-22.5934
811,128,-22.5934
812,128,-22.5934
813,128,-22.5934
814,128,-22.5934
815,128,-22.5934
816,128,-22.5934
817,128,-22.5934
818,128,-22.5934
819,128,-22.5934
820,128,-22.5934
821,128,-22.5934
822,128,-22.5934
823,128,-22.5934
824,128,-22.5934
825,128,-22.5934
826,128,-22.5934
827,128,-22.5934
828,128,-22.5934
829,128,-22.5934
830,128,-22.5934
831,128,-22.5934
832,128,-22.5934
833,128,-22.5934
834,128,-22.5934
835,128,-22.5934
836,128,-22.5934
837,128,-22.5934
838,128,-22.5934
839,128,-22.5934
840,128,-22.5934
841,128,-22.5934
842,128,-22.5934
843,128,-22.5934
844,128,-22.5934
845,128,-22.5934
846,128,-22.5934
847,128,-22.5934
848,128,-22.5934
849,128,-22.5934
850,128,-22.5934
851,128,-22.5934
852,128,-22.5934
853,128,-22.5934
854,128,-22.5934
855,128,-22.5934
856,128,-22.5934
857,128,-22.5934
858,128,-22.5934
859,128,-22.5934
860,128,-22.5934
861,128,-22.5934
862,128,-22.5934
863,128,-22.5934
864,128,-22.5934
865,128,-22.5934
866,128,-22.5934
867,128,-22.5934
868,128,-22.5934
869,128,-22.5934
870,128,-22.5934
871,128,-22.5934
872,128,-22.5934
873,128,-22.5934
874,128,-22.5934
875,128,-22.5934
876,128,-22.5934
877,128,-22.5934
878,128,-22.5934
879,128,-22.5934
880,128,-22.5934
881,128,-22.5934
882,128,-22.5934
883,128,-22.5934
884,128,-22.5934
885,128,-22.5934
886,128,-22.5934
887,128,-22.5934
888,128,-22.5934
889,128,-22.5934
890,128,-22.5934
891,128,-22.5934
892,128,-22.5934
893,128,-22.5934
894,128,-22.5934
895,128,-22.5934
896,128,-22.5934
897,128,-22.5934
898,128,-22.5934
899,128,-22.5934
900,128,-22.5934
901,128,-22.5934
902,128,-22.5934
903,128,-22.5934
904,128,-22.5934
905,128,-22.5934
906,128,-22.5934
907,128,-22.5934
908,128,-22.5934
909,128,-22.5934
910,128,-22.5934
911,128,-22.5934
912,128,-22.5934
913,128,-22.5934
914,128,-22.5934
915,128,-22.5934
916,128,-22.5934
917,128,-22.5934
918,128,-22.5934
919,128,-22.5934
920,128,-22.5934
921,128,-22.5934
922,128,-22.5934
923,128,-22.5934
924,128,-22.5934
925,128,-22.5934
926,128,-22.5934
927,128,-22.5934
928,128,-22.5934
929,128,-22.5934
930,128,-22.5934
931,128,-22.5934
932,128,-22.5934
933,128,-22.5934
934,128,-22.5934
935,128,-22.5934
936,128,-22.5934
937,128,-22.5934
938,128,-22.5934
939,128,-22.5934
940,128,-22.5934
941,128,-22.5934
942,128,-22.5934
943,128,-22.5934
944,128,-22.5934
945,128,-22.5934
946,128,-22.5934
947,128,-22.5934
948,128,-22.5934
949,128,-22.5934
950,128,-22.5934
951,128,-22.5934
952,128,-22.5934
953,128,-22.5934
954,128,-22.5934
955,128,-22.5934
956,128,-22.5934
957,128,-22.5934
958,128,-22.5934
959,128,-22.5934
960,128,-22.5934
961,128,-22.5934
962,128,-22.5934
963,128,-22.5934
964,128,-22.5934
965,128,-22.5934
966,128,-22.5934
967,128,-22.5934
968,128,-22.5934
969,128,-22.5934
970,128,-22.5934
971,128,-22.5934
972,128,-22.5934
973,128,-22.5934
974,128,-22.5934
975,128,-22.5934
976,128,-22.5934
977,128,-22.5934
978,128,-22.5934
979,128,-22.5934
980,128,-22.5934
981,128,-22.5934
982,128,-22.5934
983,128,-22.5934
984,128,-22.5934
985,128,-22.5934
986,128,-22.5934
987,128,-22.5934
988,128,-22.5934
989,128,-22.5934
990,128,-22.5934
991,128,-22.5934
992,128,-22.5934
993,128,-22.5934
994,128,-22.5934
995,128,-22.5934
996,128,-22.5934
997,128,-22.5934
998,128,-22.5934
999,128,-22.5934
1000,128,-22.5934
1001,128,-22.5934
1002,128,-22.5934
1003,128,-22.5934
1004,128,-22.5934
1005,128,-22.5934
1006,128,-22.5934
1007,128,-22.5934
1008,128,-22.5934
1009,128,-22.5934
1010,128,-22.5934
1011,128,-22.5934
1012,128,-22.5934
1013,128,-22.5934
1014,128,-22.5934
1015,128,-22.5934
1016,128,-22.5934
1017,128,-22.5934
1018,128,-22.5934
1019,128,-22.5934
1020,128,-22.5934
1021,128,-22.5934
1022,128,-22.5934
1023,128,-22.5934
1024,128,-22.5934
1025,128,-22.5934
1026,128,-22.5934
1027,128,-22.5934
1028,128,-22.5934
1029,128,-22.5934
1030,128,-22.5934
1031,128,-22.5934
1032,128,-22.5934
1033,128,-22.5934
1034,128,-22.5934
1035,128,-22.5934
1036,128,-22.5934
1037,128,-22.5934
1038,128,-22.5934
1039,128,-22.5934
1040,128,-22.5934
1041,128,-22.5934
1042,128,-22.5934
1043,128,-22.5934
1044,128,-22.5934
1045,128,-22.5934
1046,128,-22.5934
1047,128,-22.5934
1048,128,-22.5934
1049,128,-22.5934
1050,128,-22.5934
1051,128,-22.5934
1052,128,-22.5934
1053,128,-22.5934
1054,128,-22.5934
1055,128,-22.5934
1056,128,-22.5934
1057,128,-22.5934
1058,128,-22.5934
1059,128,-22.5934
1060,128,-22.5934
1061,128,-22.5934
1062,128,-22.5934
1063,128,-22.5934
1064,128,-22.5934
1065,128,-22.5934
1066,128,-22.5934
1067,128,-22.5934
1068,128,-22.5934
1069,128,-22.5934
1070,128,-22.5934
1071,128,-22.5934
1072,128,-22.5934
1073,128,-22.5934
1074,128,-22.5934
1075,128,-22.5934
1076,128,-22.5934
1077,128,-22.5934
1078,128,-22.5934
1079,128,-22.5934
1080,128,-22.5934
1081,128,-22.5934
1082,128,-22.5934
1083,128,-22.5934
1084,128,-22.5934
1085,128,-22.5934
1086,128,-22.5934
1087,128,-22.5934
1088,128,-22.5934
1089,128,-22.5934
1090,128,-22.5934
1091,128,-22.5934
1092,128,-22.5934
1093,128,-22.5934
1094,128,-22.5934
1095,128,-22.5934
1096,128,-22.5934
1097,128,-22.5934
1098,128,-22.5934
1099,128,-22.5934
1100,128,-22.5934
1101,128,-22.5934
1102,128,-22.5934
1103,128,-22.5934
1104,128,-22.5934
1105,128,-22.5934
1106,128,-22.5934
1107,128,-22.5934
1108,128,-22.5934
1109,128,-22.5934
1110,128,-22.5934
1111,128,-22.5934
1112,128,-22.5934
1113,128,-22.5934
1114,128,-22.5934
1115,128,-22.5934
1116,128,-22.5934
1117,128,-22.5934
1118,128,-22.5934
1119,128,-22.5934
1120,128,-22.5934
1121,128,-22.5934
1122,128,-22.5934
1123,128,-22.5934
1124,128,-22.5934
1125,128,-22.5934
1126,128,-22.5934
1127,128,-22.5934
1128,128,-22.5934
1129,128,-22.5934
1130,128,-22.5934
1131,128,-22.5934
1132,128,-22.5934
1133,128,-22.5934
1134,128,-22.5934
1135,128,-22.5934
1136,128,-22.5934
1137,128,-22.5934
1138,128,-22.5934
1139,128,-22.5934
1140,128,-22.5934
1141,128,-22.5934
1142,128,-22.5934
1143,128,-22.5934
1144,128,-22.5934
1145,128,-22.5934
1146,128,-22.5934
1147,128,-22.5934
1148,128,-22.5934
1149,128,-22.5934
1150,128,-22.5934
1151,128,-22.5934
1152,128,-22.5934
1153,128,-22.5934
1154,128,-22.5934
1155,128,-22.5934
1156,128,-22.5934
1157,128,-22.5934
1158,128,-22.5934
1159,128,-22.5934
1160,128,-22.5934
1161,128,-22.5934
1162,128,-22.5934
1163,128,-22.5934
1164,128,-22.5934
1165,128,-22.5934
1166,128,-22.5934
1167,128,-22.5934
1168,128,-22.5934
1169,128,-22.5934
1170,128,-22.5934
1171,128,-22.5934
1172,128,-22.5934
1173,128,-22.5934
1174,128,-22.5934
1175,128,-22.5934
1176,128,-22.5934
1177,128,-22.5934
1178,128,-22.5934
1179,128,-22.5934
1180,128,-22.5934
1181,128,-22.5934
1182,128,-22.5934
1183,128,-22.5934
1184,128,-22.5934
1185,128,-22.5934
1186,128,-22.5934
1187,128,-22.5934
1188,256,-22.3901
1189,256,-22.3897
1190,256,-22.3903
1191,256,-22.3897
1192,256,-22.3903
1193,256,-22.3896
1194,256,-22.3904
1195,256,-22.3896
1196,256,-22.3904
1197,256,-22.3896
1198,256,-22.3904
1199,256,-22.3897
1200,256,-22.3903
1201,256,-22.3897
1202,256,-22.3903
1203,256,-22.3897
1204,256,-22.3903
1205,256,-22.3898
1206,256,-22.3902
1207,256,-22.3898
1208,256,-22.3902
1209,256,-22.3899
1210,256,-22.3902
1211,256,-22.3899
1212,256,-22.3901
1213,256,-22.3899
1214,256,-22.3901
1215,256,-22.39
1216,256,-22.3901
1217,256,-22.39
1218,256,-22.3901
1219,256,-22.39
1220,256,-22.3901
1221,256,-22.39
1222,256,-22.3901
1223,256,-22.39
1224,256,-22.3901
1225,256,-22.39
1226,256,-22.3901
1227,256,-22.39
1228,256,-22.3901
1229,256,-22.39
1230,256,-22.3901
1231,256,-22.39
1232,256,-22.3901
1233,256,-22.3901
1234,256,-22.3901
1235,256,-22.3901
1236,256,-22.3901
1237,256,-22.3901
1238,256,-22.3901
1239,256,-22.3901
1240,256,-22.3901
1241,256,-22.3901
1242,256,-22.3901
1243,256,-22.3901
1244,256,-22.3901
1245,256,-22.3901
1246,256,-22.3901
1247,256,-22.3901
1248,256,-22.3901
1249,256,-22.3901
1250,256,-22.3901
1251,256,-22.3901
1252,256,-22.3901
1253,256,-22.3901
1254,256,-22.3901
1255,256,-22.3901
1256,256,-22.3901
1257,256,-22.3901
1258,256,-22.3901
1259,256,-22.3901
1260,256,-22.3901
1261,256,-22.3901
1262,256,-22.3901
1263,256,-22.3901
1264,256,-22.3901
1265,256,-22.3901
1266,256,-22.3901
1267,256,-22.3901
1268,256,-22.3901
1269,256,-22.3901
1270,256,-22.3901
1271,256,-22.3901
1272,256,-22.3901
1273,256,-22.3901
1274,256,-22.3901
1275,256,-22.3901
1276,256,-22.3901
1277,256,-22.3901
1278,256,-22.3901
1279,256,-22.3901
1280,256,-22.3901
1281,256,-22.3901
1282,256,-22.3901
1283,256,-22.3901
1284,256,-22.3901
1285,256,-22.3901
1286,256,-22.3901
1287,256,-22.3901
1288,256,-22.3901
1289,256,-22.3901
1290,256,-22.3901
1291,256,-22.3901
1292,256,-22.3901
1293,256,-22.3901
1294,256,-22.3901
1295,256,-22.3901
1296,256,-22.3901
1297,256,-22.3901
1298,256,-22.3901
1299,256,-22.3901
1300,256,-22.3901
1301,256,-22.3901
1302,256,-22.3901
1303,256,-22.3901
1304,256,-22.3901
1305,256,-22.3901
1306,256,-22.3901
1307,256,-22.3901
1308,256,-22.3901
1309,256,-22.3901
1310,256,-22.3901
1311,256,-22.3901
1312,256,-22.3901
1313,256,-22.3901
1314,256,-22.3901
1315,256,-22.3901
1316,256,-22.3901
1317,256,-22.3901
1318,256,-22.3901
1319,256,-22.3901
1320,256,-22.3901
1321,256,-22.3901
1322,256,-22.3901
1323,256,-22.3901
1324,256,-22.3901
1325,256,-22.3901
1326,256,-22.3901
1327,256,-22.3901
1328,256,-22.3901
1329,256,-22.3901
1330,256,-22.3901
1331,256,-22.3901
1332,256,-22.3901
1333,256,-22.3901
1334,256,-22.3901
1335,256,-22.3901
1336,256,-22.3901
1337,256,-22.3901
1338,256,-22.3901
1339,256,-22.3901
1340,256,-22.3901
1341,256,-22.3901
1342,256,-22.3901
1343,256,-22.3901
1344,256,-22.3901
1345,256,-22.3901
1346,256,-22.3901
1347,256,-22.3901
1348,256,-22.3901
1349,256,-22.3901
1350,256,-22.3901
1351,256,-22.3901
1352,256,-22.3901
1353,256,-22.3901
1354,256,-22.3901
1355,256,-22.3901
1356,256,-22.3901
1357,256,-22.3901
1358,256,-22.3901
1359,256,-22.3901
1360,256,-22.3901
1361,256,-22.3901
1362,256,-22.3901
1363,256,-22.3901
1364,256,-22.3901
1365,256,-22.3901
1366,256,-22.3901
1367,256,-22.3901
1368,256,-22.3901
1369,256,-22.3901
1370,256,-22.3901
1371,256,-22.3901
1372,256,-22.3901
1373,256,-22.3901
1374,256,-22.3901
