total_iter,N,S
1375,256,-22.3901
1376,256,-22.3901
1377,256,-22.3901
1378,256,-22.3901
1379,256,-22.3901
1380,256,-22.3901
1381,256,-22.3901
1382,256,-22.3901
1383,256,-22.3901
1384,256,-22.3901
1385,256,-22.3901
1386,256,-22.3901
1387,256,-22.3901
1388,256,-22.3901
1389,256,-22.3901
1390,256,-22.3901
1391,256,-22.3901
1392,256,-22.3901
1393,256,-22.3901
1394,256,-22.3901
1395,256,-22.3901
1396,256,-22.3901
1397,256,-22.3901
1398,256,-22.3901
1399,256,-22.3901
1400,256,-22.3901
1401,256,-22.3901
1402,256,-22.3901
1403,256,-22.3901
1404,256,-22.3901
1405,256,-22.3901
1406,256,-22.3901
1407,256,-22.3901
1408,256,-22.3901
1409,256,-22.3901
1410,256,-22.3901
1411,256,-22.3901
1412,256,-22.3901
1413,256,-22.3901
1414,256,-22.3901
1415,256,-22.3901
1416,256,-22.3901
1417,256,-22.3901
1418,256,-22.3901
1419,256,-22.3901
1420,256,-22.3901
1421,256,-22.3901
1422,256,-22.3901
1423,256,-22.3901
1424,256,-22.3901
1425,256,-22.3901
1426,256,-22.3901
1427,256,-22.3901
1428,256,-22.3901
1429,256,-22.3901
1430,256,-22.3901
1431,256,-22.3901
1432,256,-22.3901
1433,256,-22.3901
1434,256,-22.3901
1435,256,-22.3901
1436,256,-22.3901
1437,256,-22.3901
1438,256,-22.3901
1439,256,-22.3901
1440,256,-22.3901
1441,256,-22.3901
1442,256,-22.3901
1443,256,-22.3901
1444,256,-22.3901
1445,256,-22.3901
1446,256,-22.3901
1447,256,-22.3901
1448,256,-22.3901
1449,256,-22.3901
1450,256,-22.3901
1451,256,-22.3901
1452,256,-22.3901
1453,256,-22.3901
1454,256,-22.3901
1455,256,-22.3901
1456,256,-22.3901
1457,256,-22.3901
1458,256,-22.3901
1459,256,-22.3901
1460,256,-22.3901
1461,256,-22.3901
1462,256,-22.3901
1463,256,-22.3901
1464,256,-22.3901
1465,256,-22.3901
1466,256,-22.3901
1467,256,-22.3901
1468,256,-22.3901
1469,256,-22.3901
1470,256,-22.3901
1471,256,-22.3901
1472,256,-22.3901
1473,256,-22.3901
1474,256,-22.3901
1475,256,-22.3901
1476,256,-22.3901
1477,256,-22.3901
1478,256,-22.3901
1479,256,-22.3901
1480,256,-22.3901
1481,256,-22.3901
1482,256,-22.3901
1483,256,-22.3901
1484,256,-22.3901
1485,256,-22.3901
1486,256,-22.3901
1487,256,-22.3901
1488,256,-22.3901
1489,256,-22.3901
1490,256,-22.3901
1491,256,-22.3901
1492,256,-22.3901
1493,256,-22.3901
1494,256,-22.3901
1495,256,-22.3901
1496,256,-22.3901
1497,256,-22.3901
1498,256,-22.3901
1499,256,-22.3901
1500,256,-22.3901
1501,256,-22.3901
1502,256,-22.3901
1503,256,-22.3901
1504,256,-22.3901
1505,256,-22.3901
1506,256,-22.3901
1507,256,-22.3901
1508,256,-22.3901
1509,256,-22.3901
1510,256,-22.3901
1511,256,-22.3901
1512,256,-22.3901
1513,256,-22.3901
1514,256,-22.3901
1515,256,-22.3901
1516,256,-22.3901
1517,256,-22.3901
1518,256,-22.3901
1519,256,-22.3901
1520,256,-22.3901
1521,256,-22.3901
1522,256,-22.3901
1523,256,-22.3901
1524,256,-22.3901
1525,256,-22.3901
1526,256,-22.3901
1527,256,-22.3901
1528,256,-22.3901
1529,256,-22.3901
1530,256,-22.3901
1531,256,-22.3901
1532,256,-22.3901
1533,256,-22.3901
1534,256,-22.3901
1535,256,-22.3901
1536,256,-22.3901
1537,256,-22.3901
1538,256,-22.3901
1539,256,-22.3901
1540,256,-22.3901
1541,256,-22.3901
1542,256,-22.3901
1543,256,-22.3901
1544,256,-22.3901
1545,256,-22.3901
1546,256,-22.3901
1547,256,-22.3901
1548,256,-22.3901
1549,256,-22.3901
1550,256,-22.3901
1551,256,-22.3901
1552,256,-22.3901
1553,256,-22.3901
1554,256,-22.3901
1555,256,-22.3901
1556,256,-22.3901
1557,256,-22.3901
1558,256,-22.3901
1559,256,-22.3901
1560,256,-22.3901
1561,256,-22.3901
1562,256,-22.3901
1563,256,-22.3901
1564,256,-22.3901
1565,256,-22.3901
1566,256,-22.3901
1567,256,-22.3901
1568,256,-22.3901
1569,256,-22.3901
1570,256,-22.3901
1571,256,-22.3901
1572,256,-22.3901
1573,256,-22.3901
1574,256,-22.3901
1575,256,-22.3901
1576,256,-22.3901
1577,256,-22.3901
1578,256,-22.3901
1579,256,-22.3901
1580,256,-22.3901
1581,256,-22.3901
1582,256,-22.3901
1583,256,-22.3901
1584,256,-22.3901
1585,256,-22.3901
1586,256,-22.3901
1587,256,-22.3901
1588,256,-22.3901
1589,256,-22.3901
1590,256,-22.3901
1591,256,-22.3901
1592,256,-22.3901
1593,256,-22.3901
1594,256,-22.3901
1595,256,-22.3901
1596,256,-22.3901
1597,256,-22.3901
1598,256,-22.3901
1599,256,-22.3901
1600,256,-22.3901
1601,256,-22.3901
1602,256,-22.3901
1603,256,-22.3901
1604,256,-22.3901
1605,256,-22.3901
1606,256,-22.3901
1607,256,-22.3901
1608,256,-22.3901
1609,256,-22.3901
1610,256,-22.3901
1611,256,-22.3901
1612,256,-22.3901
1613,256,-22.3901
1614,256,-22.3901
1615,256,-22.3901
1616,256,-22.3901
1617,256,-22.3901
1618,256,-22.3901
1619,256,-22.3901
1620,256,-22.3901
1621,256,-22.3901
1622,256,-22.3901
1623,256,-22.3901
1624,256,-22.3901
1625,256,-22.3901
1626,256,-22.3901
1627,256,-22.3901
1628,256,-22.3901
1629,256,-22.3901
1630,256,-22.3901
1631,256,-22.3901
1632,256,-22.3901
1633,256,-22.3901
1634,256,-22.3901
1635,256,-22.3901
1636,256,-22.3901
1637,256,-22.3901
1638,256,-22.3901
1639,256,-22.3901
1640,256,-22.3901
1641,256,-22.3901
1642,256,-22.3901
1643,256,-22.3901
1644,256,-22.3901
1645,256,-22.3901
1646,256,-22.3901
1647,256,-22.3901
1648,256,-22.3901
1649,256,-22.3901
1650,256,-22.3901
1651,256,-22.3901
1652,256,-22.3901
1653,256,-22.3901
1654,256,-22.3901
1655,256,-22.3901
1656,256,-22.3901
1657,256,-22.3901
1658,256,-22.3901
1659,256,-22.3901
1660,256,-22.3901
1661,256,-22.3901
1662,256,-22.3901
1663,256,-22.3901
1664,256,-22.3901
1665,256,-22.3901
1666,256,-22.3901
1667,256,-22.3901
1668,256,-22.3901
1669,256,-22.3901
1670,256,-22.3901
1671,256,-22.3901
1672,256,-22.3901
1673,256,-22.3901
1674,256,-22.3901
1675,256,-22.3901
1676,256,-22.3901
1677,256,-22.3901
1678,256,-22.3901
1679,256,-22.3901
1680,256,-22.3901
1681,256,-22.3901
1682,256,-22.3901
1683,256,-22.3901
1684,256,-22.3901
1685,256,-22.3901
1686,256,-22.3901
1687,256,-22.3901
1688,256,-22.3901
1689,256,-22.3901
1690,256,-22.3901
1691,256,-22.3901
1692,256,-22.3901
1693,256,-22.3901
1694,256,-22.3901
1695,256,-22.3901
1696,256,-22.3901
1697,256,-22.3901
1698,256,-22.3901
1699,256,-22.3901
1700,256,-22.3901
1701,256,-22.3901
1702,256,-22.3901
1703,256,-22.3901
1704,256,-22.3901
1705,256,-22.3901
1706,256,-22.3901
1707,256,-22.3901
1708,256,-22.3901
1709,256,-22.3901
1710,256,-22.3901
1711,256,-22.3901
1712,256,-22.3901
1713,256,-22.3901
1714,256,-22.3901
1715,256,-22.3901
1716,256,-22.3901
1717,256,-22.3901
1718,256,-22.3901
1719,256,-22.3901
1720,256,-22.3901
1721,256,-22.3901
1722,256,-22.3901
1723,256,-22.3901
1724,256,-22.3901
1725,256,-22.3901
1726,256,-22.3901
1727,256,-22.3901
1728,256,-22.3901
1729,256,-22.3901
1730,256,-22.3901
1731,256,-22.3901
1732,256,-22.3901
1733,256,-22.3901
1734,256,-22.3901
1735,256,-22.3901
1736,256,-22.3901
1737,256,-22.3901
1738,256,-22.3901
1739,256,-22.3901
1740,256,-22.3901
1741,256,-22.3901
1742,256,-22.3901
1743,256,-22.3901
1744,256,-22.3901
1745,256,-22.3901
1746,256,-22.3901
1747,256,-22.3901
1748,256,-22.3901
1749,256,-22.3901
1750,256,-22.3901
1751,256,-22.3901
1752,256,-22.3901
1753,256,-22.3901
1754,256,-22.3901
1755,256,-22.3901
1756,256,-22.3901
1757,256,-22.3901
1758,256,-22.3901
1759,256,-22.3901
1760,256,-22.3901
1761,256,-22.3901
1762,256,-22.3901
1763,256,-22.3901
1764,256,-22.3901
1765,256,-22.3901
1766,256,-22.3901
1767,256,-22.3901
1768,256,-22.3901
1769,256,-22.3901
1770,256,-22.3901
1771,256,-22.3901
1772,256,-22.3901
1773,256,-22.3901
1774,256,-22.3901
1775,256,-22.3901
1776,256,-22.3901
1777,256,-22.3901
1778,256,-22.3901
1779,256,-22.3901
1780,256,-22.3901
1781,256,-22.3901
1782,256,-22.3901
1783,256,-22.3901
1784,256,-22.3901
1785,256,-22.3901
1786,256,-22.3901
1787,256,-22.3901
1788,256,-22.3901
1789,256,-22.3901
1790,256,-22.3901
1791,256,-22.3901
1792,256,-22.3901
1793,256,-22.3901
1794,256,-22.3901
1795,256,-22.3901
1796,256,-22.3901
1797,256,-22.3901
1798,256,-22.3901
1799,256,-22.3901
1800,256,-22.3901
1801,256,-22.3901
1802,256,-22.3901
1803,256,-22.3901
1804,256,-22.3901
1805,256,-22.3901
1806,256,-22.3901
1807,256,-22.3901
1808,256,-22.3901
1809,256,-22.3901
1810,256,-22.3901
1811,256,-22.3901
1812,256,-22.3901
1813,256,-22.3901
1814,256,-22.3901
1815,256,-22.3901
1816,256,-22.3901
1817,256,-22.3901
1818,256,-22.3901
1819,256,-22.3901
1820,256,-22.3901
1821,256,-22.3901
1822,256,-22.3901
1823,256,-22.3901
1824,256,-22.3901
1825,256,-22.3901
1826,256,-22.3901
1827,256,-22.3901
1828,256,-22.3901
1829,256,-22.3901
1830,256,-22.3901
1831,256,-22.3901
1832,256,-22.3901
1833,256,-22.3901
1834,256,-22.3901
1835,256,-22.3901
1836,256,-22.3901
1837,256,-22.3901
1838,256,-22.3901
1839,256,-22.3901
1840,256,-22.3901
1841,256,-22.3901
1842,256,-22.3901
1843,256,-22.3901
1844,256,-22.3901
1845,256,-22.3901
1846,256,-22.3901
1847,256,-22.3901
1848,256,-22.3901
1849,256,-22.3901
1850,256,-22.3901
1851,256,-22.3901
1852,256,-22.3901
1853,256,-22.3901
1854,256,-22.3901
1855,256,-22.3901
1856,256,-22.3901
1857,256,-22.3901
1858,256,-22.3901
1859,256,-22.3901
1860,256,-22.3901
1861,256,-22.3901
1862,256,-22.3901
1863,256,-22.3901
1864,256,-22.3901
1865,256,-22.3901
1866,256,-22.3901
1867,256,-22.3901
1868,256,-22.3901
1869,256,-22.3901
1870,256,-22.3901
1871,256,-22.3901
1872,256,-22.3901
1873,256,-22.3901
1874,256,-22.3901
1875,256,-22.3901
1876,256,-22.3901
1877,256,-22.3901
1878,256,-22.3901
1879,256,-22.3901
1880,256,-22.3901
1881,256,-22.3901
1882,256,-22.3901
1883,256,-22.3901
1884,256,-22.3901
1885,256,-22.3901
1886,256,-22.3901
1887,256,-22.3901
1888,256,-22.3901
1889,256,-22.3901
1890,256,-22.3901
1891,256,-22.3901
1892,256,-22.3901
1893,256,-22.3901
1894,256,-22.3901
1895,256,-22.3901
1896,256,-22.3901
1897,256,-22.3901
1898,256,-22.3901
1899,256,-22.3901
1900,256,-22.3901
1901,256,-22.3901
1902,256,-22.3901
1903,256,-22.3901
1904,256,-22.3901
1905,256,-22.3901
1906,256,-22.3901
1907,256,-22.3901
1908,256,-22.3901
1909,256,-22.3901
1910,256,-22.3901
1911,256,-22.3901
1912,256,-22.3901
1913,256,-22.3901
1914,256,-22.3901
1915,256,-22.3901
1916,256,-22.3901
1917,256,-22.3901
1918,256,-22.3901
1919,256,-22.3901
1920,256,-22.3901
1921,256,-22.3901
1922,256,-22.3901
1923,256,-22.3901
1924,256,-22.3901
1925,256,-22.3901
1926,256,-22.3901
1927,256,-22.3901
1928,256,-22.3901
1929,256,-22.3901
1930,256,-22.3901
1931,256,-22.3901
1932,256,-22.3901
1933,256,-22.3901
1934,256,-22.3901
1935,256,-22.3901
1936,256,-22.3901
1937,256,-22.3901
1938,256,-22.3901
1939,256,-22.3901
1940,256,-22.3901
1941,256,-22.3901
1942,256,-22.3901
1943,256,-22.3901
1944,256,-22.3901
1945,256,-22.3901
1946,256,-22.3901
1947,256,-22.3901
1948,256,-22.3901
1949,256,-22.3901
1950,256,-22.3901
1951,256,-22.3901
1952,256,-22.3901
1953,256,-22.3901
1954,256,-22.3901
1955,256,-22.3901
1956,256,-22.3901
1957,256,-22.3901
1958,256,-22.3901
1959,256,-22.3901
1960,256,-22.3901
1961,256,-22.3901
1962,256,-22.3901
1963,256,-22.3901
1964,256,-22.3901
1965,256,-22.3901
1966,256,-22.3901
1967,256,-22.3901
1968,256,-22.3901
1969,256,-22.3901
1970,256,-22.3901
1971,256,-22.3901
1972,256,-22.3901
1973,256,-22.3901
1974,256,-22.3901
1975,256,-22.3901
1976,256,-22.3901
1977,256,-22.3901
1978,256,-22.3901
1979,256,-22.3901
1980,256,-22.3901
1981,256,-22.3901
1982,256,-22.3901
1983,256,-22.3901
1984,256,-22.3901
1985,256,-22.3901
1986,256,-22.3901
1987,256,-22.3901
1988,256,-22.3901
1989,256,-22.3901
1990,256,-22.3901
1991,256,-22.3901
1992,256,-22.3901
1993,256,-22.3901
1994,256,-22.3901
1995,256,-22.3901
1996,256,-22.3901
1997,256,-22.3901
1998,256,-22.3901
1999,256,-22.3901
2000,256,-22.3901
2001,256,-22.3901
2002,256,-22.3901
2003,256,-22.3901
2004,256,-22.3901
2005,256,-22.3901
2006,256,-22.3901
2007,256,-22.3901
2008,256,-22.3901
2009,256,-22.3901
2010,256,-22.3901
2011,256,-22.3901
2012,256,-22.3901
2013,256,-22.3901
2014,256,-22.3901
2015,256,-22.3901
2016,256,-22.3901
2017,256,-22.3901
2018,256,-22.3901
2019,256,-22.3901
2020,256,-22.3901
2021,256,-22.3901
2022,256,-22.3901
2023,256,-22.3901
2024,256,-22.3901
2025,256,-22.3901
2026,256,-22.3901
2027,256,-22.3901
2028,256,-22.3901
2029,256,-22.3901
2030,256,-22.3901
2031,256,-22.3901
2032,256,-22.3901
2033,256,-22.3901
2034,256,-22.3901
2035,256,-22.3901
2036,256,-22.3901
2037,256,-22.3901
2038,256,-22.3901
2039,256,-22.3901
2040,256,-22.3901
2041,256,-22.3901
2042,256,-22.3901
2043,256,-22.3901
2044,256,-22.3901
2045,256,-22.3901
2046,256,-22.3901
2047,256,-22.3901
2048,256,-22.3901
2049,256,-22.3901
2050,256,-22.3901
2051,256,-22.3901
2052,256,-22.3901
2053,256,-22.3901
2054,256,-22.3901
2055,256,-22.3901
2056,256,-22.3901
2057,256,-22.3901
2058,256,-22.3901
2059,256,-22.3901
2060,256,-22.3901
2061,256,-22.3901
2062,256,-22.3901
2063,256,-22.3901
2064,256,-22.3901
2065,256,-22.3901
2066,256,-22.3901
2067,256,-22.3901
2068,256,-22.3901
2069,256,-22.3901
2070,256,-22.3901
2071,256,-22.3901
2072,256,-22.3901
2073,256,-22.3901
2074,256,-22.3901
2075,256,-22.3901
2076,256,-22.3901
2077,256,-22.3901
2078,256,-22.3901
2079,256,-22.3901
2080,256,-22.3901
2081,256,-22.3901
2082,256,-22.3901
2083,256,-22.3901
2084,256,-22.3901
2085,256,-22.3901
2086,256,-22.3901
2087,256,-22.3901
2088,256,-22.3901
2089,256,-22.3901
2090,256,-22.3901
2091,256,-22.3901
2092,256,-22.3901
2093,256,-22.3901
2094,256,-22.3901
2095,256,-22.3901
2096,256,-22.3901
2097,256,-22.3901
2098,256,-22.3901
2099,256,-22.3901
2100,256,-22.3901
2101,256,-22.3901
2102,256,-22.3901
2103,256,-22.3901
2104,256,-22.3901
2105,256,-22.3901
2106,256,-22.3901
2107,256,-22.3901
2108,256,-22.3901
2109,256,-22.3901
2110,256,-22.3901
2111,256,-22.3901
2112,256,-22.3901
2113,256,-22.3901
2114,256,-22.3901
2115,256,-22.3901
2116,256,-22.3901
2117,256,-22.3901
2118,256,-22.3901
2119,256,-22.3901
2120,256,-22.3901
2121,256,-22.3901
2122,256,-22.3901
2123,256,-22.3901
2124,256,-22.3901
2125,256,-22.3901
2126,256,-22.3901
2127,256,-22.3901
2128,256,-22.3901
2129,256,-22.3901
2130,256,-22.3901
2131,256,-22.3901
2132,256,-22.3901
2133,256,-22.3901
2134,256,-22.3901
2135,256,-22.3901
2136,256,-22.3901
2137,256,-22.3901
2138,256,-22.3901
2139,256,-22.3901
2140,256,-22.3901
2141,256,-22.3901
2142,256,-22.3901
2143,256,-22.3901
2144,256,-22.3901
2145,256,-22.3901
2146,256,-22.3901
2147,256,-22.3901
2148,256,-22.3901
2149,256,-22.3901
2150,256,-22.3901
2151,256,-22.3901
2152,256,-22.3901
2153,256,-22.3901
2154,256,-22.3901
2155,256,-22.3901
2156,256,-22.3901
2157,256,-22.3901
2158,256,-22.3901
2159,256,-22.3901
2160,256,-22.3901
2161,256,-22.3901
2162,256,-22.3901
2163,256,-22.3901
2164,256,-22.3901
2165,256,-22.3901
2166,256,-22.3901
2167,256,-22.3901
2168,256,-22.3901
2169,256,-22.3901
2170,256,-22.3901
2171,256,-22.3901
2172,256,-22.3901
2173,256,-22.3901
2174,256,-22.3901
2175,256,-22.3901
2176,256,-22.3901
2177,256,-22.3901
2178,256,-22.3901
2179,256,-22.3901
2180,256,-22.3901
2181,256,-22.3901
2182,256,-22.3901
2183,256,-22.3901
2184,256,-22.3901
2185,256,-22.3901
2186,256,-22.3901
2187,256,-22.3901
2188,256,-22.3901
2189,256,-22.3901
2190,256,-22.3901
2191,256,-22.3901
2192,256,-22.3901
2193,256,-22.3901
2194,256,-22.3901
2195,256,-22.3901
2196,256,-22.3901
2197,256,-22.3901
2198,256,-22.3901
2199,256,-22.3901
2200,256,-22.3901
2201,256,-22.3901
2202,256,-22.3901
2203,256,-22.3901
2204,256,-22.3901
2205,256,-22.3901
2206,256,-22.3901
2207,256,-22.3901
2208,256,-22.3901
2209,256,-22.3901
2210,256,-22.3901
2211,256,-22.3901
2212,256,-22.3901
2213,256,-22.3901
2214,256,-22.3901
2215,256,-22.3901
2216,256,-22.3901
2217,256,-22.3901
2218,256,-22.3901
2219,256,-22.3901
2220,256,-22.3901
2221,256,-22.3901
2222,256,-22.3901
2223,256,-22.3901
2224,256,-22.3901
2225,256,-22.3901
2226,256,-22.3901
2227,256,-22.3901
2228,256,-22.3901
2229,256,-22.3901
2230,256,-22.3901
2231,256,-22.3901
2232,256,-22.3901
2233,256,-22.3901
2234,256,-22.3901
2235,256,-22.3901
2236,256,-22.3901
2237,256,-22.3901
2238,256,-22.3901
2239,256,-22.3901
2240,256,-22.3901
2241,256,-22.3901
2242,256,-22.3901
2243,256,-22.3901
2244,256,-22.3901
2245,256,-22.3901
2246,256,-22.3901
2247,256,-22.3901
2248,256,-22.3901
2249,256,-22.3901
2250,256,-22.3901
2251,256,-22.3901
2252,256,-22.3901
2253,256,-22.3901
2254,256,-22.3901
2255,256,-22.3901
2256,256,-22.3901
2257,256,-22.3901
2258,256,-22.3901
2259,256,-22.3901
2260,256,-22.3901
2261,256,-22.3901
2262,256,-22.3901
2263,256,-22.3901
2264,256,-22.3901
2265,256,-22.3901
2266,256,-22.3901
2267,256,-22.3901
2268,256,-22.3901
2269,256,-22.3901
2270,256,-22.3901
2271,256,-22.3901
2272,256,-22.3901
2273,256,-22.3901
2274,256,-22.3901
2275,256,-22.3901
2276,256,-22.3901
2277,256,-22.3901
2278,256,-22.3901
2279,256,-22.3901
2280,256,-22.3901
2281,256,-22.3901
2282,256,-22.3901
2283,256,-22.3901
2284,256,-22.3901
2285,256,-22.3901
2286,256,-22.3901
2287,256,-22.3901
2288,256,-22.3901
2289,256,-22.3901
2290,256,-22.3901
2291,256,-22.3901
2292,256,-22.3901
2293,256,-22.3901
2294,256,-22.3901
2295,256,-22.3901
2296,256,-22.3901
2297,256,-22.3901
2298,256,-22.3901
2299,256,-22.3901
2300,256,-22.3901
2301,256,-22.3901
2302,256,-22.3901
2303,256,-22.3901
2304,256,-22.3901
2305,256,-22.3901
2306,256,-22.3901
2307,256,-22.3901
2308,256,-22.3901
2309,256,-22.3901
2310,256,-22.3901
2311,256,-22.3901
2312,256,-22.3901
2313,256,-22.3901
2314,512,-22.2959
2315,512,-22.2958
2316,512,-22.2959
2317,512,-22.2958
2318,512,-22.2959
2319,512,-22.2958
2320,512,-22.2959
2321,512,-22.2958
2322,512,-22.2959
2323,512,-22.2958
2324,512,-22.2959
2325,512,-22.2958
2326,512,-22.2959
2327,512,-22.2958
2328,512,-22.2959
2329,512,-22.2958
2330,512,-22.2959
2331,512,-22.2958
2332,512,-22.2959
2333,512,-22.2958
2334,512,-22.2959
2335,512,-22.2958
2336,512,-22.2959
2337,512,-22.2958
2338,512,-22.2959
2339,512,-22.2958
2340,512,-22.2959
2341,512,-22.2958
2342,512,-22.2959
2343,512,-22.2958
2344,512,-22.2959
2345,512,-22.2958
2346,512,-22.2959
2347,512,-22.2958
2348,512,-22.2959
2349,512,-22.2958
2350,512,-22.2959
2351,512,-22.2958
2352,512,-22.2959
2353,512,-22.2958
2354,512,-22.2959
2355,512,-22.2958
2356,512,-22.2959
2357,512,-22.2958
2358,512,-22.2958
2359,512,-22.2958
2360,512,-22.2958
2361,512,-22.2958
2362,512,-22.2958
2363,512,-22.2958
2364,512,-22.2958
2365,512,-22.2958
2366,512,-22.2958
2367,512,-22.2958
2368,512,-22.2958
2369,512,-22.2958
2370,512,-22.2958
2371,512,-22.2958
2372,512,-22.2958
2373,512,-22.2958
2374,512,-22.2958
2375,512,-22.2958
2376,512,-22.2958
2377,512,-22.2958
2378,512,-22.2958
2379,512,-22.2958
2380,512,-22.2958
2381,512,-22.2958
2382,512,-22.2958
2383,512,-22.2958
2384,512,-22.2958
2385,512,-22.2958
2386,512,-22.2958
2387,512,-22.2958
2388,512,-22.2958
2389,512,-22.2958
2390,512,-22.2958
2391,512,-22.2958
2392,512,-22.2958
2393,512,-22.2958
2394,512,-22.2958
2395,512,-22.2958
2396,512,-22.2958
2397,512,-22.2958
2398,512,-22.2958
2399,512,-22.2958
2400,512,-22.2958
2401,512,-22.2958
2402,512,-22.2958
2403,512,-22.2958
2404,512,-22.2958
2405,512,-22.2958
2406,512,-22.2958
2407,512,-22.2958
2408,512,-22.2958
2409,512,-22.2958
2410,512,-22.2958
2411,512,-22.2958
2412,512,-22.2958
2413,512,-22.2958
2414,512,-22.2958
2415,512,-22.2958
2416,512,-22.2958
2417,512,-22.2958
2418,512,-22.2959
2419,512,-22.2959
2420,512,-22.2959
2421,512,-22.2959
2422,512,-22.2959
2423,512,-22.2959
2424,512,-22.2959
2425,512,-22.2959
2426,512,-22.2959
2427,512,-22.2959
2428,512,-22.2959
2429,512,-22.2959
2430,512,-22.2959
2431,512,-22.2959
2432,512,-22.2959
2433,512,-22.2959
2434,512,-22.2959
2435,512,-22.2959
2436,512,-22.2959
2437,512,-22.2959
2438,512,-22.2959
2439,512,-22.2959
2440,512,-22.2959
2441,512,-22.2959
2442,512,-22.2959
2443,512,-22.2959
2444,512,-22.2959
2445,512,-22.2959
2446,512,-22.2959
2447,512,-22.2959
2448,512,-22.2959
2449,512,-22.2959
2450,512,-22.2959
2451,512,-22.2959
2452,512,-22.2959
2453,512,-22.2959
2454,512,-22.2959
2455,512,-22.2959
2456,512,-22.2959
2457,512,-22.2959
2458,512,-22.2959
2459,512,-22.2959
2460,512,-22.2959
2461,512,-22.2959
2462,512,-22.2959
2463,512,-22.2959
2464,512,-22.2959
2465,512,-22.2959
2466,512,-22.2959
2467,512,-22.2959
2468,512,-22.2959
2469,512,-22.2959
2470,512,-22.2959
2471,512,-22.2959
2472,512,-22.2959
2473,512,-22.2959
2474,512,-22.2959
2475,512,-22.2959
2476,512,-22.2959
2477,512,-22.2959
2478,512,-22.2959
2479,512,-22.2959
2480,512,-22.2959
2481,512,-22.2959
2482,512,-22.2959
2483,512,-22.2959
2484,512,-22.2959
2485,512,-22.2959
2486,512,-22.2959
2487,512,-22.2959
2488,512,-22.2959
2489,512,-22.2959
2490,512,-22.2959
2491,512,-22.2959
2492,512,-22.2959
2493,512,-22.2959
2494,512,-22.2959
2495,512,-22.2959
2496,512,-22.2959
2497,512,-22.2959
2498,512,-22.2959
2499,512,-22.2959
2500,512,-22.2959
2501,512,-22.2959
2502,512,-22.2959
2503,512,-22.2959
2504,512,-22.2959
2505,512,-22.2959
2506,512,-22.2959
2507,512,-22.2959
2508,512,-22.2959
2509,512,-22.2959
2510,512,-22.2959
2511,512,-22.2959
2512,512,-22.2959
2513,512,-22.2959
2514,512,-22.2959
2515,512,-22.2959
2516,512,-22.2959
2517,512,-22.2959
2518,512,-22.2959
2519,512,-22.2959
2520,512,-22.2959
2521,512,-22.2959
2522,512,-22.2959
2523,512,-22.2959
2524,512,-22.2959
2525,512,-22.2959
2526,512,-22.2959
2527,512,-22.2959
2528,512,-22.2959
2529,512,-22.2959
2530,512,-22.2959
2531,512,-22.2959
2532,512,-22.2959
2533,512,-22.2959
2534,512,-22.2959
2535,512,-22.2959
2536,512,-22.2959
2537,512,-22.2959
2538,512,-22.2959
2539,512,-22.2959
2540,512,-22.2959
2541,512,-22.2959
2542,512,-22.2959
2543,512,-22.2959
2544,512,-22.2959
2545,512,-22.2959
2546,512,-22.2959
2547,512,-22.2959
2548,512,-22.2959
2549,512,-22.2959
2550,512,-22.2959
2551,512,-22.2959
2552,512,-22.2959
2553,512,-22.2959
2554,512,-22.2959
2555,512,-22.2959
2556,512,-22.2959
2557,512,-22.2959
2558,512,-22.2959
2559,512,-22.2959
2560,512,-22.2959
2561,512,-22.2959
2562,512,-22.2959
2563,512,-22.2959
2564,512,-22.2959
2565,512,-22.2959
2566,512,-22.2959
2567,512,-22.2959
2568,512,-22.2959
2569,512,-22.2959
2570,512,-22.2959
2571,512,-22.2959
2572,512,-22.2959
2573,512,-22.2959
2574,512,-22.2959
2575,512,-22.2959
2576,512,-22.2959
2577,512,-22.2959
2578,512,-22.2959
2579,512,-22.2959
2580,512,-22.2959
2581,512,-22.2959
2582,512,-22.2959
2583,512,-22.2959
2584,512,-22.2959
2585,512,-22.2959
2586,512,-22.2959
2587,512,-22.2959
2588,512,-22.2959
2589,512,-22.2959
2590,512,-22.2959
2591,512,-22.2959
2592,512,-22.2959
2593,512,-22.2959
2594,512,-22.2959
2595,512,-22.2959
2596,512,-22.2959
2597,512,-22.2959
2598,512,-22.2959
2599,512,-22.2959
2600,512,-22.2959
2601,512,-22.2959
2602,512,-22.2959
2603,512,-22.2959
2604,512,-22.2959
2605,512,-22.2959
2606,512,-22.2959
2607,512,-22.2959
2608,512,-22.2959
2609,512,-22.2959
2610,512,-22.2959
2611,512,-22.2959
2612,512,-22.2959
2613,512,-22.2959
2614,512,-22.2959
2615,512,-22.2959
2616,512,-22.2959
2617,512,-22.2959
2618,512,-22.2959
2619,512,-22.2959
2620,512,-22.2959
2621,512,-22.2959
2622,512,-22.2959
2623,512,-22.2959
2624,512,-22.2959
2625,512,-22.2959
2626,512,-22.2959
2627,512,-22.2959
2628,512,-22.2959
2629,512,-22.2959
2630,512,-22.2959
2631,512,-22.2959
2632,512,-22.2959
2633,512,-22.2959
2634,512,-22.2959
2635,512,-22.2959
2636,512,-22.2959
2637,512,-22.2959
2638,512,-22.2959
2639,512,-22.2959
2640,512,-22.2959
2641,512,-22.2959
2642,512,-22.2959
2643,512,-22.2959
2644,512,-22.2959
2645,512,-22.2959
