-4 -4 -0
-4 -3.91919 0.0317279
-4 -3.83838 0.0634239
-4 -3.75758 0.095056
-4 -3.67677 0.126592
-4 -3.59596 0.158001
-4 -3.51515 0.189251
-4 -3.43434 0.220311
-4 -3.35354 0.251148
-4 -3.27273 0.281733
-4 -3.19192 0.312033
-4 -3.11111 0.34202
-4 -3.0303 0.371662
-4 -2.94949 0.400931
-4 -2.86869 0.429795
-4 -2.78788 0.458227
-4 -2.70707 0.486197
-4 -2.62626 0.513677
-4 -2.54545 0.540641
-4 -2.46465 0.56706
-4 -2.38384 0.592908
-4 -2.30303 0.618159
-4 -2.22222 0.642788
-4 -2.14141 0.666769
-4 -2.06061 0.690079
-4 -1.9798 0.712694
-4 -1.89899 0.734592
-4 -1.81818 0.75575
-4 -1.73737 0.776146
-4 -1.65657 0.795762
-4 -1.57576 0.814576
-4 -1.49495 0.83257
-4 -1.41414 0.849725
-4 -1.33333 0.866025
-4 -1.25253 0.881453
-4 -1.17172 0.895994
-4 -1.09091 0.909632
-4 -1.0101 0.922354
-4 -0.929293 0.934148
-4 -0.848485 0.945001
-4 -0.767677 0.954902
-4 -0.686869 0.963842
-4 -0.606061 0.971812
-4 -0.525253 0.978802
-4 -0.444444 0.984808
-4 -0.363636 0.989821
-4 -0.282828 0.993838
-4 -0.20202 0.996855
-4 -0.121212 0.998867
-4 -0.040404 0.999874
-4 0.040404 0.999874
-4 0.121212 0.998867
-4 0.20202 0.996855
-4 0.282828 0.993838
-4 0.363636 0.989821
-4 0.444444 0.984808
-4 0.525253 0.978802
-4 0.606061 0.971812
-4 0.686869 0.963842
-4 0.767677 0.954902
-4 0.848485 0.945001
-4 0.929293 0.934148
-4 1.0101 0.922354
-4 1.09091 0.909632
-4 1.17172 0.895994
-4 1.25253 0.881453
-4 1.33333 0.866025
-4 1.41414 0.849725
-4 1.49495 0.83257
-4 1.57576 0.814576
-4 1.65657 0.795762
-4 1.73737 0.776146
-4 1.81818 0.75575
-4 1.89899 0.734592
-4 1.9798 0.712694
-4 2.06061 0.690079
-4 2.14141 0.666769
-4 2.22222 0.642788
-4 2.30303 0.618159
-4 2.38384 0.592908
-4 2.46465 0.56706
-4 2.54545 0.540641
-4 2.62626 0.513677
-4 2.70707 0.486197
-4 2.78788 0.458227
-4 2.86869 0.429795
-4 2.94949 0.400931
-4 3.0303 0.371662
-4 3.11111 0.34202
-4 3.19192 0.312033
-4 3.27273 0.281733
-4 3.35354 0.251148
-4 3.43434 0.220311
-4 3.51515 0.189251
-4 3.59596 0.158001
-4 3.67677 0.126592
-4 3.75758 0.095056
-4 3.83838 0.0634239
-4 3.91919 0.0317279
-4 4 -0
-3.91919 -4 -0.0317279
-3.91919 -3.91919 2.66849e-18
-3.91919 -3.83838 0.0316659
-3.91919 -3.75758 0.0632396
-3.91919 -3.67677 0.094691
-3.91919 -3.59596 0.12599
-3.91919 -3.51515 0.157107
-3.91919 -3.43434 0.188012
-3.91919 -3.35354 0.218675
-3.91919 -3.27273 0.249068
-3.91919 -3.19192 0.27916
-3.91919 -3.11111 0.308922
-3.91919 -3.0303 0.338327
-3.91919 -2.94949 0.367346
-3.91919 -2.86869 0.39595
-3.91919 -2.78788 0.424112
-3.91919 -2.70707 0.451805
-3.91919 -2.62626 0.479001
-3.91919 -2.54545 0.505676
-3.91919 -2.46465 0.531801
-3.91919 -2.38384 0.557354
-3.91919 -2.30303 0.582307
-3.91919 -2.22222 0.606638
-3.91919 -2.14141 0.630322
-3.91919 -2.06061 0.653337
-3.91919 -1.9798 0.67566
-3.91919 -1.89899 0.697268
-3.91919 -1.81818 0.718142
-3.91919 -1.73737 0.738261
-3.91919 -1.65657 0.757605
-3.91919 -1.57576 0.776155
-3.91919 -1.49495 0.793894
-3.91919 -1.41414 0.810803
-3.91919 -1.33333 0.826866
-3.91919 -1.25253 0.842068
-3.91919 -1.17172 0.856393
-3.91919 -1.09091 0.869828
-3.91919 -1.0101 0.88236
-3.91919 -0.929293 0.893975
-3.91919 -0.848485 0.904664
-3.91919 -0.767677 0.914414
-3.91919 -0.686869 0.923217
-3.91919 -0.606061 0.931065
-3.91919 -0.525253 0.937949
-3.91919 -0.444444 0.943862
-3.91919 -0.363636 0.948799
-3.91919 -0.282828 0.952756
-3.91919 -0.20202 0.955727
-3.91919 -0.121212 0.95771
-3.91919 -0.040404 0.958704
-3.91919 0.040404 0.958707
-3.91919 0.121212 0.957719
-3.91919 0.20202 0.955741
-3.91919 0.282828 0.952776
-3.91919 0.363636 0.948825
-3.91919 0.444444 0.943893
-3.91919 0.525253 0.937985
-3.91919 0.606061 0.931107
-3.91919 0.686869 0.923264
-3.91919 0.767677 0.914466
-3.91919 0.848485 0.90472
-3.91919 0.929293 0.894036
-3.91919 1.0101 0.882424
-3.91919 1.09091 0.869896
-3.91919 1.17172 0.856465
-3.91919 1.25253 0.842143
-3.91919 1.33333 0.826944
-3.91919 1.41414 0.810883
-3.91919 1.49495 0.793976
-3.91919 1.57576 0.77624
-3.91919 1.65657 0.757691
-3.91919 1.73737 0.738348
-3.91919 1.81818 0.71823
-3.91919 1.89899 0.697357
-3.91919 1.9798 0.675748
-3.91919 2.06061 0.653425
-3.91919 2.14141 0.630409
-3.91919 2.22222 0.606724
-3.91919 2.30303 0.582392
-3.91919 2.38384 0.557437
-3.91919 2.46465 0.531883
-3.91919 2.54545 0.505754
-3.91919 2.62626 0.479077
-3.91919 2.70707 0.451878
-3.91919 2.78788 0.424182
-3.91919 2.86869 0.396016
-3.91919 2.94949 0.367408
-3.91919 3.0303 0.338386
-3.91919 3.11111 0.308977
-3.91919 3.19192 0.27921
-3.91919 3.27273 0.249113
-3.91919 3.35354 0.218716
-3.91919 3.43434 0.188048
-3.91919 3.51515 0.157138
-3.91919 3.59596 0.126016
-3.91919 3.67677 0.0947118
-3.91919 3.75758 0.0632552
-3.91919 3.83838 0.0316763
-3.91919 3.91919 5.18323e-06
-3.91919 4 -0.0317279
-3.83838 -4 -0.0634239
-3.83838 -3.91919 -0.0316659
-3.83838 -3.83838 -4.40321e-18
-3.83838 -3.75758 0.0315454
-3.83838 -3.67677 0.0629418
-3.83838 -3.59596 0.0941611
-3.83838 -3.51515 0.125175
-3.83838 -3.43434 0.155955
-3.83838 -3.35354 0.186474
-3.83838 -3.27273 0.216703
-3.83838 -3.19192 0.246615
-3.83838 -3.11111 0.276183
-3.83838 -3.0303 0.305378
-3.83838 -2.94949 0.334175
-3.83838 -2.86869 0.362547
-3.83838 -2.78788 0.390466
-3.83838 -2.70707 0.417909
-3.83838 -2.62626 0.444848
-3.83838 -2.54545 0.471259
-3.83838 -2.46465 0.497117
-3.83838 -2.38384 0.522398
-3.83838 -2.30303 0.547078
-3.83838 -2.22222 0.571135
-3.83838 -2.14141 0.594545
-3.83838 -2.06061 0.617287
-3.83838 -1.9798 0.639339
-3.83838 -1.89899 0.66068
-3.83838 -1.81818 0.68129
-3.83838 -1.73737 0.701151
-3.83838 -1.65657 0.720242
-3.83838 -1.57576 0.738547
-3.83838 -1.49495 0.756047
-3.83838 -1.41414 0.772726
-3.83838 -1.33333 0.788568
-3.83838 -1.25253 0.803558
-3.83838 -1.17172 0.817683
-3.83838 -1.09091 0.830928
-3.83838 -1.0101 0.84328
-3.83838 -0.929293 0.854729
-3.83838 -0.848485 0.865264
-3.83838 -0.767677 0.874873
-3.83838 -0.686869 0.883548
-3.83838 -0.606061 0.891281
-3.83838 -0.525253 0.898065
-3.83838 -0.444444 0.903892
-3.83838 -0.363636 0.908758
-3.83838 -0.282828 0.912657
-3.83838 -0.20202 0.915586
-3.83838 -0.121212 0.917543
-3.83838 -0.040404 0.918524
-3.83838 0.040404 0.91853
-3.83838 0.121212 0.91756
-3.83838 0.20202 0.915615
-3.83838 0.282828 0.912697
-3.83838 0.363636 0.908809
-3.83838 0.444444 0.903954
-3.83838 0.525253 0.898137
-3.83838 0.606061 0.891364
-3.83838 0.686869 0.883641
-3.83838 0.767677 0.874975
-3.83838 0.848485 0.865375
-3.83838 0.929293 0.85485
-3.83838 1.0101 0.843409
-3.83838 1.09091 0.831063
-3.83838 1.17172 0.817826
-3.83838 1.25253 0.803708
-3.83838 1.33333 0.788723
-3.83838 1.41414 0.772886
-3.83838 1.49495 0.756211
-3.83838 1.57576 0.738715
-3.83838 1.65657 0.720413
-3.83838 1.73737 0.701324
-3.83838 1.81818 0.681465
-3.83838 1.89899 0.660856
-3.83838 1.9798 0.639514
-3.83838 2.06061 0.617462
-3.83838 2.14141 0.594719
-3.83838 2.22222 0.571307
-3.83838 2.30303 0.547247
-3.83838 2.38384 0.522563
-3.83838 2.46465 0.497278
-3.83838 2.54545 0.471416
-3.83838 2.62626 0.444999
-3.83838 2.70707 0.418054
-3.83838 2.78788 0.390606
-3.83838 2.86869 0.362679
-3.83838 2.94949 0.3343
-3.83838 3.0303 0.305495
-3.83838 3.11111 0.276291
-3.83838 3.19192 0.246715
-3.83838 3.27273 0.216794
-3.83838 3.35354 0.186555
-3.83838 3.43434 0.156027
-3.83838 3.51515 0.125237
-3.83838 3.59596 0.0942127
-3.83838 3.67677 0.0629832
-3.83838 3.75758 0.0315764
-3.83838 3.83838 2.0681e-05
-3.83838 3.91919 -0.0316555
-3.83838 4 -0.0634239
-3.75758 -4 -0.095056
-3.75758 -3.91919 -0.0632396
-3.75758 -3.83838 -0.0315454
-3.75758 -3.75758 1.4168e-17
-3.75758 -3.67677 0.0313698
-3.75758 -3.59596 0.0625375
-3.75758 -3.51515 0.0934765
-3.75758 -3.43434 0.12416
-3.75758 -3.35354 0.154562
-3.75758 -3.27273 0.184656
-3.75758 -3.19192 0.214415
-3.75758 -3.11111 0.243815
-3.75758 -3.0303 0.272828
-3.75758 -2.94949 0.30143
-3.75758 -2.86869 0.329595
-3.75758 -2.78788 0.357299
-3.75758 -2.70707 0.384516
-3.75758 -2.62626 0.411222
-3.75758 -2.54545 0.437395
-3.75758 -2.46465 0.463009
-3.75758 -2.38384 0.488043
-3.75758 -2.30303 0.512473
-3.75758 -2.22222 0.536278
-3.75758 -2.14141 0.559436
-3.75758 -2.06061 0.581926
-3.75758 -1.9798 0.603728
-3.75758 -1.89899 0.624822
-3.75758 -1.81818 0.645189
-3.75758 -1.73737 0.664809
-3.75758 -1.65657 0.683666
-3.75758 -1.57576 0.701742
-3.75758 -1.49495 0.71902
-3.75758 -1.41414 0.735485
-3.75758 -1.33333 0.751121
-3.75758 -1.25253 0.765915
-3.75758 -1.17172 0.779852
-3.75758 -1.09091 0.792919
-3.75758 -1.0101 0.805105
-3.75758 -0.929293 0.816398
-3.75758 -0.848485 0.826788
-3.75758 -0.767677 0.836265
-3.75758 -0.686869 0.844821
-3.75758 -0.606061 0.852447
-3.75758 -0.525253 0.859136
-3.75758 -0.444444 0.864883
-3.75758 -0.363636 0.869682
-3.75758 -0.282828 0.873528
-3.75758 -0.20202 0.876418
-3.75758 -0.121212 0.878349
-3.75758 -0.040404 0.879319
-3.75758 0.040404 0.879328
-3.75758 0.121212 0.878375
-3.75758 0.20202 0.876461
-3.75758 0.282828 0.873588
-3.75758 0.363636 0.869758
-3.75758 0.444444 0.864976
-3.75758 0.525253 0.859245
-3.75758 0.606061 0.852571
-3.75758 0.686869 0.844959
-3.75758 0.767677 0.836418
-3.75758 0.848485 0.826954
-3.75758 0.929293 0.816577
-3.75758 1.0101 0.805296
-3.75758 1.09091 0.793122
-3.75758 1.17172 0.780065
-3.75758 1.25253 0.766137
-3.75758 1.33333 0.751353
-3.75758 1.41414 0.735724
-3.75758 1.49495 0.719266
-3.75758 1.57576 0.701993
-3.75758 1.65657 0.683921
-3.75758 1.73737 0.665068
-3.75758 1.81818 0.645449
-3.75758 1.89899 0.625084
-3.75758 1.9798 0.60399
-3.75758 2.06061 0.582188
-3.75758 2.14141 0.559695
-3.75758 2.22222 0.536534
-3.75758 2.30303 0.512725
-3.75758 2.38384 0.48829
-3.75758 2.46465 0.46325
-3.75758 2.54545 0.437629
-3.75758 2.62626 0.411449
-3.75758 2.70707 0.384733
-3.75758 2.78788 0.357506
-3.75758 2.86869 0.329793
-3.75758 2.94949 0.301616
-3.75758 3.0303 0.273003
-3.75758 3.11111 0.243977
-3.75758 3.19192 0.214564
-3.75758 3.27273 0.184791
-3.75758 3.35354 0.154683
-3.75758 3.43434 0.124267
-3.75758 3.51515 0.0935685
-3.75758 3.59596 0.0626145
-3.75758 3.67677 0.0314316
-3.75758 3.75758 4.63379e-05
-3.75758 3.83838 -0.0315145
-3.75758 3.91919 -0.0632242
-3.75758 4 -0.095056
-3.67677 -4 -0.126592
-3.67677 -3.91919 -0.094691
-3.67677 -3.83838 -0.0629418
-3.67677 -3.75758 -0.0313698
-3.67677 -3.67677 1.90094e-17
-3.67677 -3.59596 0.0311427
-3.67677 -3.51515 0.0620333
-3.67677 -3.43434 0.0926467
-3.67677 -3.35354 0.122958
-3.67677 -3.27273 0.152943
-3.67677 -3.19192 0.182576
-3.67677 -3.11111 0.211833
-3.67677 -3.0303 0.24069
-3.67677 -2.94949 0.269122
-3.67677 -2.86869 0.297105
-3.67677 -2.78788 0.324617
-3.67677 -2.70707 0.351633
-3.67677 -2.62626 0.378131
-3.67677 -2.54545 0.404088
-3.67677 -2.46465 0.429482
-3.67677 -2.38384 0.454291
-3.67677 -2.30303 0.478493
-3.67677 -2.22222 0.502068
-3.67677 -2.14141 0.524995
-3.67677 -2.06061 0.547254
-3.67677 -1.9798 0.568826
-3.67677 -1.89899 0.589691
-3.67677 -1.81818 0.609832
-3.67677 -1.73737 0.629231
-3.67677 -1.65657 0.647871
-3.67677 -1.57576 0.665735
-3.67677 -1.49495 0.682807
-3.67677 -1.41414 0.699073
-3.67677 -1.33333 0.714517
-3.67677 -1.25253 0.729127
-3.67677 -1.17172 0.742889
-3.67677 -1.09091 0.755791
-3.67677 -1.0101 0.767821
-3.67677 -0.929293 0.778969
-3.67677 -0.848485 0.789224
-3.67677 -0.767677 0.798578
-3.67677 -0.686869 0.807022
-3.67677 -0.606061 0.814548
-3.67677 -0.525253 0.82115
-3.67677 -0.444444 0.826821
-3.67677 -0.363636 0.831557
-3.67677 -0.282828 0.835354
-3.67677 -0.20202 0.838207
-3.67677 -0.121212 0.840114
-3.67677 -0.040404 0.841074
-3.67677 0.040404 0.841086
-3.67677 0.121212 0.840148
-3.67677 0.20202 0.838264
-3.67677 0.282828 0.835433
-3.67677 0.363636 0.831659
-3.67677 0.444444 0.826944
-3.67677 0.525253 0.821294
-3.67677 0.606061 0.814712
-3.67677 0.686869 0.807206
-3.67677 0.767677 0.798781
-3.67677 0.848485 0.789445
-3.67677 0.929293 0.779207
-3.67677 1.0101 0.768075
-3.67677 1.09091 0.75606
-3.67677 1.17172 0.743172
-3.67677 1.25253 0.729423
-3.67677 1.33333 0.714824
-3.67677 1.41414 0.69939
-3.67677 1.49495 0.683132
-3.67677 1.57576 0.666067
-3.67677 1.65657 0.648209
-3.67677 1.73737 0.629574
-3.67677 1.81818 0.610178
-3.67677 1.89899 0.590039
-3.67677 1.9798 0.569174
-3.67677 2.06061 0.547601
-3.67677 2.14141 0.525339
-3.67677 2.22222 0.502408
-3.67677 2.30303 0.478828
-3.67677 2.38384 0.454619
-3.67677 2.46465 0.429802
-3.67677 2.54545 0.404399
-3.67677 2.62626 0.378432
-3.67677 2.70707 0.351922
-3.67677 2.78788 0.324893
-3.67677 2.86869 0.297367
-3.67677 2.94949 0.269369
-3.67677 3.0303 0.240921
-3.67677 3.11111 0.212048
-3.67677 3.19192 0.182773
-3.67677 3.27273 0.153122
-3.67677 3.35354 0.123119
-3.67677 3.43434 0.0927884
-3.67677 3.51515 0.0621553
-3.67677 3.59596 0.0312448
-3.67677 3.67677 8.18965e-05
-3.67677 3.75758 -0.0313084
-3.67677 3.83838 -0.0629009
-3.67677 3.91919 -0.0946706
-3.67677 4 -0.126592
-3.59596 -4 -0.158001
-3.59596 -3.91919 -0.12599
