t,I,st,difference,relative_difference,center,max_u
265.25,2.65250000000002,2.6525,2.39808173319034e-14,9.04083594039713e-15,0.00765850100098587,0.00765850100098587
265.375,2.65375000000002,2.65375,1.99840144432528e-14,7.53048118445702e-15,0.0076588776395818,0.0076588776395818
265.5,2.655,2.655,-2.22044604925031e-15,-8.36326195574506e-16,0.00765925410594193,0.00765925410594193
265.625,2.65624999999998,2.65625,-1.95399252334028e-14,-7.3562071466928e-15,0.00765963040023999,0.00765963040023999
265.75,2.65750000000001,2.6575,1.46549439250521e-14,5.51456027283239e-15,0.0076600065226495,0.0076600065226495
265.875,2.65875000000002,2.65875,1.73194791841524e-14,6.51414355774422e-15,0.00766038247334377,0.00766038247334377
266,2.66,2.66,-4.88498130835069e-15,-1.8364591384777e-15,0.00766075825249583,0.00766075825249583
266.125,2.66125000000003,2.66125,2.57571741713036e-14,9.6785999704288e-15,0.00766113386027852,0.00766113386027852
266.25,2.66250000000001,2.6625,1.4210854715202e-14,5.33741022167211e-15,0.00766150929686442,0.00766150929686442
266.375,2.66375,2.66375,-3.99680288865056e-15,-1.50044219189134e-15,0.00766188456242591,0.00766188456242591
266.5,2.66499999999999,2.665,-1.19904086659517e-14,-4.49921525926893e-15,0.00766225965713511,0.00766225965713511
266.625,2.66625,2.66625,4.44089209850063e-16,1.66559478612307e-16,0.00766263458116392,0.00766263458116392
266.75,2.66749999999998,2.6675,-1.55431223447522e-14,-5.82684998866062e-15,0.00766300933468402,0.00766300933468402
266.875,2.66875,2.66875,3.99680288865056e-15,1.49763105897913e-15,0.00766338391786686,0.00766338391786686
267,2.67000000000001,2.67,1.11022302462516e-14,4.15813866900808e-15,0.00766375833088365,0.00766375833088365
267.125,2.67124999999998,2.67125,-2.08721928629529e-14,-7.81364262534504e-15,0.00766413257390538,0.00766413257390538
267.25,2.67249999999998,2.6725,-1.50990331349021e-14,-5.64977853504289e-15,0.00766450664710281,0.00766450664710281
267.375,2.67375000000001,2.67375,6.66133814775094e-15,2.49138406648001e-15,0.00766488055064648,0.00766488055064648
267.5,2.67500000000001,2.675,8.88178419700125e-15,3.32029315775748e-15,0.0076652542847067,0.0076652542847067
267.625,2.67625000000002,2.67625,1.73194791841524e-14,6.47154756997756e-15,0.00766562784945353,0.00766562784945353
267.75,2.67750000000002,2.6775,1.86517468137026e-14,6.96610525255e-15,0.00766600124505685,0.00766600124505685
267.875,2.67875,2.67875,-8.88178419700125e-16,-3.31564505720999e-16,0.00766637447168628,0.00766637447168628
268,2.68,2.68,4.44089209850063e-15,1.65704929048531e-15,0.00766674752951122,0.00766674752951122
268.125,2.68125000000001,2.68125,8.88178419700125e-15,3.31255354666713e-15,0.00766712041870086,0.00766712041870086
268.25,2.68250000000002,2.6825,2.35367281220533e-14,8.77417637355203e-15,0.00766749313942415,0.00766749313942415
268.375,2.68375000000001,2.68375,7.105427357601e-15,2.64757423664686e-15,0.00766786569184982,0.00766786569184982
268.5,2.68500000000003,2.685,3.06421554796543e-14,1.14123484095547e-14,0.00766823807614639,0.00766823807614639
268.625,2.68625000000004,2.68625,3.73034936274053e-14,1.38868287119238e-14,0.00766861029248213,0.00766861029248213
268.75,2.6875,2.6875,-4.44089209850063e-16,-1.65242496688395e-16,0.00766898234102512,0.00766898234102512
268.875,2.68875000000002,2.68875,1.86517468137026e-14,6.93695836864812e-15,0.00766935422194318,0.00766935422194318
269,2.69000000000003,2.69,3.01980662698043e-14,1.12260469404477e-14,0.00766972593540395,0.00766972593540395
269.125,2.69125000000001,2.69125,9.32587340685131e-15,3.46525718786858e-15,0.00767009748157482,0.00767009748157482
269.25,2.69249999999997,2.6925,-3.19744231092045e-14,-1.18753660572719e-14,0.00767046886062296,0.00767046886062296
269.375,2.69374999999999,2.69375,-6.21724893790088e-15,-2.30802744794464e-15,0.00767084007271534,0.00767084007271534
269.5,2.69500000000005,2.695,5.41788836017076e-14,2.01034818559212e-14,0.00767121111801868,0.00767121111801868
269.625,2.69625000000001,2.69625,1.4210854715202e-14,5.27059980165118e-15,0.00767158199669951,0.00767158199669951
269.75,2.6975,2.6975,0,0,0.00767195270892412,0.00767195270892412
269.875,2.69875,2.69875,2.22044604925031e-15,8.22768336915355e-16,0.00767232325485859,0.00767232325485859
270,2.69999999999999,2.7,-1.02140518265514e-14,-3.78298215798201e-15,0.00767269363466877,0.00767269363466877
270.125,2.70125,2.70125,-1.77635683940025e-15,-6.57605493530866e-16,0.00767306384852031,0.00767306384852031
270.25,2.70250000000004,2.7025,3.59712259978551e-14,1.33103518955985e-14,0.00767343389657864,0.00767343389657864
270.375,2.70375000000002,2.70375,1.95399252334028e-14,7.22697188475368e-15,0.00767380377900895,0.00767380377900895
270.5,2.70500000000001,2.705,8.43769498715119e-15,3.11929574386366e-15,0.00767417349597624,0.00767417349597624
270.625,2.70625000000002,2.70625,1.68753899743024e-14,6.23570992122028e-15,0.00767454304764528,0.00767454304764528
270.75,2.70750000000003,2.7075,2.62012633811537e-14,9.67729026081392e-15,0.00767491243418062,0.00767491243418062
270.875,2.70874999999999,2.70875,-5.32907051820075e-15,-1.96735413685307e-15,0.0076752816557466,0.0076752816557466
271,2.71000000000002,2.71,1.64313007644523e-14,6.06321061418905e-15,0.00767565071250735,0.00767565071250735
271.125,2.71125000000003,2.71125,3.10862446895044e-14,1.1465650415677e-14,0.00767601960462678,0.00767601960462678
271.25,2.71250000000002,2.7125,2.39808173319034e-14,8.84085431590908e-15,0.00767638833226858,0.00767638833226858
271.375,2.71375000000001,2.71375,8.43769498715119e-15,3.1092381343717e-15,0.00767675689559623,0.00767675689559623
271.5,2.715,2.715,4.44089209850063e-16,1.63568769742196e-16,0.007677125294773,0.007677125294773
271.625,2.71625000000001,2.71625,1.4210854715202e-14,5.23179188778721e-15,0.00767749352996194,0.00767749352996194
271.75,2.7175,2.7175,4.44089209850063e-16,1.63418292493123e-16,0.00767786160132589,0.00767786160132589
271.875,2.71875000000002,2.71875,2.22044604925031e-14,8.1671578823e-15,0.00767822950902747,0.00767822950902747
272,2.71999999999998,2.72,-2.1316282072803e-14,-7.83686840911875e-15,0.0076785972532291,0.0076785972532291
272.125,2.72124999999999,2.72125,-7.105427357601e-15,-2.61108952047809e-15,0.00767896483409299,0.00767896483409299
272.25,2.7225,2.7225,-2.66453525910038e-15,-9.7870900242438e-16,0.00767933225178112,0.00767933225178112
272.375,2.72374999999999,2.72375,-1.37667655053519e-14,-5.05434254441558e-15,0.00767969950645527,0.00767969950645527
272.5,2.72500000000001,2.725,7.99360577730113e-15,2.93343331277106e-15,0.00768006659827701,0.00768006659827701
272.625,2.72625000000003,2.72625,3.33066907387547e-14,1.22170346588738e-14,0.00768043352740769,0.00768043352740769
272.75,2.72750000000001,2.7275,1.15463194561016e-14,4.23329769242956e-15,0.00768080029400848,0.00768080029400848
272.875,2.72874999999999,2.72875,-5.77315972805081e-15,-2.11567924069659e-15,0.00768116689824029,0.00768116689824029
273,2.73000000000002,2.73,2.48689957516035e-14,9.10952225333462e-15,0.00768153334026387,0.00768153334026387
273.125,2.73125000000002,2.73125,2.35367281220533e-14,8.61756636047719e-15,0.00768189962023972,0.00768189962023972
273.25,2.7325,2.7325,1.33226762955019e-15,4.87563633870151e-16,0.00768226573832817,0.00768226573832817
273.375,2.73375000000003,2.73375,2.93098878501041e-14,1.072149532697e-14,0.00768263169468931,0.00768263169468931
273.5,2.73499999999998,2.735,-1.77635683940025e-14,-6.49490617696618e-15,0.00768299748948304,0.00768299748948304
273.625,2.73625000000001,2.73625,7.99360577730113e-15,2.92137260020142e-15,0.00768336312286904,0.00768336312286904
273.75,2.7375,2.7375,-1.77635683940025e-15,-6.4889747558e-16,0.0076837285950068,0.0076837285950068
273.875,2.73875000000003,2.73875,3.10862446895044e-14,1.13505229354649e-14,0.00768409390605558,0.00768409390605558
274,2.74000000000002,2.74,1.64313007644523e-14,5.99682509651544e-15,0.00768445905617446,0.00768445905617446
274.125,2.74125,2.74125,-4.88498130835069e-15,-1.78202692507093e-15,0.00768482404552229,0.00768482404552229
274.25,2.7425,2.7425,3.10862446895044e-15,1.13350026215148e-15,0.00768518887425772,0.00768518887425772
274.375,2.74374999999998,2.74375,-1.82076576038526e-14,-6.63604832942235e-15,0.00768555354253921,0.00768555354253921
274.5,2.74499999999999,2.745,-1.28785870856518e-14,-4.69165285451797e-15,0.007685918050525,0.007685918050525
274.625,2.74625,2.74625,3.99680288865056e-15,1.45536746059192e-15,0.00768628239837313,0.00768628239837313
274.75,2.74750000000001,2.7475,1.06581410364015e-14,3.87921420797143e-15,0.00768664658624144,0.00768664658624144
274.875,2.74874999999998,2.74875,-1.90958360235527e-14,-6.94709814408465e-15,0.00768701061428755,0.00768701061428755
275,2.75000000000002,2.75,1.68753899743024e-14,6.13650544520087e-15,0.00768737448266889,0.00768737448266889
275.125,2.75125000000002,2.75125,2.08721928629529e-14,7.58643993201379e-15,0.00768773819154269,0.00768773819154269
275.25,2.75250000000001,2.7525,8.43769498715119e-15,3.06546593538644e-15,0.00768810174106597,0.00768810174106597
275.375,2.75375,2.75375,-1.33226762955019e-15,-4.83801227253813e-16,0.00768846513139555,0.00768846513139555
275.5,2.75499999999999,2.755,-5.32907051820075e-15,-1.93432686686053e-15,0.00768882836268804,0.00768882836268804
275.625,2.75624999999997,2.75625,-2.62012633811537e-14,-9.50612730381993e-15,0.00768919143509986,0.00768919143509986
275.75,2.75750000000003,2.7575,2.53130849614536e-14,9.17972256081725e-15,0.00768955434878722,0.00768955434878722
275.875,2.75875,2.75875,-1.77635683940025e-15,-6.43899171508926e-16,0.00768991710390614,0.00768991710390614
276,2.76000000000001,2.76,5.77315972805081e-15,2.09172453914885e-15,0.00769027970061243,0.00769027970061243
276.125,2.76125000000004,2.76125,4.13002965160558e-14,1.49571014997033e-14,0.00769064213906169,0.00769064213906169
276.25,2.76250000000001,2.7625,1.06581410364015e-14,3.85815060141231e-15,0.00769100441940935,0.00769100441940935
276.375,2.76375000000001,2.76375,5.32907051820075e-15,1.92820281074654e-15,0.0076913665418106,0.0076913665418106
276.5,2.76500000000001,2.765,1.11022302462516e-14,4.01527314511811e-15,0.00769172850642047,0.00769172850642047
276.625,2.76624999999998,2.76625,-1.50990331349021e-14,-5.45830388970705e-15,0.00769209031339377,0.00769209031339377
276.75,2.7675,2.7675,-8.88178419700125e-16,-3.20931678301762e-16,0.00769245196288511,0.00769245196288511
276.875,2.76875000000005,2.76875,5.15143483426073e-14,1.86056337129056e-14,0.00769281345504891,0.00769281345504891
277,2.77,2.77,2.22044604925031e-15,8.01605071931521e-16,0.00769317479003939,0.00769317479003939
277.125,2.77125000000002,2.77125,1.95399252334028e-14,7.05094279960406e-15,0.00769353596801056,0.00769353596801056
277.25,2.7725,2.7725,-2.66453525910038e-15,-9.61058704815284e-16,0.00769389698911626,0.00769389698911626
277.375,2.77375000000003,2.77375,3.24185123190546e-14,1.16876114714933e-14,0.0076942578535101,0.0076942578535101
277.5,2.775,2.775,4.44089209850063e-16,1.60032147693716e-16,0.00769461856134552,0.00769461856134552
277.625,2.77624999999999,2.77625,-7.105427357601e-15,-2.55936149756002e-15,0.00769497911277576,0.00769497911277576
277.75,2.7775,2.7775,4.44089209850063e-16,1.59888104356458e-16,0.00769533950795384,0.00769533950795384
277.875,2.77874999999999,2.77875,-5.77315972805081e-15,-2.07761033847982e-15,0.00769569974703262,0.00769569974703262
278,2.78000000000003,2.78,3.06421554796543e-14,1.10223580862066e-14,0.00769605983016474,0.00769605983016474
278.125,2.78125,2.78125,8.88178419700125e-16,3.1934504977982e-16,0.00769641975750265,0.00769641975750265
278.25,2.78250000000002,2.7825,1.73194791841524e-14,6.22443097363969e-15,0.00769677952919862,0.00769677952919862
278.375,2.78375000000003,2.78375,3.28626015289046e-14,1.18051554661534e-14,0.0076971391454047,0.0076971391454047
278.5,2.78500000000001,2.785,1.24344978758018e-14,4.4648107273974e-15,0.00769749860627276,0.00769749860627276
278.625,2.78624999999999,2.78625,-8.43769498715119e-15,-3.0283337773535e-15,0.00769785791195448,0.00769785791195448
278.75,2.78750000000001,2.7875,9.76996261670138e-15,3.50491932437718e-15,0.00769821706260135,0.00769821706260135
278.875,2.78874999999999,2.78875,-4.88498130835069e-15,-1.75167415808182e-15,0.00769857605836465,0.00769857605836465
279,2.79000000000002,2.79,1.99840144432528e-14,7.16272919113004e-15,0.00769893489939549,0.00769893489939549
279.125,2.79125000000001,2.79125,5.77315972805081e-15,2.0683062169461e-15,0.00769929358584476,0.00769929358584476
279.25,2.7925,2.7925,3.99680288865056e-15,1.43126334419e-15,0.00769965211786319,0.00769965211786319
279.375,2.79375000000002,2.79375,2.44249065417534e-14,8.74269585387148e-15,0.00770001049560129,0.00770001049560129
279.5,2.79500000000001,2.795,7.105427357601e-15,2.54219225674454e-15,0.0077003687192094,0.0077003687192094
279.625,2.79625000000001,2.79625,6.21724893790088e-15,2.22342384904815e-15,0.00770072678883765,0.00770072678883765
279.75,2.7975,2.7975,0,0,0.007701084704636,0.007701084704636
279.875,2.79874999999999,2.79875,-9.32587340685131e-15,-3.33215664380574e-15,0.0077014424667542,0.0077014424667542
280,2.80000000000002,2.8,2.39808173319034e-14,8.56457761853692e-15,0.00770180007534183,0.00770180007534183
280.125,2.80125000000002,2.80125,1.95399252334028e-14,6.97543069465516e-15,0.00770215753054827,0.00770215753054827
280.25,2.80250000000001,2.8025,1.15463194561016e-14,4.12000694240914e-15,0.0077025148325227,0.0077025148325227
280.375,2.80375,2.80375,1.77635683940025e-15,6.33564632866786e-16,0.00770287198141413,0.00770287198141413
280.5,2.80499999999999,2.805,-1.4210854715202e-14,-5.06625836549091e-15,0.00770322897737137,0.00770322897737137
280.625,2.80625,2.80625,3.5527136788005e-15,1.26600042006254e-15,0.00770358582054304,0.00770358582054304
280.75,2.80750000000002,2.8075,1.86517468137026e-14,6.64354294343816e-15,0.0077039425110776,0.0077039425110776
280.875,2.80875000000003,2.80875,2.70894418008538e-14,9.64466107729553e-15,0.00770429904912328,0.00770429904912328
281,2.81000000000004,2.81,4.2632564145606e-14,1.51717310126712e-14,0.00770465543482814,0.00770465543482814
281.125,2.81125000000002,2.81125,2.1316282072803e-14,7.58249251144616e-15,0.00770501166834007,0.00770501166834007
281.25,2.81250000000003,2.8125,3.19744231092045e-14,1.13686837721616e-14,0.00770536774980674,0.00770536774980674
281.375,2.81375000000005,2.81375,4.84057238736568e-14,1.72032781425702e-14,0.00770572367937568,0.00770572367937568
281.5,2.81500000000003,2.815,3.24185123190546e-14,1.15163454064137e-14,0.00770607945719418,0.00770607945719418
281.625,2.81625,2.81625,3.5527136788005e-15,1.2615050790237e-15,0.00770643508340938,0.00770643508340938
281.75,2.81750000000002,2.8175,2.44249065417534e-14,8.66899965989474e-15,0.00770679055816823,0.00770679055816823
281.875,2.81875000000005,2.81875,5.19584375524573e-14,1.84331485773685e-14,0.00770714588161749,0.00770714588161749
282,2.82000000000001,2.82,1.50990331349021e-14,5.35426706911423e-15,0.00770750105390373,0.00770750105390373
282.125,2.82124999999999,2.82125,-1.15463194561016e-14,-4.09262541642946e-15,0.00770785607517335,0.00770785607517335
282.25,2.82250000000001,2.8225,6.21724893790088e-15,2.20274541643964e-15,0.00770821094557254,0.00770821094557254
282.375,2.82375,2.82375,3.10862446895044e-15,1.10088515943353e-15,0.00770856566524735,0.00770856566524735
282.5,2.825,2.825,-3.99680288865056e-15,-1.41479748270816e-15,0.0077089202343436,0.0077089202343436
282.625,2.82625000000001,2.82625,1.46549439250521e-14,5.18529639099587e-15,0.00770927465300695,0.00770927465300695
282.75,2.82750000000001,2.8275,1.24344978758018e-14,4.39770039816154e-15,0.00770962892138287,0.00770962892138287
282.875,2.82875000000003,2.82875,3.15303338993544e-14,1.11463840563339e-14,0.00770998303961667,0.00770998303961667
283,2.83000000000002,2.83,1.95399252334028e-14,6.90456722028366e-15,0.00771033700785344,0.00771033700785344
283.125,2.83125000000004,2.83125,3.90798504668055e-14,1.38030376924699e-14,0.00771069082623811,0.00771069082623811
283.25,2.83250000000006,2.8325,6.03961325396085e-14,2.13225534120418e-14,0.00771104449491544,0.00771104449491544
283.375,2.83375000000004,2.83375,3.95239396766556e-14,1.39475746543116e-14,0.00771139801402998,0.00771139801402998
283.5,2.83500000000003,2.835,2.79776202205539e-14,9.86864910777917e-15,0.00771175138372611,0.00771175138372611
283.625,2.83625000000003,2.83625,2.97539770599542e-14,1.0490604516511e-14,0.00771210460414805,0.00771210460414805
283.75,2.83750000000002,2.8375,2.1316282072803e-14,7.5123461049526e-15,0.00771245767543981,0.00771245767543981
283.875,2.83875000000002,2.83875,1.64313007644523e-14,5.78821691394181e-15,0.00771281059774524,0.00771281059774524
284,2.84000000000002,2.84,1.73194791841524e-14,6.09840816343396e-15,0.00771316337120799,0.00771316337120799
284.125,2.84125,2.84125,-3.10862446895044e-15,-1.09410452052809e-15,0.00771351599597155,0.00771351599597155
284.25,2.84250000000002,2.8425,2.1316282072803e-14,7.49913177583219e-15,0.00771386847217923,0.00771386847217923
284.375,2.84375000000003,2.84375,3.10862446895044e-14,1.09314267040015e-14,0.00771422079997415,0.00771422079997415
284.5,2.84500000000001,2.845,1.11022302462516e-14,3.90236564015872e-15,0.00771457297949925,0.00771457297949925
284.625,2.84625000000004,2.84625,3.77475828372553e-14,1.32622161922724e-14,0.00771492501089731,0.00771492501089731
284.75,2.84750000000003,2.8475,3.19744231092045e-14,1.12289457802299e-14,0.00771527689431091,0.00771527689431091
284.875,2.84875000000004,2.84875,3.5527136788005e-14,1.24711318255393e-14,0.00771562862988247,0.00771562862988247
285,2.85000000000003,2.85,2.93098878501041e-14,1.02841711754751e-14,0.00771598021775422,0.00771598021775422
285.125,2.85125000000006,2.85125,5.81756864903582e-14,2.04035726401958e-14,0.00771633165806823,0.00771633165806823
285.25,2.85250000000003,2.8525,3.19744231092045e-14,1.12092631408254e-14,0.00771668295096636,0.00771668295096636
285.375,2.85375000000002,2.85375,2.17603712826531e-14,7.62518485594501e-15,0.00771703409659033,0.00771703409659033
285.5,2.85500000000004,2.855,3.90798504668055e-14,1.36882138237497e-14,0.00771738509508166,0.00771738509508166
285.625,2.85625000000005,2.85625,5.41788836017076e-14,1.89685369283878e-14,0.00771773594658172,0.00771773594658172
285.75,2.85750000000003,2.8575,3.28626015289046e-14,1.15004729759946e-14,0.00771808665123167,0.00771808665123167
285.875,2.85875000000006,2.85875,5.59552404411079e-14,1.9573324159548e-14,0.00771843720917252,0.00771843720917252
286,2.86000000000002,2.86,2.30926389122033e-14,8.07434927000114e-15,0.00771878762054509,0.00771878762054509
286.125,2.86125000000003,2.86125,2.8421709430404e-14,9.93331915435701e-15,0.00771913788549004,0.00771913788549004
286.25,2.86250000000003,2.8625,2.79776202205539e-14,9.77384112508435e-15,0.00771948800414784,0.00771948800414784
286.375,2.86375000000004,2.86375,4.48530101948563e-14,1.56623344198538e-14,0.00771983797665881,0.00771983797665881
286.5,2.86500000000006,2.865,5.72875080706581e-14,1.99956398152384e-14,0.00772018780316306,0.00772018780316306
286.625,2.86625000000006,2.86625,6.26165785888588e-14,2.18461678460912e-14,0.00772053748380056,0.00772053748380056
286.75,2.8675,2.8675,3.99680288865056e-15,1.39382838313882e-15,0.00772088701871109,0.00772088701871109
286.875,2.86875,2.86875,1.77635683940025e-15,6.19209355782222e-16,0.00772123640803425,0.00772123640803425
287,2.87000000000006,2.87,5.6399329650958e-14,1.96513343731561e-14,0.0077215856519095,0.0077215856519095
287.125,2.87125000000003,2.87125,3.50830475781549e-14,1.22187366401933e-14,0.00772193475047608,0.00772193475047608
287.25,2.87250000000003,2.8725,3.41948691584548e-14,1.19042190281827e-14,0.0077222837038731,0.0077222837038731
287.375,2.87375000000003,2.87375,3.24185123190546e-14,1.12809090279442e-14,0.00772263251223948,0.00772263251223948
287.5,2.87500000000005,2.875,5.41788836017076e-14,1.88448290788548e-14,0.00772298117571396,0.00772298117571396
287.625,2.87625000000004,2.87625,3.90798504668055e-14,1.3587084038872e-14,0.00772332969443513,0.00772332969443513
287.75,2.87750000000005,2.8775,5.28466159721575e-14,1.83654616758149e-14,0.00772367806854139,0.00772367806854139
287.875,2.87875000000001,2.87875,1.02140518265514e-14,3.54808574087762e-15,0.00772402629817098,0.00772402629817098
288,2.88000000000005,2.88,4.9293902293357e-14,1.71159382963045e-14,0.00772437438346197,0.00772437438346197
288.125,2.88125000000003,2.88125,2.62012633811537e-14,9.09371397176701e-15,0.00772472232455225,0.00772472232455225
288.25,2.88250000000007,2.8825,7.061018436616e-14,2.44961610984076e-14,0.00772507012157955,0.00772507012157955
288.375,2.88375000000003,2.88375,3.46389583683049e-14,1.20117757670758e-14,0.00772541777468143,0.00772541777468143
288.5,2.88500000000003,2.885,2.62012633811537e-14,9.08189371963733e-15,0.00772576528399528,0.00772576528399528
288.625,2.88625000000003,2.88625,3.28626015289046e-14,1.13859165106642e-14,0.0077261126496583,0.0077261126496583
288.75,2.88750000000007,2.8875,6.48370246381091e-14,2.24543808270508e-14,0.00772645987180757,0.00772645987180757
288.875,2.88875000000005,2.88875,4.61852778244065e-14,1.59879802074968e-14,0.00772680695057995,0.00772680695057995
289,2.89000000000007,2.89,7.061018436616e-14,2.44325897460761e-14,0.00772715388611216,0.00772715388611216
289.125,2.89125000000004,2.89125,3.5527136788005e-14,1.22878121186355e-14,0.00772750067854075,0.00772750067854075
289.25,2.89250000000005,2.8925,5.15143483426073e-14,1.78096277761823e-14,0.00772784732800209,0.00772784732800209
289.375,2.89375000000004,2.89375,3.99680288865056e-14,1.38118458355095e-14,0.0077281938346324,0.0077281938346324
289.5,2.89500000000007,2.895,7.061018436616e-14,2.43903918363247e-14,0.00772854019856771,0.00772854019856771
289.625,2.89625000000006,2.89625,6.08402217494586e-14,2.10065504529853e-14,0.00772888641994392,0.00772888641994392
289.75,2.89750000000007,2.8975,7.46069872548105e-14,2.57487445227991e-14,0.00772923249889673,0.00772923249889673
289.875,2.89875000000006,2.89875,6.48370246381091e-14,2.23672357526897e-14,0.00772957843556167,0.00772957843556167
290,2.90000000000003,2.9,3.50830475781549e-14,1.20976026131569e-14,0.00772992423007414,0.00772992423007414
290.125,2.90125000000007,2.90125,6.52811138479592e-14,2.25010301931785e-14,0.00773026988256935,0.00773026988256935
290.25,2.90250000000008,2.9025,7.7715611723761e-14,2.677540455599e-14,0.00773061539318234,0.00773061539318234
290.375,2.90375000000007,2.90375,6.83897383169096e-14,2.35522129373774e-14,0.00773096076204799,0.00773096076204799
290.5,2.90500000000003,2.905,3.33066907387547e-14,1.1465298016783e-14,0.00773130598930103,0.00773130598930103
290.625,2.90625000000005,2.90625,5.19584375524573e-14,1.78781720610606e-14,0.00773165107507601,0.00773165107507601
290.75,2.90750000000005,2.9075,4.57411886145564e-14,1.57321370987296e-14,0.00773199601950731,0.00773199601950731
290.875,2.90875000000003,2.90875,2.62012633811537e-14,9.00773988178898e-15,0.00773234082272916,0.00773234082272916
291,2.91000000000008,2.91,8.12683254025615e-14,2.79272595885091e-14,0.00773268548487562,0.00773268548487562
291.125,2.91125000000006,2.91125,5.77315972805081e-14,1.98305186021496e-14,0.00773303000608059,0.00773303000608059
291.25,2.91250000000005,2.9125,5.41788836017076e-14,1.86021917945777e-14,0.00773337438647781,0.00773337438647781
291.375,2.91375000000005,2.91375,4.66293670342566e-14,1.60032147693716e-14,0.00773371862620085,0.00773371862620085
291.5,2.91500000000005,2.915,5.32907051820075e-14,1.82815455169837e-14,0.00773406272538311,0.00773406272538311
291.625,2.91625000000006,2.91625,5.72875080706581e-14,1.96442376581768e-14,0.00773440668415784,0.00773440668415784
291.75,2.91750000000008,2.9175,7.68274333040608e-14,2.63333104726858e-14,0.00773475050265812,0.00773475050265812
291.875,2.91875000000008,2.91875,7.86037901434611e-14,2.6930634738659e-14,0.00773509418101689,0.00773509418101689
292,2.92000000000008,2.92,7.59392548843607e-14,2.60065941384797e-14,0.00773543771936689,0.00773543771936689
292.125,2.92125000000006,2.92125,5.81756864903582e-14,1.99146551956725e-14,0.00773578111784074,0.00773578111784074
292.25,2.92250000000007,2.9225,6.92779167366098e-14,2.37050185582925e-14,0.00773612437657086,0.00773612437657086
292.375,2.92375000000006,2.92375,6.08402217494586e-14,2.08089685333762e-14,0.00773646749568953,0.00773646749568953
292.5,2.92500000000009,2.925,9.2370555648813e-14,3.15796771448933e-14,0.00773681047532888,0.00773681047532888
292.625,2.92625000000007,2.92625,6.88338275267597e-14,2.35228799749713e-14,0.00773715331562085,0.00773715331562085
292.75,2.92750000000007,2.9275,6.52811138479592e-14,2.22992703152721e-14,0.00773749601669725,0.00773749601669725
292.875,2.92875000000005,2.92875,4.66293670342566e-14,1.59212520816924e-14,0.00773783857868972,0.00773783857868972
293,2.93000000000006,2.93,5.86197757002083e-14,2.00067493857366e-14,0.00773818100172972,0.00773818100172972
293.125,2.93125000000007,2.93125,7.23865412055602e-14,2.46947688547753e-14,0.00773852328594858,0.00773852328594858
293.25,2.93250000000005,2.9325,5.15143483426073e-14,1.75667002020826e-14,0.00773886543147746,0.00773886543147746
293.375,2.93375000000006,2.93375,5.81756864903582e-14,1.98298036609657e-14,0.00773920743844735,0.00773920743844735
293.5,2.93500000000007,2.935,7.061018436616e-14,2.40579844518433e-14,0.00773954930698911,0.00773954930698911
293.625,2.93625000000005,2.93625,4.84057238736568e-14,1.6485559429087e-14,0.0077398910372334,0.0077398910372334
293.75,2.93750000000007,2.9375,7.32747196252603e-14,2.49445854043439e-14,0.00774023262931077,0.00774023262931077
293.875,2.93875000000004,2.93875,3.86357612569554e-14,1.31470051065778e-14,0.00774057408335157,0.00774057408335157
294,2.94000000000009,2.94,9.14823772291129e-14,3.11164548398343e-14,0.00774091539948602,0.00774091539948602
294.125,2.94125000000004,2.94125,4.17443857259059e-14,1.41927363283998e-14,0.00774125657784417,0.00774125657784417
294.25,2.94250000000004,2.9425,3.59712259978551e-14,1.2224715717198e-14,0.00774159761855592,0.00774159761855592
294.375,2.94375000000006,2.94375,5.6843418860808e-14,1.930986627968e-14,0.007741938521751,0.007741938521751
294.5,2.94500000000005,2.945,4.75175454539567e-14,1.61349899673877e-14,0.007742279287559,0.007742279287559
294.625,2.94625000000006,2.94625,6.48370246381091e-14,2.20066269454762e-14,0.00774261991610935,0.00774261991610935
294.75,2.94750000000003,2.9475,3.46389583683049e-14,1.17519790901798e-14,0.00774296040753132,0.00774296040753132
294.875,2.94875000000002,2.94875,1.82076576038526e-14,6.17470372322257e-15,0.00774330076195402,0.00774330076195402
295,2.95000000000006,2.95,6.26165785888588e-14,2.1225958843681e-14,0.00774364097950641,0.00774364097950641
295.125,2.95125000000008,2.95125,8.26005930321116e-14,2.79883415610713e-14,0.0077439810603173,0.0077439810603173
295.25,2.95250000000007,2.9525,6.61692922676593e-14,2.24112759585637e-14,0.00774432100451534,0.00774432100451534
295.375,2.95375000000007,2.95375,7.37188088351104e-14,2.4957700832877e-14,0.00774466081222902,0.00774466081222902
295.5,2.95500000000007,2.955,7.01660951563099e-14,2.37448714572961e-14,0.00774500048358669,0.00774500048358669
295.625,2.95625000000005,2.95625,4.84057238736568e-14,1.63740292173046e-14,0.00774534001871652,0.00774534001871652
295.75,2.9575000000001,2.9575,9.54791801177635e-14,3.22837464472573e-14,0.00774567941774656,0.00774567941774656
295.875,2.95875000000007,2.95875,7.37188088351104e-14,2.49155247435946e-14,0.00774601868080468,0.00774601868080468
296,2.96000000000007,2.96,6.66133814775094e-14,2.25045207694288e-14,0.00774635780801861,0.00774635780801861
296.125,2.96125000000007,2.96125,6.79456491070596e-14,2.29449216064363e-14,0.00774669679951591,0.00774669679951591
296.25,2.96250000000003,2.9625,3.15303338993544e-14,1.06431506833264e-14,0.00774703565542402,0.00774703565542402
