t,I,st,difference,relative_difference,center,max_u
93.125,0.931249999999985,0.93125,-1.45439216225896e-14,-1.56176339571431e-14,0.00682474102126242,0.00682474102126242
93.25,0.932499999999997,0.9325,-3.44169137633799e-15,-3.69082185130079e-15,0.00682580917622935,0.00682580917622935
93.375,0.933749999999998,0.93375,-1.55431223447522e-15,-1.66459141576998e-15,0.0068268758993511,0.0068268758993511
93.5,0.935000000000007,0.935,7.43849426498855e-15,7.95560883955995e-15,0.00682794119446126,0.00682794119446126
93.625,0.93625,0.93625,-4.44089209850063e-16,-4.74327593965354e-16,0.00682900506537807,0.00682900506537807
93.75,0.937500000000005,0.9375,4.9960036108132e-15,5.32907051820075e-15,0.00683006751590447,0.00683006751590447
93.875,0.938749999999995,0.93875,-4.66293670342566e-15,-4.96717624865583e-15,0.0068311285498282,0.0068311285498282
94,0.940000000000007,0.94,7.43849426498855e-15,7.91329177126441e-15,0.00683218817092185,0.00683218817092185
94.125,0.941250000000007,0.94125,7.21644966006352e-15,7.6668787889121e-15,0.00683324638294298,0.00683324638294298
94.25,0.942499999999993,0.9425,-6.66133814775094e-15,-7.06773278275962e-15,0.00683430318963416,0.00683430318963416
94.375,0.943749999999997,0.94375,-2.88657986402541e-15,-3.0586276704905e-15,0.00683535859472308,0.00683535859472308
94.5,0.945000000000004,0.945,3.5527136788005e-15,3.75948537439206e-15,0.00683641260192262,0.00683641260192262
94.625,0.946249999999998,0.94625,-2.1094237467878e-15,-2.22924570334245e-15,0.00683746521493092,0.00683746521493092
94.75,0.947500000000003,0.9475,2.66453525910038e-15,2.81217441593707e-15,0.00683851643743147,0.00683851643743147
94.875,0.948750000000001,0.94875,7.7715611723761e-16,8.19136882463884e-16,0.00683956627309318,0.00683956627309318
95,0.949999999999998,0.95,-1.88737914186277e-15,-1.98671488617133e-15,0.00684061472557046,0.00684061472557046
95.125,0.951250000000003,0.95125,3.44169137633799e-15,3.61807240613717e-15,0.00684166179850329,0.00684166179850329
95.25,0.952499999999997,0.9525,-2.55351295663786e-15,-2.68085349778253e-15,0.00684270749551731,0.00684270749551731
95.375,0.953749999999996,0.95375,-3.88578058618805e-15,-4.07421293440424e-15,0.00684375182022388,0.00684375182022388
95.5,0.954999999999999,0.955,-9.99200722162641e-16,-1.04628347870434e-15,0.00684479477622015,0.00684479477622015
95.625,0.956249999999998,0.95625,-1.99840144432528e-15,-2.089831575765e-15,0.00684583636708916,0.00684583636708916
95.75,0.9575,0.9575,-3.33066907387547e-16,-3.47850556018326e-16,0.00684687659639991,0.00684687659639991
95.875,0.958749999999997,0.95875,-2.55351295663786e-15,-2.66337726898343e-15,0.00684791546770739,0.00684791546770739
96,0.960000000000004,0.96,3.5527136788005e-15,3.70074341541719e-15,0.00684895298455272,0.00684895298455272
96.125,0.961249999999999,0.96125,-5.55111512312578e-16,-5.77489219570953e-16,0.00684998915046315,0.00684998915046315
96.25,0.962499999999995,0.9625,-5.21804821573824e-15,-5.42134879557219e-15,0.00685102396895221,0.00685102396895221
96.375,0.963750000000001,0.96375,1.4432899320127e-15,1.49757710195871e-15,0.00685205744351972,0.00685205744351972
96.5,0.964999999999997,0.965,-3.10862446895044e-15,-3.22137250668439e-15,0.00685308957765187,0.00685308957765187
96.625,0.966250000000002,0.96625,2.22044604925031e-15,2.29800367322154e-15,0.00685412037482134,0.00685412037482134
96.75,0.967500000000002,0.9675,2.1094237467878e-15,2.18028294241633e-15,0.00685514983848729,0.00685514983848729
96.875,0.968749999999997,0.96875,-3.44169137633799e-15,-3.5527136788005e-15,0.0068561779720955,0.0068561779720955
97,0.969999999999996,0.97,-3.88578058618805e-15,-4.00595936720417e-15,0.00685720477907841,0.00685720477907841
97.125,0.971250000000002,0.97125,1.4432899320127e-15,1.48601280001308e-15,0.00685823026285518,0.00685823026285518
97.25,0.9725,0.9725,1.11022302462516e-16,1.14161750604129e-16,0.00685925442683177,0.00685925442683177
97.375,0.973749999999999,0.97375,-9.99200722162641e-16,-1.02613681351747e-15,0.00686027727440103,0.00686027727440103
97.5,0.974999999999998,0.975,-1.99840144432528e-15,-2.04964250700029e-15,0.0068612988089427,0.0068612988089427
97.625,0.976249999999999,0.97625,-1.4432899320127e-15,-1.47840197901429e-15,0.00686231903382357,0.00686231903382357
97.75,0.977500000000009,0.9775,8.88178419700125e-15,9.08622424245652e-15,0.00686333795239745,0.00686333795239745
97.875,0.978749999999994,0.97875,-6.21724893790088e-15,-6.35223390845556e-15,0.00686435556800533,0.00686435556800533
98,0.979999999999998,0.98,-1.66533453693773e-15,-1.69932095605891e-15,0.00686537188397537,0.00686537188397537
98.125,0.981250000000004,0.98125,3.99680288865056e-15,4.07317491837e-15,0.00686638690362301,0.00686638690362301
98.25,0.982500000000006,0.9825,6.21724893790088e-15,6.32798874086603e-15,0.00686740063025099,0.00686740063025099
98.375,0.983749999999998,0.98375,-1.66533453693773e-15,-1.69284323958092e-15,0.0068684130671495,0.0068684130671495
98.5,0.985000000000001,0.985,8.88178419700125e-16,9.0170397939099e-16,0.00686942421759613,0.00686942421759613
98.625,0.98625,0.98625,2.22044604925031e-16,2.25140283827662e-16,0.00687043408485602,0.00687043408485602
98.75,0.9875,0.9875,1.11022302462516e-16,1.12427648063307e-16,0.00687144267218191,0.00687144267218191
98.875,0.988750000000002,0.98875,1.99840144432528e-15,2.02113926101166e-15,0.00687244998281416,0.00687244998281416
99,0.99,0.99,0,0,0.00687345601998086,0.00687345601998086
99.125,0.991249999999995,0.99125,-4.88498130835069e-15,-4.92810220262365e-15,0.00687446078689786,0.00687446078689786
99.25,0.992499999999996,0.9925,-3.88578058618805e-15,-3.91514416744388e-15,0.00687546428676884,0.00687546428676884
99.375,0.993749999999996,0.99375,-3.99680288865056e-15,-4.02194001373642e-15,0.0068764665227854,0.0068764665227854
99.5,0.995000000000001,0.995,9.99200722162641e-16,1.00422183131924e-15,0.00687746749812708,0.00687746749812708
99.625,0.99625,0.99625,3.33066907387547e-16,3.34320609673824e-16,0.00687846721596143,0.00687846721596143
99.75,0.997500000000004,0.9975,3.77475828372553e-15,3.78421883080254e-15,0.0068794656794441,0.0068794656794441
99.875,0.998749999999992,0.99875,-7.54951656745106e-15,-7.55896527404362e-15,0.00688046289171886,0.00688046289171886
100,0.999999999999999,1,-1.33226762955019e-15,-1.33226762955019e-15,0.00688145885591767,0.00688145885591767
100.125,1.00125,1.00125,-3.99680288865056e-15,-3.99181312224775e-15,0.00688245357516077,0.00688245357516077
100.25,1.00250000000001,1.0025,5.10702591327572e-15,5.0942901878062e-15,0.00688344705255669,0.00688344705255669
100.375,1.00374999999999,1.00375,-5.55111512312578e-15,-5.53037621232955e-15,0.00688443929120235,0.00688443929120235
100.5,1.005,1.005,-4.44089209850063e-15,-4.41879810796082e-15,0.00688543029418308,0.00688543029418308
100.625,1.00624999999999,1.00625,-1.13242748511766e-14,-1.12539377402997e-14,0.00688642006457273,0.00688642006457273
100.75,1.00749999999999,1.0075,-1.06581410364015e-14,-1.05788000361305e-14,0.00688740860543367,0.00688740860543367
100.875,1.00875,1.00875,2.22044604925031e-16,2.20118567459758e-16,0.00688839591981687,0.00688839591981687
101,1.01000000000001,1.01,5.32907051820075e-15,5.27630744376312e-15,0.00688938201076198,0.00688938201076198
101.125,1.01125000000001,1.01125,5.77315972805081e-15,5.70893421809722e-15,0.00689036688129734,0.00689036688129734
101.25,1.01249999999999,1.0125,-7.99360577730113e-15,-7.89491928622334e-15,0.00689135053444008,0.00689135053444008
101.375,1.01374999999999,1.01375,-1.06581410364015e-14,-1.05135793207413e-14,0.00689233297319614,0.00689233297319614
101.5,1.01499999999999,1.015,-1.15463194561016e-14,-1.13756841932036e-14,0.00689331420056036,0.00689331420056036
101.625,1.01624999999999,1.01625,-8.21565038222616e-15,-8.08428081891873e-15,0.00689429421951649,0.00689429421951649
101.75,1.01749999999999,1.0175,-1.4210854715202e-14,-1.39664419805425e-14,0.00689527303303731,0.00689527303303731
101.875,1.01874999999999,1.01875,-5.10702591327572e-15,-5.01303157131359e-15,0.00689625064408459,0.00689625064408459
102,1.02,1.02,3.5527136788005e-15,3.483052626275e-15,0.00689722705560925,0.00689722705560925
102.125,1.02125,1.02125,2.44249065417534e-15,2.39166771522678e-15,0.00689820227055134,0.00689820227055134
102.25,1.0225,1.0225,8.88178419700125e-16,8.68634151295966e-16,0.0068991762918401,0.0068991762918401
102.375,1.02375,1.02375,-1.11022302462516e-15,-1.08446693492079e-15,0.00690014912239405,0.00690014912239405
102.5,1.02499999999999,1.025,-5.32907051820075e-15,-5.19909318848854e-15,0.00690112076512101,0.00690112076512101
102.625,1.02625,1.02625,1.77635683940025e-15,1.73092018455566e-15,0.00690209122291818,0.00690209122291818
102.75,1.0275,1.0275,-1.99840144432528e-15,-1.94491624751852e-15,0.00690306049867213,0.00690306049867213
102.875,1.02874999999999,1.02875,-9.10382880192628e-15,-8.84940831292956e-15,0.00690402859525895,0.00690402859525895
103,1.03,1.03,1.99840144432528e-15,1.94019557701484e-15,0.00690499551554421,0.00690499551554421
103.125,1.03124999999999,1.03125,-7.7715611723761e-15,-7.53605931866773e-15,0.00690596126238305,0.00690596126238305
103.25,1.0325,1.0325,-3.99680288865056e-15,-3.870995533802e-15,0.00690692583862026,0.00690692583862026
103.375,1.03375,1.03375,4.44089209850063e-15,4.29590529480109e-15,0.00690788924709025,0.00690788924709025
103.5,1.035,1.035,2.66453525910038e-15,2.57443020202935e-15,0.00690885149061719,0.00690885149061719
103.625,1.03624999999999,1.03625,-5.32907051820075e-15,-5.14264947474138e-15,0.006909812572015,0.006909812572015
103.75,1.0375,1.0375,1.99840144432528e-15,1.92617006681955e-15,0.00691077249408741,0.00691077249408741
103.875,1.03874999999999,1.03875,-8.21565038222616e-15,-7.90917004305767e-15,0.00691173125962804,0.00691173125962804
104,1.03999999999999,1.04,-6.88338275267597e-15,-6.61863726218843e-15,0.00691268887142041,0.00691268887142041
104.125,1.04124999999999,1.04125,-1.02140518265514e-14,-9.80941351889694e-15,0.00691364533223799,0.00691364533223799
104.25,1.04250000000001,1.0425,1.4210854715202e-14,1.36315153143425e-14,0.0069146006448443,0.0069146006448443
104.375,1.04375000000001,1.04375,8.65973959207622e-15,8.29675649540237e-15,0.00691555481199288,0.00691555481199288
104.5,1.045,1.045,3.99680288865056e-15,3.82469175947422e-15,0.00691650783642741,0.00691650783642741
104.625,1.04625000000001,1.04625,8.88178419700125e-15,8.48916052282079e-15,0.0069174597208817,0.0069174597208817
104.75,1.0475,1.0475,3.5527136788005e-15,3.39161210386683e-15,0.00691841046807977,0.00691841046807977
104.875,1.04874999999998,1.04875,-1.50990331349021e-14,-1.43971710463906e-14,0.00691936008073591,0.00691936008073591
105,1.05,1.05,-1.11022302462516e-15,-1.05735526154777e-15,0.00692030856155467,0.00692030856155467
105.125,1.05125,1.05125,1.33226762955019e-15,1.26731760242586e-15,0.00692125591323097,0.00692125591323097
105.25,1.0525,1.0525,-1.11022302462516e-15,-1.05484372886001e-15,0.00692220213845009,0.00692220213845009
105.375,1.05374999999999,1.05375,-1.02140518265514e-14,-9.69305036920659e-15,0.00692314723988778,0.00692314723988778
105.5,1.055,1.055,-6.66133814775094e-16,-6.31406459502459e-16,0.00692409122021023,0.00692409122021023
105.625,1.05625,1.05625,1.55431223447522e-15,1.47153821015405e-15,0.00692503408207418,0.00692503408207418
105.75,1.0575,1.0575,3.33066907387547e-15,3.14956886418484e-15,0.00692597582812693,0.00692597582812693
105.875,1.05875,1.05875,-3.5527136788005e-15,-3.35557372259788e-15,0.0069269164610064,0.0069269164610064
106,1.06,1.06,1.77635683940025e-15,1.67580833905684e-15,0.00692785598334115,0.00692785598334115
106.125,1.06124999999999,1.06125,-6.21724893790088e-15,-5.85842067175583e-15,0.00692879439775046,0.00692879439775046
106.25,1.0625,1.0625,-3.99680288865056e-15,-3.761696836377e-15,0.00692973170684434,0.00692973170684434
106.375,1.06374999999998,1.06375,-1.64313007644523e-14,-1.54465812121761e-14,0.00693066791322361,0.00693066791322361
106.5,1.065,1.065,-3.5527136788005e-15,-3.33588138854507e-15,0.00693160301947989,0.00693160301947989
106.625,1.06624999999999,1.06625,-1.13242748511766e-14,-1.06206563668714e-14,0.00693253702819572,0.00693253702819572
106.75,1.06750000000001,1.0675,8.88178419700125e-15,8.32017254988408e-15,0.00693346994194452,0.00693346994194452
106.875,1.06874999999999,1.06875,-5.10702591327572e-15,-4.7785037785036e-15,0.00693440176329068,0.00693440176329068
107,1.07,1.07,-2.88657986402541e-15,-2.69773819067795e-15,0.0069353324947896,0.0069353324947896
107.125,1.07125,1.07125,-4.88498130835069e-15,-4.56007590044405e-15,0.00693626213898772,0.00693626213898772
107.25,1.0725,1.0725,-2.22044604925031e-16,-2.07034596666696e-16,0.00693719069842258,0.00693719069842258
107.375,1.07375,1.07375,-4.88498130835069e-15,-4.54945872721834e-15,0.00693811817562283,0.00693811817562283
107.5,1.075,1.075,4.88498130835069e-15,4.54416865893087e-15,0.00693904457310829,0.00693904457310829
107.625,1.07624999999999,1.07625,-9.99200722162641e-15,-9.28409497944382e-15,0.00693996989339001,0.00693996989339001
107.75,1.0775,1.0775,2.22044604925031e-16,2.06073879280771e-16,0.00694089413897027,0.00694089413897027
107.875,1.07875,1.07875,-2.22044604925031e-15,-2.0583509147164e-15,0.00694181731234265,0.00694181731234265
108,1.07999999999999,1.08,-9.99200722162641e-15,-9.25185853854297e-15,0.00694273941599208,0.00694273941599208
108.125,1.08125,1.08125,4.88498130835069e-15,4.51790178807e-15,0.00694366045239484,0.00694366045239484
108.25,1.08249999999998,1.0825,-1.53210777398272e-14,-1.4153420544875e-14,0.00694458042401862,0.00694458042401862
108.375,1.08374999999999,1.08375,-5.77315972805081e-15,-5.32702166371471e-15,0.00694549933332258,0.00694549933332258
108.5,1.08500000000001,1.085,1.28785870856518e-14,1.18696655167298e-14,0.00694641718275737,0.00694641718275737
108.625,1.08624999999999,1.08625,-5.10702591327572e-15,-4.70151982810193e-15,0.00694733397476515,0.00694733397476515
108.75,1.0875,1.0875,1.33226762955019e-15,1.225073682345e-15,0.00694824971177969,0.00694824971177969
108.875,1.08875,1.08875,1.77635683940025e-15,1.63155622447784e-15,0.00694916439622632,0.00694916439622632
109,1.09000000000001,1.09,6.21724893790088e-15,5.70389810816594e-15,0.00695007803052205,0.00695007803052205
109.125,1.09125,1.09125,3.99680288865056e-15,3.66259142144382e-15,0.00695099061707558,0.00695099061707558
109.25,1.0925,1.0925,-1.77635683940025e-15,-1.62595591707117e-15,0.0069519021582873,0.0069519021582873
109.375,1.09375,1.09375,8.88178419700125e-16,8.12048840868686e-16,0.0069528126565494,0.0069528126565494
109.5,1.095,1.095,3.99680288865056e-15,3.6500483001375e-15,0.00695372211424584,0.00695372211424584
109.625,1.09625,1.09625,-3.10862446895044e-15,-2.83568936734362e-15,0.00695463053375244,0.00695463053375244
109.75,1.0975,1.0975,3.33066907387547e-15,3.03477819943095e-15,0.00695553791743687,0.00695553791743687
109.875,1.09875000000001,1.09875,6.66133814775094e-15,6.06265132901109e-15,0.00695644426765874,0.00695644426765874
110,1.09999999999999,1.1,-7.54951656745106e-15,-6.86319687950097e-15,0.00695734958676958,0.00695734958676958
110.125,1.10124999999999,1.10125,-9.10382880192628e-15,-8.26681389505224e-15,0.00695825387711292,0.00695825387711292
110.25,1.10249999999999,1.1025,-9.10382880192628e-15,-8.25744109018257e-15,0.00695915714102431,0.00695915714102431
110.375,1.10375,1.10375,-4.44089209850063e-16,-4.02345829988732e-16,0.00696005938083135,0.00696005938083135
110.5,1.105,1.105,2.44249065417534e-15,2.21039878205914e-15,0.00696096059885375,0.00696096059885375
110.625,1.10625000000001,1.10625,5.32907051820075e-15,4.81723888650915e-15,0.00696186079740332,0.00696186079740332
110.75,1.10750000000001,1.1075,1.4210854715202e-14,1.28314715261418e-14,0.00696275997878407,0.00696275997878407
110.875,1.10875,1.10875,8.88178419700125e-16,8.01062836257159e-16,0.00696365814529217,0.00696365814529217
111,1.10999999999999,1.11,-6.66133814775094e-15,-6.00120553851436e-15,0.00696455529921607,0.00696455529921607
111.125,1.11125,1.11125,4.21884749357559e-15,3.79648818319514e-15,0.00696545144283645,0.00696545144283645
111.25,1.1125,1.1125,-1.77635683940025e-15,-1.5967252488991e-15,0.00696634657842631,0.00696634657842631
111.375,1.11375000000001,1.11375,1.11022302462516e-14,9.96833243210017e-15,0.00696724070825101,0.00696724070825101
111.5,1.115,1.115,3.77475828372553e-15,3.38543343831886e-15,0.00696813383456824,0.00696813383456824
111.625,1.11624999999999,1.11625,-5.55111512312578e-15,-4.97300346976554e-15,0.00696902595962814,0.00696902595962814
111.75,1.1175,1.1175,-4.66293670342566e-15,-4.17265029389321e-15,0.00696991708567328,0.00696991708567328
111.875,1.11875,1.11875,0,0,0.00697080721493868,0.00697080721493868
112,1.11999999999999,1.12,-8.21565038222616e-15,-7.33540212698764e-15,0.0069716963496519,0.0069716963496519
112.125,1.12125,1.12125,-4.44089209850063e-16,-3.96066184927592e-16,0.00697258449203305,0.00697258449203305
112.25,1.1225,1.1225,0,0,0.00697347164429477,0.00697347164429477
112.375,1.12374999999999,1.12375,-5.55111512312578e-15,-4.9398132352621e-15,0.00697435780864237,0.00697435780864237
112.5,1.12499999999999,1.125,-1.37667655053519e-14,-1.22371248936462e-14,0.00697524298727375,0.00697524298727375
112.625,1.12625000000001,1.12625,5.10702591327572e-15,4.53454021156557e-15,0.00697612718237951,0.00697612718237951
112.75,1.1275,1.1275,-1.55431223447522e-15,-1.37854743634166e-15,0.00697701039614297,0.00697701039614297
112.875,1.12875,1.12875,-4.44089209850063e-15,-3.93434515924751e-15,0.00697789263074015,0.00697789263074015
113,1.13,1.13,-1.33226762955019e-15,-1.1789979022568e-15,0.00697877388833989,0.00697877388833989
113.125,1.13124999999999,1.13125,-9.54791801177635e-15,-8.44014851869732e-15,0.00697965417110379,0.00697965417110379
113.25,1.13249999999999,1.1325,-5.77315972805081e-15,-5.09771278415083e-15,0.00698053348118632,0.00698053348118632
113.375,1.13375,1.13375,4.44089209850063e-15,3.91699413318688e-15,0.0069814118207348,0.0069814118207348
113.5,1.13499999999999,1.135,-7.7715611723761e-15,-6.84719046024326e-15,0.00698228919188946,0.00698228919188946
113.625,1.13624999999999,1.13625,-7.54951656745106e-15,-6.64423900325726e-15,0.00698316559678344,0.00698316559678344
113.75,1.1375,1.1375,-4.44089209850063e-15,-3.90408096571484e-15,0.00698404103754285,0.00698404103754285
113.875,1.13875,1.13875,-3.99680288865056e-15,-3.50981592856252e-15,0.00698491551628682,0.00698491551628682
114,1.14000000000001,1.14,8.21565038222616e-15,7.20671086160189e-15,0.00698578903512747,0.00698578903512747
114.125,1.14125,1.14125,-3.77475828372553e-15,-3.30756476120529e-15,0.00698666159616997,0.00698666159616997
114.25,1.1425,1.1425,1.11022302462516e-15,9.71748818052653e-16,0.00698753320151261,0.00698753320151261
114.375,1.14375000000001,1.14375,6.66133814775094e-15,5.82412078491885e-15,0.00698840385324676,0.00698840385324676
114.5,1.145,1.145,2.44249065417534e-15,2.13317961063349e-15,0.00698927355345695,0.00698927355345695
114.625,1.14624999999999,1.14625,-1.24344978758018e-14,-1.08479806986275e-14,0.00699014230422088,0.00699014230422088
114.75,1.14750000000001,1.1475,1.15463194561016e-14,1.00621520314611e-14,0.00699101010760946,0.00699101010760946
114.875,1.14875,1.14875,4.44089209850063e-16,3.86584731099075e-16,0.00699187696568682,0.00699187696568682
115,1.15,1.15,-1.11022302462516e-15,-9.65411325761006e-16,0.00699274288051038,0.00699274288051038
115.125,1.15124999999999,1.15125,-8.88178419700125e-15,-7.71490483995766e-15,0.00699360785413083,0.00699360785413083
115.25,1.15249999999999,1.1525,-8.65973959207622e-15,-7.5138738326041e-15,0.00699447188859219,0.00699447188859219
115.375,1.15375,1.15375,-8.88178419700125e-16,-7.6981878197194e-16,0.00699533498593183,0.00699533498593183
115.5,1.155,1.155,1.11022302462516e-15,9.61232055952516e-16,0.00699619714818049,0.00699619714818049
115.625,1.15625000000001,1.15625,7.99360577730113e-15,6.91338878036854e-15,0.00699705837736233,0.00699705837736233
115.75,1.15750000000001,1.1575,1.04360964314765e-14,9.01606603151315e-15,0.00699791867549495,0.00699791867549495
115.875,1.15875,1.15875,-1.11022302462516e-15,-9.58121272599919e-16,0.00699877804458942,0.00699877804458942
116,1.15999999999999,1.16,-1.08801856413265e-14,-9.37947038045391e-15,0.00699963648665027,0.00699963648665027
116.125,1.16125,1.16125,-3.5527136788005e-15,-3.05938745214252e-15,0.00700049400367559,0.00700049400367559
116.25,1.1625,1.1625,-2.88657986402541e-15,-2.48307945292508e-15,0.00700135059765701,0.00700135059765701
116.375,1.16375000000001,1.16375,1.13242748511766e-14,9.73084842206367e-15,0.00700220627057972,0.00700220627057972
116.5,1.16500000000001,1.165,5.55111512312578e-15,4.76490568508651e-15,0.00700306102442252,0.00700306102442252
116.625,1.16625,1.16625,2.22044604925031e-16,1.90391944201527e-16,0.00700391486115787,0.00700391486115787
116.75,1.16749999999998,1.1675,-2.04281036531029e-14,-1.74973050561909e-14,0.00700476778275185,0.00700476778275185
116.875,1.16875,1.16875,2.22044604925031e-15,1.89984688705909e-15,0.00700561979116426,0.00700561979116426
117,1.16999999999999,1.17,-5.32907051820075e-15,-4.55476112666731e-15,0.00700647088834859,0.00700647088834859
117.125,1.17124999999998,1.17125,-2.02060590481778e-14,-1.72517046302479e-14,0.00700732107625209,0.00700732107625209
117.25,1.1725,1.1725,1.33226762955019e-15,1.1362623706185e-15,0.00700817035681575,0.00700817035681575
117.375,1.17375,1.17375,3.5527136788005e-15,3.02680611612396e-15,0.00700901873197439,0.00700901873197439
117.5,1.175,1.175,-3.5527136788005e-15,-3.02358610961745e-15,0.00700986620365662,0.00700986620365662
117.625,1.17625,1.17625,1.99840144432528e-15,1.69895978263573e-15,0.00701071277378492,0.00701071277378492
117.75,1.1775,1.1775,-8.88178419700125e-16,-7.5429165155e-16,0.00701155844427562,0.00701155844427562
117.875,1.17875,1.17875,3.10862446895044e-15,2.63722118256665e-15,0.00701240321703896,0.00701240321703896
118,1.18000000000001,1.18,7.99360577730113e-15,6.7742421841535e-15,0.00701324709397912,0.00701324709397912
118.125,1.18125,1.18125,3.10862446895044e-15,2.63163976207444e-15,0.00701409007699421,0.00701409007699421
118.25,1.18249999999999,1.1825,-1.33226762955019e-14,-1.12665338651179e-14,0.00701493216797633,0.00701493216797633
118.375,1.18375,1.18375,-1.99840144432528e-15,-1.68819551790942e-15,0.00701577336881156,0.00701577336881156
118.5,1.18500000000001,1.185,9.54791801177635e-15,8.05731477787033e-15,0.00701661368138003,0.00701661368138003
118.625,1.18625,1.18625,-2.22044604925031e-15,-1.87181964109615e-15,0.00701745310755592,0.00701745310755592
118.75,1.18749999999999,1.1875,-5.55111512312578e-15,-4.67462326157961e-15,0.00701829164920747,0.00701829164920747
118.875,1.18875,1.18875,4.21884749357559e-15,3.54897791257674e-15,0.00701912930819704,0.00701912930819704
119,1.19,1.19,-4.44089209850063e-15,-3.73184209958036e-15,0.00701996608638112,0.00701996608638112
119.125,1.19125,1.19125,8.88178419700125e-16,7.45585242140714e-16,0.00702080198561033,0.00702080198561033
119.25,1.1925,1.1925,-2.66453525910038e-15,-2.23441111874245e-15,0.00702163700772949,0.00702163700772949
119.375,1.19375000000001,1.19375,1.11022302462516e-14,9.30029758848299e-15,0.00702247115457761,0.00702247115457761
119.5,1.19499999999999,1.195,-1.19904086659517e-14,-1.00338147832232e-14,0.00702330442798793,0.00702330442798793
119.625,1.19625000000001,1.19625,9.99200722162641e-15,8.35277510689773e-15,0.00702413682978792,0.00702413682978792
119.75,1.1975,1.1975,-1.33226762955019e-15,-1.11254081799598e-15,0.00702496836179936,0.00702496836179936
119.875,1.19875,1.19875,-1.55431223447522e-15,-1.29661083167901e-15,0.00702579902583829,0.00702579902583829
120,1.2,1.2,-4.44089209850063e-15,-3.70074341541719e-15,0.0070266288237151,0.0070266288237151
120.125,1.20125000000001,1.20125,5.55111512312578e-15,4.62111560718067e-15,0.00702745775723451,0.00702745775723451
120.25,1.20250000000001,1.2025,9.76996261670138e-15,8.1247090367579e-15,0.00702828582819561,0.00702828582819561
120.375,1.20375,1.20375,-4.66293670342566e-15,-3.87367535071706e-15,0.00702911303839188,0.00702911303839188
120.5,1.205,1.205,-8.88178419700125e-16,-7.37077526722096e-16,0.00702993938961123,0.00702993938961123
120.625,1.20625000000001,1.20625,5.55111512312578e-15,4.60196072383485e-15,0.00703076488363599,0.00703076488363599
120.75,1.2075,1.2075,2.22044604925031e-15,1.83887871573525e-15,0.00703158952224295,0.00703158952224295
120.875,1.20874999999999,1.20875,-7.99360577730113e-15,-6.61311749931841e-15,0.00703241330720341,0.00703241330720341
121,1.21,1.21,-1.11022302462516e-15,-9.17539689772857e-16,0.00703323624028316,0.00703323624028316
121.125,1.21125,1.21125,-3.77475828372553e-15,-3.11641550771974e-15,0.0070340583232425,0.0070340583232425
121.25,1.2125,1.2125,-3.77475828372553e-15,-3.11320270822724e-15,0.00703487955783633,0.00703487955783633
121.375,1.21374999999999,1.21375,-8.21565038222616e-15,-6.7688159688784e-15,0.00703569994581407,0.00703569994581407
121.5,1.215,1.215,-2.44249065417534e-15,-2.01028037380687e-15,0.0070365194889198,0.0070365194889198
121.625,1.21625000000001,1.21625,5.32907051820075e-15,4.38155849389579e-15,0.00703733818889215,0.00703733818889215
121.75,1.2175,1.2175,2.22044604925031e-16,1.8237749891173e-16,0.00703815604746446,0.00703815604746446
121.875,1.21874999999998,1.21875,-2.42028619368284e-14,-1.98587585122695e-14,0.00703897306636468,0.00703897306636468
122,1.22000000000001,1.22,1.24344978758018e-14,1.0192211373608e-14,0.00703978924731547,0.00703978924731547
122.125,1.22125,1.22125,-3.99680288865056e-15,-3.27271475017446e-15,0.0070406045920342,0.0070406045920342
122.25,1.2225,1.2225,2.22044604925031e-16,1.81631578670782e-16,0.00704141910223296,0.00704141910223296
122.375,1.22375000000001,1.22375,6.88338275267597e-15,5.62482758134911e-15,0.0070422327796186,0.0070422327796186
122.5,1.225,1.225,1.33226762955019e-15,1.0875654118777e-15,0.00704304562589274,0.00704304562589274
122.625,1.22625000000001,1.22625,5.32907051820075e-15,4.34582713003119e-15,0.00704385764275178,0.00704385764275178
122.75,1.2275,1.2275,3.10862446895044e-15,2.53248429242398e-15,0.00704466883188695,0.00704466883188695
122.875,1.22874999999999,1.22875,-1.48769885299771e-14,-1.21074169114768e-14,0.00704547919498432,0.00704547919498432
123,1.23,1.23,-3.5527136788005e-15,-2.88838510471585e-15,0.0070462887337248,0.0070462887337248
123.125,1.23124999999999,1.23125,-6.88338275267597e-15,-5.59056467222414e-15,0.00704709744978419,0.00704709744978419
123.25,1.2325,1.2325,3.10862446895044e-15,2.522210522475e-15,0.00704790534483319,0.00704790534483319
123.375,1.23374999999998,1.23375,-1.59872115546023e-14,-1.29582261840748e-14,0.00704871242053741,0.00704871242053741
123.5,1.23499999999999,1.235,-1.13242748511766e-14,-9.16945332079077e-15,0.00704951867855741,0.00704951867855741
123.625,1.23625,1.23625,-3.5527136788005e-15,-2.87378255110253e-15,0.00705032412054871,0.00705032412054871
123.75,1.2375,1.2375,2.66453525910038e-15,2.15315980533364e-15,0.0070511287481618,0.0070511287481618
123.875,1.23875,1.23875,-2.66453525910038e-15,-2.1509870911002e-15,0.00705193256304219,0.00705193256304219
124,1.24,1.24,6.66133814775094e-16,5.37204689334753e-16,0.00705273556683039,0.00705273556683039
124.125,1.24125,1.24125,3.5527136788005e-15,2.86220638775468e-15,0.00705353776116197,0.00705353776116197
124.25,1.24249999999999,1.2425,-1.31006316905768e-14,-1.05437679602228e-14,0.00705433914766755,0.00705433914766755
