t,norm,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,leakage_above_first_excited
24,0.975474159667771,0.308197397592742,0.310319993638705,0.313590468709604,2.52479919143889e-30,0.0253083700338863,0.0178181671299773,3.13304715469286e-30,5.00816133802922e-30,0.000111651869928122,0.000121284636617533,0.0678921400589489
24.25,0.977597553398103,0.330231415349777,0.303349677936067,0.306546692565457,2.32430461205564e-30,0.0218932340942801,0.015413766417406,3.25221623880087e-30,4.5848523853207e-30,7.60228524897626e-05,8.25817251854762e-05,0.0598722141486996
24.5,0.980043029610174,0.347150670162246,0.298907140097865,0.302057334639767,1.91186072513883e-30,0.0186734027836733,0.0131468684565374,3.70316075821369e-30,4.87353805134793e-30,5.04657597085496e-05,5.48196938557208e-05,0.0518848551001219
24.75,0.982708530284884,0.358854580200349,0.296769237963172,0.299896901067271,1.73218934753219e-30,0.0159132121995329,0.0112035770840407,4.32993103987983e-30,5.76754627442702e-30,3.34633879392993e-05,3.63504422166994e-05,0.0444792807692067
25,0.985473680081617,0.365824780138864,0.296448071249217,0.299572349564217,1.23191969127637e-30,0.0138381370535798,0.0097426360709154,4.82173168307179e-30,7.70437889952537e-30,2.25992321357826e-05,2.45489812144421e-05,0.0381547990477014
25.25,0.988210652013831,0.369104378237345,0.297219292662949,0.300351698911887,7.66883656853251e-31,0.0126177491530769,0.00888343116971283,5.06594577403637e-30,9.8468126259649e-30,1.625284529559e-05,1.76550597580214e-05,0.0333246301878187
25.5,0.990796902149198,0.370209503399951,0.298190692248896,0.301333336117693,4.22211131413831e-31,0.0123430415062673,0.00869002532191688,4.81237615888332e-30,1.23404913135097e-29,1.44818722835891e-05,1.57312960238521e-05,0.03026646823346
25.75,0.993127891171734,0.370977755334713,0.298405476286978,0.301550383773514,2.84764918657106e-31,0.0130011643385127,0.00915337174056409,4.18094437115817e-30,1.48430852241529e-29,1.8903961549693e-05,2.05349011052103e-05,0.0290663846047956
26,0.99512774171972,0.373369145147481,0.296963783868018,0.300093497299344,3.74083993077669e-31,0.0144563343957416,0.0101778732492557,3.37113153508362e-30,1.69760628376543e-29,3.17477195479694e-05,3.44867545101523e-05,0.0295735736851575
26.25,0.996755930585329,0.379244844959284,0.293138606723907,0.296228006457282,7.70366723953004e-31,0.0164485670813133,0.0115804896526743,2.6062447087784e-30,1.79065484868523e-29,5.441543986269e-05,5.91101327221719e-05,0.0313885418595266
26.5,0.998008677009646,0.390154334532731,0.286461969466768,0.28948100384775,1.34676080171589e-30,0.0186195439819364,0.0131089495731998,2.28343530846654e-30,1.79906070530906e-29,8.5999698531021e-05,9.3419323762945e-05,0.0339026921527512
26.75,0.998914703172014,0.40715989333383,0.276765076881786,0.27968191531628,2.09447282454621e-30,0.0205670182640443,0.0144800541600803,2.57853028362886e-30,1.69144125186857e-29,0.000122330710190471,0.000132884793977652,0.0363931144681047
27,0.999526285120673,0.430719440241325,0.264169786201309,0.266953882353559,2.87497658302523e-30,0.0219181702530383,0.0154313225319928,3.46052549421893e-30,1.51174267603972e-29,0.000156201703195578,0.000169678007393108,0.0381568912038066
27.25,0.999907560130241,0.46063775242242,0.249042931861948,0.251667605479292,3.50136711119888e-30,0.0224030526379189,0.0157727003196819,4.72640780911112e-30,1.33122811344028e-29,0.000179151622679552,0.00019460793151178,0.038651710236339
27.5,1.00012260302821,0.49608568554817,0.231933710111141,0.234378068942569,4.19188621539967e-30,0.0219064479072453,0.0154230695028087,5.92614627550655e-30,1.1834786657246e-29,0.000184453178335456,0.000200366878958409,0.0376025353981209
27.75,1.00022570379077,0.535680202373137,0.213513675816359,0.215763905155002,4.66863888839701e-30,0.0204821968445126,0.014420336279103,6.89936657791301e-30,9.98780741038375e-30,0.000170063640564844,0.000184735883608964,0.0350422166555017
28,1.00025552685384,0.577615960291846,0.194529468812649,0.196579622819315,5.25876028018161e-30,0.0183266090355109,0.0129027109325198,7.21386101337663e-30,8.54748829019124e-30,0.000139894411968073,0.000151963804379598,0.0312749480761911
28.25,1.00023364210561,0.619838892933473,0.175765550508801,0.177617950815083,5.91918137660185e-30,0.0157215506723671,0.0110686392307195,6.7904846400598e-30,7.3572143965833e-30,0.000102394194484896,0.000111228255091849,0.0267776057426429
28.5,1.00016676632545,0.660249645396344,0.15800539120124,0.159670616464144,6.41540283157512e-30,0.0129667792842,0.00912916320229421,5.3422569455861e-30,6.29963767687796e-30,6.69779423124926e-05,7.27564652521365e-05,0.0220743469382714
28.75,1.00005127017714,0.696919648898504,0.141979490745366,0.14347581838967,6.98054008112728e-30,0.0103217873522429,0.00726697657241846,3.79897158667274e-30,5.01569792940051e-30,4.02391258092406e-05,4.37107569691664e-05,0.01762504196646
29,0.999878240233569,0.728296879485323,0.128297026512539,0.129649154108185,7.15491332972796e-30,0.00797099536609343,0.00561191919650139,2.50355084151711e-30,3.66185778001003e-30,2.40081980630504e-05,2.60795056974251e-05,0.0137569398939539
29.25,0.999637684200264,0.753374076370154,0.117370138625131,0.118607107303624,6.92141155488009e-30,0.00601607488181044,0.00423557216711424,1.7566367341531e-30,2.35396347045686e-30,1.60295079098857e-05,1.74124539361449e-05,0.0106486777010908
29.5,0.999321134109151,0.771792914598433,0.109349471652973,0.110501910195084,5.91269802390524e-30,0.0044894885282639,0.00316079055338668,1.90193385380547e-30,1.46344724115796e-30,1.23636027805098e-05,1.34302727888239e-05,0.0083557035535099
29.75,0.998922597015065,0.783865930986378,0.10409156142158,0.105188586633292,4.66133109175507e-30,0.00337759519037089,0.00237797043108093,2.88642600237965e-30,1.13132368306101e-30,9.81185319321644e-06,1.06583709690595e-05,0.00685392095875037
30,0.998438343376804,0.79051208563259,0.10117167840766,0.102237930853187,3.35100941330131e-30,0.00264169242064927,0.00185986363381361,4.53202422753314e-30,1.35627214276244e-30,7.0901250603448e-06,7.70182570224486e-06,0.00607830510656249
30.25,0.997866332388808,0.793117336533225,0.0999428150041407,0.100996116408133,2.11358048054071e-30,0.00223022068100303,0.00157017005748046,6.3107798924047e-30,1.98997413812573e-30,4.56541263896896e-06,4.95929368027929e-06,0.00594373205450127
30.5,0.997206043452335,0.793344797237195,0.0996283305708536,0.100678317610575,1.05372843041585e-30,0.00208198290978402,0.0014658043721748,7.38688228625571e-30,3.09786999174368e-30,3.23774368174582e-06,3.5170800646125e-06,0.00634855458137562
30.75,0.99645919621319,0.792926351435376,0.0994277265726835,0.100475599438686,3.6335316553848e-31,0.00212520833448282,0.00149623690657019,7.87042478351035e-30,4.12719112832589e-30,3.8231798787235e-06,4.15302477793455e-06,0.00717032255325467
31,0.995631484965925,0.793466724544698,0.0986145840078201,0.0996538871311635,1.42519869947787e-31,0.00227851319238844,0.00160417003605827,7.38278283637298e-30,4.93214878133897e-30,6.38787784336795e-06,6.93899209649331e-06,0.00826480431631804
31.25,0.994735051790237,0.796283620042983,0.0966116698195414,0.0976298641485557,3.60780522794922e-31,0.00245740798038345,0.00173011956291081,6.05117194940237e-30,5.31102646012836e-30,1.04509377364589e-05,1.13525925405e-05,0.00947484598891934
31.5,0.993791042298117,0.802297382408961,0.0930369696815434,0.0940174900999915,9.46626753853519e-31,0.00258590438253074,0.0018205864861459,4.19902005135237e-30,5.21542862249058e-30,1.52172781574295e-05,1.65301490500803e-05,0.0106481578095041
31.75,0.992831418373276,0.811973942411319,0.0877219897974418,0.0886464954260936,2.0099184772402e-30,0.00260933800361668,0.00183708475041225,2.42800571165502e-30,4.53948944436124e-30,1.97137306011211e-05,2.14145329932475e-05,0.0116575723651458
32,0.991899303148936,0.825317995880705,0.0807076813714998,0.0815582629175373,3.34081723397273e-30,0.00250331906305231,0.00176244291455361,1.10186268516551e-30,3.51334420897685e-30,2.28710352771614e-05,2.48442341757826e-05,0.0124160598302581
32.25,0.991047386728303,0.841910439954329,0.0722236025099685,0.0729847700028191,5.2573404792234e-30,0.00227511614785713,0.0016017783724653,6.02008566621649e-31,2.23005146261017e-30,2.37299375587284e-05,2.57772382640891e-05,0.0128811875328833
32.5,0.990334245576637,0.860983456501693,0.062654010719118,0.0633143238937415,7.27221875920221e-30,0.00195693245539776,0.00137776354248283,8.87836357546922e-31,1.03322542096201e-30,2.18262454361464e-05,2.37093050761552e-05,0.0130482088854471
32.75,0.989818842141461,0.881525752660607,0.0524926694124881,0.0530458917966003,9.21429012711631e-30,0.00159379877361472,0.00112210201138182,1.91324768069823e-30,3.0231231835993e-31,1.75548342310623e-05,1.90693778077048e-05,0.0129356861303052
