t,norm,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,leakage_above_first_excited
64.5,0.991158849339913,0.7726142541401,0.106499076543064,0.107621474654845,7.74599584054331e-31,0.0025626329393951,0.00180420240204293,3.12131878218413e-30,3.96424169089566e-30,2.6070920593679e-05,2.83201896441663e-05,0.0132651946619914
64.75,0.990858953584858,0.764970615108572,0.109946769451896,0.111105502939874,2.50414995642055e-31,0.00279768678496857,0.0019696902900169,4.26571396864624e-30,5.57594274797653e-30,3.13651547239789e-05,3.40711839004607e-05,0.0139771124996577
65,0.990604423355118,0.760079120457185,0.112104897374015,0.113286375460194,2.24298259244135e-32,0.00296828013463347,0.0020897952517952,4.7913202109085e-30,6.76475992328489e-30,3.47018184990673e-05,3.76957183908949e-05,0.0145296067086051
65.25,0.990395063343439,0.758211933901341,0.112848208130581,0.114037519999143,6.76323760339069e-32,0.00306286327867262,0.00215638580132135,4.68627377420269e-30,7.33701301822797e-30,3.56670633305528e-05,3.87442397341439e-05,0.0149023379689356
65.5,0.99023123229428,0.759523387773105,0.112104457070524,0.113285930516326,3.89907737311091e-31,0.00307579729705864,0.00216549189946022,3.78000541050341e-30,6.83482869197393e-30,3.46777979127519e-05,3.76696254281458e-05,0.0150862246400451
65.75,0.990114013227185,0.764041648306051,0.109858400764532,0.111016202931309,9.22571964443124e-31,0.00300797597518355,0.00211774280907908,2.69282136531504e-30,5.61891197380516e-30,3.27135226279872e-05,3.55358822648439e-05,0.015083747998108
66,0.99004526575442,0.771666951396506,0.10615337550714,0.107272130261601,1.65244921861606e-30,0.00286668729340858,0.00201826957780933,1.59015162056214e-30,4.19411093316887e-30,3.0757678643551e-05,3.34112978124283e-05,0.0149075428347526
66.25,0.990027558128888,0.782176495920418,0.101090208655397,0.102155602487881,2.60577260585977e-30,0.00266463438188108,0.00187601574866602,6.3252628125528e-31,2.49117439472145e-30,2.92734262435915e-05,3.17989915152445e-05,0.0145776929363032
66.5,0.990063989978996,0.795235616181634,0.0948232921207311,0.0958226386642293,3.76791317727875e-30,0.00241816389259875,0.00170249005875555,1.33526575963413e-31,1.00395070352303e-30,2.80222805346025e-05,3.04399031921561e-05,0.0141184530334062
66.75,0.990157926120033,0.810414617688439,0.0875537448864285,0.0884764773750998,4.94752708837893e-30,0.00214497294200767,0.00151015202949837,1.04229365988841e-31,1.96866956464566e-31,2.63225333891522e-05,2.85935103371982e-05,0.0135551600500329
67,0.990312663068724,0.8272106864546,0.0795197316695666,0.0803577933652382,5.87074357019451e-30,0.00186180353380018,0.00131078874238103,6.10350197803379e-31,1.10592660244192e-31,2.35687852723643e-05,2.56021825618876e-05,0.0129117885105952
67.25,0.990531051315086,0.845074100777998,0.0709842577446765,0.071732363732492,7.02590176690655e-30,0.00158269604074489,0.00111428521600503,1.4786432060098e-30,7.95932582335518e-31,1.9677058066855e-05,2.13746965355535e-05,0.0122092777448336
67.5,0.990815103856469,0.863437332418619,0.0622211296914997,0.0628768807153151,7.27645019075545e-30,0.00131815822095013,0.0009280393582516,2.45573510134643e-30,2.10368209740882e-30,1.51842498632837e-05,1.64942712393771e-05,0.0114646571745667
67.75,0.991165627499215,0.881744932642534,0.0535001385809839,0.0540639787237568,7.42180469819441e-30,0.00107523392943106,0.000757010342142633,3.26231172234671e-30,3.30028342310363e-30,1.0962815197411e-05,1.19086322367832e-05,0.0106909500527257
68,0.99158191146718,0.899481854488388,0.0450727288452568,0.0455477521730712,6.98775419213041e-30,0.000858152472230515,0.000604175778714058,3.7174893008265e-30,4.05344872365202e-30,7.75053496014673e-06,8.41921247569118e-06,0.00989766449328378
68.25,0.992061504130797,0.916198009059322,0.0371593837126736,0.0375510079733507,6.1195854259907e-30,0.000669132293281882,0.000471097546692992,3.41718036696553e-30,4.02761102311608e-30,5.79126349492144e-06,6.29090483652936e-06,0.00909159925465408
68.5,0.992600102600569,0.931527218354547,0.0299397082812697,0.030255244088085,4.71997634138525e-30,0.000508994580583619,0.000358353797299048,2.64239700319339e-30,3.21441760254365e-30,4.78900489658476e-06,5.20217636315713e-06,0.00827782927609833
68.75,0.993191562098892,0.945199479970205,0.0235458065632474,0.0237939567790495,3.42719419915635e-30,0.000377450174241872,0.000265740949688851,1.65067194451596e-30,2.00993081828356e-30,4.16809720097194e-06,4.5276998471434e-06,0.0074607566874979
69,0.993828013975743,0.957046470037593,0.0180591381845199,0.0182494641784777,2.0448081199719e-30,0.000273147354661764,0.000192307335871849,6.66862322815012e-31,8.57123104936451e-31,3.44677315243686e-06,3.74414355590849e-06,0.00664492759940882
69.25,0.994500079770848,0.967000861468573,0.0135107036478289,0.0136530935046741,9.32362632120296e-31,0.000193680465609609,0.000136359271712251,1.16558529619612e-31,1.1930874262579e-31,2.48477344688428e-06,2.6991473118742e-06,0.00583534137892461
69.5,0.995197172713916,0.975090139700013,0.00988419065906672,0.00998836054759809,2.21647904205414e-31,0.00013572217656339,9.55541752398014e-05,2.71746051468114e-32,8.4609871957861e-32,1.47429261452748e-06,1.6014872311218e-06,0.00503730909332234
69.75,0.995907872845343,0.981425577588833,0.00712160460318147,0.00719665948458415,5.42443483242479e-33,9.53313548855349e-05,6.71173217320625e-05,3.61695401866158e-31,7.92489394888051e-31,7.22164628365374e-07,7.84469392099246e-07,0.00425615832340176
70,0.996620354201999,0.986187132780853,0.00513086735959916,0.00518494177998967,2.78154441080301e-31,6.83917882919965e-05,4.8150722961371e-05,9.80614491736414e-31,2.10513646449535e-30,3.98226326808477e-07,4.32583308901359e-07,0.00349705807955836
70.25,0.997322841070911,0.989605151366991,0.0037948683642587,0.00383486263674201,9.94476234023373e-31,5.10852936175877e-05,3.5966215854438e-05,1.67371357290598e-30,3.55000710923595e-30,4.233483351531e-07,4.5987271887925e-07,0.00276511763200793
70.5,0.998004067438375,0.991939892099959,0.0029814640547964,0.00301288582608358,2.03706193708359e-30,4.02881545493172e-05,2.83645714898836e-05,2.30923506208601e-30,4.79838689466562e-30,5.53954378275215e-07,6.01746800256764e-07,0.00206575801916131
