t,x_num,v_num,Ekin,Epot,Etot,x_exact
11.6800000000,0.3243349025,0.4377195391,0.0957991975,0.0525965645,0.1483957620,0.3243349025
11.6850000000,0.3265188905,0.4358740020,0.0949930728,0.0533072929,0.1483003657,0.3265188905
11.6900000000,0.3286936259,0.4340184933,0.0941860263,0.0540197498,0.1482057761,0.3286936259
11.6950000000,0.3308590589,0.4321530644,0.0933781355,0.0547338584,0.1481119940,0.3308590589
11.7000000000,0.3330151401,0.4302777669,0.0925694783,0.0554495418,0.1480190201,0.3330151401
11.7050000000,0.3351618202,0.4283926526,0.0917601324,0.0561667229,0.1479268552,0.3351618202
11.7100000000,0.3372990503,0.4264977734,0.0909501754,0.0568853247,0.1478355000,0.3372990503
11.7150000000,0.3394267817,0.4245931817,0.0901396850,0.0576052701,0.1477449551,0.3394267817
11.7200000000,0.3415449660,0.4226789299,0.0893287389,0.0583264819,0.1476552208,0.3415449660
11.7250000000,0.3436535550,0.4207550707,0.0885174148,0.0590488829,0.1475662977,0.3436535550
11.7300000000,0.3457525008,0.4188216570,0.0877057902,0.0597723959,0.1474781861,0.3457525008
11.7350000000,0.3478417557,0.4168787418,0.0868939427,0.0604969435,0.1473908862,0.3478417558
11.7400000000,0.3499212725,0.4149263785,0.0860819498,0.0612224485,0.1473043983,0.3499212725
11.7450000000,0.3519910039,0.4129646206,0.0852698889,0.0619488334,0.1472187223,0.3519910039
11.7500000000,0.3540509031,0.4109935218,0.0844578375,0.0626760210,0.1471338585,0.3540509031
11.7550000000,0.3561009236,0.4090131360,0.0836458727,0.0634039339,0.1470498066,0.3561009236
11.7600000000,0.3581410191,0.4070235175,0.0828340719,0.0641324948,0.1469665667,0.3581410191
11.7650000000,0.3601711435,0.4050247205,0.0820225121,0.0648616263,0.1468841384,0.3601711435
11.7700000000,0.3621912511,0.4030167995,0.0812112704,0.0655912512,0.1468025215,0.3621912511
11.7750000000,0.3642012964,0.4009998094,0.0804004236,0.0663212921,0.1467217157,0.3642012964
11.7800000000,0.3662012342,0.3989738051,0.0795900486,0.0670516719,0.1466417205,0.3662012342
11.7850000000,0.3681910195,0.3969388417,0.0787802220,0.0677823134,0.1465625354,0.3681910195
11.7900000000,0.3701706077,0.3948949746,0.0779710205,0.0685131394,0.1464841599,0.3701706078
11.7950000000,0.3721399545,0.3928422592,0.0771625203,0.0692440729,0.1464065932,0.3721399545
11.8000000000,0.3740990157,0.3907807514,0.0763547978,0.0699750368,0.1463298346,0.3740990157
11.8050000000,0.3760477474,0.3887105070,0.0755479291,0.0707059542,0.1462538833,0.3760477475
11.8100000000,0.3779861063,0.3866315821,0.0747419901,0.0714367483,0.1461787384,0.3779861063
11.8150000000,0.3799140489,0.3845440331,0.0739370567,0.0721673423,0.1461043990,0.3799140489
11.8200000000,0.3818315323,0.3824479165,0.0731332044,0.0728976595,0.1460308639,0.3818315323
11.8250000000,0.3837385139,0.3803432888,0.0723305087,0.0736276235,0.1459581322,0.3837385139
11.8300000000,0.3856349511,0.3782302070,0.0715290448,0.0743571578,0.1458862025,0.3856349511
11.8350000000,0.3875208019,0.3761087281,0.0707288877,0.0750861860,0.1458150737,0.3875208020
11.8400000000,0.3893960245,0.3739789094,0.0699301123,0.0758146319,0.1457447443,0.3893960245
11.8450000000,0.3912605772,0.3718408081,0.0691327933,0.0765424196,0.1456752129,0.3912605773
11.8500000000,0.3931144189,0.3696944820,0.0683370050,0.0772694732,0.1456064782,0.3931144189
11.8550000000,0.3949575084,0.3675399888,0.0675428217,0.0779957167,0.1455385384,0.3949575085
11.8600000000,0.3967898052,0.3653773863,0.0667503172,0.0787210748,0.1454713920,0.3967898053
11.8650000000,0.3986112689,0.3632067327,0.0659595653,0.0794454718,0.1454050372,0.3986112689
11.8700000000,0.4004218593,0.3610280863,0.0651706396,0.0801688327,0.1453394722,0.4004218593
11.8750000000,0.4022215365,0.3588415055,0.0643836131,0.0808910822,0.1452746953,0.4022215365
11.8800000000,0.4040102612,0.3566470490,0.0635985588,0.0816121456,0.1452107044,0.4040102612
11.8850000000,0.4057879940,0.3544447755,0.0628155494,0.0823319480,0.1451474975,0.4057879940
11.8900000000,0.4075546960,0.3522347440,0.0620346574,0.0830504151,0.1450850726,0.4075546960
11.8950000000,0.4093103286,0.3500170135,0.0612559549,0.0837674725,0.1450234274,0.4093103286
11.9000000000,0.4110548534,0.3477916435,0.0604795136,0.0844830463,0.1449625599,0.4110548534
11.9050000000,0.4127882324,0.3455586932,0.0597054052,0.0851970624,0.1449024676,0.4127882324
11.9100000000,0.4145104278,0.3433182223,0.0589337009,0.0859094474,0.1448431483,0.4145104278
11.9150000000,0.4162214022,0.3410702906,0.0581644716,0.0866201278,0.1447845994,0.4162214022
11.9200000000,0.4179211184,0.3388149580,0.0573977879,0.0873290306,0.1447268185,0.4179211184
11.9250000000,0.4196095395,0.3365522845,0.0566337201,0.0880360828,0.1446698030,0.4196095395
11.9300000000,0.4212866291,0.3342823304,0.0558723382,0.0887412119,0.1446135501,0.4212866291
11.9350000000,0.4229523508,0.3320051561,0.0551137118,0.0894443455,0.1445580574,0.4229523508
11.9400000000,0.4246066687,0.3297208220,0.0543579102,0.0901454116,0.1445033218,0.4246066687
11.9450000000,0.4262495472,0.3274293888,0.0536050023,0.0908443382,0.1444493406,0.4262495472
11.9500000000,0.4278809509,0.3251309174,0.0528550567,0.0915410541,0.1443961108,0.4278809509
11.9550000000,0.4295008447,0.3228254687,0.0521081416,0.0922354878,0.1443436294,0.4295008448
11.9600000000,0.4311091940,0.3205131039,0.0513643249,0.0929275686,0.1442918935,0.4311091941
11.9650000000,0.4327059644,0.3181938841,0.0506236739,0.0936172258,0.1442408997,0.4327059644
11.9700000000,0.4342911216,0.3158678709,0.0498862559,0.0943043891,0.1441906450,0.4342911216
11.9750000000,0.4358646318,0.3135351256,0.0491521375,0.0949889886,0.1441411261,0.4358646319
11.9800000000,0.4374264617,0.3111957100,0.0484213850,0.0956709547,0.1440923397,0.4374264617
11.9850000000,0.4389765779,0.3088496859,0.0476940642,0.0963502180,0.1440442822,0.4389765779
11.9900000000,0.4405149476,0.3064971152,0.0469702408,0.0970267095,0.1439969504,0.4405149477
11.9950000000,0.4420415383,0.3041380600,0.0462499798,0.0977003608,0.1439503405,0.4420415383
12.0000000000,0.4435563175,0.3017725825,0.0455333458,0.0983711034,0.1439044492,0.4435563176
12.0050000000,0.4450592535,0.2994007450,0.0448204031,0.0990388696,0.1438592726,0.4450592535
12.0100000000,0.4465503145,0.2970226101,0.0441112154,0.0997035917,0.1438148071,0.4465503145
12.0150000000,0.4480294692,0.2946382402,0.0434058463,0.1003652026,0.1437710489,0.4480294692
12.0200000000,0.4494966866,0.2922476981,0.0427043585,0.1010236356,0.1437279941,0.4494966866
12.0250000000,0.4509519360,0.2898510466,0.0420068146,0.1016788243,0.1436856389,0.4509519360
12.0300000000,0.4523951870,0.2874483487,0.0413132766,0.1023307026,0.1436439792,0.4523951870
12.0350000000,0.4538264095,0.2850396674,0.0406238060,0.1029792050,0.1436030110,0.4538264095
12.0400000000,0.4552455738,0.2826250660,0.0399384640,0.1036242662,0.1435627302,0.4552455738
12.0450000000,0.4566526504,0.2802046077,0.0392573111,0.1042658216,0.1435231327,0.4566526504
12.0500000000,0.4580476102,0.2777783560,0.0385804075,0.1049038066,0.1434842142,0.4580476102
12.0550000000,0.4594304244,0.2753463745,0.0379078130,0.1055381574,0.1434459704,0.4594304244
12.0600000000,0.4608010645,0.2729087266,0.0372395865,0.1061688105,0.1434083971,0.4608010645
12.0650000000,0.4621595024,0.2704654763,0.0365757869,0.1067957028,0.1433714898,0.4621595024
12.0700000000,0.4635057101,0.2680166874,0.0359164724,0.1074187716,0.1433352440,0.4635057101
12.0750000000,0.4648396601,0.2655624239,0.0352617005,0.1080379548,0.1432996553,0.4648396601
12.0800000000,0.4661613253,0.2631027498,0.0346115285,0.1086531906,0.1432647191,0.4661613253
12.0850000000,0.4674706787,0.2606377293,0.0339660130,0.1092644177,0.1432304307,0.4674706787
12.0900000000,0.4687676938,0.2581674267,0.0333252101,0.1098715754,0.1431967855,0.4687676938
12.0950000000,0.4700523443,0.2556919064,0.0326891755,0.1104746032,0.1431637787,0.4700523443
12.1000000000,0.4713246042,0.2532112329,0.0320579642,0.1110734413,0.1431314055,0.4713246043
12.1050000000,0.4725844481,0.2507254707,0.0314316308,0.1116680303,0.1430996611,0.4725844481
12.1100000000,0.4738318506,0.2482346845,0.0308102293,0.1122583113,0.1430685406,0.4738318506
12.1150000000,0.4750667867,0.2457389391,0.0301938131,0.1128442259,0.1430380390,0.4750667867
12.1200000000,0.4762892318,0.2432382993,0.0295824351,0.1134257162,0.1430081513,0.4762892318
12.1250000000,0.4774991616,0.2407328302,0.0289761478,0.1140027247,0.1429788724,0.4774991616
12.1300000000,0.4786965522,0.2382225966,0.0283750028,0.1145751945,0.1429501973,0.4786965522
12.1350000000,0.4798813798,0.2357076638,0.0277790514,0.1151430693,0.1429221207,0.4798813798
12.1400000000,0.4810536211,0.2331880969,0.0271883443,0.1157062932,0.1428946374,0.4810536211
12.1450000000,0.4822132531,0.2306639612,0.0266029315,0.1162648107,0.1428677422,0.4822132531
12.1500000000,0.4833602532,0.2281353222,0.0260228626,0.1168185672,0.1428414298,0.4833602532
12.1550000000,0.4844945989,0.2256022452,0.0254481865,0.1173675082,0.1428156947,0.4844945990
12.1600000000,0.4856162684,0.2230647958,0.0248789516,0.1179115800,0.1427905316,0.4856162684
12.1650000000,0.4867252397,0.2205230396,0.0243152055,0.1184507295,0.1427659350,0.4867252397
12.1700000000,0.4878214917,0.2179770423,0.0237569955,0.1189849039,0.1427418994,0.4878214917
12.1750000000,0.4889050032,0.2154268696,0.0232043681,0.1195140511,0.1427184191,0.4889050032
12.1800000000,0.4899757535,0.2128725873,0.0226573692,0.1200381195,0.1426954887,0.4899757535
12.1850000000,0.4910337223,0.2103142614,0.0221160443,0.1205570582,0.1426731025,0.4910337223
12.1900000000,0.4920788895,0.2077519578,0.0215804380,0.1210708168,0.1426512547,0.4920788895
12.1950000000,0.4931112354,0.2051857426,0.0210505945,0.1215793452,0.1426299397,0.4931112354
12.2000000000,0.4941307405,0.2026156818,0.0205265573,0.1220825944,0.1426091516,0.4941307405
12.2050000000,0.4951373859,0.2000418416,0.0200083692,0.1225805155,0.1425888846,0.4951373859
12.2100000000,0.4961311528,0.1974642882,0.0194960726,0.1230730604,0.1425691329,0.4961311528
12.2150000000,0.4971120227,0.1948830879,0.0189897090,0.1235601816,0.1425498905,0.4971120227
12.2200000000,0.4980799777,0.1922983070,0.0184893194,0.1240418321,0.1425311515,0.4980799777
12.2250000000,0.4990349999,0.1897100119,0.0179949443,0.1245179656,0.1425129099,0.4990349999
12.2300000000,0.4999770720,0.1871182691,0.0175066233,0.1249885363,0.1424951596,0.4999770720
12.2350000000,0.5009061770,0.1845231451,0.0170243955,0.1254534991,0.1424778946,0.5009061770
12.2400000000,0.5018222980,0.1819247064,0.0165482994,0.1259128094,0.1424611088,0.5018222980
12.2450000000,0.5027254186,0.1793230196,0.0160783727,0.1263664233,0.1424447959,0.5027254186
12.2500000000,0.5036155229,0.1767181514,0.0156146525,0.1268142974,0.1424289500,0.5036155229
12.2550000000,0.5044925949,0.1741101685,0.0151571754,0.1272563892,0.1424135646,0.5044925950
12.2600000000,0.5053566195,0.1714991376,0.0147059771,0.1276926564,0.1423986335,0.5053566195
12.2650000000,0.5062075814,0.1688851254,0.0142610928,0.1281230577,0.1423841505,0.5062075814
12.2700000000,0.5070454659,0.1662681989,0.0138225570,0.1285475522,0.1423701092,0.5070454659
12.2750000000,0.5078702586,0.1636484249,0.0133904035,0.1289660998,0.1423565033,0.5078702586
12.2800000000,0.5086819455,0.1610258702,0.0129646654,0.1293786608,0.1423433263,0.5086819455
12.2850000000,0.5094805128,0.1584006018,0.0125453753,0.1297851964,0.1423305718,0.5094805128
12.2900000000,0.5102659471,0.1557726868,0.0121325650,0.1301856684,0.1423182334,0.5102659471
12.2950000000,0.5110382353,0.1531421920,0.0117262655,0.1305800390,0.1423063045,0.5110382353
12.3000000000,0.5117973648,0.1505091846,0.0113265073,0.1309682713,0.1422947786,0.5117973648
12.3050000000,0.5125433231,0.1478737316,0.0109333202,0.1313503290,0.1422836493,0.5125433231
12.3100000000,0.5132760982,0.1452359000,0.0105467333,0.1317261765,0.1422729098,0.5132760982
12.3150000000,0.5139956783,0.1425957571,0.0101667750,0.1320957786,0.1422625536,0.5139956783
12.3200000000,0.5147020520,0.1399533698,0.0097934729,0.1324591012,0.1422525740,0.5147020520
12.3250000000,0.5153952083,0.1373088056,0.0094268540,0.1328161104,0.1422429644,0.5153952083
12.3300000000,0.5160751365,0.1346621314,0.0090669448,0.1331667733,0.1422337181,0.5160751365
12.3350000000,0.5167418262,0.1320134145,0.0087137708,0.1335110575,0.1422248283,0.5167418262
12.3400000000,0.5173952674,0.1293627221,0.0083673569,0.1338489314,0.1422162883,0.5173952674
12.3450000000,0.5180354503,0.1267101215,0.0080277274,0.1341803639,0.1422080913,0.5180354503
12.3500000000,0.5186623655,0.1240556799,0.0076949059,0.1345053247,0.1422002306,0.5186623655
12.3550000000,0.5192760041,0.1213994646,0.0073689150,0.1348237842,0.1421926992,0.5192760041
12.3600000000,0.5198763573,0.1187415428,0.0070497770,0.1351357135,0.1421854905,0.5198763573
12.3650000000,0.5204634168,0.1160819819,0.0067375133,0.1354410841,0.1421785974,0.5204634168
12.3700000000,0.5210371745,0.1134208491,0.0064321445,0.1357398686,0.1421720131,0.5210371745
12.3750000000,0.5215976228,0.1107582117,0.0061336907,0.1360320401,0.1421657308,0.5215976228
12.3800000000,0.5221447543,0.1080941371,0.0058421712,0.1363175722,0.1421597434,0.5221447543
12.3850000000,0.5226785619,0.1054286925,0.0055576046,0.1365964395,0.1421540441,0.5226785619
12.3900000000,0.5231990390,0.1027619452,0.0052800087,0.1368686172,0.1421486259,0.5231990390
12.3950000000,0.5237061793,0.1000939626,0.0050094007,0.1371340811,0.1421434818,0.5237061793
12.4000000000,0.5241999767,0.0974248119,0.0047457970,0.1373928078,0.1421386048,0.5241999767
12.4050000000,0.5246804256,0.0947545604,0.0044892134,0.1376447745,0.1421339878,0.5246804256
12.4100000000,0.5251475206,0.0920832755,0.0042396648,0.1378899592,0.1421296240,0.5251475206
12.4150000000,0.5256012567,0.0894110244,0.0039971656,0.1381283405,0.1421255062,0.5256012567
12.4200000000,0.5260416293,0.0867378743,0.0037617294,0.1383598979,0.1421216273,0.5260416293
12.4250000000,0.5264686341,0.0840638926,0.0035333690,0.1385846113,0.1421179804,0.5264686341
12.4300000000,0.5268822670,0.0813891465,0.0033120966,0.1388024616,0.1421145582,0.5268822670
12.4350000000,0.5272825244,0.0787137032,0.0030979235,0.1390134303,0.1421113538,0.5272825244
12.4400000000,0.5276694030,0.0760376300,0.0028908606,0.1392174994,0.1421083600,0.5276694030
12.4450000000,0.5280428997,0.0733609940,0.0026909177,0.1394146520,0.1421055697,0.5280428997
12.4500000000,0.5284030121,0.0706838624,0.0024981042,0.1396048716,0.1421029758,0.5284030121
12.4550000000,0.5287497376,0.0680063024,0.0023124286,0.1397881425,0.1421005711,0.5287497376
12.4600000000,0.5290830745,0.0653283811,0.0021338987,0.1399644499,0.1420983485,0.5290830745
12.4650000000,0.5294030210,0.0626501656,0.0019625216,0.1401337793,0.1420963009,0.5294030210
12.4700000000,0.5297095758,0.0599717230,0.0017983038,0.1402961173,0.1420944211,0.5297095758
12.4750000000,0.5300027379,0.0572931205,0.0016412508,0.1404514511,0.1420927019,0.5300027379
12.4800000000,0.5302825068,0.0546144249,0.0014913677,0.1405997685,0.1420911362,0.5302825068
12.4850000000,0.5305488821,0.0519357033,0.0013486586,0.1407410582,0.1420897168,0.5305488821
12.4900000000,0.5308018639,0.0492570227,0.0012131271,0.1408753094,0.1420884365,0.5308018639
12.4950000000,0.5310414525,0.0465784499,0.0010847760,0.1410025122,0.1420872882,0.5310414525
12.5000000000,0.5312676487,0.0439000520,0.0009636073,0.1411226573,0.1420862646,0.5312676487
12.5050000000,0.5314804535,0.0412218957,0.0008496223,0.1412357362,0.1420853585,0.5314804535
12.5100000000,0.5316798682,0.0385440478,0.0007428218,0.1413417411,0.1420845629,0.5316798682
12.5150000000,0.5318658946,0.0358665752,0.0006432056,0.1414406649,0.1420838705,0.5318658946
12.5200000000,0.5320385347,0.0331895445,0.0005507729,0.1415325012,0.1420832741,0.5320385347
12.5250000000,0.5321977909,0.0305130225,0.0004655223,0.1416172443,0.1420827666,0.5321977909
12.5300000000,0.5323436659,0.0278370758,0.0003874514,0.1416948893,0.1420823407,0.5323436658
12.5350000000,0.5324761627,0.0251617710,0.0003165574,0.1417654319,0.1420819893,0.5324761627
12.5400000000,0.5325952847,0.0224871746,0.0002528365,0.1418288687,0.1420817052,0.5325952847
12.5450000000,0.5327010357,0.0198133531,0.0001962845,0.1418851967,0.1420814812,0.5327010357
12.5500000000,0.5327934197,0.0171403730,0.0001468962,0.1419344140,0.1420813102,0.5327934197
12.5550000000,0.5328724410,0.0144683007,0.0001046659,0.1419765192,0.1420811850,0.5328724410
12.5600000000,0.5329381043,0.0117972024,0.0000695870,0.1420115115,0.1420810985,0.5329381043
12.5650000000,0.5329904147,0.0091271445,0.0000416524,0.1420393911,0.1420810435,0.5329904147
12.5700000000,0.5330293776,0.0064581932,0.0000208541,0.1420601587,0.1420810128,0.5330293776
12.5750000000,0.5330549986,0.0037904146,0.0000071836,0.1420738158,0.1420809994,0.5330549986
12.5800000000,0.5330672838,0.0011238748,0.0000006315,0.1420803645,0.1420809961,0.5330672838
12.5850000000,0.5330662395,-0.0015413601,0.0000011879,0.1420798079,0.1420809958,0.5330662395
12.5900000000,0.5330518725,-0.0042052243,0.0000088420,0.1420721494,0.1420809913,0.5330518725
12.5950000000,0.5330241897,-0.0068676517,0.0000235823,0.1420573934,0.1420809757,0.5330241897
12.6000000000,0.5329831985,-0.0095285766,0.0000453969,0.1420355449,0.1420809418,0.5329831985
12.6050000000,0.5329289065,-0.0121879332,0.0000742729,0.1420066097,0.1420808826,0.5329289065
12.6100000000,0.5328613219,-0.0148456558,0.0001101967,0.1419705942,0.1420807909,0.5328613219
12.6150000000,0.5327804528,-0.0175016789,0.0001531544,0.1419275054,0.1420806598,0.5327804528
12.6200000000,0.5326863080,-0.0201559368,0.0002031309,0.1418773514,0.1420804823,0.5326863080
12.6250000000,0.5325788965,-0.0228083642,0.0002601107,0.1418201405,0.1420802512,0.5325788965
12.6300000000,0.5324582275,-0.0254588957,0.0003240777,0.1417558820,0.1420799597,0.5324582275
12.6350000000,0.5323243108,-0.0281074659,0.0003950148,0.1416845859,0.1420796008,0.5323243108
12.6400000000,0.5321771563,-0.0307540096,0.0004729046,0.1416062628,0.1420791674,0.5321771562
12.6450000000,0.5320167742,-0.0333984617,0.0005577286,0.1415209240,0.1420786526,0.5320167742
12.6500000000,0.5318431752,-0.0360407572,0.0006494681,0.1414285815,0.1420780496,0.5318431752
12.6550000000,0.5316563703,-0.0386808311,0.0007481033,0.1413292481,0.1420773514,0.5316563703
12.6600000000,0.5314563707,-0.0413186185,0.0008536141,0.1412229370,0.1420765511,0.5314563707
12.6650000000,0.5312431881,-0.0439540546,0.0009659795,0.1411096624,0.1420756419,0.5312431881
12.6700000000,0.5310168342,-0.0465870747,0.0010851778,0.1409894391,0.1420746169,0.5310168342
12.6750000000,0.5307773214,-0.0492176143,0.0012111868,0.1408622825,0.1420734693,0.5307773214
12.6800000000,0.5305246623,-0.0518456088,0.0013439836,0.1407282087,0.1420721922,0.5305246623
12.6850000000,0.5302588697,-0.0544709939,0.0014835446,0.1405872345,0.1420707790,0.5302588697
12.6900000000,0.5299799568,-0.0570937051,0.0016298456,0.1404393773,0.1420692229,0.5299799568
12.6950000000,0.5296879372,-0.0597136784,0.0017828617,0.1402846554,0.1420675171,0.5296879372
12.7000000000,0.5293828247,-0.0623308495,0.0019425674,0.1401230876,0.1420656550,0.5293828247
12.7050000000,0.5290646335,-0.0649451544,0.0021089365,0.1399546932,0.1420636298,0.5290646335
12.7100000000,0.5287333781,-0.0675565294,0.0022819423,0.1397794925,0.1420614349,0.5287333780
12.7150000000,0.5283890732,-0.0701649104,0.0024615573,0.1395975063,0.1420590637,0.5283890732
12.7200000000,0.5280317340,-0.0727702340,0.0026477535,0.1394087561,0.1420565096,0.5280317340
12.7250000000,0.5276613761,-0.0753724364,0.0028405021,0.1392132639,0.1420537660,0.5276613760
12.7300000000,0.5272780150,-0.0779714542,0.0030397738,0.1390110525,0.1420508264,0.5272780150
12.7350000000,0.5268816669,-0.0805672240,0.0032455388,0.1388021455,0.1420476843,0.5268816669
12.7400000000,0.5264723483,-0.0831596825,0.0034577664,0.1385865667,0.1420443331,0.5264723483
12.7450000000,0.5260500757,-0.0857487667,0.0036764255,0.1383643411,0.1420407666,0.5260500757
12.7500000000,0.5256148663,-0.0883344135,0.0039014843,0.1381354939,0.1420369782,0.5256148663
12.7550000000,0.5251667374,-0.0909165600,0.0041329104,0.1379000511,0.1420329615,0.5251667374
12.7600000000,0.5247057067,-0.0934951434,0.0043706709,0.1376580393,0.1420287102,0.5247057067
12.7650000000,0.5242317920,-0.0960701011,0.0046147322,0.1374094859,0.1420242181,0.5242317920
12.7700000000,0.5237450118,-0.0986413704,0.0048650600,0.1371544187,0.1420194787,0.5237450118
12.7750000000,0.5232453846,-0.1012088891,0.0051216196,0.1368928662,0.1420144859,0.5232453846
12.7800000000,0.5227329293,-0.1037725946,0.0053843757,0.1366248577,0.1420092334,0.5227329293
12.7850000000,0.5222076651,-0.1063324250,0.0056532923,0.1363504227,0.1420037151,0.5222076651
12.7900000000,0.5216696116,-0.1088883182,0.0059283329,0.1360695918,0.1419979247,0.5216696116
12.7950000000,0.5211187886,-0.1114402122,0.0062094605,0.1357823959,0.1419918564,0.5211187886
12.8000000000,0.5205552162,-0.1139880453,0.0064966372,0.1354888666,0.1419855038,0.5205552162
12.8050000000,0.5199789150,-0.1165317558,0.0067898251,0.1351890360,0.1419788611,0.5199789150
12.8100000000,0.5193899056,-0.1190712822,0.0070889851,0.1348829370,0.1419719222,0.5193899056
12.8150000000,0.5187882093,-0.1216065632,0.0073940781,0.1345706030,0.1419646811,0.5187882092
12.8200000000,0.5181738472,-0.1241375374,0.0077050641,0.1342520680,0.1419571320,0.5181738472
12.8250000000,0.5175468412,-0.1266641437,0.0080219027,0.1339273664,0.1419492691,0.5175468411
12.8300000000,0.5169072131,-0.1291863213,0.0083445528,0.1335965335,0.1419410863,0.5169072131
12.8350000000,0.5162549854,-0.1317040093,0.0086729730,0.1332596050,0.1419325780,0.5162549854
12.8400000000,0.5155901806,-0.1342171470,0.0090071213,0.1329166172,0.1419237385,0.5155901806
12.8450000000,0.5149128216,-0.1367256738,0.0093469549,0.1325676069,0.1419145619,0.5149128216
12.8500000000,0.5142229317,-0.1392295294,0.0096924309,0.1322126117,0.1419050427,0.5142229317
12.8550000000,0.5135205342,-0.1417286535,0.0100435056,0.1318516695,0.1418951752,0.5135205342
12.8600000000,0.5128056531,-0.1442229861,0.0104001349,0.1314848189,0.1418849538,0.5128056531
12.8650000000,0.5120783125,-0.1467124671,0.0107622740,0.1311120990,0.1418743731,0.5120783124
12.8700000000,0.5113385366,-0.1491970368,0.0111298779,0.1307335495,0.1418634274,0.5113385366
12.8750000000,0.5105863504,-0.1516766356,0.0115029009,0.1303492106,0.1418521115,0.5105863504
12.8800000000,0.5098217787,-0.1541512039,0.0118812968,0.1299591230,0.1418404198,0.5098217787
12.8850000000,0.5090448468,-0.1566206824,0.0122650191,0.1295633280,0.1418283471,0.5090448468
12.8900000000,0.5082555804,-0.1590850120,0.0126540205,0.1291618675,0.1418158880,0.5082555804
12.8950000000,0.5074540054,-0.1615441336,0.0130482535,0.1287547838,0.1418030373,0.5074540054
12.9000000000,0.5066401479,-0.1639979883,0.0134476701,0.1283421197,0.1417897898,0.5066401479
12.9050000000,0.5058140344,-0.1664465175,0.0138522216,0.1279239187,0.1417761403,0.5058140344
12.9100000000,0.5049756917,-0.1688896627,0.0142618591,0.1275002246,0.1417620837,0.5049756916
12.9150000000,0.5041251468,-0.1713273654,0.0146765331,0.1270710818,0.1417476149,0.5041251468
12.9200000000,0.5032624272,-0.1737595674,0.0150961936,0.1266365353,0.1417327289,0.5032624272
12.9250000000,0.5023875604,-0.1761862107,0.0155207904,0.1261966304,0.1417174209,0.5023875604
12.9300000000,0.5015005744,-0.1786072375,0.0159502726,0.1257514131,0.1417016857,0.5015005744
12.9350000000,0.5006014975,-0.1810225900,0.0163845891,0.1253009296,0.1416855187,0.5006014975
12.9400000000,0.4996903581,-0.1834322108,0.0168236880,0.1248452270,0.1416689150,0.4996903581
12.9450000000,0.4987671850,-0.1858360423,0.0172675173,0.1243843524,0.1416518697,0.4987671850
12.9500000000,0.4978320074,-0.1882340275,0.0177160246,0.1239183538,0.1416343784,0.4978320074
12.9550000000,0.4968848546,-0.1906261094,0.0181691568,0.1234472794,0.1416164362,0.4968848546
12.9600000000,0.4959257562,-0.1930122311,0.0186268607,0.1229711779,0.1415980385,0.4959257562
12.9650000000,0.4949547423,-0.1953923359,0.0190890825,0.1224900985,0.1415791809,0.4949547423
12.9700000000,0.4939718430,-0.1977663673,0.0195557680,0.1220040908,0.1415598589,0.4939718430
12.9750000000,0.4929770889,-0.2001342692,0.0200268629,0.1215132051,0.1415400679,0.4929770888
12.9800000000,0.4919705106,-0.2024959853,0.0205023120,0.1210174917,0.1415198037,0.4919705106
12.9850000000,0.4909521394,-0.2048514597,0.0209820603,0.1205170016,0.1414990619,0.4909521394
12.9900000000,0.4899220065,-0.2072006367,0.0214660519,0.1200117862,0.1414778382,0.4899220065
12.9950000000,0.4888801436,-0.2095434606,0.0219542309,0.1195018974,0.1414561284,0.4888801436
13.0000000000,0.4878265826,-0.2118798762,0.0224465410,0.1189873873,0.1414339283,0.4878265826
13.0050000000,0.4867613556,-0.2142098282,0.0229429253,0.1184683087,0.1414112339,0.4867613556
13.0100000000,0.4856844952,-0.2165332616,0.0234433267,0.1179447144,0.1413880411,0.4856844952
13.0150000000,0.4845960340,-0.2188501217,0.0239476879,0.1174166581,0.1413643459,0.4845960340
13.0200000000,0.4834960050,-0.2211603537,0.0244559510,0.1168841934,0.1413401445,0.4834960050
13.0250000000,0.4823844416,-0.2234639033,0.0249680580,0.1163473747,0.1413154328,0.4823844416
13.0300000000,0.4812613772,-0.2257607161,0.0254839505,0.1158062566,0.1412902071,0.4812613772
13.0350000000,0.4801268457,-0.2280507383,0.0260035696,0.1152608940,0.1412644636,0.4801268457
13.0400000000,0.4789808812,-0.2303339160,0.0265268564,0.1147113423,0.1412381987,0.4789808812
13.0450000000,0.4778235181,-0.2326101954,0.0270537515,0.1141576572,0.1412114087,0.4778235180
13.0500000000,0.4766547909,-0.2348795232,0.0275841952,0.1135998948,0.1411840900,0.4766547908
13.0550000000,0.4754747345,-0.2371418460,0.0281181276,0.1130381116,0.1411562392,0.4754747345
13.0600000000,0.4742833842,-0.2393971110,0.0286554884,0.1124723642,0.1411278526,0.4742833841
13.0650000000,0.4730807753,-0.2416452652,0.0291962171,0.1119027100,0.1410989271,0.4730807752
13.0700000000,0.4718669435,-0.2438862560,0.0297402529,0.1113292062,0.1410694591,0.4718669434
13.0750000000,0.4706419247,-0.2461200309,0.0302875348,0.1107519107,0.1410394455,0.4706419247
13.0800000000,0.4694057553,-0.2483465378,0.0308380014,0.1101708815,0.1410088830,0.4694057552
13.0850000000,0.4681584715,-0.2505657246,0.0313915912,0.1095861772,0.1409777684,0.4681584715
13.0900000000,0.4669001103,-0.2527775396,0.0319482423,0.1089978565,0.1409460988,0.4669001103
