t,x_num,v_num,Ekin,Epot,Etot,x_exact
0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.5000000000,0.5000000000,1.0000000000
0.0050000000,0.9999875021,-0.0049987294,0.0000124936,0.4999875022,0.4999999958,0.9999875021
0.0100000000,0.9999500171,-0.0099948351,0.0000499484,0.4999500183,0.4999999667,0.9999500171
0.0150000000,0.9998875583,-0.0149881936,0.0001123230,0.4998875647,0.4999998876,0.9998875583
0.0200000000,0.9998001399,-0.0199786814,0.0001995739,0.4998001599,0.4999997338,0.9998001399
0.0250000000,0.9996877765,-0.0249661752,0.0003116550,0.4996878253,0.4999994802,0.9996877765
0.0300000000,0.9995504834,-0.0299505519,0.0004485178,0.4995505844,0.4999991022,0.9995504834
0.0350000000,0.9993882764,-0.0349316885,0.0006101114,0.4993884635,0.4999985749,0.9993882764
0.0400000000,0.9992011721,-0.0399094621,0.0007963826,0.4992014912,0.4999978737,0.9992011721
0.0450000000,0.9989891876,-0.0448837499,0.0010072755,0.4989896985,0.4999969740,0.9989891876
0.0500000000,0.9987523406,-0.0498544293,0.0012427321,0.4987531189,0.4999958510,0.9987523406
0.0550000000,0.9984906495,-0.0548213781,0.0015026917,0.4984917886,0.4999944803,0.9984906495
0.0600000000,0.9982041332,-0.0597844737,0.0017870916,0.4982057458,0.4999928375,0.9982041332
0.0650000000,0.9978928114,-0.0647435942,0.0020958665,0.4978950315,0.4999908980,0.9978928114
0.0700000000,0.9975567041,-0.0696986176,0.0024289486,0.4975596890,0.4999886376,0.9975567041
0.0750000000,0.9971958323,-0.0746494221,0.0027862681,0.4971997639,0.4999860320,0.9971958323
0.0800000000,0.9968102171,-0.0795958860,0.0031677525,0.4968153045,0.4999830570,0.9968102171
0.0850000000,0.9963998808,-0.0845378879,0.0035733272,0.4964063613,0.4999796885,0.9963998808
0.0900000000,0.9959648459,-0.0894753065,0.0040029152,0.4959729871,0.4999759024,0.9959648459
0.0950000000,0.9955051356,-0.0944080207,0.0044564372,0.4955152375,0.4999716747,0.9955051356
0.1000000000,0.9950207737,-0.0993359096,0.0049338115,0.4950331701,0.4999669816,0.9950207737
0.1050000000,0.9945117848,-0.1042588523,0.0054349541,0.4945268450,0.4999617991,0.9945117848
0.1100000000,0.9939781937,-0.1091767284,0.0059597790,0.4939963247,0.4999561038,0.9939781937
0.1150000000,0.9934200261,-0.1140894174,0.0065081976,0.4934416741,0.4999498717,0.9934200261
0.1200000000,0.9928373083,-0.1189967992,0.0070801191,0.4928629604,0.4999430795,0.9928373083
0.1250000000,0.9922300672,-0.1238987538,0.0076754506,0.4922602531,0.4999357037,0.9922300672
0.1300000000,0.9915983300,-0.1287951612,0.0082940968,0.4916336241,0.4999277209,0.9915983300
0.1350000000,0.9909421250,-0.1336859021,0.0089359602,0.4909831475,0.4999191078,0.9909421250
0.1400000000,0.9902614807,-0.1385708568,0.0096009412,0.4903089000,0.4999098412,0.9902614807
0.1450000000,0.9895564263,-0.1434499063,0.0102889378,0.4896109604,0.4998998982,0.9895564263
0.1500000000,0.9888269916,-0.1483229315,0.0109998460,0.4888894097,0.4998892557,0.9888269916
0.1550000000,0.9880732072,-0.1531898137,0.0117335595,0.4881443314,0.4998778909,0.9880732072
0.1600000000,0.9872951039,-0.1580504343,0.0124899699,0.4873758111,0.4998657810,0.9872951039
0.1650000000,0.9864927135,-0.1629046749,0.0132689666,0.4865839369,0.4998529034,0.9864927135
0.1700000000,0.9856660680,-0.1677524174,0.0140704368,0.4857687988,0.4998392356,0.9856660680
0.1750000000,0.9848152003,-0.1725935439,0.0148942657,0.4849304894,0.4998247551,0.9848152003
0.1800000000,0.9839401438,-0.1774279367,0.0157403364,0.4840691033,0.4998094397,0.9839401438
0.1850000000,0.9830409324,-0.1822554783,0.0166085297,0.4831847374,0.4997932671,0.9830409324
0.1900000000,0.9821176006,-0.1870760515,0.0174987245,0.4822774907,0.4997762153,0.9821176006
0.1950000000,0.9811701837,-0.1918895393,0.0184107976,0.4813474647,0.4997582623,0.9811701837
0.2000000000,0.9801987172,-0.1966958249,0.0193446238,0.4803947626,0.4997393864,0.9801987172
0.2050000000,0.9792032376,-0.2014947918,0.0203000756,0.4794194903,0.4997195659,0.9792032376
0.2100000000,0.9781837817,-0.2062863238,0.0212770237,0.4784217554,0.4996987791,0.9781837817
0.2150000000,0.9771403870,-0.2110703047,0.0222753368,0.4774016679,0.4996770047,0.9771403870
0.2200000000,0.9760730915,-0.2158466188,0.0232948814,0.4763593399,0.4996542214,0.9760730915
0.2250000000,0.9749819338,-0.2206151505,0.0243355223,0.4752948856,0.4996304079,0.9749819338
0.2300000000,0.9738669531,-0.2253757846,0.0253971221,0.4742084212,0.4996055433,0.9738669531
0.2350000000,0.9727281893,-0.2301284060,0.0264795416,0.4731000651,0.4995796067,0.9727281893
0.2400000000,0.9715656826,-0.2348728999,0.0275826395,0.4719699378,0.4995525773,0.9715656826
0.2450000000,0.9703794740,-0.2396091518,0.0287062728,0.4708181618,0.4995244346,0.9703794740
0.2500000000,0.9691696050,-0.2443370474,0.0298502964,0.4696448616,0.4994951580,0.9691696050
0.2550000000,0.9679361177,-0.2490564728,0.0310145633,0.4684501639,0.4994647273,0.9679361177
0.2600000000,0.9666790546,-0.2537673143,0.0321989249,0.4672341973,0.4994331222,0.9666790546
0.2650000000,0.9653984590,-0.2584694583,0.0334032304,0.4659970923,0.4994003228,0.9653984590
0.2700000000,0.9640943747,-0.2631627917,0.0346273275,0.4647389816,0.4993663091,0.9640943747
0.2750000000,0.9627668460,-0.2678472016,0.0358710617,0.4634599998,0.4993310616,0.9627668460
0.2800000000,0.9614159177,-0.2725225755,0.0371342771,0.4621602834,0.4992945605,0.9614159177
0.2850000000,0.9600416355,-0.2771888008,0.0384168157,0.4608399709,0.4992567866,0.9600416355
0.2900000000,0.9586440452,-0.2818457657,0.0397185178,0.4594992027,0.4992177205,0.9586440452
0.2950000000,0.9572231934,-0.2864933583,0.0410392222,0.4581381210,0.4991773432,0.9572231934
0.3000000000,0.9557791274,-0.2911314672,0.0423787656,0.4567568702,0.4991356358,0.9557791274
0.3050000000,0.9543118947,-0.2957599811,0.0437369832,0.4553555962,0.4990925794,0.9543118947
0.3100000000,0.9528215437,-0.3003787892,0.0451137085,0.4539344471,0.4990481556,0.9528215437
0.3150000000,0.9513081232,-0.3049877810,0.0465087733,0.4524935726,0.4990023459,0.9513081232
0.3200000000,0.9497716825,-0.3095868460,0.0479220076,0.4510331244,0.4989551320,0.9497716825
0.3250000000,0.9482122715,-0.3141758743,0.0493532400,0.4495532559,0.4989064959,0.9482122715
0.3300000000,0.9466299406,-0.3187547563,0.0508022973,0.4480541223,0.4988564196,0.9466299406
0.3350000000,0.9450247410,-0.3233233826,0.0522690049,0.4465358806,0.4988048854,0.9450247410
0.3400000000,0.9433967241,-0.3278816440,0.0537531862,0.4449986895,0.4987518758,0.9433967241
0.3450000000,0.9417459420,-0.3324294320,0.0552546636,0.4434427097,0.4986973733,0.9417459420
0.3500000000,0.9400724474,-0.3369666379,0.0567732575,0.4418681032,0.4986413607,0.9400724474
0.3550000000,0.9383762935,-0.3414931538,0.0583087871,0.4402750341,0.4985838211,0.9383762935
0.3600000000,0.9366575339,-0.3460088718,0.0598610697,0.4386636679,0.4985247376,0.9366575339
0.3650000000,0.9349162229,-0.3505136845,0.0614299215,0.4370341719,0.4984640934,0.9349162229
0.3700000000,0.9331524154,-0.3550074847,0.0630151571,0.4353867152,0.4984018723,0.9331524154
0.3750000000,0.9313661666,-0.3594901656,0.0646165896,0.4337214681,0.4983380577,0.9313661666
0.3800000000,0.9295575324,-0.3639616208,0.0662340307,0.4320386030,0.4982726338,0.9295575324
0.3850000000,0.9277265693,-0.3684217440,0.0678672907,0.4303382937,0.4982055844,0.9277265693
0.3900000000,0.9258733341,-0.3728704295,0.0695161786,0.4286207154,0.4981368940,0.9258733341
0.3950000000,0.9239978842,-0.3773075718,0.0711805019,0.4268860450,0.4980665469,0.9239978842
0.4000000000,0.9221002777,-0.3817330658,0.0728600668,0.4251344611,0.4979945279,0.9221002777
0.4050000000,0.9201805731,-0.3861468067,0.0745546781,0.4233661436,0.4979208218,0.9201805731
0.4100000000,0.9182388294,-0.3905486900,0.0762641396,0.4215812740,0.4978454136,0.9182388294
0.4150000000,0.9162751062,-0.3949386116,0.0779882535,0.4197800351,0.4977682886,0.9162751062
0.4200000000,0.9142894634,-0.3993164679,0.0797268208,0.4179626115,0.4976894322,0.9142894634
0.4250000000,0.9122819618,-0.4036821554,0.0814796413,0.4161291889,0.4976088302,0.9122819618
0.4300000000,0.9102526623,-0.4080355711,0.0832465136,0.4142799546,0.4975264683,0.9102526623
0.4350000000,0.9082016267,-0.4123766123,0.0850272352,0.4124150974,0.4974423326,0.9082016267
0.4400000000,0.9061289170,-0.4167051767,0.0868216021,0.4105348071,0.4973564093,0.9061289170
0.4450000000,0.9040345959,-0.4210211624,0.0886294096,0.4086392753,0.4972686849,0.9040345959
0.4500000000,0.9019187265,-0.4253244677,0.0904504514,0.4067286946,0.4971791460,0.9019187265
0.4550000000,0.8997813725,-0.4296149915,0.0922845204,0.4048032592,0.4970877796,0.8997813725
0.4600000000,0.8976225981,-0.4338926329,0.0941314084,0.4028631643,0.4969945727,0.8976225981
0.4650000000,0.8954424678,-0.4381572914,0.0959909060,0.4009086066,0.4968995126,0.8954424678
0.4700000000,0.8932410470,-0.4424088669,0.0978628028,0.3989397840,0.4968025868,0.8932410470
0.4750000000,0.8910184011,-0.4466472598,0.0997468874,0.3969568956,0.4967037829,0.8910184011
0.4800000000,0.8887745965,-0.4508723706,0.1016429473,0.3949601417,0.4966030890,0.8887745965
0.4850000000,0.8865096997,-0.4550841005,0.1035507693,0.3929497239,0.4965004931,0.8865096997
0.4900000000,0.8842237780,-0.4592823508,0.1054701389,0.3909258448,0.4963959836,0.8842237780
0.4950000000,0.8819168989,-0.4634670233,0.1074008408,0.3888887082,0.4962895491,0.8819168989
0.5000000000,0.8795891305,-0.4676380202,0.1093426590,0.3868385193,0.4961811782,0.8795891305
0.5050000000,0.8772405416,-0.4717952441,0.1112953762,0.3847754839,0.4960708601,0.8772405416
0.5100000000,0.8748712012,-0.4759385981,0.1132587746,0.3826998093,0.4959585839,0.8748712012
0.5150000000,0.8724811789,-0.4800679854,0.1152326353,0.3806117038,0.4958443391,0.8724811789
0.5200000000,0.8700705448,-0.4841833099,0.1172167388,0.3785113765,0.4957281152,0.8700705448
0.5250000000,0.8676393694,-0.4882844757,0.1192108646,0.3763990377,0.4956099023,0.8676393694
0.5300000000,0.8651877238,-0.4923713873,0.1212147915,0.3742748987,0.4954896902,0.8651877238
0.5350000000,0.8627156794,-0.4964439499,0.1232282977,0.3721391718,0.4953674695,0.8627156794
0.5400000000,0.8602233084,-0.5005020687,0.1252511604,0.3699920701,0.4952432305,0.8602233084
0.5450000000,0.8577106830,-0.5045456496,0.1272831563,0.3678338079,0.4951169641,0.8577106830
0.5500000000,0.8551778763,-0.5085745987,0.1293240612,0.3656646000,0.4949886612,0.8551778762
0.5550000000,0.8526249615,-0.5125888227,0.1313736506,0.3634846625,0.4948583131,0.8526249615
0.5600000000,0.8500520127,-0.5165882286,0.1334316990,0.3612942122,0.4947259111,0.8500520127
0.5650000000,0.8474591041,-0.5205727238,0.1354979804,0.3590934666,0.4945914470,0.8474591041
0.5700000000,0.8448463105,-0.5245422163,0.1375722683,0.3568826442,0.4944549125,0.8448463105
0.5750000000,0.8422137071,-0.5284966142,0.1396543356,0.3546619642,0.4943162998,0.8422137071
0.5800000000,0.8395613697,-0.5324358264,0.1417439546,0.3524316467,0.4941756013,0.8395613697
0.5850000000,0.8368893743,-0.5363597619,0.1438408971,0.3501919124,0.4940328095,0.8368893743
0.5900000000,0.8341977976,-0.5402683303,0.1459449343,0.3479429828,0.4938879171,0.8341977976
0.5950000000,0.8314867168,-0.5441614416,0.1480558372,0.3456850801,0.4937409173,0.8314867168
0.6000000000,0.8287562091,-0.5480390062,0.1501733762,0.3434184271,0.4935918033,0.8287562091
0.6050000000,0.8260063528,-0.5519009350,0.1522973210,0.3411432474,0.4934405684,0.8260063528
0.6100000000,0.8232372260,-0.5557471393,0.1544274414,0.3388597651,0.4932872066,0.8232372260
0.6150000000,0.8204489077,-0.5595775308,0.1565635065,0.3365682051,0.4931317116,0.8204489077
0.6200000000,0.8176414772,-0.5633920216,0.1587052850,0.3342687926,0.4929740776,0.8176414772
0.6250000000,0.8148150141,-0.5671905245,0.1608525455,0.3319617536,0.4928142992,0.8148150141
0.6300000000,0.8119695987,-0.5709729523,0.1630050562,0.3296473146,0.4926523708,0.8119695987
0.6350000000,0.8091053116,-0.5747392188,0.1651625848,0.3273257026,0.4924882874,0.8091053116
0.6400000000,0.8062222336,-0.5784892376,0.1673248990,0.3249971450,0.4923220440,0.8062222336
0.6450000000,0.8033204464,-0.5822229234,0.1694917663,0.3226618698,0.4921536361,0.8033204464
0.6500000000,0.8004000318,-0.5859401909,0.1716629536,0.3203201054,0.4919830591,0.8004000318
0.6550000000,0.7974610720,-0.5896409554,0.1738382281,0.3179720807,0.4918103088,0.7974610720
0.6600000000,0.7945036499,-0.5933251326,0.1760173565,0.3156180248,0.4916353813,0.7945036499
0.6650000000,0.7915278485,-0.5969926389,0.1782001054,0.3132581674,0.4914582729,0.7915278485
0.6700000000,0.7885337514,-0.6006433908,0.1803862414,0.3108927385,0.4912789800,0.7885337514
0.6750000000,0.7855214426,-0.6042773054,0.1825755309,0.3085219684,0.4910974993,0.7855214426
0.6800000000,0.7824910065,-0.6078943005,0.1847677403,0.3061460877,0.4909138279,0.7824910065
0.6850000000,0.7794425279,-0.6114942940,0.1869626358,0.3037653272,0.4907279630,0.7794425279
0.6900000000,0.7763760921,-0.6150772044,0.1891599837,0.3013799182,0.4905399019,0.7763760921
0.6950000000,0.7732917845,-0.6186429508,0.1913595503,0.2989900920,0.4903496423,0.7732917845
0.7000000000,0.7701896913,-0.6221914525,0.1935611018,0.2965960803,0.4901571821,0.7701896913
0.7050000000,0.7670698989,-0.6257226296,0.1957644046,0.2941981149,0.4899625195,0.7670698989
0.7100000000,0.7639324940,-0.6292364024,0.1979692251,0.2917964277,0.4897656528,0.7639324940
0.7150000000,0.7607775640,-0.6327326919,0.2001753297,0.2893912509,0.4895665806,0.7607775640
0.7200000000,0.7576051964,-0.6362114192,0.2023824850,0.2869828168,0.4893653018,0.7576051964
0.7250000000,0.7544154792,-0.6396725064,0.2045904577,0.2845713576,0.4891618154,0.7544154792
0.7300000000,0.7512085008,-0.6431158757,0.2067990148,0.2821571059,0.4889561207,0.7512085008
0.7350000000,0.7479843501,-0.6465414499,0.2090079232,0.2797402940,0.4887482172,0.7479843501
0.7400000000,0.7447431161,-0.6499491523,0.2112169503,0.2773211545,0.4885381048,0.7447431161
0.7450000000,0.7414848885,-0.6533389066,0.2134258634,0.2748999199,0.4883257833,0.7414848885
0.7500000000,0.7382097571,-0.6567106371,0.2156344304,0.2724768227,0.4881112532,0.7382097571
0.7550000000,0.7349178123,-0.6600642685,0.2178424193,0.2700520954,0.4878945147,0.7349178123
0.7600000000,0.7316091447,-0.6633997261,0.2200495983,0.2676259703,0.4876755686,0.7316091447
0.7650000000,0.7282838454,-0.6667169356,0.2222557361,0.2651986798,0.4874544158,0.7282838454
0.7700000000,0.7249420059,-0.6700158231,0.2244606016,0.2627704559,0.4872310575,0.7249420059
0.7750000000,0.7215837179,-0.6732963154,0.2266639642,0.2603415309,0.4870054951,0.7215837178
0.7800000000,0.7182090735,-0.6765583398,0.2288655936,0.2579121366,0.4867777302,0.7182090735
0.7850000000,0.7148181654,-0.6798018238,0.2310652598,0.2554825048,0.4865477646,0.7148181653
0.7900000000,0.7114110863,-0.6830266958,0.2332627336,0.2530528668,0.4863156004,0.7114110863
0.7950000000,0.7079879295,-0.6862328843,0.2354577857,0.2506234542,0.4860812399,0.7079879295
0.8000000000,0.7045487887,-0.6894203187,0.2376501879,0.2481944978,0.4858446857,0.7045487887
0.8050000000,0.7010937577,-0.6925889285,0.2398397120,0.2457662286,0.4856059405,0.7010937577
0.8100000000,0.6976229309,-0.6957386441,0.2420261305,0.2433388769,0.4853650073,0.6976229309
0.8150000000,0.6941364029,-0.6988693962,0.2442092165,0.2409126729,0.4851218894,0.6941364029
0.8200000000,0.6906342687,-0.7019811159,0.2463887436,0.2384878465,0.4848765901,0.6906342687
0.8250000000,0.6871166236,-0.7050737351,0.2485644860,0.2360646272,0.4846291131,0.6871166236
0.8300000000,0.6835835633,-0.7081471859,0.2507362185,0.2336432440,0.4843794624,0.6835835633
0.8350000000,0.6800351838,-0.7112014012,0.2529037165,0.2312239256,0.4841276421,0.6800351838
0.8400000000,0.6764715814,-0.7142363142,0.2550667563,0.2288069002,0.4838736565,0.6764715814
0.8450000000,0.6728928529,-0.7172518587,0.2572251144,0.2263923957,0.4836175102,0.6728928529
0.8500000000,0.6692990952,-0.7202479691,0.2593785685,0.2239806394,0.4833592079,0.6692990952
0.8550000000,0.6656904057,-0.7232245801,0.2615268966,0.2215718581,0.4830987547,0.6656904057
0.8600000000,0.6620668820,-0.7261816271,0.2636698778,0.2191662781,0.4828361559,0.6620668820
0.8650000000,0.6584286222,-0.7291190460,0.2658072916,0.2167641252,0.4825714168,0.6584286221
0.8700000000,0.6547757244,-0.7320367731,0.2679389186,0.2143656246,0.4823045432,0.6547757244
0.8750000000,0.6511082873,-0.7349347455,0.2700645401,0.2119710009,0.4820355410,0.6511082873
0.8800000000,0.6474264100,-0.7378129005,0.2721839381,0.2095804782,0.4817644162,0.6474264100
0.8850000000,0.6437301915,-0.7406711761,0.2742968956,0.2071942797,0.4814911753,0.6437301915
0.8900000000,0.6400197314,-0.7435095108,0.2764031963,0.2048126283,0.4812158247,0.6400197314
0.8950000000,0.6362951297,-0.7463278437,0.2785026251,0.2024357460,0.4809383712,0.6362951297
0.9000000000,0.6325564864,-0.7491261142,0.2805949675,0.2000638543,0.4806588218,0.6325564864
0.9050000000,0.6288039021,-0.7519042626,0.2826800100,0.1976971736,0.4803771837,0.6288039021
0.9100000000,0.6250374774,-0.7546622293,0.2847575402,0.1953359241,0.4800934643,0.6250374774
0.9150000000,0.6212573135,-0.7573999556,0.2868273463,0.1929803248,0.4798076712,0.6212573135
0.9200000000,0.6174635117,-0.7601173831,0.2888892181,0.1906305942,0.4795198122,0.6174635117
0.9250000000,0.6136561736,-0.7628144541,0.2909429457,0.1882869497,0.4792298954,0.6136561736
0.9300000000,0.6098354012,-0.7654911114,0.2929883208,0.1859496083,0.4789379291,0.6098354012
0.9350000000,0.6060012966,-0.7681472982,0.2950251359,0.1836187858,0.4786439217,0.6060012966
0.9400000000,0.6021539624,-0.7707829584,0.2970531845,0.1812946972,0.4783478818,0.6021539624
0.9450000000,0.5982935014,-0.7733980364,0.2990722614,0.1789775569,0.4780498183,0.5982935014
0.9500000000,0.5944200165,-0.7759924772,0.3010821623,0.1766675780,0.4777497403,0.5944200165
0.9550000000,0.5905336111,-0.7785662260,0.3030826842,0.1743649729,0.4774476571,0.5905336111
0.9600000000,0.5866343888,-0.7811192291,0.3050736251,0.1720699530,0.4771435781,0.5866343888
0.9650000000,0.5827224534,-0.7836514330,0.3070547842,0.1697827289,0.4768375131,0.5827224534
0.9700000000,0.5787979092,-0.7861627847,0.3090259620,0.1675035098,0.4765294719,0.5787979092
0.9750000000,0.5748608604,-0.7886532319,0.3109869601,0.1652325044,0.4762194646,0.5748608604
0.9800000000,0.5709114118,-0.7911227229,0.3129375813,0.1629699201,0.4759075014,0.5709114118
0.9850000000,0.5669496682,-0.7935712063,0.3148776298,0.1607159631,0.4755935929,0.5669496682
0.9900000000,0.5629757348,-0.7959986316,0.3168069107,0.1584708390,0.4752777497,0.5629757348
0.9950000000,0.5589897171,-0.7984049484,0.3187252308,0.1562347519,0.4749599827,0.5589897171
1.0000000000,0.5549917206,-0.8007901074,0.3206323980,0.1540079050,0.4746403030,0.5549917206
1.0050000000,0.5509818514,-0.8031540593,0.3225282215,0.1517905003,0.4743187217,0.5509818514
1.0100000000,0.5469602155,-0.8054967557,0.3244125118,0.1495827386,0.4739952504,0.5469602155
1.0150000000,0.5429269193,-0.8078181488,0.3262850808,0.1473848199,0.4736699006,0.5429269193
1.0200000000,0.5388820696,-0.8101181911,0.3281457418,0.1451969424,0.4733426842,0.5388820695
1.0250000000,0.5348257731,-0.8123968358,0.3299943094,0.1430193038,0.4730136132,0.5348257731
1.0300000000,0.5307581369,-0.8146540367,0.3318305997,0.1408521000,0.4726826997,0.5307581369
1.0350000000,0.5266792685,-0.8168897480,0.3336544302,0.1386955259,0.4723499561,0.5266792685
1.0400000000,0.5225892753,-0.8191039246,0.3354656197,0.1365497754,0.4720153950,0.5225892753
1.0450000000,0.5184882652,-0.8212965220,0.3372639886,0.1344150406,0.4716790292,0.5184882652
1.0500000000,0.5143763462,-0.8234674962,0.3390493586,0.1322915127,0.4713408714,0.5143763462
1.0550000000,0.5102536264,-0.8256168036,0.3408215532,0.1301793816,0.4710009348,0.5102536264
1.0600000000,0.5061202143,-0.8277444014,0.3425803971,0.1280788357,0.4706592327,0.5061202143
1.0650000000,0.5019762186,-0.8298502473,0.3443257165,0.1259900620,0.4703157785,0.5019762186
1.0700000000,0.4978217482,-0.8319342996,0.3460573394,0.1239132465,0.4699705859,0.4978217482
1.0750000000,0.4936569120,-0.8339965169,0.3477750951,0.1218485734,0.4696236685,0.4936569120
1.0800000000,0.4894818195,-0.8360368587,0.3494788146,0.1197962258,0.4692750404,0.4894818194
1.0850000000,0.4852965800,-0.8380552850,0.3511683303,0.1177563853,0.4689247156,0.4852965799
1.0900000000,0.4811013032,-0.8400517562,0.3528434765,0.1157292320,0.4685727085,0.4811013032
1.0950000000,0.4768960990,-0.8420262334,0.3545040888,0.1137149446,0.4682190335,0.4768960990
1.1000000000,0.4726810776,-0.8439786782,0.3561500047,0.1117137006,0.4678637052,0.4726810776
1.1050000000,0.4684563490,-0.8459090530,0.3577810629,0.1097256755,0.4675067384,0.4684563490
1.1100000000,0.4642220239,-0.8478173204,0.3593971043,0.1077510437,0.4671481481,0.4642220239
1.1150000000,0.4599782128,-0.8497034438,0.3609979712,0.1057899781,0.4667879493,0.4599782127
1.1200000000,0.4557250264,-0.8515673871,0.3625835074,0.1038426499,0.4664261573,0.4557250264
1.1250000000,0.4514625759,-0.8534091149,0.3641535587,0.1019092287,0.4660627874,0.4514625759
1.1300000000,0.4471909724,-0.8552285922,0.3657079725,0.0999898829,0.4656978553,0.4471909724
1.1350000000,0.4429103271,-0.8570257847,0.3672465978,0.0980847789,0.4653313767,0.4429103271
1.1400000000,0.4386207517,-0.8588006585,0.3687692855,0.0961940819,0.4649633675,0.4386207517
1.1450000000,0.4343223578,-0.8605531806,0.3702758883,0.0943179552,0.4645938435,0.4343223578
1.1500000000,0.4300152572,-0.8622833181,0.3717662604,0.0924565607,0.4642228211,0.4300152572
1.1550000000,0.4256995620,-0.8639910392,0.3732402579,0.0906100585,0.4638503165,0.4256995620
1.1600000000,0.4213753842,-0.8656763123,0.3746977389,0.0887786072,0.4634763461,0.4213753842
1.1650000000,0.4170428363,-0.8673391066,0.3761385629,0.0869623637,0.4631009265,0.4170428363
1.1700000000,0.4127020307,-0.8689793916,0.3775625915,0.0851614831,0.4627240746,0.4127020307
1.1750000000,0.4083530800,-0.8705971377,0.3789696880,0.0833761190,0.4623458070,0.4083530800
1.1800000000,0.4039960969,-0.8721923156,0.3803597177,0.0816064232,0.4619661409,0.4039960969
1.1850000000,0.3996311945,-0.8737648969,0.3817325475,0.0798525458,0.4615850933,0.3996311945
1.1900000000,0.3952584857,-0.8753148534,0.3830880463,0.0781146352,0.4612026816,0.3952584857
1.1950000000,0.3908780837,-0.8768421578,0.3844260849,0.0763928382,0.4608189230,0.3908780837
1.2000000000,0.3864901019,-0.8783467832,0.3857465358,0.0746872994,0.4604338352,0.3864901019
1.2050000000,0.3820946537,-0.8798287034,0.3870492737,0.0729981622,0.4600474359,0.3820946537
1.2100000000,0.3776918527,-0.8812878926,0.3883341748,0.0713255678,0.4596597426,0.3776918527
1.2150000000,0.3732818127,-0.8827243258,0.3896011177,0.0696696558,0.4592707735,0.3732818127
1.2200000000,0.3688646474,-0.8841379783,0.3908499824,0.0680305641,0.4588805464,0.3688646474
1.2250000000,0.3644404709,-0.8855288264,0.3920806512,0.0664084284,0.4584890796,0.3644404709
1.2300000000,0.3600093972,-0.8868968465,0.3932930082,0.0648033830,0.4580963912,0.3600093972
1.2350000000,0.3555715405,-0.8882420160,0.3944869395,0.0632155602,0.4577024997,0.3555715405
1.2400000000,0.3511270152,-0.8895643126,0.3956623331,0.0616450904,0.4573074235,0.3511270152
1.2450000000,0.3466759356,-0.8908637147,0.3968190791,0.0600921022,0.4569111813,0.3466759356
1.2500000000,0.3422184162,-0.8921402013,0.3979570694,0.0585567222,0.4565137916,0.3422184162
1.2550000000,0.3377545718,-0.8933937520,0.3990761980,0.0570390754,0.4561152734,0.3377545718
1.2600000000,0.3332845170,-0.8946243468,0.4001763609,0.0555392846,0.4557156456,0.3332845170
1.2650000000,0.3288083666,-0.8958319665,0.4012574561,0.0540574710,0.4553149271,0.3288083666
1.2700000000,0.3243262356,-0.8970165924,0.4023193835,0.0525937536,0.4549131370,0.3243262356
1.2750000000,0.3198382390,-0.8981782063,0.4033620451,0.0511482496,0.4545102947,0.3198382390
1.2800000000,0.3153444919,-0.8993167908,0.4043853451,0.0497210743,0.4541064194,0.3153444919
1.2850000000,0.3108451095,-0.9004323289,0.4053891894,0.0483123411,0.4537015305,0.3108451095
1.2900000000,0.3063402071,-0.9015248042,0.4063734863,0.0469221612,0.4532956475,0.3063402071
1.2950000000,0.3018299000,-0.9025942010,0.4073381458,0.0455506443,0.4528887901,0.3018299000
1.3000000000,0.2973143036,-0.9036405040,0.4082830803,0.0441978976,0.4524809778,0.2973143036
1.3050000000,0.2927935334,-0.9046636987,0.4092082039,0.0428640266,0.4520722305,0.2927935334
1.3100000000,0.2882677051,-0.9056637711,0.4101134331,0.0415491349,0.4516625680,0.2882677051
1.3150000000,0.2837369343,-0.9066407076,0.4109986864,0.0402533239,0.4512520103,0.2837369343
1.3200000000,0.2792013366,-0.9075944955,0.4118638842,0.0389766932,0.4508405774,0.2792013366
1.3250000000,0.2746610279,-0.9085251225,0.4127089491,0.0377193401,0.4504282893,0.2746610279
1.3300000000,0.2701161240,-0.9094325769,0.4135338060,0.0364813602,0.4500151662,0.2701161240
1.3350000000,0.2655667408,-0.9103168476,0.4143383815,0.0352628469,0.4496012284,0.2655667408
1.3400000000,0.2610129942,-0.9111779241,0.4151226046,0.0340638916,0.4491864962,0.2610129942
1.3450000000,0.2564550002,-0.9120157964,0.4158864064,0.0328845836,0.4487709900,0.2564550002
1.3500000000,0.2518928749,-0.9128304552,0.4166297200,0.0317250102,0.4483547302,0.2518928749
1.3550000000,0.2473267344,-0.9136218919,0.4173524806,0.0305852568,0.4479377374,0.2473267344
1.3600000000,0.2427566947,-0.9143900981,0.4180546257,0.0294654064,0.4475200321,0.2427566947
1.3650000000,0.2381828721,-0.9151350663,0.4187360948,0.0283655403,0.4471016351,0.2381828721
1.3700000000,0.2336053828,-0.9158567895,0.4193968294,0.0272857374,0.4466825669,0.2336053828
1.3750000000,0.2290243430,-0.9165552613,0.4200367735,0.0262260748,0.4462628483,0.2290243430
1.3800000000,0.2244398690,-0.9172304758,0.4206558729,0.0251866274,0.4458425003,0.2244398690
1.3850000000,0.2198520770,-0.9178824278,0.4212540757,0.0241674679,0.4454215435,0.2198520770
1.3900000000,0.2152610835,-0.9185111127,0.4218313321,0.0231686670,0.4449999991,0.2152610835
