t,x_alpha_0.0001000000,x_alpha_0.1000000000,x_alpha_0.5000000000,x_alpha_1.9500000000
26.5050000000,0.1970235977,0.0739670100,0.0013160608,-0.0000000000
26.5100000000,0.1921258680,0.0726716152,0.0013125857,-0.0000000000
26.5150000000,0.1872233376,0.0713750515,0.0013090866,-0.0000000000
26.5200000000,0.1823161290,0.0700773521,0.0013055635,-0.0000000000
26.5250000000,0.1774043651,0.0687785498,0.0013020166,-0.0000000000
26.5300000000,0.1724881685,0.0674786777,0.0012984461,-0.0000000000
26.5350000000,0.1675676621,0.0661777689,0.0012948520,-0.0000000000
26.5400000000,0.1626429690,0.0648758563,0.0012912346,-0.0000000000
26.5450000000,0.1577142124,0.0635729731,0.0012875940,-0.0000000000
26.5500000000,0.1527815153,0.0622691522,0.0012839303,-0.0000000000
26.5550000000,0.1478450012,0.0609644267,0.0012802437,-0.0000000000
26.5600000000,0.1429047934,0.0596588297,0.0012765344,-0.0000000000
26.5650000000,0.1379610155,0.0583523942,0.0012728024,-0.0000000000
26.5700000000,0.1330137911,0.0570451533,0.0012690480,-0.0000000000
26.5750000000,0.1280632437,0.0557371401,0.0012652713,-0.0000000000
26.5800000000,0.1231094973,0.0544283877,0.0012614724,-0.0000000000
26.5850000000,0.1181526757,0.0531189292,0.0012576515,-0.0000000000
26.5900000000,0.1131929027,0.0518087975,0.0012538087,-0.0000000000
26.5950000000,0.1082303023,0.0504980259,0.0012499442,-0.0000000000
26.6000000000,0.1032649987,0.0491866473,0.0012460582,-0.0000000000
26.6050000000,0.0982971160,0.0478746950,0.0012421508,-0.0000000000
26.6100000000,0.0933267783,0.0465622018,0.0012382221,-0.0000000000
26.6150000000,0.0883541100,0.0452492010,0.0012342722,-0.0000000000
26.6200000000,0.0833792352,0.0439357256,0.0012303015,-0.0000000000
26.6250000000,0.0784022785,0.0426218087,0.0012263099,-0.0000000000
26.6300000000,0.0734233643,0.0413074832,0.0012222977,-0.0000000000
26.6350000000,0.0684426169,0.0399927824,0.0012182649,-0.0000000000
26.6400000000,0.0634601610,0.0386777391,0.0012142119,-0.0000000000
26.6450000000,0.0584761210,0.0373623865,0.0012101386,-0.0000000000
26.6500000000,0.0534906217,0.0360467576,0.0012060453,-0.0000000000
26.6550000000,0.0485037875,0.0347308854,0.0012019321,-0.0000000000
26.6600000000,0.0435157433,0.0334148029,0.0011977991,-0.0000000000
26.6650000000,0.0385266137,0.0320985432,0.0011936466,-0.0000000000
26.6700000000,0.0335365234,0.0307821391,0.0011894746,-0.0000000000
26.6750000000,0.0285455972,0.0294656237,0.0011852833,-0.0000000000
26.6800000000,0.0235539599,0.0281490300,0.0011810729,-0.0000000000
26.6850000000,0.0185617362,0.0268323909,0.0011768436,-0.0000000000
26.6900000000,0.0135690510,0.0255157392,0.0011725954,-0.0000000000
26.6950000000,0.0085760290,0.0241991080,0.0011683285,-0.0000000000
26.7000000000,0.0035827951,0.0228825301,0.0011640431,-0.0000000000
26.7050000000,-0.0014105258,0.0215660384,0.0011597394,-0.0000000000
26.7100000000,-0.0064038090,0.0202496658,0.0011554174,-0.0000000000
26.7150000000,-0.0113969296,0.0189334451,0.0011510774,-0.0000000000
26.7200000000,-0.0163897628,0.0176174091,0.0011467195,-0.0000000000
26.7250000000,-0.0213821837,0.0163015907,0.0011423438,-0.0000000000
26.7300000000,-0.0263740676,0.0149860225,0.0011379506,-0.0000000000
26.7350000000,-0.0313652897,0.0136707375,0.0011335399,-0.0000000000
26.7400000000,-0.0363557251,0.0123557682,0.0011291119,-0.0000000000
26.7450000000,-0.0413452491,0.0110411474,0.0011246667,-0.0000000000
26.7500000000,-0.0463337370,0.0097269078,0.0011202046,-0.0000000000
26.7550000000,-0.0513210641,0.0084130821,0.0011157256,-0.0000000000
26.7600000000,-0.0563071056,0.0070997028,0.0011112300,-0.0000000000
26.7650000000,-0.0612917370,0.0057868026,0.0011067179,-0.0000000000
26.7700000000,-0.0662748336,0.0044744140,0.0011021894,-0.0000000000
26.7750000000,-0.0712562709,0.0031625697,0.0010976446,-0.0000000000
26.7800000000,-0.0762359242,0.0018513021,0.0010930839,-0.0000000000
26.7850000000,-0.0812136692,0.0005406436,0.0010885072,-0.0000000000
26.7900000000,-0.0861893813,-0.0007693731,0.0010839147,-0.0000000000
26.7950000000,-0.0911629362,-0.0020787159,0.0010793067,-0.0000000000
26.8000000000,-0.0961342096,-0.0033873521,0.0010746832,-0.0000000000
26.8050000000,-0.1011030772,-0.0046952495,0.0010700445,-0.0000000000
26.8100000000,-0.1060694146,-0.0060023758,0.0010653905,-0.0000000000
26.8150000000,-0.1110330979,-0.0073086987,0.0010607217,-0.0000000000
26.8200000000,-0.1159940029,-0.0086141859,0.0010560379,-0.0000000000
26.8250000000,-0.1209520055,-0.0099188052,0.0010513396,-0.0000000000
26.8300000000,-0.1259069819,-0.0112225245,0.0010466267,-0.0000000000
26.8350000000,-0.1308588081,-0.0125253115,0.0010418994,-0.0000000000
26.8400000000,-0.1358073604,-0.0138271343,0.0010371579,-0.0000000000
26.8450000000,-0.1407525150,-0.0151279608,0.0010324024,-0.0000000000
26.8500000000,-0.1456941484,-0.0164277589,0.0010276329,-0.0000000000
26.8550000000,-0.1506321369,-0.0177264966,0.0010228497,-0.0000000000
26.8600000000,-0.1555663572,-0.0190241421,0.0010180529,-0.0000000000
26.8650000000,-0.1604966859,-0.0203206635,0.0010132427,-0.0000000000
26.8700000000,-0.1654229996,-0.0216160289,0.0010084192,-0.0000000000
26.8750000000,-0.1703451754,-0.0229102065,0.0010035825,-0.0000000000
26.8800000000,-0.1752630901,-0.0242031645,0.0009987329,-0.0000000000
26.8850000000,-0.1801766207,-0.0254948713,0.0009938704,-0.0000000000
26.8900000000,-0.1850856445,-0.0267852952,0.0009889953,-0.0000000000
26.8950000000,-0.1899900387,-0.0280744046,0.0009841076,-0.0000000000
26.9000000000,-0.1948896807,-0.0293621680,0.0009792076,-0.0000000000
26.9050000000,-0.1997844481,-0.0306485537,0.0009742954,-0.0000000000
26.9100000000,-0.2046742184,-0.0319335304,0.0009693710,-0.0000000000
26.9150000000,-0.2095588694,-0.0332170666,0.0009644348,-0.0000000000
26.9200000000,-0.2144382790,-0.0344991310,0.0009594869,-0.0000000000
26.9250000000,-0.2193123252,-0.0357796922,0.0009545273,-0.0000000000
26.9300000000,-0.2241808861,-0.0370587191,0.0009495563,-0.0000000000
26.9350000000,-0.2290438402,-0.0383361803,0.0009445739,-0.0000000000
26.9400000000,-0.2339010657,-0.0396120449,0.0009395805,-0.0000000000
26.9450000000,-0.2387524413,-0.0408862816,0.0009345760,-0.0000000000
26.9500000000,-0.2435978456,-0.0421588595,0.0009295607,-0.0000000000
26.9550000000,-0.2484371576,-0.0434297475,0.0009245347,-0.0000000000
26.9600000000,-0.2532702563,-0.0446989148,0.0009194982,-0.0000000000
26.9650000000,-0.2580970208,-0.0459663304,0.0009144513,-0.0000000000
26.9700000000,-0.2629173305,-0.0472319636,0.0009093942,-0.0000000000
26.9750000000,-0.2677310649,-0.0484957837,0.0009043270,-0.0000000000
26.9800000000,-0.2725381036,-0.0497577600,0.0008992498,-0.0000000000
26.9850000000,-0.2773383264,-0.0510178617,0.0008941629,-0.0000000000
26.9900000000,-0.2821316134,-0.0522760585,0.0008890664,-0.0000000000
26.9950000000,-0.2869178448,-0.0535323197,0.0008839604,-0.0000000000
27.0000000000,-0.2916969008,-0.0547866150,0.0008788450,-0.0000000000
27.0050000000,-0.2964686620,-0.0560389140,0.0008737205,-0.0000000000
27.0100000000,-0.3012330091,-0.0572891864,0.0008685870,-0.0000000000
27.0150000000,-0.3059898231,-0.0585374019,0.0008634446,-0.0000000000
27.0200000000,-0.3107389849,-0.0597835304,0.0008582935,-0.0000000000
27.0250000000,-0.3154803759,-0.0610275418,0.0008531338,-0.0000000000
27.0300000000,-0.3202138776,-0.0622694060,0.0008479657,-0.0000000000
27.0350000000,-0.3249393715,-0.0635090931,0.0008427893,-0.0000000000
27.0400000000,-0.3296567397,-0.0647465732,0.0008376048,-0.0000000000
27.0450000000,-0.3343658640,-0.0659818165,0.0008324124,-0.0000000000
27.0500000000,-0.3390666269,-0.0672147932,0.0008272121,-0.0000000000
27.0550000000,-0.3437589108,-0.0684454735,0.0008220041,-0.0000000000
27.0600000000,-0.3484425984,-0.0696738280,0.0008167887,-0.0000000000
27.0650000000,-0.3531175726,-0.0708998271,0.0008115658,-0.0000000000
27.0700000000,-0.3577837165,-0.0721234412,0.0008063357,-0.0000000000
27.0750000000,-0.3624409136,-0.0733446411,0.0008010986,-0.0000000000
27.0800000000,-0.3670890473,-0.0745633974,0.0007958545,-0.0000000000
27.0850000000,-0.3717280015,-0.0757796808,0.0007906037,-0.0000000000
27.0900000000,-0.3763576602,-0.0769934622,0.0007853462,-0.0000000000
27.0950000000,-0.3809779076,-0.0782047126,0.0007800823,-0.0000000000
27.1000000000,-0.3855886283,-0.0794134028,0.0007748120,-0.0000000000
27.1050000000,-0.3901897070,-0.0806195040,0.0007695355,-0.0000000000
27.1100000000,-0.3947810287,-0.0818229873,0.0007642530,-0.0000000000
27.1150000000,-0.3993624786,-0.0830238240,0.0007589646,-0.0000000000
27.1200000000,-0.4039339422,-0.0842219854,0.0007536704,-0.0000000000
27.1250000000,-0.4084953051,-0.0854174428,0.0007483707,-0.0000000000
27.1300000000,-0.4130464535,-0.0866101677,0.0007430655,-0.0000000000
27.1350000000,-0.4175872734,-0.0878001317,0.0007377550,-0.0000000000
27.1400000000,-0.4221176513,-0.0889873064,0.0007324393,-0.0000000000
27.1450000000,-0.4266374741,-0.0901716635,0.0007271186,-0.0000000000
27.1500000000,-0.4311466288,-0.0913531749,0.0007217930,-0.0000000000
27.1550000000,-0.4356450025,-0.0925318124,0.0007164627,-0.0000000000
27.1600000000,-0.4401324829,-0.0937075481,0.0007111279,-0.0000000000
27.1650000000,-0.4446089577,-0.0948803539,0.0007057886,-0.0000000000
27.1700000000,-0.4490743151,-0.0960502021,0.0007004450,-0.0000000000
27.1750000000,-0.4535284435,-0.0972170648,0.0006950972,-0.0000000000
27.1800000000,-0.4579712314,-0.0983809144,0.0006897455,-0.0000000000
27.1850000000,-0.4624025679,-0.0995417234,0.0006843899,-0.0000000000
27.1900000000,-0.4668223421,-0.1006994642,0.0006790306,-0.0000000000
27.1950000000,-0.4712304436,-0.1018541094,0.0006736677,-0.0000000000
27.2000000000,-0.4756267621,-0.1030056317,0.0006683014,-0.0000000000
27.2050000000,-0.4800111878,-0.1041540039,0.0006629318,-0.0000000000
27.2100000000,-0.4843836110,-0.1052991988,0.0006575590,-0.0000000000
27.2150000000,-0.4887439225,-0.1064411895,0.0006521833,-0.0000000000
27.2200000000,-0.4930920133,-0.1075799490,0.0006468046,-0.0000000000
27.2250000000,-0.4974277746,-0.1087154504,0.0006414233,-0.0000000000
27.2300000000,-0.5017510980,-0.1098476670,0.0006360394,-0.0000000000
27.2350000000,-0.5060618756,-0.1109765722,0.0006306530,-0.0000000000
27.2400000000,-0.5103599995,-0.1121021393,0.0006252644,-0.0000000000
27.2450000000,-0.5146453623,-0.1132243419,0.0006198736,-0.0000000000
27.2500000000,-0.5189178568,-0.1143431537,0.0006144807,-0.0000000000
27.2550000000,-0.5231773762,-0.1154585483,0.0006090860,-0.0000000000
27.2600000000,-0.5274238142,-0.1165704997,0.0006036896,-0.0000000000
27.2650000000,-0.5316570644,-0.1176789817,0.0005982915,-0.0000000000
27.2700000000,-0.5358770212,-0.1187839683,0.0005928920,0.0000000000
27.2750000000,-0.5400835789,-0.1198854338,0.0005874912,0.0000000000
27.2800000000,-0.5442766325,-0.1209833523,0.0005820892,0.0000000000
27.2850000000,-0.5484560770,-0.1220776981,0.0005766862,0.0000000000
27.2900000000,-0.5526218082,-0.1231684457,0.0005712822,0.0000000000
27.2950000000,-0.5567737217,-0.1242555697,0.0005658775,0.0000000000
27.3000000000,-0.5609117139,-0.1253390446,0.0005604721,0.0000000000
27.3050000000,-0.5650356812,-0.1264188452,0.0005550662,0.0000000000
27.3100000000,-0.5691455206,-0.1274949464,0.0005496600,0.0000000000
27.3150000000,-0.5732411293,-0.1285673231,0.0005442536,0.0000000000
27.3200000000,-0.5773224050,-0.1296359504,0.0005388470,0.0000000000
27.3250000000,-0.5813892456,-0.1307008034,0.0005334405,0.0000000000
27.3300000000,-0.5854415495,-0.1317618574,0.0005280342,0.0000000000
27.3350000000,-0.5894792154,-0.1328190878,0.0005226282,0.0000000000
27.3400000000,-0.5935021423,-0.1338724701,0.0005172226,0.0000000000
27.3450000000,-0.5975102297,-0.1349219798,0.0005118177,0.0000000000
27.3500000000,-0.6015033773,-0.1359675928,0.0005064134,0.0000000000
27.3550000000,-0.6054814854,-0.1370092847,0.0005010100,0.0000000000
27.3600000000,-0.6094444545,-0.1380470316,0.0004956076,0.0000000000
27.3650000000,-0.6133921856,-0.1390808093,0.0004902063,0.0000000000
27.3700000000,-0.6173245799,-0.1401105942,0.0004848062,0.0000000000
27.3750000000,-0.6212415391,-0.1411363625,0.0004794075,0.0000000000
27.3800000000,-0.6251429654,-0.1421580904,0.0004740103,0.0000000000
27.3850000000,-0.6290287613,-0.1431757546,0.0004686148,0.0000000000
27.3900000000,-0.6328988294,-0.1441893316,0.0004632211,0.0000000000
27.3950000000,-0.6367530733,-0.1451987981,0.0004578292,0.0000000000
27.4000000000,-0.6405913964,-0.1462041309,0.0004524394,0.0000000000
27.4050000000,-0.6444137028,-0.1472053070,0.0004470517,0.0000000000
27.4100000000,-0.6482198970,-0.1482023035,0.0004416663,0.0000000000
27.4150000000,-0.6520098839,-0.1491950974,0.0004362834,0.0000000000
27.4200000000,-0.6557835686,-0.1501836661,0.0004309029,0.0000000000
27.4250000000,-0.6595408570,-0.1511679871,0.0004255252,0.0000000000
27.4300000000,-0.6632816549,-0.1521480377,0.0004201503,0.0000000000
27.4350000000,-0.6670058690,-0.1531237957,0.0004147783,0.0000000000
27.4400000000,-0.6707134061,-0.1540952388,0.0004094093,0.0000000000
27.4450000000,-0.6744041736,-0.1550623449,0.0004040435,0.0000000000
27.4500000000,-0.6780780791,-0.1560250920,0.0003986811,0.0000000000
27.4550000000,-0.6817350309,-0.1569834582,0.0003933221,0.0000000000
27.4600000000,-0.6853749376,-0.1579374217,0.0003879666,0.0000000000
27.4650000000,-0.6889977080,-0.1588869609,0.0003826148,0.0000000000
27.4700000000,-0.6926032518,-0.1598320543,0.0003772669,0.0000000000
27.4750000000,-0.6961914787,-0.1607726805,0.0003719228,0.0000000000
27.4800000000,-0.6997622991,-0.1617088182,0.0003665829,0.0000000000
27.4850000000,-0.7033156237,-0.1626404462,0.0003612471,0.0000000000
27.4900000000,-0.7068513637,-0.1635675435,0.0003559156,0.0000000000
27.4950000000,-0.7103694306,-0.1644900893,0.0003505885,0.0000000000
27.5000000000,-0.7138697366,-0.1654080627,0.0003452660,0.0000000000
27.5050000000,-0.7173521942,-0.1663214430,0.0003399481,0.0000000000
27.5100000000,-0.7208167162,-0.1672302098,0.0003346351,0.0000000000
27.5150000000,-0.7242632161,-0.1681343426,0.0003293269,0.0000000000
27.5200000000,-0.7276916078,-0.1690338212,0.0003240238,0.0000000000
27.5250000000,-0.7311018055,-0.1699286253,0.0003187258,0.0000000000
27.5300000000,-0.7344937240,-0.1708187350,0.0003134331,0.0000000000
27.5350000000,-0.7378672785,-0.1717041304,0.0003081458,0.0000000000
27.5400000000,-0.7412223847,-0.1725847917,0.0003028640,0.0000000000
27.5450000000,-0.7445589587,-0.1734606992,0.0002975878,0.0000000000
27.5500000000,-0.7478769170,-0.1743318334,0.0002923174,0.0000000000
27.5550000000,-0.7511761769,-0.1751981750,0.0002870528,0.0000000000
27.5600000000,-0.7544566557,-0.1760597047,0.0002817942,0.0000000000
27.5650000000,-0.7577182715,-0.1769164034,0.0002765417,0.0000000000
27.5700000000,-0.7609609428,-0.1777682520,0.0002712954,0.0000000000
27.5750000000,-0.7641845885,-0.1786152317,0.0002660555,0.0000000000
27.5800000000,-0.7673891280,-0.1794573237,0.0002608219,0.0000000000
27.5850000000,-0.7705744812,-0.1802945095,0.0002555950,0.0000000000
27.5900000000,-0.7737405685,-0.1811267706,0.0002503747,0.0000000000
27.5950000000,-0.7768873108,-0.1819540887,0.0002451612,0.0000000000
27.6000000000,-0.7800146293,-0.1827764455,0.0002399545,0.0000000000
27.6050000000,-0.7831224460,-0.1835938229,0.0002347549,0.0000000000
27.6100000000,-0.7862106830,-0.1844062031,0.0002295624,0.0000000000
27.6150000000,-0.7892792634,-0.1852135682,0.0002243772,0.0000000000
27.6200000000,-0.7923281102,-0.1860159005,0.0002191993,0.0000000000
27.6250000000,-0.7953571474,-0.1868131826,0.0002140288,0.0000000000
27.6300000000,-0.7983662992,-0.1876053969,0.0002088659,0.0000000000
27.6350000000,-0.8013554903,-0.1883925263,0.0002037107,0.0000000000
27.6400000000,-0.8043246461,-0.1891745536,0.0001985633,0.0000000000
27.6450000000,-0.8072736924,-0.1899514618,0.0001934237,0.0000000000
27.6500000000,-0.8102025554,-0.1907232341,0.0001882922,0.0000000000
27.6550000000,-0.8131111619,-0.1914898537,0.0001831688,0.0000000000
27.6600000000,-0.8159994393,-0.1922513040,0.0001780536,0.0000000000
27.6650000000,-0.8188673152,-0.1930075687,0.0001729467,0.0000000000
27.6700000000,-0.8217147181,-0.1937586313,0.0001678482,0.0000000000
27.6750000000,-0.8245415767,-0.1945044757,0.0001627583,0.0000000000
27.6800000000,-0.8273478204,-0.1952450860,0.0001576771,0.0000000000
27.6850000000,-0.8301333791,-0.1959804461,0.0001526046,0.0000000000
27.6900000000,-0.8328981831,-0.1967105404,0.0001475409,0.0000000000
27.6950000000,-0.8356421633,-0.1974353531,0.0001424862,0.0000000000
27.7000000000,-0.8383652512,-0.1981548690,0.0001374406,0.0000000000
27.7050000000,-0.8410673786,-0.1988690725,0.0001324041,0.0000000000
27.7100000000,-0.8437484780,-0.1995779485,0.0001273769,0.0000000000
27.7150000000,-0.8464084824,-0.2002814821,0.0001223591,0.0000000000
27.7200000000,-0.8490473253,-0.2009796581,0.0001173508,0.0000000000
27.7250000000,-0.8516649408,-0.2016724619,0.0001123520,0.0000000000
27.7300000000,-0.8542612633,-0.2023598789,0.0001073629,0.0000000000
27.7350000000,-0.8568362281,-0.2030418945,0.0001023836,0.0000000000
27.7400000000,-0.8593897708,-0.2037184945,0.0000974141,0.0000000000
27.7450000000,-0.8619218275,-0.2043896645,0.0000924547,0.0000000000
27.7500000000,-0.8644323349,-0.2050553906,0.0000875053,0.0000000000
27.7550000000,-0.8669212303,-0.2057156588,0.0000825660,0.0000000000
27.7600000000,-0.8693884515,-0.2063704554,0.0000776371,0.0000000000
27.7650000000,-0.8718339367,-0.2070197667,0.0000727185,0.0000000000
27.7700000000,-0.8742576250,-0.2076635792,0.0000678104,0.0000000000
27.7750000000,-0.8766594557,-0.2083018796,0.0000629128,0.0000000000
27.7800000000,-0.8790393687,-0.2089346547,0.0000580259,0.0000000000
27.7850000000,-0.8813973046,-0.2095618915,0.0000531498,0.0000000000
27.7900000000,-0.8837332045,-0.2101835770,0.0000482845,0.0000000000
27.7950000000,-0.8860470099,-0.2107996984,0.0000434302,0.0000000000
27.8000000000,-0.8883386630,-0.2114102432,0.0000385868,0.0000000000
27.8050000000,-0.8906081065,-0.2120151989,0.0000337546,0.0000000000
27.8100000000,-0.8928552838,-0.2126145532,0.0000289337,0.0000000000
27.8150000000,-0.8950801386,-0.2132082938,0.0000241240,0.0000000000
27.8200000000,-0.8972826154,-0.2137964087,0.0000193258,0.0000000000
27.8250000000,-0.8994626590,-0.2143788861,0.0000145390,0.0000000000
27.8300000000,-0.9016202151,-0.2149557143,0.0000097639,0.0000000000
27.8350000000,-0.9037552296,-0.2155268815,0.0000050004,0.0000000000
27.8400000000,-0.9058676492,-0.2160923764,0.0000002487,0.0000000000
27.8450000000,-0.9079574211,-0.2166521877,-0.0000044911,0.0000000000
27.8500000000,-0.9100244931,-0.2172063042,-0.0000092190,0.0000000000
27.8550000000,-0.9120688135,-0.2177547150,-0.0000139349,0.0000000000
27.8600000000,-0.9140903312,-0.2182974091,-0.0000186387,0.0000000000
27.8650000000,-0.9160889957,-0.2188343758,-0.0000233302,0.0000000000
27.8700000000,-0.9180647570,-0.2193656047,-0.0000280094,0.0000000000
27.8750000000,-0.9200175658,-0.2198910853,-0.0000326763,0.0000000000
27.8800000000,-0.9219473732,-0.2204108073,-0.0000373307,0.0000000000
27.8850000000,-0.9238541310,-0.2209247606,-0.0000419725,0.0000000000
27.8900000000,-0.9257377915,-0.2214329353,-0.0000466017,0.0000000000
27.8950000000,-0.9275983078,-0.2219353215,-0.0000512182,0.0000000000
27.9000000000,-0.9294356331,-0.2224319096,-0.0000558218,0.0000000000
27.9050000000,-0.9312497218,-0.2229226901,-0.0000604126,0.0000000000
27.9100000000,-0.9330405283,-0.2234076536,-0.0000649904,0.0000000000
27.9150000000,-0.9348080080,-0.2238867909,-0.0000695552,0.0000000000
27.9200000000,-0.9365521167,-0.2243600929,-0.0000741068,0.0000000000
27.9250000000,-0.9382728107,-0.2248275508,-0.0000786452,0.0000000000
27.9300000000,-0.9399700471,-0.2252891557,-0.0000831703,0.0000000000
27.9350000000,-0.9416437835,-0.2257448990,-0.0000876821,0.0000000000
27.9400000000,-0.9432939780,-0.2261947723,-0.0000921803,0.0000000000
27.9450000000,-0.9449205893,-0.2266387673,-0.0000966651,0.0000000000
27.9500000000,-0.9465235769,-0.2270768759,-0.0001011362,0.0000000000
27.9550000000,-0.9481029007,-0.2275090899,-0.0001055937,0.0000000000
27.9600000000,-0.9496585211,-0.2279354016,-0.0001100373,0.0000000000
27.9650000000,-0.9511903994,-0.2283558032,-0.0001144672,0.0000000000
27.9700000000,-0.9526984972,-0.2287702872,-0.0001188831,0.0000000000
27.9750000000,-0.9541827768,-0.2291788463,-0.0001232850,0.0000000000
27.9800000000,-0.9556432012,-0.2295814730,-0.0001276729,0.0000000000
27.9850000000,-0.9570797338,-0.2299781605,-0.0001320466,0.0000000000
27.9900000000,-0.9584923388,-0.2303689016,-0.0001364061,0.0000000000
27.9950000000,-0.9598809808,-0.2307536896,-0.0001407513,0.0000000000
28.0000000000,-0.9612456252,-0.2311325179,-0.0001450821,0.0000000000
28.0050000000,-0.9625862377,-0.2315053799,-0.0001493985,0.0000000000
28.0100000000,-0.9639027851,-0.2318722695,-0.0001537004,0.0000000000
28.0150000000,-0.9651952342,-0.2322331802,-0.0001579877,0.0000000000
28.0200000000,-0.9664635529,-0.2325881062,-0.0001622604,0.0000000000
28.0250000000,-0.9677077094,-0.2329370415,-0.0001665183,0.0000000000
28.0300000000,-0.9689276726,-0.2332799805,-0.0001707615,0.0000000000
28.0350000000,-0.9701234121,-0.2336169175,-0.0001749898,0.0000000000
28.0400000000,-0.9712948980,-0.2339478471,-0.0001792032,0.0000000000
28.0450000000,-0.9724421010,-0.2342727640,-0.0001834015,0.0000000000
28.0500000000,-0.9735649924,-0.2345916632,-0.0001875849,0.0000000000
28.0550000000,-0.9746635441,-0.2349045397,-0.0001917530,0.0000000000
28.0600000000,-0.9757377288,-0.2352113887,-0.0001959060,0.0000000000
28.0650000000,-0.9767875196,-0.2355122054,-0.0002000438,0.0000000000
28.0700000000,-0.9778128902,-0.2358069855,-0.0002041662,0.0000000000
28.0750000000,-0.9788138150,-0.2360957245,-0.0002082732,0.0000000000
28.0800000000,-0.9797902691,-0.2363784183,-0.0002123647,0.0000000000
28.0850000000,-0.9807422279,-0.2366550628,-0.0002164408,0.0000000000
28.0900000000,-0.9816696678,-0.2369256542,-0.0002205012,0.0000000000
28.0950000000,-0.9825725655,-0.2371901886,-0.0002245460,0.0000000000
28.1000000000,-0.9834508986,-0.2374486625,-0.0002285751,0.0000000000
28.1050000000,-0.9843046449,-0.2377010725,-0.0002325885,0.0000000000
28.1100000000,-0.9851337833,-0.2379474153,-0.0002365860,0.0000000000
28.1150000000,-0.9859382930,-0.2381876878,-0.0002405676,0.0000000000
28.1200000000,-0.9867181539,-0.2384218870,-0.0002445333,0.0000000000
28.1250000000,-0.9874733465,-0.2386500100,-0.0002484830,0.0000000000
28.1300000000,-0.9882038519,-0.2388720543,-0.0002524166,0.0000000000
28.1350000000,-0.9889096520,-0.2390880173,-0.0002563340,0.0000000000
28.1400000000,-0.9895907290,-0.2392978967,-0.0002602353,0.0000000000
28.1450000000,-0.9902470659,-0.2395016901,-0.0002641204,0.0000000000
28.1500000000,-0.9908786464,-0.2396993957,-0.0002679891,0.0000000000
28.1550000000,-0.9914854547,-0.2398910115,-0.0002718416,0.0000000000
28.1600000000,-0.9920674756,-0.2400765357,-0.0002756776,0.0000000000
28.1650000000,-0.9926246946,-0.2402559668,-0.0002794971,0.0000000000
28.1700000000,-0.9931570977,-0.2404293034,-0.0002833001,0.0000000000
28.1750000000,-0.9936646717,-0.2405965440,-0.0002870866,0.0000000000
28.1800000000,-0.9941474039,-0.2407576877,-0.0002908564,0.0000000000
28.1850000000,-0.9946052822,-0.2409127333,-0.0002946096,0.0000000000
28.1900000000,-0.9950382953,-0.2410616802,-0.0002983460,0.0000000000
28.1950000000,-0.9954464322,-0.2412045276,-0.0003020657,0.0000000000
28.2000000000,-0.9958296828,-0.2413412750,-0.0003057685,0.0000000000
28.2050000000,-0.9961880375,-0.2414719221,-0.0003094544,0.0000000000
28.2100000000,-0.9965214874,-0.2415964685,-0.0003131234,0.0000000000
28.2150000000,-0.9968300241,-0.2417149143,-0.0003167755,0.0000000000
28.2200000000,-0.9971136400,-0.2418272595,-0.0003204105,0.0000000000
28.2250000000,-0.9973723280,-0.2419335045,-0.0003240284,0.0000000000
28.2300000000,-0.9976060816,-0.2420336495,-0.0003276292,0.0000000000
28.2350000000,-0.9978148950,-0.2421276951,-0.0003312128,0.0000000000
28.2400000000,-0.9979987630,-0.2422156420,-0.0003347793,0.0000000000
28.2450000000,-0.9981576810,-0.2422974912,-0.0003383284,0.0000000000
28.2500000000,-0.9982916450,-0.2423732435,-0.0003418603,0.0000000000
28.2550000000,-0.9984006517,-0.2424429001,-0.0003453747,0.0000000000
28.2600000000,-0.9984846984,-0.2425064624,-0.0003488718,0.0000000000
28.2650000000,-0.9985437830,-0.2425639317,-0.0003523515,0.0000000000
28.2700000000,-0.9985779040,-0.2426153098,-0.0003558136,0.0000000000
28.2750000000,-0.9985870606,-0.2426605983,-0.0003592583,0.0000000000
28.2800000000,-0.9985712526,-0.2426997992,-0.0003626853,0.0000000000
28.2850000000,-0.9985304804,-0.2427329145,-0.0003660948,0.0000000000
28.2900000000,-0.9984647450,-0.2427599465,-0.0003694866,0.0000000000
28.2950000000,-0.9983740481,-0.2427808975,-0.0003728607,0.0000000000
28.3000000000,-0.9982583919,-0.2427957701,-0.0003762170,0.0000000000
28.3050000000,-0.9981177794,-0.2428045668,-0.0003795556,0.0000000000
28.3100000000,-0.9979522140,-0.2428072906,-0.0003828764,0.0000000000
28.3150000000,-0.9977617000,-0.2428039443,-0.0003861793,0.0000000000
28.3200000000,-0.9975462422,-0.2427945312,-0.0003894644,0.0000000000
28.3250000000,-0.9973058458,-0.2427790544,-0.0003927315,0.0000000000
28.3300000000,-0.9970405169,-0.2427575174,-0.0003959806,0.0000000000
28.3350000000,-0.9967502623,-0.2427299238,-0.0003992118,0.0000000000
28.3400000000,-0.9964350890,-0.2426962772,-0.0004024249,0.0000000000
28.3450000000,-0.9960950052,-0.2426565816,-0.0004056199,0.0000000000
28.3500000000,-0.9957300191,-0.2426108409,-0.0004087969,0.0000000000
28.3550000000,-0.9953401401,-0.2425590594,-0.0004119557,0.0000000000
28.3600000000,-0.9949253778,-0.2425012413,-0.0004150963,0.0000000000
