t,x_alpha_0.0001000000,x_alpha_0.1000000000,x_alpha_0.5000000000,x_alpha_1.9500000000
8.2050000000,-0.3436662759,-0.1904301611,0.0214449691,0.0013417164
8.2100000000,-0.3483551488,-0.1935575791,0.0207842918,0.0013344250
8.2150000000,-0.3530353104,-0.1966785962,0.0201247452,0.0013271711
8.2200000000,-0.3577066439,-0.1997931374,0.0194663429,0.0013199546
8.2250000000,-0.3623690323,-0.2029011282,0.0188090985,0.0013127753
8.2300000000,-0.3670223593,-0.2060024941,0.0181530255,0.0013056330
8.2350000000,-0.3716665083,-0.2090971609,0.0174981373,0.0012985275
8.2400000000,-0.3763013634,-0.2121850547,0.0168444475,0.0012914586
8.2450000000,-0.3809268087,-0.2152661016,0.0161919692,0.0012844262
8.2500000000,-0.3855427285,-0.2183402281,0.0155407159,0.0012774300
8.2550000000,-0.3901490075,-0.2214073608,0.0148907006,0.0012704700
8.2600000000,-0.3947455304,-0.2244674266,0.0142419364,0.0012635459
8.2650000000,-0.3993321825,-0.2275203524,0.0135944366,0.0012566575
8.2700000000,-0.4039088489,-0.2305660655,0.0129482141,0.0012498047
8.2750000000,-0.4084754154,-0.2336044935,0.0123032818,0.0012429873
8.2800000000,-0.4130317677,-0.2366355640,0.0116596526,0.0012362051
8.2850000000,-0.4175777920,-0.2396592049,0.0110173394,0.0012294580
8.2900000000,-0.4221133746,-0.2426753444,0.0103763548,0.0012227457
8.2950000000,-0.4266384021,-0.2456839109,0.0097367116,0.0012160682
8.3000000000,-0.4311527615,-0.2486848329,0.0090984225,0.0012094252
8.3050000000,-0.4356563397,-0.2516780393,0.0084614998,0.0012028166
8.3100000000,-0.4401490243,-0.2546634591,0.0078259563,0.0011962421
8.3150000000,-0.4446307030,-0.2576410216,0.0071918042,0.0011897017
8.3200000000,-0.4491012637,-0.2606106562,0.0065590559,0.0011831951
8.3250000000,-0.4535605947,-0.2635722928,0.0059277237,0.0011767223
8.3300000000,-0.4580085844,-0.2665258613,0.0052978199,0.0011702829
8.3350000000,-0.4624451218,-0.2694712919,0.0046693566,0.0011638770
8.3400000000,-0.4668700958,-0.2724085151,0.0040423459,0.0011575042
8.3450000000,-0.4712833959,-0.2753374615,0.0034167999,0.0011511645
8.3500000000,-0.4756849117,-0.2782580622,0.0027927304,0.0011448576
8.3550000000,-0.4800745332,-0.2811702481,0.0021701495,0.0011385835
8.3600000000,-0.4844521507,-0.2840739509,0.0015490689,0.0011323419
8.3650000000,-0.4888176547,-0.2869691022,0.0009295003,0.0011261326
8.3700000000,-0.4931709361,-0.2898556338,0.0003114555,0.0011199557
8.3750000000,-0.4975118861,-0.2927334779,-0.0003050538,0.0011138108
8.3800000000,-0.5018403962,-0.2956025670,-0.0009200162,0.0011076978
8.3850000000,-0.5061563581,-0.2984628337,-0.0015334202,0.0011016165
8.3900000000,-0.5104596640,-0.3013142109,-0.0021452542,0.0010955669
8.3950000000,-0.5147502063,-0.3041566318,-0.0027555070,0.0010895486
8.4000000000,-0.5190278777,-0.3069900299,-0.0033641673,0.0010835617
8.4050000000,-0.5232925713,-0.3098143388,-0.0039712239,0.0010776059
8.4100000000,-0.5275441804,-0.3126294925,-0.0045766655,0.0010716811
8.4150000000,-0.5317825989,-0.3154354252,-0.0051804812,0.0010657871
8.4200000000,-0.5360077207,-0.3182320715,-0.0057826598,0.0010599238
8.4250000000,-0.5402194403,-0.3210193659,-0.0063831905,0.0010540910
8.4300000000,-0.5444176523,-0.3237972436,-0.0069820624,0.0010482886
8.4350000000,-0.5486022518,-0.3265656398,-0.0075792646,0.0010425164
8.4400000000,-0.5527731341,-0.3293244900,-0.0081747864,0.0010367743
8.4450000000,-0.5569301951,-0.3320737301,-0.0087686172,0.0010310620
8.4500000000,-0.5610733308,-0.3348132963,-0.0093607463,0.0010253796
8.4550000000,-0.5652024376,-0.3375431247,-0.0099511632,0.0010197268
8.4600000000,-0.5693174123,-0.3402631521,-0.0105398575,0.0010141034
8.4650000000,-0.5734181521,-0.3429733154,-0.0111268186,0.0010085094
8.4700000000,-0.5775045544,-0.3456735518,-0.0117120364,0.0010029446
8.4750000000,-0.5815765170,-0.3483637988,-0.0122955006,0.0009974088
8.4800000000,-0.5856339383,-0.3510439941,-0.0128772009,0.0009919019
8.4850000000,-0.5896767167,-0.3537140757,-0.0134571272,0.0009864238
8.4900000000,-0.5937047512,-0.3563739820,-0.0140352695,0.0009809743
8.4950000000,-0.5977179411,-0.3590236516,-0.0146116179,0.0009755532
8.5000000000,-0.6017161861,-0.3616630233,-0.0151861623,0.0009701605
8.5050000000,-0.6056993862,-0.3642920364,-0.0157588930,0.0009647960
8.5100000000,-0.6096674419,-0.3669106303,-0.0163298001,0.0009594595
8.5150000000,-0.6136202539,-0.3695187447,-0.0168988741,0.0009541509
8.5200000000,-0.6175577235,-0.3721163198,-0.0174661052,0.0009488701
8.5250000000,-0.6214797522,-0.3747032959,-0.0180314838,0.0009436169
8.5300000000,-0.6253862420,-0.3772796136,-0.0185950006,0.0009383912
8.5350000000,-0.6292770952,-0.3798452138,-0.0191566460,0.0009331929
8.5400000000,-0.6331522146,-0.3824000379,-0.0197164108,0.0009280218
8.5450000000,-0.6370115033,-0.3849440272,-0.0202742856,0.0009228778
8.5500000000,-0.6408548648,-0.3874771237,-0.0208302613,0.0009177607
8.5550000000,-0.6446822031,-0.3899992695,-0.0213843286,0.0009126705
8.5600000000,-0.6484934224,-0.3925104070,-0.0219364786,0.0009076069
8.5650000000,-0.6522884275,-0.3950104789,-0.0224867021,0.0009025699
8.5700000000,-0.6560671235,-0.3974994284,-0.0230349904,0.0008975593
8.5750000000,-0.6598294160,-0.3999771987,-0.0235813345,0.0008925749
8.5800000000,-0.6635752110,-0.4024437335,-0.0241257257,0.0008876168
8.5850000000,-0.6673044147,-0.4048989768,-0.0246681552,0.0008826847
8.5900000000,-0.6710169340,-0.4073428728,-0.0252086144,0.0008777784
8.5950000000,-0.6747126760,-0.4097753663,-0.0257470947,0.0008728979
8.6000000000,-0.6783915484,-0.4121964019,-0.0262835876,0.0008680431
8.6050000000,-0.6820534593,-0.4146059251,-0.0268180846,0.0008632138
8.6100000000,-0.6856983170,-0.4170038812,-0.0273505775,0.0008584098
8.6150000000,-0.6893260304,-0.4193902162,-0.0278810580,0.0008536311
8.6200000000,-0.6929365090,-0.4217648762,-0.0284095177,0.0008488776
8.6250000000,-0.6965296623,-0.4241278078,-0.0289359485,0.0008441490
8.6300000000,-0.7001054007,-0.4264789576,-0.0294603425,0.0008394453
8.6350000000,-0.7036636347,-0.4288182728,-0.0299826915,0.0008347664
8.6400000000,-0.7072042753,-0.4311457010,-0.0305029876,0.0008301121
8.6450000000,-0.7107272341,-0.4334611898,-0.0310212230,0.0008254823
8.6500000000,-0.7142324231,-0.4357646873,-0.0315373899,0.0008208769
8.6550000000,-0.7177197545,-0.4380561420,-0.0320514805,0.0008162957
8.6600000000,-0.7211891412,-0.4403355026,-0.0325634872,0.0008117387
8.6650000000,-0.7246404964,-0.4426027182,-0.0330734024,0.0008072057
8.6700000000,-0.7280737340,-0.4448577383,-0.0335812186,0.0008026967
8.6750000000,-0.7314887681,-0.4471005124,-0.0340869284,0.0007982114
8.6800000000,-0.7348855133,-0.4493309907,-0.0345905244,0.0007937497
8.6850000000,-0.7382638846,-0.4515491237,-0.0350919993,0.0007893116
8.6900000000,-0.7416237978,-0.4537548619,-0.0355913459,0.0007848969
8.6950000000,-0.7449651687,-0.4559481566,-0.0360885569,0.0007805056
8.7000000000,-0.7482879138,-0.4581289590,-0.0365836255,0.0007761374
8.7050000000,-0.7515919502,-0.4602972210,-0.0370765444,0.0007717923
8.7100000000,-0.7548771951,-0.4624528946,-0.0375673069,0.0007674701
8.7150000000,-0.7581435665,-0.4645959322,-0.0380559059,0.0007631708
8.7200000000,-0.7613909827,-0.4667262866,-0.0385423348,0.0007588943
8.7250000000,-0.7646193626,-0.4688439109,-0.0390265868,0.0007546403
8.7300000000,-0.7678286254,-0.4709487585,-0.0395086552,0.0007504088
8.7350000000,-0.7710186910,-0.4730407831,-0.0399885334,0.0007461998
8.7400000000,-0.7741894795,-0.4751199390,-0.0404662150,0.0007420129
8.7450000000,-0.7773409117,-0.4771861806,-0.0409416935,0.0007378483
8.7500000000,-0.7804729089,-0.4792394626,-0.0414149626,0.0007337057
8.7550000000,-0.7835853928,-0.4812797403,-0.0418860158,0.0007295851
8.7600000000,-0.7866782855,-0.4833069692,-0.0423548471,0.0007254863
8.7650000000,-0.7897515097,-0.4853211050,-0.0428214502,0.0007214092
8.7700000000,-0.7928049887,-0.4873221041,-0.0432858190,0.0007173537
8.7750000000,-0.7958386461,-0.4893099229,-0.0437479476,0.0007133197
8.7800000000,-0.7988524060,-0.4912845184,-0.0442078300,0.0007093071
8.7850000000,-0.8018461932,-0.4932458479,-0.0446654603,0.0007053158
8.7900000000,-0.8048199327,-0.4951938689,-0.0451208327,0.0007013457
8.7950000000,-0.8077735503,-0.4971285394,-0.0455739414,0.0006973966
8.8000000000,-0.8107069722,-0.4990498177,-0.0460247809,0.0006934685
8.8050000000,-0.8136201249,-0.5009576625,-0.0464733456,0.0006895613
8.8100000000,-0.8165129358,-0.5028520329,-0.0469196298,0.0006856748
8.8150000000,-0.8193853324,-0.5047328881,-0.0473636282,0.0006818090
8.8200000000,-0.8222372430,-0.5066001881,-0.0478053354,0.0006779638
8.8250000000,-0.8250685963,-0.5084538928,-0.0482447461,0.0006741389
8.8300000000,-0.8278793215,-0.5102939627,-0.0486818549,0.0006703344
8.8350000000,-0.8306693483,-0.5121203587,-0.0491166569,0.0006665502
8.8400000000,-0.8334386071,-0.5139330420,-0.0495491468,0.0006627861
8.8450000000,-0.8361870286,-0.5157319740,-0.0499793197,0.0006590420
8.8500000000,-0.8389145441,-0.5175171168,-0.0504071706,0.0006553178
8.8550000000,-0.8416210854,-0.5192884325,-0.0508326946,0.0006516135
8.8600000000,-0.8443065849,-0.5210458839,-0.0512558868,0.0006479289
8.8650000000,-0.8469709754,-0.5227894339,-0.0516767426,0.0006442639
8.8700000000,-0.8496141903,-0.5245190459,-0.0520952573,0.0006406185
8.8750000000,-0.8522361637,-0.5262346836,-0.0525114263,0.0006369925
8.8800000000,-0.8548368298,-0.5279363112,-0.0529252450,0.0006333858
8.8850000000,-0.8574161238,-0.5296238931,-0.0533367089,0.0006297984
8.8900000000,-0.8599739812,-0.5312973942,-0.0537458137,0.0006262301
8.8950000000,-0.8625103380,-0.5329567796,-0.0541525551,0.0006226809
8.9000000000,-0.8650251308,-0.5346020150,-0.0545569288,0.0006191506
8.9050000000,-0.8675182967,-0.5362330663,-0.0549589306,0.0006156391
8.9100000000,-0.8699897735,-0.5378498998,-0.0553585564,0.0006121464
8.9150000000,-0.8724394994,-0.5394524822,-0.0557558021,0.0006086724
8.9200000000,-0.8748674131,-0.5410407807,-0.0561506638,0.0006052169
8.9250000000,-0.8772734540,-0.5426147626,-0.0565431376,0.0006017799
8.9300000000,-0.8796575619,-0.5441743957,-0.0569332196,0.0005983613
8.9350000000,-0.8820196772,-0.5457196483,-0.0573209061,0.0005949609
8.9400000000,-0.8843597409,-0.5472504889,-0.0577061933,0.0005915788
8.9450000000,-0.8866776944,-0.5487668865,-0.0580890777,0.0005882147
8.9500000000,-0.8889734799,-0.5502688103,-0.0584695556,0.0005848686
8.9550000000,-0.8912470400,-0.5517562301,-0.0588476237,0.0005815405
8.9600000000,-0.8934983178,-0.5532291160,-0.0592232784,0.0005782302
8.9650000000,-0.8957272571,-0.5546874383,-0.0595965164,0.0005749376
8.9700000000,-0.8979338022,-0.5561311680,-0.0599673344,0.0005716627
8.9750000000,-0.9001178978,-0.5575602762,-0.0603357292,0.0005684053
8.9800000000,-0.9022794895,-0.5589747346,-0.0607016977,0.0005651654
8.9850000000,-0.9044185232,-0.5603745150,-0.0610652368,0.0005619428
8.9900000000,-0.9065349453,-0.5617595899,-0.0614263434,0.0005587376
8.9950000000,-0.9086287031,-0.5631299320,-0.0617850146,0.0005555495
9.0000000000,-0.9106997442,-0.5644855144,-0.0621412476,0.0005523786
9.0050000000,-0.9127480168,-0.5658263106,-0.0624950396,0.0005492247
9.0100000000,-0.9147734697,-0.5671522945,-0.0628463877,0.0005460877
9.0150000000,-0.9167760524,-0.5684634403,-0.0631952894,0.0005429676
9.0200000000,-0.9187557147,-0.5697597227,-0.0635417420,0.0005398642
9.0250000000,-0.9207124071,-0.5710411167,-0.0638857430,0.0005367775
9.0300000000,-0.9226460808,-0.5723075977,-0.0642272899,0.0005337074
9.0350000000,-0.9245566875,-0.5735591416,-0.0645663804,0.0005306538
9.0400000000,-0.9264441793,-0.5747957245,-0.0649030120,0.0005276167
9.0450000000,-0.9283085092,-0.5760173230,-0.0652371826,0.0005245959
9.0500000000,-0.9301496304,-0.5772239141,-0.0655688899,0.0005215913
9.0550000000,-0.9319674971,-0.5784154750,-0.0658981318,0.0005186029
9.0600000000,-0.9337620637,-0.5795919836,-0.0662249062,0.0005156306
9.0650000000,-0.9355332854,-0.5807534179,-0.0665492112,0.0005126744
9.0700000000,-0.9372811180,-0.5818997564,-0.0668710447,0.0005097340
9.0750000000,-0.9390055177,-0.5830309781,-0.0671904050,0.0005068095
9.0800000000,-0.9407064414,-0.5841470623,-0.0675072902,0.0005039008
9.0850000000,-0.9423838467,-0.5852479885,-0.0678216987,0.0005010077
9.0900000000,-0.9440376916,-0.5863337369,-0.0681336287,0.0004981303
9.0950000000,-0.9456679348,-0.5874042879,-0.0684430786,0.0004952684
9.1000000000,-0.9472745356,-0.5884596224,-0.0687500469,0.0004924219
9.1050000000,-0.9488574537,-0.5894997215,-0.0690545322,0.0004895908
9.1100000000,-0.9504166497,-0.5905245670,-0.0693565329,0.0004867750
9.1150000000,-0.9519520845,-0.5915341407,-0.0696560479,0.0004839744
9.1200000000,-0.9534637198,-0.5925284252,-0.0699530759,0.0004811889
9.1250000000,-0.9549515178,-0.5935074032,-0.0702476155,0.0004784185
9.1300000000,-0.9564154414,-0.5944710579,-0.0705396657,0.0004756631
9.1350000000,-0.9578554538,-0.5954193728,-0.0708292254,0.0004729225
9.1400000000,-0.9592715193,-0.5963523319,-0.0711162936,0.0004701968
9.1450000000,-0.9606636023,-0.5972699197,-0.0714008694,0.0004674859
9.1500000000,-0.9620316680,-0.5981721208,-0.0716829518,0.0004647896
9.1550000000,-0.9633756824,-0.5990589203,-0.0719625400,0.0004621079
9.1600000000,-0.9646956117,-0.5999303039,-0.0722396333,0.0004594407
9.1650000000,-0.9659914230,-0.6007862574,-0.0725142311,0.0004567880
9.1700000000,-0.9672630840,-0.6016267672,-0.0727863326,0.0004541497
9.1750000000,-0.9685105628,-0.6024518199,-0.0730559373,0.0004515256
9.1800000000,-0.9697338282,-0.6032614027,-0.0733230448,0.0004489158
9.1850000000,-0.9709328498,-0.6040555031,-0.0735876545,0.0004463201
9.1900000000,-0.9721075975,-0.6048341090,-0.0738497661,0.0004437385
9.1950000000,-0.9732580420,-0.6055972086,-0.0741093794,0.0004411710
9.2000000000,-0.9743841545,-0.6063447907,-0.0743664940,0.0004386173
9.2050000000,-0.9754859069,-0.6070768442,-0.0746211098,0.0004360776
9.2100000000,-0.9765632717,-0.6077933587,-0.0748732266,0.0004335516
9.2150000000,-0.9776162219,-0.6084943241,-0.0751228445,0.0004310393
9.2200000000,-0.9786447312,-0.6091797305,-0.0753699633,0.0004285407
9.2250000000,-0.9796487740,-0.6098495687,-0.0756145833,0.0004260557
9.2300000000,-0.9806283250,-0.6105038296,-0.0758567044,0.0004235842
9.2350000000,-0.9815833600,-0.6111425047,-0.0760963270,0.0004211261
9.2400000000,-0.9825138549,-0.6117655859,-0.0763334512,0.0004186814
9.2450000000,-0.9834197866,-0.6123730653,-0.0765680774,0.0004162500
9.2500000000,-0.9843011324,-0.6129649356,-0.0768002060,0.0004138319
9.2550000000,-0.9851578703,-0.6135411897,-0.0770298374,0.0004114269
9.2600000000,-0.9859899789,-0.6141018211,-0.0772569721,0.0004090350
9.2650000000,-0.9867974373,-0.6146468237,-0.0774816106,0.0004066561
9.2700000000,-0.9875802255,-0.6151761914,-0.0777037536,0.0004042902
9.2750000000,-0.9883383238,-0.6156899191,-0.0779234018,0.0004019372
9.2800000000,-0.9890717134,-0.6161880016,-0.0781405560,0.0003995971
9.2850000000,-0.9897803758,-0.6166704342,-0.0783552168,0.0003972697
9.2900000000,-0.9904642935,-0.6171372129,-0.0785673852,0.0003949549
9.2950000000,-0.9911234493,-0.6175883336,-0.0787770622,0.0003926529
9.3000000000,-0.9917578267,-0.6180237931,-0.0789842486,0.0003903634
9.3050000000,-0.9923674098,-0.6184435882,-0.0791889456,0.0003880864
9.3100000000,-0.9929521836,-0.6188477162,-0.0793911542,0.0003858218
9.3150000000,-0.9935121333,-0.6192361749,-0.0795908757,0.0003835696
9.3200000000,-0.9940472450,-0.6196089625,-0.0797881112,0.0003813297
9.3250000000,-0.9945575053,-0.6199660773,-0.0799828620,0.0003791021
9.3300000000,-0.9950429015,-0.6203075185,-0.0801751295,0.0003768866
9.3350000000,-0.9955034214,-0.6206332851,-0.0803649150,0.0003746833
9.3400000000,-0.9959390536,-0.6209433770,-0.0805522200,0.0003724920
9.3450000000,-0.9963497871,-0.6212377942,-0.0807370461,0.0003703127
9.3500000000,-0.9967356117,-0.6215165373,-0.0809193948,0.0003681454
9.3550000000,-0.9970965178,-0.6217796069,-0.0810992678,0.0003659899
9.3600000000,-0.9974324964,-0.6220270045,-0.0812766666,0.0003638462
9.3650000000,-0.9977435391,-0.6222587317,-0.0814515932,0.0003617143
9.3700000000,-0.9980296380,-0.6224747905,-0.0816240492,0.0003595941
9.3750000000,-0.9982907862,-0.6226751834,-0.0817940366,0.0003574855
9.3800000000,-0.9985269769,-0.6228599131,-0.0819615573,0.0003553884
9.3850000000,-0.9987382045,-0.6230289829,-0.0821266132,0.0003533029
9.3900000000,-0.9989244636,-0.6231823964,-0.0822892064,0.0003512288
9.3950000000,-0.9990857495,-0.6233201576,-0.0824493389,0.0003491661
9.4000000000,-0.9992220582,-0.6234422708,-0.0826070130,0.0003471147
9.4050000000,-0.9993333864,-0.6235487409,-0.0827622308,0.0003450746
9.4100000000,-0.9994197313,-0.6236395729,-0.0829149946,0.0003430457
9.4150000000,-0.9994810906,-0.6237147725,-0.0830653066,0.0003410279
9.4200000000,-0.9995174630,-0.6237743456,-0.0832131693,0.0003390212
9.4250000000,-0.9995288475,-0.6238182985,-0.0833585851,0.0003370256
9.4300000000,-0.9995152438,-0.6238466378,-0.0835015564,0.0003350410
9.4350000000,-0.9994766523,-0.6238593708,-0.0836420858,0.0003330672
9.4400000000,-0.9994130739,-0.6238565048,-0.0837801759,0.0003311044
9.4450000000,-0.9993245104,-0.6238380478,-0.0839158294,0.0003291523
9.4500000000,-0.9992109638,-0.6238040080,-0.0840490488,0.0003272110
9.4550000000,-0.9990724370,-0.6237543940,-0.0841798370,0.0003252804
9.4600000000,-0.9989089336,-0.6236892149,-0.0843081968,0.0003233604
9.4650000000,-0.9987204576,-0.6236084801,-0.0844341310,0.0003214511
9.4700000000,-0.9985070137,-0.6235121994,-0.0845576426,0.0003195522
9.4750000000,-0.9982686073,-0.6234003829,-0.0846787345,0.0003176638
9.4800000000,-0.9980052444,-0.6232730412,-0.0847974097,0.0003157859
9.4850000000,-0.9977169315,-0.6231301853,-0.0849136713,0.0003139183
9.4900000000,-0.9974036759,-0.6229718265,-0.0850275224,0.0003120610
9.4950000000,-0.9970654854,-0.6227979765,-0.0851389663,0.0003102139
9.5000000000,-0.9967023686,-0.6226086473,-0.0852480060,0.0003083771
9.5050000000,-0.9963143344,-0.6224038515,-0.0853546450,0.0003065504
9.5100000000,-0.9959013926,-0.6221836019,-0.0854588865,0.0003047339
9.5150000000,-0.9954635535,-0.6219479117,-0.0855607339,0.0003029273
9.5200000000,-0.9950008281,-0.6216967945,-0.0856601907,0.0003011308
9.5250000000,-0.9945132280,-0.6214302644,-0.0857572603,0.0002993442
9.5300000000,-0.9940007654,-0.6211483357,-0.0858519463,0.0002975675
9.5350000000,-0.9934634530,-0.6208510230,-0.0859442523,0.0002958006
9.5400000000,-0.9929013044,-0.6205383417,-0.0860341819,0.0002940435
9.5450000000,-0.9923143336,-0.6202103071,-0.0861217387,0.0002922961
9.5500000000,-0.9917025553,-0.6198669351,-0.0862069266,0.0002905584
9.5550000000,-0.9910659848,-0.6195082420,-0.0862897494,0.0002888304
9.5600000000,-0.9904046380,-0.6191342445,-0.0863702107,0.0002871119
9.5650000000,-0.9897185315,-0.6187449594,-0.0864483146,0.0002854030
9.5700000000,-0.9890076824,-0.6183404041,-0.0865240650,0.0002837035
9.5750000000,-0.9882721086,-0.6179205965,-0.0865974659,0.0002820135
9.5800000000,-0.9875118283,-0.6174855546,-0.0866685213,0.0002803328
9.5850000000,-0.9867268608,-0.6170352970,-0.0867372352,0.0002786615
9.5900000000,-0.9859172254,-0.6165698424,-0.0868036119,0.0002769995
9.5950000000,-0.9850829427,-0.6160892101,-0.0868676554,0.0002753467
9.6000000000,-0.9842240333,-0.6155934197,-0.0869293701,0.0002737031
9.6050000000,-0.9833405188,-0.6150824912,-0.0869887601,0.0002720686
9.6100000000,-0.9824324213,-0.6145564450,-0.0870458299,0.0002704432
9.6150000000,-0.9814997635,-0.6140153016,-0.0871005838,0.0002688269
9.6200000000,-0.9805425687,-0.6134590822,-0.0871530261,0.0002672196
9.6250000000,-0.9795608609,-0.6128878083,-0.0872031614,0.0002656212
9.6300000000,-0.9785546647,-0.6123015016,-0.0872509942,0.0002640317
9.6350000000,-0.9775240051,-0.6117001842,-0.0872965289,0.0002624510
9.6400000000,-0.9764689080,-0.6110838789,-0.0873397704,0.0002608792
9.6450000000,-0.9753893997,-0.6104526083,-0.0873807230,0.0002593161
9.6500000000,-0.9742855073,-0.6098063959,-0.0874193917,0.0002577618
9.6550000000,-0.9731572584,-0.6091452651,-0.0874557810,0.0002562161
9.6600000000,-0.9720046812,-0.6084692400,-0.0874898958,0.0002546790
9.6650000000,-0.9708278045,-0.6077783450,-0.0875217410,0.0002531505
9.6700000000,-0.9696266577,-0.6070726047,-0.0875513213,0.0002516306
9.6750000000,-0.9684012710,-0.6063520442,-0.0875786417,0.0002501191
9.6800000000,-0.9671516748,-0.6056166889,-0.0876037071,0.0002486161
9.6850000000,-0.9658779006,-0.6048665646,-0.0876265227,0.0002471214
9.6900000000,-0.9645799801,-0.6041016974,-0.0876470933,0.0002456352
9.6950000000,-0.9632579458,-0.6033221138,-0.0876654241,0.0002441572
9.7000000000,-0.9619118308,-0.6025278406,-0.0876815203,0.0002426875
9.7050000000,-0.9605416687,-0.6017189051,-0.0876953870,0.0002412260
9.7100000000,-0.9591474938,-0.6008953348,-0.0877070294,0.0002397727
9.7150000000,-0.9577293410,-0.6000571576,-0.0877164528,0.0002383275
9.7200000000,-0.9562872457,-0.5992044016,-0.0877236626,0.0002368905
9.7250000000,-0.9548212440,-0.5983370957,-0.0877286639,0.0002354615
9.7300000000,-0.9533313726,-0.5974552686,-0.0877314623,0.0002340404
9.7350000000,-0.9518176686,-0.5965589497,-0.0877320632,0.0002326274
9.7400000000,-0.9502801701,-0.5956481686,-0.0877304721,0.0002312223
9.7450000000,-0.9487189154,-0.5947229554,-0.0877266943,0.0002298250
9.7500000000,-0.9471339435,-0.5937833403,-0.0877207356,0.0002284356
9.7550000000,-0.9455252941,-0.5928293541,-0.0877126015,0.0002270540
9.7600000000,-0.9438930075,-0.5918610277,-0.0877022976,0.0002256802
9.7650000000,-0.9422371244,-0.5908783926,-0.0876898297,0.0002243140
9.7700000000,-0.9405576862,-0.5898814805,-0.0876752033,0.0002229556
9.7750000000,-0.9388547350,-0.5888703233,-0.0876584244,0.0002216047
9.7800000000,-0.9371283134,-0.5878449536,-0.0876394986,0.0002202615
9.7850000000,-0.9353784645,-0.5868054040,-0.0876184319,0.0002189258
9.7900000000,-0.9336052320,-0.5857517076,-0.0875952300,0.0002175976
9.7950000000,-0.9318086603,-0.5846838978,-0.0875698989,0.0002162770
9.8000000000,-0.9299887944,-0.5836020084,-0.0875424445,0.0002149637
9.8050000000,-0.9281456797,-0.5825060734,-0.0875128729,0.0002136578
9.8100000000,-0.9262793624,-0.5813961273,-0.0874811900,0.0002123593
9.8150000000,-0.9243898890,-0.5802722048,-0.0874474020,0.0002110681
9.8200000000,-0.9224773069,-0.5791343409,-0.0874115148,0.0002097842
9.8250000000,-0.9205416639,-0.5779825711,-0.0873735348,0.0002085075
9.8300000000,-0.9185830084,-0.5768169312,-0.0873334679,0.0002072380
9.8350000000,-0.9166013893,-0.5756374571,-0.0872913205,0.0002059757
9.8400000000,-0.9145968562,-0.5744441853,-0.0872470987,0.0002047205
9.8450000000,-0.9125694593,-0.5732371525,-0.0872008089,0.0002034724
9.8500000000,-0.9105192492,-0.5720163958,-0.0871524575,0.0002022313
9.8550000000,-0.9084462772,-0.5707819524,-0.0871020506,0.0002009973
9.8600000000,-0.9063505951,-0.5695338602,-0.0870495948,0.0001997702
9.8650000000,-0.9042322554,-0.5682721571,-0.0869950964,0.0001985501
9.8700000000,-0.9020913109,-0.5669968815,-0.0869385620,0.0001973368
9.8750000000,-0.8999278153,-0.5657080720,-0.0868799980,0.0001961304
9.8800000000,-0.8977418227,-0.5644057677,-0.0868194109,0.0001949309
9.8850000000,-0.8955333876,-0.5630900077,-0.0867568073,0.0001937381
9.8900000000,-0.8933025654,-0.5617608317,-0.0866921939,0.0001925521
9.8950000000,-0.8910494118,-0.5604182797,-0.0866255771,0.0001913728
9.9000000000,-0.8887739831,-0.5590623919,-0.0865569638,0.0001902002
9.9050000000,-0.8864763362,-0.5576932088,-0.0864863606,0.0001890342
9.9100000000,-0.8841565287,-0.5563107713,-0.0864137742,0.0001878749
9.9150000000,-0.8818146184,-0.5549151206,-0.0863392114,0.0001867221
9.9200000000,-0.8794506640,-0.5535062981,-0.0862626790,0.0001855758
9.9250000000,-0.8770647246,-0.5520843457,-0.0861841839,0.0001844361
9.9300000000,-0.8746568598,-0.5506493055,-0.0861037328,0.0001833028
9.9350000000,-0.8722271298,-0.5492012199,-0.0860213327,0.0001821760
9.9400000000,-0.8697755954,-0.5477401316,-0.0859369905,0.0001810555
9.9450000000,-0.8673023179,-0.5462660835,-0.0858507131,0.0001799415
9.9500000000,-0.8648073592,-0.5447791191,-0.0857625076,0.0001788337
9.9550000000,-0.8622907815,-0.5432792820,-0.0856723809,0.0001777323
9.9600000000,-0.8597526479,-0.5417666160,-0.0855803402,0.0001766371
9.9650000000,-0.8571930218,-0.5402411654,-0.0854863924,0.0001755482
9.9700000000,-0.8546119672,-0.5387029748,-0.0853905447,0.0001744654
9.9750000000,-0.8520095486,-0.5371520888,-0.0852928043,0.0001733889
9.9800000000,-0.8493858311,-0.5355885527,-0.0851931782,0.0001723184
9.9850000000,-0.8467408804,-0.5340124118,-0.0850916738,0.0001712541
9.9900000000,-0.8440747625,-0.5324237118,-0.0849882981,0.0001701958
9.9950000000,-0.8413875441,-0.5308224988,-0.0848830585,0.0001691435
10.0000000000,-0.8386792925,-0.5292088189,-0.0847759623,0.0001680973
10.0050000000,-0.8359500752,-0.5275827188,-0.0846670167,0.0001670570
10.0100000000,-0.8331999606,-0.5259442453,-0.0845562291,0.0001660227
10.0150000000,-0.8304290175,-0.5242934456,-0.0844436069,0.0001649943
10.0200000000,-0.8276373150,-0.5226303670,-0.0843291574,0.0001639717
10.0250000000,-0.8248249230,-0.5209550572,-0.0842128881,0.0001629550
10.0300000000,-0.8219919119,-0.5192675643,-0.0840948064,0.0001619441
10.0350000000,-0.8191383525,-0.5175679366,-0.0839749199,0.0001609390
