t,x,v,Ekin,Epot,Etot
19.8600000000,0.5314846092,-0.8470679489,0.3587620551,0.1412379449,0.5000000000
19.8650000000,0.5272426436,-0.8497147726,0.3610075974,0.1389924026,0.5000000000
19.8700000000,0.5229874969,-0.8523403534,0.3632420390,0.1367579610,0.5000000000
19.8750000000,0.5187192756,-0.8549446258,0.3654651566,0.1345348434,0.5000000000
19.8800000000,0.5144380863,-0.8575275246,0.3676767277,0.1323232723,0.5000000000
19.8850000000,0.5101440361,-0.8600889852,0.3698765312,0.1301234688,0.5000000000
19.8900000000,0.5058372323,-0.8626289437,0.3720643472,0.1279356528,0.5000000000
19.8950000000,0.5015177826,-0.8651473364,0.3742399569,0.1257600431,0.5000000000
19.9000000000,0.4971857950,-0.8676441006,0.3764031426,0.1235968574,0.5000000000
19.9050000000,0.4928413777,-0.8701191737,0.3785536882,0.1214463118,0.5000000000
19.9100000000,0.4884846395,-0.8725724938,0.3806913785,0.1193086215,0.5000000000
19.9150000000,0.4841156891,-0.8750039997,0.3828159998,0.1171840002,0.5000000000
19.9200000000,0.4797346359,-0.8774136306,0.3849273395,0.1150726605,0.5000000000
19.9250000000,0.4753415894,-0.8798013261,0.3870251867,0.1129748133,0.5000000000
19.9300000000,0.4709366593,-0.8821670266,0.3891093314,0.1108906686,0.5000000000
19.9350000000,0.4665199559,-0.8845106731,0.3911795654,0.1088204346,0.5000000000
19.9400000000,0.4620915895,-0.8868322068,0.3932356815,0.1067643185,0.5000000000
19.9450000000,0.4576516708,-0.8891315697,0.3952774741,0.1047225259,0.5000000000
19.9500000000,0.4532003108,-0.8914087044,0.3973047391,0.1026952609,0.5000000000
19.9550000000,0.4487376209,-0.8936635539,0.3993172738,0.1006827262,0.5000000000
19.9600000000,0.4442637125,-0.8958960619,0.4013148769,0.0986851231,0.5000000000
19.9650000000,0.4397786976,-0.8981061725,0.4032973486,0.0967026514,0.5000000000
19.9700000000,0.4352826882,-0.9002938306,0.4052644907,0.0947355093,0.5000000000
19.9750000000,0.4307757968,-0.9024589813,0.4072161065,0.0927838935,0.5000000000
19.9800000000,0.4262581360,-0.9046015706,0.4091520007,0.0908479993,0.5000000000
19.9850000000,0.4217298188,-0.9067215449,0.4110719800,0.0889280200,0.5000000000
19.9900000000,0.4171909583,-0.9088188512,0.4129758521,0.0870241479,0.5000000000
19.9950000000,0.4126416681,-0.9108934371,0.4148634269,0.0851365731,0.5000000000
20.0000000000,0.4080820619,-0.9129452507,0.4167345154,0.0832654846,0.5000000000
20.0050000000,0.4035122537,-0.9149742407,0.4185889306,0.0814110694,0.5000000000
20.0100000000,0.3989323576,-0.9169803564,0.4204264870,0.0795735130,0.5000000000
20.0150000000,0.3943424883,-0.9189635477,0.4222470010,0.0777529990,0.5000000000
20.0200000000,0.3897427604,-0.9209237649,0.4240502903,0.0759497097,0.5000000000
20.0250000000,0.3851332890,-0.9228609590,0.4258361748,0.0741638252,0.5000000000
20.0300000000,0.3805141893,-0.9247750817,0.4276044759,0.0723955241,0.5000000000
20.0350000000,0.3758855767,-0.9266660851,0.4293550166,0.0706449834,0.5000000000
20.0400000000,0.3712475671,-0.9285339218,0.4310876220,0.0689123780,0.5000000000
20.0450000000,0.3666002762,-0.9303785453,0.4328021187,0.0671978813,0.5000000000
20.0500000000,0.3619438204,-0.9321999093,0.4344983354,0.0655016646,0.5000000000
20.0550000000,0.3572783160,-0.9339979684,0.4361761025,0.0638238975,0.5000000000
20.0600000000,0.3526038796,-0.9357726776,0.4378352520,0.0621647480,0.5000000000
20.0650000000,0.3479206282,-0.9375239925,0.4394756182,0.0605243818,0.5000000000
20.0700000000,0.3432286787,-0.9392518694,0.4410970370,0.0589029630,0.5000000000
20.0750000000,0.3385281486,-0.9409562650,0.4426993463,0.0573006537,0.5000000000
20.0800000000,0.3338191553,-0.9426371367,0.4442823858,0.0557176142,0.5000000000
20.0850000000,0.3291018165,-0.9442944426,0.4458459972,0.0541540028,0.5000000000
20.0900000000,0.3243762502,-0.9459281412,0.4473900241,0.0526099759,0.5000000000
20.0950000000,0.3196425745,-0.9475381916,0.4489143123,0.0510856877,0.5000000000
20.1000000000,0.3149009078,-0.9491245536,0.4504187091,0.0495812909,0.5000000000
20.1050000000,0.3101513685,-0.9506871876,0.4519030643,0.0480969357,0.5000000000
20.1100000000,0.3053940755,-0.9522260544,0.4533672293,0.0466327707,0.5000000000
20.1150000000,0.3006291477,-0.9537411156,0.4548110578,0.0451889422,0.5000000000
20.1200000000,0.2958567041,-0.9552323333,0.4562344053,0.0437655947,0.5000000000
20.1250000000,0.2910768641,-0.9566996703,0.4576371296,0.0423628704,0.5000000000
20.1300000000,0.2862897473,-0.9581430898,0.4590190903,0.0409809097,0.5000000000
20.1350000000,0.2814954732,-0.9595625558,0.4603801493,0.0396198507,0.5000000000
20.1400000000,0.2766941617,-0.9609580328,0.4617201704,0.0382798296,0.5000000000
20.1450000000,0.2718859329,-0.9623294859,0.4630390198,0.0369609802,0.5000000000
20.1500000000,0.2670709069,-0.9636768808,0.4643365653,0.0356634347,0.5000000000
20.1550000000,0.2622492042,-0.9650001839,0.4656126774,0.0343873226,0.5000000000
20.1600000000,0.2574209453,-0.9662993620,0.4668672285,0.0331327715,0.5000000000
20.1650000000,0.2525862509,-0.9675743826,0.4681000929,0.0318999071,0.5000000000
20.1700000000,0.2477452418,-0.9688252139,0.4693111476,0.0306888524,0.5000000000
20.1750000000,0.2428980391,-0.9700518247,0.4705002713,0.0294997287,0.5000000000
20.1800000000,0.2380447640,-0.9712541842,0.4716673452,0.0283326548,0.5000000000
20.1850000000,0.2331855377,-0.9724322624,0.4728122525,0.0271877475,0.5000000000
20.1900000000,0.2283204819,-0.9735860299,0.4739348788,0.0260651212,0.5000000000
20.1950000000,0.2234497180,-0.9747154577,0.4750351118,0.0249648882,0.5000000000
20.2000000000,0.2185733679,-0.9758205177,0.4761128414,0.0238871586,0.5000000000
20.2050000000,0.2136915535,-0.9769011823,0.4771679600,0.0228320400,0.5000000000
20.2100000000,0.2088043968,-0.9779574244,0.4782003619,0.0217996381,0.5000000000
20.2150000000,0.2039120200,-0.9789892176,0.4792099441,0.0207900559,0.5000000000
20.2200000000,0.1990145454,-0.9799965361,0.4801966054,0.0198033946,0.5000000000
20.2250000000,0.1941120954,-0.9809793547,0.4811602472,0.0188397528,0.5000000000
20.2300000000,0.1892047927,-0.9819376489,0.4821007732,0.0178992268,0.5000000000
20.2350000000,0.1842927599,-0.9828713948,0.4830180893,0.0169819107,0.5000000000
20.2400000000,0.1793761197,-0.9837805689,0.4839121038,0.0160878962,0.5000000000
20.2450000000,0.1744549952,-0.9846651485,0.4847827273,0.0152172727,0.5000000000
20.2500000000,0.1695295093,-0.9855251115,0.4856298727,0.0143701273,0.5000000000
20.2550000000,0.1645997851,-0.9863604365,0.4864534554,0.0135465446,0.5000000000
20.2600000000,0.1596659460,-0.9871711025,0.4872533928,0.0127466072,0.5000000000
20.2650000000,0.1547281152,-0.9879570893,0.4880296052,0.0119703948,0.5000000000
20.2700000000,0.1497864163,-0.9887183772,0.4887820148,0.0112179852,0.5000000000
20.2750000000,0.1448409726,-0.9894549473,0.4895105463,0.0104894537,0.5000000000
20.2800000000,0.1398919080,-0.9901667809,0.4902151270,0.0097848730,0.5000000000
20.2850000000,0.1349393461,-0.9908538605,0.4908956864,0.0091043136,0.5000000000
20.2900000000,0.1299834107,-0.9915161688,0.4915521565,0.0084478435,0.5000000000
20.2950000000,0.1250242257,-0.9921536892,0.4921844715,0.0078155285,0.5000000000
20.3000000000,0.1200619151,-0.9927664058,0.4927925683,0.0072074317,0.5000000000
20.3050000000,0.1150966030,-0.9933543033,0.4933763860,0.0066236140,0.5000000000
20.3100000000,0.1101284135,-0.9939173671,0.4939358663,0.0060641337,0.5000000000
20.3150000000,0.1051574708,-0.9944555829,0.4944709532,0.0055290468,0.5000000000
20.3200000000,0.1001838991,-0.9949689374,0.4949815932,0.0050184068,0.5000000000
20.3250000000,0.0952078229,-0.9954574177,0.4954677352,0.0045322648,0.5000000000
20.3300000000,0.0902293664,-0.9959210116,0.4959293307,0.0040706693,0.5000000000
20.3350000000,0.0852486542,-0.9963597076,0.4963663335,0.0036336665,0.5000000000
20.3400000000,0.0802658108,-0.9967734946,0.4967786998,0.0032213002,0.5000000000
20.3450000000,0.0752809608,-0.9971623624,0.4971663885,0.0028336115,0.5000000000
20.3500000000,0.0702942288,-0.9975263011,0.4975293607,0.0024706393,0.5000000000
20.3550000000,0.0653057394,-0.9978653017,0.4978675802,0.0021324198,0.5000000000
20.3600000000,0.0603156173,-0.9981793558,0.4981810132,0.0018189868,0.5000000000
20.3650000000,0.0553239874,-0.9984684554,0.4984696282,0.0015303718,0.5000000000
20.3700000000,0.0503309744,-0.9987325933,0.4987333965,0.0012666035,0.5000000000
20.3750000000,0.0453367031,-0.9989717630,0.4989722917,0.0010277083,0.5000000000
20.3800000000,0.0403412984,-0.9991859585,0.4991862898,0.0008137102,0.5000000000
20.3850000000,0.0353448851,-0.9993751743,0.4993753695,0.0006246305,0.5000000000
20.3900000000,0.0303475883,-0.9995394059,0.4995395119,0.0004604881,0.5000000000
20.3950000000,0.0253495327,-0.9996786490,0.4996787006,0.0003212994,0.5000000000
20.4000000000,0.0203508434,-0.9997929001,0.4997929216,0.0002070784,0.5000000000
20.4050000000,0.0153516454,-0.9998821565,0.4998821635,0.0001178365,0.5000000000
20.4100000000,0.0103520635,-0.9999464160,0.4999464174,0.0000535826,0.5000000000
20.4150000000,0.0053522229,-0.9999856768,0.4999856769,0.0000143231,0.5000000000
20.4200000000,0.0003522484,-0.9999999380,0.4999999380,0.0000000620,0.5000000000
20.4250000000,-0.0046477348,-0.9999891992,0.4999891993,0.0000108007,0.5000000000
20.4300000000,-0.0096476019,-0.9999534608,0.4999534619,0.0000465381,0.5000000000
20.4350000000,-0.0146472278,-0.9998927236,0.4998927294,0.0001072706,0.5000000000
20.4400000000,-0.0196464875,-0.9998069891,0.4998070078,0.0001929922,0.5000000000
20.4450000000,-0.0246452560,-0.9996962595,0.4996963057,0.0003036943,0.5000000000
20.4500000000,-0.0296434084,-0.9995605376,0.4995606342,0.0004393658,0.5000000000
20.4550000000,-0.0346408197,-0.9993998267,0.4994000068,0.0005999932,0.5000000000
20.4600000000,-0.0396373650,-0.9992141309,0.4992144396,0.0007855604,0.5000000000
20.4650000000,-0.0446329194,-0.9990034547,0.4990039513,0.0009960487,0.5000000000
20.4700000000,-0.0496273580,-0.9987678035,0.4987685627,0.0012314373,0.5000000000
20.4750000000,-0.0546205558,-0.9985071832,0.4985082974,0.0014917026,0.5000000000
20.4800000000,-0.0596123882,-0.9982216002,0.4982231816,0.0017768184,0.5000000000
20.4850000000,-0.0646027302,-0.9979110618,0.4979132436,0.0020867564,0.5000000000
20.4900000000,-0.0695914572,-0.9975755756,0.4975785145,0.0024214855,0.5000000000
20.4950000000,-0.0745784444,-0.9972151501,0.4972190278,0.0027809722,0.5000000000
20.5000000000,-0.0795635672,-0.9968297943,0.4968348194,0.0031651806,0.5000000000
20.5050000000,-0.0845467008,-0.9964195178,0.4964259277,0.0035740723,0.5000000000
20.5100000000,-0.0895277208,-0.9959843308,0.4959923936,0.0040076064,0.5000000000
20.5150000000,-0.0945065026,-0.9955242443,0.4955342605,0.0044657395,0.5000000000
20.5200000000,-0.0994829218,-0.9950392697,0.4950515741,0.0049484259,0.5000000000
20.5250000000,-0.1044568539,-0.9945294192,0.4945443828,0.0054556172,0.5000000000
20.5300000000,-0.1094281745,-0.9939947055,0.4940127373,0.0059872627,0.5000000000
20.5350000000,-0.1143967595,-0.9934351420,0.4934566907,0.0065433093,0.5000000000
20.5400000000,-0.1193624846,-0.9928507427,0.4928762986,0.0071237014,0.5000000000
20.5450000000,-0.1243252256,-0.9922415222,0.4922716191,0.0077283809,0.5000000000
20.5500000000,-0.1292848585,-0.9916074956,0.4916427127,0.0083572873,0.5000000000
20.5550000000,-0.1342412592,-0.9909486790,0.4909896422,0.0090103578,0.5000000000
20.5600000000,-0.1391943040,-0.9902650886,0.4903124729,0.0096875271,0.5000000000
20.5650000000,-0.1441438688,-0.9895567417,0.4896112725,0.0103887275,0.5000000000
20.5700000000,-0.1490898301,-0.9888236559,0.4888861113,0.0111138887,0.5000000000
20.5750000000,-0.1540320642,-0.9880658496,0.4881370616,0.0118629384,0.5000000000
20.5800000000,-0.1589704475,-0.9872833417,0.4873641984,0.0126358016,0.5000000000
20.5850000000,-0.1639048565,-0.9864761518,0.4865675990,0.0134324010,0.5000000000
20.5900000000,-0.1688351679,-0.9856443000,0.4857473430,0.0142526570,0.5000000000
20.5950000000,-0.1737612584,-0.9847878071,0.4849035125,0.0150964875,0.5000000000
20.6000000000,-0.1786830049,-0.9839066946,0.4840361919,0.0159638081,0.5000000000
20.6050000000,-0.1836002844,-0.9830009845,0.4831454678,0.0168545322,0.5000000000
20.6100000000,-0.1885129738,-0.9820706994,0.4822314294,0.0177685706,0.5000000000
20.6150000000,-0.1934209504,-0.9811158626,0.4812941680,0.0187058320,0.5000000000
20.6200000000,-0.1983240916,-0.9801364980,0.4803337774,0.0196662226,0.5000000000
20.6250000000,-0.2032222746,-0.9791326300,0.4793503536,0.0206496464,0.5000000000
20.6300000000,-0.2081153771,-0.9781042837,0.4783439949,0.0216560051,0.5000000000
20.6350000000,-0.2130032767,-0.9770514849,0.4773148021,0.0226851979,0.5000000000
20.6400000000,-0.2178858512,-0.9759742598,0.4762628779,0.0237371221,0.5000000000
20.6450000000,-0.2227629786,-0.9748726355,0.4751883277,0.0248116723,0.5000000000
20.6500000000,-0.2276345369,-0.9737466393,0.4740912588,0.0259087412,0.5000000000
20.6550000000,-0.2325004044,-0.9725962996,0.4729717810,0.0270282190,0.5000000000
20.6600000000,-0.2373604594,-0.9714216450,0.4718300062,0.0281699938,0.5000000000
20.6650000000,-0.2422145804,-0.9702227049,0.4706660485,0.0293339515,0.5000000000
20.6700000000,-0.2470626460,-0.9689995093,0.4694800245,0.0305199755,0.5000000000
20.6750000000,-0.2519045351,-0.9677520887,0.4682720526,0.0317279474,0.5000000000
20.6800000000,-0.2567401266,-0.9664804744,0.4670422537,0.0329577463,0.5000000000
20.6850000000,-0.2615692996,-0.9651846981,0.4657907508,0.0342092492,0.5000000000
20.6900000000,-0.2663919334,-0.9638647923,0.4645176689,0.0354823311,0.5000000000
20.6950000000,-0.2712079073,-0.9625207899,0.4632231355,0.0367768645,0.5000000000
20.7000000000,-0.2760171011,-0.9611527245,0.4619072799,0.0380927201,0.5000000000
20.7050000000,-0.2808193945,-0.9597606304,0.4605702338,0.0394297662,0.5000000000
20.7100000000,-0.2856146675,-0.9583445423,0.4592121309,0.0407878691,0.5000000000
20.7150000000,-0.2904028000,-0.9569044956,0.4578331069,0.0421668931,0.5000000000
20.7200000000,-0.2951836725,-0.9554405264,0.4564332997,0.0435667003,0.5000000000
20.7250000000,-0.2999571655,-0.9539526712,0.4550128494,0.0449871506,0.5000000000
20.7300000000,-0.3047231595,-0.9524409672,0.4535718980,0.0464281020,0.5000000000
20.7350000000,-0.3094815355,-0.9509054523,0.4521105896,0.0478894104,0.5000000000
20.7400000000,-0.3142321744,-0.9493461648,0.4506290703,0.0493709297,0.5000000000
20.7450000000,-0.3189749576,-0.9477631436,0.4491274882,0.0508725118,0.5000000000
20.7500000000,-0.3237097664,-0.9461564285,0.4476059936,0.0523940064,0.5000000000
20.7550000000,-0.3284364824,-0.9445260595,0.4460647385,0.0539352615,0.5000000000
20.7600000000,-0.3331549876,-0.9428720773,0.4445038771,0.0554961229,0.5000000000
20.7650000000,-0.3378651639,-0.9411945235,0.4429235655,0.0570764345,0.5000000000
20.7700000000,-0.3425668936,-0.9394934398,0.4413239617,0.0586760383,0.5000000000
20.7750000000,-0.3472600592,-0.9377688688,0.4397052257,0.0602947743,0.5000000000
20.7800000000,-0.3519445432,-0.9360208537,0.4380675192,0.0619324808,0.5000000000
20.7850000000,-0.3566202287,-0.9342494380,0.4364110062,0.0635889938,0.5000000000
20.7900000000,-0.3612869987,-0.9324546662,0.4347358523,0.0652641477,0.5000000000
20.7950000000,-0.3659447365,-0.9306365831,0.4330422249,0.0669577751,0.5000000000
20.8000000000,-0.3705933257,-0.9287952341,0.4313302935,0.0686697065,0.5000000000
20.8050000000,-0.3752326502,-0.9269306653,0.4296002291,0.0703997709,0.5000000000
20.8100000000,-0.3798625938,-0.9250429233,0.4278522049,0.0721477951,0.5000000000
20.8150000000,-0.3844830408,-0.9231320552,0.4260863957,0.0739136043,0.5000000000
20.8200000000,-0.3890938759,-0.9211981089,0.4243029779,0.0756970221,0.5000000000
20.8250000000,-0.3936949835,-0.9192411326,0.4225021300,0.0774978700,0.5000000000
20.8300000000,-0.3982862489,-0.9172611754,0.4206840320,0.0793159680,0.5000000000
20.8350000000,-0.4028675571,-0.9152582867,0.4188488657,0.0811511343,0.5000000000
20.8400000000,-0.4074387936,-0.9132325166,0.4169968147,0.0830031853,0.5000000000
20.8450000000,-0.4119998442,-0.9111839158,0.4151280642,0.0848719358,0.5000000000
20.8500000000,-0.4165505948,-0.9091125354,0.4132428010,0.0867571990,0.5000000000
20.8550000000,-0.4210909317,-0.9070184272,0.4113412136,0.0886587864,0.5000000000
20.8600000000,-0.4256207413,-0.9049016436,0.4094234923,0.0905765077,0.5000000000
20.8650000000,-0.4301399104,-0.9027622375,0.4074898287,0.0925101713,0.5000000000
20.8700000000,-0.4346483260,-0.9006002624,0.4055404163,0.0944595837,0.5000000000
20.8750000000,-0.4391458755,-0.8984157724,0.4035754500,0.0964245500,0.5000000000
20.8800000000,-0.4436324463,-0.8962088220,0.4015951263,0.0984048737,0.5000000000
20.8850000000,-0.4481079264,-0.8939794664,0.3995996432,0.1004003568,0.5000000000
20.8900000000,-0.4525722037,-0.8917277614,0.3975892002,0.1024107998,0.5000000000
20.8950000000,-0.4570251668,-0.8894537632,0.3955639984,0.1044360016,0.5000000000
20.9000000000,-0.4614667043,-0.8871575287,0.3935242404,0.1064757596,0.5000000000
20.9050000000,-0.4658967052,-0.8848391154,0.3914701301,0.1085298699,0.5000000000
20.9100000000,-0.4703150586,-0.8824985811,0.3894018728,0.1105981272,0.5000000000
20.9150000000,-0.4747216542,-0.8801359844,0.3873196755,0.1126803245,0.5000000000
20.9200000000,-0.4791163818,-0.8777513843,0.3852237464,0.1147762536,0.5000000000
20.9250000000,-0.4834991315,-0.8753448405,0.3831142949,0.1168857051,0.5000000000
20.9300000000,-0.4878697937,-0.8729164132,0.3809915322,0.1190084678,0.5000000000
20.9350000000,-0.4922282592,-0.8704661629,0.3788556704,0.1211443296,0.5000000000
20.9400000000,-0.4965744191,-0.8679941511,0.3767069232,0.1232930768,0.5000000000
20.9450000000,-0.5009081646,-0.8655004394,0.3745455053,0.1254544947,0.5000000000
20.9500000000,-0.5052293874,-0.8629850903,0.3723716331,0.1276283669,0.5000000000
20.9550000000,-0.5095379795,-0.8604481666,0.3701855237,0.1298144763,0.5000000000
20.9600000000,-0.5138338332,-0.8578897318,0.3679873959,0.1320126041,0.5000000000
20.9650000000,-0.5181168411,-0.8553098497,0.3657774695,0.1342225305,0.5000000000
20.9700000000,-0.5223868961,-0.8527085849,0.3635559654,0.1364440346,0.5000000000
20.9750000000,-0.5266438914,-0.8500860025,0.3613231058,0.1386768942,0.5000000000
20.9800000000,-0.5308877207,-0.8474421680,0.3590791140,0.1409208860,0.5000000000
20.9850000000,-0.5351182778,-0.8447771474,0.3568242144,0.1431757856,0.5000000000
20.9900000000,-0.5393354570,-0.8420910075,0.3545586324,0.1454413676,0.5000000000
20.9950000000,-0.5435391528,-0.8393838153,0.3522825947,0.1477174053,0.5000000000
21.0000000000,-0.5477292601,-0.8366556386,0.3499963288,0.1500036712,0.5000000000
21.0050000000,-0.5519056743,-0.8339065455,0.3477000633,0.1522999367,0.5000000000
21.0100000000,-0.5560682908,-0.8311366048,0.3453940280,0.1546059720,0.5000000000
21.0150000000,-0.5602170057,-0.8283458858,0.3430784533,0.1569215467,0.5000000000
21.0200000000,-0.5643517152,-0.8255344581,0.3407535708,0.1592464292,0.5000000000
21.0250000000,-0.5684723159,-0.8227023922,0.3384196130,0.1615803870,0.5000000000
21.0300000000,-0.5725787048,-0.8198497587,0.3360768134,0.1639231866,0.5000000000
21.0350000000,-0.5766707793,-0.8169766290,0.3337254061,0.1662745939,0.5000000000
21.0400000000,-0.5807484371,-0.8140830749,0.3313656264,0.1686343736,0.5000000000
21.0450000000,-0.5848115762,-0.8111691688,0.3289977102,0.1710022898,0.5000000000
21.0500000000,-0.5888600950,-0.8082349835,0.3266218943,0.1733781057,0.5000000000
21.0550000000,-0.5928938923,-0.8052805924,0.3242384162,0.1757615838,0.5000000000
21.0600000000,-0.5969128673,-0.8023060693,0.3218475144,0.1781524856,0.5000000000
21.0650000000,-0.6009169196,-0.7993114886,0.3194494279,0.1805505721,0.5000000000
21.0700000000,-0.6049059489,-0.7962969251,0.3170443965,0.1829556035,0.5000000000
21.0750000000,-0.6088798556,-0.7932624543,0.3146326607,0.1853673393,0.5000000000
21.0800000000,-0.6128385404,-0.7902081519,0.3122144617,0.1877855383,0.5000000000
21.0850000000,-0.6167819042,-0.7871340944,0.3097900413,0.1902099587,0.5000000000
21.0900000000,-0.6207098486,-0.7840403586,0.3073596420,0.1926403580,0.5000000000
21.0950000000,-0.6246222752,-0.7809270218,0.3049235067,0.1950764933,0.5000000000
21.1000000000,-0.6285190862,-0.7777941619,0.3024818791,0.1975181209,0.5000000000
21.1050000000,-0.6324001844,-0.7746418571,0.3000350034,0.1999649966,0.5000000000
21.1100000000,-0.6362654725,-0.7714701864,0.2975831242,0.2024168758,0.5000000000
21.1150000000,-0.6401148541,-0.7682792289,0.2951264868,0.2048735132,0.5000000000
21.1200000000,-0.6439482328,-0.7650690645,0.2926653367,0.2073346633,0.5000000000
21.1250000000,-0.6477655129,-0.7618397734,0.2901999202,0.2098000798,0.5000000000
21.1300000000,-0.6515665988,-0.7585914364,0.2877304837,0.2122695163,0.5000000000
21.1350000000,-0.6553513956,-0.7553241346,0.2852572741,0.2147427259,0.5000000000
21.1400000000,-0.6591198087,-0.7520379497,0.2827805389,0.2172194611,0.5000000000
21.1450000000,-0.6628717438,-0.7487329640,0.2803005257,0.2196994743,0.5000000000
21.1500000000,-0.6666071071,-0.7454092599,0.2778174824,0.2221825176,0.5000000000
21.1550000000,-0.6703258053,-0.7420669207,0.2753316574,0.2246683426,0.5000000000
21.1600000000,-0.6740277454,-0.7387060298,0.2728432992,0.2271567008,0.5000000000
21.1650000000,-0.6777128348,-0.7353266713,0.2703526568,0.2296473432,0.5000000000
21.1700000000,-0.6813809815,-0.7319289297,0.2678599790,0.2321400210,0.5000000000
21.1750000000,-0.6850320936,-0.7285128899,0.2653655153,0.2346344847,0.5000000000
21.1800000000,-0.6886660800,-0.7250786373,0.2628695151,0.2371304849,0.5000000000
21.1850000000,-0.6922828498,-0.7216262578,0.2603722279,0.2396277721,0.5000000000
21.1900000000,-0.6958823125,-0.7181558376,0.2578739036,0.2421260964,0.5000000000
21.1950000000,-0.6994643782,-0.7146674636,0.2553747918,0.2446252082,0.5000000000
21.2000000000,-0.7030289574,-0.7111612230,0.2528751425,0.2471248575,0.5000000000
21.2050000000,-0.7065759608,-0.7076372033,0.2503752058,0.2496247942,0.5000000000
21.2100000000,-0.7101052999,-0.7040954928,0.2478752315,0.2521247685,0.5000000000
21.2150000000,-0.7136168864,-0.7005361799,0.2453754697,0.2546245303,0.5000000000
21.2200000000,-0.7171106325,-0.6969593537,0.2428761703,0.2571238297,0.5000000000
21.2250000000,-0.7205864509,-0.6933651035,0.2403775834,0.2596224166,0.5000000000
21.2300000000,-0.7240442547,-0.6897535192,0.2378799586,0.2621200414,0.5000000000
21.2350000000,-0.7274839574,-0.6861246911,0.2353835459,0.2646164541,0.5000000000
21.2400000000,-0.7309054730,-0.6824787099,0.2328885948,0.2671114052,0.5000000000
21.2450000000,-0.7343087160,-0.6788156668,0.2303953548,0.2696046452,0.5000000000
21.2500000000,-0.7376936014,-0.6751356534,0.2279040752,0.2720959248,0.5000000000
21.2550000000,-0.7410600444,-0.6714387616,0.2254150053,0.2745849947,0.5000000000
21.2600000000,-0.7444079610,-0.6677250838,0.2229283938,0.2770716062,0.5000000000
21.2650000000,-0.7477372675,-0.6639947130,0.2204444894,0.2795555106,0.5000000000
21.2700000000,-0.7510478805,-0.6602477423,0.2179635406,0.2820364594,0.5000000000
21.2750000000,-0.7543397174,-0.6564842655,0.2154857954,0.2845142046,0.5000000000
21.2800000000,-0.7576126958,-0.6527043765,0.2130115016,0.2869884984,0.5000000000
21.2850000000,-0.7608667339,-0.6489081701,0.2105409066,0.2894590934,0.5000000000
21.2900000000,-0.7641017505,-0.6450957409,0.2080742575,0.2919257425,0.5000000000
21.2950000000,-0.7673176645,-0.6412671844,0.2056118009,0.2943881991,0.5000000000
21.3000000000,-0.7705143956,-0.6374225962,0.2031537831,0.2968462169,0.5000000000
21.3050000000,-0.7736918639,-0.6335620725,0.2007004499,0.2992995501,0.5000000000
21.3100000000,-0.7768499899,-0.6296857098,0.1982520466,0.3017479534,0.5000000000
21.3150000000,-0.7799886947,-0.6257936050,0.1958088180,0.3041911820,0.5000000000
21.3200000000,-0.7831078999,-0.6218858554,0.1933710086,0.3066289914,0.5000000000
21.3250000000,-0.7862075274,-0.6179625586,0.1909388619,0.3090611381,0.5000000000
21.3300000000,-0.7892874997,-0.6140238129,0.1885126214,0.3114873786,0.5000000000
21.3350000000,-0.7923477399,-0.6100697165,0.1860925295,0.3139074705,0.5000000000
21.3400000000,-0.7953881715,-0.6061003685,0.1836788283,0.3163211717,0.5000000000
21.3450000000,-0.7984087184,-0.6021158680,0.1812717592,0.3187282408,0.5000000000
21.3500000000,-0.8014093051,-0.5981163146,0.1788715629,0.3211284371,0.5000000000
21.3550000000,-0.8043898566,-0.5941018083,0.1764784793,0.3235215207,0.5000000000
21.3600000000,-0.8073502984,-0.5900724495,0.1740927478,0.3259072522,0.5000000000
21.3650000000,-0.8102905565,-0.5860283390,0.1717146070,0.3282853930,0.5000000000
21.3700000000,-0.8132105574,-0.5819695777,0.1693442947,0.3306557053,0.5000000000
21.3750000000,-0.8161102280,-0.5778962673,0.1669820479,0.3330179521,0.5000000000
21.3800000000,-0.8189894960,-0.5738085094,0.1646281028,0.3353718972,0.5000000000
21.3850000000,-0.8218482892,-0.5697064064,0.1622826948,0.3377173052,0.5000000000
21.3900000000,-0.8246865363,-0.5655900608,0.1599460584,0.3400539416,0.5000000000
21.3950000000,-0.8275041662,-0.5614595754,0.1576184274,0.3423815726,0.5000000000
21.4000000000,-0.8303011086,-0.5573150536,0.1553000345,0.3446999655,0.5000000000
21.4050000000,-0.8330772936,-0.5531565989,0.1529911115,0.3470088885,0.5000000000
21.4100000000,-0.8358326516,-0.5489843154,0.1506918893,0.3493081107,0.5000000000
21.4150000000,-0.8385671138,-0.5447983073,0.1484025978,0.3515974022,0.5000000000
21.4200000000,-0.8412806120,-0.5405986792,0.1461234660,0.3538765340,0.5000000000
21.4250000000,-0.8439730781,-0.5363855362,0.1438547217,0.3561452783,0.5000000000
21.4300000000,-0.8466444450,-0.5321589836,0.1415965919,0.3584034081,0.5000000000
21.4350000000,-0.8492946458,-0.5279191270,0.1393493023,0.3606506977,0.5000000000
21.4400000000,-0.8519236142,-0.5236660725,0.1371130777,0.3628869223,0.5000000000
21.4450000000,-0.8545312847,-0.5193999264,0.1348881418,0.3651118582,0.5000000000
21.4500000000,-0.8571175919,-0.5151207953,0.1326747169,0.3673252831,0.5000000000
21.4550000000,-0.8596824712,-0.5108287862,0.1304730244,0.3695269756,0.5000000000
