t,x,v,Ekin,Epot,Etot
3.2600000000,-0.9929980367,0.1181308559,0.0069774496,0.4930225504,0.5000000000
3.2650000000,-0.9923949724,0.1230943487,0.0075761093,0.4924238907,0.5000000000
3.2700000000,-0.9917670983,0.1280547642,0.0081990113,0.4918009887,0.5000000000
3.2750000000,-0.9911144301,0.1330119784,0.0088460932,0.4911539068,0.5000000000
3.2800000000,-0.9904369841,0.1379658673,0.0095172903,0.4904827097,0.5000000000
3.2850000000,-0.9897347772,0.1429163070,0.0102125354,0.4897874646,0.5000000000
3.2900000000,-0.9890078270,0.1478631738,0.0109317591,0.4890682409,0.5000000000
3.2950000000,-0.9882561516,0.1528063440,0.0116748894,0.4883251106,0.5000000000
3.3000000000,-0.9874797699,0.1577456941,0.0124418520,0.4875581480,0.5000000000
3.3050000000,-0.9866787013,0.1626811006,0.0132325702,0.4867674298,0.5000000000
3.3100000000,-0.9858529657,0.1676124400,0.0140469650,0.4859530350,0.5000000000
3.3150000000,-0.9850025838,0.1725395892,0.0148849549,0.4851150451,0.5000000000
3.3200000000,-0.9841275770,0.1774624248,0.0157464561,0.4842535439,0.5000000000
3.3250000000,-0.9832279670,0.1823808239,0.0166313825,0.4833686175,0.5000000000
3.3300000000,-0.9823037763,0.1872946635,0.0175396455,0.4824603545,0.5000000000
3.3350000000,-0.9813550282,0.1922038208,0.0184711544,0.4815288456,0.5000000000
3.3400000000,-0.9803817461,0.1971081729,0.0194258159,0.4805741841,0.5000000000
3.3450000000,-0.9793839546,0.2020075974,0.0204035347,0.4795964653,0.5000000000
3.3500000000,-0.9783616786,0.2069019717,0.0214042129,0.4785957871,0.5000000000
3.3550000000,-0.9773149435,0.2117911734,0.0224277506,0.4775722494,0.5000000000
3.3600000000,-0.9762437757,0.2166750804,0.0234740452,0.4765259548,0.5000000000
3.3650000000,-0.9751482018,0.2215535705,0.0245429923,0.4754570077,0.5000000000
3.3700000000,-0.9740282492,0.2264265218,0.0256344849,0.4743655151,0.5000000000
3.3750000000,-0.9728839460,0.2312938124,0.0267484138,0.4732515862,0.5000000000
3.3800000000,-0.9717153207,0.2361553207,0.0278846677,0.4721153323,0.5000000000
3.3850000000,-0.9705224026,0.2410109251,0.0290431330,0.4709568670,0.5000000000
3.3900000000,-0.9693052215,0.2458605043,0.0302236938,0.4697763062,0.5000000000
3.3950000000,-0.9680638078,0.2507039369,0.0314262320,0.4685737680,0.5000000000
3.4000000000,-0.9667981926,0.2555411020,0.0326506274,0.4673493726,0.5000000000
3.4050000000,-0.9655084074,0.2603718786,0.0338967576,0.4661032424,0.5000000000
3.4100000000,-0.9641944846,0.2651961459,0.0351644979,0.4648355021,0.5000000000
3.4150000000,-0.9628564570,0.2700137832,0.0364537216,0.4635462784,0.5000000000
3.4200000000,-0.9614943581,0.2748246703,0.0377642997,0.4622357003,0.5000000000
3.4250000000,-0.9601082218,0.2796286868,0.0390961012,0.4609038988,0.5000000000
3.4300000000,-0.9586980828,0.2844257125,0.0404489930,0.4595510070,0.5000000000
3.4350000000,-0.9572639765,0.2892156276,0.0418228396,0.4581771604,0.5000000000
3.4400000000,-0.9558059386,0.2939983124,0.0432175038,0.4567824962,0.5000000000
3.4450000000,-0.9543240056,0.2987736472,0.0446328461,0.4553671539,0.5000000000
3.4500000000,-0.9528182146,0.3035415127,0.0460687250,0.4539312750,0.5000000000
3.4550000000,-0.9512886032,0.3083017897,0.0475249968,0.4524750032,0.5000000000
3.4600000000,-0.9497352095,0.3130543591,0.0490015159,0.4509984841,0.5000000000
3.4650000000,-0.9481580726,0.3177991022,0.0504981347,0.4495018653,0.5000000000
3.4700000000,-0.9465572318,0.3225359003,0.0520147035,0.4479852965,0.5000000000
3.4750000000,-0.9449327270,0.3272646351,0.0535510707,0.4464489293,0.5000000000
3.4800000000,-0.9432845991,0.3319851882,0.0551070826,0.4448929174,0.5000000000
3.4850000000,-0.9416128890,0.3366974417,0.0566825836,0.4433174164,0.5000000000
3.4900000000,-0.9399176387,0.3414012779,0.0582774163,0.4417225837,0.5000000000
3.4950000000,-0.9381988904,0.3460965790,0.0598914210,0.4401085790,0.5000000000
3.5000000000,-0.9364566873,0.3507832277,0.0615244364,0.4384755636,0.5000000000
3.5050000000,-0.9346910728,0.3554611068,0.0631762992,0.4368237008,0.5000000000
3.5100000000,-0.9329020910,0.3601300995,0.0648468443,0.4351531557,0.5000000000
3.5150000000,-0.9310897868,0.3647900889,0.0665359045,0.4334640955,0.5000000000
3.5200000000,-0.9292542054,0.3694409585,0.0682433109,0.4317566891,0.5000000000
3.5250000000,-0.9273953926,0.3740825922,0.0699688929,0.4300311071,0.5000000000
3.5300000000,-0.9255133950,0.3787148738,0.0717124778,0.4282875222,0.5000000000
3.5350000000,-0.9236082596,0.3833376876,0.0734738914,0.4265261086,0.5000000000
3.5400000000,-0.9216800341,0.3879509179,0.0752529574,0.4247470426,0.5000000000
3.5450000000,-0.9197287666,0.3925544495,0.0770494979,0.4229505021,0.5000000000
3.5500000000,-0.9177545060,0.3971481673,0.0788633334,0.4211366666,0.5000000000
3.5550000000,-0.9157573015,0.4017319563,0.0806942824,0.4193057176,0.5000000000
3.5600000000,-0.9137372031,0.4063057021,0.0825421618,0.4174578382,0.5000000000
3.5650000000,-0.9116942614,0.4108692903,0.0844067869,0.4155932131,0.5000000000
3.5700000000,-0.9096285274,0.4154226068,0.0862879711,0.4137120289,0.5000000000
3.5750000000,-0.9075400527,0.4199655377,0.0881855264,0.4118144736,0.5000000000
3.5800000000,-0.9054288895,0.4244979695,0.0900992630,0.4099007370,0.5000000000
3.5850000000,-0.9032950906,0.4290197888,0.0920289896,0.4079710104,0.5000000000
3.5900000000,-0.9011387095,0.4335308827,0.0939745131,0.4060254869,0.5000000000
3.5950000000,-0.8989597999,0.4380311384,0.0959356391,0.4040643609,0.5000000000
3.6000000000,-0.8967584163,0.4425204433,0.0979121714,0.4020878286,0.5000000000
3.6050000000,-0.8945346139,0.4469986852,0.0999039123,0.4000960877,0.5000000000
3.6100000000,-0.8922884481,0.4514657521,0.1019106627,0.3980893373,0.5000000000
3.6150000000,-0.8900199752,0.4559215325,0.1039322219,0.3960677781,0.5000000000
3.6200000000,-0.8877292518,0.4603659148,0.1059683878,0.3940316122,0.5000000000
3.6250000000,-0.8854163352,0.4647987880,0.1080189567,0.3919810433,0.5000000000
3.6300000000,-0.8830812833,0.4692200413,0.1100837236,0.3899162764,0.5000000000
3.6350000000,-0.8807241543,0.4736295641,0.1121624820,0.3878375180,0.5000000000
3.6400000000,-0.8783450074,0.4780272461,0.1142550240,0.3857449760,0.5000000000
3.6450000000,-0.8759439018,0.4824129775,0.1163611404,0.3836388596,0.5000000000
3.6500000000,-0.8735208977,0.4867866486,0.1184806206,0.3815193794,0.5000000000
3.6550000000,-0.8710760556,0.4911481501,0.1206132527,0.3793867473,0.5000000000
3.6600000000,-0.8686094367,0.4954973729,0.1227588233,0.3772411767,0.5000000000
3.6650000000,-0.8661211025,0.4998342083,0.1249171179,0.3750828821,0.5000000000
3.6700000000,-0.8636111154,0.5041585478,0.1270879207,0.3729120793,0.5000000000
3.6750000000,-0.8610795380,0.5084702835,0.1292710146,0.3707289854,0.5000000000
3.6800000000,-0.8585264338,0.5127693073,0.1314661813,0.3685338187,0.5000000000
3.6850000000,-0.8559518663,0.5170555120,0.1336732013,0.3663267987,0.5000000000
3.6900000000,-0.8533559002,0.5213287903,0.1358918538,0.3641081462,0.5000000000
3.6950000000,-0.8507386002,0.5255890355,0.1381219171,0.3618780829,0.5000000000
3.7000000000,-0.8481000317,0.5298361409,0.1403631681,0.3596368319,0.5000000000
3.7050000000,-0.8454402608,0.5340700004,0.1426153827,0.3573846173,0.5000000000
3.7100000000,-0.8427593540,0.5382905083,0.1448783356,0.3551216644,0.5000000000
3.7150000000,-0.8400573782,0.5424975589,0.1471518007,0.3528481993,0.5000000000
3.7200000000,-0.8373344010,0.5466910471,0.1494355505,0.3505644495,0.5000000000
3.7250000000,-0.8345904905,0.5508708680,0.1517293566,0.3482706434,0.5000000000
3.7300000000,-0.8318257153,0.5550369172,0.1540329897,0.3459670103,0.5000000000
3.7350000000,-0.8290401444,0.5591890905,0.1563462195,0.3436537805,0.5000000000
3.7400000000,-0.8262338477,0.5633272841,0.1586688145,0.3413311855,0.5000000000
3.7450000000,-0.8234068951,0.5674513945,0.1610005426,0.3389994574,0.5000000000
3.7500000000,-0.8205593574,0.5715613187,0.1633411705,0.3366588295,0.5000000000
3.7550000000,-0.8176913057,0.5756569539,0.1656904643,0.3343095357,0.5000000000
3.7600000000,-0.8148028118,0.5797381977,0.1680481889,0.3319518111,0.5000000000
3.7650000000,-0.8118939479,0.5838049481,0.1704141087,0.3295858913,0.5000000000
3.7700000000,-0.8089647866,0.5878571034,0.1727879870,0.3272120130,0.5000000000
3.7750000000,-0.8060154013,0.5918945622,0.1751695864,0.3248304136,0.5000000000
3.7800000000,-0.8030458657,0.5959172238,0.1775586688,0.3224413312,0.5000000000
3.7850000000,-0.8000562539,0.5999249874,0.1799549953,0.3200450047,0.5000000000
3.7900000000,-0.7970466408,0.6039177530,0.1823583262,0.3176416738,0.5000000000
3.7950000000,-0.7940171016,0.6078954206,0.1847684212,0.3152315788,0.5000000000
3.8000000000,-0.7909677119,0.6118578909,0.1871850393,0.3128149607,0.5000000000
3.8050000000,-0.7878985481,0.6158050648,0.1896079389,0.3103920611,0.5000000000
3.8100000000,-0.7848096869,0.6197368436,0.1920368776,0.3079631224,0.5000000000
3.8150000000,-0.7817012055,0.6236531290,0.1944716126,0.3055283874,0.5000000000
3.8200000000,-0.7785731816,0.6275538231,0.1969119004,0.3030880996,0.5000000000
3.8250000000,-0.7754256934,0.6314388283,0.1993574970,0.3006425030,0.5000000000
3.8300000000,-0.7722588197,0.6353080477,0.2018081577,0.2981918423,0.5000000000
3.8350000000,-0.7690726394,0.6391613844,0.2042636376,0.2957363624,0.5000000000
3.8400000000,-0.7658672324,0.6429987420,0.2067236911,0.2932763089,0.5000000000
3.8450000000,-0.7626426788,0.6468200248,0.2091880722,0.2908119278,0.5000000000
3.8500000000,-0.7593990592,0.6506251370,0.2116565345,0.2883434655,0.5000000000
3.8550000000,-0.7561364546,0.6544139837,0.2141288310,0.2858711690,0.5000000000
3.8600000000,-0.7528549466,0.6581864701,0.2166047147,0.2833952853,0.5000000000
3.8650000000,-0.7495546173,0.6619425018,0.2190839379,0.2809160621,0.5000000000
3.8700000000,-0.7462355491,0.6656819850,0.2215662526,0.2784337474,0.5000000000
3.8750000000,-0.7428978252,0.6694048262,0.2240514107,0.2759485893,0.5000000000
3.8800000000,-0.7395415288,0.6731109323,0.2265391636,0.2734608364,0.5000000000
3.8850000000,-0.7361667439,0.6768002107,0.2290292626,0.2709707374,0.5000000000
3.8900000000,-0.7327735549,0.6804725691,0.2315214586,0.2684785414,0.5000000000
3.8950000000,-0.7293620465,0.6841279157,0.2340155025,0.2659844975,0.5000000000
3.9000000000,-0.7259323042,0.6877661592,0.2365111448,0.2634888552,0.5000000000
3.9050000000,-0.7224844136,0.6913872085,0.2390081360,0.2609918640,0.5000000000
3.9100000000,-0.7190184609,0.6949909732,0.2415062264,0.2584937736,0.5000000000
3.9150000000,-0.7155345328,0.6985773632,0.2440051662,0.2559948338,0.5000000000
3.9200000000,-0.7120327164,0.7021462887,0.2465047054,0.2534952946,0.5000000000
3.9250000000,-0.7085130992,0.7056976607,0.2490045941,0.2509954059,0.5000000000
3.9300000000,-0.7049757692,0.7092313902,0.2515045824,0.2484954176,0.5000000000
3.9350000000,-0.7014208149,0.7127473890,0.2540044202,0.2459955798,0.5000000000
3.9400000000,-0.6978483250,0.7162455691,0.2565038576,0.2434961424,0.5000000000
3.9450000000,-0.6942583890,0.7197258431,0.2590026446,0.2409973554,0.5000000000
3.9500000000,-0.6906510966,0.7231881241,0.2615005314,0.2384994686,0.5000000000
3.9550000000,-0.6870265379,0.7266323253,0.2639972681,0.2360027319,0.5000000000
3.9600000000,-0.6833848036,0.7300583608,0.2664926051,0.2335073949,0.5000000000
3.9650000000,-0.6797259847,0.7334661449,0.2689862929,0.2310137071,0.5000000000
3.9700000000,-0.6760501727,0.7368555924,0.2714780820,0.2285219180,0.5000000000
3.9750000000,-0.6723574595,0.7402266185,0.2739677233,0.2260322767,0.5000000000
3.9800000000,-0.6686479374,0.7435791389,0.2764549679,0.2235450321,0.5000000000
3.9850000000,-0.6649216991,0.7469130700,0.2789395670,0.2210604330,0.5000000000
3.9900000000,-0.6611788378,0.7502283282,0.2814212722,0.2185787278,0.5000000000
3.9950000000,-0.6574194471,0.7535248308,0.2838998353,0.2161001647,0.5000000000
4.0000000000,-0.6536436209,0.7568024953,0.2863750084,0.2136249916,0.5000000000
4.0050000000,-0.6498514536,0.7600612398,0.2888465441,0.2111534559,0.5000000000
4.0100000000,-0.6460430402,0.7633009828,0.2913141951,0.2086858049,0.5000000000
4.0150000000,-0.6422184756,0.7665216433,0.2937777148,0.2062222852,0.5000000000
4.0200000000,-0.6383778557,0.7697231408,0.2962368567,0.2037631433,0.5000000000
4.0250000000,-0.6345212763,0.7729053952,0.2986913750,0.2013086250,0.5000000000
4.0300000000,-0.6306488339,0.7760683271,0.3011410241,0.1988589759,0.5000000000
4.0350000000,-0.6267606253,0.7792118573,0.3035855593,0.1964144407,0.5000000000
4.0400000000,-0.6228567478,0.7823359072,0.3060247359,0.1939752641,0.5000000000
4.0450000000,-0.6189372989,0.7854403988,0.3084583100,0.1915416900,0.5000000000
4.0500000000,-0.6150023765,0.7885252544,0.3108860384,0.1891139616,0.5000000000
4.0550000000,-0.6110520792,0.7915903969,0.3133076783,0.1866923217,0.5000000000
4.0600000000,-0.6070865056,0.7946357497,0.3157229874,0.1842770126,0.5000000000
4.0650000000,-0.6031057548,0.7976612367,0.3181317243,0.1818682757,0.5000000000
4.0700000000,-0.5991099264,0.8006667822,0.3205336480,0.1794663520,0.5000000000
4.0750000000,-0.5950991203,0.8036523110,0.3229285185,0.1770714815,0.5000000000
4.0800000000,-0.5910734368,0.8066177486,0.3253160962,0.1746839038,0.5000000000
4.0850000000,-0.5870329765,0.8095630207,0.3276961423,0.1723038577,0.5000000000
4.0900000000,-0.5829778403,0.8124880539,0.3300684188,0.1699315812,0.5000000000
4.0950000000,-0.5789081298,0.8153927749,0.3324326886,0.1675673114,0.5000000000
4.1000000000,-0.5748239466,0.8182771111,0.3347887152,0.1652112848,0.5000000000
4.1050000000,-0.5707253928,0.8211409904,0.3371362630,0.1628637370,0.5000000000
4.1100000000,-0.5666125709,0.8239843412,0.3394750973,0.1605249027,0.5000000000
4.1150000000,-0.5624855837,0.8268070925,0.3418049841,0.1581950159,0.5000000000
4.1200000000,-0.5583445344,0.8296091736,0.3441256905,0.1558743095,0.5000000000
4.1250000000,-0.5541895265,0.8323905145,0.3464369844,0.1535630156,0.5000000000
4.1300000000,-0.5500206639,0.8351510458,0.3487386346,0.1512613654,0.5000000000
4.1350000000,-0.5458380509,0.8378906983,0.3510304111,0.1489695889,0.5000000000
4.1400000000,-0.5416417919,0.8406094035,0.3533120847,0.1466879153,0.5000000000
4.1450000000,-0.5374319918,0.8433070936,0.3555834271,0.1444165729,0.5000000000
4.1500000000,-0.5332087561,0.8459837011,0.3578442112,0.1421557888,0.5000000000
4.1550000000,-0.5289721901,0.8486391590,0.3600942111,0.1399057889,0.5000000000
4.1600000000,-0.5247223998,0.8512734009,0.3623332016,0.1376667984,0.5000000000
4.1650000000,-0.5204594915,0.8538863611,0.3645609588,0.1354390412,0.5000000000
4.1700000000,-0.5161835718,0.8564779742,0.3667772601,0.1332227399,0.5000000000
4.1750000000,-0.5118947475,0.8590481753,0.3689818837,0.1310181163,0.5000000000
4.1800000000,-0.5075931258,0.8615969003,0.3711746093,0.1288253907,0.5000000000
4.1850000000,-0.5032788144,0.8641240854,0.3733552175,0.1266447825,0.5000000000
4.1900000000,-0.4989519210,0.8666296675,0.3755234903,0.1244765097,0.5000000000
4.1950000000,-0.4946125538,0.8691135838,0.3776792108,0.1223207892,0.5000000000
4.2000000000,-0.4902608214,0.8715757724,0.3798221635,0.1201778365,0.5000000000
4.2050000000,-0.4858968324,0.8740161716,0.3819521341,0.1180478659,0.5000000000
4.2100000000,-0.4815206961,0.8764347205,0.3840689096,0.1159310904,0.5000000000
4.2150000000,-0.4771325217,0.8788313585,0.3861722784,0.1138277216,0.5000000000
4.2200000000,-0.4727324191,0.8812060258,0.3882620300,0.1117379700,0.5000000000
4.2250000000,-0.4683204982,0.8835586630,0.3903379555,0.1096620445,0.5000000000
4.2300000000,-0.4638968693,0.8858892113,0.3923998473,0.1076001527,0.5000000000
4.2350000000,-0.4594616430,0.8881976124,0.3944474993,0.1055525007,0.5000000000
4.2400000000,-0.4550149302,0.8904838086,0.3964807067,0.1035192933,0.5000000000
4.2450000000,-0.4505568420,0.8927477427,0.3984992661,0.1015007339,0.5000000000
4.2500000000,-0.4460874899,0.8949893582,0.4005029757,0.0994970243,0.5000000000
4.2550000000,-0.4416069857,0.8972085990,0.4024916351,0.0975083649,0.5000000000
4.2600000000,-0.4371154413,0.8994054097,0.4044650455,0.0955349545,0.5000000000
4.2650000000,-0.4326129691,0.9015797352,0.4064230095,0.0935769905,0.5000000000
4.2700000000,-0.4280996815,0.9037315213,0.4083653313,0.0916346687,0.5000000000
4.2750000000,-0.4235756915,0.9058607142,0.4102918168,0.0897081832,0.5000000000
4.2800000000,-0.4190411121,0.9079672606,0.4122022732,0.0877977268,0.5000000000
4.2850000000,-0.4144960568,0.9100511079,0.4140965095,0.0859034905,0.5000000000
4.2900000000,-0.4099406390,0.9121122039,0.4159743363,0.0840256637,0.5000000000
4.2950000000,-0.4053749727,0.9141504972,0.4178355657,0.0821644343,0.5000000000
4.3000000000,-0.4007991721,0.9161659367,0.4196800118,0.0803199882,0.5000000000
4.3050000000,-0.3962133515,0.9181584722,0.4215074900,0.0784925100,0.5000000000
4.3100000000,-0.3916176256,0.9201280537,0.4233178176,0.0766821824,0.5000000000
4.3150000000,-0.3870121093,0.9220746321,0.4251108136,0.0748891864,0.5000000000
4.3200000000,-0.3823969177,0.9239981587,0.4268862987,0.0731137013,0.5000000000
4.3250000000,-0.3777721662,0.9258985854,0.4286440952,0.0713559048,0.5000000000
4.3300000000,-0.3731379705,0.9277758646,0.4303840275,0.0696159725,0.5000000000
4.3350000000,-0.3684944462,0.9296299495,0.4321059215,0.0678940785,0.5000000000
4.3400000000,-0.3638417097,0.9314607937,0.4338096051,0.0661903949,0.5000000000
4.3450000000,-0.3591798771,0.9332683515,0.4354949079,0.0645050921,0.5000000000
4.3500000000,-0.3545090651,0.9350525776,0.4371616614,0.0628383386,0.5000000000
4.3550000000,-0.3498293903,0.9368134274,0.4388096988,0.0611903012,0.5000000000
4.3600000000,-0.3451409698,0.9385508569,0.4404388555,0.0595611445,0.5000000000
4.3650000000,-0.3404439208,0.9402648227,0.4420489684,0.0579510316,0.5000000000
4.3700000000,-0.3357383608,0.9419552819,0.4436398766,0.0563601234,0.5000000000
4.3750000000,-0.3310244073,0.9436221923,0.4452114209,0.0547885791,0.5000000000
4.3800000000,-0.3263021782,0.9452655122,0.4467634443,0.0532365557,0.5000000000
4.3850000000,-0.3215717915,0.9468852005,0.4482957914,0.0517042086,0.5000000000
4.3900000000,-0.3168333656,0.9484812167,0.4498083092,0.0501916908,0.5000000000
4.3950000000,-0.3120870189,0.9500535209,0.4513008463,0.0486991537,0.5000000000
4.4000000000,-0.3073328700,0.9516020739,0.4527732535,0.0472267465,0.5000000000
4.4050000000,-0.3025710378,0.9531268368,0.4542253835,0.0457746165,0.5000000000
4.4100000000,-0.2978016413,0.9546277717,0.4556570912,0.0443429088,0.5000000000
4.4150000000,-0.2930247999,0.9561048408,0.4570682333,0.0429317667,0.5000000000
4.4200000000,-0.2882406328,0.9575580074,0.4584586688,0.0415413312,0.5000000000
4.4250000000,-0.2834492597,0.9589872352,0.4598282586,0.0401717414,0.5000000000
4.4300000000,-0.2786508004,0.9603924882,0.4611768657,0.0388231343,0.5000000000
4.4350000000,-0.2738453748,0.9617737315,0.4625043553,0.0374956447,0.5000000000
4.4400000000,-0.2690331031,0.9631309306,0.4638105947,0.0361894053,0.5000000000
4.4450000000,-0.2642141056,0.9644640514,0.4650954532,0.0349045468,0.5000000000
4.4500000000,-0.2593885028,0.9657730606,0.4663588023,0.0336411977,0.5000000000
4.4550000000,-0.2545564153,0.9670579256,0.4676005157,0.0323994843,0.5000000000
4.4600000000,-0.2497179639,0.9683186142,0.4688204693,0.0311795307,0.5000000000
4.4650000000,-0.2448732695,0.9695550948,0.4700185409,0.0299814591,0.5000000000
4.4700000000,-0.2400224533,0.9707673367,0.4711946110,0.0288053890,0.5000000000
4.4750000000,-0.2351656366,0.9719553094,0.4723485617,0.0276514383,0.5000000000
4.4800000000,-0.2303029407,0.9731189832,0.4734802778,0.0265197222,0.5000000000
4.4850000000,-0.2254344873,0.9742583292,0.4745896460,0.0254103540,0.5000000000
4.4900000000,-0.2205603980,0.9753733187,0.4756765554,0.0243234446,0.5000000000
4.4950000000,-0.2156807947,0.9764639240,0.4767408974,0.0232591026,0.5000000000
4.5000000000,-0.2107957995,0.9775301177,0.4777825655,0.0222174345,0.5000000000
4.5050000000,-0.2059055343,0.9785718732,0.4788014555,0.0211985445,0.5000000000
4.5100000000,-0.2010101215,0.9795891644,0.4797974655,0.0202025345,0.5000000000
4.5150000000,-0.1961096835,0.9805819660,0.4807704960,0.0192295040,0.5000000000
4.5200000000,-0.1912043427,0.9815502531,0.4817204497,0.0182795503,0.5000000000
4.5250000000,-0.1862942218,0.9824940015,0.4826472315,0.0173527685,0.5000000000
4.5300000000,-0.1813794436,0.9834131875,0.4835507487,0.0164492513,0.5000000000
4.5350000000,-0.1764601309,0.9843077883,0.4844309111,0.0155690889,0.5000000000
4.5400000000,-0.1715364067,0.9851777815,0.4852876306,0.0147123694,0.5000000000
4.5450000000,-0.1666083942,0.9860231453,0.4861208215,0.0138791785,0.5000000000
4.5500000000,-0.1616762164,0.9868438585,0.4869304005,0.0130695995,0.5000000000
4.5550000000,-0.1567399967,0.9876399007,0.4877162867,0.0122837133,0.5000000000
4.5600000000,-0.1517998585,0.9884112519,0.4884784015,0.0115215985,0.5000000000
4.5650000000,-0.1468559254,0.9891578930,0.4892166686,0.0107833314,0.5000000000
4.5700000000,-0.1419083208,0.9898798051,0.4899310142,0.0100689858,0.5000000000
4.5750000000,-0.1369571686,0.9905769702,0.4906213670,0.0093786330,0.5000000000
4.5800000000,-0.1320025924,0.9912493710,0.4912876578,0.0087123422,0.5000000000
4.5850000000,-0.1270447161,0.9918969907,0.4919298200,0.0080701800,0.5000000000
4.5900000000,-0.1220836638,0.9925198129,0.4925477895,0.0074522105,0.5000000000
4.5950000000,-0.1171195594,0.9931178222,0.4931415044,0.0068584956,0.5000000000
4.6000000000,-0.1121525270,0.9936910036,0.4937109053,0.0062890947,0.5000000000
4.6050000000,-0.1071826907,0.9942393428,0.4942559354,0.0057440646,0.5000000000
4.6100000000,-0.1022101750,0.9947628261,0.4947765401,0.0052234599,0.5000000000
4.6150000000,-0.0972351039,0.9952614403,0.4952726673,0.0047273327,0.5000000000
4.6200000000,-0.0922576020,0.9957351731,0.4957442674,0.0042557326,0.5000000000
4.6250000000,-0.0872777937,0.9961840125,0.4961912934,0.0038087066,0.5000000000
4.6300000000,-0.0822958034,0.9966079474,0.4966137004,0.0033862996,0.5000000000
4.6350000000,-0.0773117557,0.9970069671,0.4970114462,0.0029885538,0.5000000000
4.6400000000,-0.0723257753,0.9973810617,0.4973844911,0.0026155089,0.5000000000
4.6450000000,-0.0673379867,0.9977302218,0.4977327978,0.0022672022,0.5000000000
4.6500000000,-0.0623485146,0.9980544388,0.4980563314,0.0019436686,0.5000000000
4.6550000000,-0.0573574839,0.9983537044,0.4983550595,0.0016449405,0.5000000000
4.6600000000,-0.0523650192,0.9986280112,0.4986289524,0.0013710476,0.5000000000
4.6650000000,-0.0473712454,0.9988773524,0.4988779826,0.0011220174,0.5000000000
4.6700000000,-0.0423762873,0.9991017217,0.4991021251,0.0008978749,0.5000000000
4.6750000000,-0.0373802698,0.9993011135,0.4993013577,0.0006986423,0.5000000000
4.6800000000,-0.0323833178,0.9994755228,0.4994756604,0.0005243396,0.5000000000
4.6850000000,-0.0273855562,0.9996249453,0.4996250157,0.0003749843,0.5000000000
4.6900000000,-0.0223871100,0.9997493772,0.4997494087,0.0002505913,0.5000000000
4.6950000000,-0.0173881041,0.9998488155,0.4998488269,0.0001511731,0.5000000000
4.7000000000,-0.0123886635,0.9999232576,0.4999232605,0.0000767395,0.5000000000
4.7050000000,-0.0073889132,0.9999727016,0.4999727020,0.0000272980,0.5000000000
4.7100000000,-0.0023889781,0.9999971464,0.4999971464,0.0000028536,0.5000000000
4.7150000000,0.0026110166,0.9999965913,0.4999965913,0.0000034087,0.5000000000
4.7200000000,0.0076109461,0.9999710363,0.4999710367,0.0000289633,0.5000000000
4.7250000000,0.0126106853,0.9999204821,0.4999204853,0.0000795147,0.5000000000
4.7300000000,0.0176101093,0.9998449300,0.4998449420,0.0001550580,0.5000000000
4.7350000000,0.0226090930,0.9997443818,0.4997444145,0.0002555855,0.5000000000
4.7400000000,0.0276075114,0.9996188400,0.4996189127,0.0003810873,0.5000000000
4.7450000000,0.0326052397,0.9994683078,0.4994684492,0.0005315508,0.5000000000
4.7500000000,0.0376021529,0.9992927890,0.4992930390,0.0007069609,0.5000000000
4.7550000000,0.0425981260,0.9990922879,0.4990926998,0.0009073002,0.5000000000
4.7600000000,0.0475930341,0.9988668095,0.4988674516,0.0011325484,0.5000000000
4.7650000000,0.0525867524,0.9986163595,0.4986173167,0.0013826833,0.5000000000
4.7700000000,0.0575791561,0.9983409442,0.4983423204,0.0016576796,0.5000000000
4.7750000000,0.0625701203,0.9980405703,0.4980424900,0.0019575100,0.5000000000
4.7800000000,0.0675595202,0.9977152456,0.4977178556,0.0022821444,0.5000000000
4.7850000000,0.0725472312,0.9973649780,0.4973684496,0.0026315504,0.5000000000
4.7900000000,0.0775331284,0.9969897763,0.4969943070,0.0030056930,0.5000000000
4.7950000000,0.0825170874,0.9965896499,0.4965954651,0.0034045349,0.5000000000
4.8000000000,0.0874989834,0.9961646088,0.4961719640,0.0038280360,0.5000000000
4.8050000000,0.0924786920,0.9957146637,0.4957238458,0.0042761542,0.5000000000
4.8100000000,0.0974560886,0.9952398258,0.4952511554,0.0047488446,0.5000000000
4.8150000000,0.1024310488,0.9947401069,0.4947539401,0.0052460599,0.5000000000
4.8200000000,0.1074034482,0.9942155196,0.4942322497,0.0057677503,0.5000000000
4.8250000000,0.1123731625,0.9936660769,0.4936861362,0.0063138638,0.5000000000
4.8300000000,0.1173400676,0.9930917926,0.4931156543,0.0068843457,0.5000000000
4.8350000000,0.1223040391,0.9924926811,0.4925208610,0.0074791390,0.5000000000
4.8400000000,0.1272649530,0.9918687573,0.4919018159,0.0080981841,0.5000000000
4.8450000000,0.1322226853,0.9912200369,0.4912585807,0.0087414193,0.5000000000
4.8500000000,0.1371771121,0.9905465360,0.4905912200,0.0094087800,0.5000000000
4.8550000000,0.1421281094,0.9898482715,0.4898998003,0.0101001997,0.5000000000
4.8600000000,0.1470755535,0.9891252608,0.4891843908,0.0108156092,0.5000000000
4.8650000000,0.1520193208,0.9883775221,0.4884450631,0.0115549369,0.5000000000
4.8700000000,0.1569592876,0.9876050739,0.4876818910,0.0123181090,0.5000000000
4.8750000000,0.1618953304,0.9868079357,0.4868949510,0.0131050490,0.5000000000
4.8800000000,0.1668273258,0.9859861274,0.4860843217,0.0139156783,0.5000000000
