# elem xi1 xi2 x y psi_FEM psi_exact difference
2 -1.000000000000 -0.800000000000 1.250000000000 0.125000000000 -0.129476795117 -0.129308783645 -0.000168011472
2 -1.000000000000 -0.600000000000 1.250000000000 0.250000000000 -0.130274154217 -0.130039975357 -0.000234178859
2 -1.000000000000 -0.400000000000 1.250000000000 0.375000000000 -0.131455629714 -0.131243893502 -0.000211736211
2 -1.000000000000 -0.200000000000 1.250000000000 0.500000000000 -0.133021221608 -0.132899353799 -0.000121867808
2 -1.000000000000 -0.000000000000 1.250000000000 0.625000000000 -0.134970929898 -0.134978419060 0.000007489161
2 -1.000000000000 0.200000000000 1.250000000000 0.750000000000 -0.137304754586 -0.137447875850 0.000143121264
2 -1.000000000000 0.400000000000 1.250000000000 0.875000000000 -0.140022695670 -0.140270837967 0.000248142297
2 -1.000000000000 0.600000000000 1.250000000000 1.000000000000 -0.143124753152 -0.143408332570 0.000283579418
2 -1.000000000000 0.800000000000 1.250000000000 1.125000000000 -0.146610927030 -0.146820752019 0.000209824989
2 -1.000000000000 1.000000000000 1.250000000000 1.250000000000 -0.150481217305 -0.150469091665 -0.000012125640
2 -0.800000000000 -1.000000000000 1.375000000000 0.000000000000 -0.137482445399 -0.137668617938 0.000186172539
2 -0.800000000000 -0.800000000000 1.375000000000 0.125000000000 -0.137850309409 -0.137888749396 0.000038439988
2 -0.800000000000 -0.600000000000 1.375000000000 0.250000000000 -0.138572169557 -0.138545513550 -0.000026656007
2 -0.800000000000 -0.400000000000 1.375000000000 0.375000000000 -0.139648025843 -0.139628216939 -0.000019808903
2 -0.800000000000 -0.200000000000 1.375000000000 0.500000000000 -0.141077878267 -0.141119672379 0.000041794112
2 -0.800000000000 -0.000000000000 1.375000000000 0.625000000000 -0.142861726829 -0.142997078572 0.000135351743
2 -0.800000000000 0.200000000000 1.375000000000 0.750000000000 -0.144999571529 -0.145233118880 0.000233547352
2 -0.800000000000 0.400000000000 1.375000000000 0.875000000000 -0.147491412367 -0.147797174963 0.000305762596
2 -0.800000000000 0.600000000000 1.375000000000 1.000000000000 -0.150337249343 -0.150656553405 0.000319304062
2 -0.800000000000 0.800000000000 1.375000000000 1.125000000000 -0.153537082457 -0.153777638590 0.000240556132
2 -0.800000000000 1.000000000000 1.375000000000 1.250000000000 -0.157090911709 -0.157126908018 0.000035996308
2 -0.600000000000 -1.000000000000 1.500000000000 0.000000000000 -0.145593136978 -0.145832199287 0.000239062309
2 -0.600000000000 -0.800000000000 1.500000000000 0.125000000000 -0.145919454285 -0.146030894700 0.000111440415
2 -0.600000000000 -0.600000000000 1.500000000000 0.250000000000 -0.146571868526 -0.146624021457 0.000052152931
2 -0.600000000000 -0.400000000000 1.500000000000 0.375000000000 -0.147550379700 -0.147602846486 0.000052466786
2 -0.600000000000 -0.200000000000 1.500000000000 0.500000000000 -0.148854987807 -0.148953284472 0.000098296665
2 -0.600000000000 -0.000000000000 1.500000000000 0.625000000000 -0.150485692848 -0.150656553405 0.000170860557
2 -0.600000000000 0.200000000000 1.500000000000 0.750000000000 -0.152442494821 -0.152690002458 0.000247507637
2 -0.600000000000 0.400000000000 1.500000000000 0.875000000000 -0.154725393728 -0.155028039851 0.000302646123
2 -0.600000000000 0.600000000000 1.500000000000 1.000000000000 -0.157334389567 -0.157643088021 0.000308698454
2 -0.600000000000 0.800000000000 1.500000000000 1.125000000000 -0.160269482340 -0.160506501729 0.000237019390
2 -0.600000000000 1.000000000000 1.500000000000 1.250000000000 -0.163530672046 -0.163589398892 0.000058726847
2 -0.400000000000 -1.000000000000 1.625000000000 0.000000000000 -0.153395627149 -0.153597395089 0.000201767940
2 -0.400000000000 -0.800000000000 1.625000000000 0.125000000000 -0.153684229747 -0.153777638590 0.000093408843
2 -0.400000000000 -0.600000000000 1.625000000000 0.250000000000 -0.154273251126 -0.154315932445 0.000042681319
2 -0.400000000000 -0.400000000000 1.625000000000 0.375000000000 -0.155162691287 -0.155205075456 0.000042384169
2 -0.400000000000 -0.200000000000 1.625000000000 0.500000000000 -0.156352550230 -0.156433418038 0.000080867807
2 -0.400000000000 -0.000000000000 1.625000000000 0.625000000000 -0.157842827956 -0.157985357244 0.000142529288
2 -0.400000000000 0.200000000000 1.625000000000 0.750000000000 -0.159633524463 -0.159841967834 0.000208443371
2 -0.400000000000 0.400000000000 1.625000000000 0.875000000000 -0.161724639753 -0.161981718526 0.000257078773
2 -0.400000000000 0.600000000000 1.625000000000 1.000000000000 -0.164116173824 -0.164381221063 0.000265047238
2 -0.400000000000 0.800000000000 1.625000000000 1.125000000000 -0.166808126678 -0.167015964190 0.000207837512
