t,energy,center,max_abs_u
23.09375,5.13686324958725e-09,-2.87908297721827e-05,2.87908297721827e-05
23.1,5.20473497237787e-09,-3.19322816444631e-05,3.19322816444631e-05
23.10625,5.27977928087639e-09,-3.50614224443308e-05,3.50614224443308e-05
23.1125,5.36188046447632e-09,-3.81770458456823e-05,3.81770458456823e-05
23.11875,5.45091193381062e-09,-4.12779511741557e-05,4.12779511741557e-05
23.125,5.54673640948077e-09,-4.43629434384331e-05,4.43629434384331e-05
23.13125,5.64920612781107e-09,-4.74308332291962e-05,4.74308332291962e-05
23.1375,5.75816307036559e-09,-5.04804371321095e-05,5.04804371321095e-05
23.14375,5.8734392184704e-09,-5.35105787914349e-05,5.35105787914349e-05
23.15,5.99485682427966e-09,-5.65200900419308e-05,5.65200900419308e-05
23.15625,6.12222868643759e-09,-5.95078114014535e-05,5.95078114014535e-05
23.1625,6.25535842745499e-09,-6.24725918529009e-05,6.24725918529009e-05
23.16875,6.39404078342506e-09,-6.54132886010805e-05,6.54132886010805e-05
23.175,6.53806191859786e-09,-6.8328767536535e-05,6.8328767536535e-05
23.18125,6.68719976387114e-09,-7.12179043398167e-05,7.12179043398167e-05
23.1875,6.84122436557583e-09,-7.40795853959636e-05,7.40795853959636e-05
23.19375,6.99989823531581e-09,-7.69127079404151e-05,7.69127079404151e-05
23.2,7.16297670692415e-09,-7.97161798587369e-05,7.97161798587369e-05
23.20625,7.33020831213369e-09,-8.2488919974782e-05,8.2488919974782e-05
23.2125,7.50133517600572e-09,-8.52298589252561e-05,8.52298589252561e-05
23.21875,7.67609342233781e-09,-8.7937939933641e-05,8.7937939933641e-05
23.225,7.85421358184777e-09,-9.06121190785608e-05,9.06121190785608e-05
23.23125,8.03542100493069e-09,-9.32513654333201e-05,9.32513654333201e-05
23.2375,8.21943628254053e-09,-9.58546614889861e-05,9.58546614889861e-05
23.24375,8.40597567421783e-09,-9.84210036688552e-05,9.84210036688552e-05
23.25,8.59475154190482e-09,-0.000100949402614141,0.000100949402614141
23.25625,8.78547279260013e-09,-0.000103438883412276,0.000103438883412276
23.2625,8.97784533271664e-09,-0.000105888486089576,0.000105888486089576
23.26875,9.1715725299793e-09,-0.000108297266230267,0.000108297266230267
23.275,9.36635567427828e-09,-0.000110664295357113,0.000110664295357113
23.28125,9.56189443365554e-09,-0.000112988661089848,0.000112988661089848
23.2875,9.75788730980203e-09,-0.000115269467389344,0.000115269467389344
23.29375,9.95403209955246e-09,-0.000117505834965372,0.000117505834965372
23.3,1.0150026363154e-08,-0.000119696901680449,0.000119696901680449
23.30625,1.03455678933354e-08,-0.000121841822889117,0.000121841822889117
23.3125,1.05403551791208e-08,-0.000123939771752794,0.000123939771752794
23.31875,1.07340878658061e-08,-0.000125989939482457,0.000125989939482457
23.325,1.0926467218926e-08,-0.000127991535537138,0.000127991535537138
23.33125,1.11171965954535e-08,-0.000129943788012721,0.000129943788012721
23.3375,1.13059819128996e-08,-0.000131845944262068,0.000131845944262068
23.34375,1.14925321025566e-08,-0.000133697271335635,0.000133697271335635
23.35,1.16765595448529e-08,-0.000135497055956014,0.000135497055956014
23.35625,1.18577804985984e-08,-0.000137244604407152,0.000137244604407152
23.3625,1.20359155341226e-08,-0.000138939242838755,0.000138939242838755
23.36875,1.22106899677296e-08,-0.000140580317807138,0.000140580317807138
23.375,1.2381834290442e-08,-0.00014216719655634,0.00014216719655634
23.38125,1.25490845901741e-08,-0.000143699267118881,0.000143699267118881
23.3875,1.27121829675143e-08,-0.00014517593867803,0.00014517593867803
23.39375,1.28708779374977e-08,-0.000146596642065597,0.000146596642065597
23.4,1.30249248099505e-08,-0.000147960829845658,0.000147960829845658
23.40625,1.31740860555797e-08,-0.000149267976075555,0.000149267976075555
23.4125,1.33181316728936e-08,-0.000150517576482029,0.000150517576482029
23.41875,1.34568395559394e-08,-0.000151709149193675,0.000151709149193675
23.425,1.35899958439479e-08,-0.000152842235221091,0.000152842235221091
23.43125,1.3717395240236e-08,-0.000153916398193296,0.000153916398193296
23.4375,1.38388413120983e-08,-0.000154931223988636,0.000154931223988636
23.44375,1.39541467910771e-08,-0.000155886321025436,0.000155886321025436
23.45,1.40631338733286e-08,-0.0001567813209437,0.0001567813209437
23.45625,1.41656345019802e-08,-0.000157615878881605,0.000157615878881605
23.4625,1.42614906217283e-08,-0.000158389673240307,0.000158389673240307
23.46875,1.43505544155562e-08,-0.000159102405534592,0.000159102405534592
23.475,1.44326885356666e-08,-0.000159753800662209,0.000159753800662209
23.48125,1.45077663252764e-08,-0.000160343607309865,0.000160343607309865
23.4875,1.4575672018853e-08,-0.000160871598149848,0.000160871598149848
23.49375,1.46363009164172e-08,-0.000161337569817124,0.000161337569817124
23.5,1.4689559538427e-08,-0.000161741342823689,0.000161741342823689
23.50625,1.47353657671215e-08,-0.00016208276152515,0.00016208276152515
23.5125,1.47736489729009e-08,-0.000162361694204047,0.000162361694204047
23.51875,1.48043501223248e-08,-0.000162578033242623,0.000162578033242623
23.525,1.48274218683604e-08,-0.000162731695239065,0.000162731695239065
23.53125,1.4842828625373e-08,-0.0001628226209811,0.0001628226209811
23.5375,1.48505466281157e-08,-0.000162850775386333,0.000162850775386333
23.54375,1.48505639712127e-08,-0.000162816147531911,0.000162816147531911
23.55,1.48428806276292e-08,-0.000162718750717908,0.000162718750717908
23.55625,1.48275084481293e-08,-0.000162558622472113,0.000162558622472113
23.5625,1.48044711434617e-08,-0.000162335824543018,0.000162335824543018
23.56875,1.47738042476056e-08,-0.000162050442926515,0.000162050442926515
23.575,1.47355550594582e-08,-0.000161702587822023,0.000161702587822023
23.58125,1.46897825641852e-08,-0.000161292393455557,0.000161292393455557
23.5875,1.46365573391585e-08,-0.000160820017927768,0.000160820017927768
23.59375,1.45759614473552e-08,-0.000160285643233585,0.000160285643233585
23.6,1.45080883154525e-08,-0.000159689475327485,0.000159689475327485
23.60625,1.44330425920389e-08,-0.000159031744038266,0.000159031744038266
23.6125,1.43509399857043e-08,-0.000158312702891946,0.000158312702891946
23.61875,1.42619070869278e-08,-0.000157532629027895,0.000157532629027895
23.625,1.41660811759555e-08,-0.000156691823184777,0.000156691823184777
23.63125,1.40636100141706e-08,-0.000155790609588771,0.000155790609588771
23.6375,1.39546516154332e-08,-0.000154829335747954,0.000154829335747954
23.64375,1.38393739975571e-08,-0.000153808372301177,0.000153808372301177
23.65,1.37179549178266e-08,-0.000152728112920363,0.000152728112920363
23.65625,1.35905815968485e-08,-0.000151588974128788,0.000151588974128788
23.6625,1.34574504325936e-08,-0.000150391395055846,0.000150391395055846
23.66875,1.33187667028198e-08,-0.000149135837304748,0.000149135837304748
23.675,1.31747442512393e-08,-0.000147822784930972,0.000147822784930972
23.68125,1.30256051540735e-08,-0.000146452744290288,0.000146452744290288
23.6875,1.28715793698934e-08,-0.000145026243650431,0.000145026243650431
23.69375,1.2712904381185e-08,-0.00014354383280171,0.00014354383280171
23.7,1.25498248336829e-08,-0.00014200608292604,0.00014200608292604
23.70625,1.23825921702952e-08,-0.000140413586645501,0.000140413586645501
23.7125,1.22114642502578e-08,-0.000138766957947298,0.000138766957947298
23.71875,1.20367049480521e-08,-0.00013706683184018,0.00013706683184018
23.725,1.18585837366215e-08,-0.000135313863882729,0.000135313863882729
23.73125,1.16773752653977e-08,-0.000133508729809778,0.000133508729809778
23.7375,1.14933589398956e-08,-0.000131652125357084,0.000131652125357084
23.74375,1.130681849983e-08,-0.000129744766204522,0.000129744766204522
23.75,1.11180415863795e-08,-0.000127787387838151,0.000127787387838151
23.75625,1.09273192933713e-08,-0.000125780745167624,0.000125780745167624
23.7625,1.07349457083203e-08,-0.000123725611967004,0.000123725611967004
23.76875,1.0541217455115e-08,-0.000121622780430353,0.000121622780430353
23.775,1.03464332430751e-08,-0.000119473061028936,0.000119473061028936
23.78125,1.01508934151284e-08,-0.000117277282476843,0.000117277282476843
23.7875,9.95489948588743e-09,-0.000115036291453841,0.000115036291453841
23.79375,9.75875367047409e-09,-0.00011275095206029,0.00011275095206029
23.8,9.56275841324802e-09,-0.000110422145339042,0.000110422145339042
23.80625,9.36721592197533e-09,-0.00010805076904677,0.00010805076904677
23.8125,9.1724277045968e-09,-0.000105637737429484,0.000105637737429484
23.81875,8.97869410504545e-09,-0.000103183980756468,0.000103183980756468
23.825,8.78631384052044e-09,-0.000100690444815812,0.000100690444815812
23.83125,8.59558354413608e-09,-9.81580907108877e-05,9.81580907108877e-05
23.8375,8.40679731117393e-09,-9.55878948169351e-05,9.55878948169351e-05
23.84375,8.22024624396299e-09,-9.29808484031853e-05,9.29808484031853e-05
23.85,8.03621799600143e-09,-9.03379568322884e-05,9.03379568322884e-05
23.85625,7.8549963230447e-09,-8.76602388575943e-05,8.76602388575943e-05
23.8625,7.67686064749667e-09,-8.49487264238896e-05,8.49487264238896e-05
23.86875,7.50208563418884e-09,-8.22044646981125e-05,8.22044646981125e-05
23.875,7.33094077101928e-09,-7.94285117971367e-05,7.94285117971367e-05
23.88125,7.1636899518349e-09,-7.6621938134126e-05,7.6621938134126e-05
23.8875,7.00059106547293e-09,-7.37858257477856e-05,7.37858257477856e-05
23.89375,6.84189559641878e-09,-7.09212678733129e-05,7.09212678733129e-05
23.9,6.68784823878144e-09,-6.80293686839827e-05,6.80293686839827e-05
23.90625,6.53868652149464e-09,-6.51112430303764e-05,6.51112430303764e-05
23.9125,6.39464044242369e-09,-6.21680160678991e-05,6.21680160678991e-05
23.91875,6.25593211148818e-09,-5.92008227086815e-05,5.92008227086815e-05
23.925,6.12277540529137e-09,-5.62108069479475e-05,5.62108069479475e-05
23.93125,5.99537563628386e-09,-5.31991212960562e-05,5.31991212960562e-05
23.9375,5.87392923795857e-09,-5.01669264988586e-05,5.01669264988586e-05
23.94375,5.75862346517708e-09,-4.71153913863917e-05,4.71153913863917e-05
23.95,5.64963610758738e-09,-4.40456924983906e-05,4.40456924983906e-05
23.95625,5.54713521530053e-09,-4.09590134076015e-05,4.09590134076015e-05
23.9625,5.45127883813789e-09,-3.78565440422677e-05,3.78565440422677e-05
23.96875,5.36221478046082e-09,-3.47394802790657e-05,3.47394802790657e-05
23.975,5.28008037257267e-09,-3.16090237085727e-05,3.16090237085727e-05
23.98125,5.20500225875912e-09,-2.8466381274518e-05,2.8466381274518e-05
23.9875,5.1370962021658e-09,-2.53127646740788e-05,2.53127646740788e-05
23.99375,5.07646690693381e-09,-2.21493896952215e-05,2.21493896952215e-05
24,5.02320785753834e-09,-1.89774757154234e-05,1.89774757154234e-05
24.00625,4.97740117489e-09,-1.57982453852329e-05,1.694619212832e-05
24.0125,4.93911748920958e-09,-1.26129243276111e-05,1.52941067668455e-05
24.01875,4.9084158304032e-09,-9.42274069619005e-06,1.3802044982925e-05
24.025,4.88534353684982e-09,-6.22892458705429e-06,1.24170610150036e-05
24.03125,4.86993618308695e-09,-3.03270739880688e-06,1.11204860007205e-05
24.0375,4.8622175259885e-09,1.64678757024347e-07,9.90104630098004e-06
24.04375,4.86219946815687e-09,3.36200149371473e-06,8.74995264478372e-06
24.05,4.86988203781384e-09,6.55802839176262e-06,7.66337599275892e-06
24.05625,4.88525338685019e-09,9.75152722151606e-06,9.75152722151606e-06
24.0625,4.90828980995406e-09,1.29412664741428e-05,1.29412664741428e-05
24.06875,4.93895578487332e-09,1.61260162409733e-05,1.61260162409733e-05
24.075,4.97720402957877e-09,1.93045489768389e-05,1.93045489768389e-05
24.08125,5.02297557268895e-09,2.2475639724412e-05,2.2475639724412e-05
24.0875,5.07619983937031e-09,2.56380660747851e-05,2.56380660747851e-05
24.09375,5.13679475840955e-09,2.87906085335349e-05,2.87906085335349e-05
24.1,5.2046668922491e-09,3.19320514112685e-05,3.19320514112685e-05
24.10625,5.27971158573665e-09,3.50611836491485e-05,3.50611836491485e-05
24.1125,5.36181312888353e-09,3.8176799165068e-05,3.8176799165068e-05
24.11875,5.45084493332088e-09,4.12776970140876e-05,4.12776970140876e-05
24.125,5.54666972487593e-09,4.4362681788878e-05,4.4362681788878e-05
24.13125,5.64913975365129e-09,4.74305641952314e-05,4.74305641952314e-05
24.1375,5.75809702137262e-09,5.04801615367023e-05,5.04801615367023e-05
24.14375,5.87337352515502e-09,5.35102981362766e-05,5.35102981362766e-05
24.15,5.99479151628154e-09,5.6519805823243e-05,5.6519805823243e-05
24.15625,6.12216377302834e-09,5.95075243735733e-05,5.95075243735733e-05
24.1625,6.25529388909247e-09,6.24723018259324e-05,6.24723018259324e-05
24.16875,6.39397658010297e-09,6.54129949267917e-05,6.54129949267917e-05
24.175,6.53799800619627e-09,6.83284698599587e-05,6.83284698599587e-05
24.18125,6.68713610358287e-09,7.12176028885295e-05,7.12176028885295e-05
24.1875,6.84116092116479e-09,7.40792805291786e-05,7.40792805291786e-05
24.19375,6.99983496742772e-09,7.69123995703111e-05,7.69123995703111e-05
24.2,7.16291357541111e-09,7.97158675283359e-05,7.97158675283359e-05
24.20625,7.33014528503353e-09,8.24886034724407e-05,8.24886034724407e-05
24.2125,7.50127223428459e-09,8.52295385872952e-05,8.52295385872952e-05
24.21875,7.67603055470508e-09,8.7937616288811e-05,8.7937616288811e-05
24.225,7.85415077557205e-09,9.06117924020977e-05,9.06117924020977e-05
24.23125,8.035358241545e-09,9.32510357461078e-05,9.32510357461078e-05
24.2375,8.21937354047523e-09,9.58543288042911e-05,9.58543288042911e-05
24.24375,8.40591293462454e-09,9.84206680838774e-05,9.84206680838774e-05
24.25,8.59468879476469e-09,0.000100949064285205,0.000100949064285205
24.25625,8.78541004237208e-09,0.000103438542624566,0.000103438542624566
24.2625,8.97778260144516e-09,0.000105888143336488,0.000105888143336488
24.26875,9.17150985417732e-09,0.000108296922128005,0.000108296922128005
24.275,9.36629309508312e-09,0.000110663950485429,0.000110663950485429
24.28125,9.56183198592488e-09,0.000112988315928943,0.000112988315928943
24.2875,9.75782501781695e-09,0.000115269122326371,0.000115269122326371
24.29375,9.95396998129086e-09,0.000117505490305573,0.000117505490305573
24.3,1.01499644372111e-08,0.000119696557713664,0.000119696557713664
24.30625,1.03455061815907e-08,0.000121841479978818,0.000121841479978818
24.3125,1.05402937053226e-08,0.000123939430293608,0.000123939430293608
24.31875,1.07340266555361e-08,0.000125989599776992,0.000125989599776992
24.325,1.0926406301891e-08,0.000127991197842816,0.000127991197842816
24.33125,1.1117136003216e-08,0.000129943452721885,0.000129943452721885
24.3375,1.13059216670726e-08,0.000131845611848493,0.000131845611848493
24.34375,1.149247219976e-08,0.000133696942009845,0.000133696942009845
24.35,1.1676499950607e-08,0.000135496729473751,0.000135496729473751
24.35625,1.18577211552851e-08,0.000137244280278824,0.000137244280278824
24.3625,1.20358563784348e-08,0.000138938920614592,0.000138938920614592
24.36875,1.22106309508967e-08,0.000140579997159438,0.000140579997159438
24.375,1.23817753951981e-08,0.000142166877360712,0.000142166877360712
24.38125,1.254902583578e-08,0.000143698949648298,0.000143698949648298
24.3875,1.27121243965299e-08,0.000145175623538382,0.000145175623538382
24.39375,1.28708195929174e-08,0.000146596329721489,0.000146596329721489
24.4,1.30248667235514e-08,0.000147960520334842,0.000147960520334842
24.40625,1.31740282566604e-08,0.000149267669396935,0.000149267669396935
24.4125,1.33180742007306e-08,0.000150517273104673,0.000150517273104673
24.41875,1.34567824539414e-08,0.000151708849845841,0.000151708849845841
24.425,1.35899391386998e-08,0.00015284194018665,0.00015284194018665
24.43125,1.37173389308132e-08,0.000153916107124582,0.000153916107124582
24.4375,1.38387853833113e-08,0.000154930936491801,0.000154930936491801
24.44375,1.39540912351912e-08,0.000155886037174719,0.000155886037174719
24.45,1.40630786979678e-08,0.000156781041088471,0.000156781041088471
24.45625,1.41655797234342e-08,0.000157615603166371,0.000157615603166371
24.4625,1.4261436260315e-08,0.000158389401546089,0.000158389401546089
24.46875,1.43505005012706e-08,0.000159102137841857,0.000159102137841857
24.475,1.44326351145541e-08,0.000159753537310451,0.000159753537310451
24.48125,1.45077134551906e-08,0.000160343348884572,0.000160343348884572
24.4875,1.4575619756393e-08,0.000160871345184183,0.000160871345184183
24.49375,1.46362493054506e-08,0.000161337322588858,0.000161337322588858
24.5,1.46895086067033e-08,0.000161741101363274,0.000161741101363274
24.50625,1.47353155301756e-08,0.000162082525783214,0.000162082525783214
24.5125,1.4773599441899e-08,0.000162361464216985,0.000162361464216985
24.51875,1.48043013129468e-08,0.000162577809152381,0.000162577809152381
24.525,1.4827373807705e-08,0.000162731477202205,0.000162731477202205
24.53125,1.48427813541017e-08,0.00016282240913163,0.00016282240913163
24.5375,1.48505001971079e-08,0.000162850569902899,0.000162850569902899
24.54375,1.48505184346866e-08,0.000162815948684648,0.000162815948684648
24.55,1.48428360362637e-08,0.000162718558812405,0.000162718558812405
24.55625,1.48274648453066e-08,0.000162558437776778,0.000162558437776778
24.5625,1.48044285648959e-08,0.00016233564729529,0.00016233564729529
24.56875,1.47737627210117e-08,0.000162050273364215,0.000162050273364215
24.575,1.47355146010313e-08,0.000161702426129121,0.000161702426129121
24.58125,1.46897431740314e-08,0.000161292239633263,0.000161292239633263
24.5875,1.46365190023969e-08,0.000160819871731746,0.000160819871731746
24.59375,1.45759241443866e-08,0.00016028550429222,0.00016028550429222
