t,norm,energy,x_avg,y_avg
0,1,1.99758,7.84543e-16,-8.96416e-18
0.001,1,1.99758,1.05401e-15,-6.67339e-18
0.002,1,1.99758,4.50165e-16,3.8178e-18
0.003,1,1.99758,8.54871e-16,-1.34519e-18
0.004,1,1.99758,7.32592e-16,1.95912e-18
0.005,1,1.99758,8.63587e-16,1.95956e-18
0.006,1,1.99758,8.04162e-16,-4.06766e-18
0.007,1,1.99758,1.02642e-15,-6.91901e-18
0.008,1,1.99758,8.48804e-16,5.36934e-19
0.009,1,1.99758,8.97313e-16,-6.80533e-18
0.01,1,1.99758,6.319e-16,-3.03235e-18
0.011,1,1.99758,1.03995e-15,-4.72512e-19
0.012,1,1.99758,1.07818e-15,-2.65111e-18
0.013,1,1.99758,6.35132e-16,9.55462e-18
0.014,1,1.99758,1.13938e-15,-2.74507e-18
0.015,1,1.99758,1.11786e-15,5.94595e-18
0.016,1,1.99758,7.98608e-16,5.08037e-18
0.017,1,1.99758,8.01808e-16,2.8472e-18
0.018,1,1.99758,6.16937e-16,-6.34927e-18
0.019,1,1.99758,8.86794e-16,-6.72632e-18
0.02,1,1.99758,5.62303e-16,-3.3173e-18
0.021,1,1.99758,7.50791e-16,-2.31497e-18
0.022,1,1.99758,5.56192e-16,1.43748e-18
0.023,1,1.99758,9.97005e-16,3.36034e-18
0.024,1,1.99758,9.76907e-16,-3.00362e-18
0.025,1,1.99758,9.50992e-16,4.38175e-18
0.026,1,1.99758,4.20634e-16,-3.21967e-18
0.027,1,1.99758,8.2959e-16,4.303e-19
0.028,1,1.99758,8.06977e-16,-5.12246e-18
0.029,1,1.99758,8.41001e-16,-2.17285e-18
0.03,1,1.99758,8.52765e-16,1.87148e-18
0.031,1,1.99758,1.02634e-15,5.06071e-18
0.032,1,1.99758,5.64527e-16,-5.8504e-18
0.033,1,1.99758,9.78305e-16,-1.08063e-18
0.034,1,1.99758,9.22021e-16,-3.49089e-18
0.035,1,1.99758,1.15641e-15,2.44211e-18
0.036,1,1.99758,6.06041e-16,-4.33543e-18
0.037,1,1.99758,1.00853e-15,4.46603e-18
0.038,1,1.99758,9.17384e-16,2.27054e-18
0.039,1,1.99758,9.69665e-16,7.91096e-18
0.04,1,1.99758,8.15389e-16,2.5952e-18
0.041,1,1.99758,9.84249e-16,3.4914e-18
0.042,1,1.99758,8.4427e-16,-6.33493e-18
0.043,1,1.99758,1.13816e-15,-5.44591e-18
0.044,1,1.99758,8.35002e-16,9.62853e-18
0.045,1,1.99758,7.99239e-16,4.65451e-18
0.046,1,1.99758,1.14589e-15,-4.51338e-18
0.047,1,1.99758,6.41943e-16,4.08514e-18
0.048,1,1.99758,8.44052e-16,-6.8023e-18
0.049,1,1.99758,5.58867e-16,2.89425e-18
0.05,1,1.99758,9.82207e-16,-7.5466e-18
0.051,1,1.99758,5.37053e-16,-9.82665e-20
0.052,1,1.99758,9.87863e-16,-2.4641e-18
0.053,1,1.99758,2.806e-16,5.37716e-18
0.054,1,1.99758,1.13218e-15,1.45819e-17
0.055,1,1.99758,1.19157e-15,-3.26165e-18
0.056,1,1.99758,6.83278e-16,-3.82696e-18
0.057,1,1.99758,1.00337e-15,4.50955e-18
0.058,1,1.99758,8.96407e-16,-4.6676e-18
0.059,1,1.99758,8.08083e-16,1.25882e-18
0.06,1,1.99758,4.69437e-16,8.16292e-18
0.061,1,1.99758,7.00281e-16,5.3268e-18
0.062,1,1.99758,7.23646e-16,9.38318e-19
0.063,1,1.99758,8.37986e-16,2.2529e-18
0.064,1,1.99758,4.50622e-16,-3.47208e-18
0.065,1,1.99758,4.16939e-16,-1.37922e-18
0.066,1,1.99758,6.91098e-16,-4.76115e-18
0.067,1,1.99758,1.16887e-15,-3.21306e-18
0.068,1,1.99758,7.38938e-16,1.46227e-18
0.069,1,1.99758,5.61385e-16,-5.41465e-18
0.07,1,1.99758,5.41872e-16,4.96879e-18
0.071,1,1.99758,1.29182e-15,2.71075e-18
0.072,1,1.99758,9.22314e-16,1.14777e-17
0.073,1,1.99758,7.29803e-16,4.91368e-18
0.074,1,1.99758,7.67337e-16,-6.73388e-19
0.075,1,1.99758,5.83547e-16,2.47175e-19
0.076,1,1.99758,8.49997e-16,-1.2497e-18
0.077,1,1.99758,5.6672e-16,-2.03193e-18
0.078,1,1.99758,8.16131e-16,1.12603e-17
0.079,1,1.99758,5.75722e-16,-1.62558e-18
0.08,1,1.99758,7.95199e-16,8.50308e-18
0.081,1,1.99758,6.42243e-16,8.17753e-19
0.082,1,1.99758,7.0845e-16,-1.17883e-17
0.083,1,1.99758,7.06796e-16,-6.35599e-18
0.084,1,1.99758,8.11345e-16,5.41513e-19
0.085,1,1.99758,7.90352e-16,-6.88865e-18
0.086,1,1.99758,9.69243e-16,4.07819e-18
0.087,1,1.99758,7.32486e-16,9.59582e-18
0.088,1,1.99758,7.4184e-16,-1.3079e-18
0.089,1,1.99758,6.01418e-16,-7.03786e-18
0.09,1,1.99758,4.05533e-16,5.06789e-18
0.091,1,1.99758,1.03392e-15,7.93529e-18
0.092,1,1.99758,9.5953e-16,-1.20233e-18
0.093,1,1.99758,7.86499e-16,-2.60362e-18
0.094,1,1.99758,4.89811e-16,1.81225e-18
0.095,1,1.99758,7.25624e-16,-4.08305e-18
0.096,1,1.99758,5.8559e-16,-2.04501e-18
0.097,1,1.99758,1.03853e-15,8.13824e-18
0.098,1,1.99758,8.46526e-16,7.64551e-19
0.099,1,1.99758,4.18723e-16,2.02538e-18
0.1,1,1.99758,9.44525e-16,-1.6694e-18
0.101,1,1.99758,9.76386e-16,-3.83474e-18
0.102,1,1.99758,7.89449e-16,9.67386e-19
0.103,1,1.99758,6.35345e-16,-2.14868e-18
0.104,1,1.99758,6.30377e-16,1.37335e-18
0.105,1,1.99758,7.07168e-16,-5.28045e-18
0.106,1,1.99758,6.29284e-16,-4.01399e-18
0.107,1,1.99758,7.27879e-16,-7.05093e-18
0.108,1,1.99758,6.1101e-16,-5.75862e-18
0.109,1,1.99758,7.7994e-16,-8.53512e-18
0.11,1,1.99758,6.29193e-16,8.37624e-18
0.111,1,1.99758,1.07982e-15,1.10287e-18
0.112,1,1.99758,6.16819e-16,1.67488e-18
0.113,1,1.99758,5.42284e-16,-2.97747e-18
0.114,1,1.99758,8.38086e-16,5.25711e-18
0.115,1,1.99758,1.20353e-15,1.81393e-18
0.116,1,1.99758,9.4743e-16,3.8031e-18
0.117,1,1.99758,1.09713e-15,7.35672e-18
0.118,1,1.99758,6.36908e-16,6.29708e-18
0.119,1,1.99758,4.48731e-16,3.50997e-18
0.12,1,1.99758,4.6306e-16,1.12842e-18
0.121,1,1.99758,4.53269e-16,4.12693e-19
0.122,1,1.99758,1.10239e-15,-7.53144e-18
0.123,1,1.99758,5.08544e-16,8.29179e-18
0.124,1,1.99758,1.00199e-15,-3.78649e-18
0.125,1,1.99758,9.55231e-16,-7.64994e-18
0.126,1,1.99758,7.97937e-16,-1.89924e-18
0.127,1,1.99758,4.09279e-16,-7.06397e-18
0.128,1,1.99758,7.64112e-16,2.59453e-18
0.129,1,1.99758,8.49687e-16,5.03462e-18
0.13,1,1.99758,7.39244e-16,-1.00143e-18
0.131,1,1.99758,7.78903e-16,4.07801e-18
0.132,1,1.99758,8.34976e-16,-4.75686e-18
0.133,1,1.99758,6.8445e-16,-1.39169e-18
0.134,1,1.99758,9.20503e-16,-2.35565e-18
0.135,1,1.99758,8.60793e-16,-3.77231e-18
0.136,1,1.99758,6.95464e-16,-1.56559e-18
0.137,1,1.99758,6.31388e-16,-9.17305e-18
0.138,1,1.99758,6.7322e-16,1.31307e-17
0.139,1,1.99758,6.04122e-16,7.30343e-19
0.14,1,1.99758,7.98515e-16,8.63764e-18
0.141,1,1.99758,6.7945e-16,-2.13079e-18
0.142,1,1.99758,9.04536e-16,2.88134e-18
0.143,1,1.99758,6.27431e-16,4.6394e-18
0.144,1,1.99758,9.92256e-16,-5.19337e-18
0.145,1,1.99758,8.98989e-16,-7.48028e-18
0.146,1,1.99758,6.3678e-16,6.41765e-18
0.147,1,1.99758,4.17556e-16,1.41158e-18
0.148,1,1.99758,1.22407e-15,8.35253e-18
0.149,1,1.99758,1.07201e-15,1.07255e-17
0.15,1,1.99758,6.64849e-16,-6.32677e-18
0.151,1,1.99758,8.22336e-16,2.41559e-18
0.152,1,1.99758,1.05769e-15,-3.84834e-18
0.153,1,1.99758,8.70957e-16,-7.53182e-19
0.154,1,1.99758,9.60643e-16,7.14357e-18
0.155,1,1.99758,6.73334e-16,-1.09847e-17
0.156,1,1.99758,9.35174e-16,3.19215e-18
0.157,1,1.99758,9.43687e-16,9.15388e-18
0.158,1,1.99758,5.06348e-16,-3.08098e-18
0.159,1,1.99758,6.10291e-16,-1.85364e-18
0.16,1,1.99758,6.20104e-16,1.05664e-19
0.161,1,1.99758,6.10863e-16,1.8597e-18
0.162,1,1.99758,5.50523e-16,8.4559e-18
0.163,1,1.99758,6.66889e-16,-2.77488e-18
0.164,1,1.99758,4.22609e-16,-4.5234e-19
0.165,1,1.99758,8.50884e-16,4.24994e-18
0.166,1,1.99758,6.42511e-16,-2.10374e-19
0.167,1,1.99758,7.89734e-16,3.56154e-18
0.168,1,1.99758,6.48078e-16,-5.35808e-18
0.169,1,1.99758,8.62358e-16,6.56224e-19
0.17,1,1.99758,1.30254e-15,-5.33226e-18
0.171,1,1.99758,1.27729e-15,-4.20943e-18
