t,norm,energy,x_avg,y_avg
0.161,1,0.999523,2.40299e-18,3.97898e-18
0.162,1,0.999523,-4.80818e-18,2.40602e-17
0.163,1,0.999523,-1.64337e-17,-1.42444e-18
0.164,1,0.999523,4.08085e-19,-2.77701e-18
0.165,1,0.999523,-4.43595e-17,3.05669e-18
0.166,1,0.999523,9.846e-18,-3.87961e-19
0.167,1,0.999523,-8.91123e-17,2.88243e-18
0.168,1,0.999523,4.38514e-17,-1.67759e-17
0.169,1,0.999523,4.81536e-17,-5.40233e-18
0.17,1,0.999523,-1.18646e-17,-1.05379e-17
0.171,1,0.999523,2.93971e-17,1.00893e-17
0.172,1,0.999523,-3.6946e-17,-5.88757e-18
0.173,1,0.999523,3.94901e-17,3.80143e-18
0.174,1,0.999523,-3.17192e-17,-5.43523e-19
0.175,1,0.999523,7.74422e-18,-9.77904e-18
0.176,1,0.999523,-2.78471e-17,-5.30338e-18
0.177,1,0.999523,-1.49895e-18,-1.46612e-18
0.178,1,0.999523,-7.62114e-18,-7.18322e-18
0.179,1,0.999523,4.73737e-17,-1.77278e-17
0.18,1,0.999523,7.21362e-18,-1.02496e-17
0.181,1,0.999523,2.05166e-19,-2.27038e-18
0.182,1,0.999523,5.55267e-18,5.76742e-18
0.183,1,0.999523,-5.10886e-17,-1.61535e-19
0.184,1,0.999523,2.59178e-17,5.7924e-18
0.185,1,0.999523,3.93132e-17,2.73968e-18
0.186,1,0.999523,2.61959e-17,-7.39737e-18
0.187,1,0.999523,-6.06391e-17,1.20342e-18
0.188,1,0.999523,-6.69283e-18,-2.12568e-18
0.189,1,0.999523,-4.61879e-17,1.23326e-17
0.19,1,0.999523,5.20216e-17,-8.10254e-18
0.191,1,0.999523,6.88593e-18,5.78826e-18
0.192,1,0.999523,-6.96695e-18,2.68088e-18
0.193,1,0.999523,4.08104e-17,2.78092e-18
0.194,1,0.999523,-1.24389e-17,-1.20667e-18
0.195,1,0.999523,-4.46417e-17,-7.77987e-18
0.196,1,0.999523,-4.81522e-17,-1.15353e-19
0.197,1,0.999523,-8.21189e-18,-2.52676e-18
0.198,1,0.999523,-3.98975e-18,-1.93181e-17
0.199,1,0.999523,-2.01527e-17,7.31863e-18
0.2,1,0.999523,-4.94082e-18,-5.1705e-18
0.201,1,0.999523,2.83653e-17,6.30558e-18
0.202,1,0.999523,2.24654e-17,-2.66623e-18
0.203,1,0.999523,7.81824e-18,2.08483e-19
0.204,1,0.999523,3.37039e-17,8.66367e-18
0.205,1,0.999523,-6.77512e-18,-8.47589e-19
0.206,1,0.999523,2.96508e-17,7.61072e-19
0.207,1,0.999523,2.70463e-17,1.91196e-18
0.208,1,0.999523,4.69203e-17,-9.20414e-19
0.209,1,0.999523,-5.16767e-17,2.07084e-18
0.21,1,0.999523,-3.78898e-18,3.04175e-18
0.211,1,0.999523,5.83197e-18,9.84149e-18
0.212,1,0.999523,1.36969e-17,4.53723e-18
0.213,1,0.999523,-3.91284e-17,1.06434e-17
0.214,1,0.999523,-7.07446e-18,9.00754e-18
0.215,1,0.999523,3.86903e-17,1.05668e-18
0.216,1,0.999523,-6.9297e-18,1.63222e-18
0.217,1,0.999523,-2.38319e-17,4.99308e-19
0.218,1,0.999523,8.38998e-19,-9.29725e-18
0.219,1,0.999523,-5.46269e-18,-8.89937e-18
0.22,1,0.999523,1.57486e-18,1.30601e-18
0.221,1,0.999523,-2.17007e-17,-6.45748e-18
0.222,1,0.999523,2.66993e-17,-1.1137e-18
0.223,1,0.999523,1.0235e-17,-7.24234e-20
0.224,1,0.999523,2.25732e-17,1.28694e-17
0.225,1,0.999523,-2.71227e-17,-1.63605e-17
0.226,1,0.999523,-3.19162e-17,-2.72856e-18
0.227,1,0.999523,-1.03801e-17,-2.6175e-18
0.228,1,0.999523,-5.76529e-17,-1.08753e-18
0.229,1,0.999523,-3.54891e-17,6.55179e-18
0.23,1,0.999523,3.31577e-17,-7.28764e-20
0.231,1,0.999523,4.16365e-20,-1.1279e-17
0.232,1,0.999523,-2.03119e-17,-3.89418e-18
0.233,1,0.999523,1.92202e-17,-8.61872e-18
0.234,1,0.999523,6.13358e-18,7.08716e-18
0.235,1,0.999523,1.85731e-17,-1.40734e-18
0.236,1,0.999523,-4.06279e-18,-1.88258e-19
0.237,1,0.999523,-2.09168e-17,-1.2346e-17
0.238,1,0.999523,-4.77568e-17,2.79984e-18
0.239,1,0.999523,8.73496e-18,1.15986e-17
0.24,1,0.999523,1.35298e-17,2.04887e-18
0.241,1,0.999523,1.67865e-17,-7.56105e-18
0.242,1,0.999523,2.061e-17,-9.80359e-18
0.243,1,0.999523,2.55073e-17,1.24418e-18
0.244,1,0.999523,-3.32971e-17,-4.27684e-18
0.245,1,0.999523,2.22854e-17,-2.63211e-19
0.246,1,0.999523,3.52105e-17,-1.04404e-17
0.247,1,0.999523,-5.13302e-17,-1.43808e-18
0.248,1,0.999523,2.80699e-17,-9.90039e-18
0.249,1,0.999523,-3.24049e-17,-2.65282e-18
0.25,1,0.999523,1.73036e-17,2.89978e-18
0.251,1,0.999523,-3.26696e-17,-2.03751e-17
0.252,1,0.999523,3.6907e-19,5.26175e-18
0.253,1,0.999523,8.43658e-17,-2.94519e-18
0.254,1,0.999523,5.74815e-17,1.75086e-18
0.255,1,0.999523,-2.83165e-17,-3.92998e-18
0.256,1,0.999523,-2.00284e-17,-4.83296e-18
0.257,1,0.999523,3.08099e-17,-5.11132e-19
0.258,1,0.999523,1.25911e-17,-8.16703e-18
0.259,1,0.999523,-2.22114e-17,-6.79168e-18
0.26,1,0.999523,7.39081e-18,2.57222e-19
0.261,1,0.999523,1.06553e-17,-8.93633e-18
0.262,1,0.999523,-1.57832e-17,1.74521e-17
0.263,1,0.999523,-1.74699e-17,-6.71373e-18
0.264,1,0.999523,4.99891e-18,-7.55364e-18
0.265,1,0.999523,-1.96558e-17,1.27766e-18
0.266,1,0.999523,3.74236e-18,1.53149e-18
0.267,1,0.999523,1.00294e-17,6.56812e-18
0.268,1,0.999523,1.42737e-18,6.60851e-20
0.269,1,0.999523,-3.67223e-17,-8.07693e-18
0.27,1,0.999523,-9.77255e-18,1.0869e-17
0.271,1,0.999523,9.37117e-18,1.16142e-17
0.272,1,0.999523,2.35924e-17,-8.17581e-18
0.273,1,0.999523,2.21708e-17,1.05911e-17
0.274,1,0.999523,3.78154e-17,-1.95155e-17
0.275,1,0.999523,3.8584e-17,-3.09582e-18
0.276,1,0.999523,1.58723e-17,-1.14794e-17
0.277,1,0.999523,-5.77123e-17,-6.48074e-18
0.278,1,0.999523,2.13171e-17,2.70442e-18
0.279,1,0.999523,2.35613e-17,2.10335e-17
