t,norm,energy,x_avg,y_avg
0.493,1,1.66523,0.415085,0.222566
0.494,1,1.66523,0.414863,0.22298
0.495,1,1.66523,0.41464,0.223394
0.496,1,1.66523,0.414417,0.223808
0.497,1,1.66523,0.414194,0.224221
0.498,1,1.66523,0.41397,0.224635
0.499,1,1.66523,0.413745,0.225048
0.5,1,1.66523,0.413521,0.225461
0.501,1,1.66523,0.413296,0.225873
0.502,1,1.66523,0.41307,0.226286
0.503,1,1.66523,0.412844,0.226698
0.504,1,1.66523,0.412618,0.22711
0.505,1,1.66523,0.412391,0.227522
0.506,1,1.66523,0.412164,0.227933
0.507,1,1.66523,0.411936,0.228345
0.508,1,1.66523,0.411708,0.228756
0.509,1,1.66523,0.41148,0.229167
0.51,1,1.66523,0.411251,0.229577
0.511,1,1.66523,0.411021,0.229988
0.512,1,1.66523,0.410792,0.230398
0.513,1,1.66523,0.410562,0.230808
0.514,1,1.66523,0.410331,0.231217
0.515,1,1.66523,0.4101,0.231627
0.516,1,1.66523,0.409869,0.232036
0.517,1,1.66523,0.409637,0.232445
0.518,1,1.66523,0.409405,0.232854
0.519,1,1.66523,0.409173,0.233262
0.52,1,1.66523,0.40894,0.233671
0.521,1,1.66523,0.408706,0.234079
0.522,1,1.66523,0.408473,0.234487
0.523,1,1.66523,0.408238,0.234894
0.524,1,1.66523,0.408004,0.235302
0.525,1,1.66523,0.407769,0.235709
0.526,1,1.66523,0.407534,0.236116
0.527,1,1.66523,0.407298,0.236522
0.528,1,1.66523,0.407062,0.236929
0.529,1,1.66523,0.406825,0.237335
0.53,1,1.66523,0.406588,0.237741
0.531,1,1.66523,0.406351,0.238147
0.532,1,1.66523,0.406113,0.238552
0.533,1,1.66523,0.405875,0.238957
0.534,1,1.66523,0.405636,0.239362
0.535,1,1.66523,0.405397,0.239767
0.536,1,1.66523,0.405157,0.240172
0.537,1,1.66523,0.404918,0.240576
0.538,1,1.66523,0.404677,0.24098
0.539,1,1.66523,0.404437,0.241384
0.54,1,1.66523,0.404196,0.241787
0.541,1,1.66523,0.403954,0.242191
0.542,1,1.66523,0.403712,0.242594
0.543,1,1.66523,0.40347,0.242997
0.544,1,1.66523,0.403228,0.243399
0.545,1,1.66523,0.402984,0.243802
0.546,1,1.66523,0.402741,0.244204
0.547,1,1.66523,0.402497,0.244606
0.548,1,1.66523,0.402253,0.245007
0.549,1,1.66523,0.402008,0.245409
0.55,1,1.66523,0.401763,0.24581
