t,norm,energy,x_avg,y_avg
0,1,1.99858,-1.54273e-17,-5.28524e-18
0.001,1,1.99858,-3.31234e-17,1.56178e-17
0.002,1,1.99858,-7.93924e-18,-2.81742e-17
0.003,1,1.99858,-3.01454e-17,2.37274e-18
0.004,1,1.99858,-4.07666e-17,-2.0612e-17
0.005,1,1.99858,3.96171e-18,-3.45801e-17
0.006,1,1.99858,5.07791e-18,1.50218e-17
0.007,1,1.99858,-5.51058e-18,-3.35596e-17
0.008,1,1.99858,3.77321e-17,-3.08602e-17
0.009,1,1.99858,-1.17937e-17,3.76721e-17
0.01,1,1.99858,-1.87364e-17,1.76732e-17
0.011,1,1.99858,3.47758e-17,-2.28804e-18
0.012,1,1.99858,-5.75477e-17,-1.34174e-17
0.013,1,1.99858,-1.39091e-18,-6.42429e-19
0.014,1,1.99858,-2.19082e-17,-1.58248e-17
0.015,1,1.99858,1.87432e-17,2.35806e-17
0.016,1,1.99858,4.87104e-17,-1.9762e-17
0.017,1,1.99858,-2.11659e-17,-9.87961e-18
0.018,1,1.99858,1.5806e-17,2.47242e-18
0.019,1,1.99858,4.86086e-19,3.62266e-18
0.02,1,1.99858,-3.12736e-18,8.01721e-18
0.021,1,1.99858,-2.81719e-17,5.03683e-18
0.022,1,1.99858,-2.81884e-17,-3.07033e-18
0.023,1,1.99858,9.16708e-18,-1.31252e-18
0.024,1,1.99858,-3.00605e-17,1.30193e-17
0.025,1,1.99858,2.49468e-17,7.67152e-18
0.026,1,1.99858,4.54725e-17,1.74776e-17
0.027,1,1.99858,1.20689e-17,-2.10594e-17
0.028,1,1.99858,-3.99134e-17,-4.73218e-17
0.029,1,1.99858,-1.0874e-17,-2.22812e-17
0.03,1,1.99858,-4.86889e-19,-4.86509e-18
0.031,1,1.99858,-8.09609e-18,-2.20216e-17
0.032,1,1.99858,-4.57601e-18,-4.60381e-17
0.033,1,1.99858,-2.41914e-17,-3.55393e-17
0.034,1,1.99858,9.57867e-19,-4.37156e-17
0.035,1,1.99858,-4.82773e-17,-5.32315e-17
0.036,1,1.99858,-1.74255e-17,-4.1174e-17
0.037,1,1.99858,-5.63209e-17,1.48494e-17
0.038,1,1.99858,1.46586e-17,-2.30145e-17
0.039,1,1.99858,-9.79706e-18,-4.85631e-17
0.04,1,1.99858,-1.0773e-17,-1.75835e-17
0.041,1,1.99858,4.54503e-17,2.60213e-17
0.042,1,1.99858,8.7971e-18,-2.69563e-17
0.043,1,1.99858,-2.15876e-17,-1.38962e-17
0.044,1,1.99858,4.01241e-17,-2.35819e-17
0.045,1,1.99858,-3.86268e-18,3.31372e-18
0.046,1,1.99858,-3.51039e-17,-3.11059e-17
0.047,1,1.99858,-5.54471e-17,-1.58081e-17
0.048,1,1.99858,4.74964e-17,-3.07875e-17
0.049,1,1.99858,8.60026e-18,-7.36028e-18
0.05,1,1.99858,-3.41008e-17,-4.55003e-17
0.051,1,1.99858,1.13941e-17,-1.92473e-17
0.052,1,1.99858,-2.95089e-18,-2.2551e-17
0.053,1,1.99858,-3.43593e-18,-7.63022e-17
0.054,1,1.99858,9.11065e-18,-1.05775e-17
0.055,1,1.99858,2.12688e-17,-4.90913e-17
0.056,1,1.99858,-4.26687e-17,-3.02918e-17
0.057,1,1.99858,-1.67075e-18,-6.17754e-17
0.058,1,1.99858,-2.44253e-17,-2.69005e-17
0.059,1,1.99858,3.08349e-17,-7.95696e-17
0.06,1,1.99858,1.64528e-17,-7.89174e-17
0.061,1,1.99858,3.03053e-17,-1.99047e-17
0.062,1,1.99858,1.80891e-17,-3.72059e-17
0.063,1,1.99858,2.28025e-17,-6.71913e-17
0.064,1,1.99858,-3.59154e-17,-1.84143e-17
0.065,1,1.99858,4.49061e-17,-5.91963e-17
0.066,1,1.99858,-2.12918e-17,-2.80433e-17
0.067,1,1.99858,1.62336e-17,-3.06516e-17
0.068,1,1.99858,-4.26292e-17,-6.55287e-17
0.069,1,1.99858,5.28527e-17,-2.83459e-17
0.07,1,1.99858,2.36416e-18,-2.67874e-17
0.071,1,1.99858,-4.12862e-18,-7.78318e-17
0.072,1,1.99858,6.23504e-18,-2.56223e-17
0.073,1,1.99858,3.06428e-17,-2.60434e-17
0.074,1,1.99858,6.26584e-17,2.13082e-18
0.075,1,1.99858,1.76332e-17,-6.61982e-17
0.076,1,1.99858,-4.17716e-17,-1.33757e-17
0.077,1,1.99858,3.22671e-17,-2.06388e-17
0.078,1,1.99858,1.93709e-17,-3.82451e-17
0.079,1,1.99858,5.12048e-17,-3.50551e-17
0.08,1,1.99858,1.1576e-17,-3.72485e-17
0.081,1,1.99858,1.6449e-17,-4.81579e-17
0.082,1,1.99858,-6.67493e-17,-4.13776e-17
0.083,1,1.99858,-1.96753e-17,-5.14879e-17
0.084,1,1.99858,-6.85203e-17,-3.79512e-17
0.085,1,1.99858,1.19862e-17,-2.87006e-17
0.086,1,1.99858,-2.05833e-17,-2.1238e-17
0.087,1,1.99858,5.14243e-17,-2.88807e-17
0.088,1,1.99858,6.51278e-18,-2.72401e-17
0.089,1,1.99858,7.3776e-17,-2.86869e-17
0.09,1,1.99858,3.60158e-17,5.03408e-18
0.091,1,1.99858,2.41679e-17,-2.15909e-17
0.092,1,1.99858,1.12558e-16,-1.67547e-18
0.093,1,1.99858,2.80054e-17,-2.07076e-17
0.094,1,1.99858,-3.35318e-17,-6.02288e-17
0.095,1,1.99858,-6.94857e-17,-5.04262e-17
0.096,1,1.99858,1.143e-19,-1.21507e-17
0.097,1,1.99858,7.15164e-17,-9.84307e-18
0.098,1,1.99858,-6.3012e-18,-2.26744e-17
0.099,1,1.99858,3.09119e-17,-4.37425e-17
0.1,1,1.99858,5.45057e-17,-1.88479e-17
0.101,1,1.99858,-3.9619e-17,-2.61536e-17
0.102,1,1.99858,1.9768e-17,-1.20419e-18
0.103,1,1.99858,3.89753e-17,-1.59056e-17
0.104,1,1.99858,-3.17941e-17,2.7654e-17
0.105,1,1.99858,1.03517e-16,-1.38139e-17
0.106,1,1.99858,-1.98882e-17,1.19447e-17
0.107,1,1.99858,-6.9509e-17,2.17041e-17
0.108,1,1.99858,4.78055e-17,-4.08217e-17
0.109,1,1.99858,7.73349e-17,2.40768e-17
0.11,1,1.99858,5.09504e-17,1.90629e-17
0.111,1,1.99858,2.82156e-18,-9.80521e-18
0.112,1,1.99858,-1.90129e-17,-6.01009e-18
0.113,1,1.99858,9.56854e-17,-6.43096e-18
0.114,1,1.99858,7.37788e-17,1.75179e-17
0.115,1,1.99858,7.80294e-19,-2.1288e-17
0.116,1,1.99858,-1.50368e-16,1.26145e-17
0.117,1,1.99858,3.52053e-17,8.21188e-18
0.118,1,1.99858,9.13043e-17,-1.3713e-17
0.119,1,1.99858,1.16016e-17,1.08028e-17
0.12,1,1.99858,-1.49283e-17,-2.07363e-18
0.121,1,1.99858,6.88417e-17,2.05067e-17
0.122,1,1.99858,-4.88011e-18,-5.64612e-18
0.123,1,1.99858,1.49106e-16,-1.41886e-17
0.124,1,1.99858,8.83751e-17,1.18518e-17
0.125,1,1.99858,9.66737e-18,2.74826e-17
0.126,1,1.99858,1.97565e-16,1.13469e-17
0.127,1,1.99858,-1.98735e-17,-2.4276e-17
0.128,1,1.99858,7.53136e-18,2.00077e-17
0.129,1,1.99858,8.74842e-17,1.694e-17
0.13,1,1.99858,1.50502e-16,3.43411e-17
0.131,1,1.99858,-3.08701e-17,-1.11152e-18
0.132,1,1.99858,8.3779e-17,-8.35579e-19
0.133,1,1.99858,4.14958e-17,8.44699e-18
0.134,1,1.99858,3.75598e-17,2.99801e-17
0.135,1,1.99858,3.958e-18,7.14828e-19
0.136,1,1.99858,-4.82246e-17,2.35606e-17
0.137,1,1.99858,1.21153e-17,-8.70245e-18
0.138,1,1.99858,9.22831e-17,-1.92696e-17
0.139,1,1.99858,2.03728e-16,8.61705e-19
0.14,1,1.99858,9.55584e-17,-7.09536e-18
0.141,1,1.99858,1.99724e-16,2.67608e-17
0.142,1,1.99858,-3.62196e-17,-1.41766e-17
0.143,1,1.99858,1.24128e-16,4.4657e-19
0.144,1,1.99858,4.49962e-17,3.38986e-17
0.145,1,1.99858,3.47217e-17,1.37388e-17
0.146,1,1.99858,-2.36684e-18,1.8069e-17
0.147,1,1.99858,4.95329e-17,2.04609e-17
0.148,1,1.99858,5.54366e-18,7.30361e-19
0.149,1,1.99858,-5.45806e-18,1.81163e-17
0.15,1,1.99858,-4.10775e-17,-1.26187e-17
0.151,1,1.99858,-1.35484e-17,2.31196e-17
0.152,1,1.99858,2.76342e-17,1.47413e-17
0.153,1,1.99858,9.77982e-18,-1.72032e-17
0.154,1,1.99858,4.66309e-17,1.12316e-17
0.155,1,1.99858,-3.35383e-17,-1.56647e-17
0.156,1,1.99858,6.432e-17,-3.87277e-18
0.157,1,1.99858,9.63473e-17,3.72395e-18
0.158,1,1.99858,-1.42345e-17,1.55123e-17
0.159,1,1.99858,-4.5134e-17,-2.13529e-17
0.16,1,1.99858,1.66707e-17,2.0195e-17
0.161,1,1.99858,-3.70563e-17,1.3848e-17
0.162,1,1.99858,-3.33224e-17,2.58156e-17
0.163,1,1.99858,-1.28073e-16,2.35825e-17
0.164,1,1.99858,3.95288e-17,2.08329e-18
0.165,1,1.99858,-2.64851e-17,2.50412e-17
0.166,1,1.99858,5.90249e-17,4.12473e-17
0.167,1,1.99858,8.29053e-17,4.3275e-17
0.168,1,1.99858,1.86669e-17,-2.03291e-17
0.169,1,1.99858,-1.82162e-17,6.19878e-18
0.17,1,1.99858,1.02926e-17,4.34461e-18
0.171,1,1.99858,-1.40595e-19,-3.12607e-17
0.172,1,1.99858,5.99326e-17,-4.24519e-17
0.173,1,1.99858,-6.34351e-17,-3.21319e-17
0.174,1,1.99858,-9.71625e-17,1.42947e-17
0.175,1,1.99858,7.37468e-17,-4.01516e-17
0.176,1,1.99858,-2.03606e-19,-3.73176e-17
0.177,1,1.99858,1.06513e-16,1.84784e-17
0.178,1,1.99858,-3.20459e-17,4.04358e-19
0.179,1,1.99858,9.06449e-17,-1.1666e-17
0.18,1,1.99858,-1.78358e-17,-3.5039e-17
0.181,1,1.99858,-1.1966e-16,6.82234e-18
0.182,1,1.99858,-1.19673e-16,-6.90236e-18
0.183,1,1.99858,-5.86443e-18,-3.97299e-17
0.184,1,1.99858,2.93988e-17,-1.92507e-17
0.185,1,1.99858,7.25655e-18,-1.66652e-17
0.186,1,1.99858,1.97087e-17,-2.50866e-17
0.187,1,1.99858,1.40008e-16,-4.10796e-17
0.188,1,1.99858,-5.14592e-18,-2.82481e-17
0.189,1,1.99858,-9.17348e-17,-3.16356e-17
0.19,1,1.99858,-2.73872e-17,-3.17972e-17
0.191,1,1.99858,6.07566e-17,-5.62895e-17
0.192,1,1.99858,7.08064e-17,-6.0651e-17
0.193,1,1.99858,-1.72989e-17,-1.80822e-17
0.194,1,1.99858,1.94402e-17,-5.13075e-17
0.195,1,1.99858,2.37259e-17,-4.1467e-17
0.196,1,1.99858,-1.70422e-17,-1.05621e-17
0.197,1,1.99858,2.78802e-17,-1.80403e-17
0.198,1,1.99858,9.10272e-17,-2.31391e-17
0.199,1,1.99858,-6.37218e-17,6.73472e-18
0.2,1,1.99858,-1.05427e-16,2.66423e-17
0.201,1,1.99858,-3.59634e-17,-2.38638e-17
0.202,1,1.99858,2.553e-17,-4.19042e-17
0.203,1,1.99858,1.52392e-16,1.24991e-17
0.204,1,1.99858,4.76058e-17,-1.64201e-17
0.205,1,1.99858,-5.52518e-17,-3.72676e-18
0.206,1,1.99858,-5.02544e-17,-3.72782e-17
0.207,1,1.99858,-3.78352e-17,-5.51157e-17
0.208,1,1.99858,-3.99667e-17,-2.15233e-17
0.209,1,1.99858,-1.59901e-17,-1.17543e-17
0.21,1,1.99858,-3.32862e-17,-2.27068e-17
0.211,1,1.99858,-2.26117e-17,-3.77317e-17
0.212,1,1.99858,-7.22643e-17,-1.25518e-17
0.213,1,1.99858,1.06884e-17,-3.37587e-17
0.214,1,1.99858,-3.57544e-17,-4.71459e-17
0.215,1,1.99858,2.73983e-17,1.82295e-17
0.216,1,1.99858,6.88301e-17,7.95213e-18
0.217,1,1.99858,-4.92779e-17,9.52249e-19
0.218,1,1.99858,-1.94704e-16,1.30483e-17
0.219,1,1.99858,-5.03095e-17,-1.53885e-17
0.22,1,1.99858,-2.33561e-16,-4.53343e-17
0.221,1,1.99858,-1.05132e-18,-3.62882e-18
0.222,1,1.99858,3.21504e-17,-4.21922e-17
0.223,1,1.99858,6.37215e-18,-2.6551e-17
0.224,1,1.99858,-8.4462e-17,-2.08699e-17
0.225,1,1.99858,-8.42116e-17,-2.8549e-17
0.226,1,1.99858,4.45037e-17,-2.19359e-17
