t,min_u,max_u,mass,center_x,center_y,shape_error
5.08,0.00569818563206985,0.194744673830995,1.57079393714643,2.5,2.5,0.738297596742662
5.1,0.00576990167957863,0.194139988845898,1.57079393714643,2.5,2.5,0.739086413666985
5.12,0.00584199404642215,0.193539089539605,1.57079393714643,2.5,2.5,0.739871048457151
5.14,0.00591445967934188,0.192941941265303,1.57079393714643,2.5,2.5,0.740651535285109
5.16,0.00598729551236091,0.192348509810569,1.57079393714643,2.5,2.5,0.741427907907304
5.18,0.00606049846744026,0.191758761390608,1.57079393714643,2.5,2.5,0.742200199671084
5.2,0.00613406545512534,0.191172662641627,1.57079393714643,2.5,2.5,0.742968443520981
5.22,0.00620799337518264,0.19059018061432,1.57079393714643,2.5,2.5,0.743732672004888
5.24,0.00628227911722664,0.19001128276748,1.57079393714643,2.5,2.5,0.744492917280126
5.26,0.00635691956133699,0.18943593696172,1.57079393714643,2.5,2.5,0.745249211119413
5.28,0.00643191157866597,0.188864111453314,1.57079393714643,2.5,2.5,0.746001584916716
5.3,0.00650725203203619,0.188295774888148,1.57079393714643,2.5,2.5,0.746750069693006
5.32,0.00658293777652887,0.187730896295774,1.57079393714643,2.5,2.5,0.747494696101925
5.34,0.00665896566006231,0.18716944508358,1.57079393714643,2.5,2.5,0.74823549443533
5.36,0.00673533252396099,0.186611391031058,1.57079393714643,2.5,2.5,0.748972494628769
5.38,0.00681203520351511,0.186056704284178,1.57079393714643,2.5,2.5,0.749705726266839
5.4,0.00688907052853069,0.185505355349858,1.57079393714643,2.5,2.5,0.750435218588469
5.42,0.00696643532387037,0.184957315090538,1.57079393714643,2.5,2.5,0.751161000492097
5.44,0.00704412640998481,0.184412554718846,1.57079393714642,2.5,2.5,0.751883100540773
5.46,0.00712214060343492,0.183871045792357,1.57079393714642,2.5,2.5,0.752601546967165
5.48,0.00720047471740481,0.183332760208449,1.57079393714642,2.5,2.5,0.753316367678477
5.5,0.00727912556220569,0.182797670199246,1.57079393714642,2.5,2.5,0.754027590261291
5.52,0.00735808994577071,0.182265748326651,1.57079393714642,2.5,2.5,0.754735241986325
5.54,0.00743736467414076,0.181736967477461,1.57079393714642,2.5,2.5,0.755439349813104
5.56,0.00751694655194139,0.181211300858578,1.57079393714642,2.5,2.5,0.756139940394558
5.58,0.00759683238285093,0.180688721992289,1.57079393714642,2.5,2.5,0.756837040081534
5.6,0.00767701897005973,0.180169204711638,1.57079393714642,2.5,2.5,0.757530674927246
5.62,0.00775750311672083,0.179652723155878,1.57079393714642,2.5,2.5,0.758220870691633
5.64,0.00783828162639192,0.17913925176599,1.57079393714642,2.5,2.5,0.75890765284565
5.66,0.00791935130346885,0.178628765280294,1.57079393714642,2.5,2.5,0.759591046575499
5.68,0.00800070895361057,0.178121238730124,1.57079393714642,2.5,2.5,0.760271076786763
5.7,0.00808235138415582,0.177616647435584,1.57079393714642,2.5,2.5,0.760947768108493
5.72,0.00816427540453145,0.17711496700137,1.57079393714642,2.5,2.5,0.761621144897215
5.74,0.00824647782665253,0.176616173312667,1.57079393714642,2.5,2.5,0.762291231240882
5.76,0.00832895546531433,0.176120242531117,1.57079393714642,2.5,2.5,0.762958050962736
5.78,0.00841170513857631,0.175627151090848,1.57079393714642,2.5,2.5,0.763621627625134
5.8,0.00849472366813806,0.17513687569458,1.57079393714642,2.5,2.5,0.764281984533293
5.82,0.00857800787970747,0.174649393309785,1.57079393714642,2.5,2.5,0.764939144738972
5.84,0.00866155460336101,0.174164681164923,1.57079393714642,2.5,2.5,0.765593131044108
5.86,0.00874536067389638,0.173682716745733,1.57079393714642,2.5,2.5,0.766243966004367
5.88,0.00882942293117753,0.173203477791585,1.57079393714642,2.5,2.5,0.766891671932665
5.9,0.00891373822047211,0.1727269422919,1.57079393714642,2.5,2.5,0.767536270902608
5.92,0.00899830339278153,0.172253088482625,1.57079393714642,2.5,2.5,0.768177784751887
5.94,0.00908311530516368,0.171781894842764,1.57079393714642,2.5,2.5,0.768816235085609
5.96,0.00916817082104833,0.171313340090968,1.57079393714642,2.5,2.5,0.769451643279585
5.98,0.00925346681054539,0.170847403182186,1.57079393714642,2.5,2.5,0.770084030483553
6,0.00933900015074608,0.170384063304363,1.57079393714642,2.5,2.5,0.77071341762435
