t,min_u,max_u,mass,center_x,center_y,shape_error
1.96,8.33538109020324e-05,0.383870869768488,1.57079393714647,4.45985801084055,4.45985801084055,0.521446919269907
1.98,8.69093608420136e-05,0.379917587307702,1.57079393714647,4.47985656197158,4.47985656197158,0.523929562828804
2,9.16247978223082e-05,0.375583753951307,1.57079393714647,4.49985511310261,4.49985511310261,0.526386320781843
2.02,9.76268295573844e-05,0.375130748264091,1.57079393714647,4.51985366423363,4.51985366423363,0.528817603049985
2.04,0.000105069863692,0.374467835705824,1.57079393714647,4.53985221536466,4.53985221536466,0.531223828427482
2.06,0.000114138929513094,0.373357003149133,1.57079393714647,4.55985076649568,4.55985076649568,0.533605398092906
2.08,0.000125052862038328,0.371810288720097,1.57079393714647,4.57984931762671,4.57984931762671,0.535962704772145
2.1,0.00013527242702404,0.369840941591396,1.57079393714647,4.59984786875774,4.59984786875774,0.538296132961621
2.12,0.000136174364393979,0.367463310671966,1.57079393714647,4.61984641988876,4.61984641988876,0.540606059146451
2.14,0.00013845809918966,0.364692732141724,1.57079393714647,4.63984497101979,4.63984497101979,0.542892852013838
2.16,0.000142197014084312,0.361545416699352,1.57079393714647,4.65984352215081,4.65984352215082,0.545156872662102
2.18,0.000147490417834316,0.358038337335833,1.57079393714647,4.67984207328184,4.67984207328184,0.547398474805849
2.2,0.000154465722160059,0.354189118387719,1.57079393714647,4.69984062441287,4.69984062441287,0.549618004977927
2.22,0.000163280861303431,0.353784807365388,1.57079393714647,4.71983917554389,4.71983917554389,0.551815791410568
2.24,0.000174126948431335,0.353196201629691,1.57079393714647,4.73983772667492,4.73983772667492,0.553992177197649
2.26,0.000187231160659695,0.352209163031182,1.57079393714647,4.75983627780594,4.75983627780594,0.556147487874445
2.28,0.000202859841803308,0.350833779615538,1.57079393714647,4.77983482893697,4.77983482893697,0.558282042487571
2.3,0.000217562774311216,0.349081174610067,1.57079393714647,4.799833380068,4.799833380068,0.560396153755296
2.32,0.000218840678081448,0.346963417630563,1.57079393714647,4.81983193119902,4.81983193119902,0.562490128225446
2.34,0.000222074538907995,0.344493434631752,1.57079393714647,4.83983048233005,4.83983048233005,0.564564266431067
2.36,0.000227351631871165,0.341684917274897,1.57079393714647,4.85982903346108,4.85982903346108,0.566618863044132
2.38,0.000234790508866006,0.338552232348483,1.57079393714647,4.8798275845921,4.8798275845921,0.568654207027706
2.4,0.00024454311554995,0.335110331837267,1.57079393714647,4.89982613572313,4.89982613572313,0.570670581787129
2.42,0.000256797120868108,0.334747493490725,1.57079393714647,4.91982468685415,4.91982468685415,0.572668251913299
2.44,0.000271778447357427,0.33422128914221,1.57079393714647,4.93982323798518,4.93982323798518,0.574647502470016
2.46,0.00028975398815567,0.333338341424563,1.57079393714647,4.95982178911621,4.95982178911621,0.576608600370775
2.48,0.000311034494192758,0.33210718929276,1.57079393714647,4.97982034024723,4.97982034024723,0.578551807476581
2.5,0.000331175985616127,0.330537263183303,1.57079393714647,4.99981889137826,4.99981889137826,0.580477380712919
2.52,0.000332895211391412,0.328638813314296,1.57079393714647,0.0198174425092831,0.0198174425092844,0.582385572186114
2.54,0.000337252641923654,0.326422836731107,1.57079393714647,0.0398159936403091,0.0398159936403102,0.584276629299193
2.56,0.000344347555886935,0.323901003626241,1.57079393714647,0.0598145447713351,0.0598145447713358,0.586150794867398
2.58,0.000354315573644917,0.321085583436077,1.57079393714647,0.0798130959023613,0.0798130959023618,0.588008307233774
2.6,0.000367330621020783,0.317989371188646,1.57079393714647,0.0998116470333873,0.0998116470333889,0.589849400385276
2.62,0.000383607071186978,0.317662100857316,1.57079393714647,0.119810198164413,0.119810198164415,0.591674288511943
2.64,0.000403402048562421,0.317188820300405,1.57079393714647,0.139808749295439,0.13980874929544,0.593483211623965
2.66,0.000427017876586555,0.316394249337726,1.57079393714647,0.159807300426465,0.159807300426467,0.595276390543212
2.68,0.000454804649133371,0.315285680536042,1.57079393714647,0.179805851557491,0.179805851557493,0.597054042109911
2.7,0.000481283913317981,0.313871179467457,1.57079393714647,0.199804402688518,0.199804402688519,0.598816379269075
2.72,0.000483500285965928,0.312159526176222,1.57079393714647,0.219802953819544,0.219802953819545,0.600563611157596
2.74,0.0004891347022188,0.310160155446682,1.57079393714647,0.23980150495057,0.239801504950571,0.602295943192027
2.76,0.000498295934029961,0.307883096291626,1.57079393714647,0.259800056081596,0.259800056081597,0.604013577157211
2.78,0.000511133686197878,0.305338911062161,1.57079393714647,0.279798607212622,0.279798607212623,0.605716711296077
2.8,0.000527840337198891,0.30253863456007,1.57079393714647,0.299797158343648,0.29979715834365,0.607405540401034
2.82,0.000548652822209316,0.302242069487275,1.57079393714647,0.319795709474674,0.319795709474674,0.609080238166231
2.84,0.000573854639479311,0.30181407136298,1.57079393714647,0.3397942606057,0.339794260605701,0.610741009248384
2.86,0.000603777959522958,0.301095187542913,1.57079393714647,0.359792811736726,0.359792811736727,0.612388037772544
2.88,0.000638805814869336,0.30009169626848,1.57079393714647,0.379791362867752,0.379791362867754,0.614021504694845
2.9,0.00067242581375845,0.298810550291286,1.57079393714647,0.399789913998777,0.399789913998779,0.61564158786693
2.92,0.000675183452123219,0.297259328616351,1.57079393714647,0.419788465129804,0.419788465129805,0.61724846210198
