# t b1 d1 e1 b2 d2 e2 b3 d3 e3 
0.081 0.00599844 -0.0413172 0.00930447 0.000901384 -0.0303561 0.00103215 -2.86421e-05 0.00310394 4.22978e-06
0.0811667 0.00599156 -0.0412698 0.00928314 0.000896338 -0.0301865 0.00102064 -2.81278e-05 0.00306791 4.10937e-06
0.0813333 0.00598468 -0.0412225 0.00926185 0.000891321 -0.0300178 0.00100925 -2.76195e-05 0.00303203 3.99173e-06
0.0815 0.00597782 -0.0411752 0.00924061 0.000886333 -0.02985 0.000997984 -2.71171e-05 0.00299629 3.87684e-06
0.0816667 0.00597096 -0.0411279 0.00921941 0.000881371 -0.0296832 0.000986847 -2.66207e-05 0.00296071 3.76463e-06
0.0818333 0.00596411 -0.0410808 0.00919827 0.000876438 -0.0295173 0.000975835 -2.61302e-05 0.00292529 3.65507e-06
0.082 0.00595726 -0.0410336 0.00917718 0.000871532 -0.0293524 0.000964945 -2.56456e-05 0.00289004 3.54812e-06
0.0821667 0.00595043 -0.0409866 0.00915613 0.000866654 -0.0291883 0.000954176 -2.51669e-05 0.00285496 3.44373e-06
0.0823333 0.0059436 -0.0409395 0.00913513 0.000861803 -0.0290252 0.000943528 -2.4694e-05 0.00282005 3.34186e-06
0.0825 0.00593678 -0.0408926 0.00911418 0.000856979 -0.0288629 0.000932998 -2.42268e-05 0.00278532 3.24247e-06
0.0826667 0.00592997 -0.0408457 0.00909328 0.000852182 -0.0287016 0.000922585 -2.37655e-05 0.00275078 3.14551e-06
0.0828333 0.00592317 -0.0407988 0.00907243 0.000847412 -0.0285412 0.000912289 -2.33099e-05 0.00271642 3.05094e-06
0.083 0.00591637 -0.040752 0.00905162 0.000842668 -0.0283816 0.000902107 -2.286e-05 0.00268225 2.95871e-06
0.0831667 0.00590958 -0.0407053 0.00903086 0.000837951 -0.028223 0.000892039 -2.24158e-05 0.00264828 2.86879e-06
0.0833333 0.0059028 -0.0406586 0.00901015 0.000833261 -0.0280652 0.000882083 -2.19773e-05 0.00261451 2.78114e-06
0.0835 0.00589603 -0.0406119 0.00898949 0.000828596 -0.0279083 0.000872238 -2.15443e-05 0.00258093 2.6957e-06
0.0836667 0.00588926 -0.0405653 0.00896887 0.000823958 -0.0277523 0.000862503 -2.1117e-05 0.00254757 2.61245e-06
0.0838333 0.00588251 -0.0405188 0.0089483 0.000819345 -0.0275971 0.000852877 -2.06951e-05 0.00251441 2.53133e-06
0.084 0.00587576 -0.0404723 0.00892778 0.000814759 -0.0274428 0.000843357 -2.02788e-05 0.00248146 2.45232e-06
0.0841667 0.00586902 -0.0404259 0.0089073 0.000810198 -0.0272894 0.000833944 -1.9868e-05 0.00244873 2.37536e-06
0.0843333 0.00586228 -0.0403795 0.00888688 0.000805662 -0.0271368 0.000824636 -1.94626e-05 0.00241621 2.30041e-06
0.0845 0.00585556 -0.0403332 0.0088665 0.000801152 -0.0269851 0.000815432 -1.90626e-05 0.00238391 2.22744e-06
0.0846667 0.00584884 -0.0402869 0.00884616 0.000796667 -0.0268342 0.00080633 -1.86679e-05 0.00235184 2.15642e-06
0.0848333 0.00584213 -0.0402407 0.00882587 0.000792207 -0.0266842 0.00079733 -1.82786e-05 0.00231999 2.08728e-06
0.085 0.00583543 -0.0401945 0.00880563 0.000787772 -0.026535 0.00078843 -1.78946e-05 0.00228836 2.02001e-06
0.0851667 0.00582873 -0.0401484 0.00878544 0.000783362 -0.0263866 0.00077963 -1.75159e-05 0.00225697 1.95456e-06
0.0853333 0.00582204 -0.0401024 0.00876529 0.000778977 -0.0262391 0.000770927 -1.71423e-05 0.00222581 1.8909e-06
0.0855 0.00581536 -0.0400564 0.00874519 0.000774616 -0.0260923 0.000762322 -1.67739e-05 0.00219487 1.82898e-06
0.0856667 0.00580869 -0.0400104 0.00872513 0.00077028 -0.0259464 0.000753812 -1.64107e-05 0.00216418 1.76877e-06
0.0858333 0.00580203 -0.0399645 0.00870512 0.000765967 -0.0258013 0.000745398 -1.60525e-05 0.00213372 1.71023e-06
0.086 0.00579537 -0.0399187 0.00868516 0.000761679 -0.025657 0.000737077 -1.56994e-05 0.0021035 1.65332e-06
0.0861667 0.00578872 -0.0398729 0.00866524 0.000757415 -0.0255135 0.000728849 -1.53514e-05 0.00207351 1.59802e-06
0.0863333 0.00578208 -0.0398271 0.00864537 0.000753175 -0.0253709 0.000720713 -1.50083e-05 0.00204377 1.54428e-06
0.0865 0.00577544 -0.0397814 0.00862554 0.000748958 -0.025229 0.000712668 -1.46701e-05 0.00201427 1.49208e-06
0.0866667 0.00576882 -0.0397358 0.00860576 0.000744765 -0.0250879 0.000704712 -1.43368e-05 0.00198502 1.44137e-06
0.0868333 0.0057622 -0.0396902 0.00858602 0.000740595 -0.0249476 0.000696845 -1.40084e-05 0.001956 1.39212e-06
0.087 0.00575559 -0.0396447 0.00856633 0.000736449 -0.024808 0.000689066 -1.36848e-05 0.00192724 1.3443e-06
0.0871667 0.00574898 -0.0395992 0.00854669 0.000732326 -0.0246693 0.000681374 -1.3366e-05 0.00189872 1.29788e-06
0.0873333 0.00574239 -0.0395538 0.00852709 0.000728226 -0.0245313 0.000673767 -1.30519e-05 0.00187045 1.25282e-06
0.0875 0.0057358 -0.0395084 0.00850753 0.000724149 -0.0243941 0.000666246 -1.27425e-05 0.00184243 1.20909e-06
0.0876667 0.00572922 -0.0394631 0.00848802 0.000720095 -0.0242576 0.000658808 -1.24378e-05 0.00181465 1.16666e-06
0.0878333 0.00572264 -0.0394178 0.00846855 0.000716063 -0.0241219 0.000651453 -1.21376e-05 0.00178713 1.1255e-06
0.088 0.00571608 -0.0393726 0.00844913 0.000712054 -0.023987 0.00064418 -1.18421e-05 0.00175986 1.08559e-06
0.0881667 0.00570952 -0.0393274 0.00842976 0.000708067 -0.0238528 0.000636989 -1.1551e-05 0.00173283 1.04688e-06
0.0883333 0.00570297 -0.0392823 0.00841042 0.000704103 -0.0237194 0.000629878 -1.12645e-05 0.00170606 1.00935e-06
0.0885 0.00569643 -0.0392372 0.00839113 0.000700161 -0.0235867 0.000622845 -1.09823e-05 0.00167954 9.72965e-07
0.0886667 0.00568989 -0.0391922 0.00837189 0.000696241 -0.0234548 0.000615892 -1.07046e-05 0.00165327 9.37708e-07
0.0888333 0.00568336 -0.0391472 0.00835269 0.000692343 -0.0233236 0.000609016 -1.04313e-05 0.00162726 9.03545e-07
0.089 0.00567684 -0.0391023 0.00833353 0.000688466 -0.0231931 0.000602217 -1.01622e-05 0.00160149 8.70448e-07
0.0891667 0.00567033 -0.0390575 0.00831442 0.000684612 -0.0230633 0.000595493 -9.89742e-06 0.00157598 8.38391e-07
0.0893333 0.00566382 -0.0390127 0.00829535 0.000680778 -0.0229343 0.000588845 -9.63687e-06 0.00155072 8.07348e-07
0.0895 0.00565732 -0.0389679 0.00827633 0.000676967 -0.022806 0.000582271 -9.38051e-06 0.00152571 7.77291e-07
0.0896667 0.00565083 -0.0389232 0.00825735 0.000673176 -0.0226784 0.00057577 -9.1283e-06 0.00150096 7.48196e-07
0.0898333 0.00564435 -0.0388785 0.00823841 0.000669407 -0.0225515 0.000569341 -8.88019e-06 0.00147645 7.20038e-07
0.09 0.00563787 -0.0388339 0.00821952 0.000665659 -0.0224254 0.000562985 -8.63615e-06 0.0014522 6.92791e-07
0.0901667 0.0056314 -0.0387894 0.00820067 0.000661932 -0.0222999 0.000556699 -8.39613e-06 0.0014282 6.66432e-07
0.0903333 0.00562494 -0.0387449 0.00818186 0.000658226 -0.0221751 0.000550483 -8.16008e-06 0.00140445 6.40937e-07
0.0905 0.00561849 -0.0387004 0.0081631 0.000654541 -0.0220511 0.000544337 -7.92798e-06 0.00138095 6.16283e-07
0.0906667 0.00561204 -0.038656 0.00814438 0.000650876 -0.0219277 0.00053826 -7.69977e-06 0.0013577 5.92447e-07
0.0908333 0.0056056 -0.0386117 0.0081257 0.000647231 -0.021805 0.00053225 -7.47541e-06 0.0013347 5.69407e-07
0.091 0.00559917 -0.0385674 0.00810706 0.000643607 -0.021683 0.000526307 -7.25487e-06 0.00131194 5.47141e-07
0.0911667 0.00559275 -0.0385231 0.00808847 0.000640004 -0.0215617 0.000520431 -7.0381e-06 0.00128944 5.25628e-07
0.0913333 0.00558633 -0.0384789 0.00806992 0.00063642 -0.021441 0.00051462 -6.82506e-06 0.00126718 5.04846e-07
0.0915 0.00557992 -0.0384348 0.00805141 0.000632857 -0.021321 0.000508874 -6.6157e-06 0.00124517 4.84776e-07
0.0916667 0.00557352 -0.0383907 0.00803295 0.000629313 -0.0212017 0.000503192 -6.41e-06 0.00122341 4.65396e-07
0.0918333 0.00556713 -0.0383466 0.00801453 0.000625789 -0.0210831 0.000497574 -6.2079e-06 0.00120189 4.46688e-07
0.092 0.00556074 -0.0383026 0.00799615 0.000622285 -0.0209651 0.000492018 -6.00937e-06 0.00118062 4.28633e-07
0.0921667 0.00555436 -0.0382587 0.00797781 0.000618801 -0.0208478 0.000486524 -5.81436e-06 0.00115959 4.11211e-07
0.0923333 0.00554799 -0.0382148 0.00795951 0.000615336 -0.0207311 0.000481092 -5.62284e-06 0.0011388 3.94404e-07
0.0925 0.00554162 -0.038171 0.00794126 0.000611891 -0.0206151 0.00047572 -5.43476e-06 0.00111826 3.78194e-07
0.0926667 0.00553526 -0.0381272 0.00792304 0.000608464 -0.0204998 0.000470408 -5.25008e-06 0.00109795 3.62563e-07
0.0928333 0.00552891 -0.0380834 0.00790487 0.000605057 -0.0203851 0.000465155 -5.06877e-06 0.00107789 3.47496e-07
0.093 0.00552257 -0.0380397 0.00788674 0.000601669 -0.020271 0.000459962 -4.89079e-06 0.00105806 3.32973e-07
0.0931667 0.00551623 -0.0379961 0.00786866 0.0005983 -0.0201575 0.000454826 -4.71609e-06 0.00103847 3.18981e-07
0.0933333 0.0055099 -0.0379525 0.00785061 0.00059495 -0.0200447 0.000449747 -4.54463e-06 0.00101912 3.05501e-07
0.0935 0.00550358 -0.037909 0.00783261 0.000591619 -0.0199326 0.000444725 -4.37638e-06 0.001 2.92519e-07
0.0936667 0.00549727 -0.0378655 0.00781464 0.000588306 -0.019821 0.000439759 -4.2113e-06 0.00098112 2.8002e-07
0.0938333 0.00549096 -0.037822 0.00779672 0.000585012 -0.0197101 0.000434849 -4.04934e-06 0.00096247 2.67988e-07
0.094 0.00548466 -0.0377786 0.00777884 0.000581736 -0.0195998 0.000429993 -3.89047e-06 0.000944052 2.56409e-07
0.0941667 0.00547837 -0.0377353 0.007761 0.000578479 -0.0194901 0.000425191 -3.73466e-06 0.000925864 2.45269e-07
0.0943333 0.00547208 -0.037692 0.0077432 0.000575239 -0.019381 0.000420443 -3.58185e-06 0.000907906 2.34554e-07
0.0945 0.0054658 -0.0376487 0.00772544 0.000572018 -0.0192725 0.000415749 -3.43202e-06 0.000890175 2.24251e-07
0.0946667 0.00545953 -0.0376055 0.00770773 0.000568815 -0.0191647 0.000411106 -3.28513e-06 0.000872671 2.14346e-07
0.0948333 0.00545327 -0.0375624 0.00769005 0.00056563 -0.0190574 0.000406515 -3.14113e-06 0.000855392 2.04827e-07
0.095 0.00544701 -0.0375193 0.00767241 0.000562463 -0.0189507 0.000401976 -3e-06 0.000838336 1.95681e-07
0.0951667 0.00544076 -0.0374763 0.00765482 0.000559313 -0.0188447 0.000397487 -2.86169e-06 0.000821503 1.86896e-07
0.0953333 0.00543452 -0.0374333 0.00763726 0.000556181 -0.0187392 0.000393049 -2.72616e-06 0.000804891 1.78461e-07
0.0955 0.00542828 -0.0373903 0.00761975 0.000553067 -0.0186343 0.000388659 -2.59339e-06 0.000788499 1.70363e-07
0.0956667 0.00542205 -0.0373474 0.00760227 0.00054997 -0.01853 0.000384319 -2.46333e-06 0.000772324 1.62592e-07
0.0958333 0.00541583 -0.0373046 0.00758484 0.00054689 -0.0184263 0.000380028 -2.33595e-06 0.000756366 1.55136e-07
0.096 0.00540962 -0.0372618 0.00756744 0.000543828 -0.0183232 0.000375784 -2.21121e-06 0.000740623 1.47985e-07
0.0961667 0.00540341 -0.037219 0.00755009 0.000540782 -0.0182206 0.000371588 -2.08907e-06 0.000725093 1.41128e-07
0.0963333 0.00539721 -0.0371763 0.00753277 0.000537754 -0.0181186 0.000367438 -1.96951e-06 0.000709776 1.34557e-07
0.0965 0.00539102 -0.0371337 0.0075155 0.000534743 -0.0180172 0.000363335 -1.85248e-06 0.000694669 1.28259e-07
0.0966667 0.00538483 -0.0370911 0.00749826 0.000531748 -0.0179164 0.000359277 -1.73795e-06 0.000679771 1.22227e-07
0.0968333 0.00537866 -0.0370485 0.00748106 0.000528771 -0.0178161 0.000355265 -1.62589e-06 0.00066508 1.16451e-07
0.097 0.00537249 -0.037006 0.00746391 0.00052581 -0.0177163 0.000351298 -1.51626e-06 0.000650595 1.10922e-07
0.0971667 0.00536632 -0.0369635 0.00744679 0.000522865 -0.0176172 0.000347375 -1.40903e-06 0.000636314 1.05631e-07
0.0973333 0.00536016 -0.0369211 0.00742971 0.000519937 -0.0175186 0.000343496 -1.30415e-06 0.000622236 1.0057e-07
0.0975 0.00535401 -0.0368788 0.00741267 0.000517026 -0.0174205 0.00033966 -1.20161e-06 0.000608359 9.57305e-08
0.0976667 0.00534787 -0.0368365 0.00739567 0.00051413 -0.017323 0.000335867 -1.10137e-06 0.000594681 9.11042e-08
0.0978333 0.00534174 -0.0367942 0.00737871 0.000511251 -0.017226 0.000332116 -1.00339e-06 0.000581201 8.66837e-08
0.098 0.00533561 -0.036752 0.00736179 0.000508388 -0.0171296 0.000328407 -9.07635e-07 0.000567917 8.24612e-08
0.0981667 0.00532948 -0.0367098 0.00734491 0.000505541 -0.0170337 0.00032474 -8.14081e-07 0.000554827 7.84296e-08
0.0983333 0.00532337 -0.0366677 0.00732806 0.00050271 -0.0169384 0.000321113 -7.22692e-07 0.000541931 7.45816e-08
0.0985 0.00531726 -0.0366256 0.00731126 0.000499895 -0.0168435 0.000317527 -6.33437e-07 0.000529225 7.09105e-08
0.0986667 0.00531116 -0.0365836 0.00729449 0.000497096 -0.0167492 0.000313981 -5.46284e-07 0.000516709 6.74094e-08
0.0988333 0.00530507 -0.0365416 0.00727776 0.000494312 -0.0166555 0.000310475 -4.61201e-07 0.00050438 6.4072e-08
0.099 0.00529898 -0.0364997 0.00726107 0.000491544 -0.0165622 0.000307007 -3.78157e-07 0.000492238 6.08919e-08
0.0991667 0.0052929 -0.0364578 0.00724442 0.000488792 -0.0164695 0.000303579 -2.97122e-07 0.00048028 5.78632e-08
0.0993333 0.00528683 -0.036416 0.0072278 0.000486054 -0.0163773 0.000300188 -2.18064e-07 0.000468505 5.49797e-08
0.0995 0.00528076 -0.0363742 0.00721123 0.000483332 -0.0162857 0.000296836 -1.40954e-07 0.000456911 5.22359e-08
0.0996667 0.0052747 -0.0363325 0.00719469 0.000480626 -0.0161945 0.000293521 -6.57607e-08 0.000445496 4.96262e-08
0.0998333 0.00526865 -0.0362908 0.00717819 0.000477934 -0.0161038 0.000290243 7.54483e-09 0.000434259 4.71453e-08
0.1 0.00526261 -0.0362492 0.00716172 0.000475258 -0.0160137 0.000287002 7.89923e-08 0.000423198 4.4788e-08
0.100167 0.00525657 -0.0362076 0.0071453 0.000472596 -0.015924 0.000283796 1.48611e-07 0.000412311 4.25492e-08
0.100333 0.00525054 -0.036166 0.00712891 0.00046995 -0.0158349 0.000280627 2.16429e-07 0.000401597 4.04241e-08
0.1005 0.00524451 -0.0361245 0.00711256 0.000467318 -0.0157462 0.000277493 2.82477e-07 0.000391054 3.8408e-08
0.100667 0.0052385 -0.0360831 0.00709625 0.000464701 -0.0156581 0.000274394 3.46781e-07 0.00038068 3.64963e-08
0.100833 0.00523249 -0.0360417 0.00707998 0.000462099 -0.0155704 0.000271329 4.0937e-07 0.000370474 3.46847e-08
0.101 0.00522648 -0.0360003 0.00706374 0.000459511 -0.0154832 0.000268299 4.70272e-07 0.000360433 3.2969e-08
0.101167 0.00522049 -0.035959 0.00704754 0.000456938 -0.0153966 0.000265303 5.29514e-07 0.000350557 3.1345e-08
0.101333 0.0052145 -0.0359178 0.00703138 0.000454379 -0.0153104 0.00026234 5.87124e-07 0.000340843 2.98088e-08
0.1015 0.00520851 -0.0358766 0.00701525 0.000451834 -0.0152246 0.00025941 6.43129e-07 0.00033129 2.83565e-08
0.101667 0.00520254 -0.0358354 0.00699916 0.000449304 -0.0151394 0.000256513 6.97554e-07 0.000321896 2.69844e-08
0.101833 0.00519657 -0.0357943 0.00698311 0.000446788 -0.0150547 0.000253648 7.50427e-07 0.000312659 2.56891e-08
0.102 0.00519061 -0.0357532 0.0069671 0.000444286 -0.0149704 0.000250815 8.01774e-07 0.000303579 2.44671e-08
0.102167 0.00518465 -0.0357122 0.00695112 0.000441798 -0.0148866 0.000248014 8.5162e-07 0.000294652 2.3315e-08
0.102333 0.0051787 -0.0356712 0.00693518 0.000439323 -0.0148032 0.000245244 8.99991e-07 0.000285878 2.22296e-08
0.1025 0.00517276 -0.0356303 0.00691927 0.000436863 -0.0147203 0.000242505 9.46913e-07 0.000277254 2.12079e-08
0.102667 0.00516682 -0.0355894 0.0069034 0.000434417 -0.0146379 0.000239797 9.92409e-07 0.000268779 2.02469e-08
0.102833 0.0051609 -0.0355486 0.00688757 0.000431984 -0.014556 0.000237119 1.03651e-06 0.000260452 1.93438e-08
0.103 0.00515497 -0.0355078 0.00687178 0.000429565 -0.0144745 0.000234471 1.07923e-06 0.000252271 1.84958e-08
0.103167 0.00514906 -0.0354671 0.00685602 0.000427159 -0.0143934 0.000231852 1.1206e-06 0.000244234 1.77002e-08
0.103333 0.00514315 -0.0354264 0.00684029 0.000424767 -0.0143128 0.000229263 1.16064e-06 0.000236339 1.69544e-08
0.1035 0.00513725 -0.0353857 0.0068246 0.000422388 -0.0142327 0.000226702 1.19938e-06 0.000228585 1.62561e-08
0.103667 0.00513136 -0.0353451 0.00680895 0.000420023 -0.014153 0.00022417 1.23683e-06 0.00022097 1.56029e-08
0.103833 0.00512547 -0.0353046 0.00679334 0.00041767 -0.0140738 0.000221666 1.27303e-06 0.000213493 1.49925e-08
0.104 0.00511959 -0.0352641 0.00677776 0.000415331 -0.013995 0.000219191 1.308e-06 0.000206152 1.44226e-08
0.104167 0.00511372 -0.0352236 0.00676221 0.000413005 -0.0139166 0.000216743 1.34175e-06 0.000198945 1.38913e-08
0.104333 0.00510785 -0.0351832 0.00674671 0.000410693 -0.0138387 0.000214322 1.37431e-06 0.000191871 1.33965e-08
0.1045 0.00510199 -0.0351428 0.00673123 0.000408393 -0.0137612 0.000211928 1.40571e-06 0.000184928 1.29362e-08
0.104667 0.00509613 -0.0351025 0.0067158 0.000406105 -0.0136842 0.000209561 1.43596e-06 0.000178115 1.25087e-08
0.104833 0.00509029 -0.0350622 0.00670039 0.000403831 -0.0136075 0.000207221 1.46508e-06 0.00017143 1.2112e-08
0.105 0.00508445 -0.035022 0.00668503 0.00040157 -0.0135314 0.000204907 1.4931e-06 0.000164871 1.17446e-08
0.105167 0.00507861 -0.0349818 0.0066697 0.000399321 -0.0134556 0.000202618 1.52004e-06 0.000158437 1.14047e-08
0.105333 0.00507279 -0.0349417 0.0066544 0.000397084 -0.0133803 0.000200355 1.54591e-06 0.000152126 1.10909e-08
0.1055 0.00506697 -0.0349016 0.00663914 0.000394861 -0.0133053 0.000198117 1.57074e-06 0.000145937 1.08015e-08
0.105667 0.00506115 -0.0348615 0.00662391 0.000392649 -0.0132308 0.000195905 1.59456e-06 0.000139869 1.05352e-08
0.105833 0.00505534 -0.0348215 0.00660872 0.00039045 -0.0131568 0.000193717 1.61737e-06 0.000133919 1.02906e-08
0.106 0.00504954 -0.0347816 0.00659356 0.000388264 -0.0130831 0.000191553 1.6392e-06 0.000128086 1.00664e-08
0.106167 0.00504375 -0.0347417 0.00657844 0.000386089 -0.0130098 0.000189414 1.66006e-06 0.000122369 9.86125e-09
0.106333 0.00503796 -0.0347018 0.00656336 0.000383927 -0.012937 0.000187298 1.67999e-06 0.000116766 9.67401e-09
0.1065 0.00503218 -0.034662 0.0065483 0.000381777 -0.0128645 0.000185206 1.69898e-06 0.000111276 9.50353e-09
0.106667 0.00502641 -0.0346222 0.00653329 0.000379639 -0.0127925 0.000183138 1.71708e-06 0.000105897 9.34869e-09
0.106833 0.00502064 -0.0345825 0.0065183 0.000377513 -0.0127209 0.000181092 1.73428e-06 0.000100628 9.20846e-09
0.107 0.00501488 -0.0345428 0.00650335 0.000375399 -0.0126497 0.00017907 1.75062e-06 9.54669e-05 9.08184e-09
0.107167 0.00500913 -0.0345032 0.00648844 0.000373296 -0.0125788 0.00017707 1.76611e-06 9.04128e-05 8.96787e-09
0.107333 0.00500338 -0.0344636 0.00647356 0.000371206 -0.0125084 0.000175092 1.78076e-06 8.5464e-05 8.86564e-09
0.1075 0.00499764 -0.0344241 0.00645871 0.000369127 -0.0124384 0.000173136 1.79459e-06 8.06193e-05 8.7743e-09
0.107667 0.00499191 -0.0343846 0.0064439 0.00036706 -0.0123687 0.000171203 1.80763e-06 7.5877e-05 8.69302e-09
0.107833 0.00498618 -0.0343451 0.00642912 0.000365004 -0.0122994 0.00016929 1.81989e-06 7.12358e-05 8.62101e-09
0.108 0.00498046 -0.0343057 0.00641438 0.00036296 -0.0122306 0.0001674 1.83138e-06 6.66944e-05 8.55755e-09
0.108167 0.00497474 -0.0342664 0.00639967 0.000360927 -0.0121621 0.00016553 1.84212e-06 6.22513e-05 8.50191e-09
0.108333 0.00496904 -0.034227 0.00638499 0.000358906 -0.012094 0.000163681 1.85213e-06 5.79052e-05 8.45344e-09
0.1085 0.00496334 -0.0341878 0.00637035 0.000356896 -0.0120263 0.000161853 1.86142e-06 5.36546e-05 8.4115e-09
0.108667 0.00495764 -0.0341486 0.00635574 0.000354897 -0.0119589 0.000160045 1.87001e-06 4.94982e-05 8.37549e-09
0.108833 0.00495195 -0.0341094 0.00634116 0.000352909 -0.011892 0.000158258 1.87792e-06 4.54348e-05 8.34484e-09
0.109 0.00494627 -0.0340702 0.00632662 0.000350933 -0.0118254 0.00015649 1.88516e-06 4.14628e-05 8.31901e-09
0.109167 0.0049406 -0.0340311 0.00631211 0.000348968 -0.0117592 0.000154742 1.89174e-06 3.75811e-05 8.2975e-09
0.109333 0.00493493 -0.0339921 0.00629763 0.000347013 -0.0116933 0.000153014 1.89768e-06 3.37883e-05 8.27983e-09
0.1095 0.00492926 -0.0339531 0.00628319 0.00034507 -0.0116278 0.000151305 1.903e-06 3.0083e-05 8.26554e-09
0.109667 0.00492361 -0.0339141 0.00626878 0.000343137 -0.0115627 0.000149615 1.90771e-06 2.64641e-05 8.25422e-09
0.109833 0.00491796 -0.0338752 0.0062544 0.000341216 -0.011498 0.000147944 1.91182e-06 2.29302e-05 8.24545e-09
0.11 0.00491232 -0.0338364 0.00624006 0.000339305 -0.0114336 0.000146292 1.91535e-06 1.94801e-05 8.23887e-09
0.110167 0.00490668 -0.0337975 0.00622575 0.000337404 -0.0113696 0.000144658 1.91832e-06 1.61124e-05 8.23412e-09
0.110333 0.00490105 -0.0337588 0.00621147 0.000335515 -0.0113059 0.000143042 1.92073e-06 1.2826e-05 8.23086e-09
0.1105 0.00489543 -0.03372 0.00619722 0.000333636 -0.0112426 0.000141444 1.92259e-06 9.6196e-06 8.2288e-09
0.110667 0.00488981 -0.0336813 0.00618301 0.000331767 -0.0111796 0.000139864 1.92393e-06 6.49199e-06 8.22764e-09
0.110833 0.0048842 -0.0336427 0.00616883 0.000329909 -0.011117 0.000138302 1.92476e-06 3.44195e-06 8.22711e-09
0.111 0.0048786 -0.0336041 0.00615468 0.000328062 -0.0110548 0.000136758 1.92508e-06 4.68284e-07 8.22696e-09
0.111167 0.004873 -0.0335655 0.00614057 0.000326224 -0.0109929 0.00013523 1.92491e-06 -2.4302e-06 8.22696e-09
0.111333 0.00486741 -0.033527 0.00612649 0.000324397 -0.0109313 0.00013372 1.92427e-06 -5.25469e-06 8.22689e-09
0.1115 0.00486182 -0.0334886 0.00611244 0.00032258 -0.0108701 0.000132226 1.92316e-06 -8.00634e-06 8.22655e-09
0.111667 0.00485625 -0.0334501 0.00609842 0.000320774 -0.0108092 0.000130749 1.9216e-06 -1.06863e-05 8.22575e-09
0.111833 0.00485067 -0.0334118 0.00608443 0.000318977 -0.0107487 0.000129289 1.9196e-06 -1.32958e-05 8.22433e-09
0.112 0.00484511 -0.0333734 0.00607048 0.000317191 -0.0106885 0.000127845 1.91717e-06 -1.58358e-05 8.22213e-09
0.112167 0.00483955 -0.0333351 0.00605656 0.000315415 -0.0106287 0.000126417 1.91432e-06 -1.83076e-05 8.219e-09
0.112333 0.004834 -0.0332969 0.00604267 0.000313648 -0.0105691 0.000125005 1.91107e-06 -2.07122e-05 8.21482e-09
0.1125 0.00482845 -0.0332587 0.00602881 0.000311892 -0.01051 0.000123609 1.90742e-06 -2.30507e-05 8.20947e-09
0.112667 0.00482291 -0.0332205 0.00601498 0.000310145 -0.0104511 0.000122228 1.90338e-06 -2.53243e-05 8.20284e-09
0.112833 0.00481738 -0.0331824 0.00600119 0.000308408 -0.0103926 0.000120863 1.89897e-06 -2.75339e-05 8.19483e-09
0.113 0.00481185 -0.0331443 0.00598742 0.000306681 -0.0103344 0.000119513 1.8942e-06 -2.96808e-05 8.18537e-09
0.113167 0.00480633 -0.0331063 0.00597369 0.000304963 -0.0102765 0.000118178 1.88908e-06 -3.17658e-05 8.17437e-09
0.113333 0.00480081 -0.0330683 0.00595999 0.000303255 -0.010219 0.000116858 1.88362e-06 -3.37901e-05 8.16178e-09
0.1135 0.00479531 -0.0330304 0.00594632 0.000301557 -0.0101617 0.000115553 1.87782e-06 -3.57547e-05 8.14752e-09
0.113667 0.0047898 -0.0329925 0.00593269 0.000299868 -0.0101048 0.000114262 1.8717e-06 -3.76607e-05 8.13156e-09
0.113833 0.00478431 -0.0329546 0.00591908 0.000298188 -0.0100482 0.000112986 1.86526e-06 -3.95089e-05 8.11385e-09
0.114 0.00477882 -0.0329168 0.00590551 0.000296518 -0.00999197 0.000111724 1.85853e-06 -4.13005e-05 8.09435e-09
0.114167 0.00477334 -0.0328791 0.00589196 0.000294858 -0.00993602 0.000110476 1.8515e-06 -4.30364e-05 8.07305e-09
0.114333 0.00476786 -0.0328413 0.00587845 0.000293206 -0.00988038 0.000109242 1.84418e-06 -4.47176e-05 8.04992e-09
0.1145 0.00476239 -0.0328037 0.00586497 0.000291564 -0.00982505 0.000108022 1.83659e-06 -4.6345e-05 8.02494e-09
0.114667 0.00475693 -0.032766 0.00585152 0.000289931 -0.00977003 0.000106815 1.82873e-06 -4.79197e-05 7.99812e-09
0.114833 0.00475147 -0.0327284 0.0058381 0.000288308 -0.00971531 0.000105622 1.82062e-06 -4.94425e-05 7.96944e-09
0.115 0.00474602 -0.0326909 0.00582471 0.000286693 -0.00966091 0.000104443 1.81225e-06 -5.09143e-05 7.9389e-09
0.115167 0.00474057 -0.0326534 0.00581135 0.000285087 -0.00960681 0.000103276 1.80365e-06 -5.23362e-05 7.90652e-09
0.115333 0.00473513 -0.0326159 0.00579802 0.000283491 -0.00955301 0.000102122 1.79481e-06 -5.3709e-05 7.87231e-09
0.1155 0.0047297 -0.0325785 0.00578473 0.000281903 -0.00949951 0.000100982 1.78574e-06 -5.50336e-05 7.83627e-09
0.115667 0.00472427 -0.0325411 0.00577146 0.000280324 -0.00944631 9.98539e-05 1.77646e-06 -5.63109e-05 7.79844e-09
0.115833 0.00471885 -0.0325038 0.00575822 0.000278754 -0.00939341 9.87385e-05 1.76697e-06 -5.75418e-05 7.75882e-09
0.116 0.00471344 -0.0324665 0.00574502 0.000277193 -0.00934081 9.76357e-05 1.75728e-06 -5.87272e-05 7.71746e-09
