# t b1 d1 e1 b2 d2 e2 b3 d3 e3 
0.177833 0.00307869 -0.0212062 0.00245103 3.45022e-05 -0.00116269 1.51267e-06 -1.81717e-08 1.07623e-06 1.02261e-12
0.178 0.00307516 -0.0211819 0.00244541 3.43089e-05 -0.00115617 1.49577e-06 -1.79923e-08 1.07609e-06 1.00814e-12
0.178167 0.00307163 -0.0211576 0.0024398 3.41168e-05 -0.0011497 1.47906e-06 -1.7813e-08 1.07569e-06 9.93667e-13
0.178333 0.00306811 -0.0211333 0.00243421 3.39257e-05 -0.00114326 1.46254e-06 -1.76337e-08 1.07503e-06 9.79207e-13
0.1785 0.00306459 -0.0211091 0.00242862 3.37357e-05 -0.00113686 1.4462e-06 -1.74546e-08 1.07412e-06 9.64766e-13
0.178667 0.00306107 -0.0210849 0.00242305 3.35468e-05 -0.00113049 1.43005e-06 -1.72757e-08 1.07296e-06 9.50348e-13
0.178833 0.00305756 -0.0210607 0.0024175 3.33589e-05 -0.00112416 1.41408e-06 -1.7097e-08 1.07156e-06 9.35962e-13
0.179 0.00305405 -0.0210365 0.00241195 3.3172e-05 -0.00111786 1.39828e-06 -1.69185e-08 1.06993e-06 9.21613e-13
0.179167 0.00305055 -0.0210124 0.00240642 3.29863e-05 -0.0011116 1.38266e-06 -1.67403e-08 1.06808e-06 9.07308e-13
0.179333 0.00304705 -0.0209883 0.0024009 3.28015e-05 -0.00110537 1.36722e-06 -1.65625e-08 1.066e-06 8.93052e-13
0.1795 0.00304355 -0.0209642 0.0023954 3.26178e-05 -0.00109918 1.35195e-06 -1.6385e-08 1.06371e-06 8.78851e-13
0.179667 0.00304006 -0.0209401 0.0023899 3.24351e-05 -0.00109303 1.33684e-06 -1.62079e-08 1.06121e-06 8.64712e-13
0.179833 0.00303657 -0.0209161 0.00238442 3.22535e-05 -0.00108691 1.32191e-06 -1.60313e-08 1.05851e-06 8.50638e-13
0.18 0.00303309 -0.0208921 0.00237895 3.20728e-05 -0.00108082 1.30715e-06 -1.58551e-08 1.05562e-06 8.36637e-13
0.180167 0.00302961 -0.0208681 0.0023735 3.18932e-05 -0.00107476 1.29254e-06 -1.56794e-08 1.05253e-06 8.22711e-13
0.180333 0.00302613 -0.0208442 0.00236805 3.17146e-05 -0.00106875 1.27811e-06 -1.55042e-08 1.04926e-06 8.08867e-13
0.1805 0.00302266 -0.0208203 0.00236262 3.15369e-05 -0.00106276 1.26383e-06 -1.53296e-08 1.04581e-06 7.95109e-13
0.180667 0.00301919 -0.0207964 0.0023572 3.13603e-05 -0.00105681 1.24971e-06 -1.51556e-08 1.04219e-06 7.81441e-13
0.180833 0.00301573 -0.0207725 0.0023518 3.11847e-05 -0.00105089 1.23575e-06 -1.49822e-08 1.03839e-06 7.67868e-13
0.181 0.00301227 -0.0207487 0.0023464 3.101e-05 -0.001045 1.22195e-06 -1.48095e-08 1.03444e-06 7.54393e-13
0.181167 0.00300881 -0.0207249 0.00234102 3.08363e-05 -0.00103915 1.2083e-06 -1.46374e-08 1.03032e-06 7.41021e-13
0.181333 0.00300536 -0.0207011 0.00233565 3.06636e-05 -0.00103333 1.1948e-06 -1.44661e-08 1.02605e-06 7.27754e-13
0.1815 0.00300191 -0.0206774 0.0023303 3.04919e-05 -0.00102754 1.18146e-06 -1.42954e-08 1.02164e-06 7.14598e-13
0.181667 0.00299847 -0.0206536 0.00232495 3.03211e-05 -0.00102179 1.16826e-06 -1.41255e-08 1.01708e-06 7.01554e-13
0.181833 0.00299503 -0.0206299 0.00231962 3.01513e-05 -0.00101606 1.15521e-06 -1.39564e-08 1.01238e-06 6.88627e-13
0.182 0.00299159 -0.0206063 0.0023143 2.99824e-05 -0.00101037 1.14231e-06 -1.37881e-08 1.00755e-06 6.75819e-13
0.182167 0.00298816 -0.0205826 0.00230899 2.98145e-05 -0.00100472 1.12955e-06 -1.36205e-08 1.00258e-06 6.63132e-13
0.182333 0.00298473 -0.020559 0.0023037 2.96475e-05 -0.000999088 1.11693e-06 -1.34539e-08 9.97496e-07 6.50571e-13
0.1825 0.0029813 -0.0205354 0.00229842 2.94815e-05 -0.000993493 1.10446e-06 -1.3288e-08 9.92288e-07 6.38136e-13
0.182667 0.00297788 -0.0205119 0.00229314 2.93164e-05 -0.000987928 1.09212e-06 -1.31231e-08 9.86964e-07 6.25831e-13
0.182833 0.00297447 -0.0204883 0.00228789 2.91522e-05 -0.000982395 1.07992e-06 -1.2959e-08 9.81529e-07 6.13658e-13
0.183 0.00297105 -0.0204648 0.00228264 2.89889e-05 -0.000976893 1.06786e-06 -1.27959e-08 9.75985e-07 6.01618e-13
0.183167 0.00296765 -0.0204413 0.0022774 2.88265e-05 -0.000971422 1.05593e-06 -1.26337e-08 9.70338e-07 5.89714e-13
0.183333 0.00296424 -0.0204179 0.00227218 2.86651e-05 -0.000965981 1.04413e-06 -1.24725e-08 9.64592e-07 5.77947e-13
0.1835 0.00296084 -0.0203945 0.00226697 2.85045e-05 -0.000960571 1.03247e-06 -1.23122e-08 9.5875e-07 5.6632e-13
0.183667 0.00295744 -0.0203711 0.00226177 2.83449e-05 -0.000955191 1.02094e-06 -1.21529e-08 9.52816e-07 5.54832e-13
0.183833 0.00295405 -0.0203477 0.00225658 2.81861e-05 -0.000949841 1.00953e-06 -1.19946e-08 9.46794e-07 5.43486e-13
0.184 0.00295066 -0.0203243 0.00225141 2.80283e-05 -0.000944522 9.98257e-07 -1.18373e-08 9.40689e-07 5.32284e-13
0.184167 0.00294727 -0.020301 0.00224624 2.78713e-05 -0.000939232 9.87107e-07 -1.1681e-08 9.34503e-07 5.21225e-13
0.184333 0.00294389 -0.0202777 0.00224109 2.77152e-05 -0.000933971 9.76081e-07 -1.15258e-08 9.28239e-07 5.10311e-13
0.1845 0.00294052 -0.0202545 0.00223595 2.756e-05 -0.00092874 9.65178e-07 -1.13716e-08 9.21903e-07 4.99543e-13
0.184667 0.00293714 -0.0202312 0.00223083 2.74056e-05 -0.000923539 9.54397e-07 -1.12185e-08 9.15496e-07 4.88922e-13
0.184833 0.00293377 -0.020208 0.00222571 2.72521e-05 -0.000918366 9.43736e-07 -1.10664e-08 9.09023e-07 4.78447e-13
0.185 0.00293041 -0.0201848 0.00222061 2.70995e-05 -0.000913223 9.33195e-07 -1.09155e-08 9.02487e-07 4.6812e-13
0.185167 0.00292704 -0.0201617 0.00221551 2.69477e-05 -0.000908108 9.22771e-07 -1.07656e-08 8.9589e-07 4.57941e-13
0.185333 0.00292369 -0.0201385 0.00221043 2.67968e-05 -0.000903022 9.12463e-07 -1.06168e-08 8.89237e-07 4.47911e-13
0.1855 0.00292033 -0.0201154 0.00220536 2.66467e-05 -0.000897965 9.02271e-07 -1.04692e-08 8.8253e-07 4.38028e-13
0.185667 0.00291698 -0.0200924 0.0022003 2.64975e-05 -0.000892935 8.92193e-07 -1.03227e-08 8.75772e-07 4.28295e-13
0.185833 0.00291363 -0.0200693 0.00219526 2.63491e-05 -0.000887934 8.82227e-07 -1.01773e-08 8.68967e-07 4.18709e-13
0.186 0.00291029 -0.0200463 0.00219022 2.62015e-05 -0.000882961 8.72372e-07 -1.0033e-08 8.62116e-07 4.09273e-13
0.186167 0.00290695 -0.0200233 0.0021852 2.60547e-05 -0.000878016 8.62628e-07 -9.8899e-09 8.55224e-07 3.99984e-13
0.186333 0.00290362 -0.0200003 0.00218019 2.59088e-05 -0.000873098 8.52992e-07 -9.74794e-09 8.48292e-07 3.90843e-13
0.1865 0.00290028 -0.0199774 0.00217519 2.57637e-05 -0.000868209 8.43464e-07 -9.60714e-09 8.41324e-07 3.8185e-13
0.186667 0.00289696 -0.0199544 0.0021702 2.56194e-05 -0.000863346 8.34043e-07 -9.4675e-09 8.34322e-07 3.73004e-13
0.186833 0.00289363 -0.0199315 0.00216522 2.54759e-05 -0.000858511 8.24727e-07 -9.32903e-09 8.27289e-07 3.64304e-13
0.187 0.00289031 -0.0199087 0.00216026 2.53332e-05 -0.000853702 8.15514e-07 -9.19174e-09 8.20227e-07 3.55751e-13
0.187167 0.002887 -0.0198858 0.0021553 2.51914e-05 -0.000848921 8.06405e-07 -9.05562e-09 8.13139e-07 3.47343e-13
0.187333 0.00288368 -0.019863 0.00215036 2.50503e-05 -0.000844166 7.97397e-07 -8.92069e-09 8.06028e-07 3.39079e-13
0.1875 0.00288038 -0.0198402 0.00214543 2.491e-05 -0.000839438 7.8849e-07 -8.78695e-09 7.98894e-07 3.3096e-13
0.187667 0.00287707 -0.0198175 0.00214051 2.47705e-05 -0.000834737 7.79683e-07 -8.65439e-09 7.91742e-07 3.22984e-13
0.187833 0.00287377 -0.0197947 0.0021356 2.46317e-05 -0.000830062 7.70974e-07 -8.52303e-09 7.84573e-07 3.15149e-13
0.188 0.00287047 -0.019772 0.0021307 2.44938e-05 -0.000825413 7.62362e-07 -8.39287e-09 7.7739e-07 3.07456e-13
0.188167 0.00286718 -0.0197493 0.00212582 2.43566e-05 -0.00082079 7.53846e-07 -8.2639e-09 7.70194e-07 2.99903e-13
0.188333 0.00286389 -0.0197267 0.00212094 2.42202e-05 -0.000816193 7.45426e-07 -8.13614e-09 7.62988e-07 2.9249e-13
0.1885 0.0028606 -0.019704 0.00211608 2.40845e-05 -0.000811622 7.37099e-07 -8.00957e-09 7.55774e-07 2.85214e-13
0.188667 0.00285732 -0.0196814 0.00211122 2.39496e-05 -0.000807076 7.28866e-07 -7.88421e-09 7.48553e-07 2.78076e-13
0.188833 0.00285404 -0.0196588 0.00210638 2.38155e-05 -0.000802556 7.20725e-07 -7.76006e-09 7.41328e-07 2.71073e-13
0.189 0.00285077 -0.0196363 0.00210155 2.36821e-05 -0.000798061 7.12674e-07 -7.6371e-09 7.34101e-07 2.64204e-13
0.189167 0.0028475 -0.0196138 0.00209673 2.35495e-05 -0.000793591 7.04713e-07 -7.51536e-09 7.26873e-07 2.57469e-13
0.189333 0.00284423 -0.0195913 0.00209192 2.34176e-05 -0.000789147 6.96842e-07 -7.39481e-09 7.19647e-07 2.50866e-13
0.1895 0.00284097 -0.0195688 0.00208712 2.32864e-05 -0.000784727 6.89058e-07 -7.27547e-09 7.12424e-07 2.44393e-13
0.189667 0.00283771 -0.0195463 0.00208234 2.3156e-05 -0.000780332 6.81361e-07 -7.15734e-09 7.05206e-07 2.3805e-13
0.189833 0.00283445 -0.0195239 0.00207756 2.30263e-05 -0.000775961 6.7375e-07 -7.04041e-09 6.97994e-07 2.31835e-13
0.19 0.0028312 -0.0195015 0.0020728 2.28974e-05 -0.000771616 6.66225e-07 -6.92467e-09 6.9079e-07 2.25746e-13
0.190167 0.00282795 -0.0194791 0.00206804 2.27691e-05 -0.000767294 6.58783e-07 -6.81014e-09 6.83596e-07 2.19782e-13
0.190333 0.00282471 -0.0194568 0.0020633 2.26416e-05 -0.000762997 6.51424e-07 -6.69681e-09 6.76414e-07 2.13942e-13
0.1905 0.00282147 -0.0194344 0.00205857 2.25148e-05 -0.000758723 6.44148e-07 -6.58467e-09 6.69244e-07 2.08223e-13
0.190667 0.00281823 -0.0194121 0.00205385 2.23887e-05 -0.000754474 6.36953e-07 -6.47373e-09 6.62089e-07 2.02626e-13
0.190833 0.002815 -0.0193899 0.00204914 2.22633e-05 -0.000750248 6.29838e-07 -6.36397e-09 6.54949e-07 1.97147e-13
0.191 0.00281177 -0.0193676 0.00204444 2.21386e-05 -0.000746046 6.22802e-07 -6.25541e-09 6.47826e-07 1.91786e-13
0.191167 0.00280854 -0.0193454 0.00203975 2.20146e-05 -0.000741868 6.15846e-07 -6.14803e-09 6.40722e-07 1.86541e-13
0.191333 0.00280532 -0.0193232 0.00203507 2.18913e-05 -0.000737713 6.08967e-07 -6.04184e-09 6.33638e-07 1.8141e-13
0.1915 0.0028021 -0.019301 0.0020304 2.17687e-05 -0.000733581 6.02164e-07 -5.93682e-09 6.26574e-07 1.76392e-13
0.191667 0.00279888 -0.0192789 0.00202575 2.16468e-05 -0.000729473 5.95438e-07 -5.83298e-09 6.19533e-07 1.71485e-13
0.191833 0.00279567 -0.0192568 0.0020211 2.15255e-05 -0.000725387 5.88787e-07 -5.73031e-09 6.12516e-07 1.66688e-13
0.192 0.00279246 -0.0192347 0.00201647 2.1405e-05 -0.000721324 5.8221e-07 -5.62881e-09 6.05523e-07 1.61999e-13
0.192167 0.00278926 -0.0192126 0.00201184 2.12851e-05 -0.000717285 5.75707e-07 -5.52847e-09 5.98555e-07 1.57417e-13
0.192333 0.00278606 -0.0191906 0.00200723 2.11659e-05 -0.000713267 5.69276e-07 -5.42929e-09 5.91615e-07 1.52939e-13
0.1925 0.00278286 -0.0191685 0.00200263 2.10474e-05 -0.000709272 5.62918e-07 -5.33126e-09 5.84702e-07 1.48565e-13
0.192667 0.00277967 -0.0191466 0.00199803 2.09295e-05 -0.0007053 5.5663e-07 -5.23439e-09 5.77818e-07 1.44292e-13
0.192833 0.00277648 -0.0191246 0.00199345 2.08123e-05 -0.00070135 5.50412e-07 -5.13866e-09 5.70965e-07 1.40119e-13
0.193 0.0027733 -0.0191026 0.00198888 2.06957e-05 -0.000697422 5.44264e-07 -5.04407e-09 5.64142e-07 1.36045e-13
0.193167 0.00277011 -0.0190807 0.00198432 2.05798e-05 -0.000693516 5.38185e-07 -4.95061e-09 5.57351e-07 1.32067e-13
0.193333 0.00276694 -0.0190588 0.00197977 2.04645e-05 -0.000689632 5.32173e-07 -4.85828e-09 5.50592e-07 1.28185e-13
0.1935 0.00276376 -0.019037 0.00197523 2.03499e-05 -0.000685769 5.26229e-07 -4.76708e-09 5.43867e-07 1.24396e-13
0.193667 0.00276059 -0.0190151 0.0019707 2.02359e-05 -0.000681928 5.20351e-07 -4.67699e-09 5.37176e-07 1.20699e-13
0.193833 0.00275742 -0.0189933 0.00196618 2.01226e-05 -0.000678109 5.14538e-07 -4.58802e-09 5.30521e-07 1.17092e-13
0.194 0.00275426 -0.0189715 0.00196167 2.00099e-05 -0.000674311 5.08791e-07 -4.50015e-09 5.23901e-07 1.13575e-13
0.194167 0.0027511 -0.0189498 0.00195717 1.98978e-05 -0.000670534 5.03108e-07 -4.41339e-09 5.17319e-07 1.10144e-13
0.194333 0.00274794 -0.018928 0.00195268 1.97864e-05 -0.000666779 4.97488e-07 -4.32771e-09 5.10773e-07 1.068e-13
0.1945 0.00274479 -0.0189063 0.0019482 1.96756e-05 -0.000663045 4.91931e-07 -4.24313e-09 5.04266e-07 1.03539e-13
0.194667 0.00274164 -0.0188846 0.00194373 1.95654e-05 -0.000659331 4.86436e-07 -4.15962e-09 4.97797e-07 1.00361e-13
0.194833 0.00273849 -0.0188629 0.00193928 1.94558e-05 -0.000655638 4.81003e-07 -4.0772e-09 4.91368e-07 9.72637e-14
0.195 0.00273535 -0.0188413 0.00193483 1.93468e-05 -0.000651966 4.7563e-07 -3.99584e-09 4.84979e-07 9.42461e-14
0.195167 0.00273221 -0.0188197 0.00193039 1.92385e-05 -0.000648315 4.70317e-07 -3.91554e-09 4.7863e-07 9.13064e-14
0.195333 0.00272908 -0.0187981 0.00192596 1.91307e-05 -0.000644684 4.65063e-07 -3.83629e-09 4.72323e-07 8.84432e-14
0.1955 0.00272595 -0.0187765 0.00192155 1.90236e-05 -0.000641073 4.59869e-07 -3.7581e-09 4.66057e-07 8.56549e-14
0.195667 0.00272282 -0.018755 0.00191714 1.8917e-05 -0.000637483 4.54732e-07 -3.68094e-09 4.59833e-07 8.29401e-14
0.195833 0.0027197 -0.0187334 0.00191274 1.88111e-05 -0.000633912 4.49653e-07 -3.60482e-09 4.53652e-07 8.02974e-14
0.196 0.00271658 -0.018712 0.00190836 1.87057e-05 -0.000630362 4.4463e-07 -3.52972e-09 4.47514e-07 7.77252e-14
0.196167 0.00271346 -0.0186905 0.00190398 1.8601e-05 -0.000626831 4.39663e-07 -3.45565e-09 4.4142e-07 7.52222e-14
0.196333 0.00271035 -0.018669 0.00189961 1.84968e-05 -0.000623321 4.34752e-07 -3.38258e-09 4.3537e-07 7.27868e-14
0.1965 0.00270724 -0.0186476 0.00189526 1.83932e-05 -0.00061983 4.29896e-07 -3.31052e-09 4.29364e-07 7.04178e-14
0.196667 0.00270413 -0.0186262 0.00189091 1.82902e-05 -0.000616358 4.25094e-07 -3.23946e-09 4.23403e-07 6.81136e-14
0.196833 0.00270103 -0.0186049 0.00188657 1.81877e-05 -0.000612906 4.20346e-07 -3.16939e-09 4.17487e-07 6.5873e-14
0.197 0.00269793 -0.0185835 0.00188225 1.80859e-05 -0.000609473 4.1565e-07 -3.1003e-09 4.11616e-07 6.36946e-14
0.197167 0.00269483 -0.0185622 0.00187793 1.79846e-05 -0.00060606 4.11008e-07 -3.03218e-09 4.05791e-07 6.1577e-14
0.197333 0.00269174 -0.0185409 0.00187362 1.78838e-05 -0.000602666 4.06417e-07 -2.96504e-09 4.00013e-07 5.95189e-14
0.1975 0.00268865 -0.0185196 0.00186933 1.77837e-05 -0.00059929 4.01877e-07 -2.89885e-09 3.9428e-07 5.7519e-14
0.197667 0.00268557 -0.0184984 0.00186504 1.76841e-05 -0.000595934 3.97388e-07 -2.83361e-09 3.88594e-07 5.5576e-14
0.197833 0.00268249 -0.0184771 0.00186076 1.7585e-05 -0.000592596 3.92949e-07 -2.76931e-09 3.82956e-07 5.36886e-14
0.198 0.00267941 -0.0184559 0.00185649 1.74865e-05 -0.000589277 3.8856e-07 -2.70596e-09 3.77364e-07 5.18556e-14
0.198167 0.00267633 -0.0184348 0.00185224 1.73886e-05 -0.000585977 3.8422e-07 -2.64353e-09 3.71819e-07 5.00758e-14
0.198333 0.00267326 -0.0184136 0.00184799 1.72912e-05 -0.000582695 3.79928e-07 -2.58202e-09 3.66322e-07 4.83479e-14
0.1985 0.0026702 -0.0183925 0.00184375 1.71944e-05 -0.000579431 3.75684e-07 -2.52142e-09 3.60873e-07 4.66706e-14
0.198667 0.00266713 -0.0183714 0.00183952 1.70981e-05 -0.000576186 3.71488e-07 -2.46173e-09 3.55471e-07 4.50429e-14
0.198833 0.00266407 -0.0183503 0.0018353 1.70023e-05 -0.000572959 3.67338e-07 -2.40293e-09 3.50118e-07 4.34636e-14
0.199 0.00266102 -0.0183293 0.00183109 1.69071e-05 -0.00056975 3.63235e-07 -2.34502e-09 3.44812e-07 4.19315e-14
0.199167 0.00265796 -0.0183082 0.0018269 1.68124e-05 -0.000566559 3.59178e-07 -2.28799e-09 3.39554e-07 4.04454e-14
0.199333 0.00265491 -0.0182872 0.00182271 1.67182e-05 -0.000563386 3.55166e-07 -2.23184e-09 3.34345e-07 3.90044e-14
0.1995 0.00265187 -0.0182662 0.00181853 1.66246e-05 -0.000560231 3.51198e-07 -2.17654e-09 3.29184e-07 3.76072e-14
0.199667 0.00264882 -0.0182453 0.00181435 1.65315e-05 -0.000557093 3.47275e-07 -2.12211e-09 3.24072e-07 3.62528e-14
0.199833 0.00264579 -0.0182243 0.00181019 1.64389e-05 -0.000553973 3.43396e-07 -2.06852e-09 3.19008e-07 3.49401e-14
0.2 0.00264275 -0.0182034 0.00180604 1.63468e-05 -0.00055087 3.39561e-07 -2.01577e-09 3.13993e-07 3.36681e-14
0.200167 0.00263972 -0.0181826 0.0018019 1.62553e-05 -0.000547785 3.35768e-07 -1.96386e-09 3.09026e-07 3.24359e-14
0.200333 0.00263669 -0.0181617 0.00179777 1.61642e-05 -0.000544717 3.32017e-07 -1.91276e-09 3.04107e-07 3.12423e-14
0.2005 0.00263366 -0.0181409 0.00179364 1.60737e-05 -0.000541666 3.28309e-07 -1.86249e-09 2.99237e-07 3.00864e-14
0.200667 0.00263064 -0.01812 0.00178953 1.59837e-05 -0.000538633 3.24641e-07 -1.81302e-09 2.94416e-07 2.89672e-14
0.200833 0.00262762 -0.0180992 0.00178543 1.58942e-05 -0.000535616 3.21015e-07 -1.76435e-09 2.89643e-07 2.78838e-14
0.201 0.00262461 -0.0180785 0.00178133 1.58051e-05 -0.000532616 3.17429e-07 -1.71647e-09 2.84919e-07 2.68352e-14
0.201167 0.0026216 -0.0180577 0.00177725 1.57166e-05 -0.000529633 3.13884e-07 -1.66937e-09 2.80243e-07 2.58205e-14
0.201333 0.00261859 -0.018037 0.00177317 1.56286e-05 -0.000526667 3.10377e-07 -1.62306e-09 2.75615e-07 2.48389e-14
0.2015 0.00261559 -0.0180163 0.0017691 1.55411e-05 -0.000523717 3.06911e-07 -1.5775e-09 2.71036e-07 2.38894e-14
0.201667 0.00261258 -0.0179957 0.00176505 1.5454e-05 -0.000520784 3.03482e-07 -1.53271e-09 2.66505e-07 2.29713e-14
0.201833 0.00260959 -0.017975 0.001761 1.53675e-05 -0.000517867 3.00092e-07 -1.48867e-09 2.62022e-07 2.20835e-14
0.202 0.00260659 -0.0179544 0.00175696 1.52814e-05 -0.000514967 2.9674e-07 -1.44537e-09 2.57587e-07 2.12254e-14
0.202167 0.0026036 -0.0179338 0.00175293 1.51958e-05 -0.000512082 2.93426e-07 -1.40281e-09 2.532e-07 2.03961e-14
0.202333 0.00260061 -0.0179132 0.00174891 1.51107e-05 -0.000509214 2.90148e-07 -1.36097e-09 2.48861e-07 1.95947e-14
0.2025 0.00259763 -0.0178927 0.0017449 1.50261e-05 -0.000506362 2.86907e-07 -1.31985e-09 2.44569e-07 1.88207e-14
0.202667 0.00259465 -0.0178721 0.0017409 1.49419e-05 -0.000503526 2.83702e-07 -1.27945e-09 2.40325e-07 1.8073e-14
0.202833 0.00259167 -0.0178516 0.00173691 1.48582e-05 -0.000500706 2.80533e-07 -1.23974e-09 2.36129e-07 1.73511e-14
0.203 0.0025887 -0.0178311 0.00173292 1.4775e-05 -0.000497902 2.774e-07 -1.20074e-09 2.31979e-07 1.66542e-14
0.203167 0.00258573 -0.0178107 0.00172895 1.46923e-05 -0.000495113 2.74301e-07 -1.16242e-09 2.27877e-07 1.59816e-14
0.203333 0.00258276 -0.0177902 0.00172498 1.461e-05 -0.00049234 2.71237e-07 -1.12478e-09 2.23822e-07 1.53325e-14
0.2035 0.0025798 -0.0177698 0.00172103 1.45282e-05 -0.000489583 2.68208e-07 -1.08781e-09 2.19813e-07 1.47064e-14
0.203667 0.00257684 -0.0177494 0.00171708 1.44468e-05 -0.000486841 2.65212e-07 -1.05151e-09 2.15851e-07 1.41024e-14
0.203833 0.00257388 -0.0177291 0.00171314 1.43659e-05 -0.000484114 2.62249e-07 -1.01586e-09 2.11936e-07 1.35201e-14
0.204 0.00257093 -0.0177087 0.00170921 1.42854e-05 -0.000481403 2.5932e-07 -9.80861e-10 2.08066e-07 1.29586e-14
0.204167 0.00256798 -0.0176884 0.00170529 1.42054e-05 -0.000478707 2.56423e-07 -9.46504e-10 2.04243e-07 1.24175e-14
0.204333 0.00256503 -0.0176681 0.00170138 1.41259e-05 -0.000476026 2.53559e-07 -9.1278e-10 2.00465e-07 1.18961e-14
0.2045 0.00256209 -0.0176479 0.00169748 1.40467e-05 -0.000473359 2.50727e-07 -8.79683e-10 1.96733e-07 1.13938e-14
0.204667 0.00255915 -0.0176276 0.00169359 1.39681e-05 -0.000470708 2.47926e-07 -8.47203e-10 1.93046e-07 1.09101e-14
0.204833 0.00255621 -0.0176074 0.0016897 1.38898e-05 -0.000468072 2.45157e-07 -8.15334e-10 1.89404e-07 1.04442e-14
0.205 0.00255328 -0.0175872 0.00168583 1.3812e-05 -0.000465451 2.42418e-07 -7.84068e-10 1.85807e-07 9.99584e-15
0.205167 0.00255035 -0.017567 0.00168196 1.37347e-05 -0.000462844 2.39711e-07 -7.53398e-10 1.82255e-07 9.5643e-15
0.205333 0.00254743 -0.0175468 0.0016781 1.36578e-05 -0.000460251 2.37033e-07 -7.23316e-10 1.78748e-07 9.14911e-15
0.2055 0.0025445 -0.0175267 0.00167426 1.35813e-05 -0.000457674 2.34385e-07 -6.93816e-10 1.75284e-07 8.74974e-15
0.205667 0.00254158 -0.0175066 0.00167042 1.35052e-05 -0.00045511 2.31767e-07 -6.64888e-10 1.71864e-07 8.3657e-15
0.205833 0.00253867 -0.0174865 0.00166659 1.34296e-05 -0.000452561 2.29178e-07 -6.36527e-10 1.68488e-07 7.9965e-15
0.206 0.00253576 -0.0174665 0.00166276 1.33543e-05 -0.000450027 2.26618e-07 -6.08726e-10 1.65155e-07 7.64166e-15
0.206167 0.00253285 -0.0174464 0.00165895 1.32796e-05 -0.000447506 2.24087e-07 -5.81476e-10 1.61866e-07 7.30072e-15
0.206333 0.00252994 -0.0174264 0.00165515 1.32052e-05 -0.000445 2.21584e-07 -5.5477e-10 1.58619e-07 6.97322e-15
0.2065 0.00252704 -0.0174064 0.00165135 1.31312e-05 -0.000442508 2.19109e-07 -5.28603e-10 1.55415e-07 6.65873e-15
0.206667 0.00252414 -0.0173864 0.00164756 1.30577e-05 -0.000440029 2.16662e-07 -5.02965e-10 1.52253e-07 6.35682e-15
0.206833 0.00252124 -0.0173665 0.00164378 1.29845e-05 -0.000437565 2.14241e-07 -4.77852e-10 1.49133e-07 6.06707e-15
0.207 0.00251835 -0.0173466 0.00164001 1.29118e-05 -0.000435114 2.11848e-07 -4.53254e-10 1.46055e-07 5.78907e-15
0.207167 0.00251546 -0.0173267 0.00163625 1.28395e-05 -0.000432677 2.09482e-07 -4.29167e-10 1.43018e-07 5.52242e-15
0.207333 0.00251257 -0.0173068 0.0016325 1.27676e-05 -0.000430254 2.07142e-07 -4.05582e-10 1.40023e-07 5.26675e-15
0.2075 0.00250969 -0.0172869 0.00162876 1.26961e-05 -0.000427844 2.04828e-07 -3.82493e-10 1.37068e-07 5.02168e-15
0.207667 0.00250681 -0.0172671 0.00162502 1.2625e-05 -0.000425448 2.0254e-07 -3.59892e-10 1.34154e-07 4.78684e-15
0.207833 0.00250393 -0.0172473 0.00162129 1.25543e-05 -0.000423065 2.00278e-07 -3.37775e-10 1.3128e-07 4.56187e-15
0.208 0.00250106 -0.0172275 0.00161758 1.2484e-05 -0.000420696 1.98041e-07 -3.16133e-10 1.28446e-07 4.34645e-15
0.208167 0.00249819 -0.0172077 0.00161387 1.2414e-05 -0.000418339 1.95829e-07 -2.94959e-10 1.25652e-07 4.14022e-15
0.208333 0.00249533 -0.017188 0.00161017 1.23445e-05 -0.000415996 1.93641e-07 -2.74249e-10 1.22897e-07 3.94287e-15
0.2085 0.00249246 -0.0171683 0.00160647 1.22754e-05 -0.000413667 1.91478e-07 -2.53994e-10 1.20181e-07 3.75407e-15
0.208667 0.0024896 -0.0171486 0.00160279 1.22066e-05 -0.00041135 1.89339e-07 -2.34188e-10 1.17504e-07 3.57353e-15
0.208833 0.00248675 -0.0171289 0.00159911 1.21383e-05 -0.000409046 1.87225e-07 -2.14826e-10 1.14865e-07 3.40094e-15
0.209 0.00248389 -0.0171092 0.00159544 1.20703e-05 -0.000406755 1.85133e-07 -1.959e-10 1.12264e-07 3.23602e-15
0.209167 0.00248104 -0.0170896 0.00159179 1.20027e-05 -0.000404477 1.83065e-07 -1.77404e-10 1.09702e-07 3.07848e-15
0.209333 0.0024782 -0.01707 0.00158814 1.19355e-05 -0.000402211 1.8102e-07 -1.59333e-10 1.07176e-07 2.92804e-15
0.2095 0.00247535 -0.0170504 0.00158449 1.18686e-05 -0.000399959 1.78998e-07 -1.41679e-10 1.04688e-07 2.78446e-15
0.209667 0.00247251 -0.0170308 0.00158086 1.18021e-05 -0.000397719 1.76999e-07 -1.24437e-10 1.02237e-07 2.64746e-15
0.209833 0.00246968 -0.0170113 0.00157723 1.1736e-05 -0.000395491 1.75022e-07 -1.076e-10 9.98219e-08 2.51681e-15
0.21 0.00246684 -0.0169918 0.00157362 1.16703e-05 -0.000393276 1.73067e-07 -9.11628e-11 9.74433e-08 2.39225e-15
