# t  Ekin  Epot  Etot
0.299 2.11808e-05 0.000440597 0.000461778
0.299167 2.11322e-05 0.000439586 0.000460718
0.299333 2.10837e-05 0.000438578 0.000459662
0.2995 2.10354e-05 0.000437572 0.000458608
0.299667 2.09871e-05 0.000436569 0.000457556
0.299833 2.0939e-05 0.000435568 0.000456507
0.3 2.0891e-05 0.000434569 0.00045546
0.300167 2.08431e-05 0.000433572 0.000454415
0.300333 2.07953e-05 0.000432578 0.000453373
0.3005 2.07476e-05 0.000431586 0.000452333
0.300667 2.07e-05 0.000430596 0.000451296
0.300833 2.06525e-05 0.000429608 0.000450261
0.301 2.06052e-05 0.000428623 0.000449228
0.301167 2.05579e-05 0.00042764 0.000448198
0.301333 2.05108e-05 0.000426659 0.00044717
0.3015 2.04637e-05 0.000425681 0.000446144
0.301667 2.04168e-05 0.000424704 0.000445121
0.301833 2.037e-05 0.00042373 0.0004441
0.302 2.03232e-05 0.000422759 0.000443082
0.302167 2.02766e-05 0.000421789 0.000442066
0.302333 2.02301e-05 0.000420822 0.000441052
0.3025 2.01837e-05 0.000419857 0.00044004
0.302667 2.01374e-05 0.000418894 0.000439031
0.302833 2.00913e-05 0.000417933 0.000438024
0.303 2.00452e-05 0.000416975 0.00043702
0.303167 1.99992e-05 0.000416018 0.000436018
0.303333 1.99533e-05 0.000415064 0.000435018
0.3035 1.99076e-05 0.000414112 0.00043402
0.303667 1.98619e-05 0.000413163 0.000433025
0.303833 1.98164e-05 0.000412215 0.000432031
0.304 1.97709e-05 0.00041127 0.000431041
0.304167 1.97256e-05 0.000410327 0.000430052
0.304333 1.96803e-05 0.000409385 0.000429066
0.3045 1.96352e-05 0.000408447 0.000428082
0.304667 1.95902e-05 0.00040751 0.0004271
0.304833 1.95452e-05 0.000406575 0.000426121
0.305 1.95004e-05 0.000405643 0.000425143
0.305167 1.94557e-05 0.000404713 0.000424168
0.305333 1.94111e-05 0.000403784 0.000423195
0.3055 1.93666e-05 0.000402858 0.000422225
0.305667 1.93221e-05 0.000401934 0.000421257
0.305833 1.92778e-05 0.000401013 0.00042029
0.306 1.92336e-05 0.000400093 0.000419327
0.306167 1.91895e-05 0.000399175 0.000418365
0.306333 1.91455e-05 0.00039826 0.000417405
0.3065 1.91016e-05 0.000397347 0.000416448
0.306667 1.90578e-05 0.000396435 0.000415493
0.306833 1.90141e-05 0.000395526 0.00041454
0.307 1.89705e-05 0.000394619 0.000413589
0.307167 1.8927e-05 0.000393714 0.000412641
0.307333 1.88836e-05 0.000392811 0.000411695
0.3075 1.88402e-05 0.00039191 0.00041075
0.307667 1.8797e-05 0.000391011 0.000409808
0.307833 1.87539e-05 0.000390115 0.000408869
0.308 1.87109e-05 0.00038922 0.000407931
0.308167 1.8668e-05 0.000388327 0.000406995
0.308333 1.86252e-05 0.000387437 0.000406062
0.3085 1.85825e-05 0.000386548 0.000405131
0.308667 1.85399e-05 0.000385662 0.000404202
0.308833 1.84973e-05 0.000384777 0.000403275
0.309 1.84549e-05 0.000383895 0.00040235
0.309167 1.84126e-05 0.000383014 0.000401427
0.309333 1.83704e-05 0.000382136 0.000400506
0.3095 1.83282e-05 0.00038126 0.000399588
0.309667 1.82862e-05 0.000380385 0.000398671
0.309833 1.82443e-05 0.000379513 0.000397757
0.31 1.82024e-05 0.000378642 0.000396845
0.310167 1.81607e-05 0.000377774 0.000395935
0.310333 1.8119e-05 0.000376908 0.000395027
0.3105 1.80775e-05 0.000376043 0.000394121
0.310667 1.8036e-05 0.000375181 0.000393217
0.310833 1.79946e-05 0.00037432 0.000392315
0.311 1.79534e-05 0.000373462 0.000391415
0.311167 1.79122e-05 0.000372605 0.000390518
0.311333 1.78711e-05 0.000371751 0.000389622
0.3115 1.78301e-05 0.000370898 0.000388728
0.311667 1.77892e-05 0.000370048 0.000387837
0.311833 1.77484e-05 0.000369199 0.000386948
0.312 1.77077e-05 0.000368352 0.00038606
0.312167 1.76671e-05 0.000367508 0.000385175
0.312333 1.76266e-05 0.000366665 0.000384291
0.3125 1.75862e-05 0.000365824 0.00038341
0.312667 1.75459e-05 0.000364985 0.000382531
0.312833 1.75056e-05 0.000364148 0.000381653
0.313 1.74655e-05 0.000363313 0.000380778
0.313167 1.74254e-05 0.000362479 0.000379905
0.313333 1.73855e-05 0.000361648 0.000379034
0.3135 1.73456e-05 0.000360819 0.000378164
0.313667 1.73058e-05 0.000359991 0.000377297
0.313833 1.72661e-05 0.000359166 0.000376432
0.314 1.72265e-05 0.000358342 0.000375568
0.314167 1.7187e-05 0.00035752 0.000374707
0.314333 1.71476e-05 0.0003567 0.000373848
0.3145 1.71083e-05 0.000355882 0.00037299
0.314667 1.7069e-05 0.000355066 0.000372135
0.314833 1.70299e-05 0.000354252 0.000371282
0.315 1.69908e-05 0.000353439 0.00037043
0.315167 1.69519e-05 0.000352629 0.000369581
0.315333 1.6913e-05 0.00035182 0.000368733
0.3155 1.68742e-05 0.000351013 0.000367887
0.315667 1.68355e-05 0.000350208 0.000367044
0.315833 1.67969e-05 0.000349405 0.000366202
0.316 1.67584e-05 0.000348604 0.000365362
0.316167 1.67199e-05 0.000347804 0.000364524
0.316333 1.66816e-05 0.000347006 0.000363688
0.3165 1.66433e-05 0.000346211 0.000362854
0.316667 1.66052e-05 0.000345417 0.000362022
0.316833 1.65671e-05 0.000344624 0.000361192
0.317 1.65291e-05 0.000343834 0.000360363
0.317167 1.64912e-05 0.000343046 0.000359537
0.317333 1.64533e-05 0.000342259 0.000358712
0.3175 1.64156e-05 0.000341474 0.000357889
0.317667 1.6378e-05 0.000340691 0.000357069
0.317833 1.63404e-05 0.000339909 0.00035625
0.318 1.63029e-05 0.00033913 0.000355433
0.318167 1.62655e-05 0.000338352 0.000354618
0.318333 1.62282e-05 0.000337576 0.000353804
0.3185 1.6191e-05 0.000336802 0.000352993
0.318667 1.61539e-05 0.00033603 0.000352183
0.318833 1.61168e-05 0.000335259 0.000351376
0.319 1.60799e-05 0.00033449 0.00035057
0.319167 1.6043e-05 0.000333723 0.000349766
0.319333 1.60062e-05 0.000332958 0.000348964
0.3195 1.59695e-05 0.000332194 0.000348163
0.319667 1.59329e-05 0.000331432 0.000347365
0.319833 1.58963e-05 0.000330672 0.000346568
0.32 1.58599e-05 0.000329914 0.000345773
0.320167 1.58235e-05 0.000329157 0.00034498
0.320333 1.57872e-05 0.000328402 0.000344189
0.3205 1.5751e-05 0.000327649 0.0003434
0.320667 1.57149e-05 0.000326898 0.000342612
0.320833 1.56788e-05 0.000326148 0.000341827
0.321 1.56429e-05 0.0003254 0.000341043
0.321167 1.5607e-05 0.000324654 0.000340261
0.321333 1.55712e-05 0.000323909 0.00033948
0.3215 1.55355e-05 0.000323166 0.000338702
0.321667 1.54999e-05 0.000322425 0.000337925
0.321833 1.54643e-05 0.000321686 0.00033715
0.322 1.54289e-05 0.000320948 0.000336377
0.322167 1.53935e-05 0.000320212 0.000335605
0.322333 1.53582e-05 0.000319477 0.000334836
0.3225 1.53229e-05 0.000318745 0.000334068
0.322667 1.52878e-05 0.000318014 0.000333301
0.322833 1.52527e-05 0.000317284 0.000332537
0.323 1.52178e-05 0.000316557 0.000331774
0.323167 1.51829e-05 0.000315831 0.000331014
0.323333 1.5148e-05 0.000315106 0.000330254
0.3235 1.51133e-05 0.000314384 0.000329497
0.323667 1.50786e-05 0.000313663 0.000328741
0.323833 1.50441e-05 0.000312943 0.000327987
0.324 1.50096e-05 0.000312226 0.000327235
0.324167 1.49751e-05 0.00031151 0.000326485
0.324333 1.49408e-05 0.000310795 0.000325736
0.3245 1.49065e-05 0.000310082 0.000324989
0.324667 1.48723e-05 0.000309371 0.000324244
0.324833 1.48382e-05 0.000308662 0.0003235
0.325 1.48042e-05 0.000307954 0.000322758
0.325167 1.47703e-05 0.000307248 0.000322018
0.325333 1.47364e-05 0.000306543 0.000321279
0.3255 1.47026e-05 0.00030584 0.000320543
0.325667 1.46689e-05 0.000305139 0.000319807
0.325833 1.46352e-05 0.000304439 0.000319074
0.326 1.46017e-05 0.000303741 0.000318342
0.326167 1.45682e-05 0.000303044 0.000317612
0.326333 1.45348e-05 0.000302349 0.000316884
0.3265 1.45014e-05 0.000301656 0.000316157
0.326667 1.44682e-05 0.000300964 0.000315432
0.326833 1.4435e-05 0.000300274 0.000314709
0.327 1.44019e-05 0.000299585 0.000313987
0.327167 1.43689e-05 0.000298898 0.000313267
0.327333 1.43359e-05 0.000298212 0.000312548
0.3275 1.4303e-05 0.000297528 0.000311831
0.327667 1.42702e-05 0.000296846 0.000311116
0.327833 1.42375e-05 0.000296165 0.000310403
0.328 1.42048e-05 0.000295486 0.000309691
0.328167 1.41723e-05 0.000294808 0.000308981
0.328333 1.41398e-05 0.000294132 0.000308272
0.3285 1.41073e-05 0.000293458 0.000307565
0.328667 1.4075e-05 0.000292785 0.00030686
0.328833 1.40427e-05 0.000292113 0.000306156
0.329 1.40105e-05 0.000291443 0.000305454
0.329167 1.39784e-05 0.000290775 0.000304753
0.329333 1.39463e-05 0.000290108 0.000304054
0.3295 1.39143e-05 0.000289443 0.000303357
0.329667 1.38824e-05 0.000288779 0.000302661
0.329833 1.38506e-05 0.000288117 0.000301967
0.33 1.38188e-05 0.000287456 0.000301275
0.330167 1.37871e-05 0.000286797 0.000300584
0.330333 1.37555e-05 0.000286139 0.000299894
0.3305 1.37239e-05 0.000285483 0.000299207
0.330667 1.36925e-05 0.000284828 0.00029852
0.330833 1.36611e-05 0.000284175 0.000297836
0.331 1.36297e-05 0.000283523 0.000297153
0.331167 1.35985e-05 0.000282873 0.000296471
0.331333 1.35673e-05 0.000282224 0.000295791
0.3315 1.35362e-05 0.000281577 0.000295113
0.331667 1.35051e-05 0.000280931 0.000294436
0.331833 1.34742e-05 0.000280287 0.000293761
0.332 1.34433e-05 0.000279644 0.000293087
0.332167 1.34124e-05 0.000279003 0.000292415
0.332333 1.33817e-05 0.000278363 0.000291744
0.3325 1.3351e-05 0.000277724 0.000291075
0.332667 1.33204e-05 0.000277087 0.000290408
0.332833 1.32898e-05 0.000276452 0.000289742
0.333 1.32593e-05 0.000275818 0.000289077
0.333167 1.32289e-05 0.000275185 0.000288414
