# t  Ekin  Epot  Etot
0.205167 7.72034e-05 0.00160504 0.00168225
0.205333 7.70259e-05 0.00160136 0.00167839
0.2055 7.68488e-05 0.00159769 0.00167453
0.205667 7.66721e-05 0.00159402 0.00167069
0.205833 7.64958e-05 0.00159036 0.00166686
0.206 7.63199e-05 0.00158671 0.00166303
0.206167 7.61444e-05 0.00158307 0.00165922
0.206333 7.59693e-05 0.00157944 0.00165541
0.2065 7.57946e-05 0.00157582 0.00165161
0.206667 7.56204e-05 0.0015722 0.00164782
0.206833 7.54465e-05 0.00156859 0.00164404
0.207 7.52731e-05 0.001565 0.00164027
0.207167 7.51e-05 0.00156141 0.00163651
0.207333 7.49274e-05 0.00155782 0.00163275
0.2075 7.47551e-05 0.00155425 0.001629
0.207667 7.45833e-05 0.00155068 0.00162527
0.207833 7.44118e-05 0.00154713 0.00162154
0.208 7.42408e-05 0.00154358 0.00161782
0.208167 7.40701e-05 0.00154003 0.0016141
0.208333 7.38999e-05 0.0015365 0.0016104
0.2085 7.373e-05 0.00153298 0.00160671
0.208667 7.35605e-05 0.00152946 0.00160302
0.208833 7.33914e-05 0.00152595 0.00159934
0.209 7.32228e-05 0.00152245 0.00159567
0.209167 7.30545e-05 0.00151896 0.00159201
0.209333 7.28866e-05 0.00151547 0.00158836
0.2095 7.2719e-05 0.00151199 0.00158471
0.209667 7.25519e-05 0.00150853 0.00158108
0.209833 7.23852e-05 0.00150506 0.00157745
0.21 7.22188e-05 0.00150161 0.00157383
0.210167 7.20529e-05 0.00149817 0.00157022
0.210333 7.18873e-05 0.00149473 0.00156662
0.2105 7.17221e-05 0.0014913 0.00156302
0.210667 7.15572e-05 0.00148788 0.00155944
0.210833 7.13928e-05 0.00148447 0.00155586
0.211 7.12288e-05 0.00148106 0.00155229
0.211167 7.10651e-05 0.00147766 0.00154873
0.211333 7.09018e-05 0.00147427 0.00154517
0.2115 7.07389e-05 0.00147089 0.00154163
0.211667 7.05763e-05 0.00146752 0.00153809
0.211833 7.04142e-05 0.00146415 0.00153456
0.212 7.02524e-05 0.00146079 0.00153104
0.212167 7.0091e-05 0.00145744 0.00152753
0.212333 6.99299e-05 0.0014541 0.00152403
0.2125 6.97692e-05 0.00145076 0.00152053
0.212667 6.96089e-05 0.00144743 0.00151704
0.212833 6.9449e-05 0.00144411 0.00151356
0.213 6.92895e-05 0.0014408 0.00151009
0.213167 6.91303e-05 0.00143749 0.00150662
0.213333 6.89714e-05 0.0014342 0.00150317
0.2135 6.8813e-05 0.00143091 0.00149972
0.213667 6.86549e-05 0.00142762 0.00149628
0.213833 6.84972e-05 0.00142435 0.00149285
0.214 6.83398e-05 0.00142108 0.00148942
0.214167 6.81828e-05 0.00141782 0.001486
0.214333 6.80262e-05 0.00141457 0.00148259
0.2145 6.78699e-05 0.00141132 0.00147919
0.214667 6.7714e-05 0.00140809 0.0014758
0.214833 6.75585e-05 0.00140486 0.00147241
0.215 6.74033e-05 0.00140163 0.00146904
0.215167 6.72485e-05 0.00139842 0.00146567
0.215333 6.7094e-05 0.00139521 0.0014623
0.2155 6.69399e-05 0.00139201 0.00145895
0.215667 6.67861e-05 0.00138882 0.0014556
0.215833 6.66327e-05 0.00138563 0.00145226
0.216 6.64797e-05 0.00138245 0.00144893
0.216167 6.6327e-05 0.00137928 0.00144561
0.216333 6.61747e-05 0.00137612 0.00144229
0.2165 6.60227e-05 0.00137296 0.00143898
0.216667 6.5871e-05 0.00136981 0.00143568
0.216833 6.57198e-05 0.00136667 0.00143239
0.217 6.55688e-05 0.00136353 0.0014291
0.217167 6.54182e-05 0.0013604 0.00142582
0.217333 6.5268e-05 0.00135728 0.00142255
0.2175 6.51181e-05 0.00135417 0.00141929
0.217667 6.49685e-05 0.00135106 0.00141603
0.217833 6.48193e-05 0.00134796 0.00141278
0.218 6.46705e-05 0.00134487 0.00140954
0.218167 6.4522e-05 0.00134179 0.00140631
0.218333 6.43738e-05 0.00133871 0.00140308
0.2185 6.4226e-05 0.00133564 0.00139986
0.218667 6.40785e-05 0.00133257 0.00139665
0.218833 6.39313e-05 0.00132952 0.00139345
0.219 6.37845e-05 0.00132647 0.00139025
0.219167 6.36381e-05 0.00132343 0.00138706
0.219333 6.34919e-05 0.00132039 0.00138388
0.2195 6.33461e-05 0.00131736 0.00138071
0.219667 6.32007e-05 0.00131434 0.00137754
0.219833 6.30555e-05 0.00131132 0.00137438
0.22 6.29108e-05 0.00130832 0.00137123
0.220167 6.27663e-05 0.00130531 0.00136808
0.220333 6.26222e-05 0.00130232 0.00136494
0.2205 6.24784e-05 0.00129933 0.00136181
0.220667 6.23349e-05 0.00129635 0.00135869
0.220833 6.21918e-05 0.00129338 0.00135557
0.221 6.2049e-05 0.00129041 0.00135246
0.221167 6.19066e-05 0.00128745 0.00134936
0.221333 6.17644e-05 0.0012845 0.00134626
0.2215 6.16226e-05 0.00128155 0.00134318
0.221667 6.14811e-05 0.00127861 0.00134009
0.221833 6.134e-05 0.00127568 0.00133702
0.222 6.11991e-05 0.00127275 0.00133395
0.222167 6.10586e-05 0.00126983 0.00133089
0.222333 6.09184e-05 0.00126692 0.00132784
0.2225 6.07786e-05 0.00126402 0.00132479
0.222667 6.0639e-05 0.00126112 0.00132176
0.222833 6.04998e-05 0.00125822 0.00131872
0.223 6.03609e-05 0.00125534 0.0013157
0.223167 6.02224e-05 0.00125246 0.00131268
0.223333 6.00841e-05 0.00124959 0.00130967
0.2235 5.99462e-05 0.00124672 0.00130667
0.223667 5.98086e-05 0.00124386 0.00130367
0.223833 5.96713e-05 0.00124101 0.00130068
0.224 5.95343e-05 0.00123816 0.00129769
0.224167 5.93976e-05 0.00123532 0.00129472
0.224333 5.92613e-05 0.00123249 0.00129175
0.2245 5.91252e-05 0.00122966 0.00128878
0.224667 5.89895e-05 0.00122684 0.00128583
0.224833 5.88541e-05 0.00122402 0.00128288
0.225 5.8719e-05 0.00122122 0.00127994
0.225167 5.85842e-05 0.00121842 0.001277
0.225333 5.84497e-05 0.00121562 0.00127407
0.2255 5.83155e-05 0.00121283 0.00127115
0.225667 5.81817e-05 0.00121005 0.00126823
0.225833 5.80481e-05 0.00120728 0.00126532
0.226 5.79149e-05 0.00120451 0.00126242
0.226167 5.77819e-05 0.00120174 0.00125953
0.226333 5.76493e-05 0.00119899 0.00125664
0.2265 5.7517e-05 0.00119624 0.00125375
0.226667 5.7385e-05 0.00119349 0.00125088
0.226833 5.72532e-05 0.00119076 0.00124801
0.227 5.71218e-05 0.00118802 0.00124515
0.227167 5.69907e-05 0.0011853 0.00124229
0.227333 5.68599e-05 0.00118258 0.00123944
0.2275 5.67294e-05 0.00117987 0.0012366
0.227667 5.65992e-05 0.00117716 0.00123376
0.227833 5.64693e-05 0.00117446 0.00123093
0.228 5.63397e-05 0.00117177 0.00122811
0.228167 5.62104e-05 0.00116908 0.00122529
0.228333 5.60813e-05 0.0011664 0.00122248
0.2285 5.59526e-05 0.00116372 0.00121968
0.228667 5.58242e-05 0.00116105 0.00121688
0.228833 5.56961e-05 0.00115839 0.00121409
0.229 5.55683e-05 0.00115573 0.0012113
0.229167 5.54407e-05 0.00115308 0.00120852
0.229333 5.53135e-05 0.00115044 0.00120575
0.2295 5.51865e-05 0.0011478 0.00120299
0.229667 5.50599e-05 0.00114517 0.00120023
0.229833 5.49335e-05 0.00114254 0.00119747
0.23 5.48074e-05 0.00113992 0.00119473
0.230167 5.46816e-05 0.0011373 0.00119199
0.230333 5.45562e-05 0.0011347 0.00118925
0.2305 5.44309e-05 0.00113209 0.00118652
0.230667 5.4306e-05 0.0011295 0.0011838
0.230833 5.41814e-05 0.00112691 0.00118109
0.231 5.40571e-05 0.00112432 0.00117838
0.231167 5.3933e-05 0.00112174 0.00117568
0.231333 5.38092e-05 0.00111917 0.00117298
0.2315 5.36857e-05 0.0011166 0.00117029
0.231667 5.35625e-05 0.00111404 0.0011676
0.231833 5.34396e-05 0.00111149 0.00116493
0.232 5.3317e-05 0.00110894 0.00116225
0.232167 5.31946e-05 0.00110639 0.00115959
0.232333 5.30726e-05 0.00110386 0.00115693
0.2325 5.29508e-05 0.00110132 0.00115428
0.232667 5.28293e-05 0.0010988 0.00115163
0.232833 5.2708e-05 0.00109628 0.00114899
0.233 5.25871e-05 0.00109376 0.00114635
0.233167 5.24664e-05 0.00109126 0.00114372
0.233333 5.2346e-05 0.00108875 0.0011411
0.2335 5.22259e-05 0.00108626 0.00113848
0.233667 5.2106e-05 0.00108376 0.00113587
0.233833 5.19865e-05 0.00108128 0.00113326
0.234 5.18672e-05 0.0010788 0.00113066
0.234167 5.17481e-05 0.00107632 0.00112807
0.234333 5.16294e-05 0.00107385 0.00112548
0.2345 5.15109e-05 0.00107139 0.0011229
0.234667 5.13927e-05 0.00106893 0.00112033
0.234833 5.12748e-05 0.00106648 0.00111776
0.235 5.11571e-05 0.00106404 0.00111519
0.235167 5.10398e-05 0.0010616 0.00111264
0.235333 5.09226e-05 0.00105916 0.00111008
0.2355 5.08058e-05 0.00105673 0.00110754
0.235667 5.06892e-05 0.00105431 0.001105
0.235833 5.05729e-05 0.00105189 0.00110246
0.236 5.04569e-05 0.00104948 0.00109993
0.236167 5.03411e-05 0.00104707 0.00109741
0.236333 5.02256e-05 0.00104467 0.00109489
0.2365 5.01103e-05 0.00104227 0.00109238
0.236667 4.99953e-05 0.00103988 0.00108988
0.236833 4.98806e-05 0.0010375 0.00108738
0.237 4.97662e-05 0.00103512 0.00108488
0.237167 4.9652e-05 0.00103274 0.0010824
0.237333 4.95381e-05 0.00103037 0.00107991
0.2375 4.94244e-05 0.00102801 0.00107744
0.237667 4.9311e-05 0.00102565 0.00107496
0.237833 4.91979e-05 0.0010233 0.0010725
0.238 4.9085e-05 0.00102095 0.00107004
0.238167 4.89723e-05 0.00101861 0.00106759
0.238333 4.886e-05 0.00101628 0.00106514
0.2385 4.87479e-05 0.00101395 0.00106269
0.238667 4.8636e-05 0.00101162 0.00106026
0.238833 4.85244e-05 0.0010093 0.00105782
0.239 4.84131e-05 0.00100699 0.0010554
0.239167 4.8302e-05 0.00100468 0.00105298
0.239333 4.81912e-05 0.00100237 0.00105056
0.2395 4.80806e-05 0.00100007 0.00104815
0.239667 4.79703e-05 0.000997779 0.00104575
0.239833 4.78603e-05 0.00099549 0.00104335
0.24 4.77504e-05 0.000993207 0.00104096
0.240167 4.76409e-05 0.000990929 0.00103857
0.240333 4.75316e-05 0.000988656 0.00103619
0.2405 4.74225e-05 0.000986389 0.00103381
0.240667 4.73137e-05 0.000984126 0.00103144
0.240833 4.72052e-05 0.000981869 0.00102907
0.241 4.70969e-05 0.000979617 0.00102671
0.241167 4.69888e-05 0.00097737 0.00102436
0.241333 4.6881e-05 0.000975129 0.00102201
0.2415 4.67735e-05 0.000972892 0.00101967
0.241667 4.66662e-05 0.000970661 0.00101733
0.241833 4.65591e-05 0.000968435 0.00101499
0.242 4.64523e-05 0.000966214 0.00101267
0.242167 4.63457e-05 0.000963998 0.00101034
0.242333 4.62394e-05 0.000961787 0.00100803
0.2425 4.61333e-05 0.000959581 0.00100571
0.242667 4.60274e-05 0.00095738 0.00100341
0.242833 4.59218e-05 0.000955184 0.00100111
0.243 4.58165e-05 0.000952993 0.00099881
0.243167 4.57114e-05 0.000950808 0.000996519
0.243333 4.56065e-05 0.000948627 0.000994233
0.2435 4.55019e-05 0.000946451 0.000991953
0.243667 4.53975e-05 0.000944281 0.000989678
0.243833 4.52933e-05 0.000942115 0.000987408
0.244 4.51894e-05 0.000939954 0.000985143
0.244167 4.50858e-05 0.000937798 0.000982884
0.244333 4.49823e-05 0.000935647 0.00098063
0.2445 4.48791e-05 0.000933501 0.000978381
0.244667 4.47762e-05 0.00093136 0.000976137
0.244833 4.46734e-05 0.000929224 0.000973898
0.245 4.4571e-05 0.000927093 0.000971664
0.245167 4.44687e-05 0.000924967 0.000969436
0.245333 4.43667e-05 0.000922845 0.000967212
0.2455 4.42649e-05 0.000920729 0.000964994
0.245667 4.41634e-05 0.000918617 0.000962781
0.245833 4.40621e-05 0.00091651 0.000960572
0.246 4.3961e-05 0.000914408 0.000958369
0.246167 4.38601e-05 0.000912311 0.000956171
0.246333 4.37595e-05 0.000910219 0.000953978
0.2465 4.36591e-05 0.000908131 0.00095179
0.246667 4.3559e-05 0.000906048 0.000949607
0.246833 4.3459e-05 0.00090397 0.000947429
0.247 4.33593e-05 0.000901897 0.000945256
0.247167 4.32599e-05 0.000899829 0.000943088
0.247333 4.31606e-05 0.000897765 0.000940925
0.2475 4.30616e-05 0.000895706 0.000938767
0.247667 4.29628e-05 0.000893652 0.000936614
0.247833 4.28643e-05 0.000891602 0.000934466
0.248 4.27659e-05 0.000889557 0.000932323
0.248167 4.26678e-05 0.000887517 0.000930185
0.248333 4.257e-05 0.000885481 0.000928051
0.2485 4.24723e-05 0.000883451 0.000925923
0.248667 4.23749e-05 0.000881424 0.000923799
0.248833 4.22777e-05 0.000879403 0.00092168
0.249 4.21807e-05 0.000877386 0.000919567
0.249167 4.20839e-05 0.000875374 0.000917458
0.249333 4.19874e-05 0.000873366 0.000915353
0.2495 4.18911e-05 0.000871363 0.000913254
0.249667 4.1795e-05 0.000869364 0.000911159
0.249833 4.16991e-05 0.000867371 0.00090907
0.25 4.16034e-05 0.000865381 0.000906985
0.250167 4.1508e-05 0.000863397 0.000904905
0.250333 4.14128e-05 0.000861416 0.000902829
0.2505 4.13178e-05 0.000859441 0.000900759
0.250667 4.1223e-05 0.00085747 0.000898693
0.250833 4.11284e-05 0.000855503 0.000896631
0.251 4.10341e-05 0.000853541 0.000894575
0.251167 4.094e-05 0.000851583 0.000892523
0.251333 4.08461e-05 0.00084963 0.000890476
0.2515 4.07524e-05 0.000847682 0.000888434
0.251667 4.06589e-05 0.000845738 0.000886396
0.251833 4.05656e-05 0.000843798 0.000884363
0.252 4.04726e-05 0.000841863 0.000882335
0.252167 4.03797e-05 0.000839932 0.000880312
0.252333 4.02871e-05 0.000838006 0.000878293
0.2525 4.01947e-05 0.000836084 0.000876278
0.252667 4.01025e-05 0.000834166 0.000874269
0.252833 4.00105e-05 0.000832253 0.000872263
0.253 3.99187e-05 0.000830344 0.000870263
0.253167 3.98271e-05 0.00082844 0.000868267
0.253333 3.97358e-05 0.00082654 0.000866276
0.2535 3.96446e-05 0.000824644 0.000864289
0.253667 3.95537e-05 0.000822753 0.000862307
0.253833 3.9463e-05 0.000820866 0.000860329
0.254 3.93724e-05 0.000818983 0.000858356
0.254167 3.92821e-05 0.000817105 0.000856387
0.254333 3.9192e-05 0.000815231 0.000854423
0.2545 3.91021e-05 0.000813361 0.000852463
0.254667 3.90124e-05 0.000811496 0.000850508
0.254833 3.89229e-05 0.000809635 0.000848558
0.255 3.88337e-05 0.000807778 0.000846612
0.255167 3.87446e-05 0.000805925 0.00084467
0.255333 3.86557e-05 0.000804077 0.000842733
0.2555 3.8567e-05 0.000802233 0.0008408
0.255667 3.84786e-05 0.000800393 0.000838871
0.255833 3.83903e-05 0.000798557 0.000836948
0.256 3.83022e-05 0.000796726 0.000835028
0.256167 3.82144e-05 0.000794899 0.000833113
0.256333 3.81267e-05 0.000793075 0.000831202
0.2565 3.80393e-05 0.000791257 0.000829296
0.256667 3.7952e-05 0.000789442 0.000827394
0.256833 3.7865e-05 0.000787631 0.000825496
0.257 3.77781e-05 0.000785825 0.000823603
0.257167 3.76915e-05 0.000784023 0.000821714
0.257333 3.7605e-05 0.000782225 0.00081983
0.2575 3.75188e-05 0.000780431 0.000817949
0.257667 3.74327e-05 0.000778641 0.000816073
0.257833 3.73468e-05 0.000776855 0.000814202
0.258 3.72612e-05 0.000775073 0.000812334
0.258167 3.71757e-05 0.000773296 0.000810471
0.258333 3.70904e-05 0.000771522 0.000808613
0.2585 3.70054e-05 0.000769753 0.000806758
0.258667 3.69205e-05 0.000767987 0.000804908
0.258833 3.68358e-05 0.000766226 0.000803062
0.259 3.67513e-05 0.000764469 0.00080122
0.259167 3.6667e-05 0.000762715 0.000799382
0.259333 3.65829e-05 0.000760966 0.000797549
0.2595 3.6499e-05 0.000759221 0.00079572
0.259667 3.64153e-05 0.00075748 0.000793895
0.259833 3.63317e-05 0.000755742 0.000792074
0.26 3.62484e-05 0.000754009 0.000790258
0.260167 3.61653e-05 0.00075228 0.000788445
0.260333 3.60823e-05 0.000750555 0.000786637
0.2605 3.59995e-05 0.000748833 0.000784833
0.260667 3.5917e-05 0.000747116 0.000783033
0.260833 3.58346e-05 0.000745402 0.000781237
0.261 3.57524e-05 0.000743693 0.000779445
0.261167 3.56704e-05 0.000741987 0.000777658
0.261333 3.55886e-05 0.000740286 0.000775874
0.2615 3.55069e-05 0.000738588 0.000774095
0.261667 3.54255e-05 0.000736894 0.000772319
0.261833 3.53442e-05 0.000735204 0.000770548
0.262 3.52632e-05 0.000733518 0.000768781
0.262167 3.51823e-05 0.000731835 0.000767018
0.262333 3.51016e-05 0.000730157 0.000765259
0.2625 3.50211e-05 0.000728482 0.000763503
0.262667 3.49408e-05 0.000726812 0.000761752
0.262833 3.48606e-05 0.000725145 0.000760005
0.263 3.47807e-05 0.000723482 0.000758262
0.263167 3.47009e-05 0.000721822 0.000756523
0.263333 3.46213e-05 0.000720167 0.000754788
0.2635 3.45419e-05 0.000718515 0.000753057
0.263667 3.44627e-05 0.000716867 0.00075133
0.263833 3.43836e-05 0.000715223 0.000749607
0.264 3.43047e-05 0.000713583 0.000747888
0.264167 3.42261e-05 0.000711947 0.000746173
0.264333 3.41476e-05 0.000710314 0.000744461
0.2645 3.40692e-05 0.000708685 0.000742754
0.264667 3.39911e-05 0.000707059 0.00074105
0.264833 3.39131e-05 0.000705438 0.000739351
0.265 3.38353e-05 0.00070382 0.000737655
0.265167 3.37577e-05 0.000702206 0.000735963
0.265333 3.36803e-05 0.000700595 0.000734276
0.2655 3.36031e-05 0.000698988 0.000732592
0.265667 3.3526e-05 0.000697385 0.000730911
0.265833 3.34491e-05 0.000695786 0.000729235
0.266 3.33724e-05 0.00069419 0.000727563
0.266167 3.32958e-05 0.000692598 0.000725894
0.266333 3.32195e-05 0.00069101 0.000724229
0.2665 3.31433e-05 0.000689425 0.000722568
0.266667 3.30673e-05 0.000687844 0.000720911
0.266833 3.29914e-05 0.000686266 0.000719258
0.267 3.29157e-05 0.000684692 0.000717608
0.267167 3.28402e-05 0.000683122 0.000715962
0.267333 3.27649e-05 0.000681555 0.00071432
0.2675 3.26898e-05 0.000679992 0.000712682
0.267667 3.26148e-05 0.000678433 0.000711048
0.267833 3.254e-05 0.000676877 0.000709417
0.268 3.24654e-05 0.000675325 0.00070779
0.268167 3.23909e-05 0.000673776 0.000706167
0.268333 3.23166e-05 0.00067223 0.000704547
0.2685 3.22425e-05 0.000670689 0.000702931
0.268667 3.21685e-05 0.000669151 0.000701319
0.268833 3.20947e-05 0.000667616 0.000699711
0.269 3.20211e-05 0.000666085 0.000698106
0.269167 3.19477e-05 0.000664557 0.000696505
0.269333 3.18744e-05 0.000663033 0.000694908
0.2695 3.18013e-05 0.000661512 0.000693314
0.269667 3.17284e-05 0.000659995 0.000691724
0.269833 3.16556e-05 0.000658482 0.000690137
0.27 3.1583e-05 0.000656972 0.000688555
0.270167 3.15106e-05 0.000655465 0.000686975
0.270333 3.14383e-05 0.000653962 0.0006854
0.2705 3.13662e-05 0.000652462 0.000683828
0.270667 3.12942e-05 0.000650965 0.00068226
0.270833 3.12225e-05 0.000649472 0.000680695
0.271 3.11508e-05 0.000647983 0.000679134
0.271167 3.10794e-05 0.000646497 0.000677576
0.271333 3.10081e-05 0.000645014 0.000676022
0.2715 3.0937e-05 0.000643535 0.000674472
0.271667 3.0866e-05 0.000642059 0.000672925
0.271833 3.07953e-05 0.000640586 0.000671382
0.272 3.07246e-05 0.000639117 0.000669842
0.272167 3.06542e-05 0.000637652 0.000668306
0.272333 3.05838e-05 0.000636189 0.000666773
0.2725 3.05137e-05 0.00063473 0.000665244
0.272667 3.04437e-05 0.000633274 0.000663718
0.272833 3.03739e-05 0.000631822 0.000662196
0.273 3.03042e-05 0.000630373 0.000660677
0.273167 3.02347e-05 0.000628927 0.000659162
0.273333 3.01654e-05 0.000627485 0.00065765
0.2735 3.00962e-05 0.000626046 0.000656142
0.273667 3.00272e-05 0.00062461 0.000654637
0.273833 2.99583e-05 0.000623178 0.000653136
0.274 2.98896e-05 0.000621748 0.000651638
0.274167 2.9821e-05 0.000620322 0.000650143
0.274333 2.97526e-05 0.0006189 0.000648652
0.2745 2.96844e-05 0.00061748 0.000647165
0.274667 2.96163e-05 0.000616064 0.000645681
0.274833 2.95484e-05 0.000614651 0.0006442
0.275 2.94806e-05 0.000613242 0.000642722
0.275167 2.9413e-05 0.000611835 0.000641248
0.275333 2.93455e-05 0.000610432 0.000639778
0.2755 2.92782e-05 0.000609032 0.00063831
0.275667 2.92111e-05 0.000607635 0.000636846
0.275833 2.91441e-05 0.000606242 0.000635386
0.276 2.90772e-05 0.000604851 0.000633929
0.276167 2.90106e-05 0.000603464 0.000632475
0.276333 2.8944e-05 0.00060208 0.000631024
0.2765 2.88776e-05 0.000600699 0.000629577
0.276667 2.88114e-05 0.000599322 0.000628133
0.276833 2.87453e-05 0.000597947 0.000626693
0.277 2.86794e-05 0.000596576 0.000625255
0.277167 2.86136e-05 0.000595208 0.000623821
0.277333 2.8548e-05 0.000593843 0.000622391
0.2775 2.84825e-05 0.000592481 0.000620963
0.277667 2.84172e-05 0.000591122 0.000619539
0.277833 2.8352e-05 0.000589766 0.000618118
0.278 2.8287e-05 0.000588414 0.000616701
0.278167 2.82221e-05 0.000587064 0.000615286
0.278333 2.81574e-05 0.000585718 0.000613875
0.2785 2.80928e-05 0.000584375 0.000612467
0.278667 2.80284e-05 0.000583034 0.000611063
0.278833 2.79641e-05 0.000581697 0.000609661
0.279 2.79e-05 0.000580363 0.000608263
0.279167 2.7836e-05 0.000579032 0.000606868
0.279333 2.77721e-05 0.000577704 0.000605476
0.2795 2.77084e-05 0.000576379 0.000604088
0.279667 2.76449e-05 0.000575057 0.000602702
0.279833 2.75815e-05 0.000573739 0.00060132
0.28 2.75182e-05 0.000572423 0.000599941
0.280167 2.74551e-05 0.00057111 0.000598565
0.280333 2.73921e-05 0.0005698 0.000597192
0.2805 2.73293e-05 0.000568493 0.000595823
0.280667 2.72666e-05 0.00056719 0.000594456
0.280833 2.72041e-05 0.000565889 0.000593093
0.281 2.71417e-05 0.000564591 0.000591733
0.281167 2.70795e-05 0.000563296 0.000590376
0.281333 2.70174e-05 0.000562004 0.000589022
0.2815 2.69554e-05 0.000560715 0.000587671
0.281667 2.68936e-05 0.000559429 0.000586323
0.281833 2.68319e-05 0.000558146 0.000584978
0.282 2.67704e-05 0.000556866 0.000583637
0.282167 2.6709e-05 0.000555589 0.000582298
0.282333 2.66477e-05 0.000554315 0.000580963
0.2825 2.65866e-05 0.000553044 0.00057963
0.282667 2.65256e-05 0.000551776 0.000578301
0.282833 2.64648e-05 0.00055051 0.000576975
0.283 2.64041e-05 0.000549248 0.000575652
0.283167 2.63435e-05 0.000547988 0.000574331
0.283333 2.62831e-05 0.000546731 0.000573014
0.2835 2.62228e-05 0.000545477 0.0005717
0.283667 2.61627e-05 0.000544226 0.000570389
0.283833 2.61027e-05 0.000542978 0.000569081
0.284 2.60428e-05 0.000541733 0.000567776
0.284167 2.59831e-05 0.00054049 0.000566474
0.284333 2.59235e-05 0.000539251 0.000565174
0.2845 2.5864e-05 0.000538014 0.000563878
0.284667 2.58047e-05 0.00053678 0.000562585
0.284833 2.57455e-05 0.000535549 0.000561295
0.285 2.56865e-05 0.000534321 0.000560007
0.285167 2.56276e-05 0.000533096 0.000558723
0.285333 2.55688e-05 0.000531873 0.000557442
0.2855 2.55102e-05 0.000530653 0.000556163
0.285667 2.54516e-05 0.000529436 0.000554888
0.285833 2.53933e-05 0.000528222 0.000553615
0.286 2.5335e-05 0.000527011 0.000552346
0.286167 2.52769e-05 0.000525802 0.000551079
0.286333 2.5219e-05 0.000524596 0.000549815
0.2865 2.51611e-05 0.000523393 0.000548554
0.286667 2.51034e-05 0.000522193 0.000547296
0.286833 2.50458e-05 0.000520995 0.000546041
0.287 2.49884e-05 0.0005198 0.000544789
0.287167 2.49311e-05 0.000518608 0.000543539
0.287333 2.48739e-05 0.000517419 0.000542293
0.2875 2.48169e-05 0.000516232 0.000541049
0.287667 2.47599e-05 0.000515048 0.000539808
0.287833 2.47032e-05 0.000513867 0.00053857
0.288 2.46465e-05 0.000512688 0.000537335
0.288167 2.459e-05 0.000511513 0.000536103
0.288333 2.45336e-05 0.000510339 0.000534873
0.2885 2.44773e-05 0.000509169 0.000533646
0.288667 2.44212e-05 0.000508001 0.000532422
0.288833 2.43652e-05 0.000506836 0.000531201
0.289 2.43093e-05 0.000505674 0.000529983
0.289167 2.42535e-05 0.000504514 0.000528768
0.289333 2.41979e-05 0.000503357 0.000527555
0.2895 2.41424e-05 0.000502203 0.000526345
0.289667 2.4087e-05 0.000501051 0.000525138
0.289833 2.40318e-05 0.000499902 0.000523934
0.29 2.39767e-05 0.000498755 0.000522732
0.290167 2.39217e-05 0.000497612 0.000521533
0.290333 2.38668e-05 0.00049647 0.000520337
0.2905 2.38121e-05 0.000495332 0.000519144
0.290667 2.37575e-05 0.000494196 0.000517953
0.290833 2.3703e-05 0.000493062 0.000516765
0.291 2.36486e-05 0.000491932 0.00051558
0.291167 2.35944e-05 0.000490803 0.000514398
0.291333 2.35403e-05 0.000489678 0.000513218
0.2915 2.34863e-05 0.000488555 0.000512041
0.291667 2.34324e-05 0.000487434 0.000510867
0.291833 2.33787e-05 0.000486316 0.000509695
0.292 2.33251e-05 0.000485201 0.000508526
0.292167 2.32716e-05 0.000484088 0.00050736
0.292333 2.32182e-05 0.000482978 0.000506196
0.2925 2.3165e-05 0.00048187 0.000505035
0.292667 2.31118e-05 0.000480765 0.000503877
0.292833 2.30588e-05 0.000479663 0.000502722
0.293 2.30059e-05 0.000478563 0.000501569
0.293167 2.29532e-05 0.000477465 0.000500418
0.293333 2.29005e-05 0.00047637 0.000499271
0.2935 2.2848e-05 0.000475278 0.000498126
0.293667 2.27956e-05 0.000474188 0.000496983
0.293833 2.27433e-05 0.0004731 0.000495843
0.294 2.26912e-05 0.000472015 0.000494706
0.294167 2.26391e-05 0.000470933 0.000493572
0.294333 2.25872e-05 0.000469853 0.00049244
0.2945 2.25354e-05 0.000468775 0.00049131
0.294667 2.24837e-05 0.0004677 0.000490184
0.294833 2.24322e-05 0.000466627 0.000489059
0.295 2.23807e-05 0.000465557 0.000487938
0.295167 2.23294e-05 0.000464489 0.000486819
0.295333 2.22782e-05 0.000463424 0.000485702
0.2955 2.22271e-05 0.000462361 0.000484588
0.295667 2.21761e-05 0.000461301 0.000483477
0.295833 2.21252e-05 0.000460243 0.000482368
0.296 2.20745e-05 0.000459187 0.000481262
0.296167 2.20239e-05 0.000458134 0.000480158
0.296333 2.19734e-05 0.000457084 0.000479057
0.2965 2.1923e-05 0.000456035 0.000477958
0.296667 2.18727e-05 0.00045499 0.000476862
0.296833 2.18225e-05 0.000453946 0.000475769
0.297 2.17725e-05 0.000452905 0.000474677
0.297167 2.17225e-05 0.000451866 0.000473589
0.297333 2.16727e-05 0.00045083 0.000472503
0.2975 2.1623e-05 0.000449796 0.000471419
0.297667 2.15734e-05 0.000448765 0.000470338
0.297833 2.1524e-05 0.000447735 0.000469259
0.298 2.14746e-05 0.000446708 0.000468183
0.298167 2.14253e-05 0.000445684 0.000467109
0.298333 2.13762e-05 0.000444662 0.000466038
0.2985 2.13272e-05 0.000443642 0.000464969
0.298667 2.12783e-05 0.000442625 0.000463903
0.298833 2.12295e-05 0.00044161 0.000462839
